OBJECTID,CYCLE,ID305B,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPION,DRINKING_WATER_SUPPLY,Shape__Length
516,2006,CT7108-00_02b,Mill River (Fairfield/Easton)-02b,"From confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), US to Easton Reservoir outlet dam (Lakeview Drive crossing on dam), Easton.",0.53912852,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2846.59868626199
518,2006,CT7108-05_02,"Unnamed tributary, Easton Reservoir (Snow Farm)-02","From confluence with unnamed tributary to Easton Reservoir (east of Sport Hill Road (Route 59)), US to outlet of pond on Phil Snow's farm, Easton. (Unnamed tributary flows into Easton Reservoir from western side)",0.30406659,1100006,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,1605.47173710543
519,2006,CT7109-00-trib_01,"Unnamed tributary, Sasco Brook-01","From mouth at Sasco Brook (US of Old Road crossing), Westport/Fairfield town border, US to headwaters (US of Bulkley Avenue crossing), Westport.",0.33901705,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1790.00955523785
520,2006,CT7109-00_01,Sasco Brook-01,"From Bulkely Pond OUTLET dam (US side of Post Road East (Route 1) crossing), Westport/Fairfield town border, US to Hulls Farm Road crossing (just DS of Great Brook confluence), Westport/Fairfield town border. (Segment includes Buckley Pond)",1.41971905,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7496.11644612033
521,2006,CT7109-00_02,Sasco Brook-02,"From Hulls Farm Road crossing (just DS of Great Brook confluence), Westport/Fairfield town border, US to headwaters at marsh (US of Burr Street crossing), Fairfield.",5.20175873,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,27465.2865774717
523,2006,CT7200-20-trib_02,Unnamed tributary Hawleys Brook-02,"From confluence with main unnamed tributay to Hawleys Brook, US to private property (Golf course), Easton. (Entire segement is west of Blackrock Turnpike (Route 58), AND wset of golf course)",0.55801526,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2946.32117263608
524,2006,CT7202-00_01,Aspetuck River (Westport-Easton)-01,"From confuence with Saugatuck River (DS of Weston Road (ROUTE 57) crossing), Wetport, US to Aspetuck Reservoir outlet dam (US of Black Rock Turnpike (Route 58) crossing), Easton. (Segment passes through Pfeiffer Pond, Weston/Easton town border)",5.93339936,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,31328.3479536761
528,2006,CT7300-00_01,Norwalk River-01,"From Wall Street (Commerce Street) crossing (head of estuary/saltwater limit), Norwalk, US to confluence with Bryant Brook (DS of Wolfpit Road crossing), Wilton. (Segment includes Winnipauk Mill Pond and Deering Pond)",5.63226575,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,29738.3631723995
529,2006,CT7300-00_02,Norwalk River-02,"From confluence with Bryant Brook (DS of Wolfpit Road crossing), US to Old Mill Road crossing (between Danbury Road (Route 7) and RialRoad tracks southeast of Georgetown), Wilton.",5.61262153,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,29634.6424763851
530,2006,CT7300-00_03a,Norwalk River-03a,"From Old Mill Road crossing (between Danbury Road (Route 7) and Railroad track, southeast of Georgetown), Wilton, US to confluence with Georgetown POTW outfall, Redding.",0.8439076,1100006,Not Supporting,Not Supporting,Not Assessed,Water Not Classified For Drinking Supply,4455.83230810098
531,2006,CT7300-00_03b,Norwalk River-03b,"From confluence with Georgetown POTW outfall, US to EXIT of undergound (pipe) section (just US of RailRoad crossing), Redding.",0.19954519,1100006,Not Assessed,Not Supporting,Not Assessed,Water Not Classified For Drinking Supply,1053.59884356654
533,2006,CT7300-00_04,Norwalk River-04,"From INLET to Factory Pond (just DS of Danbury Road (Route 7) crossing), Wilton, US to confluence with Cooper Pond Brook (DS of Branchville Road, east of intersection with Route 7), Ridgefield.",0.69660966,1100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3678.09877553162
534,2006,CT7300-00_05,Norwalk River-05,"From confluence with Cooper Pond Brook (DS of Branchville Road, east of intersection with Route 7), Ridgefield, US to headwaters at Little Pond outlet dam (US of confluence with Ridgefield Brook from west, on west side parallel to Route 7), Ridgefield.",4.85480076,1100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,25633.34821733
535,2006,CT7300-02_01,Ridgefield Brook-01,"From confluence with Norwalk River (DS of headwaters at Little Pond outlet dam, west side of Route 7), US to Taylors Pond outlet dam (US of Limestone Road crossing), Ridgefield.",1.05019348,1100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5545.02264866911
536,2006,CT7300-02_02,Ridgefield Brook-02,"From INLET to Taylor Pond (on southwest portion of pond, east of Barrow Mountain), US (south) to headwaters at outlet of Lounsebury Pond in southwest portion of Great Swamp, Ridgefield. (Segment includes outfall of Ridgefield POTW, upper Great Swamp area",3.21952919,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,16999.1158847856
539,2006,CT7302-00_01,Silvermine River-01,"From Mouth at confluence with Norwalk River (northwest INLET to Deering Pond portion of river), US to Merritt Parkway (Route 15) crossing), Norwalk. (Segment includes Davis Pond)",0.97987561,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5173.74276661987
540,2006,CT7302-00_02,Silvermine River-02,"From Merritt Parkway (Route 15) crossing), Norwalk, US to Grupes Reservoir outlet dam (US of Valley Road crossing), New Canaan.",5.49060454,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,28990.3937802632
541,2006,CT7302-13_trib_01,Unnamed tributary Belden Hill Brook-01,"From mouth at confluence with Beldon Hill Brook (DS of Belden Hill Brook crossing of New Canaan Road (Route 106), DS of South Norwalk Reservoir), US to discharge source at Sisters of Notre Dame (discharge of private STPl), Wilton.",0.4005896,1100006,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,2115.11320615
543,2006,CT7401-00_02,Fivemile River (New Canaan)-02,"From Old Norwalk Road crossing (0.2 Mi DS of POTW), US to confluence with New Canaan POTW outfall, New Canaan.",0.23072666,1100006,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,1218.23690532327
544,2006,CT7401-00_03,Fivemile River (New Canaan)-03,"From confluence with New Canaan POTW outfall, US to confluence with unnamed tributary (US of New Norwalk Road (Route 123) crossing, on northeastern side of Parade Hill Road, near Cemetary), New Canaan.",1.81873894,1100006,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,9602.94167893451
546,2006,CT7403-00_01,Noroton River-01,"From Post Road (Route 1) crossing (saltwater limit at head of Holly Pond), US to southwestern corner of St. John's Cemetary (river bend to west), Stamford/Darien town border.",2.29532965,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12119.3391433531
547,2006,CT7403-00_02,Noroton River-02,"From southwestern corner of St. John's Cemetary (river bend to west), Stamford/Darien town border, US to Merritt Parkway (Route 15) crossing (US of Raymonds Pond), New Canaan.",2.60595335,1100006,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,13759.4337508204
549,2006,CT7405-00_01,Rippowam River-01,"From Rippowam River West Branch dam (head of tide, US of Route 1 and Main Street crossings), US to Merritt Parkway (Route 15) crossing (mid-way between exit 34 and exit 35), Stamford.",5.22499199,1100006,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,27587.9588867775
557,2006,CT7411-00_01,Byram River-01,"From head of tide (US of Route 1 crossing, at INLET to ponded portion of river, just DS of Upland Street East area), US to Pemberwick outlet dam (US of Comly Avenue crossing, and US of confluence with Pemberwick Brook, Greenwich.",0.49328861,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2604.56366116545
