OBJECTID,ACTIVITY_CODE,ACTIVITY_NAME,TREATMENT_TYPE,FUND_CODES,NBR_UNITS_PLANNED,NBR_UNITS_ACCOMPLISHED,UOM,DATE_PLANNED,DATE_ACCOMPLISHED,DATE_COMPLETED,FY_PLANNED,FY_ACCOMPLISHED,FY_COMPLETED,ACTIVITY_UNIT_ORG,REGION_CODE,ADMIN_FOREST_CODE,DISTRICT_CODE,HOME_ORG,ADMIN_FOREST_NAME,ADMIN_DISTRICT_NAME,PROCLAIMED_FOREST_CODE,OWNERSHIP_CODE,OWNERSHIP_DESC,ALPCOUNTY,STATE_ABBR,WATERSHED_CODE,SLOPE,ELEVATION,ASPECT,METHOD_CODE,METHOD_DESC,EQUIPMENT_CODE,EQUIPMENT_DESC,COST_PER_UOM,NEPA_PROJECT_ID,NEPA_DOC_NAME,IMPLEMENTATION_PROJECT_NAMES,IMPLEMENTATION_PROJECT_NUMBERS,IMPLEMENTATION_PROJECT_TYPES,WORK_AGENT_CODES,SUBUNIT_SIZE,SUBUNIT_UOM,GIS_ACRES,ACTIVITY_UNIT_CN,SUBUNIT_CN,FACTS_ID,SUID,SUBUNIT,SUBUNIT_NAME,ACTIVITY_CN,NEPA_PROJECT_CN,STAGE,STAGE_DESC,REV_DATE,DATA_SOURCE_CODE,DATA_SOURCE_DESC,UK,ACCURACY,SHAPEAREA,SHAPELEN
24887,7100,"Pollinator habitat improved, restored or maintained",,NFVW,317.0,317.0,ACRES,2022/01/06 00:00:00+00,2022/01/22 00:00:00+00,2022/01/22 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,715.0,ACRES,316.935,AU229446010602,1277966010602,0001881B01,0809060001881B01003,003,FISH FRY USFS FY22,6297931010602,47238,3,Accomplished,2021/09/22 13:10:38+00,20.0,Digitized Other,0809_49307_ACTP,,0.0001252789933075,0.135154493393765
24888,7100,"Pollinator habitat improved, restored or maintained",,NFVW,89.0,89.0,ACRES,2022/01/06 00:00:00+00,2022/01/24 00:00:00+00,2022/01/24 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,910.0,ACRES,88.622,6356983010602,1246443010602,0001881B02,0809060001881B02001,001,COOPER CREEK N&S FY22,6299167010602,47238,3,Accomplished,2022/02/04 19:54:32+00,20.0,Digitized Other,0809_60817_ACTP,10.0,3.5025267501326e-05,0.100504456445192
24889,7100,"Pollinator habitat improved, restored or maintained",,NFVW,344.0,344.0,ACRES,2022/01/06 00:00:00+00,2022/01/29 00:00:00+00,2022/01/29 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,Le Flore,OK,,,,,0,,0,,0.0,19278,"(PALS)PAUSHUBEE CREEK, PIPE SPRINGS, ROD CAMP, AND DARK HOLLOW",MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,344.0,ACRES,344.2,AU229444010602,1272370010602,0002237B01,0809060002237B01001,001,"PASHUBEE FY08, FY22",6331609010602,17415,3,Accomplished,2021/07/28 15:55:06+00,20.0,Digitized Other,0809_41293_ACTP,,0.0001369699850091,0.0530854734093946
24890,7100,"Pollinator habitat improved, restored or maintained",,NFVW,957.0,957.0,ACRES,2022/01/06 00:00:00+00,2022/03/25 00:00:00+00,2022/03/25 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,Le Flore,OK,,,,,0,,0,,0.0,27150,(PALS)RED BANK FUEL REDUCTION BURN,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,957.0,ACRES,956.902,6358401010602,1246800010602,000OKCRB01,080906000OKCRB01001,001,RED BANK WEST FY22,6514877010602,23592,3,Accomplished,2021/08/25 19:33:14+00,20.0,Digitized Other,0809_45445_ACTP,,0.0003814783168517,0.104648242151903
24891,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1591.0,1591.0,ACRES,2022/01/06 00:00:00+00,2022/03/04 00:00:00+00,2022/03/04 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,1591.0,ACRES,1591.569,AU197592010602,1274654010602,F003076207,080906F003076207001,001,"MCWA NE USFS FY 07,10,13,16,19,22",6278370010602,47238,3,Accomplished,2021/06/14 00:00:00+00,20.0,Digitized Other,0809_35851_ACTP,,0.0006309178932864,0.23871181848653
24892,7100,"Pollinator habitat improved, restored or maintained",,NFVW,3608.0,3608.0,ACRES,2022/01/06 00:00:00+00,2022/03/04 00:00:00+00,2022/03/04 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,STA,STATE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,3608.0,ACRES,3608.995,AU197592010602,1274655010602,F003076207,080906F003076207002,002,"MCWA NE STATE FY 07,10,13,16,19,22",6347189010602,47238,3,Accomplished,2022/03/28 18:44:00+00,20.0,Digitized Other,0809_62420_ACTP,5.0,0.0014305091929134,0.194103288755223
24893,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1448.0,1448.0,ACRES,2022/01/06 00:00:00+00,2022/02/10 00:00:00+00,2022/02/10 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION,SHORTLEAF-BLUESTEM COMMUNITY","CFLR018,FSNRCS-82,MBHR-0809","CFLRP,FSNRC,MBHR",,1448.0,ACRES,1448.058,AU198662010602,1288922010602,F003138903,080906F003138903005,005,BUFFALO JACK FY22,5890787010602,47238,3,Accomplished,2022/02/22 20:53:01+00,20.0,Digitized Other,0809_61777_ACTP,10.0,0.0005742072232128,0.176676808436871
24894,7100,"Pollinator habitat improved, restored or maintained",,NFVW,6.0,6.0,ACRES,2022/01/06 00:00:00+00,2022/05/18 00:00:00+00,2022/05/18 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,1776.0,ACRES,5.733,AU198662010602,1307397010602,F003138903,080906F003138903006,006,BUFFALO JACK FY22 SU1,6431989010602,47238,3,Accomplished,2022/02/22 20:53:01+00,20.0,Digitized Other,0809_61778_ACTP,10.0,2.273827314194e-06,0.0265191787837738
24895,7100,"Pollinator habitat improved, restored or maintained",,NFVW,665.0,665.0,ACRES,2022/01/06 00:00:00+00,2022/03/01 00:00:00+00,2022/03/01 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,COE,Corp of Engineers,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,667.0,ACRES,665.935,AU198663010602,1276475010602,F003138906,080906F003138906005,005,"N BEE - R BRANCH ACOE FY17,22",6347203010602,47238,3,Accomplished,2022/03/28 17:37:27+00,20.0,Digitized Other,0809_62419_ACTP,5.0,0.0002637241329738,0.391331458743635
24896,7100,"Pollinator habitat improved, restored or maintained",,NFVW,2805.0,2805.0,ACRES,2022/01/06 00:00:00+00,2022/03/01 00:00:00+00,2022/03/01 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,6959.0,ACRES,2999.825,AU198663010602,1288902010602,F003138906,080906F003138906007,007,N BEE - R BRANCH USFS FY22,6331500010602,47238,3,Accomplished,2022/04/04 18:47:54+00,20.0,Digitized Other,0809_63057_ACTP,5.0,0.0011880956045458,0.387902104523246
24897,7100,"Pollinator habitat improved, restored or maintained",,NFVW,429.0,429.0,ACRES,2022/01/06 00:00:00+00,2022/03/02 00:00:00+00,2022/03/02 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,COE,Corp of Engineers,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,429.0,ACRES,429.403,AU198700010602,1277154010602,F003139112,080906F003139112002,002,"MCWA WEST ACOE FY07,16,19,22",6347248010602,47238,3,Accomplished,2021/07/16 17:50:14+00,20.0,Digitized Other,0809_40024_ACTP,,0.000170175274643,0.244583126176628
24898,7100,"Pollinator habitat improved, restored or maintained",,NFVW,2636.0,241.0,ACRES,2019/03/18 00:00:00+00,2019/03/18 00:00:00+00,2019/03/18 00:00:00+00,2019,2019,2019.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,STW,STATE WILDLIFE,McCurtain,OK,,,,,0,Not Applicable,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"MONARCH BUTTERFLY HABITAT RESTORATION,SHORTLEAF-BLUESTEM COMMUNITY"," ,CFLR018","CFLRP,MBHR",,954.0,ACRES,954.12,AU198700010602,1189324010602,F003139112,080906F003139112004,004,"MCWA WEST STATE FY07,13,16,19,22",5890518010602,47238,3,Accomplished,2021/07/16 17:49:31+00,20.0,Digitized Other,0809_40019_ACTP,,0.000378166576219,0.129763982070834
24899,7100,"Pollinator habitat improved, restored or maintained",,NFVW,954.0,954.0,ACRES,2022/01/06 00:00:00+00,2022/03/02 00:00:00+00,2022/03/02 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,STW,STATE WILDLIFE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,954.0,ACRES,954.12,AU198700010602,1277156010602,F003139112,080906F003139112004,004,"MCWA WEST STATE FY07,13,16,19,22",6347244010602,47238,3,Accomplished,2021/07/16 17:49:31+00,20.0,Digitized Other,0809_40019_ACTP,,0.000378166576219,0.129763982070834
24900,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1445.0,1445.0,ACRES,2022/01/06 00:00:00+00,2022/03/01 00:00:00+00,2022/03/01 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,1445.0,ACRES,1445.329,AU198700010602,1277302010602,F003139112,080906F003139112005,005,"MCWA WEST FS FY07,16,19,22",6331531010602,47238,3,Accomplished,2021/07/16 17:50:14+00,20.0,Digitized Other,0809_40022_ACTP,,0.0005728660725345,0.147493440789023
24901,7100,"Pollinator habitat improved, restored or maintained",,NFVW,330.0,330.0,ACRES,2019/10/01 00:00:00+00,2020/12/08 00:00:00+00,2020/12/08 00:00:00+00,2020,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,874.0,ACRES,320.128,5916331010602,1282901010602,OKB1856B01,080906OKB1856B01004,004,BUFFALO 1856 S CFLN FY21,6324741010602,47238,3,Accomplished,2021/08/30 20:01:49+00,20.0,Digitized Other,0809_46429_ACTP,,0.0001270091639224,0.0765602463512779
24902,7100,"Pollinator habitat improved, restored or maintained",,NFVW,85.0,85.0,ACRES,2022/01/06 00:00:00+00,2022/03/03 00:00:00+00,2022/03/22 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,874.0,ACRES,85.167,5916331010602,1310352010602,OKB1856B01,080906OKB1856B01006,006,BUFFALO 1856 S SU4 FY22,6514692010602,47238,3,Accomplished,2022/03/31 16:21:58+00,20.0,Digitized Other,0809_62739_ACTP,5.0,3.37876217875465e-05,0.0314898297712871
24903,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1067.0,1067.0,ACRES,2019/05/20 00:00:00+00,2020/02/29 00:00:00+00,2020/02/29 00:00:00+00,2019,2020,2020.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,"MONARCH BUTTERFLY HABITAT RESTORATION,SHORTLEAF-BLUESTEM COMMUNITY","CFLR018,MBHR-0809","CFLRP,MBHR",,2740.0,ACRES,1067.363,2693024010602,1243502010602,OKBBDNYB01,080906OKBBDNYB01002,002,BUFFALO DANNY CFLR FY20,6132146010602,6685,3,Accomplished,2021/10/27 14:56:56+00,20.0,Digitized Other,0809_56997_ACTP,,0.0004233632477756,0.138268478234727
24904,7100,"Pollinator habitat improved, restored or maintained",,NFVW,54.0,54.0,ACRES,2023/01/06 00:00:00+00,2023/02/20 00:00:00+00,2023/02/20 00:00:00+00,2023,2023,2023.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,2740.0,ACRES,53.764,2693024010602,1243503010602,OKBBDNYB01,080906OKBBDNYB01003,003,"BUFFALO DANNY USFS FY17,20,23",6600336010602,47238,3,Accomplished,2021/10/27 14:56:56+00,20.0,Digitized Other,0809_56998_ACTP,,2.1327020891716e-05,0.0183523717196255
24905,7100,"Pollinator habitat improved, restored or maintained",,NFVW,2304.0,2304.0,ACRES,2017/02/24 00:00:00+00,2017/02/24 00:00:00+00,2017/02/24 00:00:00+00,2017,2017,2017.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,"MONARCH BUTTERFLY HABITAT RESTORATION,SHORTLEAF-BLUESTEM COMMUNITY","CFLR018,MBHR-0809","CFLRP,MBHR",,2740.0,ACRES,2304.239,2693024010602,1295022010602,OKBBDNYB01,080906OKBBDNYB01006,006,BUFFALO DANNY CFLR FY17,6385826010602,6685,3,Accomplished,2021/10/27 14:56:56+00,20.0,Digitized Other,0809_57001_ACTP,,0.0009139484335702,0.321209535473106
24906,7100,"Pollinator habitat improved, restored or maintained",,NFVW,2542.0,2542.0,ACRES,2023/01/06 00:00:00+00,2023/02/20 00:00:00+00,2023/02/20 00:00:00+00,2023,2023,2023.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,"MONARCH BUTTERFLY HABITAT RESTORATION,SHORTLEAF-BLUESTEM COMMUNITY","CFLR018,MBHR-0809","CFLRP,MBHR",,3683.0,ACRES,2542.94,2693024010602,1324029010602,OKBBDNYB01,080906OKBBDNYB01008,008,BUFFALO DANNY CFLR FY23,6600372010602,47238,3,Accomplished,2022/09/22 19:32:18+00,20.0,Digitized Other,0809_70428_ACTP,,0.0010086337922285,0.282259529731692
24907,7100,"Pollinator habitat improved, restored or maintained",,NFVW,878.0,878.0,ACRES,2022/01/06 00:00:00+00,2022/02/10 00:00:00+00,2022/02/10 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,878.0,ACRES,878.037,AU284294010602,1274476010602,OKBBHEEB01,080906OKBBHEEB01002,002,"HEE TOWER FY13,22",6278479010602,47238,3,Accomplished,2021/06/11 00:00:00+00,20.0,Digitized Other,0809_35530_ACTP,,0.0003481197938658,0.135257058172404
24908,7100,"Pollinator habitat improved, restored or maintained",,NFVW,473.0,473.0,ACRES,2018/05/09 00:00:00+00,2019/03/05 00:00:00+00,2019/03/05 00:00:00+00,2018,2019,2019.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,"MONARCH BUTTERFLY HABITAT RESTORATION,SHORTLEAF-BLUESTEM COMMUNITY","CFLR018,MBHR-0809","CFLRP,MBHR",,473.0,ACRES,473.417,AU284294010602,1180184010602,OKBBHEEB01,080906OKBBHEEB01003,003,"HEE TOWER SU1  FY16, FY19",5890607010602,47238,3,Accomplished,2021/06/11 00:00:00+00,20.0,Digitized Other,0809_35535_ACTP,,0.0001877032350261,0.081567370615462
24909,7100,"Pollinator habitat improved, restored or maintained",,NFVW,9.0,9.0,ACRES,2022/01/06 00:00:00+00,2022/01/12 00:00:00+00,2022/01/12 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,38.0,ACRES,8.458,AU293046010602,1304595010602,OKBBOFCB01,080906OKBBOFCB01004,004,BB OFFICE FY22,6418160010602,47238,3,Accomplished,2022/02/03 21:34:47+00,20.0,Digitized Other,0809_60500_ACTP,10.0,3.344798756959e-06,0.0169434409858354
24910,7100,"Pollinator habitat improved, restored or maintained",,NFVW,117.0,117.0,ACRES,2020/11/01 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2021,2021,2021.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,"MONARCH BUTTERFLY HABITAT RESTORATION,SHORTLEAF-BLUESTEM COMMUNITY","CFLR018,MBHR-0809","CFLRP,MBHR",,944.0,ACRES,117.013,5707243010602,1246867010602,OKBBU57B01,080906OKBBU57B01001,001,BUFFLO 1857 FY21,6359704010602,47238,3,Accomplished,2021/09/30 19:17:02+00,20.0,Digitized Other,0809_54098_ACTP,,4.6416622289747e-05,0.0824725373819699
24911,7100,"Pollinator habitat improved, restored or maintained",,NFVW,4998.0,4998.0,ACRES,2022/01/06 00:00:00+00,2022/03/10 00:00:00+00,2022/03/10 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,4998.0,ACRES,4998.52,2693387010602,930376010602,OKBCCRKB01,080906OKBCCRKB01001,001,"CARTER CREEK WEST FY11,14,22",6331689010602,47238,3,Accomplished,2022/03/31 14:37:24+00,20.0,Digitized Other,0809_62737_ACTP,5.0,0.0019791809991229,0.298917925946369
24912,7100,"Pollinator habitat improved, restored or maintained",,NFVW,10.0,10.0,ACRES,2022/01/06 00:00:00+00,2022/01/22 00:00:00+00,2022/01/22 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"BUILDING RESILIENT WATERSHEDS TO IMPROVE DRINKING WATER,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRCS-82,MBHR-0809","FSNRC,MBHR",,510.0,ACRES,9.644,AU284372010602,1285214010602,OKBFFRYB01,080906OKBFFRYB01003,003,"FISH FRY II USFS FY 19,22",6331579010602,47238,3,Accomplished,2021/09/22 13:10:38+00,20.0,Digitized Other,0809_49308_ACTP,,3.812818310595e-06,0.0613296029859825
24913,7100,"Pollinator habitat improved, restored or maintained",,NFVW,2984.0,2984.0,ACRES,2023/01/06 00:00:00+00,2023/04/11 00:00:00+00,2023/04/11 00:00:00+00,2023,2023,2023.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,2984.0,ACRES,2984.435,6748679010602,1345978010602,OKBGLSP001,080906OKBGLSP001001,001,GLOVER SP FY23,6743836010602,47238,3,Accomplished,2023/04/13 16:32:08+00,20.0,Digitized Other,0809_85790_ACTP,,0.0011812647888675,0.240301230825361
24914,7100,"Pollinator habitat improved, restored or maintained",,NFVW,4057.0,1971.0,ACRES,2018/05/09 00:00:00+00,2019/03/06 00:00:00+00,2019/03/06 00:00:00+00,2018,2019,2019.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,COE,Corp of Engineers,McCurtain,OK,,,,,0,Not Applicable,0,,0.0,45843,(PALS)BROKEN BOW UNIT PRESCRIBE BURN,"MONARCH BUTTERFLY HABITAT RESTORATION,SHORTLEAF-BLUESTEM COMMUNITY"," ,CFLR018","CFLRP,MBHR",,555.0,ACRES,366.314,AU284336010602,1186236010602,OKBHDCKB01,080906OKBHDCKB01006,006,HOLLY CREEK ACOE_STATE FY19,5890805010602,47238,3,Accomplished,2021/07/16 18:31:37+00,20.0,Digitized Other,0809_39050_ACTP,,0.0001451273809404,0.223568258413928
24915,7100,"Pollinator habitat improved, restored or maintained",,NFVW,289.0,289.0,ACRES,2015/01/01 00:00:00+00,2015/01/19 00:00:00+00,2015/01/19 00:00:00+00,2015,2015,2015.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,Le Flore,OK,,15.0,1000.0,S,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,932.0,ACRES,288.828,2968351010602,983234010602,OKCBGMCB01,080906OKCBGMCB01002,002,BIG MAC FY15,6248036010602,530010602,3,Accomplished,2022/02/03 21:34:47+00,20.0,Digitized Other,0809_60499_ACTP,10.0,0.0001150625106832,0.108540103448021
24916,7100,"Pollinator habitat improved, restored or maintained",,NFVW,7423.0,7423.0,ACRES,2023/01/06 00:00:00+00,2023/04/13 00:00:00+00,2023/04/13 00:00:00+00,2023,2023,2023.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,McCurtain,OK,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,9775.0,ACRES,7423.265,3467817010602,1345976010602,OKCDRMB001,080906OKCDRMB001003,003,CEDAR MTN FY23,6746415010602,41001,3,Accomplished,2023/04/13 15:24:27+00,20.0,Digitized Other,0809_85789_ACTP,,0.0029386860600526,0.345176125986208
24917,7100,"Pollinator habitat improved, restored or maintained",,NFVW,150.0,150.0,ACRES,2022/02/14 00:00:00+00,2022/02/15 00:00:00+00,2022/02/15 00:00:00+00,2022,2022,2022.0,80906.0,8.0,9.0,6.0,80906,Ouachita National Forest,Kiamichi Ranger District,819.0,FS,USDA FOREST SERVICE,Le Flore,OK,,,,,0,,0,,0.0,30207,(PALS)HAIR PEN FUEL REDUCTION BURNS,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,6367.0,ACRES,150.108,6588279010602,1307437010602,OKCHAPEB01,080906OKCHAPEB01001,001,GOAT WLDFIRE FY22,6432150010602,27330,3,Accomplished,2022/02/23 15:19:38+00,2.0,GPS – Uncorrected Data,0809_62097_ACTP,10.0,5.98949071632935e-05,0.042189759688752
