OBJECTID,GEOID10,SqMiles,Acres,Parcel_Count,Total_Surveyed,PctSurveyed,StructureYes,Pct_StructureYes,StructureNo,Pct_StructureNo,Use_Commercial,PctParcels_Commercial,PctStructure_Commercial,Use_Industrial,PctParcels_Industrial,PctStructure_Industrial,Use_Institutional,PctParcels_Institutional,PctStructure_Institutional,Use_Mixed,PctParcels_Mixed,PctStructure_Mixed,Use_Private,PctParcels_Private,PctLots_Private,Use_Public,PctParcel_Public,PctLots_Public,Use_Residential,PctParcels_Residental,PctStructure_Residential,StructureNo_Unknown,PctParcelsNo_Unknown,PctLotsNo_Unknown,StructureYes_Unknown,PctParcelsYes_Unknown,PctStructureYes_Unknown,Condition_Good,Pct_ConditionGood,Condition_Fair,PctCondition_Fair,Condition_Poor,PctCondition_Poor,Condition_SuggestDemo,PctCondition_SuggestDemo,AvgConditionRating,ResStructs_Good,PctGood_ResStruct,ResStructs_Fair,PctFair_ResStruct,ResStruct_Poor,PctPoor_ResStruct,ResStruct_SugDemo,PctSugDemo_ResStruct,ResStruct_AvgConditionRating,Occupancy_Occupied,PctStructures_Occupied,Occupancy_Maybe,PctStructures_Maybe,Occupancy_Unoccupied,PctStructures_Unoccupied,ResStruct_Occupied,PctResStruct_Occupied,ResStruct_Maybe,PctResStruct_Maybe,ResStruct_Unoccupied,PctResStruct_Unoccupied,Boarding_Yes,PctStructures_NeedBoarding,Fire_Yes,PctStructures_Fire,ResStruct_NeedBoarding,PctResStruct_Boarding,ResStruct_FireDamage,PctResStruct_Fire,StructureNo_DumpingYes,PctLots_withDumping,StructureYes_DumpingYes,PctStructures_withDumping,TotalParcels_withDumping,PctTotalParcels_withDumping,ResMixUnits_0Units,PctResMixUnits_0Units,ResMixUnits_1Units,PctResMixUnits_1Units,ResMixUnits_2to3Units,PctResMixUnits_2to3Units,ResMixUnits_4Units,PctResMixUnits_4Units,EmptyLots_Improved,PctLots_Improved,EmptyLots_Unimproved,PctLots_Unimproved,EmptyLot_Maintained,PctLots_Maintained,EmptyLot_Unmaintained,PctLots_Unmaintained,Public_Use_Lots,EmptyLot_PublicUse_ParkGarden,PctLots_ParkGarden,PctPULots_ParkGarden,EmptyLot_PublicUse_ParkingLot,PctLots_ParkingLot,PctPULots_ParkingLot,EmptyLot_PublicUse_Other,PctLots_OtherPublicUse,PctPULots_OtherPU
223,26163537200,0.4680701,299.56486496,944,894.0,0.947033898305085,468.0,0.523489932885906,426.0,0.476510067114094,48.0,0.0536912751677852,0.102564102564103,16.0,0.0178970917225951,0.0341880341880342,9.0,0.0100671140939597,0.0192307692307692,,0.0,0.0,142.0,0.158836689038031,0.333333333333333,8.0,0.0089485458612975,0.0187793427230047,392.0,0.438478747203579,0.837606837606838,276.0,0.308724832214765,0.647887323943662,3.0,0.0033557046979865,0.0064102564102564,387.0,0.826923076923077,38.0,0.0811965811965812,22.0,0.047008547008547,21.0,0.0448717948717949,1.30982905982906,318.0,0.811224489795918,34.0,0.086734693877551,19.0,0.048469387755102,21.0,0.0535714285714286,1.34438775510204,241.0,0.514957264957265,18.0,0.0384615384615385,133.0,0.284188034188034,241.0,0.614795918367347,18.0,0.0459183673469388,133.0,0.339285714285714,94.0,0.200854700854701,25.0,0.0534188034188034,92.0,0.23469387755102,25.0,0.0637755102040816,28.0,0.0657276995305164,10.0,0.0213675213675214,38.0,0.0425055928411633,1,0.0025510204081632,370.0,0.943877551020408,19.0,0.048469387755102,2,0.0051020408163265,106.0,0.248826291079812,320.0,0.751173708920188,270.0,0.633802816901408,156.0,0.366197183098592,8.0,,0.0,0.0,6.0,0.0140845070422535,0.75,2.0,0.0046948356807511,0.25
224,26163537100,0.43887112,280.87752052,1395,1359.0,0.974193548387097,1034.0,0.760853568800589,325.0,0.239146431199411,91.0,0.0669610007358352,0.0880077369439072,15.0,0.011037527593819,0.0145067698259188,10.0,0.0073583517292126,0.0096711798839458,,0.0,0.0,153.0,0.112582781456954,0.470769230769231,22.0,0.0161883738042678,0.0676923076923077,913.0,0.671817512877116,0.882978723404255,149.0,0.109639440765269,0.458461538461538,4.0,0.002943340691685,0.0038684719535783,847.0,0.819148936170213,156.0,0.150870406189555,21.0,0.0203094777562863,9.0,0.0087040618955512,1.21781219748306,743.0,0.813800657174151,140.0,0.153340635268346,21.0,0.0230010952902519,9.0,0.0098576122672508,1.2289156626506,720.0,0.696324951644101,22.0,0.0212765957446809,171.0,0.165377176015474,720.0,0.788608981380066,22.0,0.0240963855421687,171.0,0.187294633077766,102.0,0.0986460348162476,13.0,0.0125725338491296,100.0,0.109529025191676,13.0,0.0142387732749179,18.0,0.0553846153846154,15.0,0.0145067698259188,33.0,0.0242825607064018,8,0.008762322015334,899.0,0.984665936473165,5.0,0.0054764512595837,1,0.0010952902519167,154.0,0.473846153846154,171.0,0.526153846153846,190.0,0.584615384615385,135.0,0.415384615384615,22.0,1.0,0.003076923076923,0.0454545454545455,10.0,0.0307692307692308,0.454545454545455,11.0,0.0338461538461538,0.5
225,26163537000,0.38869753,248.76642337,1698,1640.0,0.965842167255595,1409.0,0.859146341463415,231.0,0.140853658536585,55.0,0.0335365853658537,0.0390347764371895,2.0,0.0012195121951219,0.0014194464158978,17.0,0.0103658536585366,0.0120652945351313,2.0,0.0012195121951219,0.0014194464158978,116.0,0.0707317073170732,0.502164502164502,7.0,0.0042682926829268,0.0303030303030303,1321.0,0.805487804878049,0.937544357700497,107.0,0.0652439024390244,0.463203463203463,12.0,0.0073170731707317,0.0085166784953868,1249.0,0.886444286728176,135.0,0.0958126330731015,16.0,0.0113555713271824,9.0,0.0063875088715401,1.13768630234209,1187.0,0.898561695685087,111.0,0.0840272520817563,15.0,0.0113550340651022,8.0,0.0060560181680545,1.12490537471612,1068.0,0.757984386089425,33.0,0.0234208658623137,220.0,0.156139105748758,1068.0,0.808478425435276,33.0,0.0249810749432248,220.0,0.166540499621499,116.0,0.0823278921220724,24.0,0.0170333569907736,112.0,0.0847842543527631,24.0,0.0181680545041635,12.0,0.051948051948052,7.0,0.0049680624556423,19.0,0.0115853658536585,2,0.00151171579743,1282.0,0.969009826152683,35.0,0.0264550264550265,4,0.0030234315948601,125.0,0.541125541125541,105.0,0.454545454545455,143.0,0.619047619047619,87.0,0.376623376623377,7.0,,0.0,0.0,6.0,0.025974025974026,0.857142857142857,1.0,0.0043290043290043,0.142857142857143
226,26163536900,0.37629207,240.82692747,1435,1434.0,0.999303135888502,1323.0,0.922594142259414,111.0,0.0774058577405858,72.0,0.0502092050209205,0.054421768707483,,0.0,0.0,39.0,0.0271966527196653,0.0294784580498866,2.0,0.00139470013947,0.00151171579743,54.0,0.0376569037656904,0.486486486486487,13.0,0.009065550906555,0.117117117117117,1200.0,0.836820083682008,0.90702947845805,44.0,0.0306834030683403,0.396396396396396,10.0,0.00697350069735,0.0075585789871504,1241.0,0.938019652305367,80.0,0.0604686318972033,1.0,0.000755857898715,1.0,0.000755857898715,1.06424792139078,1140.0,0.95,58.0,0.0483333333333333,1.0,0.0008333333333333,1.0,0.0008333333333333,1.0525,1018.0,0.769463340891912,33.0,0.0249433106575964,149.0,0.112622826908541,1018.0,0.848333333333333,33.0,0.0275,149.0,0.124166666666667,36.0,0.0272108843537415,11.0,0.0083144368858654,35.0,0.0291666666666667,11.0,0.0091666666666666,3.0,0.027027027027027,3.0,0.0022675736961451,6.0,0.00418410041841,3,0.0024958402662229,1167.0,0.970881863560732,20.0,0.0166389351081531,12,0.0099833610648918,73.0,0.657657657657658,38.0,0.342342342342342,89.0,0.801801801801802,22.0,0.198198198198198,13.0,1.0,0.009009009009009,0.0769230769230769,10.0,0.0900900900900901,0.769230769230769,2.0,0.018018018018018,0.153846153846154
227,26163536800,0.24505595,156.83580847,926,924.0,0.997840172786177,729.0,0.788961038961039,195.0,0.211038961038961,30.0,0.0324675324675325,0.0411522633744856,,0.0,0.0,18.0,0.0194805194805195,0.0246913580246914,,0.0,0.0,93.0,0.100649350649351,0.476923076923077,20.0,0.0216450216450216,0.102564102564103,667.0,0.721861471861472,0.914951989026063,82.0,0.0887445887445888,0.420512820512821,14.0,0.0151515151515152,0.0192043895747599,623.0,0.854595336076818,99.0,0.135802469135802,6.0,0.0082304526748971,1.0,0.0013717421124828,1.15637860082305,571.0,0.856071964017991,90.0,0.134932533733133,5.0,0.0074962518740629,1.0,0.0014992503748125,1.1544227886057,560.0,0.768175582990398,12.0,0.0164609053497942,95.0,0.130315500685871,560.0,0.839580209895052,12.0,0.0179910044977511,95.0,0.142428785607196,52.0,0.0713305898491084,16.0,0.0219478737997257,49.0,0.0734632683658171,15.0,0.0224887556221889,12.0,0.0615384615384615,5.0,0.0068587105624142,17.0,0.0183982683982684,9,0.0134932533733133,621.0,0.931034482758621,35.0,0.0524737631184408,2,0.0029985007496251,83.0,0.425641025641026,112.0,0.574358974358974,118.0,0.605128205128205,77.0,0.394871794871795,20.0,,0.0,0.0,10.0,0.0512820512820513,0.5,10.0,0.0512820512820513,0.5
228,26163536700,0.24855365,159.07433612,799,766.0,0.958698372966208,531.0,0.693211488250653,235.0,0.306788511749347,20.0,0.0261096605744125,0.0376647834274953,1.0,0.0013054830287206,0.0018832391713747,6.0,0.0078328981723237,0.0112994350282486,,0.0,0.0,57.0,0.0744125326370757,0.242553191489362,4.0,0.0052219321148825,0.0170212765957447,502.0,0.655352480417755,0.945386064030132,174.0,0.227154046997389,0.740425531914894,2.0,0.0026109660574412,0.0037664783427495,475.0,0.894538606403013,40.0,0.0753295668549906,12.0,0.0225988700564972,4.0,0.007532956685499,1.14312617702448,448.0,0.892430278884462,38.0,0.0756972111553785,12.0,0.0239043824701195,4.0,0.0079681274900398,1.14741035856574,380.0,0.715630885122411,19.0,0.0357815442561205,103.0,0.193973634651601,380.0,0.756972111553785,19.0,0.0378486055776892,103.0,0.205179282868526,57.0,0.107344632768362,13.0,0.0244821092278719,56.0,0.111553784860558,13.0,0.0258964143426295,8.0,0.0340425531914894,7.0,0.0131826741996234,15.0,0.0195822454308094,3,0.0059760956175298,493.0,0.98207171314741,6.0,0.0119521912350598,0,0.0,85.0,0.361702127659574,149.0,0.634042553191489,97.0,0.412765957446809,137.0,0.582978723404255,4.0,1.0,0.0042553191489361,0.25,1.0,0.0042553191489361,0.25,2.0,0.0085106382978723,0.5
229,26163536600,0.71161755,455.43523271,1954,1904.0,0.974411463664278,1366.0,0.717436974789916,538.0,0.282563025210084,49.0,0.0257352941176471,0.0358711566617862,21.0,0.0110294117647059,0.0153733528550512,9.0,0.0047268907563025,0.0065885797950219,2.0,0.0010504201680672,0.0014641288433382,208.0,0.109243697478992,0.386617100371747,3.0,0.0015756302521008,0.0055762081784386,1278.0,0.671218487394958,0.935578330893119,327.0,0.171743697478992,0.607806691449814,7.0,0.0036764705882352,0.0051244509516837,1203.0,0.880673499267936,111.0,0.0812591508052709,33.0,0.0241581259150805,19.0,0.013909224011713,1.17130307467057,1123.0,0.878716744913928,103.0,0.0805946791862285,33.0,0.0258215962441315,19.0,0.0148669796557121,1.17683881064163,967.0,0.707906295754026,42.0,0.0307467057101025,269.0,0.19692532942899,967.0,0.756651017214398,42.0,0.0328638497652582,269.0,0.210485133020344,136.0,0.0995607613469985,34.0,0.0248901903367496,130.0,0.101721439749609,34.0,0.02660406885759,24.0,0.0446096654275093,7.0,0.0051244509516837,31.0,0.016281512605042,9,0.00703125,1224.0,0.95625,43.0,0.03359375,4,0.003125,161.0,0.299256505576208,377.0,0.700743494423792,288.0,0.535315985130111,250.0,0.464684014869888,3.0,,0.0,0.0,2.0,0.0037174721189591,0.666666666666667,1.0,0.0018587360594795,0.333333333333333
230,26163536500,0.48669682,311.48596986,1228,1184.0,0.964169381107492,959.0,0.809966216216216,225.0,0.190033783783784,37.0,0.03125,0.0385818561001043,22.0,0.0185810810810811,0.0229405630865485,4.0,0.0033783783783783,0.0041710114702815,1.0,0.0008445945945945,0.0010427528675703,97.0,0.0819256756756757,0.431111111111111,1.0,0.0008445945945945,0.0044444444444444,893.0,0.754222972972973,0.931178310740355,127.0,0.107263513513514,0.564444444444444,2.0,0.0016891891891891,0.0020855057351407,828.0,0.863399374348279,97.0,0.101147028154327,23.0,0.0239833159541189,10.0,0.0104275286757039,1.18058455114823,774.0,0.866741321388578,86.0,0.0963045912653975,23.0,0.0257558790593505,10.0,0.0111982082866741,1.18141097424412,740.0,0.771637122002085,29.0,0.0302398331595412,124.0,0.129301355578728,740.0,0.828667413213886,29.0,0.032474804031355,124.0,0.138857782754759,84.0,0.0875912408759124,9.0,0.0093847758081334,80.0,0.0895856662933931,9.0,0.0100783874580067,11.0,0.0488888888888889,8.0,0.008342022940563,19.0,0.0160472972972973,5,0.0055928411633109,674.0,0.753914988814318,189.0,0.211409395973154,26,0.029082774049217,97.0,0.431111111111111,128.0,0.568888888888889,103.0,0.457777777777778,122.0,0.542222222222222,1.0,,0.0,0.0,1.0,0.0044444444444444,1.0,,0.0,0.0
231,26163536400,0.49791348,318.66462828,2416,2391.0,0.989652317880795,1372.0,0.573818485989126,1019.0,0.426181514010874,70.0,0.0292764533667921,0.0510204081632653,1.0,0.000418235048097,0.0007288629737609,18.0,0.0075282308657465,0.0131195335276968,1.0,0.000418235048097,0.0007288629737609,318.0,0.132998745294856,0.31207065750736,41.0,0.0171476369719783,0.0402355250245339,1274.0,0.532831451275617,0.928571428571429,659.0,0.275616896695943,0.646712463199215,8.0,0.0033458803847762,0.0058309037900874,999.0,0.728134110787172,288.0,0.209912536443149,60.0,0.043731778425656,25.0,0.0182215743440233,1.35204081632653,930.0,0.729984301412873,261.0,0.204866562009419,59.0,0.0463108320251177,24.0,0.0188383045525903,1.35400313971743,888.0,0.647230320699708,56.0,0.0408163265306122,330.0,0.240524781341108,888.0,0.69701726844584,56.0,0.043956043956044,330.0,0.259026687598116,228.0,0.166180758017493,45.0,0.032798833819242,221.0,0.173469387755102,44.0,0.0345368916797488,45.0,0.0441609421000981,45.0,0.032798833819242,90.0,0.0376411543287327,11,0.0086274509803921,1232.0,0.966274509803922,27.0,0.0211764705882353,5,0.0039215686274509,291.0,0.285574092247301,725.0,0.711481844946026,424.0,0.416094210009814,591.0,0.579980372914622,41.0,8.0,0.0078508341511285,0.195121951219512,6.0,0.0058881256133464,0.146341463414634,25.0,0.0245338567222767,0.609756097560976
232,26163536300,0.49595748,317.41279242,1895,1886.0,0.995250659630607,1352.0,0.716861081654295,534.0,0.283138918345705,93.0,0.0493107104984093,0.0687869822485207,,0.0,0.0,15.0,0.0079533404029692,0.011094674556213,4.0,0.0021208907741251,0.0029585798816568,155.0,0.0821845174973489,0.290262172284644,33.0,0.0174973488865323,0.0617977528089888,1233.0,0.653764581124072,0.91198224852071,346.0,0.183457051961824,0.647940074906367,7.0,0.0037115588547189,0.0051775147928994,945.0,0.69896449704142,327.0,0.241863905325444,53.0,0.0392011834319527,27.0,0.0199704142011834,1.3801775147929,862.0,0.699107866991079,293.0,0.237631792376318,51.0,0.0413625304136253,27.0,0.0218978102189781,1.3860502838605,898.0,0.664201183431953,45.0,0.0332840236686391,290.0,0.214497041420118,898.0,0.72830494728305,45.0,0.0364963503649635,290.0,0.235198702351987,210.0,0.155325443786982,58.0,0.0428994082840237,204.0,0.165450121654501,56.0,0.0454176804541768,48.0,0.0898876404494382,54.0,0.0399408284023669,102.0,0.0540827147401909,2,0.0016168148746968,1155.0,0.933710590137429,70.0,0.0565885206143897,10,0.0080840743734842,172.0,0.322097378277154,362.0,0.677902621722846,219.0,0.410112359550562,315.0,0.589887640449438,33.0,,0.0,0.0,19.0,0.0355805243445693,0.575757575757576,9.0,0.0168539325842697,0.272727272727273
233,26163536200,0.25978767,166.26411428,1046,1046.0,1.0,938.0,0.896749521988528,108.0,0.103250478011472,87.0,0.0831739961759082,0.0927505330490405,1.0,0.0009560229445506,0.0010660980810234,22.0,0.0210325047801147,0.023454157782516,1.0,0.0009560229445506,0.0010660980810234,55.0,0.0525812619502868,0.509259259259259,17.0,0.0162523900573614,0.157407407407407,812.0,0.776290630975143,0.865671641791045,36.0,0.0344168260038241,0.333333333333333,15.0,0.01434034416826,0.0159914712153518,883.0,0.94136460554371,50.0,0.0533049040511727,3.0,0.0031982942430703,2.0,0.0021321961620469,1.06609808102345,778.0,0.958128078817734,30.0,0.0369458128078818,3.0,0.0036945812807881,1.0,0.001231527093596,1.04802955665025,734.0,0.782515991471215,13.0,0.0138592750533049,65.0,0.0692963752665245,734.0,0.903940886699507,13.0,0.0160098522167488,65.0,0.0800492610837438,31.0,0.0330490405117271,8.0,0.0085287846481876,23.0,0.0283251231527094,5.0,0.0061576354679803,1.0,0.0092592592592592,3.0,0.0031982942430703,4.0,0.0038240917782026,1,0.001230012300123,779.0,0.958179581795818,33.0,0.040590405904059,0,0.0,73.0,0.675925925925926,35.0,0.324074074074074,80.0,0.740740740740741,28.0,0.259259259259259,17.0,1.0,0.0092592592592592,0.0588235294117647,15.0,0.138888888888889,0.882352941176471,1.0,0.0092592592592592,0.0588235294117647
234,26163536100,0.50004013,320.02568472,1935,1933.0,0.998966408268734,1517.0,0.784790481117434,416.0,0.215209518882566,70.0,0.0362131401965856,0.04614370468029,1.0,0.0005173305742369,0.000659195781147,12.0,0.0062079668908432,0.007910349373764,2.0,0.0010346611484738,0.001318391562294,128.0,0.066218313502328,0.307692307692308,49.0,0.0253491981376099,0.117788461538462,1423.0,0.736161407139162,0.938035596572182,239.0,0.123642007242628,0.574519230769231,9.0,0.0046559751681324,0.005932762030323,1196.0,0.788398154251813,243.0,0.160184574818721,69.0,0.045484508899143,9.0,0.005932762030323,1.26895187870798,1108.0,0.778636683063949,237.0,0.166549543218552,69.0,0.0484891075193254,9.0,0.0063246661981728,1.28250175685172,996.0,0.656558998022413,66.0,0.043506921555702,361.0,0.237969676994067,996.0,0.699929725931131,66.0,0.0463808854532677,361.0,0.253689388615601,201.0,0.132498352010547,34.0,0.022412656558998,197.0,0.138439915671117,33.0,0.0231904427266339,16.0,0.0384615384615385,25.0,0.016479894528675,41.0,0.0212105535437144,2,0.0014035087719298,1351.0,0.948070175438597,66.0,0.0463157894736842,6,0.0042105263157894,133.0,0.319711538461538,281.0,0.675480769230769,172.0,0.413461538461538,241.0,0.579326923076923,49.0,1.0,0.0024038461538461,0.0204081632653061,18.0,0.0432692307692308,0.36734693877551,28.0,0.0673076923076923,0.571428571428571
235,26163535700,0.25104941,160.6716253,741,741.0,1.0,621.0,0.838056680161943,120.0,0.161943319838057,25.0,0.0337381916329285,0.0402576489533011,,0.0,0.0,6.0,0.0080971659919028,0.0096618357487922,1.0,0.0013495276653171,0.001610305958132,82.0,0.110661268556005,0.683333333333333,1.0,0.0013495276653171,0.0083333333333333,588.0,0.793522267206478,0.946859903381643,37.0,0.0499325236167341,0.308333333333333,1.0,0.0013495276653171,0.001610305958132,506.0,0.814814814814815,102.0,0.164251207729469,11.0,0.0177133655394525,2.0,0.003220611916264,1.20933977455717,487.0,0.828231292517007,88.0,0.149659863945578,11.0,0.0187074829931973,2.0,0.0034013605442176,1.19727891156463,474.0,0.763285024154589,7.0,0.0112721417069243,107.0,0.172302737520129,474.0,0.806122448979592,7.0,0.0119047619047619,107.0,0.181972789115646,39.0,0.0628019323671498,8.0,0.0128824476650564,39.0,0.0663265306122449,8.0,0.0136054421768707,1.0,0.0083333333333333,5.0,0.0080515297906602,6.0,0.0080971659919028,2,0.0033955857385399,541.0,0.918505942275042,42.0,0.0713073005093379,4,0.0067911714770798,68.0,0.566666666666667,52.0,0.433333333333333,84.0,0.7,36.0,0.3,1.0,,0.0,0.0,1.0,0.0083333333333333,1.0,,0.0,0.0
236,26163535600,0.50135751,320.86880828,1568,1564.0,0.997448979591837,1458.0,0.932225063938619,106.0,0.0677749360613811,20.0,0.0127877237851662,0.0137174211248285,2.0,0.0012787723785166,0.0013717421124828,5.0,0.0031969309462915,0.0034293552812071,,0.0,0.0,58.0,0.0370843989769821,0.547169811320755,9.0,0.0057544757033248,0.0849056603773585,1429.0,0.913682864450128,0.980109739368999,39.0,0.0249360613810742,0.367924528301887,1.0,0.0006393861892583,0.0006858710562414,1429.0,0.980109739368999,27.0,0.0185185185185185,1.0,0.0006858710562414,1.0,0.0006858710562414,1.02194787379973,1401.0,0.980405878236529,26.0,0.0181945416375087,1.0,0.0006997900629811,1.0,0.0006997900629811,1.02169349195241,1304.0,0.89437585733882,70.0,0.0480109739368999,55.0,0.0377229080932785,1304.0,0.912526242127362,70.0,0.0489853044086774,55.0,0.0384884534639608,27.0,0.0185185185185185,4.0,0.0027434842249657,27.0,0.0188943317004899,3.0,0.0020993701889433,2.0,0.0188679245283019,5.0,0.0034293552812071,7.0,0.0044757033248081,5,0.0034989503149055,1353.0,0.946815955213436,61.0,0.0426871938418474,10,0.006997900629811,66.0,0.622641509433962,40.0,0.377358490566038,68.0,0.641509433962264,38.0,0.358490566037736,9.0,1.0,0.0094339622641509,0.111111111111111,3.0,0.0283018867924528,0.333333333333333,3.0,0.0283018867924528,0.333333333333333
237,26163535500,0.37762528,241.68018236,1353,1350.0,0.997782705099778,1128.0,0.835555555555556,222.0,0.164444444444444,46.0,0.0340740740740741,0.0407801418439716,3.0,0.0022222222222222,0.0026595744680851,4.0,0.0029629629629629,0.0035460992907801,1.0,0.0007407407407407,0.000886524822695,98.0,0.0725925925925926,0.441441441441441,8.0,0.0059259259259259,0.036036036036036,1074.0,0.795555555555556,0.952127659574468,115.0,0.0851851851851852,0.518018018018018,1.0,0.0007407407407407,0.000886524822695,1012.0,0.897163120567376,91.0,0.0806737588652482,21.0,0.0186170212765957,4.0,0.0035460992907801,1.12854609929078,969.0,0.902234636871508,80.0,0.074487895716946,21.0,0.0195530726256983,4.0,0.0037243947858473,1.12476722532588,888.0,0.787234042553192,16.0,0.0141843971631206,170.0,0.150709219858156,888.0,0.826815642458101,16.0,0.0148975791433892,170.0,0.15828677839851,64.0,0.0567375886524823,11.0,0.0097517730496453,63.0,0.058659217877095,11.0,0.0102420856610801,5.0,0.0225225225225225,5.0,0.0044326241134751,10.0,0.0074074074074074,6,0.0055813953488372,1031.0,0.95906976744186,10.0,0.0093023255813953,28,0.026046511627907,123.0,0.554054054054054,99.0,0.445945945945946,136.0,0.612612612612613,86.0,0.387387387387387,8.0,1.0,0.0045045045045045,0.125,6.0,0.027027027027027,0.75,1.0,0.0045045045045045,0.125
238,26163535400,0.38033495,243.41436792,964,964.0,1.0,778.0,0.807053941908714,186.0,0.192946058091286,79.0,0.0819502074688797,0.101542416452442,14.0,0.0145228215767635,0.0179948586118252,12.0,0.012448132780083,0.0154241645244216,,0.0,0.0,100.0,0.103734439834025,0.537634408602151,19.0,0.0197095435684647,0.102150537634409,662.0,0.686721991701245,0.850899742930591,67.0,0.0695020746887967,0.360215053763441,11.0,0.0114107883817427,0.0141388174807198,722.0,0.928020565552699,40.0,0.051413881748072,11.0,0.0141388174807198,5.0,0.006426735218509,1.09897172236504,612.0,0.924471299093656,35.0,0.0528700906344411,10.0,0.0151057401812689,5.0,0.0075528700906344,1.10574018126888,563.0,0.723650385604113,7.0,0.0089974293059126,92.0,0.118251928020566,563.0,0.850453172205438,7.0,0.0105740181268882,92.0,0.138972809667674,50.0,0.06426735218509,8.0,0.0102827763496144,48.0,0.0725075528700906,8.0,0.0120845921450151,4.0,0.021505376344086,9.0,0.0115681233933162,13.0,0.0134854771784232,2,0.0030211480362537,649.0,0.98036253776435,6.0,0.0090634441087613,5,0.0075528700906344,105.0,0.564516129032258,81.0,0.435483870967742,101.0,0.543010752688172,85.0,0.456989247311828,19.0,3.0,0.0161290322580645,0.157894736842105,16.0,0.0860215053763441,0.842105263157895,,0.0,0.0
239,26163535300,0.74417986,476.27511213,1926,1917.0,0.995327102803738,1714.0,0.894105372978612,203.0,0.105894627021388,92.0,0.0479916536254564,0.0536756126021004,25.0,0.0130412102243088,0.014585764294049,8.0,0.0041731872717788,0.0046674445740956,1.0,0.0005216484089723,0.0005834305717619,89.0,0.0464267083985394,0.438423645320197,21.0,0.0109546165884194,0.103448275862069,1587.0,0.827856025039124,0.925904317386231,92.0,0.0479916536254564,0.45320197044335,1.0,0.0005216484089723,0.0005834305717619,1598.0,0.932322053675613,90.0,0.0525087514585764,23.0,0.0134189031505251,3.0,0.0017502917152858,1.08459743290548,1487.0,0.936988027725268,77.0,0.0485192186515438,20.0,0.0126023944549464,3.0,0.0018903591682419,1.07939508506616,1385.0,0.808051341890315,29.0,0.0169194865810968,173.0,0.100933488914819,1385.0,0.872715816005041,29.0,0.0182734719596723,173.0,0.109010712035287,48.0,0.0280046674445741,12.0,0.0070011668611435,41.0,0.0258349086326402,9.0,0.0056710775047259,16.0,0.0788177339901478,9.0,0.0052508751458576,25.0,0.0130412102243088,6,0.0037783375314861,1570.0,0.988664987405542,3.0,0.001889168765743,9,0.0056675062972292,101.0,0.497536945812808,102.0,0.502463054187192,105.0,0.517241379310345,98.0,0.482758620689655,21.0,3.0,0.0147783251231527,0.142857142857143,18.0,0.0886699507389163,0.857142857142857,,0.0,0.0
240,26163535200,0.543016,347.53024336,1588,1571.0,0.989294710327456,1016.0,0.646721833227244,555.0,0.353278166772756,39.0,0.0248249522597072,0.0383858267716535,8.0,0.0050922978994271,0.0078740157480315,6.0,0.0038192234245703,0.0059055118110236,2.0,0.0012730744748567,0.0019685039370078,193.0,0.122851686823679,0.347747747747748,25.0,0.0159134309357097,0.045045045045045,954.0,0.607256524506684,0.938976377952756,337.0,0.214513049013367,0.607207207207207,7.0,0.0044557606619987,0.0068897637795275,779.0,0.766732283464567,165.0,0.16240157480315,48.0,0.047244094488189,24.0,0.0236220472440945,1.32775590551181,735.0,0.770440251572327,154.0,0.161425576519916,45.0,0.0471698113207547,20.0,0.0209643605870021,1.31865828092243,686.0,0.675196850393701,21.0,0.0206692913385827,247.0,0.243110236220472,686.0,0.719077568134172,21.0,0.0220125786163522,247.0,0.258909853249476,139.0,0.136811023622047,27.0,0.0265748031496063,131.0,0.137316561844864,25.0,0.0262054507337526,42.0,0.0756756756756757,36.0,0.0354330708661417,78.0,0.0496499045194144,1,0.0010460251046025,846.0,0.884937238493724,89.0,0.0930962343096234,18,0.0188284518828452,157.0,0.282882882882883,398.0,0.717117117117117,192.0,0.345945945945946,363.0,0.654054054054054,25.0,5.0,0.009009009009009,0.2,18.0,0.0324324324324324,0.72,1.0,0.0018018018018018,0.04
241,26163535100,0.37483145,239.89212782,1051,1020.0,0.970504281636537,805.0,0.78921568627451,215.0,0.21078431372549,39.0,0.0382352941176471,0.0484472049689441,5.0,0.0049019607843137,0.0062111801242236,8.0,0.0078431372549019,0.0099378881987577,2.0,0.0019607843137254,0.0024844720496894,49.0,0.0480392156862745,0.227906976744186,11.0,0.0107843137254902,0.0511627906976744,749.0,0.734313725490196,0.930434782608696,155.0,0.151960784313725,0.720930232558139,2.0,0.0019607843137254,0.0024844720496894,704.0,0.874534161490683,81.0,0.100621118012422,10.0,0.0124223602484472,10.0,0.0124223602484472,1.16273291925466,651.0,0.869158878504673,79.0,0.105473965287049,9.0,0.0120160213618158,10.0,0.013351134846462,1.16955941255007,541.0,0.672049689440994,26.0,0.0322981366459627,182.0,0.226086956521739,541.0,0.722296395193591,26.0,0.0347129506008011,182.0,0.242990654205607,88.0,0.109316770186335,18.0,0.022360248447205,86.0,0.114819759679573,18.0,0.0240320427236315,17.0,0.0790697674418605,27.0,0.0335403726708075,44.0,0.0431372549019608,1,0.0013315579227696,723.0,0.96271637816245,19.0,0.0252996005326232,8,0.0106524633821571,69.0,0.32093023255814,146.0,0.67906976744186,62.0,0.288372093023256,153.0,0.711627906976744,11.0,,0.0,0.0,11.0,0.0511627906976744,1.0,,0.0,0.0
