OBJECTID,ALTPAST,ALLOTNUM,ALLOTNAME,PASTNUM,PASTNAME,GRAZSYS,MGMTCAT,ADMINRA,GIS_ACRES,Standard_1,Causal_Factor_1,Causal_Factor_1b,Standard_2,Causal_Factor_2,Causal_Factor_2b,Standard_3,Causal_Factor_3,Causal_Factor_3b,Standard_4,Causal_Factor_4,Causal_Factor_4b,Standard_5_TERR,Causal_Factor_5_TERR,Causal_Factor_5_TERR_b,Standard_5_RIP,Causal_Factor_5_RIP,Causal_Factor_5_RIP_b,Status,Year_Assessed,Year_Evaluated,Year_Determination,SHAPE_Length,SHAPE_Area
1265,21001_07,21001,AROCK,7.0,NOON,DR,M,ORV04,7245.5224567308,,,,,,,,,,,,,,,,,,,,,,,24146.8873457278,29321589.0876645
1266,10702_06,10702,SHEEPHEADS,6.0,ROCK CORRAL SPEX,RX,M,ORV04,0.530953266662122,,,,,,,,,,,,,,,,,,,,,,,188.743386771289,2148.69163718587
1267,10702_01,10702,SHEEPHEADS,1.0,SHEEPHEADS,DR,M,ORV04,68580.1639394496,,,,,,,,,,,,,,,,,,,,,,,85366.137523057,277534076.887606
1268,20902_20,20902,WEST COW CREEK,20.0,OWYHEE BUTTE UPEX,EX,M,ORV04,1.29114451514889,,,,,,,,,,,,,,,,,,,,,,,289.861098750407,5225.07647337682
1269,20902_43,20902,WEST COW CREEK,43.0,HIDDEN RES EXCL 2,XX,M,ORV04,0.267613235500932,,,,,,,,,,,,,,,,,,,,,,,132.987603286828,1082.99234080619
1270,21002_18,21002,ANTELOPE,18.0,SEEDING ANNEX RSEX,DR,I,ORV04,366.465692364757,,,,,,,,,,,,,,,,,,,,,,,10945.3481533932,1483034.04073558
1271,10903_23,10903,EAST COW CREEK,23.0,EASEMENT RES. EXCL.,RE,M,ORV04,14.3451228823718,,,,,,,,,,,,,,,,,,,,,,,983.240016136087,58052.6526666436
1272,20902_09,20902,WEST COW CREEK,9.0,MUD CREEK EAST,DR,M,ORV04,7228.6633163258,,,,,,,,,,,,,,,,,,,,,,,27698.3467846963,29253362.5670404
1273,20902_39,20902,WEST COW CREEK,39.0,CAVE RES. EXCL.,RE,M,ORV04,19.2331221124292,,,,,,,,,,,,,,,,,,,,,,,1439.70055160717,77833.6837434875
1274,20902_29,20902,WEST COW CREEK,29.0,INDIAN CAMP UPEX,EX,M,ORV04,11.804609875497,,,,,,,,,,,,,,,,,,,,,,,935.684086781567,47771.5612885816
1275,20902_02,20902,WEST COW CREEK,2.0,BOGUS CREEK SEEDING,DR,M,ORV04,4887.35876660864,,,,,,,,,,,,,,,,,,,,,,,21124.0806641218,19778439.2132231
1276,20902_15,20902,WEST COW CREEK,15.0,RILEY HORN,DR,M,ORV04,11505.5672435353,,,,,,,,,,,,,,,,,,,,,,,32018.1851938147,46561378.692856
1277,20902_10,20902,WEST COW CREEK,10.0,MUD CREEK WEST,DR,M,ORV04,10958.6358400588,,,,,,,,,,,,,,,,,,,,,,,30247.0466004814,44348025.8300847
1278,21002_12,21002,ANTELOPE,12.0,BLACK BUTTE SOUTH,SS,I,ORV04,2890.34480697632,,,,,,,,,,,,,,,,,,,,,,,13310.0885714059,11696810.4450626
1279,11004_25,11004,WILLOW CREEK,25.0,EAST HORSE RIDGE PIT EXCL.,RR,I,ORV04,2.81225937237302,,,,,,,,,,,,,,,,,,,,,,,431.852280972337,11380.8099025424
1280,10903_19,10903,EAST COW CREEK,19.0,GOODYEAR RSEX,RE,M,ORV04,12.802015537246,,,,,,,,,,,,,,,,,,,,,,,983.603693052737,51807.9187965684
1281,10903_24,10903,EAST COW CREEK,24.0,LITTLE SANDY RES EXCL,RE,M,ORV04,18.6070977189948,,,,,,,,,,,,,,,,,,,,,,,1290.45130437121,75300.2529063383
1282,10903_13,10903,EAST COW CREEK,13.0,LITTLE SANDY NORTH EAST,DR,M,ORV04,1140.67504345879,,,,,,,,,,,,,,,,,,,,,,,8581.35323939663,4616148.12549259
1283,10903_12,10903,EAST COW CREEK,12.0,LITTLE SANDY WEST,DR,M,ORV04,1596.7863553937,,,,,,,,,,,,,,,,,,,,,,,9961.97301304132,6461965.1175257
1284,01101_12,01101,JACKIES BUTTE SUMMER,12.0,HARDIN STEX,RX,M,ORV04,103.528325632214,,,,,,,,,,,,,,,,,,,,,,,2699.79381822203,418964.269485042
1285,01101_17,01101,JACKIES BUTTE SUMMER,17.0,HILL,DR,M,ORV04,5190.18038884264,,,,,,,,,,,,,,,,,,,,,,,20418.0858319072,21003914.8400024
1286,00152_01,00152,CANAL,1.0,CANAL,CU,C,ORV04,1814.79470328975,,,,,,,,,,,,,,,,,,,,,,,18417.2286942973,7344213.60034563
1287,20104_02,20104,WEST BENCH,2.0,WEST,DR,M,ORV04,445.031403477117,Meets Standard,,,Not Applicable,,,Meets Standard,,,Not Applicable,,,No Data,,,No Data,,,,,,,6972.2211142188,1800978.19333106
1288,00402_06,00402,NORTH HARPER,6.0,BOULEVARD SEEDING,SS,M,ORV04,1940.47535444107,,,,,,,,,,,,,,,,,,,,,,,18210.5381726056,7852825.15062877
1289,NOALC,NOALC, ,,OWYHEE RESERVOIR STATE PARK,NX,M,ORV04,2994.48512605646,,,,,,,,,,,,,,,,,,,,,,,21539.7995057404,12118251.3641628
1290,10509_13,10509,MAHOGANY MOUNTAIN,13.0,CARTER RES EXCL,RX,I,ORV04,33.2470271383275,,,,,,,,,,,,,,,,,,,,,,,1693.93203429842,134545.945300448
1291,10501_02,10501,BLACKJACK,2.0,WEST,DR,M,ORV04,8137.53714297781,,,,,,,,,,,,,,,,,,,,,,,32027.4448252139,32931444.4495783
1292,10211_11,10211,CASTLE ROCK,11.0,SHEEP ROCK,DR,I,ORV04,1800.01018320236,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,,,,,,,13424.1449065231,7284382.77027787
1293,10203_19,10203,ALLOTMENT NO.4,19.0,Hart Creek Res Excl,RX,M,ORV04,20.7335340156723,,,,,,,,,,,,,,,,,,,,,,,1230.24275009002,83905.6352903721
1294,11004_01,11004,WILLOW CREEK,1.0,DRY LAKE,DR,I,ORV04,9571.85006077262,,,,,,,,,,,,,,,,,,,,,,,25986.7311692316,38735902.8926875
1295,10206_07,10206,DEARMOND-MURPHY,7.0,MORTON,RR,M,ORV04,1777.90179491387,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,,,,,11988.3087181286,7194913.29714368
1296,10206_13,10206,DEARMOND-MURPHY,13.0,NORTH MUNKER,DR,M,ORV04,1828.91159561911,Meets Standard,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,,,,,11360.5231640773,7401342.63673302
1297,00162_02,00162,CALF CREEK,2.0,DISHRAG,DR,I,ORV04,6383.78778616804,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,25973.2621067386,25834272.6016928
1298,10203_08,10203,ALLOTMENT NO.4,8.0,SOUTH CHICKEN SEEDING,DR,M,ORV04,2899.10275188385,,,,,,,,,,,,,,,,,,,,,,,18853.640281268,11732252.5906587
1299,00402_20,00402,NORTH HARPER,20.0,LINCOLN BENCH RESEARCH EXCL,EX,M,ORV04,19.1528908030359,,,,,,,,,,,,,,,,,,,,,,,1159.26649284622,77508.9991537917
1300,21002_19,21002,ANTELOPE,19.0,CCC(JORDAN VALLEY) UPEX,EX,I,ORV04,80.9553215337832,,,,,,,,,,,,,,,,,,,,,,,2630.12723677251,327614.562876448
1301,11015_01,11015,LITTLE ANTELOPE,1.0,LITTLE ANTELOPE,CU,C,ORV04,400.21896887928,,,,,,,,,,,,,,,,,,,,,,,5754.08852347678,1619628.70457542
1302,21002_03,21002,ANTELOPE,3.0,ANTELOPE EAST,DR,I,ORV04,2329.17219225869,,,,,,,,,,,,,,,,,,,,,,,13821.2236434327,9425825.44511758
1303,11003_01,11003,WROTEN,1.0,BRICKEY SPRINGS SEEDING,DR,I,ORV04,3487.62714810279,,,,,,,,,,,,,,,,,,,,,,,15995.790085612,14113926.3232364
1304,11003_05,11003,WROTEN,5.0,BRICKEY NORTH SEEDING,DR,I,ORV04,547.855873193937,,,,,,,,,,,,,,,,,,,,,,,7021.19540944975,2217094.05898444
1305,11003_06,11003,WROTEN,6.0,FFR,CU,I,ORV04,641.534413103904,,,,,,,,,,,,,,,,,,,,,,,6813.59996881715,2596197.65986015
1306,11005_02,11005,BIGHORN,2.0,WEST,DR,M,ORV04,2858.71105597878,,,,,,,,,,,,,,,,,,,,,,,15486.437660475,11568793.1966736
1307,11005_01,11005,BIGHORN,1.0,EAST,DR,M,ORV04,2303.11928579305,,,,,,,,,,,,,,,,,,,,,,,13064.0956234026,9320393.07326491
1308,UNALT,UNALT, ,, ,UA,M,ORV04,658.947033849645,,,,,,,,,,,,,,,,,,,,,,,9131.47236531356,2666664.03595587
1309,11004_16,11004,WILLOW CREEK,16.0,JACA SEEDING WEST,DR,I,ORV04,1612.70432284188,,,,,,,,,,,,,,,,,,,,,,,12528.665512663,6526382.84632489
1313,11004_20,11004,WILLOW CREEK,20.0,ARRITOLA FFR,CU,I,ORV04,2624.1876426417,,,,,,,,,,,,,,,,,,,,,,,16421.6447405155,10619710.6152073
1314,10508_05,10508,ROCKVILLE,5.0,ROCKVILLE SEEDING SOUTH,DR,I,ORV04,1634.07830295508,,,,,,,,,,,,,,,,,,,,,,,12692.1622851538,6612880.27501826
1321,20101_02,20101,ALKALI SPRING,2.0,CHICKEN CREEK,DR,I,ORV04,3018.77148688889,,,,,,,,,,,,,,,,,,,,,,,16765.3265326595,12216534.7794743
1322,10206_02,10206,DEARMOND-MURPHY,2.0,POLE GULCH,DR,M,ORV04,3585.13622569572,Does Not Meet,,,Not Applicable,,,Does Not Meet,,,Does Not Meet,,,Does Not Meet,,,Not Applicable,,,,,,,16970.879151251,14508531.5601356
1323,10206_01,10206,DEARMOND-MURPHY,1.0,MAHOGANY MOUNTAIN,RR,M,ORV04,4223.13539824778,Meets Standard,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Meets Standard,,,Does Not Meet,,,,,,,19449.4245407528,17090422.6090638
1324,20902_26,20902,WEST COW CREEK,26.0,BOGUS CREEK STEX #2 (FALLS),RX,M,ORV04,3.79067655433633,,,,,,,,,,,,,,,,,,,,,,,523.746534238578,15340.3237591571
1325,20902_16,20902,WEST COW CREEK,16.0,SPRAY,DR,M,ORV04,7817.52865126834,,,,,,,,,,,,,,,,,,,,,,,23864.7014139399,31636416.0296813
1326,20902_36,20902,WEST COW CREEK,36.0,LOWER BOGUS RPRN,DR,M,ORV04,864.713514895882,,,,,,,,,,,,,,,,,,,,,,,9620.99961288133,3499371.44129248
1327,20902_37,20902,WEST COW CREEK,37.0,MID BOGUS RPRN,DR,M,ORV04,304.75501330929,,,,,,,,,,,,,,,,,,,,,,,5502.86903052491,1233299.7828693
1328,20902_25,20902,WEST COW CREEK,25.0,BOGUS STREAM EXCL #1 (BENCH),RX,M,ORV04,6.28180180627676,,,,,,,,,,,,,,,,,,,,,,,760.928764406034,25421.549983975
1329,20902_38,20902,WEST COW CREEK,38.0,UPPER BOGUS RPRN,DR,M,ORV04,604.174930209509,,,,,,,,,,,,,,,,,,,,,,,8344.75661803691,2445009.19657142
1330,20902_31,20902,WEST COW CREEK,31.0,BOGUS LKEX,RX,M,ORV04,38.9650049651487,,,,,,,,,,,,,,,,,,,,,,,1675.72496333518,157685.78059206
1331,10901_01,10901,LODGE,1.0,WEST,DR,M,ORV04,6086.01384174702,,,,,,,,,,,,,,,,,,,,,,,22058.3483039884,24629224.2022892
1332,11305_03,11305,EIGUREN,3.0,WINTER AREA NORTH,SP,M,ORV04,4628.83633562716,,,,,,,,,,,,,,,,,,,,,,,19894.2191662433,18732236.0530713
1333,10401_02,10401,KEENEY CREEK,2.0,LITTLE VALLEY SEEDING,DR,I,ORV04,2064.80723725792,Meets Standard,,,Does Not Meet,Other,,Does Not Meet,,,Does Not Meet,Other,Historic Livestock,Does Not Meet,Other,,No Data,,,,,,,12818.5417060714,8355978.42911522
1334,00402_09,00402,NORTH HARPER,9.0,WEST PAGE SEEDING,SS,M,ORV04,1107.2199822366,,,,,,,,,,,,,,,,,,,,,,,8684.76734703693,4480760.2961238
1335,00402_05,00402,NORTH HARPER,5.0,WEST CANAL,UN,M,ORV04,4839.12753294349,,,,,,,,,,,,,,,,,,,,,,,22839.2313765814,19583254.335505
1336,00402_21,00402,NORTH HARPER,21.0,EAST COW HOLLOW RES EXCL,RX,M,ORV04,6.06960690064073,,,,,,,,,,,,,,,,,,,,,,,732.441066449496,24562.8276673013
1337,00402_07,00402,NORTH HARPER,7.0,EAST COW HOLLOW,SS,M,ORV04,1146.90108229629,,,,,,,,,,,,,,,,,,,,,,,9991.09381158606,4641344.01074825
1338,10147_01,10147,QUARRY,1.0,QUARRY,CU,C,ORV04,79.8163490348862,,,,,,,,,,,,,,,,,,,,,,,2410.86174606607,323005.304704349
1339,10403_14,10403,NYSSA,14.0,SOUTH ROCK CREEK,SP,I,ORV04,2947.38741030748,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,No Data,,,,,,,45126.3460217634,11927653.6707037
1340,10502_01,10502,LOWER OWYHEE,1.0,RIVER,SP,M,ORV04,2409.20853972629,,,,,,,,,,,,,,,,,,,,,,,20508.39709639,9749721.05189224
1341,00309_13,00309,SOUTH STAR MTN,13.0,HICKEY BASIN RES EXCL,RX,I,ORV04,5.04236164781009,,,,,,,,,,,,,,,,,,,,,,,621.4836123296,20405.7136185037
1342,20902_44,20902,WEST COW CREEK,44.0,DOG LAKE WEST EXCL,XX,M,ORV04,0.417176199924585,,,,,,,,,,,,,,,,,,,,,,,174.92884028145,1688.25218393723
1343,10223_01,10223,LAVA RIDGE,1.0,HAY CANYON,DR,I,ORV04,2370.08108354729,Meets Standard,,,Does Not Meet,Other,,Meets Standard,,,Does Not Meet,Other,,No Data,,,No Data,,,,,,,14516.8503701922,9591377.85456212
1344,00303_04,00303,TURNBULL,4.0,CLARK FLAT,DR,M,ORV04,26317.0809630011,,,,,,,,,,,,,,,,,,,,,,,47152.1474124497,106501448.113942
1345,01201_51,01201,15-MILE COMMUNITY,51.0,TWELVEMILE FFR,CU,I,ORV04,1234.32738475582,,,,,,,,,,,,,,,,,,,,,,,11301.2549412576,4995145.7043433
1346,10201_01,10201,ALLOTMENT NO.2,1.0,MESA,DR,I,ORV04,5611.62372264924,Meets Standard,,,Meets Standard,,,Does Not Meet,Other,,No Data,Other,,Does Not Meet,Other,,No Data,,,,,,,20770.0485453942,22709435.5020953
1347,10406_03,10406,QUARTZ MOUNTAIN,3.0,RED BUTTE,WO,M,ORV04,47989.1402884006,,,,,,,,,,,,,,,,,,,,,,,68051.6435291272,194205160.581569
1348,00304_12,00304,BLACK BUTTE,12.0,FFR,CU,I,ORV04,267.679062517267,,,,,,,,,,,,,,,,,,,,,,,4346.12450933747,1083258.73329002
1349,10503_28,10503,THREE FINGERS,28.0,SADDLE BUTTE RES EXCL,RX,I,ORV04,36.4207498054526,,,,,,,,,,,,,,,,,,,,,,,1700.07847829752,147389.54525882
1352,20101_19,20101,ALKALI SPRING,19.0,Lower Mud Spring Excl.,RX,I,ORV04,1.25027410010284,,,,,,,,,,,,,,,,,,,,,,,310.902383021177,5059.67977176154
1353,00402_02,00402,NORTH HARPER,2.0,NORTH HARPER SEEDING WEST,SS,M,ORV04,2209.57261475962,,,,,,,,,,,,,,,,,,,,,,,12987.5654392615,8941823.12679911
1354,00402_03,00402,NORTH HARPER,3.0,NORTH HARPER SEEDING EAST,SS,M,ORV04,2063.01358035409,,,,,,,,,,,,,,,,,,,,,,,12786.6429060716,8348719.75715438
1357,20102_16,20102,COTTONWOOD MOUNTAIN,16.0,POISON CREEK RSEX,RX,I,ORV04,5.60212686255268,,,,,,,,,,,,,,,,,,,,,,,616.815657986356,22671.0030728209
1358,20102_01,20102,COTTONWOOD MOUNTAIN,1.0,POISON CREEK,DR,I,ORV04,2381.10564450309,,,,,,,,,,,,,,,,,,,,,,,15481.2566098192,9635992.66987023
1359,10503_04,10503,THREE FINGERS,4.0,DEVILS GATE,DR,I,ORV04,4113.57774783939,,,,,,,,,,,,,,,,,,,,,,,22488.1402909438,16647058.5278856
1360,10507_06,10507,BOARD CORRALS,6.0,ANTELOPE SPRING HABITAT PROT FENCE,RX,I,ORV04,8.37657502305247,,,,,,,,,,,,,,,,,,,,,,,784.612071698993,33898.7964297553
1361,10507_05,10507,BOARD CORRALS,5.0,ANTELOPE,DR,I,ORV04,17404.122319684,,,,,,,,,,,,,,,,,,,,,,,42429.6946956741,70431984.1856486
1362,00310_08,00310,NORTH STAR MTN,8.0,UPPER MEADOWS SEEDING,CU,M,ORV04,553.669431046023,,,,,,,,,,,,,,,,,,,,,,,6503.46131688539,2240620.69291515
1363,00310_09,00310,NORTH STAR MTN,9.0,UPPER MEADOW RSEX,RX,M,ORV04,1.16935171056058,,,,,,,,,,,,,,,,,,,,,,,288.744916727542,4732.19847992652
1364,00309_01,00309,SOUTH STAR MTN,1.0,GRANITE CREEK,DR,I,ORV04,3878.02359409118,,,,,,,,,,,,,,,,,,,,,,,20150.0997304742,15693804.6879666
1365,00310_10,00310,NORTH STAR MTN,10.0,MOSQUITO CREEK SDG,DR,M,ORV04,4429.51422706962,,,,,,,,,,,,,,,,,,,,,,,17997.3754904212,17925608.0979289
1366,10508_02,10508,ROCKVILLE,2.0,TOP SPRAY SOUTH,DR,I,ORV04,3945.32261988939,,,,,,,,,,,,,,,,,,,,,,,19720.6395307541,15966154.1827394
1367,10508_03,10508,ROCKVILLE,3.0,MCBRIDE CREEK,DR,I,ORV04,6720.97140648775,,,,,,,,,,,,,,,,,,,,,,,29038.2008657325,27198806.3011117
1368,10508_01,10508,ROCKVILLE,1.0,TOP SPRAY NORTH,DR,I,ORV04,6085.80720310924,,,,,,,,,,,,,,,,,,,,,,,22369.5707385863,24628387.9653908
1369,20902_17,20902,WEST COW CREEK,17.0,WEST CRATER ,DR,M,ORV04,17324.2581412015,,,,,,,,,,,,,,,,,,,,,,,44833.0276483534,70108785.3220368
1370,00405_03,00405,WALLROCK,3.0,SCHAEFFER,DR,M,ORV04,17370.965440203,Meets Standard,,,Does Not Meet,Other,Other,Meets Standard,,,Does Not Meet,,,Meets Standard,,,No Data,,,,,,,38681.7891780052,70297803.0549739
1371,00305_03,00305,BRIDGE CREEK,3.0,DUGOUT-BRIDGE GULCH,RR,M,ORV04,4757.73296257901,,,,,,,,,,,,,,,,,,,,,,,20618.8247368929,19253862.1956771
1372,10504_12,10504,SPRING MOUNTAIN,12.0,SPRING MTN SEEDING,DR,I,ORV04,2097.96856421666,,,,,,,,,,,,,,,,,,,,,,,11853.1766791793,8490177.55809349
1373,10503_30,10503,THREE FINGERS,30.0,POTTS RES EXCL,RE,I,ORV04,3.64692686489071,,,,,,,,,,,,,,,,,,,,,,,515.635929914095,14758.5894052061
1374,NOALC,NOALC, ,,DUNLEVY-SAYERS BOEX,NX,M,ORV04,595.248234220411,,,,,,,,,,,,,,,,,,,,,,,6360.03534206574,2408884.13957713
1375,10223_03,10223,LAVA RIDGE,3.0,WEST LAVA SEEDING,DR,I,ORV04,2024.71709474819,Meets Standard,,,Not Applicable,,,Does Not Meet,Other,,No Data,,,Does Not Meet,,,No Data,,,,,,,12095.5625345216,8193739.37842479
1376,10506_02,10506,BIRCH CREEK,2.0,WEST BLUE CANYON,DR,I,ORV04,4587.55631702759,,,,,,,,,,,,,,,,,,,,,,,23245.3029803703,18565181.7446848
1377,10505_05,10505,MCCAIN SPRINGS,5.0,BLOWOUT RES EXCL,RX,I,ORV04,16.9256387093653,,,,,,,,,,,,,,,,,,,,,,,1057.6424639304,68495.6297142172
1378,10510_01,10510,SCHNABLE CREEK,1.0,P POT,DR,M,ORV04,4003.75870798318,,,,,,,,,,,,,,,,,,,,,,,25127.7923147621,16202636.6411416
1379,00309_12,00309,SOUTH STAR MTN,12.0,SACK CANYON RES EXCL,RX,I,ORV04,29.1281575980221,,,,,,,,,,,,,,,,,,,,,,,1605.65096707002,117877.471648235
1380,00310_12,00310,NORTH STAR MTN,12.0,COLD SPRING CREEK,CU,M,ORV04,319.973999489636,,,,,,,,,,,,,,,,,,,,,,,6468.79342893569,1294888.83483565
1381,10217_06,10217,BEULAH RESERVOIR,6.0,BIG SEEDING,DR,I,ORV04,543.576449843564,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Does Not Meet,,,Does Not Meet,,,,,,,8014.07403991448,2199775.84711482
1382,10217_07,10217,BEULAH RESERVOIR,7.0,BURNT FIELD,DR,I,ORV04,319.655461766067,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,,,,,5203.57978105853,1293599.75840325
1383,10217_09,10217,BEULAH RESERVOIR,9.0,LITTLE SEEDING,DR,I,ORV04,138.20062811462,Meets Standard,,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,,,,,,,3049.49130476749,559278.099465363
1384,20102_19,20102,COTTONWOOD MOUNTAIN,19.0,LOWER HOPE BUTTE RES EXCL,RE,I,ORV04,7.43908400192492,,,,,,,,,,,,,,,,,,,,,,,767.408379735136,30104.904869963
1385,10504_05,10504,SPRING MOUNTAIN,5.0,CARTER CREEK SEEDING,DR,I,ORV04,2822.98910865424,,,,,,,,,,,,,,,,,,,,,,,18946.304629955,11424231.6047227
1386,10209_01,10209,OREGON CANAL,1.0,OREGON,CU,C,ORV04,3340.12540697436,,,,,,,,,,,,,,,,,,,,,,,16644.1960714137,13517007.9548356
1387,10508_04,10508,ROCKVILLE,4.0,ROCKVILLE SEEDING NORTH,DR,I,ORV04,2225.11173320567,,,,,,,,,,,,,,,,,,,,,,,13404.1747717277,9004707.70808097
1388,00405_05,00405,WALLROCK,5.0,HUB FIELD,UN,M,ORV04,2023.93332584099,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,No Data,,,,,,,12234.7542391796,8190567.57818902
1389,00161_01,00161,AGENCY MOUNTAIN,1.0,WATER GULCH,DR,I,ORV04,3419.14502022791,,,,,,,,,,,,,,,,,,,,,,,18399.7449379649,13836788.9842263
1390,10202_17,10202,ALLOTMENT NO.3,17.0,UPPER POLE CREEK,CU,I,ORV04,6536.61444947486,Does Not Meet,Existing Livestock,Other,Does Not Meet,Existing Livestock,Other,Does Not Meet,Existing Livestock,Other,Does Not Meet,Other,,Does Not Meet,Existing Livestock,Other,No Data,,,,,,,29945.0870635419,26452740.16561
1391,10217_18,10217,BEULAH RESERVOIR,18.0,CREEK,CU,I,ORV04,1107.76672526015,Meets Standard,,,Not Applicable,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Not Applicable,,,,,,,9539.99373243602,4482972.88664004
1392,10509_05,10509,MAHOGANY MOUNTAIN,5.0,SHELLROCK SOUTH,DR,I,ORV04,6690.36547018309,,,,,,,,,,,,,,,,,,,,,,,26943.1075727899,27074948.4712136
1395,20100_04,20100,SOUTH ALKALI,4.0,EAST SANDHILLS ,SL,I,ORV04,4098.38107582092,,,,,,,,,,,,,,,,,,,,,,,18632.0315099181,16585559.7781285
1396,20100_08,20100,SOUTH ALKALI,8.0,HENRY GULCH EXCL,RX,I,ORV04,20.9354143680015,,,,,,,,,,,,,,,,,,,,,,,2866.54207748306,84722.6160907522
1397,20100_07,20100,SOUTH ALKALI,7.0,JORDAN WATERHOLE EXCL,RX,I,ORV04,1.98414454161187,,,,,,,,,,,,,,,,,,,,,,,352.665409572655,8029.54808119189
1398,20100_06,20100,SOUTH ALKALI,6.0,TUB SPR EXCL,RX,I,ORV04,9.88008584326996,,,,,,,,,,,,,,,,,,,,,,,1028.74212994071,39983.2888487004
1399,00136_01,00136,KING FIELD INC.,1.0,KING,CU,C,ORV04,6087.81177707242,,,,,,,,,,,,,,,,,,,,,,,22961.3811939191,24636500.1884079
1400,10213_01,10213,WEST CLOVER CREEK,1.0,WEST CLOVER,CU,C,ORV04,10231.9956080844,Meets Standard,,,Not Applicable,,,Meets Standard,,,Not Applicable,,,Meets Standard,,,No Data,,,,,,,37721.7660200257,41407417.1405449
1401,10216_03,10216,WHITLEY CANYON,3.0,WEST JUNIPER,RR,M,ORV04,3246.98234149112,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,17635.560688484,13140071.3420827
1402,10204_01,10204,ALLOTMENT #6,1.0,JUNIPER GULCH,SP,M,ORV04,7338.71051661695,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,,,Does Not Meet,,,Does Not Meet,Existing Livestock,,,,,,30865.0291624079,29698707.7863057
1403,10216_08,10216,WHITLEY CANYON,8.0,CALF CR WATERHOLE EXCL,RX,M,ORV04,10.2160916092284,,,,,,,,,,,,,,,,,,,,,,,821.278284384874,41343.0559406326
1404,10202_23,10202,ALLOTMENT NO.3,23.0,FROG,RX,I,ORV04,3384.37743051614,,,,,,,,,,,,,,,,,,,,,,,16834.1658842113,13696089.5405099
1405,10224_01,10224,BULLY RESERVOIR,1.0,BULLY RESERVOIR FFR,CU,C,ORV04,2755.7363561692,,,,,,,,,,,,,,,,,,,,,,,17245.7815115741,11152069.3714045
1406,20101_09,20101,ALKALI SPRING,9.0,MUD SPRING SEEDING,DR,I,ORV04,875.833097390818,,,,,,,,,,,,,,,,,,,,,,,8335.9250521567,3544370.79512652
1407,20105_01,20105,WILLOW CREEK LIVESTOCK,1.0,EAST,DR,M,ORV04,1644.54157195609,,,,,,,,,,,,,,,,,,,,,,,18738.2977235876,6655223.62237428
1408,20105_03,20105,WILLOW CREEK LIVESTOCK,3.0,WEST,DR,M,ORV04,2211.2141640028,,,,,,,,,,,,,,,,,,,,,,,14920.7100901184,8948466.24089657
1409,10505_03,10505,MCCAIN SPRINGS,3.0,ROAD RESERVOIR,DR,I,ORV04,3484.65048130726,,,,,,,,,,,,,,,,,,,,,,,18208.155065126,14101880.1800975
1410,00162_07,00162,CALF CREEK,7.0,CAVE CREEK STEX,RX,I,ORV04,421.565215579175,,,,,,,,,,,,,,,,,,,,,,,8587.60471999608,1706013.90012703
1411,00405_04,00405,WALLROCK,4.0,NORTH MCNULTY,DR,M,ORV04,4337.49944011519,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,No Data,,,,,,,18180.4790659952,17553237.4663866
1412,10202_22,10202,ALLOTMENT NO.3,22.0,PENCE SPRING RSEX,RX,I,ORV04,2.09881622909706,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,395.895292218978,8493.60793615879
1413,20100_09,20100,SOUTH ALKALI,9.0,OREGON TRAIL RUTS EXCL,XX,I,ORV04,1.54265693037632,,,,,,,,,,,,,,,,,,,,,,,438.791838211384,6242.91110625327
1414,10202_29,10202,ALLOTMENT NO.3,29.0,BIG FLAT RESERVOIR,RE,I,ORV04,7.00286389676084,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,683.463747301228,28339.5847357997
