File #,Pooled or Unitized,Owner Agency,Active/ Expired,County,Section,Township,Range,Tract #,Legal Description,Latitude,Longitude,Net Acres,Gross Acres,Original Lessee,Current Lessee,Lease #,Royalty Interest,Well Name,Well Operator,Production Zone,Sale or Approved Date,End or Expiration Date,Bonus
,,,Expired,Marshall & Bryan,19,6S,7E,5.0,"Lot 3 of Section 19, less 1.00 acre for cemetary, and that part of lot 4 of Section 19, described as follows: Beginning at the Northeast corner of the SE/4 of lot 4; thence West 5.07 chains to the East bank of Club Lake; thence South 3'35'E. 5.05 chains; thence South 17 degrees 50'W 3.00 chains; thence South 41 degrees 0'W 2.80 chains to the Section line between Section 19 and 30; thence West to the corner of Section 19,30,24, and 25; thence North to the Northwest corner of Lot 4; thence East to the Northeast corner of Lot 4; thence South to the point of beginning. And that part of Lot 1 in Section 30, described as follows: Beginning at a point 7.65 chains West of the Northeast corner of Lot 1; thence South 41 degrees 0'W. 1.14 chains; thence south 51 degrees 0'W. 7.88 chains; thence South 40 degrees 45'W. 5.56 chains to the Northwest corner of SW/4 of Lot 1; thence North to the corner of Sections 24, 25 and 19 and 30; thence East to the point of beginning in Township 6 South, Range 7 East.",,,35.215,,Cleary Petroleum Corporation,,,,,,,9/8/1975,9/8/1978,
,,,Expired,Marshall & Bryan,25,6S,6E,4.0,"SE/4 NE/4 NE/4 of Section 25, Township 6 South, Range 6 East, and W/2 of Lot 2 of Section 30 and that part of Lot 1 of Section 30 described as follows: Beginning at the Northeast corner of Lot 1; thence West 7.65 chains; thence S. 41 degrees 0'W.  1.14 chains, thence S. 51degrees 0'W. 7.88 chains; thence S. 40 degrees 45'W. 5.56 chains to the Northwest corner of SW/4 of Lot 1; thence South to the Southwest corner of Lot 1; thence E. to the Southeast corner of SW/4 of Lot 1; thence North to the Northeast corner of SE/4 of SW/4 of Lot 1; thence East to the Southeast corner of NE/4 of SE/4 of Lot 1; thence North to the point of beginning; and that part of Lot 4 of Section 19, described as follows: Beginning ar the Southeast corner of Lot 4; thence North to the Northeast corner of SE/4 of Lot 4: thence West 5.07 chains; thence South 3 degrees 35'E. 5.05 Chains; thence S. 17degrees 50'W 3.00 chains; thence S. 41degrees 0'W. 2.80 chains to the Section line between Sections 19 and 30; thence East to the point of beginning in Township 6 South, Range 7 East.",,,28.765,,Cleary Petroleum Corporation,,,,,,,9/8/1975,9/8/1978,
,,,Expired,Marshall & Bryan,30,6S,7E,1.0,W/2 NW/4 NE/4 and N/2 NE/4 NW/4 of Sec. 30-6S-7E,,,25,,Cleary Petroleum Corporation,,,,,,,9/8/1975,9/8/1978,
,,,Expired,Marshall & Bryan ,30,6S,7E,7.0,SE/4 NW/4 and E/2 SW/4 NW/4 and S/2 S/2 NE/4 NW/4 and S/2 SE/4 NW/4 NW/4 of Sec. 30-6S-7E,,,37.5,,Cleary Petroleum Corporation,,,,,,,9/8/1975,9/8/1978,
AC-001,,Aeronautics Commission (OAC),Expired,McClain,24,8N,3W,,"SW/4 NW/4 NE/4; S/2 NE/4; N/2 SE/4; and a part of the SW/4 NE/4 NE/4 and SE/4 NW/4 NE/4 described as follows: Beginning at the SW/C of the SE/4 NW/4 NE/4; thence North for a distance of 660 feet; thence East for a distance of 546 feet; thence in a Southeasterly direction for a distance of approximately 462 feet; thence East for a distance of 306 feet; thence South for a distance of 225 feet to a point on the South line of the NE/4 NE/4; thence West for a distance of 1,038 feet to the point of beginning. (All M.R.) Sec 24-8N-3W, containing 181.77 acres m.o.l.",,,,,Okland Oil Company,,,,,,,7/22/2005,7/22/2008,"$35,873.93 "
AC-002,,Aeronautics Commission (OAC),Expired,McClain,24,8N,3W,,"SW/4 NW/4 NE/4; S/2 NE/4; N/2 SE/4; and a part of the SW/4 NE/4 NE/4 and SE/4 NW/4 NE/4 described as follows: Beginning at the SW/C of the SE/4 NW/4 NE/4; thence North for a distance of 660 feet; thence East for a distance of 546 feet; thence in a Southeasterly direction for a distance of approximately 462 feet; thence East for a distance of 306 feet; thence South for a distance of 225 feet to a point on the South line of the NE/4 NE/4; thence West for a distance of 1,038 feet to the point of beginning. (All M.R.) Sec 24-8N-3W, containing 181.77 acres m.o.l.",,,,,Okland Oil Company,,,,,,,7/22/2005,7/22/2008,"$24,160.00 "
AC-003,,Aeronautics Commission (OAC),Expired,McClain,24,8N,3W,,"SW/4 NW/4 NE/4; S/2 NE/4; N/2 SE/4; and a part of the SW/4 NE/4 NE/4 and SE/4 NW/4 NE/4 described as follows: Beginning at the SW/C of the SE/4 NW/4 NE/4; thence North for a distance of 660 feet; thence East for a distance of 546 feet; thence in a Southeasterly direction for a distance of approximately 462 feet; thence East for a distance of 306 feet; thence South for a distance of 225 feet to a point on the South line of the NE/4 NE/4; thence West for a distance of 1,038 feet to the point of beginning. (All M.R.) Sec 24-8N-3W, containing 181.77 acres m.o.l.",,,,,Okland Oil Company,,,,,,,7/22/2005,7/22/2008,"$28,200.00 "
AC-004,,Aeronautics Commission (OAC),Expired,McClain,24,8N,3W,,"NW/4; N/2 NW/4 SW/4; and a tract beginning at the center of said section 24, thence West 1,323.72', thence South 660', thence southeasterly 1,508' to the SW/C of the NW/4 SE/4, thence North 1,320' to the point of beginning. (All M.R.), Sec 24-8N-3W, containing 210 acres mol",,,210,,Okland Oil Company,,,,,,,7/22/2005,7/22/2008,"$7,550.00 "
,,DHS,Expired,Muskogee,19,15N,17E,,NE/4 NW/4 & W/2 NW 4/NE/4,,,60,60.0,,,,,,,,,,
,,DHS,Expired,Muskogee,18,15N,17E,,SW/4 NE/4 & SE/4 NW/4,,,80,80.0,,,,,,,,,,
OA-0057,,OHS,Expired,Muskogee,35,13N,17E,,"W/2 NE/4 NE/4; W/2 W/2 NE/4; (ALL M.R.) sec 35-13N-17E , containing 60 acres m.o.l",,,60,60.0,Calvin R. Hullum Jr.,,,,,,,9/17/2001,9/17/2004,"$2,520.00 "
OA-0058,,OHS,Expired,Muskogee,35,13N,17E,,"E/2 W/2 NE/4 less the South 445' of the North 1,878' if the East 490' of the E/2 W/2 NE/4; (1/2 M.R.) sec 35-13N-17E",,,17.5,35.0,Calvin R. Hullum Jr.,,,,,,,9/17/2001,9/17/2004,"$1,470.00 "
,,DHS,Expired,Muskogee,25,15N,16E,,NW/4 & NE/4,,,320,320.0,,,,,,,,,,
,,DHS,Expired,Muskogee,24,15N,16E,,S/2 SW/4 SW/4,,,20,20.0,,,,,,,,,,
,,,Expired,Noble,22,22N,1E,,N/2 S/2 NW/4 SE/4,,,10,,,,,,,,,,,
OA-169,,DCS,Expired,Okfuskee,28,12N,8E,,"S/2 S/2 NW/4 SW/4 (.2500 M.R.), Sec 28-12N-8E",,,2.5,10.0,Legacy Energy LLC,,,,,,,3/26/2008,3/26/2011,$317.50 
OA-170,,DCS,Expired,Okfuskee,28,12N,8E,,"E/2 SW/4 (.5000 M.R.), Sec 28-12N-8E",,,80,,Legacy Energy LLC,,,,,,,3/26/2008,3/26/2011,"$5,080.00 "
OA-171,,DCS,Expired,Okfuskee,28,12N,8E,,"SW/4 SW/4 (All M.R.), Sec 28-12N-8E",,,40,40.0,Legacy Energy LLC,,,,,,,3/26/2008,3/26/2011,"$5,080.00 "
,,,Expired,Okfuskee,2,13N,8E,,(1/8 interest) W/2 of SW/4 of Sec 2-13N-8E,,,10,,Sunbelt Exploration Co.,,OPA 1442,,,,,11/4/1988,11/4/1991,$257.55 
,,,Expired,Okfuskee,36,13N,8E,,"W/2 SE/4 (ALL M.R.), Sec 33-23N-06WIM",,,80,,,,,,,,,,,
OA-156,Pooled 1990,,Active,Oklahoma,28,13N,3WIM,,"Lots 5 & 6, Block 1, Floral Park Addition to the City of the City of Oklahoma City, Oklahoma, according to the recorded plat thereof, containing 0.1980 acres, more or less (All M.R.), Sec 28-13N-03WIM",35.577,-97.5191,0.198,0.198,DSM Exploration Inc.,,,0.1875,Garrett#1-28,Windsor Energy Group LLC,Oswego,1/8/1990,,
,,,Expired,Oklahoma,27,12N,3W,,"Beginning at a point One Hundred Fifty-two and Seventy-seven One Hundreths (152.77') feet East of the Southwest corner of the Northeast One Quarter (NE/4) of Section 27-12N-3W . Thence North 4 degrees 31 minutes east, *1,208.55') Feet.  Thence West Four Hundred Ninety-six (496.0') Feet. Thence South 4 degrees 31 minutes east.  Twelve Hundred Eight and Fifty-Five One Hundreths (1,208.55') Feet. Thence East Three Hundred Five and Fifty-Four One Hundreths (305.54') Feet to the place of beginning, containing Eleven and Eight One Hundreths (11.08) acres, more or less, situate in Oklahoma County, Oklahoma.",,,11.08,,Harper and Turner,,,,,,,2/3/1937,2/3/1937,"$301,004.00 "
,,,Expired,Oklahoma,22,12N,3W,43.0,"Lots 13 to 24 both inclusive, Block 2, Francis Heights Addition to Oklahoma City, OK",,,,,,,,,,,,,,
,,,Expired,Oklahoma,22,12N,3W,45.0,Beginning at the NE corner of the West Half of the NE Quarter ( NE/4) of the Soutwest Quarter (SW/4) of the Southeast Quarter (SE/4) of Sec. 22-12N-3WIM; thence West 125 feet; thence South 140 feet; thence East 125 feet; thence North 140 feet to the point or place of beginning. ,,,,,,,,,,,,4/11/1936,4/11/1938,
,,,Expired,Oklahoma,,,,44.0,Lots 35 to 38 inclusive of Block No. 1 of Northeast Highlands Addition,,,,,,,,,,,,4/11/1936,4/11/1938,
,Unitized,,Expired,Oklahoma,27,12N,3W,10.0,"Beginning at a point in the west line of the NE/4 of sec. 27-12N-3W, 791.5 feet south of the northwest corner of said quarter section, this point being at the intersection of the center line of Lincoln Boulevard with the south line of South Capitol Square; thence running east along the south side of said Capitol Square a distance of 50 feet to a stake; thence running south a distance of 140 feet to a state; thence running in a general northeasterly direction a distance of 342.63 feet to a stake in the south line of South Capitol Square or Twenty-first Street, thence running north a distance of 40 feet to a stake; thence running east a distance of 343.9 feet to a stake in the center line of Lindsay Avenue as produced from the City of Oklahoma City; thence running south a distance of 690 feet along the center line of Lindsay Avenue as produced from the City of Oklahoma City to a stake; thence running west a distance of 706.15 feet; thence norht 650 feet to the point of beginning.",,,,,Sunray Oil Company,,,,,,,4/11/1936,,
,,,Expired,Oklahoma,,,,43.0,"Lots 13 to 24 inclusive of Block 2, Francis Heights Addition",,,,,Sunray Oil Company,,,,,,,4/11/1936,,
,,,Expired,Oklahoma,,,,1.0,"Beginning at a point on the south line of NE 23rd st. in the City of OKC 223.25 feet West of the center line of N. Kelly Ave.; thence West and along the south line of Northeast 23rd Street for a distance of 530 feet; thence south for a distance of 531.06 feet to the north boundry line of the amended plat of all of Blocks 1 and 14, the south half of Blocks 12 and 13 and lots 7 to 17; inclusive of Block 11 State Capitol Addition; thence east and along the north boundry line of said amended plat for a distance of 560 feet; thence north for a distance of 150 feet; thence west for a distance of 30 feet; thence north for a distance of 381.96 feet to the point or place of beginning.",,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,2.0,"Beginning at a point on the south line of NE 23rd st. in the city of OKC 753.25 feet west of the center line of North Kelly Ave.; thence west and along the south line of NE 23rd street for a distance of 517 feet; thence south for a distance of 530.09 feet to the north boundry line of the amended plat of all of Blocks 1 and 14, the south half of Blocks 12 and 13 and lots 7 to 17, inclusive, of Block 11, State Capitol Addition; thence east and along said north boundry line for a distance of 517 feet; thence norht for a distance of 531.06 feet to the point or place of beginning.",,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,3.0,"Beginning at a point on the south line of NE 23rd street in the City of OKC 1270.25 feet west of the center line of N. Kelly Ave.; thence west for a distance of 446.5 feet; thence south for a distance of 529.66 feet to the north boundary line of the amended plat of all Blocks 1 and 14, the south half of blocks 12 and 13 and Lots 7 to 17, inclusive, of Block 11, State Capitol Addition; thence east along said north boundry line for distance of 446.5 feet; thence north for a distance of 530.09 feet to the point or place of beginning.",,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,4.0,Beginning at a point on the south line of NE 23rd in the City of OKC 1716.75 feet west of the center line of N. Kelley Ave: thence west for a distance of 455 feet; thence south for a distance of 300 feet; thence north for a distance of 534.13 feet; thence east for a distance of 155 feet; thence north for a distance of 144.37 feet to the point or place of beginning.,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,5.0,Beginning at a point on the south line of NE 23rd st. in the City of OKC 3102.75 feet west of the center line of N. Kelley Ave: thence west and along said south line of NE 23rd st for a distance of 758.5 feet: thence east for a distance of 377.5 feet; thence north for a distance of 758.5 feet to the point or place of beginning.,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,6.0,Beginning at a point on the south line of NE 23rd St. in the City of OKC 3480.25 feet west of the center line of N. Kelley Ave.; thence west and along said south line of NE 23rd street for a distance of 360 feet; thence south for a distance of 758.5 feet; thence east for a distance of 360 feet; thence north for a distance of 758.5 feet to the point or place of beginning.,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,7.0,Beginning at a point on the south line of NE 23rd st. in the City of OKC 3840.25 feet west of the center line of N. Kelley Ave; thence west along said south line of NE 23rd st. for a distance of 380 feet; thence south for a distance of 758.5 feet; thence east for a distance of 380 feet; thence north for a distance of 758.5 feet to the point or place of beginning.,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,8.0,Beginning at a point on the south line of NE 23rd street in the City of OKC 4220.25 feet west of the center line of N. Kelley Ave; thence west along said south line of NE 23rd st for a distance of 320 feet; thence south for a distance of 758.5 feet; thence west for a distance of 320 feet; thence north for a distance of 758.5 feet to the point or place of beginning.,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,9.0,Beginning at a point on the south line of NE 23rd st. in the City of OKC 4540.25 west of the center line of N. Kelley Ave; thence west and along the south line of NE 23rd street for a distance of 236.75 feet; thence south for a distance of 288.5 feet; thence west for a distance of 108.43 feet; thence south for a distance of 390 feet; thence east for a distance of 345.18 feet; thence north for a distance of 758.5 feet to the point or place of beginning.,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,11.0,Block 2 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,12.0,Block 5 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,13.0,Block 8 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,14.0,Block 9 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,15.0,Block 10 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,16.0,Block 11 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,17.0,Block 12 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,18.0,Block 13 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,19.0,Block 14 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,20.0,Block 15 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,21.0,Block 16 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,22.0,Block 17 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,23.0,Block 18 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,24.0,Block 19 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,,,,25.0,Block 20 of Second State Capitol Addition to the City of Oklahoma city,,,,,,,,,,,,,,
,,,Expired,Oklahoma,9,12N,3W,,"All of Block 9 and a part of Block 12 (sometimes described as Lots 9 and 12), Laborn Addition to Oklahoma City, Oklahoma, more particularly described as: beginning at a point on the South Line of the NE/4 of Section 9-12N-3W, said point being located 1075.31 feet East of the SW corner of Said NE/4 of Sec. 9; thence from said point of beginning, Northeasterly along the North right-of-way line of the North Broadway Expressway a distance of 389.08 feet more or less to a point located 25.0 feet West and 106.0 feet South of the Sotheast Corener of Lot 9, Laborn Addition to Oklahoma City, Oklahoma, according to the recorded plat thereof; thence North 0 degrees 40'21"" West parallel to and 25.0 feet West of the East Line of Lot 12 and Lot 9, said Laborn Addition a distance of 411.0 feet to a point on the North line of said Lot 9, 25.0 feet West of the NE Corner of said Lot 9; thence South 89 degrees 50'16"" West along the North line of said Lot 9 a distance of 575.0 feet to the Northwest corner of said lot 9; thence South 0 degrees 40'21"" East along the West line of said Lot 9 a distance of 305 feet to the southwest corner of said Lot 9; thence South 24 degrees 20'22"" East a distance of 395.78 feet to a point on the North right-of-way line of U.S. 66 Bypass; thence Northeasterly along said right-of-way a distance of 100.80 feet, more or less, to the point of beginning, together with all rights and interests in and to adjoining and adjacent streets, alleys, easements, gores, strips of land and right-of-ways, being a part of the S/2 NE/4 of Sec. 9-12N-3W, Oklahoma Coutny, Oklahoma.",,,3.525,7.0501,William Snyder,,,,,,,1990,,
,,,Expired,Oklahoma,1,11N,3W,,SW/4,,,160,160.0,,,,,,,,,,
,,,Expired,Oklahoma,11,11N,3W,,NW/4,35.447244,-97.482317,,,Bent Twig Oil Company,SUNOCO,,,Coppinger 1,TNT OPERATING CO. INC.,,,,
OA-0025,,DHS,Expired,Oklahoma,24,12N,3W,1.0,"The NW/4,less and except the following tracts: Beginning at a point 945' South & 33' East of the NW/corner of the NW/4; thence East & parallel to the North Line of said NW/4 a distance of 429.0', thence South & parallel to the West Line of said NW/4 a distance of 520', thence West & parallel to the said North Line a distance of 429', thence North & Parallel to the said West Line a distance of 520' to the point or place of beginning; and a tract described as: commencing at the NE/corner of said NW/4; thence West along the North Line of said NW/4 for a distance of 218.2' to the East Line of Grand Boulevard, as located & established through said NW/4; thence to the left & along the said East Line of Grand Boulevard, being the arc of a circle of 2,192' radius for a distance of 759' more or less to a point in the East Line of said NW/4 which said Line intersects the same; thence North along East Line of said NW/4 for a distance of 730' more or less to the place of beginning.",,,153.05,160.0,Philip Lowry Co. Inc.,,,,,,,7/31/1995,,"$18,600.21 "
OA-9,,DCS,Active,Oklahoma,9,12N,4W,,"West 10 feet of lot 5 and all of log 19 Block 2 West Warr Acres Addition (including to the center of streets and alleys), Section 9-12N-4W",35.50765786,-97.61852812,1.0345,1.0345,Magnatex Corporation,Linn Operating Inc.,,,,,,4/26/1989,4/26/1992,$315.52 
OA-30736,,,Active,Oklahoma,21,11N,3WIM,,"W/2 S/2 NW/4 SE/4 SE/4, W/2 N/2, SW/4, SE/4 SE/4",35.42064103,-97.51245213,5,,"Quest Property, Inc.",,,,,,,,,
OA-29247,,DCAM,Active,Oklahoma,22,12N,03WIM,,"Beginning at the Northeast corner of the W/2 NE/4 SW/4  SE/4; thence West 125 feet; thence South 140 feet;  thence East 125 feet; thence North 140 feet to the  point of beginning in Section 22-12N-03WIM,   Oklahoma County (.402 acres)  ",35.50762493,-97.51239757,,,,DCP MIDSTREAM LP,,,,,,,,
OA-29273,,DMH,Active,OKLAHOMA,11,11N,03WIM,,SE/4 NW/4 NW/4,35.42064103,-97.51245213,10,,,,,,,,,,,
OA-30339,,DHS,Active,OKLAHOMA,9,11N,03WIM,,"LOTS 1-10 AND 23-32, INCLUSIVE, BLOCK 15, CAPITOL HILL  ADDITION TO THE CITY OF OKLAHOMA CITY, OKLAHOMA,  ACCORDING TO THE RECORDED PLAT THEREOF, TOGETHER  WITH ALL RIGHTS AND INTERESTS IN AND TO ADJOINING  AND ADJACENT STREETS, ALLEYS EASEMENTS, STRIPS OF  LAND AND RIGHTS-OF-WAY, BEING A PART OF THE NW/4 SE/4",35.42064103,-97.51245213,,,,UNIT PETROLEUM CO,,,,,,,,
,,DMH,Expired,Okmulgee,25,16N,12E,,E/2 of SW/4 (1/10 of 4/15 interest) ,,,2.133,80.0,,,,,,,,,,
,,DMH,Expired,Okmulgee,35,16N,11E,,SW/4,,,80,160.0,,,,,,,,,,
OA-30284,,OHS,Active,Pawnee,1,21N,4EIM,,Lot 1 (41.67%),36.32667,-96.836025,39.91,,,Tarka Energy LLC,,,,,,7/16/2015,7/15/2018,831.50
OA-30285,,OHS,Active,Pawnee,1,21N,4EIM,,SE/4 NE/4 (41.67%),36.329157,-96.819719,40,,,Tarka Energy LLC,,,,,,7/16/2015,7/15/2018,833.50
OA-30286,,OHS,Active,Pawnee,1,21N,4EIM,,SW/4 NE/4,36.329164,-96.824861,40,,,Tarka Energy LLC,,,,,,7/16/2014,7/15/2018,"1,333.50"
OA-47,,OAM,Active,Pittsburg,22,8N,15EIM,,"NE/4 NE/4, Limited to production from the surface of the earth to the base of the hartshorne formation (1/2 M.R.) of sec. 22-08N-15EIM",35.1585,-95.7028,20,40.0,Williams Production Mid-Continent Co.,Fairway Land Services Inc.,,0.1875,Johnny Meadors#1 and Meadors#5-22,"Halgas, Inc. and Williams Production Midcontinent Co.",Hartshorne,10/6/1999,10/6/2002,"$1,600.00 "
OA-63,,DCAM,Active,Pittsburg,20,5N,13EIM,,N/2 NE/4 SE/4 (1/2 M.R.) Section 20-5N-13EIM,34.8904,-95.9509,10,20.0,Yale Oil Association Inc.,Newfield Exploration,166882 & 69393,,"Haywood 1-20 Unit, Clemmons 1-20 and Clemmons 1H-20",,,5/27/2007,9/29/2011,"$5,000.00 "
OA-85,,,Expired,Pittsburg,20,8N,16E,,"N/2 SE/4 SE/4; N/2 N/2 S/2 SE/4 SE/4; S/2 S/2 SE/4 SE/4; S/2 N/2 S/2 SE/4 SE/4 (1/5 M.R.), Sec. 20-8N-16E",35.14627,-95.63515,8,40.0,Southern Cross Exploration Co. LLC,,,0.1875,Aragorn 3-20,Williams Production Mid-Continent Co.,Hartshorne,2/12/2004,5/12/2007,"$2,504.00 "
OA-86,,,Active,Pittsburg,29,8N,16E,,"NE/4 (1/5 M.R.), Sec 29-8N-16E",35.1446,-95.635,32,160.0,Tag Team Resources LLC,,,0.1875,Evalyn Leake#2-29 and Kenny Leake#1-29,,Hartshorne,2/12/2004,2/12/2007,"$11,456.00 "
OA-0097,,DOC,Expired,Pittsburg,34,6N,14E,1.0,"SE/4 NE/4 (All M.R.), Sec. 34-6N-14E",,,,,Chesapeake Exploration Limited Partnership,,,,,,,12/22/2004,12/27/2007,"$26,280.00 "
OA-0098,,DOC,Expired,Pittsburg,34,6N,14E,2.0,"N/2 SW/4 (All M.R.), Sec 34-6N-14E",,,,,Chesapeake Exploration Limited Partnership,,,,,,,12/22/2004,12/27/2007,"$52,560.00 "
OA-173,,DOC,Expired,Pittsburg,34,6N,14E,1.0,"SE/4 NE/4 (All M.R.), Sec. 34-6N-14E",,,40,,R.D. Williams & Company,,,,,,,3/26/2008,3/26/2011,"$172,280.00 "
OA-174,,DOC,Expired,Pittsburg,34,6N,14E,2.0,"N/2 SW/4 (All M.R.), Sec 34-6N-14E",,,80,,R.D. Williams & Company,,,,,,,3/26/2008,3/26/2011,"$344,560 "
OA-147,,DOC,Expired,Pittsburg,35,6N,14EIM,,"NE/4 NE/4;SW/4 NE/4, the surface of this lease contains a high security correctional facility.  Any use of the surface will require the prior approval of the Department of Corrections.  Any drill plan will have to include a security plan approved by the Department of Corrections.  (All M.R.), Sec 35-06N-14EIM",,,,,Sullivan Land Resources,,,,,,,10/25/2006,10/25/2009,"$56,872.80 "
OA-148,,DOC,Expired,Pittsburg,35,6N,14EIM,,"S/2 NW/4, the surface of this lease contains a high security correctional facility.  Any use of the surface will require the prior approval of the Department of Corrections.  Any drill plan will have to include a security plan approved by the Department of Corrections. (All M.R.), Sec 35-06N-14-EIM",,,,,Sullivan Land Resources,,,,,,,10/25/2006,10/25/2009,"$56,872.80 "
OA-149,,DOC,Expired,Pittsburg,35,6N,14EIM,,"W/2 SW/4, the surface of this lease contains a high security correctional facility.  Any use of the surface will require the prior approval of the Department of Corrections.  Any drill plan will have to include a security plan approved by the Department of Corrections. (All M.R.), Sec 35-06N-14EIM",,,,,Sullivan Land Resources,,,,,,,10/25/2006,10/25/2009,"$56,872.80 "
OA-187,,DOC,Active,Pittsburg,35,6N,14EIM,,"NE/4 NE/4;SW/4 NE/4, the surface of this lease contains a high security correctional facility.  Any use of the surface will require the prior approval of the Department of Corrections.  Any drill plan will have to include a security plan approved by the Department of Corrections.  (All M.R.), Sec 35-06N-14EIM",34.9546,-95.7914,80,80.0,Antero Resources Corporation,,,,Rodeo Federal 35-1HR,,,3/2/2010,3/2/2013,"$286,320.00 "
OA-188,,DOC,Active,Pittsburg,35,6N,14EIM,,"S/2 NW/4, the surface of this lease contains a high security correctional facility.  Any use of the surface will require the prior approval of the Department of Corrections.  Any drill plan will have to include a security plan approved by the Department of Corrections. (All M.R.), Sec 35-06N-14-EIM",34.951,-95.8035,80,80.0,Antero Resources Corporation,,,,,,,3/2/2010,3/2/2013,"$286,320.00 "
OA-189,,DOC,Active,Pittsburg,35,6N,14EIM,,"W/2 SW/4, the surface of this lease contains a high security correctional facility.  Any use of the surface will require the prior approval of the Department of Corrections.  Any drill plan will have to include a security plan approved by the Department of Corrections. (All M.R.), Sec 35-06N-14EIM",34.9451,-95.8035,80,80.0,Antero Resources Corporation,,,,,,,3/2/2010,3/2/2013,"$286,320.00 "
OA-190,Pooled 2010,DOC,Expired,Pittsburg,36,6N,14EIM,,"N/2 NW/4, the surface of this lease contains a high security correctional facility.  Any use of the surface will require the prior approval of the Department of Corrections.  Any drill plan will have to include a security plan approved by the Department of Corrections.  (All M.R.), Sec 36-06N-14EIM  (Surface use requires approval of DOC)",34.9554,-95.7859,80,80.0,Antero Resources Corportation,,,,,,,3/2/2010,3/2/2013,"$286,320.00 "
OA-28757,,DOC,Expired,Pittsburg,36,6N,14EIM,1.0,"Lots 17-22, 28-34 of Block 11 in Talawanda Heights including all alleys, roadways and right of ways.  The surface of this lease contains a high security correctional facility.  Any use of the surface will require prior approval of the Department of Central Services.  Any drill plan wil have to include a security plan approved by the Department of Corrections. (All M.R.) 36-06N-14EIM (Surface use requires approval of DOC)",34.9531,-95.786,1.39,,Kelly Ward,,,,,,,1/25/2012,1/25/2015,"$1,400.00 "
,,,Expired,Pittsburg,3,5N,14E,1.0,"The SW/4 SW/4 of Section 3 T5N, R14E approximate 20.00 acres",,,20,,Gulf Oil Corporation,,,,,,,9/29/1981,9/29/1986,"45,079.48"
,,,Expired,Pittsburg,3,5N,14E,3.0,"A tract of land lying in the E/2 SW/4 pf Section 3, T5N, R14E, more particularly described as follows: Commencing at the SE Corner of SW/4; thence due North a distance of 358' to a point on the North Side of State Highway 31 right-of-way for a point of beginning; thence due North along said half-section line a distance of 2282' to the NE corner of said SW/4; thence due West a distance of 330'; thence due South a distance of 1270 feet to a point; thence due west a distance of 261.5' to a point; thence in Southwesterly direction a distance of 1125' to a point on the North side of said Highway 31; Right-of-way; thence Northeasterly direction, and along the North Boundary of Highway 31 Right-of-Way a distance of 875 feet to the point of beginning.  Approximately 13.60 acres.",,,13.6,,Gulf Oil Corporation,,,,,,,9/29/1981,9/29/1986,"45,079.48"
