Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",22,488204.77273,124510.22727,79438.227273
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",23,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,30,153721.0,39138.033333,34819.6
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",38,EXTRACRANIAL PROCEDURES WITH CC,22,39164.136364,12389.409091,9776.1363636
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,28,29787.035714,9725.0714286,6528.8928571
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,64,67282.0625,16160.46875,12773.78125
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,70,38088.4,9545.5714286,6216.6428571
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,18,25508.666667,6738.7777778,4290.3333333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,20,27403.1,6899.7,5228.1
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,15,56972.2,14481.866667,11017.4
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",83,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,11,44941.090909,15793.818182,7273.4545455
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,14,107874.0,19655.928571,15899.785714
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,17,28700.235294,7354.6470588,5539.5882353
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,116,47148.448276,20564.655172,12583.422414
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,17,45391.235294,20061.0,7563.0
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,32,30952.46875,9814.25,7564.9375
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,38,35518.473684,10411.315789,7725.0526316
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,18,25188.5,8286.8888889,5423.3333333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,35,203577.51429,50284.371429,44505.914286
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,21,71229.142857,18797.952381,16222.428571
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,12,37418.333333,16327.333333,14726.666667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,13,53696.615385,17442.615385,15882.615385
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,45,96183.488889,25191.088889,18672.422222
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,49,51535.755102,13828.836735,11006.306122
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",252,OTHER VASCULAR PROCEDURES WITH MCC,41,67576.658537,26527.073171,20755.0
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",253,OTHER VASCULAR PROCEDURES WITH CC,14,48870.857143,18509.857143,15521.357143
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,18,136508.38889,35025.055556,33221.833333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,16,94454.5,27197.4375,25188.3125
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,15,109768.93333,35128.333333,29371.133333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,11,62605.818182,27536.909091,19267.818182
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,56,95245.803571,21894.642857,20488.25
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",51,39254.901961,12377.019608,10420.627451
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",19,27319.789474,7452.4210526,6032.3157895
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",15,86355.466667,16196.4,14330.0
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",24,55890.791667,17043.958333,12435.208333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",24,26568.416667,9260.0416667,6554.1666667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,133,37729.458647,10904.548872,8430.9022556
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",292,HEART FAILURE AND SHOCK WITH CC,26,27505.961538,7372.6923077,5948.6153846
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",299,PERIPHERAL VASCULAR DISORDERS WITH MCC,12,31069.416667,12605.166667,8354.4166667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",300,PERIPHERAL VASCULAR DISORDERS WITH CC,13,33077.538462,10321.923077,6370.0769231
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",304,HYPERTENSION WITH MCC,12,19140.833333,8606.1666667,7376.3333333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",305,HYPERTENSION WITHOUT MCC,15,19485.266667,6341.6666667,4960.0666667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,23,47253.782609,10947.826087,9130.173913
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,34,22038.470588,6687.6176471,4706.8529412
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,11,13239.090909,5065.4545455,3592.7272727
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,37,25719.459459,9576.8378378,5047.8648649
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",313,CHEST PAIN,15,19577.133333,6202.0,4840.5333333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,19,77893.631579,20280.368421,16043.315789
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,16,158633.25,44446.5625,30127.5625
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,29,54600.862069,15679.62069,10470.931034
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,29,25827.137931,8251.2758621,5962.9655172
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",388,GASTROINTESTINAL OBSTRUCTION WITH MCC,11,48116.454545,13572.0,12107.454545
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,14,29440.285714,8594.5714286,4707.2142857
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",18,39551.111111,12090.277778,7524.1666667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",22,22518.818182,8087.1363636,4517.5
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,11,22565.454545,8659.4545455,5191.6363636
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,48,84836.75,24921.104167,18803.458333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,48,37774.916667,10562.5,5345.6041667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",472,CERVICAL SPINAL FUSION WITH CC,12,85039.583333,25183.333333,16499.833333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,27,62245.0,21695.777778,18164.666667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,64,43623.59375,14957.703125,12599.375
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,18,32440.944444,11955.222222,10198.666667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",12,50068.083333,17439.916667,13149.583333
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,12,64791.166667,21543.333333,19142.666667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,28,40293.75,15193.535714,13388.535714
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",552,MEDICAL BACK PROBLEMS WITHOUT MCC,14,24112.0,7662.2142857,5902.5
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",603,CELLULITIS WITHOUT MCC,18,28741.388889,10396.388889,4857.5555556
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",637,DIABETES WITH MCC,14,47175.642857,12550.214286,8371.5714286
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",638,DIABETES WITH CC,11,19596.636364,7138.5454545,5568.3636364
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",40,33292.35,9760.875,8333.975
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",23,28229.434783,6442.6521739,4961.9565217
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,30,43320.533333,12131.1,10118.166667
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,21,36943.571429,7530.1904762,5703.4285714
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,18,31034.555556,8645.7777778,7018.8888889
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,28,27034.357143,7655.2142857,5263.6428571
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,23,65908.130435,14743.913043,12574.173913
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,46,150779.34783,39108.304348,34906.695652
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,34,198816.5,60235.676471,37301.264706
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,115,58741.347826,15113.547826,11749.304348
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,14,39220.571429,8748.5,6482.7142857
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",948,SIGNS AND SYMPTOMS WITHOUT MCC,22,21109.090909,6626.1818182,5037.4545455
10023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,1,36116,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,22,136745.90909,33066.409091,30519.272727
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",13,593349.76923,127774.84615,106579.15385
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,13,26077.923077,7198.8461538,4644.7692308
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,19,50885.842105,12067.157895,10662.789474
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,24,27392.958333,6628.0833333,5289.375
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,13,21089.846154,5266.7692308,4164.7692308
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,111,51639.540541,14014.117117,10297.207207
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,33,36415.69697,7826.5454545,6810.9393939
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,22,38241.363636,7257.5454545,5795.6818182
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,30,40371.0,8388.5,7091.9333333
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,12,31453.666667,5758.5833333,4279.6666667
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,25,173459.2,37886.6,34698.12
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,12,103946.58333,17928.166667,16325.75
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,20,109188.8,24901.1,20675.75
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,23,140064.21739,19349.869565,16283.695652
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,22,98401.181818,12413.636364,9659.1818182
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",252,OTHER VASCULAR PROCEDURES WITH MCC,32,87967.15625,19925.46875,18906.28125
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,12,178718.75,32531.666667,31342.666667
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",26,61777.346154,10183.153846,9037.6538462
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",12,34550.666667,6115.6666667,4785.75
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",20,64797.3,12882.2,11194.95
10024,Jackson Hospital & Clinic Inc,Montgomery,1725 Pine Street,1,36106,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",16,44273.5625,7321.0,6031.625
