Agency Number,OCP_AGNCY_NAME,Account - Major Class,Account Description - Major Class,Account - Sub-Class,Account Description - Sub-Class,Account,Account Description,Fiscal Year,Accounting Period,Amount
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2008,7,$31739986.70
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2008,8,$17571687.91
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2008,9,$27859478.92
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2008,10,$20689379.61
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2008,11,$22009240.27
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2008,12,$29094215.06
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,1,$501599.73
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,2,$506857.22
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,3,$491801.26
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,4,$500248.76
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,5,$486971.23
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,6,$548627.76
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,7,$487358.65
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,8,$485610.55
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,9,$504979.11
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,10,$491281.64
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,11,$485675.06
51500,OK. PUBLIC EMPLOYEES RET. SYS.,400800,ASSETS HELD FOR OTHERS,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,12,$501247.65
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,1,$-9579.56
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,2,$647.31
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,3,$618.15
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,4,$2349.09
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,5,$1019.44
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,7,$1339.30
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,9,$-10005.43
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,10,$568.68
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,11,$1070.59
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,12,$376.86
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,1,$2344332.61
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,2,$4047385.58
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,3,$2105040.83
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,4,$3392730.07
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,5,$3632756.39
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,6,$7950408.19
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,7,$925113.21
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,8,$3806233.28
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,9,$2530517.26
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,10,$1883721.03
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,11,$1910767.30
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2008,12,$4451659.23
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,1,$62961936.38
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,2,$77459105.78
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,3,$69307009.51
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,4,$79276286.02
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,5,$76359129.86
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,6,$70541362.79
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,7,$75237827.76
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,8,$70348946.93
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,9,$79030497.10
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,10,$75839060.64
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,11,$72015354.05
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2008,12,$65464267.79
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,1,$13617811.29
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,2,$13676592.08
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,3,$13777778.12
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,4,$14006205.26
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,5,$13998151.07
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,6,$13954287.63
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,7,$13908785.67
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,8,$13619735.41
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,9,$13578206.01
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,10,$13533154.48
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,11,$13512703.66
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484100,PAYROLL BENEFIT CONTRIBUTIONS,484173,STATE CONTR TO HEALTH INS PLAN,2008,12,$13489377.87
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,1,$76483.27
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,2,$77813.79
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,3,$76330.76
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,4,$74934.97
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,5,$78491.69
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,6,$74028.36
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,7,$70070.48
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,8,$72543.00
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,9,$91290.26
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,10,$70323.33
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,11,$80125.61
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2008,12,$82677.02
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484276,EMPLOYEE CONTR-FLEXIB BEN PLAN,2008,10,$2576.35
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,1,$9383788.58
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,2,$25146088.38
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,3,$16790220.85
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,4,$9624393.29
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,5,$25243359.78
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,6,$19931716.89
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,7,$6249909.17
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,8,$24355060.42
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,9,$14926633.59
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,10,$13511620.05
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,11,$27729776.19
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,484300,LOCGOV/SCHDISTGRPINSURCONTRIBS,484301,LOCGOV/SCHDISTPMTHLTHLIFEDISAB,2008,12,$13386156.15
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,1,$2975702.28
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,2,$3390344.95
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,3,$3000825.50
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,4,$4134671.41
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,5,$3445082.64
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,6,$3100835.15
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,7,$3170245.00
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,8,$2977874.96
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,9,$4029516.59
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,10,$3962776.13
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,11,$2860562.38
51600,ST. & EDUC. EMP. GRP. INS. BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2008,12,$2830577.00
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,1,$92736.00
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,2,$16650.00
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,3,$3564.00
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,4,$571.50
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,5,$1282.50
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,6,$99.00
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,7,$723.37
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,8,$383.62
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,9,$202.50
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,10,$314.32
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,11,$450.00
52000,OPTOMETRY BD.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425446,OPTOMETRY EXAMINATION LIC/FEE,2008,12,$43308.00
52500,STATE BD. OF OSTEOPATHIC EXAM.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425451,OSTEOPATHY BOARD-LICENSE/FEE,2008,1,$48549.20
52500,STATE BD. OF OSTEOPATHIC EXAM.,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425451,OSTEOPATHY BOARD-LICENSE/FEE,2008,2,$407246.17
53000,OKLA. PANHANDLE STATE UNIV.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,1,$5237.00
53000,OKLA. PANHANDLE STATE UNIV.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,2,$110.00
53000,OKLA. PANHANDLE STATE UNIV.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,3,$-14840.50
53000,OKLA. PANHANDLE STATE UNIV.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,4,$649504.50
53000,OKLA. PANHANDLE STATE UNIV.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,5,$39656.54
53000,OKLA. PANHANDLE STATE UNIV.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,6,$44180.53
53000,OKLA. PANHANDLE STATE UNIV.,400600,LIC/PERMITS/TUITION/FEES/OTH,400000,CLEARING ACCOUNT TBD,400000,CLEARING ACCOUNT TBD,2008,7,$212302.54
