OBJECTID,QUAD,SEGMENT,SRC_MAP,SRC_SCALE,SRC_YEAR,HELP_MAP,HELP_SCALE,HELP_DATE,FPR_TRAIL_,JUR,MAINT,MAINT2,CLASS,LONG_,LTS,AT_,ATS,ALTS,CAT,VAST,VAST_1,VAST_2,VAFD,SFT,LRP,PCT,ATV,OT,ID,NOTES,MILES,SHAPElen
177,416,11, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416011,Rte. 15 Corr.,2.152,3464.12561395242
178,416,12, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416012,Rte. 15 Corr.,0.514,826.767488790079
179,416,13, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416013,Rte. 15 Corr.,1.558,2507.68423833053
180,416,14, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416014,Rte. 15 Corr.,0.795,1280.47074278948
181,416,15, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416015,Rte. 15 Corr.,0.086,138.633779721242
182,416,16, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416016,Rte. 15 Corr.,0.811,1305.78903408945
183,416,17, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416017,Rte. 15 Corr.,0.561,903.727643752727
184,416,18, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416018,Rte. 15 Corr.,0.854,1374.99169003669
185,416,19, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416019,Rte. 15 Corr.,0.091,145.839209279028
186,416,20, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,416020,Rte. 15 Corr. Town road class 4,1.178,1896.7083840029
187,416,21, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416021,Rte. 7 Corr.,0.415,668.911335355544
188,416,22, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416022,Rte. 7 Corr.,1.479,2380.52141463566
189,416,23, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416023,Rte. 7 Corr.,0.382,615.542694501015
190,416,24, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,416024,Rte. 7 Corr.,0.262,422.519292841003
191,416,25, ,0,0, ,0, ,0,PV,VA,PV,WT, , , , , , ,T, , , , , , , , ,416025,Rte. 7 Corr. Mallets Creek Wetland,0.682,1097.89333709739
192,416,26, ,0,0, ,0, ,0,UT,VA,UT,RO, , , , , , ,T, , , , , , , , ,416026,Rte. 7 Corr. Telephone line,0.355,571.167040336904
193,416,27, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416027,Essex Junction Town Trails,0.169,271.8865402662
194,416,28, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416028,Essex Junction Town Trails,0.192,309.900768140933
195,416,29, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416029,Essex Junction Town Trails,0.176,283.985864231753
196,416,30, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416030,Essex Junction Town Trails,0.122,196.899555012812
197,416,31, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416031,Essex Junction Town Trails,0.115,185.65722577072
198,416,32, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416032,Essex Junction Town Trails,0.603,970.279717454381
199,416,33, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416033,Essex Junction Town Trails,0.263,423.306858189963
200,416,34, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416034,Essex Junction Town Trails,0.305,490.696827960762
201,416,35, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416035,Essex Junction Town Trails,0.183,295.327564549251
202,416,36, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416036,Essex Junction Town Trails,0.198,318.411287442908
203,416,37, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416037,Essex Junction Town Trails,0.157,253.049836471815
204,416,38, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416038,Essex Junction Town Trails,0.257,414.447682082479
205,416,40, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416040,Essex Junction Town Trails,0.049,78.6302113325389
206,416,39, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416039,Essex Junction Town Trails,0.208,334.729703864586
207,416,41, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416041,Essex Junction Town Trails,0.423,680.752892123203
208,416,42, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416042,Essex Junction Town Trails,0.05,81.0621557404185
209,416,43, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416043,Essex Junction Town Trails,0.478,769.957096109488
210,416,44, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416044,Essex Junction Town Trails,0.36,578.845783311449
211,416,45, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416045,Essex Junction Town Trails,0.362,582.981553819126
212,416,46, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416046,Essex Junction Town Trails,0.201,323.945751327198
213,416,47, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416047,Essex Junction Town Trails,0.216,347.119327006013
214,416,48, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416048,Essex Junction Town Trails,0.199,319.70723391874
215,416,49, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,416049,Essex Junction Town Trails,0.46,740.345656737596
216,315,8, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315008,Rte. 7 Corr.,0.333,536.115778794988
217,315,9, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315009,Rte. 7 Corr. Crosses Rte. 116,0.237,381.389716160801
218,315,10, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315010,Rte. 7 Corr. Crosses Rte.2A,2.166,3487.63321764678
219,315,11, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315011,Rte. 7 Corr.,0.075,121.355136490893
220,315,12, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315012,Ped Trail around Lakefront Park,1.712,2756.13586259234
221,315,13, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315013,New Rec Path 1991,0.47,756.638902802152
222,315,14, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315014,New Rec Path 1991,0.194,312.799640217558
223,315,15, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315015,New Rec Path 1991,0.26,417.83390842827
224,315,16, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315016,New Rec Path 1991,0.301,485.377441808343
225,315,17, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315017,New Rec Path 1991,0.495,797.182920950147
226,315,18, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315018,New Rec Path 1991,0.192,308.530376437222
227,315,19, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315019,New Rec Path 1991 Borders on Park,0.691,1111.94457122887
228,315,20, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315020,New Rec Path 1991,0.381,613.179675732544
229,315,21, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315021,New Rec Path 1991,0.34,547.233991474172
230,315,22, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315022,New Rec Path 1991,0.596,959.620439318062
231,315,23, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315023,New Rec Path 1991 Borders on Park,0.514,826.897888883846
232,315,24, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315024,New Rec Path 1991,0.236,379.277914337093
233,315,25, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315025,New Rec Path 1991 Borders on Park,0.436,701.242327069551
234,315,26, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315026,New Rec Path 1991,0.224,360.372124481892
235,315,27, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315027,New Rec Path 1991 Borders on Park,0.309,496.840427663972
236,315,28, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315028,New Rec Path 1991 Borders on Park,0.125,200.828590399316
237,315,29, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315029,New Rec Path 1991,0.623,1002.8274443845
238,315,30, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315030,New Rec Path 1991 Through Park,0.282,453.827908155595
239,315,31, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315031,New Rec Path 1991 Borders on Park,0.27,434.69340247372
240,315,32, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315032,New Rec Path 1991 Borders on Park,0.363,583.830417899332
241,315,33, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315033,New Rec Path 1991,0.327,526.971284657847
242,315,34, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315034,New Rec Path 1991,0.059,95.4596406394636
243,315,35, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315035,New Rec Path 1991,0.622,1001.74612194414
244,315,36, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315036,New Rec Path 1991,0.275,443.5129154829
245,315,37, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315037,New Rec Path 1991,0.099,159.344652393747
246,315,38, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315038,Winooski Valley Muddy Brooks Trails,0.177,285.009328537076
247,315,39, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315039,Winooski Valley Muddy Brooks Trails,0.353,569.003878776652
248,315,40, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315040,Winooski Valley Muddy Brooks Trails,0.19,305.315810176159
249,315,41, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , , , , ,T, , , , , ,315041,Rte. 7 Corr. Feeder,0.202,325.17225997858
250,315,42, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315042,Winooski Valley Natural Area Hiking Trails,0.075,120.13231461162
251,315,43, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315043,Winooski Valley Natural Area Hiking Trails,0.514,827.438266005738
252,315,44, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315044,Winooski Valley Natural Area Hiking Trails,0.358,576.978514234004
253,315,45, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315045,Winooski Valley Natural Area Hiking Trails,0.169,271.485226465809
254,315,46, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315046,Burlington Bike Path,0.084,135.184604277653
255,315,47, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315047,Burlington Bike Path,0.557,896.752011067835
256,315,48, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315048,Burlington Bike Path,0.162,260.574225739917
257,315,49, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315049,Burlington Bike Path,0.155,250.055365169124
258,315,50, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315050,Burlington Bike Path,0.575,926.208178712336
259,315,51, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315051,Burlington Bike Path,0.356,572.425279707235
260,315,52, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315052,Burlington Bike Path,0.213,343.546068384203
261,315,53, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315053,Burlington Bike Path,1.774,2855.9232616249
262,315,54, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315054,Burlington Bike Path,0.384,618.767698008879
263,315,55, ,0,0, ,0, ,0,PV,MU,-,OT, , , , , , , , , , , ,T, , , ,315055,Ped Trail,0.797,1282.65946631864
264,315,1, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,315001,Rte. 7 Corr. Town road,0.1,161.083735710932
265,315,2, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315002,Rte. 7 Corr.,1.006,1619.49520623327
266,315,3, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315003,Rte. 7 Corr.,0.17,273.611617363357
267,315,4, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , , , , ,T, , , , , ,315004,Rte. 7 Corr. Feeder Trail,1.264,2034.45419055671
268,315,5, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , , , , ,T, , , , , ,315005,Rte. 7 Corr. Feeder Trail,0.093,150.361267856116
269,315,6, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , , , , ,T, , , , , ,315006,Rte. 7 Corr. Feeder Trail,0.526,847.498303464754
270,315,7, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , , , , ,T, , , , , ,315007,Rte. 7 Corr. Feeder Trail,0.431,693.317698406883
271,315,56, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315056,Rte. 7 Corr.,0.181,292.187601752977
272,315,57, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315057,Rte. 7 Corr.,1.37,2205.03575029459
273,315,58, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315058,Rte. 7 Corr.,0.152,244.739698181739
274,315,59, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315059,Rte. 7 Corr. Shelburne Pond,0.217,348.607188162449
275,315,60, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,315060,Rte. 7 Corr. Shelburne Pond,1.331,2143.18183997368
276,315,61, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315061,Bike lane Town road,1.632,2627.21451083394
277,315,62, ,0,0, ,0, ,0,MU,MU,-,TT, , , , , , , , , , , ,T, , , ,315062,Bike lane Town road,1.225,1972.04632385427
278,314,1, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314001,Rte. 7 Corr.,0.19,306.184996943218
279,314,2, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314002,Rte. 7 Corr.,0.315,506.467653253466
280,314,3, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314003,Rte. 7 Corr.,0.685,1102.81697324319
281,314,4, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314004,Rte. 7 Corr.,0.251,403.424245391027
282,314,5, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314005,Rte. 7 Corr. Cross Lewis Creek,0.252,405.08597054693
283,314,6, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314006,Rte. 7 Corr. Cross Coleman Corner,0.438,705.880251912707
284,314,7, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314007,Rte. 7 Corr.,1.385,2229.94941330134
285,314,8, ,0,0, ,0, ,0,ST,VA,ST,OT, , , , , , ,T, , , , , , , , ,314008,Rte. 7 Corr. Mt. Philo State Park,0.966,1555.69361596353
286,314,9, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314009,Rte. 7 Corr.,0.403,648.265239146868
287,314,10, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314010,Rte. 7 Corr.,0.134,216.336732505823
288,314,11, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314011,Rte. 7 Corr.,0.892,1435.87499898975
289,314,12, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314012,Rte. 7 Corr,1.954,3145.98728479608
290,314,13, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314013,Rte. 7 Corr. East Charlotte,0.069,111.184956800051
291,314,14, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314014,Rte. 7 Corr.,2.89,4652.7292788317
292,314,15, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314015,Rte. 7 Corr.,1.149,1850.26483034107
293,314,18, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,314018,Rte. 7 Corr. Town road,0.126,202.571020814231
294,314,19, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314019,Rte. 7A Corr. East Charlotte Connects Rte. 7A Corr,0.129,208.349825300734
295,314,20, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314020,Rte. 7A Corr.,1.437,2313.06186675792
296,314,21, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314021,Rte. 7A Corr.,0.761,1225.26226710353
297,314,22, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314022,Rte. 7A Corr.,0.751,1208.39243962011
298,314,23, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314023,Rte. 7A Corr.,0.339,546.194208434956
299,314,24, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314024,Rte. 7A Corr.,1.148,1848.1222175842
300,314,25, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314025,Rte. 7A Corr.,0.265,425.948353152539
301,314,26, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314026,Rte. 7A Corr.,1.77,2849.76444161046
302,314,27, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314027,Rte. 7A Corr. Connects to Rte. 7 Corr.,0.67,1078.77654375383
303,314,28, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314028,Rte. 7 Corr.,0.833,1341.58615633483
304,314,29, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314029,Rte. 7 Corr.,0.2,321.585270445632
305,314,16, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314016,Rte. 7 Corr.Shelburne Falls,0.057,91.1400044009929
306,314,17, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,314017,Rte. 7 Corr.Shelburne Falls Town road,0.513,826.572286791453
307,314,32, ,0,0, ,0, ,0,MU,MU,-,TH, , , , , , , , , , , ,T, , , ,314032,Bike Lane Town road,0.085,136.844248806431
308,314,31, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,314031,Rte. 7 Corr.,0.387,623.369660862154
309,314,32, ,0,0, ,0, ,0,MU,MU,-,TH, , , , , , , , , , , ,T, , , ,314032,Bike Lane Town road,0.148,238.735888618471
310,415,1, ,0,0, ,0, ,0,PC,VA,PC,WT, , , , , , ,T, , , , , , , , ,415001,Rte. 116 Corr. Lake Iroquois,0.343,552.450205505907
311,415,2, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415002,Rte. 116 Corr.,0.854,1374.32619008918
312,415,3, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415003,Rte. 116 Corr.,1.134,1826.07474696913
313,415,4, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415004,Rte. 116 Corr.,0.813,1308.63961890577
314,415,5, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415005,Rte. 7 Corr.,2.401,3866.2743563576
315,415,6, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415006,Rte. 7 Corr.,0.259,416.970564821431
316,415,7, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415007,Rte. 7 Corr.,0.207,332.852557335595
317,415,8, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,415008,Rte. 7 Corr.,0.58,934.066834675788
318,415,9, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415009,Rte. 7 Corr.,0.429,691.443737331651
319,415,10, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415010,Rte. 7 Corr.,0.107,172.762634688415
320,415,11, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415011,Rte. 7 Corr.,1.331,2142.80266762555
321,415,12, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415012,Rte. 7 Corr.,0.423,680.663058647425
322,415,13, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415013,Rte. 7 Corr. Under I 89,2.311,3720.53953817787
323,415,14, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415014,Rte. 7 Corr. Cross Rte. 2,0.209,335.936915468341
324,415,15, ,0,0, ,0, ,0,PV,VA,PV,WT, , , , , , ,T, , , , , , , , ,415015,Rte. 7 Corr. Floodplain Winooski River,1.384,2228.06294125484
325,415,16, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,415016,Rte. 7 Corr. Town road,0.293,472.035372533014
326,415,17, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415017,Rte. 7 Corr. Cross Railroad,0.372,598.515210960157
327,415,18, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415018,Rte. 7 Corr.,1.717,2763.72799623726
328,415,19, ,0,0, ,0, ,0,PV,VA,PV,RR, , , , , , ,T, , , , , , , , ,415019,Rte. 7 Corr. CV railroad Tracks,0.185,297.971266815009
329,415,20, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415020,Rte. 7 Corr. North Williston,0.624,1004.2196211265
330,415,21, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,415021,Rte. 7 Corr. Bridge across Winooski River,0.064,103.05344988308
331,415,22, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415022,Rte. 7 Corr. Cross Rte. 117,0.442,711.109708736652
332,415,23, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415023,Rte. 7 Corr. Connects Essex Town Forest,1.036,1668.37248122162
333,415,24, ,0,0, ,0, ,0,MU,VA,MU,TT, , , , , , ,T, , , , ,T, , , ,415024,Rte. 7 Corr. Essex Town Forest Connect Rte. 2 Corr,0.213,343.213674701719
334,415,25, ,0,0, ,0, ,0,MU,VA,MU,TT, , , , , , ,T, , , , ,T, , , ,415025,Rte. 7 Corr. Essex Town Forest,0.107,171.598703138399
335,415,26, ,0,0, ,0, ,0,MU,VA,MU,TT, , , , , , ,T, , , , ,T, , , ,415026,Rte. 7 Corr. Essex Town Forest,0.041,65.9659429268704
336,415,27, ,0,0, ,0, ,0,MU,VA,MU,TT, , , , , , ,T, , , , ,T, , , ,415027,Rte. 7 Corr. Essex Town Forest,0.145,233.066666255615
337,415,28, ,0,0, ,0, ,0,MU,VA,MU,TT, , , , , , ,T, , , , ,T, , , ,415028,Rte. 7 Corr. Essex Town Forest,0.05,80.0735129478861
338,415,29, ,0,0, ,0, ,0,MU,VA,MU,TT, , , , , , ,T, , , , ,T, , , ,415029,Rte. 7 Corr. Essex Town Forest,0.064,103.226745962175
339,415,30, ,0,0, ,0, ,0,MU,VA,MU,TT, , , , , , ,T, , , , ,T, , , ,415030,Rte. 7 Corr. Essex Town Forest,0.31,499.683067049234
340,415,31, ,0,0, ,0, ,0,MU,VA,MU,TT, , , , , , ,T, , , , ,T, , , ,415031,Rte. 2 Corr. Essex Town Forest Connect Rte. 7 Corr,0.19,305.417097167439
341,415,32, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415032,Rte. 2 Corr.,1.082,1741.76234231447
342,415,33, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415033,Rte. 2 Corr.,1.718,2765.52372069948
343,415,34, ,0,0, ,0, ,0,PV,VA,PV,OT, , , , , , ,T, , , , , , , , ,415034,Rte. 2 Corr.,0.473,761.118618432759
344,415,35, ,0,0, ,0, ,0,PC,VA,PC,OT, , , , , , ,T, , , , , , , , ,415035,Rte. 2 Corr. UVM Research Forest,0.231,371.827889060483
345,415,36, ,0,0, ,0, ,0,MU,MU,VA,TT, , , , , , ,T, , , , ,T, , , ,415036,Essex Town Forest,0.555,893.675703844066
346,415,37, ,0,0, ,0, ,0,MU,MU,VA,TT, , , , , , ,T, , , , ,T, , , ,415037,Essex Town Forest,0.473,761.15507076138
347,415,38, ,0,0, ,0, ,0,MU,MU,VA,TT, , , , , , ,T, , , , ,T, , , ,415038,Essex Town Forest,0.286,460.554828295304
348,415,39, ,0,0, ,0, ,0,MU,MU,VA,TT, , , , , , ,T, , , , ,T, , , ,415039,Essex Town Forest,0.274,441.415707211255
349,415,41, ,0,0, ,0, ,0,MU,MU,VA,TT, , , , , , ,T, , , , ,T, , , ,415041,Essex Town Forest,0.375,603.244309453313
350,415,42, ,0,0, ,0, ,0,MU,MU,VA,TT, , , , , , ,T, , , , ,T, , , ,415042,Essex Town Forest,0.288,464.301209914618
351,415,43, ,0,0, ,0, ,0,MU,MU,VA,TT, , , , , , ,T, , , , ,T, , , ,415043,Essex Town Forest,0.066,106.666456345089
352,415,44, ,0,0, ,0, ,0,MU,MU,VA,TT, , , , , , ,T, , , , ,T, , , ,415044,Essex Town Forest,0.146,234.510187834146
