SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
710,GUADALUPE RD,MAPLE AV,ALL AMERICAN WY,569,5.0,75.3,78.0,2022/03/26 07:00:00+00,Arterial,2022.0,195
720,GUADALUPE RD,ALL AMERICAN WY,FOREST AV,285,5.0,74.1,77.0,2022/03/26 07:00:00+00,Arterial,2022.0,196
730,GUADALUPE RD,FOREST AV,COLLEGE AV,610,5.0,77.4,79.9,2022/03/26 07:00:00+00,Arterial,2022.0,197
740,GUADALUPE RD,COLLEGE AV,COLLEGE AV,126,5.0,80.2,82.4,2022/03/26 07:00:00+00,Arterial,2022.0,198
750,GUADALUPE RD,COLLEGE AV,EL CAMINO DR,69,5.0,73.6,76.5,2022/03/26 07:00:00+00,Arterial,2022.0,199
760,GUADALUPE RD,EL CAMINO DR,LA CORTA DR,213,5.0,74.7,77.5,2022/03/26 07:00:00+00,Arterial,2022.0,200
770,GUADALUPE RD,LA CORTA DR,MCALLISTER AV,243,5.0,73.6,76.5,2022/03/26 07:00:00+00,Arterial,2022.0,201
780,GUADALUPE RD,MCALLISTER AV,LA ROSA DR,295,5.0,75.9,78.6,2022/03/26 07:00:00+00,Arterial,2022.0,202
790,GUADALUPE RD,LA ROSA DR,RURAL RD,669,5.0,72.0,74.9,2022/03/26 07:00:00+00,Arterial,2022.0,203
800,GUADALUPE RD,RURAL RD,TERRACE DR,1472,5.0,76.4,78.8,2022/03/26 07:00:00+00,Arterial,2022.0,204
810,GUADALUPE RD,TERRACE DR,STANLEY PL,630,5.0,77.5,79.8,2022/03/26 07:00:00+00,Arterial,2022.0,205
820,GUADALUPE RD,STANLEY PL,LAKESHORE DR,620,5.0,81.2,83.2,2022/03/26 07:00:00+00,Arterial,2022.0,206
1810,BROADWAY RD,LA ROSA DR,GRANADA DR,323,5.0,74.7,78.0,2022/03/28 07:00:00+00,Arterial,2022.0,207
1820,BROADWAY RD,GRANADA DR,RURAL RD,533,5.0,72.3,75.6,2022/03/28 07:00:00+00,Arterial,2022.0,208
1830,BROADWAY RD,RURAL RD,JEN TILLY LN,807,3.0,64.6,67.9,2022/03/28 07:00:00+00,Arterial,2022.0,209
8181,13TH ST,APACHE BL,MILL AV,855,3.0,69.7,72.6,2022/03/28 07:00:00+00,Arterial,2022.0,210
1840,BROADWAY RD,JEN TILLY LN,TERRACE RD,352,3.0,70.6,73.5,2022/03/28 07:00:00+00,Arterial,2022.0,211
54031,CENTER PKWY,PROJECT DR,PRIEST DR,210,3.0,70.1,73.2,2022/03/28 07:00:00+00,Arterial,2022.0,212
1850,BROADWAY RD,TERRACE RD,DORSEY LN,1539,3.0,71.1,73.9,2022/03/28 07:00:00+00,Arterial,2022.0,213
54041,CENTER PKWY,MILL AV SB,PROJECT DR,2443,3.0,52.1,57.7,2022/03/28 07:00:00+00,Arterial,2022.0,214
1860,BROADWAY RD,DORSEY LN,ELM ST,1395,3.0,64.9,68.6,2022/03/28 07:00:00+00,Arterial,2022.0,215
54171,COLLEGE AV,WEBER DR,CURRY RD,841,3.0,73.7,76.4,2022/03/28 07:00:00+00,Arterial,2022.0,216
1870,BROADWAY RD,ELM ST,MCCLINTOCK DR,1292,3.0,59.9,64.0,2022/03/28 07:00:00+00,Arterial,2022.0,217
54181,COLLEGE AV,VALERIE DR,WEBER DR,1163,3.0,70.2,73.2,2022/03/28 07:00:00+00,Arterial,2022.0,218
1880,BROADWAY RD,MCCLINTOCK DR,KACHINA DR,739,3.0,65.3,68.6,2022/03/28 07:00:00+00,Arterial,2022.0,219
54191,COLLEGE AV,MCKELLIPS RD,VALERIE DR,2411,3.0,68.8,71.7,2022/03/28 07:00:00+00,Arterial,2022.0,220
1890,BROADWAY RD,KACHINA DR,LOS FELIZ DR,807,3.0,57.5,62.5,2022/03/28 07:00:00+00,Arterial,2022.0,221
381,ELLIOT RD,HARL AV,I-10,1892,3.0,69.1,72.4,2022/03/28 07:00:00+00,Arterial,2022.0,222
1900,BROADWAY RD,LOS FELIZ DR,HOLBROOK LN,526,3.0,52.7,58.4,2022/03/28 07:00:00+00,Arterial,2022.0,223
391,ELLIOT RD,PRIEST DR,HARL AV,882,3.0,66.1,69.8,2022/03/28 07:00:00+00,Arterial,2022.0,224
1910,BROADWAY RD,HOLBROOK LN,COUNTRY CLUB WY,623,3.0,66.9,70.5,2022/03/28 07:00:00+00,Arterial,2022.0,225
401,ELLIOT RD,HARDY DR,PRIEST DR,2707,3.0,68.8,71.9,2022/03/28 07:00:00+00,Arterial,2022.0,226
1920,BROADWAY RD,COUNTRY CLUB WY,RIVER DR,879,3.0,65.5,69.1,2022/03/28 07:00:00+00,Arterial,2022.0,227
411,ELLIOT RD,ROOSEVELT ST,HARDY DR,1316,3.0,71.8,74.7,2022/03/28 07:00:00+00,Arterial,2022.0,228
1930,BROADWAY RD,RIVER DR,SHANNON DR,333,3.0,59.5,63.8,2022/03/28 07:00:00+00,Arterial,2022.0,229
421,ELLIOT RD,KYRENE RD,ROOSEVELT ST,1423,3.0,74.8,77.5,2022/03/28 07:00:00+00,Arterial,2022.0,230
1940,BROADWAY RD,SHANNON DR,PRICE FREEWAY,1500,3.0,66.3,69.8,2022/03/28 07:00:00+00,Arterial,2022.0,231
431,ELLIOT RD,MILL AV,KYRENE RD,2695,3.0,66.2,69.7,2022/03/28 07:00:00+00,Arterial,2022.0,232
1950,BROADWAY RD,PRICE FREEWAY,COTTONWOOD DR,800,3.0,68.4,71.6,2022/03/28 07:00:00+00,Arterial,2022.0,233
441,ELLIOT RD,FOREST AV,MILL AV,256,3.0,67.8,71.3,2022/03/28 07:00:00+00,Arterial,2022.0,234
1960,BROADWAY RD,COTTONWOOD DR,CITY LIMIT,295,3.0,65.3,68.7,2022/03/28 07:00:00+00,Arterial,2022.0,235
451,ELLIOT RD,COLLEGE AV,FOREST AV,772,3.0,56.0,60.7,2022/03/28 07:00:00+00,Arterial,2022.0,236
2160,APACHE BL,MILL AV,FOREST AV,1603,2.0,88.6,88.6,2022/03/26 07:00:00+00,Arterial,2022.0,237
2170,APACHE BL,FOREST AV,COLLEGE AV,669,3.0,91.2,91.2,2022/03/26 07:00:00+00,Arterial,2022.0,238
461,ELLIOT RD,LA ROSA DR,COLLEGE AV,1020,3.0,82.8,82.8,2022/03/26 07:00:00+00,Arterial,2022.0,239
2180,APACHE BL,COLLEGE AV,NORMAL LN,682,3.0,85.9,85.9,2022/03/26 07:00:00+00,Arterial,2022.0,240
471,ELLIOT RD,RURAL RD,LA ROSA DR,669,3.0,84.7,84.7,2022/03/26 07:00:00+00,Arterial,2022.0,241
2190,APACHE BL,NORMAL LN,MCALLISTER AV,662,3.0,89.7,89.7,2022/03/26 07:00:00+00,Arterial,2022.0,242
481,ELLIOT RD,JEN TILLY LN,RURAL RD,507,3.0,86.3,86.3,2022/03/26 07:00:00+00,Arterial,2022.0,243
2200,APACHE BL,MCALLISTER AV,SUNSET DR,1000,3.0,85.2,85.2,2022/03/26 07:00:00+00,Arterial,2022.0,244
491,ELLIOT RD,RITA LN,JEN TILLY LN,785,3.0,77.2,77.2,2022/03/26 07:00:00+00,Arterial,2022.0,245
2210,APACHE BL,SUNSET DR,RURAL RD,362,3.0,83.2,83.2,2022/03/26 07:00:00+00,Arterial,2022.0,246
501,ELLIOT RD,TERRACE RD,RITA LN,679,3.0,90.4,90.4,2022/03/26 07:00:00+00,Arterial,2022.0,247
2220,APACHE BL,RURAL RD,TERRACE RD,1836,3.0,86.6,86.6,2022/03/26 07:00:00+00,Arterial,2022.0,248
511,ELLIOT RD,LAKESHORE DR,TERRACE RD,743,3.0,88.2,88.2,2022/03/26 07:00:00+00,Arterial,2022.0,249
2230,APACHE BL,TERRACE RD,DORSEY LN,852,4.0,84.3,84.3,2022/03/26 07:00:00+00,Arterial,2022.0,250
2240,APACHE BL,DORSEY LN,CEDAR ST S,175,4.0,83.5,85.0,2022/03/26 07:00:00+00,Arterial,2022.0,251
2250,APACHE BL,CEDAR ST S,GARY DR,746,4.0,77.8,80.0,2022/03/26 07:00:00+00,Arterial,2022.0,252
2260,APACHE BL,GARY DR,OAK ST,159,4.0,76.0,78.5,2022/03/26 07:00:00+00,Arterial,2022.0,253
1330,SOUTHERN AV,ROOSEVELT ST,KYRENE RD,1303,6.0,40.4,44.5,2022/03/28 07:00:00+00,Arterial,2022.0,254
1340,SOUTHERN AV,KYRENE RD,MILL AV,1282,7.0,57.4,61.3,2022/03/28 07:00:00+00,Arterial,2022.0,255
1350,SOUTHERN AV,MILL AV,COLLEGE AV,1469,6.0,59.9,64.4,2022/03/28 07:00:00+00,Arterial,2022.0,256
1360,SOUTHERN AV,COLLEGE AV,LA CORTA DR,775,6.0,60.8,65.2,2022/03/28 07:00:00+00,Arterial,2022.0,257
1370,SOUTHERN AV,LA CORTA DR,VENTURA DR,266,6.0,50.3,55.3,2022/03/28 07:00:00+00,Arterial,2022.0,258
1380,SOUTHERN AV,VENTURA DR,MCALLISTER AV,310,6.0,46.6,51.6,2022/03/28 07:00:00+00,Arterial,2022.0,259
1390,SOUTHERN AV,MCALLISTER AV,RURAL RD,1343,6.0,55.9,60.6,2022/03/28 07:00:00+00,Arterial,2022.0,260
1400,SOUTHERN AV,RURAL RD,TERRACE RD,1030,6.0,81.4,83.7,2022/03/28 07:00:00+00,Arterial,2022.0,261
1410,SOUTHERN AV,TERRACE RD,NEWBERRY RD,310,6.0,66.7,72.2,2022/03/28 07:00:00+00,Arterial,2022.0,262
1420,SOUTHERN AV,NEWBERRY RD,STANLEY PL,310,6.0,73.8,77.9,2022/03/28 07:00:00+00,Arterial,2022.0,263
1430,SOUTHERN AV,STANLEY PL,MARIANA CR,333,6.0,60.5,67.8,2022/03/28 07:00:00+00,Arterial,2022.0,264
1440,SOUTHERN AV,MARIANA CR,DORSEY LN,720,6.0,57.2,65.4,2022/03/28 07:00:00+00,Arterial,2022.0,265
1450,SOUTHERN AV,DORSEY LN,OAK ST,669,6.0,77.5,80.7,2022/03/28 07:00:00+00,Arterial,2022.0,266
1460,SOUTHERN AV,OAK ST,JUNIPER ST,995,6.0,62.7,69.8,2022/03/28 07:00:00+00,Arterial,2022.0,267
1470,SOUTHERN AV,JUNIPER ST,BUTTE AV,323,6.0,73.8,77.3,2022/03/28 07:00:00+00,Arterial,2022.0,268
1480,SOUTHERN AV,BUTTE AV,MCCLINTOCK DR,707,7.0,65.3,70.6,2022/03/28 07:00:00+00,Arterial,2022.0,269
1490,SOUTHERN AV,MCCLINTOCK DR,LAGUNA DR,707,6.0,43.5,47.7,2022/03/28 07:00:00+00,Arterial,2022.0,270
1500,SOUTHERN AV,LAGUNA DR,KACHINA DR,126,6.0,46.7,50.8,2022/03/28 07:00:00+00,Arterial,2022.0,271
1510,SOUTHERN AV,KACHINA DR,LOS FELIZ DR,507,6.0,35.7,39.7,2022/03/28 07:00:00+00,Arterial,2022.0,272
1520,SOUTHERN AV,LOS FELIZ DR,HOLBROOK LN,310,6.0,25.7,29.1,2022/03/28 07:00:00+00,Arterial,2022.0,273
1530,SOUTHERN AV,HOLBROOK LN,HAZELTON LN,313,6.0,31.6,35.4,2022/03/28 07:00:00+00,Arterial,2022.0,274
1540,SOUTHERN AV,HAZELTON LN,KENWOOD LN,310,6.0,37.6,41.7,2022/03/28 07:00:00+00,Arterial,2022.0,275
1550,SOUTHERN AV,KENWOOD LN,COUNTRY CLUB WY,410,6.0,34.7,38.6,2022/03/28 07:00:00+00,Arterial,2022.0,276
1560,SOUTHERN AV,COUNTRY CLUB WY,FAIRFIELD DR,533,6.0,37.7,41.7,2022/03/28 07:00:00+00,Arterial,2022.0,277
1570,SOUTHERN AV,FAIRFIELD DR,RIVER DR,836,6.0,34.5,38.4,2022/03/28 07:00:00+00,Arterial,2022.0,278
1580,SOUTHERN AV,RIVER DR,PRICE FREEWAY,1379,6.0,43.3,47.5,2022/03/28 07:00:00+00,Arterial,2022.0,279
1590,SOUTHERN AV,PRICE FREEWAY,GEORGE DR,1289,6.0,54.0,58.0,2022/03/28 07:00:00+00,Arterial,2022.0,280
1600,SOUTHERN AV,GEORGE DR,LEBANON LN,385,6.0,34.1,38.1,2022/03/28 07:00:00+00,Arterial,2022.0,281
1610,SOUTHERN AV,LEBANON LN,ALLRED DR,333,6.0,40.4,44.5,2022/03/28 07:00:00+00,Arterial,2022.0,282
1620,SOUTHERN AV,ALLRED DR,BIRCHETTE DR,323,6.0,40.5,44.6,2022/03/28 07:00:00+00,Arterial,2022.0,283
1630,SOUTHERN AV,BIRCHETTE DR,EVERGREEN RD,339,6.0,40.6,44.8,2022/03/28 07:00:00+00,Arterial,2022.0,284
1640,SOUTHERN AV,EVERGREEN RD,CITY LIMIT,1016,6.0,73.6,76.5,2022/03/28 07:00:00+00,Arterial,2022.0,285
1650,BROADWAY RD EB, 48TH ST,I-10,1943,3.0,74.3,76.7,2022/03/28 07:00:00+00,Arterial,2022.0,286
50531,TERRACE RD,RURAL RD,ORANGE ST,1257,3.0,70.6,73.3,2022/03/28 07:00:00+00,Arterial,2022.0,287
1660,BROADWAY RD EB,I-10,52ND ST,2184,6.0,64.8,69.2,2022/03/28 07:00:00+00,Arterial,2022.0,288
1665,BROADWAY RD EB,52ND ST,PRIEST DR,1547,6.0,62.6,67.5,2022/03/28 07:00:00+00,Arterial,2022.0,289
1670,BROADWAY RD,PRIEST DR,CUTLER DR,762,5.0,65.6,69.8,2022/03/28 07:00:00+00,Arterial,2022.0,290
1680,BROADWAY RD,CUTLER DR,BECK AV,972,6.0,61.6,66.9,2022/03/28 07:00:00+00,Arterial,2022.0,291
1690,BROADWAY RD,BECK AV,HARDY DR,969,6.0,68.4,72.3,2022/03/28 07:00:00+00,Arterial,2022.0,292
1700,BROADWAY RD,HARDY DR, 19TH ST,679,6.0,88.5,88.5,2022/07/18 07:00:00+00,Arterial,2022.0,293
1710,BROADWAY RD, 19TH ST,ROOSEVELT ST,675,6.0,91.3,91.3,2022/07/18 07:00:00+00,Arterial,2022.0,294
1720,BROADWAY RD,ROOSEVELT ST,FARMER AV,1226,6.0,90.2,90.2,2022/07/18 07:00:00+00,Arterial,2022.0,295
1730,BROADWAY RD,FARMER AV,DATELAND DR,616,6.0,88.2,88.2,2022/07/18 07:00:00+00,Arterial,2022.0,296
1740,BROADWAY RD,DATELAND DR,MILL AV,675,6.0,88.4,88.4,2022/07/18 07:00:00+00,Arterial,2022.0,297
1750,BROADWAY RD,MILL AV,ENCANTO DR,482,5.0,70.4,73.6,2022/03/28 07:00:00+00,Arterial,2022.0,298
1760,BROADWAY RD,ENCANTO DR,FOREST AV,730,5.0,76.6,79.7,2022/03/28 07:00:00+00,Arterial,2022.0,299
1770,BROADWAY RD,FOREST AV,COLLEGE AV,330,5.0,71.3,74.5,2022/03/28 07:00:00+00,Arterial,2022.0,300
2270,APACHE BL,OAK ST,ELM ST,559,4.0,74.0,76.6,2022/03/26 07:00:00+00,Arterial,2022.0,301
2280,APACHE BL,ELM ST,MCCLINTOCK DR,1049,4.0,77.2,79.4,2022/03/26 07:00:00+00,Arterial,2022.0,302
2290,APACHE BL,MCCLINTOCK DR,MARTIN LN,2352,4.0,72.2,74.9,2022/03/26 07:00:00+00,Arterial,2022.0,303
2300,APACHE BL,MARTIN LN,SMITH RD,346,4.0,75.7,78.1,2022/03/26 07:00:00+00,Arterial,2022.0,304
2310,APACHE BL,SMITH RD,RIVER DR,1336,4.0,70.6,73.4,2022/03/26 07:00:00+00,Arterial,2022.0,305
2320,APACHE BL,RIVER DR,PRICE FREEWAY,1359,4.0,73.7,76.3,2022/03/26 07:00:00+00,Arterial,2022.0,306
2330,APACHE BL,PRICE FREEWAY,LEBANON LN,1752,4.0,75.9,78.3,2022/03/26 07:00:00+00,Arterial,2022.0,307
2340,APACHE BL,LEBANON LN,EVERGREEN RD,392,4.0,79.3,81.4,2022/03/26 07:00:00+00,Arterial,2022.0,308
2350,APACHE BL,EVERGREEN RD,CITY LIMITS,600,2.0,78.1,80.2,2022/03/26 07:00:00+00,Arterial,2022.0,309
2360,UNIVERSITY DR,HOHOKAM EXPY, 48TH ST,589,6.0,52.8,59.3,2022/03/27 07:00:00+00,Arterial,2022.0,310
2370,UNIVERSITY DR, 48TH ST,PARK LN,495,5.0,69.3,73.2,2022/03/27 07:00:00+00,Arterial,2022.0,311
2380,UNIVERSITY DR,PARK LN,MADISON DR,416,5.0,77.0,79.9,2022/03/27 07:00:00+00,Arterial,2022.0,312
2390,UNIVERSITY DR,MADISON DR,HOHOKAM DR,482,5.0,76.1,79.2,2022/03/27 07:00:00+00,Arterial,2022.0,313
2400,UNIVERSITY DR,HOHOKAM DR, 52ND ST,692,5.0,73.4,76.9,2022/03/27 07:00:00+00,Arterial,2022.0,314
2410,UNIVERSITY DR, 52ND ST,EDWARD DR,1056,5.0,78.7,81.5,2022/03/27 07:00:00+00,Arterial,2022.0,315
2420,UNIVERSITY DR,EDWARD DR,LINDON LN,310,5.0,79.4,82.1,2022/03/27 07:00:00+00,Arterial,2022.0,316
2430,UNIVERSITY DR,LINDON LN,ALBERT AV,769,5.0,78.6,81.3,2022/03/27 07:00:00+00,Arterial,2022.0,317
2440,UNIVERSITY DR,ALBERT AV,PRIEST DR,585,5.0,78.4,81.2,2022/03/27 07:00:00+00,Arterial,2022.0,318
2450,UNIVERSITY DR,PRIEST DR,MARGO DR,726,5.0,75.4,78.5,2022/03/27 07:00:00+00,Arterial,2022.0,319
2460,UNIVERSITY DR,MARGO DR,STARLEY DR,259,5.0,75.9,78.9,2022/03/27 07:00:00+00,Arterial,2022.0,320
2470,UNIVERSITY DR,STARLEY DR,BECK AV,403,5.0,74.6,77.8,2022/03/27 07:00:00+00,Arterial,2022.0,321
2480,UNIVERSITY DR,BECK AV,HARDY DR,1336,5.0,79.0,81.8,2022/03/27 07:00:00+00,Arterial,2022.0,322
2490,UNIVERSITY DR,HARDY DR,MCKEMY ST,707,5.0,73.8,77.2,2022/03/27 07:00:00+00,Arterial,2022.0,323
2500,UNIVERSITY DR,MCKEMY ST,MITCHELL DR,630,5.0,74.4,77.7,2022/03/27 07:00:00+00,Arterial,2022.0,324
2510,UNIVERSITY DR,MITCHELL DR,ROOSEVELT ST,213,5.0,71.3,75.0,2022/03/27 07:00:00+00,Arterial,2022.0,325
2520,UNIVERSITY DR,ROOSEVELT ST,WILSON ST,475,5.0,70.2,74.0,2022/03/27 07:00:00+00,Arterial,2022.0,326
2530,UNIVERSITY DR,WILSON ST,FARMER AV,466,5.0,69.1,73.0,2022/03/27 07:00:00+00,Arterial,2022.0,327
2540,UNIVERSITY DR,FARMER AV,ASH AV,592,5.0,45.3,50.1,2022/03/27 07:00:00+00,Arterial,2022.0,328
2550,UNIVERSITY DR,ASH AV,MAPLE AV,352,5.0,80.8,80.8,2022/03/27 07:00:00+00,Arterial,2022.0,329
2560,UNIVERSITY DR,MAPLE AV,MILL AV,395,5.0,84.7,84.7,2022/03/27 07:00:00+00,Arterial,2022.0,330
2570,UNIVERSITY DR,MILL AV,MYRTLE AV,575,5.0,50.1,54.8,2022/03/27 07:00:00+00,Arterial,2022.0,331
2580,UNIVERSITY DR,MYRTLE AV,FOREST AV,472,5.0,46.8,51.7,2022/03/27 07:00:00+00,Arterial,2022.0,332
2590,UNIVERSITY DR,FOREST AV,COLLEGE AV,530,5.0,37.7,42.5,2022/03/27 07:00:00+00,Arterial,2022.0,333
2600,UNIVERSITY DR,COLLEGE AV,MCALLISTER AV,1892,5.0,41.7,46.6,2022/03/27 07:00:00+00,Arterial,2022.0,334
2610,UNIVERSITY DR,MCALLISTER AV,ALPHA DR,375,5.0,49.8,54.4,2022/03/27 07:00:00+00,Arterial,2022.0,335
2620,UNIVERSITY DR,ALPHA DR,RURAL RD,443,5.0,82.4,84.5,2022/03/27 07:00:00+00,Arterial,2022.0,336
2630,UNIVERSITY DR,RURAL RD,TERRACE DR,1079,5.0,75.9,78.9,2022/03/27 07:00:00+00,Arterial,2022.0,337
2640,UNIVERSITY DR,TERRACE DR,DORSEY LN,1626,5.0,61.3,65.7,2022/03/27 07:00:00+00,Arterial,2022.0,338
2650,UNIVERSITY DR,DORSEY LN,MCCLINTOCK DR,2710,5.0,61.5,65.9,2022/03/27 07:00:00+00,Arterial,2022.0,339
2660,UNIVERSITY DR,MCCLINTOCK DR,CASITAS DR,556,5.0,63.1,67.3,2022/03/27 07:00:00+00,Arterial,2022.0,340
2670,UNIVERSITY DR,CASITAS DR,HACIENDA DR,326,5.0,67.0,71.0,2022/03/27 07:00:00+00,Arterial,2022.0,341
2680,UNIVERSITY DR,HACIENDA DR,MELODY LN,246,5.0,65.7,69.9,2022/03/27 07:00:00+00,Arterial,2022.0,342
2690,UNIVERSITY DR,MELODY LN,PERRY LN,216,5.0,62.1,66.5,2022/03/27 07:00:00+00,Arterial,2022.0,343
2700,UNIVERSITY DR,PERRY LN,SMITH RD,1346,5.0,62.8,67.1,2022/03/27 07:00:00+00,Arterial,2022.0,344
2710,UNIVERSITY DR,SMITH RD,DORSEY LN,762,5.0,64.3,68.6,2022/03/27 07:00:00+00,Arterial,2022.0,345
2720,UNIVERSITY DR,DORSEY LN,RIVER DR,592,5.0,67.4,71.3,2022/03/27 07:00:00+00,Arterial,2022.0,346
2730,UNIVERSITY DR,RIVER DR,RIVER DR,262,5.0,57.3,62.0,2022/03/27 07:00:00+00,Arterial,2022.0,347
2740,UNIVERSITY DR,RIVER DR,LOLA LN,416,5.0,68.2,72.1,2022/03/27 07:00:00+00,Arterial,2022.0,348
2750,UNIVERSITY DR,LOLA LN,PRICE FREEWAY,679,6.0,54.8,59.6,2022/03/27 07:00:00+00,Arterial,2022.0,349
2760,UNIVERSITY DR,PRICE FREEWAY,GEORGE DR,1389,5.0,55.9,59.8,2022/03/27 07:00:00+00,Arterial,2022.0,350
601,ELLIOT RD,S PRICE RD,RIVER PARKWAY,1069,2.0,83.6,83.6,2022/03/27 07:00:00+00,Arterial,2022.0,351
3350,RIO SALADO PARKWAY,MILL AV,SCOTTSDALE RD,4556,2.0,96.1,96.1,2022/04/29 07:00:00+00,Arterial,2022.0,352
32091,ARIZONA MILLS S,S ARIZONA MILLS CR,BASELINE RD,373,2.0,85.5,85.5,2022/03/27 07:00:00+00,Arterial,2022.0,353
3360,RIO SALADO PARKWAY,SCOTTSDALE RD,MCCLINTOCK DR,5456,2.0,55.3,59.0,2022/03/27 07:00:00+00,Arterial,2022.0,354
32141,DARROW DR,S ARIZONA MILLS CR,PRIEST DR,282,2.0,53.6,57.5,2022/03/27 07:00:00+00,Arterial,2022.0,355
3370,RIO SALADO PARKWAY,MCCLINTOCK DR,INDUSTRIAL DR,889,2.0,76.5,79.0,2022/03/27 07:00:00+00,Arterial,2022.0,356
32160,ARIZONA MILLS E,S ARIZONA MILLS CR,PRIEST DR,254,2.0,74.1,76.9,2022/03/27 07:00:00+00,Arterial,2022.0,357
3380,RIO SALADO PARKWAY,INDUSTRIAL DR,PERRY LN,452,2.0,75.3,78.1,2022/03/27 07:00:00+00,Arterial,2022.0,358
32161,ARIZONA MILLS E,PRIEST DR,S ARIZONA MILLS CR,266,2.0,68.2,71.7,2022/03/27 07:00:00+00,Arterial,2022.0,359
3390,RIO SALADO PARKWAY,PERRY LN,SMITH RD,1352,2.0,72.7,75.6,2022/03/27 07:00:00+00,Arterial,2022.0,360
1651,BROADWAY RD EB,I-10, 48TH ST,1975,2.0,67.6,71.1,2022/03/27 07:00:00+00,Arterial,2022.0,361
3400,RIO SALADO PARKWAY,SMITH RD,CLARK DR,530,2.0,73.8,76.4,2022/03/27 07:00:00+00,Arterial,2022.0,362
1831,BROADWAY RD,JEN TILLY LN,RURAL RD,795,2.0,73.1,75.8,2022/03/27 07:00:00+00,Arterial,2022.0,363
3410,RIO SALADO PARKWAY,CLARK DR,ROCKFORD DR,539,2.0,74.4,77.1,2022/03/27 07:00:00+00,Arterial,2022.0,364
1841,BROADWAY RD,TERRACE RD,JEN TILLY LN,349,2.0,72.7,75.4,2022/03/27 07:00:00+00,Arterial,2022.0,365
3420,RIO SALADO PARKWAY,ROCKFORD DR,RIVER DR,533,2.0,66.5,69.6,2022/03/27 07:00:00+00,Arterial,2022.0,366
1851,BROADWAY RD,DORSEY LN,TERRACE RD,1533,2.0,67.3,70.4,2022/03/27 07:00:00+00,Arterial,2022.0,367
3430,RIO SALADO PARKWAY,RIVER DR,SIESTA LN,539,2.0,65.8,69.0,2022/03/27 07:00:00+00,Arterial,2022.0,368
1861,BROADWAY RD,ELM ST,DORSEY LN,1410,2.0,71.3,74.2,2022/03/27 07:00:00+00,Arterial,2022.0,369
3440,RIO SALADO PARKWAY,SIESTA LN,S PRICE RD,566,2.0,72.4,75.1,2022/03/27 07:00:00+00,Arterial,2022.0,370
1871,BROADWAY RD,MCCLINTOCK DR,ELM ST,1292,2.0,69.3,72.1,2022/03/27 07:00:00+00,Arterial,2022.0,371
3450,RIO SALADO PARKWAY,S PRICE RD,CITY LIMIT,2836,5.0,96.1,96.1,2023/09/01 07:00:00+00,Arterial,2023.0,372
3460,PRIEST DR,RAY RD,W STACEY LN,1362,5.0,60.6,64.3,2022/03/26 07:00:00+00,Arterial,2022.0,373
3470,PRIEST DR,W STACEY LN,W LISA LN,866,5.0,68.1,71.5,2022/03/26 07:00:00+00,Arterial,2022.0,374
3480,PRIEST DR,W LISA LN,W KNOX RD,503,5.0,58.4,62.2,2022/03/26 07:00:00+00,Arterial,2022.0,375
3490,PRIEST DR,W KNOX RD,CAROLINE LN,956,5.0,53.8,57.8,2022/03/26 07:00:00+00,Arterial,2022.0,376
3500,PRIEST DR,CAROLINE LN,GREENTREE DR,716,5.0,61.8,65.5,2022/03/26 07:00:00+00,Arterial,2022.0,377
3510,PRIEST DR,GREENTREE DR,WARNER RD,1043,5.0,59.5,63.2,2022/03/26 07:00:00+00,Arterial,2022.0,378
3520,PRIEST DR,WARNER RD,COMMERCE DR,869,5.0,68.7,72.0,2022/03/26 07:00:00+00,Arterial,2022.0,379
3530,PRIEST DR,COMMERCE DR,RUBY DR,1249,5.0,62.0,65.7,2022/03/26 07:00:00+00,Arterial,2022.0,380
3540,PRIEST DR,RUBY DR,AUTO DR,1975,6.0,42.6,46.7,2022/03/26 07:00:00+00,Arterial,2022.0,381
3550,PRIEST DR,AUTO DR,ELLIOT RD,1352,7.0,38.2,42.2,2022/03/26 07:00:00+00,Arterial,2022.0,382
3560,PRIEST DR,ELLIOT RD,GROVE PARKWAY,936,6.0,75.0,77.4,2022/03/26 07:00:00+00,Collector,2022.0,383
3570,PRIEST DR,GROVE PARKWAY,TODD DR,552,5.0,79.0,81.0,2022/03/26 07:00:00+00,Arterial,2022.0,384
3580,PRIEST DR,TODD DR,DRAKE DR,882,5.0,81.4,83.4,2022/03/26 07:00:00+00,Arterial,2022.0,385
3590,PRIEST DR,DRAKE DR,MINERAL RD,482,5.0,80.7,82.7,2022/03/26 07:00:00+00,Arterial,2022.0,386
3600,PRIEST DR,MINERAL RD,BELL DEL MAR DR,643,5.0,80.3,82.4,2022/03/26 07:00:00+00,Arterial,2022.0,387
3610,PRIEST DR,BELL DEL MAR DR,CITY LIMIT,700,5.0,75.9,78.4,2022/03/26 07:00:00+00,Arterial,2022.0,388
3620,PRIEST DR,CALLE CERRITOS,BASELINE RD,1339,5.0,69.9,72.8,2022/03/28 07:00:00+00,Arterial,2022.0,389
3630,PRIEST DR,BASELINE RD,DARROW DR,1066,6.0,76.2,79.1,2022/03/28 07:00:00+00,Arterial,2022.0,390
3640,PRIEST DR,DARROW DR,ARIZONA MILLS E,1510,7.0,76.5,79.4,2022/03/28 07:00:00+00,Arterial,2022.0,391
