Year,Renewal Due Month,Renewal Processing Timeframe,County,SAWS,Eligibility Financial Method,Renewals Due ,Renewals Completed,Renewals Completed by Due Date,Continued Medi-Cal Eligibility, Auto Ex-Parte, Manual Ex-Parte,Discontinued - Failure to Respond,Discontinued - Over Income (MAGI) / Over property (Non-MAGI),Discontinued - Other Reasons,Reinstated,Annotation Code,Annotation Code Description
2020,2020-11,November 2020 - February 2021,Kings,C-IV,MAGI,"3,264","2,494","2,287","2,463",963,478,0,0,31,6,,
2020,2020-11,November 2020 - February 2021,Lake,C-IV,MAGI,"1,702",925,849,916,578,83,0,0,9,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Lassen,C-IV,MAGI,318,152,152,152,128,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Madera,C-IV,MAGI,"5,375","3,472","3,015","3,443","1,348",477,0,0,29,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Marin,C-IV,MAGI,"2,729","1,559","1,431","1,533",883,199,0,0,26,0,,
2020,2020-11,November 2020 - February 2021,Mariposa,C-IV,MAGI,240,140,121,138,89,5,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Mendocino,C-IV,MAGI,"2,068","1,121","1,083","1,109",767,77,0,0,12,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Merced,C-IV,MAGI,"9,046","6,791","6,189","6,704","2,411",786,0,0,87,13,,
2020,2020-11,November 2020 - February 2021,Modoc,C-IV,MAGI,173,84,84,83,65,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Mono,C-IV,MAGI,226,99,99,96,49,10,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Monterey,C-IV,MAGI,"10,582","7,449","6,793","7,403","1,654",725,0,0,46,18,,
2020,2020-11,November 2020 - February 2021,Napa,C-IV,MAGI,"1,793","1,207","1,125","1,201",519,158,0,0,6,0,,
2020,2020-11,November 2020 - February 2021,Nevada,C-IV,MAGI,"1,807","1,356","1,285","1,339",626,140,0,0,17,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Plumas,C-IV,MAGI,355,231,225,231,193,8,0,0,0,0,,
2020,2020-11,November 2020 - February 2021,Riverside,C-IV,MAGI,"47,734","26,088","25,072","25,891","17,619","1,201",0,0,197,40,,
2020,2020-11,November 2020 - February 2021,San Benito,C-IV,MAGI,"1,088",552,476,544,327,48,0,0,8,7,,
2020,2020-11,November 2020 - February 2021,San Bernardino,C-IV,MAGI,"45,498","31,259","28,314","31,010","16,109","3,247",0,0,249,43,,
2020,2020-11,November 2020 - February 2021,San Joaquin,C-IV,MAGI,"16,360","8,212","7,844","8,137","5,446",386,0,0,75,11,,
2020,2020-11,November 2020 - February 2021,Shasta,C-IV,MAGI,"3,438","2,558","2,439","2,532","1,275",142,0,0,26,8,,
2020,2020-11,November 2020 - February 2021,Sierra,C-IV,MAGI,36,19,19,18,16,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Siskiyou,C-IV,MAGI,818,502,491,500,342,27,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Stanislaus,C-IV,MAGI,"13,505","8,131","7,597","8,047","4,363",620,0,0,84,15,,
2020,2020-11,November 2020 - February 2021,Sutter,C-IV,MAGI,"3,005","2,383","2,112","2,351",757,177,0,0,32,8,,
2020,2020-11,November 2020 - February 2021,Tehama,C-IV,MAGI,"1,693","1,038","1,022","1,015",536,45,0,0,23,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Trinity,C-IV,MAGI,274,152,152,151,120,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Tuolumne,C-IV,MAGI,808,594,531,588,288,41,0,0,6,0,,
2020,2020-11,November 2020 - February 2021,Yuba,C-IV,MAGI,"1,652",985,948,962,560,42,0,0,23,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Alpine,C-IV,NON-MAGI,0,0,0,0,0,0,0,0,0,0,,
2020,2020-11,November 2020 - February 2021,Amador,C-IV,NON-MAGI,82,38,36,37,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Butte,C-IV,NON-MAGI,521,265,210,255,0,13,0,0,10,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Calaveras,C-IV,NON-MAGI,94,32,22,32,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Colusa,C-IV,NON-MAGI,95,42,33,41,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Del Norte,C-IV,NON-MAGI,89,42,40,35,0,0,0,0,7,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,El Dorado,C-IV,NON-MAGI,306,79,71,74,0,,0,0,5,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Glenn,C-IV,NON-MAGI,111,37,32,36,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Humboldt,C-IV,NON-MAGI,378,224,185,223,0,10,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Imperial,C-IV,NON-MAGI,764,462,344,456,0,18,0,0,6,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Inyo,C-IV,NON-MAGI,41,5,5,5,0,0,0,0,0,0,,
2020,2020-11,November 2020 - February 2021,Kern,C-IV,NON-MAGI,"1,773",818,644,795,0,33,0,0,23,7,,
2020,2020-11,November 2020 - February 2021,Kings,C-IV,NON-MAGI,261,182,143,173,0,,0,0,9,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Lake,C-IV,NON-MAGI,276,94,81,93,0,5,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Lassen,C-IV,NON-MAGI,55,18,18,18,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Madera,C-IV,NON-MAGI,293,137,92,135,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Marin,C-IV,NON-MAGI,352,99,82,92,0,,0,0,7,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Mariposa,C-IV,NON-MAGI,,,,,0,0,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Mendocino,C-IV,NON-MAGI,320,124,104,120,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Merced,C-IV,NON-MAGI,836,512,372,506,0,18,0,0,6,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Modoc,C-IV,NON-MAGI,24,8,7,8,0,0,0,0,0,0,,
2020,2020-11,November 2020 - February 2021,Mono,C-IV,NON-MAGI,,,,,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Monterey,C-IV,NON-MAGI,798,355,269,348,0,7,0,0,7,0,,
2020,2020-11,November 2020 - February 2021,Napa,C-IV,NON-MAGI,117,60,50,59,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Nevada,C-IV,NON-MAGI,204,90,73,88,0,9,0,0,,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Plumas,C-IV,NON-MAGI,30,8,6,8,0,0,0,0,0,0,,
2020,2020-11,November 2020 - February 2021,Riverside,C-IV,NON-MAGI,"4,181","1,089",930,"1,050",0,19,0,0,39,7,,
2020,2020-11,November 2020 - February 2021,San Benito,C-IV,NON-MAGI,167,44,34,43,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,San Bernardino,C-IV,NON-MAGI,"4,983","2,525","1,806","2,432",0,87,0,0,93,18,,
2020,2020-11,November 2020 - February 2021,San Joaquin,C-IV,NON-MAGI,"1,642",380,354,363,0,8,0,0,17,0,,
2020,2020-11,November 2020 - February 2021,Shasta,C-IV,NON-MAGI,442,173,154,169,0,6,0,0,,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Sierra,C-IV,NON-MAGI,,,,,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Siskiyou,C-IV,NON-MAGI,126,39,36,39,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Stanislaus,C-IV,NON-MAGI,"1,297",395,332,386,0,19,0,0,9,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Sutter,C-IV,NON-MAGI,433,254,198,247,0,,0,0,7,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Tehama,C-IV,NON-MAGI,240,68,62,67,0,6,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Trinity,C-IV,NON-MAGI,31,8,7,8,0,0,0,0,0,0,,
2020,2020-11,November 2020 - February 2021,Tuolumne,C-IV,NON-MAGI,104,52,23,50,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Yuba,C-IV,NON-MAGI,233,85,80,78,0,0,0,0,7,,1.0,Cell Suppressed For Small Numbers
2020,2020-11,November 2020 - February 2021,Los Angeles,LRS,MAGI,"177,111","108,443","91,877","101,785","70,572",240,76,0,"6,582",64,,
2020,2020-11,November 2020 - February 2021,Los Angeles,LRS,NON-MAGI,"23,549","9,745","5,462","8,319",0,34,57,0,"1,369",10,,
2020,2020-12,December 2020 - March 2021,Alameda,CalWIN,MAGI,"25,989","12,942","11,241","12,354","9,389",42,,51,535,8,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Contra Costa,CalWIN,MAGI,"18,275","9,024","7,768","8,665","6,522",73,0,32,327,0,,
2020,2020-12,December 2020 - March 2021,Fresno,CalWIN,MAGI,"29,848","16,151","14,382","15,668","10,774",133,0,27,456,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Orange,CalWIN,MAGI,"63,616","27,959","25,946","26,960","22,562",132,,115,881,14,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Placer,CalWIN,MAGI,"4,792","3,057","2,679","2,944","1,981",204,0,11,102,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Sacramento,CalWIN,MAGI,"37,746","18,268","16,516","17,609","14,642",62,,59,596,49,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Diego ,CalWIN,MAGI,"52,501","30,271","27,704","29,173","20,602",308,,76,"1,021",18,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Francisco,CalWIN,MAGI,"13,716","8,554","7,704","8,222","5,677",185,0,15,317,8,,
2020,2020-12,December 2020 - March 2021,San Luis Obispo,CalWIN,MAGI,"4,588","2,114","1,901","1,978","1,559",12,0,,133,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Mateo,CalWIN,MAGI,"8,376","3,477","3,027","3,264","2,299",42,0,5,208,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Santa Barbara,CalWIN,MAGI,"9,560","5,177","4,355","4,991","3,098",67,0,10,176,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Santa Clara,CalWIN,MAGI,"25,577","13,549","12,346","13,052","9,346",90,0,29,468,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Santa Cruz,CalWIN,MAGI,"5,566","3,504","3,060","3,387","2,021",45,0,7,110,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Solano,CalWIN,MAGI,"7,619","3,748","3,407","3,590","2,850",22,0,7,151,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Sonoma,CalWIN,MAGI,"6,362","3,391","3,114","3,267","2,530",41,0,15,109,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Tulare,CalWIN,MAGI,"15,436","7,312","6,212","7,086","5,320",35,0,8,218,24,,
2020,2020-12,December 2020 - March 2021,Ventura,CalWIN,MAGI,"15,246","9,708","7,754","9,420","5,521",85,0,38,250,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Yolo,CalWIN,MAGI,"3,521","1,673","1,495","1,575","1,228",23,0,6,92,0,,
2020,2020-12,December 2020 - March 2021,Alameda,CalWIN,NON-MAGI,"3,532",782,412,615,0,6,0,,164,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Contra Costa,CalWIN,NON-MAGI,"2,078",740,341,641,0,,0,,97,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Fresno,CalWIN,NON-MAGI,"2,761","1,030",849,862,0,6,0,,164,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Orange,CalWIN,NON-MAGI,"6,752",860,570,570,0,6,0,,288,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Placer,CalWIN,NON-MAGI,562,239,156,207,0,0,0,0,32,0,,
2020,2020-12,December 2020 - March 2021,Sacramento,CalWIN,NON-MAGI,"3,481",486,300,316,0,18,0,,169,6,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Diego ,CalWIN,NON-MAGI,"5,313","1,421","1,007","1,175",0,29,,,241,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Francisco,CalWIN,NON-MAGI,"2,466",367,229,274,0,,0,0,93,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Luis Obispo,CalWIN,NON-MAGI,532,74,46,34,0,,0,0,40,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Mateo,CalWIN,NON-MAGI,"1,325",96,57,31,0,,0,,64,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Santa Barbara,CalWIN,NON-MAGI,796,211,113,173,0,8,0,0,38,0,,
2020,2020-12,December 2020 - March 2021,Santa Clara,CalWIN,NON-MAGI,"4,056","2,279","1,945","2,107",0,8,0,,169,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Santa Cruz,CalWIN,NON-MAGI,426,106,64,88,0,,0,0,18,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Solano,CalWIN,NON-MAGI,924,87,50,39,0,,0,,46,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Sonoma,CalWIN,NON-MAGI,543,125,60,93,0,,0,0,32,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Tulare,CalWIN,NON-MAGI,"1,206",218,112,165,0,11,0,0,53,0,,
2020,2020-12,December 2020 - March 2021,Ventura,CalWIN,NON-MAGI,"1,629",820,440,750,0,,0,,67,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Yolo,CalWIN,NON-MAGI,374,42,25,22,0,0,0,0,20,0,,
2020,2020-12,December 2020 - March 2021,Alpine,C-IV,MAGI,29,24,24,24,20,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Amador,C-IV,MAGI,663,369,364,361,230,20,0,0,8,0,,
2020,2020-12,December 2020 - March 2021,Butte,C-IV,MAGI,"4,744","3,201","2,990","3,173","1,864",295,0,0,28,8,,
2020,2020-12,December 2020 - March 2021,Calaveras,C-IV,MAGI,897,609,566,599,392,53,0,0,10,5,,
2020,2020-12,December 2020 - March 2021,Colusa,C-IV,MAGI,750,417,394,416,209,72,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Del Norte,C-IV,MAGI,668,495,460,487,289,34,0,0,8,0,,
2020,2020-12,December 2020 - March 2021,El Dorado,C-IV,MAGI,"2,902","1,609","1,552","1,576","1,239",33,0,0,33,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Glenn,C-IV,MAGI,938,457,443,454,246,7,0,0,,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Humboldt,C-IV,MAGI,"4,017","3,214","3,030","3,186","1,287",249,0,0,28,10,,
2020,2020-12,December 2020 - March 2021,Imperial,C-IV,MAGI,"6,528","5,052","4,689","4,996","2,215",401,0,0,56,14,,
2020,2020-12,December 2020 - March 2021,Inyo,C-IV,MAGI,469,226,219,223,168,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Kern,C-IV,MAGI,"31,284","19,737","18,410","19,528","10,964","2,233",0,0,209,34,,
2020,2020-12,December 2020 - March 2021,Kings,C-IV,MAGI,"4,751","3,800","3,378","3,764","1,495",745,0,0,36,16,,
2020,2020-12,December 2020 - March 2021,Lake,C-IV,MAGI,"1,957","1,159","1,073","1,147",703,133,0,0,12,7,,
2020,2020-12,December 2020 - March 2021,Lassen,C-IV,MAGI,443,250,246,242,189,9,0,0,8,0,,
2020,2020-12,December 2020 - March 2021,Madera,C-IV,MAGI,"6,074","3,812","3,439","3,787","1,739",523,0,0,25,0,,
2020,2020-12,December 2020 - March 2021,Marin,C-IV,MAGI,"3,311","1,920","1,775","1,907",995,276,0,0,13,0,,
2020,2020-12,December 2020 - March 2021,Mariposa,C-IV,MAGI,356,235,223,235,165,13,0,0,0,0,,
2020,2020-12,December 2020 - March 2021,Mendocino,C-IV,MAGI,"2,864","1,558","1,447","1,536","1,083",65,0,0,22,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Merced,C-IV,MAGI,"11,273","8,154","7,366","8,077","3,037",924,0,0,77,12,,
2020,2020-12,December 2020 - March 2021,Modoc,C-IV,MAGI,286,126,124,125,87,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Mono,C-IV,MAGI,318,139,139,139,83,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Monterey,C-IV,MAGI,"14,886","10,524","9,636","10,471","2,373","1,258",0,0,53,14,,
2020,2020-12,December 2020 - March 2021,Napa,C-IV,MAGI,"2,449","1,608","1,502","1,599",696,200,0,0,9,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Nevada,C-IV,MAGI,"2,274","1,633","1,589","1,610",790,168,0,0,23,5,,
2020,2020-12,December 2020 - March 2021,Plumas,C-IV,MAGI,454,308,302,307,242,7,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Riverside,C-IV,MAGI,"61,177","34,517","33,404","34,316","24,436","1,895",0,,200,25,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Benito,C-IV,MAGI,"1,319",754,662,740,468,70,0,0,14,5,,
2020,2020-12,December 2020 - March 2021,San Bernardino,C-IV,MAGI,"59,275","41,459","37,524","41,186","22,786","4,247",,0,272,72,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Joaquin,C-IV,MAGI,"22,029","11,097","10,775","10,993","7,921",361,0,0,104,12,,
2020,2020-12,December 2020 - March 2021,Shasta,C-IV,MAGI,"4,274","3,186","2,991","3,162","1,638",207,0,0,24,10,,
2020,2020-12,December 2020 - March 2021,Sierra,C-IV,MAGI,48,30,28,30,23,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Siskiyou,C-IV,MAGI,969,627,611,627,416,25,0,0,0,0,,
2020,2020-12,December 2020 - March 2021,Stanislaus,C-IV,MAGI,"15,674","9,439","8,847","9,347","5,418",650,0,0,92,8,,
2020,2020-12,December 2020 - March 2021,Sutter,C-IV,MAGI,"3,808","2,968","2,587","2,943","1,024",201,0,0,25,9,,
2020,2020-12,December 2020 - March 2021,Tehama,C-IV,MAGI,"1,971","1,194","1,176","1,177",671,53,0,0,17,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Trinity,C-IV,MAGI,378,227,219,225,179,8,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Tuolumne,C-IV,MAGI,"1,068",767,711,765,373,49,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Yuba,C-IV,MAGI,"2,148","1,204","1,169","1,190",787,34,0,0,14,6,,
2020,2020-12,December 2020 - March 2021,Alpine,C-IV,NON-MAGI,,,,6,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Amador,C-IV,NON-MAGI,107,73,65,68,0,,0,0,5,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Butte,C-IV,NON-MAGI,571,403,344,392,0,31,0,0,11,0,,
2020,2020-12,December 2020 - March 2021,Calaveras,C-IV,NON-MAGI,102,81,68,81,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Colusa,C-IV,NON-MAGI,115,76,57,74,0,7,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Del Norte,C-IV,NON-MAGI,86,70,67,68,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,El Dorado,C-IV,NON-MAGI,272,158,140,155,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Glenn,C-IV,NON-MAGI,184,113,104,111,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Humboldt,C-IV,NON-MAGI,443,310,252,294,0,15,0,0,16,5,,
2020,2020-12,December 2020 - March 2021,Imperial,C-IV,NON-MAGI,"1,028",784,637,774,0,27,0,0,10,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Inyo,C-IV,NON-MAGI,60,44,41,40,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Kern,C-IV,NON-MAGI,"2,097","1,493","1,261","1,473",0,62,0,0,20,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Kings,C-IV,NON-MAGI,343,284,218,280,0,5,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Lake,C-IV,NON-MAGI,297,209,185,206,0,10,0,0,,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Lassen,C-IV,NON-MAGI,71,44,42,43,0,0,0,0,,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Madera,C-IV,NON-MAGI,375,270,203,268,0,5,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Marin,C-IV,NON-MAGI,363,220,190,220,0,6,0,0,0,0,,
2020,2020-12,December 2020 - March 2021,Mariposa,C-IV,NON-MAGI,44,28,26,28,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Mendocino,C-IV,NON-MAGI,366,245,214,243,0,14,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Merced,C-IV,NON-MAGI,914,666,498,658,0,48,0,0,8,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Modoc,C-IV,NON-MAGI,35,24,21,20,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Mono,C-IV,NON-MAGI,19,5,5,5,0,0,0,0,0,0,,
2020,2020-12,December 2020 - March 2021,Monterey,C-IV,NON-MAGI,964,568,455,567,0,27,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Napa,C-IV,NON-MAGI,113,66,56,66,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Nevada,C-IV,NON-MAGI,209,175,146,171,0,16,0,0,,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Plumas,C-IV,NON-MAGI,41,33,31,31,0,,0,0,,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Riverside,C-IV,NON-MAGI,"4,978","2,886","2,476","2,834",0,95,0,0,52,,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Benito,C-IV,NON-MAGI,146,93,82,92,0,11,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,San Bernardino,C-IV,NON-MAGI,"5,998","3,967","2,873","3,846",0,261,0,0,121,10,,
2020,2020-12,December 2020 - March 2021,San Joaquin,C-IV,NON-MAGI,"2,156","1,224","1,102","1,190",0,11,0,0,34,9,,
2020,2020-12,December 2020 - March 2021,Shasta,C-IV,NON-MAGI,444,306,248,298,0,5,0,0,8,0,,
2020,2020-12,December 2020 - March 2021,Sierra,C-IV,NON-MAGI,14,12,10,12,0,0,0,0,0,0,,
2020,2020-12,December 2020 - March 2021,Siskiyou,C-IV,NON-MAGI,133,92,80,90,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Stanislaus,C-IV,NON-MAGI,"1,345",806,721,795,0,35,0,0,11,0,,
2020,2020-12,December 2020 - March 2021,Sutter,C-IV,NON-MAGI,557,394,271,389,0,11,0,0,5,0,,
2020,2020-12,December 2020 - March 2021,Tehama,C-IV,NON-MAGI,177,123,119,121,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2020,2020-12,December 2020 - March 2021,Trinity,C-IV,NON-MAGI,37,32,30,32,0,0,0,0,0,0,,
2020,2020-12,December 2020 - March 2021,Tuolumne,C-IV,NON-MAGI,155,102,61,102,0,14,0,0,0,0,,
2020,2020-12,December 2020 - March 2021,Yuba,C-IV,NON-MAGI,271,186,160,179,0,15,0,0,7,0,,
2020,2020-12,December 2020 - March 2021,Los Angeles,LRS,MAGI,"241,350","174,538","140,360","167,083","98,623",411,93,0,"5,961",91,,
2020,2020-12,December 2020 - March 2021,Los Angeles,LRS,NON-MAGI,"30,884","20,559","11,988","18,481",0,28,72,0,"2,006",18,,
2021,2021-01,January 2021 - April 2021,Alameda,CalWIN,MAGI,"19,367","9,487","8,274","9,018","6,621",47,,40,428,18,1.0,Cell Suppressed For Small Numbers
2021,2021-01,January 2021 - April 2021,Contra Costa,CalWIN,MAGI,"13,873","6,379","5,240","6,140","4,239",41,0,14,225,,1.0,Cell Suppressed For Small Numbers
2021,2021-01,January 2021 - April 2021,Fresno,CalWIN,MAGI,"25,591","13,608","12,261","13,192","8,827",149,5,25,386,6,,
2021,2021-01,January 2021 - April 2021,Orange,CalWIN,MAGI,"49,528","20,026","18,248","19,275","15,466",92,0,72,679,9,,
2021,2021-01,January 2021 - April 2021,Placer,CalWIN,MAGI,"3,479","2,406","2,030","2,322","1,363",249,0,,82,,1.0,Cell Suppressed For Small Numbers
2021,2021-01,January 2021 - April 2021,Sacramento,CalWIN,MAGI,"26,373","13,197","11,858","12,668","10,414",46,,42,486,23,1.0,Cell Suppressed For Small Numbers
