"**Please note** 2021 data in columns H, K, R, and U are populated with 2020 data until current data is released.  ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
File Name,File Version,Update Date,Region Code,State Code,Date Type,Date,Population age 18-64*,SSA Disability Beneficiaries  age 18-64*,Percent of Adult Population Receiving SSA Adult Disability Benefits,Eligible Adult Population*,Adult Receipts,Eligible Adult Population Filing Rate,Favorable Adult Determinations,Eligible Adult Population Allowance Rate,All Adult Determinations,Adult Favorable  Determination Rate,Population under age 18*,SSI Disabled Child (DC) Beneficiaries*,Percent of Population under age 18 Receiving SSI DC Benefits,Eligible Child Population*,SSI Disabled Child (DC) Receipts,Eligible Child Population Filing Rate,Favorable SSI Child (DC) Determinations,Eligible Child Population Allowance Rate,All SSI Disabled Child Determinations,SSI Disabled Child Allowance Rate,All Determinations,All Favorable Determinations,Favorable Determination Rate
SSA-SA-FYWL.csv,2,3/13/2023,KCM,IA ,FY,2005,1808351,84990,4.70,1723361,19355,1.12,5789,0.34,18631,31.07,709613,6874,0.97,702739,3061,0.44,1426,0.20,3094,46.09,21725,7215,33.21
SSA-SA-FYWL.csv,2,3/13/2023,SEA,ID ,FY,2005,870743,41426,4.76,829317,9499,1.15,3506,0.42,9495,36.92,389396,4068,1.04,385328,1429,0.37,890,0.23,1440,61.81,10935,4396,40.20
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IL ,FY,2005,7973467,373650,4.69,7599817,79318,1.04,27368,0.36,83507,32.77,3206857,44415,1.39,3162442,19235,0.61,6967,0.22,20408,34.14,103915,34335,33.04
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IN ,FY,2005,3896924,201789,5.18,3695135,46077,1.25,13919,0.38,46402,30.00,1575597,20649,1.31,1554948,9145,0.59,3533,0.23,9213,38.35,55615,17452,31.38
SSA-SA-FYWL.csv,2,3/13/2023,KCM,KS ,FY,2005,1689569,75343,4.46,1614226,18952,1.17,5271,0.33,19202,27.45,696502,7017,1.01,689485,3088,0.45,1343,0.19,3071,43.73,22273,6614,29.70
SSA-SA-FYWL.csv,2,3/13/2023,ATL,KY ,FY,2005,2643196,262459,9.93,2380737,47453,1.99,13144,0.55,47117,27.90,995497,26678,2.68,968819,9682,1.00,4262,0.44,9597,44.41,56714,17406,30.69
SSA-SA-FYWL.csv,2,3/13/2023,DAL,LA ,FY,2005,2802464,193871,6.92,2608593,48027,1.84,16550,0.63,47380,34.93,1162140,27455,2.36,1134685,15392,1.36,5461,0.48,15766,34.64,63146,22011,34.86
SSA-SA-FYWL.csv,2,3/13/2023,BOS,MA ,FY,2005,4118474,239240,5.81,3879234,44697,1.15,19902,0.51,43974,45.26,1460945,17909,1.23,1443036,7162,0.50,3614,0.25,7008,51.57,50982,23516,46.13
SSA-SA-FYWL.csv,2,3/13/2023,PHL,MD ,FY,2005,3558084,141896,3.99,3416188,35644,1.04,11434,0.33,33754,33.87,1375238,14692,1.07,1360546,5319,0.39,2174,0.16,4854,44.79,38608,13608,35.25
SSA-SA-FYWL.csv,2,3/13/2023,BOS,ME ,FY,2005,833288,64715,7.77,768573,10990,1.43,3982,0.52,10634,37.45,286996,3361,1.17,283635,1204,0.42,571,0.20,1120,50.98,11754,4553,38.74
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MI ,FY,2005,6327664,374980,5.93,5952684,85260,1.43,25895,0.44,85529,30.28,2510099,37491,1.49,2472608,16965,0.69,6118,0.25,17143,35.69,102672,32013,31.18
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MN ,FY,2005,3224473,130919,4.06,3093554,27644,0.89,10209,0.33,26317,38.79,1260916,10543,0.84,1250373,4600,0.37,2210,0.18,4265,51.82,30582,12419,40.61
SSA-SA-FYWL.csv,2,3/13/2023,KCM,MO ,FY,2005,3595128,227467,6.33,3367661,52503,1.56,14319,0.43,51979,27.55,1418051,19436,1.37,1398615,8121,0.58,3011,0.22,7966,37.80,59945,17330,28.91
SSA-SA-FYWL.csv,2,3/13/2023,ATL,MS ,FY,2005,1777239,167023,9.40,1610216,34053,2.11,8609,0.53,32777,26.27,763498,22482,2.94,741016,10974,1.48,3157,0.43,11181,28.24,43958,11766,26.77
SSA-SA-FYWL.csv,2,3/13/2023,DEN,MT ,FY,2005,586744,29209,4.98,557535,6119,1.10,1898,0.34,6096,31.14,219445,1957,0.89,217488,759,0.35,382,0.18,764,50.00,6860,2280,33.24
SSA-SA-FYWL.csv,2,3/13/2023,ATL,NC ,FY,2005,5496674,344135,6.26,5152539,74647,1.45,22429,0.44,75014,29.90,2111366,36756,1.74,2074610,14783,0.71,5706,0.28,14760,38.66,89774,28135,31.34
SSA-SA-FYWL.csv,2,3/13/2023,DEN,ND ,FY,2005,396987,15633,3.94,381354,3137,0.82,856,0.22,2800,30.57,145345,952,0.65,144393,434,0.30,171,0.12,400,42.75,3200,1027,32.09
SSA-SA-FYWL.csv,2,3/13/2023,KCM,NE ,FY,2005,1073969,45436,4.23,1028533,11102,1.08,3470,0.34,11288,30.74,444167,3467,0.78,440700,1620,0.37,689,0.16,1656,41.61,12944,4159,32.13
SSA-SA-FYWL.csv,2,3/13/2023,BOS,NH ,FY,2005,835293,41579,4.98,793714,7351,0.93,4486,0.57,7399,60.63,305047,1806,0.59,303241,715,0.24,410,0.14,693,59.16,8092,4896,60.50
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NJ ,FY,2005,5414101,226954,4.19,5187147,38500,0.74,19734,0.38,40338,48.92,2096674,21944,1.05,2074730,7278,0.35,3804,0.18,7670,49.60,48008,23538,49.03
SSA-SA-FYWL.csv,2,3/13/2023,DAL,NM ,FY,2005,1180575,71030,6.02,1109545,15558,1.40,6319,0.57,15339,41.20,496911,7180,1.44,489731,2339,0.48,1398,0.29,2411,57.98,17750,7717,43.48
SSA-SA-FYWL.csv,2,3/13/2023,SFO,NV ,FY,2005,1517145,60584,3.99,1456561,14147,0.97,5812,0.40,13090,44.40,616066,5903,0.96,610163,2094,0.34,1055,0.17,1913,55.15,15003,6867,45.77
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NY ,FY,2005,12265769,699691,5.70,11566078,134005,1.16,55682,0.48,133287,41.78,4543337,71586,1.58,4471751,25656,0.57,10633,0.24,25137,42.30,158424,66315,41.86
SSA-SA-FYWL.csv,2,3/13/2023,CHI,OH ,FY,2005,7131821,401612,5.63,6730209,92412,1.37,26863,0.40,96711,27.78,2791962,42501,1.52,2749461,18926,0.69,6538,0.24,20397,32.05,117108,33401,28.52
SSA-SA-FYWL.csv,2,3/13/2023,DAL,OK ,FY,2005,2180541,134697,6.18,2045844,32505,1.59,10893,0.53,32592,33.42,881632,13552,1.54,868080,5552,0.64,2564,0.30,5466,46.91,38058,13457,35.36
SSA-SA-FYWL.csv,2,3/13/2023,SEA,OR ,FY,2005,2305320,108653,4.71,2196667,26927,1.23,7387,0.34,26412,27.97,848445,8012,0.94,840433,2665,0.32,1486,0.18,2596,57.24,29008,8873,30.59
SSA-SA-FYWL.csv,2,3/13/2023,PHL,PA ,FY,2005,7648418,476756,6.23,7171662,101221,1.41,38998,0.54,101205,38.53,2819448,57851,2.05,2761597,21548,0.78,11524,0.42,21429,53.78,122634,50522,41.20
SSA-SA-FYWL.csv,2,3/13/2023,NYC,PR ,FY,2005,2386915,152850,6.40,2234065,15939,0.71,5410,0.24,15891,34.04,0,0,0.00,0,0,0.00,0,0.00,0,0.00,15891,5410,34.04
SSA-SA-FYWL.csv,2,3/13/2023,BOS,RI ,FY,2005,675831,43920,6.50,631911,6240,0.99,2557,0.40,5644,45.30,240596,4046,1.68,236550,1130,0.48,544,0.23,1012,53.75,6656,3101,46.59
SSA-SA-FYWL.csv,2,3/13/2023,ATL,SC ,FY,2005,2678940,185426,6.92,2493514,38278,1.54,10227,0.41,38589,26.50,1032908,18444,1.79,1014464,8455,0.83,2770,0.27,8745,31.68,47334,12997,27.46
SSA-SA-FYWL.csv,2,3/13/2023,DEN,SD ,FY,2005,472605,20816,4.40,451789,4524,1.00,1463,0.32,4544,32.20,195919,1859,0.95,194060,835,0.43,376,0.19,823,45.69,5367,1839,34.26
SSA-SA-FYWL.csv,2,3/13/2023,ATL,TN ,FY,2005,3787059,270196,7.13,3516863,58410,1.66,12370,0.35,56885,21.75,1440383,22522,1.56,1417861,9888,0.70,3017,0.21,9506,31.74,66391,15387,23.18
SSA-SA-FYWL.csv,2,3/13/2023,DAL,TX ,FY,2005,14218624,607264,4.27,13611360,158758,1.17,57279,0.42,156508,36.60,6318284,86574,1.37,6231710,37848,0.61,18825,0.30,37526,50.17,194034,76104,39.22
SSA-SA-FYWL.csv,2,3/13/2023,DEN,UT ,FY,2005,1509003,42880,2.84,1466123,8697,0.59,2344,0.16,9590,24.44,773942,4027,0.52,769915,1315,0.17,782,0.10,1308,59.79,10898,3126,28.68
SSA-SA-FYWL.csv,2,3/13/2023,PHL,VA ,FY,2005,4870787,236233,4.85,4634554,42446,0.92,20312,0.44,44333,45.82,1810952,22264,1.23,1788688,7795,0.44,3878,0.22,8159,47.53,52492,24190,46.08
SSA-SA-FYWL.csv,2,3/13/2023,BOS,VT ,FY,2005,401351,22689,5.65,378662,3934,1.04,1585,0.42,3741,42.37,136276,1614,1.18,134662,543,0.40,338,0.25,538,62.83,4279,1923,44.94
SSA-SA-FYWL.csv,2,3/13/2023,SEA,WA ,FY,2005,4020283,188136,4.68,3832147,41742,1.09,15292,0.40,41699,36.67,1514916,14570,0.96,1500346,5111,0.34,3009,0.20,5159,58.33,46858,18301,39.06
SSA-SA-FYWL.csv,2,3/13/2023,CHI,WI ,FY,2005,3487942,162770,4.67,3325172,36518,1.10,12062,0.36,37117,32.50,1330005,16536,1.24,1313469,7574,0.58,3046,0.23,8114,37.54,45231,15108,33.40
SSA-SA-FYWL.csv,2,3/13/2023,PHL,WV ,FY,2005,1138804,131327,11.53,1007477,23026,2.29,7154,0.71,23879,29.96,387931,8583,2.21,379348,3137,0.83,1316,0.35,3108,42.34,26987,8470,31.39
SSA-SA-FYWL.csv,2,3/13/2023,DEN,WY ,FY,2005,322254,12959,4.02,309295,2619,0.85,1085,0.35,2550,42.55,122066,826,0.68,121240,277,0.23,142,0.12,263,53.99,2813,1227,43.62
SSA-SA-FYWL.csv,2,3/13/2023,SEA,AK ,FY,2006,446337,16158,3.62,430179,4194,0.97,1655,0.38,4124,40.13,184022,1164,0.63,182858,423,0.23,298,0.16,407,73.22,4531,1953,43.10
SSA-SA-FYWL.csv,2,3/13/2023,ATL,AL ,FY,2006,2855278,262439,9.19,2592839,51055,1.97,14071,0.54,49380,28.50,1116897,28693,2.57,1088204,11843,1.09,3335,0.31,11873,28.09,61253,17406,28.42
SSA-SA-FYWL.csv,2,3/13/2023,DAL,AR ,FY,2006,1719996,152505,8.87,1567491,31134,1.99,9602,0.61,30602,31.38,693989,19455,2.80,674534,9050,1.34,3174,0.47,8873,35.77,39475,12776,32.36
SSA-SA-FYWL.csv,2,3/13/2023,SFO,AZ ,FY,2006,3755307,174855,4.66,3580452,32972,0.92,11644,0.33,30384,38.32,1630099,17831,1.09,1612268,5245,0.33,2745,0.17,5184,52.95,35568,14389,40.45
SSA-SA-FYWL.csv,2,3/13/2023,SFO,CA ,FY,2006,22803693,1025209,4.50,21778484,209926,0.96,82982,0.38,195681,42.41,9395058,99566,1.06,9295492,29091,0.31,14532,0.16,26839,54.15,222520,97514,43.82
SSA-SA-FYWL.csv,2,3/13/2023,DEN,CO ,FY,2006,3102583,104466,3.37,2998117,24331,0.81,6404,0.21,23005,27.84,1171347,7190,0.61,1164157,2722,0.23,1489,0.13,2671,55.75,25676,7893,30.74
SSA-SA-FYWL.csv,2,3/13/2023,BOS,CT ,FY,2006,2192276,99212,4.53,2093064,19969,0.95,7325,0.35,19905,36.80,826222,6907,0.84,819315,2856,0.35,1127,0.14,2838,39.71,22743,8452,37.16
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DC ,FY,2006,401796,22113,5.50,379683,3694,0.97,1742,0.46,3376,51.60,113900,4419,3.88,109481,783,0.72,540,0.49,882,61.22,4258,2282,53.59
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DE ,FY,2006,532628,28770,5.40,503858,5024,1.00,2241,0.44,4545,49.31,203461,3333,1.64,200128,1240,0.62,516,0.26,1198,43.07,5743,2757,48.01
SSA-SA-FYWL.csv,2,3/13/2023,ATL,FL ,FY,2006,10967359,578023,5.27,10389336,115245,1.11,37472,0.36,113728,32.95,4018065,80596,2.01,3937469,27047,0.69,10502,0.27,27268,38.51,140996,47974,34.03
SSA-SA-FYWL.csv,2,3/13/2023,ATL,GA ,FY,2006,5942009,305680,5.14,5636329,67806,1.20,16290,0.29,67180,24.25,2465310,35169,1.43,2430141,14838,0.61,4415,0.18,14765,29.90,81945,20705,25.27
SSA-SA-FYWL.csv,2,3/13/2023,SFO,HI ,FY,2006,808669,30854,3.82,777815,6268,0.81,3380,0.43,6388,52.91,287595,1563,0.54,286032,485,0.17,317,0.11,524,60.50,6912,3697,53.49
SSA-SA-FYWL.csv,2,3/13/2023,KCM,IA ,FY,2006,1821214,86875,4.77,1734339,18439,1.06,5362,0.31,18303,29.30,711079,7126,1.00,703953,3136,0.45,1314,0.19,2993,43.90,21296,6676,31.35
SSA-SA-FYWL.csv,2,3/13/2023,SEA,ID ,FY,2006,893694,43631,4.88,850063,9818,1.15,3411,0.40,9759,34.95,398404,4306,1.08,394098,1518,0.39,908,0.23,1509,60.17,11268,4319,38.33
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IL ,FY,2006,8032394,381674,4.75,7650720,78098,1.02,26281,0.34,79057,33.24,3194107,45080,1.41,3149027,17836,0.57,6149,0.20,18159,33.86,97216,32430,33.36
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IN ,FY,2006,3927656,208591,5.31,3719065,48303,1.30,14469,0.39,48074,30.10,1581614,21573,1.36,1560041,9172,0.59,3334,0.21,9015,36.98,57089,17803,31.18
SSA-SA-FYWL.csv,2,3/13/2023,KCM,KS ,FY,2006,1703966,76988,4.52,1626978,18042,1.11,4577,0.28,17911,25.55,694571,7306,1.05,687265,3021,0.44,1356,0.20,3044,44.55,20955,5933,28.31
SSA-SA-FYWL.csv,2,3/13/2023,ATL,KY ,FY,2006,2660258,268924,10.11,2391334,49586,2.07,13364,0.56,47964,27.86,1001805,27744,2.77,974061,9982,1.02,4121,0.42,9583,43.00,57547,17485,30.38
SSA-SA-FYWL.csv,2,3/13/2023,DAL,LA ,FY,2006,2660436,201764,7.58,2458672,40940,1.67,14848,0.60,40394,36.76,1064452,29557,2.78,1034895,11578,1.12,4021,0.39,11724,34.30,52118,18869,36.20
SSA-SA-FYWL.csv,2,3/13/2023,BOS,MA ,FY,2006,4140760,246012,5.94,3894748,44017,1.13,18915,0.49,42181,44.84,1446624,19086,1.32,1427538,7185,0.50,3503,0.25,6902,50.75,49083,22418,45.67
SSA-SA-FYWL.csv,2,3/13/2023,PHL,MD ,FY,2006,3583753,145851,4.07,3437902,36111,1.05,11540,0.34,36012,32.04,1367000,15286,1.12,1351714,5393,0.40,2598,0.19,5488,47.34,41500,14138,34.07
SSA-SA-FYWL.csv,2,3/13/2023,BOS,ME ,FY,2006,838130,66477,7.93,771653,10838,1.40,3972,0.51,10953,36.26,282948,3497,1.24,279451,1188,0.43,642,0.23,1246,51.52,12199,4614,37.82
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MI ,FY,2006,6340215,384499,6.06,5955716,88435,1.48,24429,0.41,86396,28.28,2478106,38675,1.56,2439431,17239,0.71,5901,0.24,17317,34.08,103713,30330,29.24
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MN ,FY,2006,3257405,136329,4.19,3121076,28484,0.91,10865,0.35,27779,39.11,1259247,11214,0.89,1248033,4625,0.37,2289,0.18,4545,50.36,32324,13154,40.69
SSA-SA-FYWL.csv,2,3/13/2023,KCM,MO ,FY,2006,3631308,234266,6.45,3397042,51836,1.53,15165,0.45,52220,29.04,1422425,20252,1.42,1402173,8112,0.58,3021,0.22,8302,36.39,60522,18186,30.05
SSA-SA-FYWL.csv,2,3/13/2023,ATL,MS ,FY,2006,1776020,169214,9.53,1606806,36384,2.26,9063,0.56,36395,24.90,759724,22825,3.00,736899,10546,1.43,2891,0.39,10670,27.09,47065,11954,25.40
SSA-SA-FYWL.csv,2,3/13/2023,DEN,MT ,FY,2006,595396,30253,5.08,565143,6264,1.11,2078,0.37,5982,34.74,219159,2107,0.96,217052,829,0.38,400,0.18,754,53.05,6736,2478,36.79
SSA-SA-FYWL.csv,2,3/13/2023,ATL,NC ,FY,2006,5616359,355917,6.34,5260442,74741,1.42,21683,0.41,75279,28.80,2152937,38329,1.78,2114608,14244,0.67,5287,0.25,14541,36.36,89820,26970,30.03
SSA-SA-FYWL.csv,2,3/13/2023,DEN,ND ,FY,2006,399983,16261,4.07,383722,2496,0.65,1006,0.26,2596,38.75,143697,998,0.69,142699,276,0.19,119,0.08,299,39.80,2895,1125,38.86
SSA-SA-FYWL.csv,2,3/13/2023,KCM,NE ,FY,2006,1081105,46433,4.29,1034672,10844,1.05,3292,0.32,10507,31.33,444330,3518,0.79,440812,1572,0.36,676,0.15,1562,43.28,12069,3968,32.88
SSA-SA-FYWL.csv,2,3/13/2023,BOS,NH ,FY,2006,843913,44339,5.25,799574,7838,0.98,4426,0.55,7516,58.89,302331,1957,0.65,300374,756,0.25,444,0.15,745,59.60,8261,4870,58.95
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NJ ,FY,2006,5435292,231547,4.26,5203745,42544,0.82,18686,0.36,40074,46.63,2077813,22609,1.09,2055204,7495,0.36,3556,0.17,7365,48.28,47439,22242,46.89
SSA-SA-FYWL.csv,2,3/13/2023,DAL,NM ,FY,2006,1197305,74034,6.18,1123271,16073,1.43,5990,0.53,15687,38.18,498343,7771,1.56,490572,2592,0.53,1453,0.30,2568,56.58,18255,7443,40.77
SSA-SA-FYWL.csv,2,3/13/2023,SFO,NV ,FY,2006,1568166,62486,3.98,1505680,14262,0.95,6091,0.40,12835,47.46,639575,6238,0.98,633337,2060,0.33,1103,0.17,1896,58.18,14731,7194,48.84
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NY ,FY,2006,12328947,709600,5.76,11619347,125040,1.08,53021,0.46,123103,43.07,4494681,73328,1.63,4421353,24560,0.56,10760,0.24,24514,43.89,147617,63781,43.21
SSA-SA-FYWL.csv,2,3/13/2023,CHI,OH ,FY,2006,7153639,409879,5.73,6743760,95468,1.42,24480,0.36,94388,25.94,2771098,43587,1.57,2727511,19276,0.71,5940,0.22,19172,30.98,113560,30420,26.79
SSA-SA-FYWL.csv,2,3/13/2023,DAL,OK ,FY,2006,2204977,141382,6.41,2063595,31853,1.54,11014,0.53,31605,34.85,890062,14629,1.64,875433,5577,0.64,2633,0.30,5597,47.04,37202,13647,36.68
SSA-SA-FYWL.csv,2,3/13/2023,SEA,OR ,FY,2006,2346835,112380,4.79,2234455,25420,1.14,6856,0.31,25250,27.15,856693,8325,0.97,848368,2688,0.32,1513,0.18,2684,56.37,27934,8369,29.96
SSA-SA-FYWL.csv,2,3/13/2023,PHL,PA ,FY,2006,7700850,494851,6.43,7205999,102710,1.43,37253,0.52,96815,38.48,2804525,60995,2.17,2743530,21772,0.79,10863,0.40,20488,53.02,117303,48116,41.02
SSA-SA-FYWL.csv,2,3/13/2023,NYC,PR ,FY,2006,2402138,155405,6.47,2246733,15664,0.70,5454,0.24,15091,36.14,0,0,0.00,0,0,0.00,0,0.00,0,0.00,15091,5454,36.14
SSA-SA-FYWL.csv,2,3/13/2023,BOS,RI ,FY,2006,675939,44760,6.62,631179,7831,1.24,2847,0.45,6751,42.17,235948,4208,1.78,231740,1502,0.65,595,0.26,1267,46.96,8018,3442,42.93
SSA-SA-FYWL.csv,2,3/13/2023,ATL,SC ,FY,2006,2725371,189345,6.95,2536026,37398,1.47,8881,0.35,39731,22.35,1045275,18760,1.79,1026515,7705,0.75,2453,0.24,8470,28.96,48201,11334,23.51
SSA-SA-FYWL.csv,2,3/13/2023,DEN,SD ,FY,2006,478735,21389,4.47,457346,4508,0.99,1386,0.30,4605,30.10,196461,2016,1.03,194445,851,0.44,438,0.23,841,52.08,5446,1824,33.49
SSA-SA-FYWL.csv,2,3/13/2023,ATL,TN ,FY,2006,3835619,278679,7.27,3556940,52769,1.48,12610,0.35,58656,21.50,1459269,23377,1.60,1435892,9574,0.67,3102,0.22,9720,31.91,68376,15712,22.98
SSA-SA-FYWL.csv,2,3/13/2023,DAL,TX ,FY,2006,14552832,640266,4.40,13912566,155216,1.12,56893,0.41,154375,36.85,6479936,95573,1.47,6384363,38288,0.60,18283,0.29,37686,48.51,192061,75176,39.14
SSA-SA-FYWL.csv,2,3/13/2023,DEN,UT ,FY,2006,1557870,45744,2.94,1512126,9468,0.63,2519,0.17,8118,31.03,800288,4210,0.53,796078,1424,0.18,834,0.10,1319,63.23,9437,3353,35.53
SSA-SA-FYWL.csv,2,3/13/2023,PHL,VA ,FY,2006,4925437,244135,4.96,4681302,42064,0.90,18907,0.40,42123,44.89,1817341,22839,1.26,1794502,7462,0.42,3292,0.18,7504,43.87,49627,22199,44.73
SSA-SA-FYWL.csv,2,3/13/2023,BOS,VT ,FY,2006,403781,23601,5.85,380180,3966,1.04,1673,0.44,3595,46.54,133559,1722,1.29,131837,607,0.46,377,0.29,551,68.42,4146,2050,49.45
SSA-SA-FYWL.csv,2,3/13/2023,SEA,WA ,FY,2006,4097731,195691,4.78,3902040,40356,1.03,14632,0.37,40506,36.12,1525994,15277,1.00,1510717,5338,0.35,3132,0.21,5309,58.99,45815,17764,38.77
SSA-SA-FYWL.csv,2,3/13/2023,CHI,WI ,FY,2006,3516597,168180,4.78,3348417,36136,1.08,11636,0.35,35837,32.47,1325293,17136,1.29,1308157,7383,0.56,2893,0.22,7334,39.45,43171,14529,33.65
SSA-SA-FYWL.csv,2,3/13/2023,PHL,WV ,FY,2006,1140435,134790,11.82,1005645,22818,2.27,6542,0.65,23292,28.09,387915,8944,2.31,378971,3180,0.84,1345,0.35,3318,40.54,26610,7887,29.64
SSA-SA-FYWL.csv,2,3/13/2023,DEN,WY ,FY,2006,326809,13259,4.06,313550,2459,0.78,1006,0.32,2475,40.65,123100,865,0.70,122235,264,0.22,124,0.10,256,48.44,2731,1130,41.38
SSA-SA-FYWL.csv,2,3/13/2023,SEA,AK ,FY,2007,450858,16593,3.68,434265,3890,0.90,1454,0.33,3777,38.50,182302,1207,0.66,181095,402,0.22,313,0.17,415,75.42,4192,1767,42.15
SSA-SA-FYWL.csv,2,3/13/2023,ATL,AL ,FY,2007,2878957,269374,9.36,2609583,50212,1.92,13159,0.50,47422,27.75,1121284,29084,2.59,1092200,11696,1.07,3249,0.30,11649,27.89,59071,16408,27.78
SSA-SA-FYWL.csv,2,3/13/2023,DAL,AR ,FY,2007,1733741,159394,9.19,1574347,31557,2.00,10620,0.67,31035,34.22,699458,21068,3.01,678390,9348,1.38,3274,0.48,9237,35.44,40272,13894,34.50
SSA-SA-FYWL.csv,2,3/13/2023,SFO,AZ ,FY,2007,3853265,178017,4.62,3675248,27236,0.74,10525,0.29,29030,36.26,1675215,18485,1.10,1656730,5035,0.30,2508,0.15,5041,49.75,34071,13033,38.25
SSA-SA-FYWL.csv,2,3/13/2023,SFO,CA ,FY,2007,23004656,1046234,4.55,21958422,208431,0.95,84312,0.38,211845,39.80,9368129,102011,1.09,9266118,29463,0.32,15371,0.17,29846,51.50,241691,99683,41.24
SSA-SA-FYWL.csv,2,3/13/2023,DEN,CO ,FY,2007,3160444,108757,3.44,3051687,25082,0.82,7831,0.26,24726,31.67,1189733,7509,0.63,1182224,2613,0.22,1456,0.12,2594,56.13,27320,9287,33.99
SSA-SA-FYWL.csv,2,3/13/2023,BOS,CT ,FY,2007,2198815,101907,4.63,2096908,20993,1.00,7558,0.36,21430,35.27,819086,7101,0.87,811985,2990,0.37,1114,0.14,3007,37.05,24437,8672,35.49
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DC ,FY,2007,404845,22780,5.63,382065,3327,0.87,1645,0.43,3690,44.58,113073,4463,3.95,108610,872,0.80,498,0.46,809,61.56,4499,2143,47.63
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DE ,FY,2007,539348,29945,5.55,509403,4328,0.85,2146,0.42,4570,46.96,205038,3451,1.68,201587,1258,0.62,514,0.25,1254,40.99,5824,2660,45.67
SSA-SA-FYWL.csv,2,3/13/2023,ATL,FL ,FY,2007,11077389,585536,5.29,10491853,120483,1.15,36671,0.35,114842,31.93,4022304,82455,2.05,3939849,28583,0.73,10809,0.27,28021,38.57,142863,47480,33.23
SSA-SA-FYWL.csv,2,3/13/2023,ATL,GA ,FY,2007,6059293,311549,5.14,5747744,68031,1.18,15440,0.27,64229,24.04,2521744,36316,1.44,2485428,14729,0.59,4205,0.17,14239,29.53,78468,19645,25.04
SSA-SA-FYWL.csv,2,3/13/2023,SFO,HI ,FY,2007,806561,31755,3.94,774806,5913,0.76,2998,0.39,6138,48.84,286909,1609,0.56,285300,486,0.17,273,0.10,472,57.84,6610,3271,49.49
SSA-SA-FYWL.csv,2,3/13/2023,KCM,IA ,FY,2007,1833853,88182,4.81,1745671,16488,0.94,4566,0.26,15938,28.65,711547,7493,1.05,704054,3176,0.45,1317,0.19,3080,42.76,19018,5883,30.93
SSA-SA-FYWL.csv,2,3/13/2023,SEA,ID ,FY,2007,913983,45228,4.95,868755,10261,1.18,3386,0.39,10015,33.81,407190,4442,1.09,402748,1545,0.38,868,0.22,1537,56.47,11552,4254,36.82
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IL ,FY,2007,8091201,387787,4.79,7703414,77536,1.01,24931,0.32,75214,33.15,3185761,45024,1.41,3140737,17185,0.55,5429,0.17,16809,32.30,92023,30360,32.99
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IN ,FY,2007,3954898,215660,5.45,3739238,48633,1.30,15221,0.41,47541,32.02,1584441,22789,1.44,1561652,9347,0.60,3419,0.22,9130,37.45,56671,18640,32.89
SSA-SA-FYWL.csv,2,3/13/2023,KCM,KS ,FY,2007,1717772,79009,4.60,1638763,17778,1.08,4368,0.27,17396,25.11,698580,7684,1.10,690896,2784,0.40,1332,0.19,2874,46.35,20270,5700,28.12
SSA-SA-FYWL.csv,2,3/13/2023,ATL,KY ,FY,2007,2682502,275284,10.26,2407218,49401,2.05,13091,0.54,48751,26.85,1004174,29050,2.89,975124,10369,1.06,4281,0.44,10271,41.68,59022,17372,29.43
SSA-SA-FYWL.csv,2,3/13/2023,DAL,LA ,FY,2007,2739156,209569,7.65,2529587,44384,1.75,14924,0.59,43865,34.02,1101737,31667,2.87,1070070,13468,1.26,4091,0.38,13230,30.92,57095,19015,33.30
SSA-SA-FYWL.csv,2,3/13/2023,BOS,MA ,FY,2007,4169785,253585,6.08,3916200,43552,1.11,21095,0.54,46350,45.51,1436774,20198,1.41,1416576,7108,0.50,3835,0.27,7475,51.30,53825,24930,46.32
SSA-SA-FYWL.csv,2,3/13/2023,PHL,MD ,FY,2007,3600312,149253,4.15,3451059,34312,0.99,10598,0.31,34356,30.85,1355132,15844,1.17,1339288,5356,0.40,2696,0.20,5483,49.17,39839,13294,33.37
