Permit_Number,Effective_Date,Expiration_Date,Permit_Type,Applicant,Street_Address,City,State,ZIP_Code,Permit_Subtype,Permit_Description,Permit_Type_Code,Subtype_Code,ID,OBJECTID
24624,1997/10/01 00:00:00,2002/10/01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE GAS & ELECTRIC COMP,5252 CANE RUN RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage I,LG&E CANE RUN STATION,GAS,STG1,1118,212
24625,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,COSTCO WHOLESALE CORPORATION,5020 NORTON HEALTHCARE BLVD,LOUISVILLE,KY,40241,Gas Dispen Facility Stage I,COSTCO GASOLINE,GAS,STG1,1119,213
24626,2004/10/01 00:00:00,2008/10/01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE GAS & ELECTRIC COMP,14660 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage I,LG&E MILL CREEK STATION,GAS,STG1,1120,214
24629,2019/01/01 00:00:00,2024/01/01 00:00:00,APCD Gasoline Dispense Permit,Lambha Inc.,2720 CRUMS LN,SHIVELY,KY,40216,Gas Dispen Facility Stage I,SPEEDY MART #39,GAS,STG1,1121,215
24629,2019/01/01 00:00:00,2024/01/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDY MART CORP,2720 CRUMS LN,SHIVELY,KY,40216,Gas Dispen Facility Stage I,SPEEDY MART #39,GAS,STG1,1122,216
24630,2019/01/01 00:00:00,2024/01/01 00:00:00,APCD Gasoline Dispense Permit,Tulsi Bhuran Inc DBA Lickety Split Food Mart & Gas,5440 NEW CUT RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,LICKETY SPLIT FOOD/GAS,GAS,STG1,1123,217
24631,2014/01/16 00:00:00,2019/01/16 00:00:00,APCD Gasoline Dispense Permit,CSX TRANSPORTATION,1200 DON HUTSON BLVD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,CSX TRANSPORTATION INC,GAS,STG1,1124,218
24633,2019/05/01 00:00:00,2024/05/01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE CEMETERY TRUST,1339 POPLAR LEVEL RD,LOUISVILLE,KY,40217,Gas Dispen Facility Stage I,LOUISVILLE CEMETERY,GAS,STG1,1125,219
24634,2015/08/01 00:00:00,2017/08/01 00:00:00,APCD Gasoline Dispense Permit,NARAYAN MUNI FOOD LLC,13815 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,DONGAR FOODMART #0542,GAS,STG2,1126,220
24592,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,LIMITED PARTNERSHIP I   KROGER,9080 TAYLORSVILLE RD,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,KROGER  L-379,GAS,STG1,1127,221
24593,2017/07/01 15:31:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4547 TAYLORSVILLE RD,HURSTBOURNE ACRES,KY,40220,Gas Dispen Facility Stage I,SPEEDWAY #9712,GAS,STG1,1128,222
24594,2018/07/01 11:40:00,2023/07/01 00:00:00,APCD Gasoline Dispense Permit,Mac's Convenience Stores,309 E ST CATHERINE ST,LOUISVILLE,KY,40203,Gas Dispen Facility Stage I,CIRCLE K #3296,GAS,STG1,1129,223
24595,2011/11/01 00:00:00,2016/11/01 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,3917 7TH STREET RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,KROGER FUEL L-191,GAS,STG2,1130,224
24596,2011/01/16 00:00:00,2016/01/16 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9111 BLUE LICK RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,CIRCLE K #0109,GAS,STG2,1131,225
24597,2012/01/31 00:00:00,2017/01/31 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,5244 DIXIE HWY,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,KROGER FUEL L-385,GAS,STG2,1132,226
24598,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4340 CANE RUN RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage I,SPEEDWAY #9714,GAS,STG1,1133,227
24599,2019/04/01 00:00:00,2024/04/01 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP I,2000 HIKES LN,WEST BUECHEL,KY,40218,Gas Dispen Facility Stage I,KROGER FUEL L-729,GAS,STG1,1134,228
24600,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4900 OUTER LOOP,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,SPEEDWAY #9783,GAS,STG1,1135,229
24601,2018/03/01 00:00:00,2023/03/01 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP I,12623 TAYLORSVILLE RD,LOUISVILLE,KY,40299,Gas Dispen Facility Stage I,KROGER FUEL L-743,GAS,STG1,1136,230
24602,2018/06/01 10:46:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,DOUG NUNN,3137 S 3RD ST,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,KROGER FUEL L-752,GAS,STG1,1137,231
24603,2014/09/30 00:00:00,2016/09/30 00:00:00,APCD Gasoline Dispense Permit,Mac's Convenience Stores,8801 3RD STREET RD,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,CIRCLE K #0119,GAS,STG2,1138,232
24605,2015/04/01 08:01:00,2017/04/01 00:00:00,APCD Gasoline Dispense Permit,NIGAM ENTERPRISES LLC,1620 S HURSTBOURNE PKY,JEFFERSONTOWN,KY,40220,Gas Dispen Facility Stage II,HURSTBOURNE FOOD CENTER,GAS,STG2,1139,233
24606,2018/01/01 00:00:00,2023/01/01 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP I,524 N 35TH ST,LOUISVILLE,KY,40212,Gas Dispen Facility Stage I,KROGER FUEL L-763,GAS,STG1,1140,234
24608,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,5414 VALLEY STATION RD,LOUISVILLE,KY,40272,Gas Dispen Facility Stage I,CIRCLE K #3303,GAS,STG1,1141,235
24610,2018/01/01 00:00:00,2023/01/01 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP I,10649 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage I,KROGER FUEL L-780,GAS,STG1,1142,236
24611,2016/05/01 00:00:00,2021/05/01 00:00:00,APCD Gasoline Dispense Permit,CITY OF ANCHORAGE,1306 EVERGREEN RD,ANCHORAGE,KY,40223,Gas Dispen Facility Stage I,Anchorage Public Works,GAS,STG1,1143,237
24613,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,"SHORTY'S BROADWAY #4, LLC.",1711 W BROADWAY,LOUISVILLE,KY,40203,Gas Dispen Facility Stage I,SHORTY'S FOOD MART #4,GAS,STG1,1144,238
24463,2014/12/15 00:00:00,2016/12/15 00:00:00,APCD Gasoline Dispense Permit,SANJAY   TEOTIA,4406 TAYLOR BLVD,LOUISVILLE,KY,40215,Gas Dispen Facility Stage II,SPEEDY MART #22,GAS,STG2,1145,239
24463,2014/12/15 00:00:00,2016/12/15 00:00:00,APCD Gasoline Dispense Permit,SVK INC,4406 TAYLOR BLVD,LOUISVILLE,KY,40215,Gas Dispen Facility Stage II,SPEEDY MART #22,GAS,STG2,1146,240
24464,2017/09/01 00:00:00,2022/09/01 00:00:00,APCD Gasoline Dispense Permit,"NEWCOMB OIL COMPANY,LLC",9501 CANE RUN RD,LOUISVILLE,KY,40258,Gas Dispen Facility Stage I,FIVE STAR FOOD MART #5301,GAS,STG1,1147,241
24465,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,ASMA FOOD MART INC,401 WINKLER AVE,LOUISVILLE,KY,40208,Gas Dispen Facility Stage I,SPEEDYMART #30,GAS,STG1,1148,242
24465,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,SHIVANI INC,401 WINKLER AVE,LOUISVILLE,KY,40208,Gas Dispen Facility Stage I,SPEEDYMART #30,GAS,STG1,1149,243
24465,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,N&R OIL CORPORATION,401 WINKLER AVE,LOUISVILLE,KY,40208,Gas Dispen Facility Stage I,SPEEDYMART #30,GAS,STG1,1150,244
24465,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,KAMCO OIL CO.,401 WINKLER AVE,LOUISVILLE,KY,40208,Gas Dispen Facility Stage I,SPEEDYMART #30,GAS,STG1,1151,245
24467,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,11301 WESTPORT RD,LOUISVILLE,KY,40241,Gas Dispen Facility Stage I,SPEEDWAY #9315,GAS,STG1,1152,246
24468,2018/10/01 00:00:00,2023/10/01 00:00:00,APCD Gasoline Dispense Permit,KEYSTOPS LLC,7401 NEW LA GRANGE RD,ST MATTHEWS,KY,40222,Gas Dispen Facility Stage I,Patel's Food Mart,GAS,STG1,1153,247
24468,2018/10/01 00:00:00,2023/10/01 00:00:00,APCD Gasoline Dispense Permit,LLC   KEYSTOPS,7401 NEW LA GRANGE RD,ST MATTHEWS,KY,40222,Gas Dispen Facility Stage I,Patel's Food Mart,GAS,STG1,1154,248
24468,2018/10/01 00:00:00,2023/10/01 00:00:00,APCD Gasoline Dispense Permit,JAY GANPATI LLC 2,7401 NEW LA GRANGE RD,ST MATTHEWS,KY,40222,Gas Dispen Facility Stage I,Patel's Food Mart,GAS,STG1,1155,249
24468,2018/10/01 00:00:00,2023/10/01 00:00:00,APCD Gasoline Dispense Permit,KENA OIL LLC,7401 NEW LA GRANGE RD,ST MATTHEWS,KY,40222,Gas Dispen Facility Stage I,Patel's Food Mart,GAS,STG1,1156,250
24469,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,5400 ANTLE DR,LOUISVILLE,KY,40229,Gas Dispen Facility Stage I,SPEEDWAY #9358,GAS,STG1,1157,251
24471,2019/05/01 00:00:00,2024/05/01 00:00:00,APCD Gasoline Dispense Permit,AXIS INVESTMENTS,1035 ZORN AVE,LOUISVILLE,KY,40207,Gas Dispen Facility Stage I,Zorn Ave. Valero,GAS,STG1,1158,252
24472,2015/07/31 00:00:00,2020/07/31 00:00:00,APCD Gasoline Dispense Permit,PENSKE TRUCK LEASING,4300 PETERSBURG RD,WEST BUECHEL,KY,40218,Gas Dispen Facility Stage I,PENSKE TRUCK LEASING PETERSBRG,GAS,STG1,1159,253
24473,2019/01/01 00:00:00,2024/01/01 00:00:00,APCD Gasoline Dispense Permit,SMS PETRO INC,3741 S HURSTBOURNE PKY,LOUISVILLE,KY,40299,Gas Dispen Facility Stage I,Friendly Mart,GAS,STG1,1160,254
24476,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,9500 BROWNSBORO RD,LOUISVILLE,KY,40241,Gas Dispen Facility Stage I,SPEEDWAY #9373,GAS,STG1,1161,255
24478,2019/01/01 00:00:00,2024/01/01 00:00:00,APCD Gasoline Dispense Permit,FUNERAL AUTO CO INC,724 CAWTHON ST,LOUISVILLE,KY,40203,Gas Dispen Facility Stage I,FUNERAL AUTO CO INC,GAS,STG1,1162,256
24479,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,7430 TERRY RD,LOUISVILLE,KY,40258,Gas Dispen Facility Stage I,SPEEDWAY #9511,GAS,STG1,1163,257
24483,2013/12/15 00:00:00,2015/12/15 00:00:00,APCD Gasoline Dispense Permit,DHALIWAL LLC,8200 PRESTON HWY,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,DHALIWAL LLC,GAS,STG2,1164,258
24484,2015/11/30 00:00:00,2017/11/30 00:00:00,APCD Gasoline Dispense Permit,Grhamshaym Vijay LLC.,4527 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,DONGAR FOOD MART #0548,GAS,STG2,1165,259
24484,2015/11/30 00:00:00,2017/11/30 00:00:00,APCD Gasoline Dispense Permit,"NIDHI, LLC.",4527 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,DONGAR FOOD MART #0548,GAS,STG2,1166,260
24484,2015/11/30 00:00:00,2017/11/30 00:00:00,APCD Gasoline Dispense Permit,DONGAR FOOD MART,4527 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,DONGAR FOOD MART #0548,GAS,STG2,1167,261
24485,2002/10/31 00:00:00,2011/10/31 00:00:00,APCD Gasoline Dispense Permit,NORMAN WHEATLEY,4000 BUECHEL BANK RD,LOUISVILLE,KY,40225,Gas Dispen Facility Stage I,GENERAL ELECTRIC,GAS,STG1,1168,262
24486,2018/12/01 10:13:00,2023/12/01 00:00:00,APCD Gasoline Dispense Permit,Swarup Ghanshayam,2704 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,Ghanshayam Swarup LLC,GAS,STG1,1169,263
24487,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,2965 BRECKENRIDGE LN,LOUISVILLE,KY,40220,Gas Dispen Facility Stage I,SPEEDWAY #9514,GAS,STG1,1170,264
24488,2018/12/01 00:00:00,2023/12/01 00:00:00,APCD Gasoline Dispense Permit,SINGH PETROLEUM INC,3301 NEWBURG RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,SINGH FOOD MART,GAS,STG1,1171,265
24489,2018/12/01 00:00:00,2023/12/01 00:00:00,APCD Gasoline Dispense Permit,GEOGHEGAN ROOFING CORPORATION,1405 GARLAND AVE,LOUISVILLE,KY,40210,Gas Dispen Facility Stage I,GEOGHEGAN ROOFING CO,GAS,STG1,1172,266
24490,2019/01/01 00:00:00,2024/01/01 00:00:00,APCD Gasoline Dispense Permit,MOISES RIVERA,3130 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,Poplar Level Mart LLC,GAS,STG1,1173,267
24491,2010/10/02 00:00:00,2015/10/02 00:00:00,APCD Gasoline Dispense Permit,GLENMARY COUNTRY CLUB,10200 GLENMARY FARM DR,LOUISVILLE,KY,40291,Gas Dispen Facility Stage I,GLENMARY COUNTRY CLUB,GAS,STG1,1174,268
24492,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,2720 TAYLORSVILLE RD,KINGSLEY,KY,40205,Gas Dispen Facility Stage I,SPEEDWAY #9515,GAS,STG1,1175,269
24493,2011/12/15 00:00:00,2016/12/16 00:00:00,APCD Gasoline Dispense Permit,RED BIRDS FOOD STORES LLC,2210 ARTHUR ST,LOUISVILLE,KY,40208,Gas Dispen Facility Stage II,SPEEDWAY #9391,GAS,STG2,1176,270
24495,2018/11/01 00:00:00,2023/11/01 00:00:00,APCD Gasoline Dispense Permit,Bharat Nayak,2338 LEXINGTON RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,SPEEDY MART,GAS,STG1,1177,271
24496,2019/05/01 00:00:00,2024/05/01 00:00:00,APCD Gasoline Dispense Permit,GRAB-IT-GO CHEVRON,3401 BRECKENRIDGE LN,LOUISVILLE,KY,40220,Gas Dispen Facility Stage I,S&S Oil Inc.,GAS,STG1,1178,272
24496,2019/05/01 00:00:00,2024/05/01 00:00:00,APCD Gasoline Dispense Permit,S&S Oil Inc.,3401 BRECKENRIDGE LN,LOUISVILLE,KY,40220,Gas Dispen Facility Stage I,S&S Oil Inc.,GAS,STG1,1179,273
24497,2018/12/01 00:00:00,2023/12/01 00:00:00,APCD Gasoline Dispense Permit,"ANITA & SON FOOD MART, INC.",6102 BARDSTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage I,ANITA & SON FOOD MART INC,GAS,STG1,1180,274
24502,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4308 BISHOP LN,WATTERSON PARK,KY,40218,Gas Dispen Facility Stage I,SPEEDWAY #9518,GAS,STG1,1181,275
24504,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,1415 LYNDON LN,GRAYMOOR/DEVONDALE,KY,40222,Gas Dispen Facility Stage I,SPEEDWAY #9529,GAS,STG1,1182,276
24506,2011/10/30 00:00:00,2016/10/30 00:00:00,APCD Gasoline Dispense Permit,HALL CONTRACTING OF KENTUCKY,3800 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,HALL CONTRACTING OF KENTUCKY,GAS,STG1,1183,277
24507,2017/07/01 15:41:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,9416 SHELBYVILLE RD,LOUISVILLE,KY,40222,Gas Dispen Facility Stage I,SPEEDWAY #9554,GAS,STG1,1184,278
24509,2018/10/01 00:00:00,2023/10/01 00:00:00,APCD Gasoline Dispense Permit,MANGAL LLC,10600 SHELBYVILLE RD,DOUGLASS HILLS,KY,40223,Gas Dispen Facility Stage I,Dongar Food Mart 0530,GAS,STG1,1185,279
24510,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,1101 BARDSTOWN RD,LOUISVILLE,KY,40204,Gas Dispen Facility Stage I,SPEEDWAY #9612,GAS,STG1,1186,280
24512,2016/01/16 00:00:00,2018/01/16 00:00:00,APCD Gasoline Dispense Permit,MACS CONVENIENCE STORES LLC,14000 TAYLORSVILLE RD,LOUISVILLE,KY,40299,Gas Dispen Facility Stage II,CIRCLE K #3312,GAS,STG2,1187,281
24513,2017/07/01 09:01:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS LLC,4900 BROWNSBORO RD,NORTHFIELD,KY,40222,Gas Dispen Facility Stage I,THORNTON'S #158,GAS,STG1,1188,282
24514,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,12201 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage I,SPEEDWAY #9636,GAS,STG1,1189,283
24515,2015/04/02 00:00:00,2020/04/02 00:00:00,APCD Gasoline Dispense Permit,HAZELWOOD CENTER,1800 OLD BLUEGRASS AVE,LOUISVILLE,KY,40215,Gas Dispen Facility Stage I,HAZELWOOD CENTER,GAS,STG1,1190,284
24517,2014/05/01 00:00:00,2019/05/01 00:00:00,APCD Gasoline Dispense Permit,HERTZ EQUIPMENT RENTAL CORP.,13159 MIDDLETOWN INDUSTRIAL BLVD,MIDDLETOWN,KY,40223,Gas Dispen Facility Stage I,HERTZ EQUIPMENT RENTAL,GAS,STG1,1191,285
24519,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4720 DIXIE HWY,SHIVELY,KY,40216,Gas Dispen Facility Stage I,SPEEDWAY #9640,GAS,STG1,1192,286
24520,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,The Hertz Corporation,440 HURON AVE,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,HERTZ RENT-A-CAR,GAS,STG1,1193,287
24520,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,THE HERTZ CORPORATION,440 HURON AVE,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,HERTZ RENT-A-CAR,GAS,STG1,1194,288
24521,2018/10/01 00:00:00,2023/10/01 00:00:00,APCD Gasoline Dispense Permit,AMBE FOOD,1735 NEWBURG RD,LOUISVILLE,KY,40205,Gas Dispen Facility Stage I,AMBE FOOD LLC,GAS,STG1,1195,289
24522,2018/11/01 00:00:00,2023/11/01 00:00:00,APCD Gasoline Dispense Permit,Satnam LLC,11401 WESTPORT RD,LOUISVILLE,KY,40241,Gas Dispen Facility Stage I,Westport Valero-Satnam LLC,GAS,STG1,1196,290
24523,2010/10/01 00:00:00,2015/10/01 00:00:00,APCD Gasoline Dispense Permit,HOLLOWAY & SON CONSTRUCTION,13115 AIKEN RD,MIDDLETOWN,KY,40223,Gas Dispen Facility Stage I,HOLLOWAY & SONS CONSTRUCTION,GAS,STG1,1197,291
24635,2015/03/15 00:00:00,2017/03/15 00:00:00,APCD Gasoline Dispense Permit,DHANLAXMI,5901 NEW CUT RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,SUPER USA #5,GAS,STG2,1198,292
24636,2015/10/12 00:00:00,2020/10/12 00:00:00,APCD Gasoline Dispense Permit,A&M OIL CO,4743 POPLAR LEVEL RD,WATTERSON PARK,KY,40213,Gas Dispen Facility Stage I,LOUISVILLE DRYWALL,GAS,STG1,1199,293
24639,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9109 U S HIGHWAY 42,PROSPECT,KY,40059,Gas Dispen Facility Stage I,Circle K #3244,GAS,STG1,1200,294
24640,2018/11/01 00:00:00,2023/11/01 00:00:00,APCD Gasoline Dispense Permit,Farris Inc.,10231 BLUE LICK RD,LOUISVILLE,KY,40229,Gas Dispen Facility Stage I,FARRIS INC,GAS,STG1,1201,295
24642,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,"STORES,LLC   MAC'S CONVENIENCE",4701 S 3RD ST,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,CIRCLE K 3246,GAS,STG1,1202,296
24643,2014/07/01 00:00:00,2019/07/01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE WATER CO-BE PAYNE PLANT,4801 ALLMOND AVE,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,LOUISVILLE WATER CO ALLMOND AV,GAS,STG1,1203,297
24645,2011/11/15 00:00:00,2016/11/15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9003 GALENE DR,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,CIRCLE K #107,GAS,STG2,1204,298
24646,2009/07/01 00:00:00,2014/07/01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE WATER CO-BE PAYNE PLANT,209 N ENGLISH STATION RD,MIDDLETOWN,KY,40223,Gas Dispen Facility Stage I,LOUISVILLE WATER CO ENGLSH STA,GAS,STG1,1205,299
24647,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,CONVENIENCE STORES LLC   MACS,4301 PRESTON HWY,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,MAC'S #114,GAS,STG1,1206,300
24648,2014/07/01 00:00:00,2019/07/01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE WATER CO-BE PAYNE PLANT,3004 FRANKFORT AVE,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,CRESCENT HILL,GAS,STG1,1207,301
24650,2018/06/01 15:08:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,"MAC'S CONVENIENCE STORES, LLC",8320 3RD STREET RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,CIRCLE K #3222,GAS,STG1,1208,302
24651,2011/11/30 00:00:00,2016/11/30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,2100 PORTLAND AVE,LOUISVILLE,KY,40212,Gas Dispen Facility Stage II,MAC'S #3231,GAS,STG2,1209,303
24652,2018/06/01 09:23:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9901 LA GRANGE RD,LYNDON,KY,40223,Gas Dispen Facility Stage I,DAIRY MART #3223,GAS,STG1,1210,304
24653,2018/12/01 00:00:00,2023/12/01 00:00:00,APCD Gasoline Dispense Permit,CATHOLIC CEMETERIES,1153 CHARLES ST,LOUISVILLE,KY,40204,Gas Dispen Facility Stage I,ST.MICHAEL CEMETERY,GAS,STG1,1211,305
24654,2011/11/30 00:00:00,2016/11/30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,404 MOUNT HOLLY RD,LOUISVILLE,KY,40118,Gas Dispen Facility Stage II,CIRCLE K #3233,GAS,STG2,1212,306
24655,2016/08/31 00:00:00,2021/08/31 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC DBA CIRCLE K,5203 GREENWOOD RD,LOUISVILLE,KY,40258,Gas Dispen Facility Stage I,DAIRY MART #3228,GAS,STG1,1213,307
24728,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,11700 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage I,THORNTON OIL #049,GAS,STG1,1214,308
24729,2017/07/01 15:54:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS LLC,3300 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,THORNTONS INC  #154,GAS,STG1,1215,309
24730,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORP.,100 W BROADWAY,LOUISVILLE,KY,40202,Gas Dispen Facility Stage I,THORNTON OIL #028,GAS,STG1,1216,310
24731,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS LLC,4500 S 3RD ST,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,THORNTON INC #20,GAS,STG1,1217,311
24732,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,12412 LA GRANGE RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,THORNTON OIL #031,GAS,STG1,1218,312
24734,2017/07/01 09:13:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS LLC,4740 CHAMBERLAIN LN,LOUISVILLE,KY,40241,Gas Dispen Facility Stage I,THORNTON OIL #159,GAS,STG1,1219,313
24735,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS LLC,605 LYNDON LN,LYNDON,KY,40222,Gas Dispen Facility Stage I,THORNTONS INC #34,GAS,STG1,1220,314
24736,2017/07/01 16:06:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON INC,8405 NATIONAL TPKE,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,THORNTON  #155,GAS,STG1,1221,315
24737,2018/07/01 00:00:00,2023/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS,5318 PRESTON HWY,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,THORNTON OIL #041,GAS,STG1,1222,316
24738,2015/01/31 00:00:00,2017/01/31 00:00:00,APCD Gasoline Dispense Permit,OM NAMAH NARAYAN INC,4309 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage II,AIRPORT SHELL,GAS,STG2,1223,317
24738,2015/01/31 00:00:00,2017/01/31 00:00:00,APCD Gasoline Dispense Permit,PROPERTY INVESTMENTS LLC,4309 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage II,AIRPORT SHELL,GAS,STG2,1224,318
