UID,SITE_ID.x,BENT_MMI_COND,MMI_BENT,VISIT_NO.x,AGGR_ECO9_2015,STRAHLERORDER,CHIRDOM1PIND,CHIRDOM3PIND,CHIRDOM5PIND,DOM1PIND,DOM3PIND,DOM5PIND,EPT_NTAX,EPT_PIND,EPT_PTAX,LRBS_USE,L_XFC_NAT,L_XCMGW,W1_HALL,MAFLOWU,MAFLOWV,NHDWAT_NADP2009_MEAN_NH4,NHDWAT_NADP2009_MEAN_NO3,NHDWAT_NADP2009_MEAN_SO4,NHDWAT_NADP2009_MEAN_TOTALN,NHDWAT_ELEV,NHDWAT_SLOPE,NHDWAT_PCT_CANOPY,NHDWAT_PCT_IMPERV,NHDWAT_POPDENKM,RDDEN,NHDWAT_PCT_SAND,TMAX_ANN,TMIN_ANN,WSAREA_NARS,PCT_AG,PCT_URB,PCT_FOR,PCT_WET,PCT_SHRUB_GRASS
14967,FW08CT017,Good,71.83,1,NAP,5th,22.22,66.67,100.0,21.28,42.13,54.47,15,46.67,42.86,1.262171143,-0.232844134,0.05018635,0.454563636,780.74568,850.48489,2.159093578,9.416871378,10.39647106,3.803785819,181.751,4.403,75.522,1.77,93.75,2.163,63.407,15.66,3.76,1166.949951,7.387,9.841,69.092,9.922,1.853
11207,FW08MI030,Good,64.45,1,UMW,6th,31.58,78.95,92.11,20.76,47.06,56.75,16,36.33,39.02,0.160167259,-0.388662989,0.064032335,0.0,798.32023,906.53351,3.638479144,9.719974458,11.22824386,5.020985095,282.581,1.144,21.49,4.835,132.447,2.591,52.284,14.22,2.74,3611.76001,51.003,16.714,14.466,15.751,0.509
12481,FW08TN024,Good,46.25,1,SAP,6th,26.88,68.82,79.57,9.96,29.08,42.63,13,19.67,24.07,0.658363385,-0.68250648,0.126219988,0.74245,804.3871,796.22818,3.091389431,9.072295078,11.98565688,4.449864394,268.076,6.958,37.983,0.633,20.492,1.359,19.069,21.76,8.64,1222.449951,42.569,5.875,47.003,0.343,4.02
15608,FW08OR041,Good,71.47,1,WMT,5th,46.15,73.08,84.62,17.9,38.86,49.34,17,41.33,43.59,-0.911887747,-0.502316586,-0.216291273,1.21215,813.26496,635.8697,0.612378333,1.63951346,1.159610469,0.845871755,1506.48,20.578,32.216,0.159,0.138,0.746,31.86,19.05,4.54,1912.329956,0.076,0.397,48.471,0.345,48.803
14735,FW08MO013,Good,57.22,1,SAP,6th,21.43,47.62,64.29,15.0,30.36,41.79,15,36.33,29.41,0.093759859,-0.637414722,-0.155748813,0.586227056,823.91429,2151.19527,3.933902186,9.642026113,11.17737051,5.23276945,354.5,5.2,50.677,0.627,12.293,1.27,19.828,19.12,5.46,8040.279785,31.118,4.941,61.283,0.379,1.885
14961,FW08CT006,Good,78.43,1,NAP,5th,15.79,47.37,68.42,12.24,26.02,35.2,21,47.0,39.62,0.885294965,-0.140616038,0.178976947,0.212131818,830.38674,877.87549,2.107324984,9.335151937,10.13455498,3.745127605,190.206,4.252,69.133,3.153,113.241,2.474,65.365,15.42,3.03,1197.48999,8.483,13.173,62.596,11.256,1.257
12453,FW08OH035,Good,78.32,1,TPL,5th,50.0,79.17,91.67,23.47,51.26,67.15,15,80.0,50.0,1.024015817,-0.432866652,0.054560827,0.803059091,835.47891,870.08812,3.114080292,8.640424538,12.03294146,4.369924068,312.496,0.87,9.364,2.325,60.188,2.065,27.369,16.76,5.31,2522.129883,76.632,11.629,8.476,0.308,1.418
11189,FW08IN017,Good,58.22,1,UMW,5th,28.57,66.67,76.19,13.16,31.58,47.37,15,54.76,48.39,-0.699190771,-0.692115158,-0.064928071,1.037890909,836.39971,824.22042,4.194385214,10.46302784,13.28159123,5.62049609,251.934,1.102,13.491,1.301,37.164,2.128,55.211,15.4,4.25,2260.540039,73.989,8.567,10.673,3.755,0.802
13806,FW08AL031,Good,59.12,1,SAP,6th,37.84,70.27,83.78,12.61,24.77,35.59,15,19.24,25.42,1.647149975,0.063606264,0.094058014,0.189395455,847.83487,878.14376,2.133303853,7.572494039,10.69259817,3.36711554,201.379,6.249,52.603,7.309,211.213,3.974,36.316,23.68,10.28,1444.47998,5.786,30.256,54.341,1.216,6.475
14542,FW08WY021,Good,64.85,1,XER,5th,29.17,66.67,87.5,38.02,72.4,81.25,11,54.33,52.38,0.853791145,-1.132907664,-0.841363419,1.401568182,867.5337,672.77629,0.862877431,2.266724943,1.603039051,1.182068827,2592.56,23.339,40.196,0.063,0.284,0.092,49.71,14.07,-0.98,1880.869995,0.227,0.212,51.525,0.303,42.564
14333,FW08IA049,Good,67.75,1,TPL,6th,82.22,93.33,97.78,29.37,53.97,66.67,13,60.57,40.62,-0.949225693,-1.333822512,-0.677780705,0.030304545,871.03807,918.37746,4.931069115,8.604330996,8.414228075,5.77264415,293.748,1.79,4.761,1.48,31.24,1.493,29.15,16.03,4.54,4385.810059,82.733,8.694,2.841,1.396,3.918
15362,FW08VT019,Good,72.93,1,NAP,4th,61.29,77.42,87.1,19.2,39.73,54.02,20,40.35,44.44,0.276929327,-0.629772978,-0.248301085,0.469718182,923.63782,-9998.0,2.252433452,7.793028035,8.592578652,3.50943718,347.948,6.369,63.535,0.718,5.525,0.442,63.737,11.83,0.53,1246.160034,8.461,2.014,35.634,0.969,0.783
14335,FW08IA057,Good,53.48,1,TPL,5th,22.41,46.55,65.52,28.4,52.0,58.8,13,34.0,28.89,-1.113737455,-0.844112128,-0.450606561,0.833354545,949.75528,1223.99292,5.278213936,8.833098725,8.011211647,6.093877146,315.599,1.504,6.946,1.207,13.829,1.286,41.982,14.83,3.36,4493.589844,80.37,7.514,3.851,3.235,4.594
11515,FW08MT029,Good,81.68,1,NPL,6th,50.0,100.0,4.33,33.49,56.46,71.77,14,87.67,60.87,-0.259024472,-0.641718964,-0.282859263,1.007613636,957.03804,260.01033,0.994761212,2.044192672,1.691405704,1.234205233,1385.49,5.27,11.585,0.26,0.621,0.524,38.128,15.81,0.31,12458.90039,14.745,0.711,16.42,1.972,65.636
15638,FW08VA032,Good,65.75,1,CPL,6th,21.7,50.0,66.04,12.18,28.04,40.22,11,18.0,20.75,-1.115452989,-0.600483603,0.042199508,0.227277273,985.23613,1040.9656,2.434622692,8.540871617,11.23423614,3.819843117,81.882,2.373,60.561,0.617,13.361,1.159,44.071,21.58,8.14,2795.419922,16.644,4.725,61.643,7.185,8.95
11546,FW08MT050,Good,80.0,1,NPL,6th,23.08,53.85,69.23,34.87,75.63,82.35,16,73.0,53.33,0.65404365,-0.783714109,-0.573784579,1.727359091,1003.10157,528.4326,0.871805894,2.195886212,1.590410406,1.172999215,2159.83,16.341,22.804,0.123,1.045,0.35,50.427,15.71,0.03,2634.530029,2.844,0.194,26.481,2.057,64.761
12414,FW08PA039,Good,65.22,1,NAP,5th,34.62,80.77,88.46,15.71,33.81,47.62,22,63.67,51.16,1.325019166,-0.659375643,-0.201129721,0.825786364,1010.52594,934.74795,2.266078517,8.359425814,11.35833202,3.647981656,563.211,11.163,69.599,0.199,6.631,0.916,42.06,15.14,2.39,1879.390015,9.344,1.828,83.048,0.48,4.937
12355,FW08VT016,Good,59.57,1,NAP,5th,50.0,2.67,2.67,50.55,73.82,82.18,18,84.0,58.06,-0.506388423,-0.903089987,-0.083067753,3.113736364,1032.62512,1271.32352,1.945877616,7.95837544,8.483510803,3.308751549,440.621,11.573,73.351,0.828,13.972,1.223,59.836,13.41,0.48,1838.51001,8.457,4.548,83.275,0.935,2.423
12356,FW08VT018,Good,56.2,1,NAP,5th,0.0,0.0,0.0,15.25,35.59,49.15,12,34.85,48.0,-0.440586812,-0.314258261,-0.020306802,1.515209091,1036.89294,1287.29167,2.261324231,7.949532197,8.734041276,3.551695043,422.814,9.202,70.746,1.347,32.217,1.296,58.755,12.54,0.37,1745.540039,9.324,6.049,80.231,1.107,2.339
14970,FW08CT022,Good,57.55,1,NAP,5th,26.83,75.61,90.24,15.96,34.4,48.94,15,20.67,31.91,0.407026577,-0.214670165,0.108134329,0.659118182,1070.02052,1136.6912,2.126751479,9.361336713,10.20154235,3.766127227,177.747,4.084,68.813,2.876,101.966,2.326,65.479,15.56,3.35,1543.060059,8.867,12.174,62.293,12.561,1.311
14526,FW08AL015,Good,76.57,1,CPL,5th,40.35,71.93,78.95,11.46,28.06,41.5,18,46.89,35.29,-0.822555523,-0.641718964,0.020624914,0.098486364,1089.12469,1059.97611,2.380598127,8.830717629,13.39552227,3.84336974,85.52,2.802,64.914,0.5,12.108,0.995,54.275,25.7,10.86,1615.48999,10.988,3.832,60.138,5.261,19.14
11124,FW08IL036,Good,51.52,1,TPL,6th,28.57,64.29,78.57,19.67,44.26,55.74,9,23.61,34.62,0.06202435,-0.404403583,0.022971696,0.386377273,1092.09312,1168.67954,4.704661297,10.79612851,15.32192697,6.091968039,207.635,0.827,2.894,2.615,40.782,1.824,11.198,17.18,5.46,4487.410156,85.899,9.382,3.338,0.386,0.203
15365,FW08TN037,Good,60.9,1,CPL,5th,45.65,78.26,93.48,20.59,49.02,59.8,9,40.54,36.0,-1.012070805,-0.697000411,0.044878142,0.0,1105.12858,1077.42976,3.016952478,9.828656742,10.94545788,4.56292699,137.247,2.313,36.699,1.836,41.882,1.361,22.624,21.75,10.07,1787.199951,35.108,8.241,30.401,9.717,15.634
14907,FW08MT032,Good,72.72,1,NPL,6th,50.0,80.0,100.0,39.62,74.23,83.08,13,85.67,50.0,-0.221449197,-1.160579093,-0.523207881,2.037895455,1131.91376,289.00553,1.353341808,2.419143018,2.099412191,1.597340792,1226.45,7.29,9.766,0.25,1.968,0.528,33.348,15.51,0.25,13961.40039,2.088,0.655,18.519,2.383,75.993
11286,FW08MI034,Good,44.37,1,UMW,5th,47.06,82.35,94.12,28.74,63.79,71.84,11,25.33,36.67,0.302525362,-0.327062925,0.029014637,0.106063636,1180.9386,1111.63288,2.589094865,7.099840811,6.923717905,3.614260304,372.475,1.692,53.332,1.407,13.054,2.14,87.347,12.74,0.02,3568.5,2.071,9.179,58.513,10.821,17.533
15300,FW08MN061,Good,50.53,1,TPL,7th,16.98,39.62,58.49,20.56,44.44,54.44,9,40.96,29.03,-0.180484258,-1.059121453,-0.098269308,0.340909091,1182.87247,1537.45807,3.416682507,4.952347748,3.78472948,3.771755206,371.134,1.177,2.016,0.614,6.835,1.457,35.383,13.38,1.9,22254.69922,75.864,5.286,2.24,6.034,6.747
12171,FW08WI040,Good,57.97,1,UMW,5th,33.33,60.0,73.33,18.4,36.81,51.74,18,55.0,40.91,1.180881562,-0.672641066,0.19909416,0.196972727,1185.86524,1130.77861,2.189628525,4.437394741,3.796410723,2.702632081,433.493,2.41,72.949,0.199,3.405,0.909,61.665,11.75,-0.95,3053.669922,3.65,3.576,56.393,24.623,3.969
11221,FW08MI057,Good,44.32,1,UMW,5th,31.16,55.8,76.81,19.2,34.38,47.32,13,15.61,30.95,-0.465008909,-0.172780897,-0.226978598,0.257586364,1207.67949,1344.74263,2.871092025,7.418716705,7.986267459,3.905262378,358.837,1.499,44.096,1.344,20.769,1.844,73.827,13.37,1.22,4521.47998,16.557,7.59,39.303,21.695,10.481
11187,FW08IN015,Good,66.07,1,UMW,5th,22.22,55.56,77.78,17.39,32.61,44.57,17,35.26,48.57,-0.212664462,-0.608423395,0.018265381,1.530327273,1215.98409,1203.8611,4.247641959,10.53590216,13.53264729,5.67831175,242.966,1.024,11.943,1.143,29.483,2.026,58.047,15.67,4.39,3286.449951,76.551,7.762,10.181,2.881,0.997
12482,FW08TN025,Good,50.17,1,SAP,5th,27.78,61.11,75.0,12.24,33.06,46.53,12,30.0,25.0,-0.245186242,-0.26071541,0.189949453,0.151522727,1218.41663,1269.16555,3.237974611,9.512434893,11.84324475,4.663113939,245.318,6.861,53.431,0.358,13.294,1.19,22.73,21.22,7.51,1909.790039,18.873,3.916,67.81,0.623,8.431
15588,FW08OR012,Good,53.67,1,WMT,5th,24.0,62.0,74.0,29.84,50.39,60.85,16,57.0,43.24,0.393079095,-0.329444931,0.168873801,0.388905556,1226.34742,1447.97039,1.372739165,3.504713975,3.538979206,1.857633094,995.427,18.674,71.268,0.191,8.64,1.005,41.194,15.63,5.05,685.7600098,0.894,1.769,83.186,0.002,11.224
14130,FW08MN022,Good,45.48,1,UMW,5th,60.42,77.08,89.58,31.73,53.01,64.66,11,10.0,27.5,-0.258341119,-0.573784579,-0.519927695,0.121218182,1277.89256,1059.27159,2.277198759,4.826797328,4.170413943,2.858595543,439.778,1.084,61.764,0.779,16.745,1.155,41.253,10.4,-2.53,3386.23999,3.766,3.868,34.908,43.77,6.912
12411,FW08PA023,Good,65.28,1,NAP,5th,30.77,58.97,74.36,11.73,28.06,37.76,21,47.33,42.86,0.989673141,-0.717110229,-0.068380351,0.87666039,1310.62784,1202.41141,2.322528542,8.498930231,11.54492578,3.723328576,548.871,11.147,70.467,0.207,5.989,0.929,42.599,15.33,2.83,2437.540039,9.529,1.904,83.337,0.45,4.366
14435,FW08OK040,Good,39.07,1,SPL,7th,71.43,100.0,30.43,26.09,69.57,86.96,5,69.57,62.5,-0.694027918,-0.534887652,-0.892173573,0.0,1351.15732,-9999.0,1.86053575,3.748272376,2.925872192,2.291422155,1485.47,3.828,6.109,0.257,2.655,0.624,43.296,22.11,7.88,61308.80078,4.391,1.311,9.219,0.476,84.168
15520,FW08CO066,Good,60.43,1,XER,6th,37.5,75.0,100.0,15.75,43.84,66.1,11,77.33,45.83,0.152182721,-1.047956452,-0.722286625,1.666695455,1353.40279,1694.90164,0.85639893,4.368868875,2.72081898,1.651912712,2326.56,10.068,24.018,0.343,3.313,0.793,46.779,15.48,-2.58,9677.200195,5.683,0.954,41.739,1.123,49.618
14432,FW08OK036,Good,59.42,1,SPL,7th,43.59,74.36,89.74,42.07,61.62,73.06,8,70.67,28.57,-0.703023055,-0.877039828,-0.048066696,0.0,1396.15191,-9999.0,1.877829823,3.78362733,2.980615287,2.312837514,1471.13,3.815,6.176,0.258,2.631,0.628,43.258,22.26,8.32,62262.39844,4.699,1.362,9.297,0.469,83.735
15596,FW08OR026,Good,58.97,1,WMT,6th,40.91,90.91,100.0,12.5,31.06,44.32,18,39.0,42.86,-0.864459088,-1.106894235,-0.949725729,2.234922727,1450.1658,542.84175,0.36593512,1.276965947,1.449881411,0.572611568,1393.78,6.213,9.724,0.174,0.339,1.17,34.893,16.74,0.41,7116.879883,1.026,0.461,16.161,1.369,80.674
12354,FW08VT014,Good,67.52,1,NAP,5th,27.94,50.0,66.18,23.34,41.46,49.48,26,38.33,47.27,0.612336909,-0.493003268,-0.158583644,1.863709091,1490.46777,1945.76108,2.318179215,7.962146554,8.794056299,3.598691951,421.234,10.107,72.687,1.204,29.725,1.227,60.432,12.48,1.67,2509.080078,8.606,5.645,81.744,0.998,2.138
12445,FW08OH019,Good,68.97,1,TPL,6th,24.79,70.09,85.47,12.03,34.02,48.13,14,14.0,29.79,-0.204334943,-0.633152719,-0.135057643,0.598504545,1596.65222,1836.91884,2.802319638,8.756490135,12.27194767,4.154064288,285.891,1.7,17.669,4.041,129.145,2.606,25.081,18.01,6.04,4430.27002,56.965,17.246,23.457,0.156,1.084
11217,FW08MI046,Good,64.33,1,UMW,6th,27.78,66.67,83.33,14.66,37.22,53.38,20,68.33,43.48,1.343903333,-0.080803004,-0.024986184,0.530309091,1634.05423,-9999.0,3.013819309,7.723769934,8.447076232,4.085000222,341.053,1.619,43.815,1.35,21.674,1.891,74.547,13.91,1.66,6127.240234,19.451,7.611,40.376,18.94,9.599
14964,FW08CT015,Good,65.57,1,NAP,6th,40.0,80.0,100.0,27.92,50.18,64.66,18,46.0,48.65,0.690230658,-0.687284247,-0.010590636,0.946995455,1759.86427,1903.82822,2.093223192,9.5072259,10.26265108,3.773049204,340.999,7.089,71.506,1.558,49.218,1.659,49.081,15.64,2.94,2618.590088,13.595,7.87,69.068,5.6,1.918
15640,FW08VA035,Good,72.85,1,SAP,6th,59.72,81.94,88.89,17.13,35.46,44.62,22,42.67,43.14,-0.15848965,-0.399423087,0.22542677,0.371213636,1794.3861,1729.258,2.237929002,7.234093642,9.516361777,3.371911248,205.629,6.328,45.575,0.722,25.461,1.332,38.531,19.7,6.83,4081.76001,35.683,5.55,54.89,1.123,2.031
12228,FW08WY043,Good,60.73,1,SPL,5th,19.44,47.22,69.44,41.37,62.25,69.88,9,60.67,27.27,-0.705651588,-0.588839621,-0.915911421,1.954572727,1820.51759,206.83505,1.493381716,6.014388017,4.094834488,2.518246257,2276.05,5.573,12.055,0.265,4.039,0.414,57.517,17.55,0.35,7875.049805,2.978,0.968,16.89,4.353,73.497
14764,FW08KY019,Good,48.37,1,SAP,5th,30.77,53.85,69.23,28.23,45.97,56.85,11,40.0,22.92,-0.061849751,-0.474955193,-0.140479617,0.424263636,1875.95467,1842.22075,2.934213346,8.727950877,12.29472022,4.250031385,275.839,5.577,36.287,0.584,21.723,1.666,17.615,20.1,6.77,3109.790039,38.112,5.149,51.985,0.011,3.326
13941,FW08ID045,Good,55.33,1,WMT,6th,36.71,59.49,69.62,12.32,32.97,45.29,19,33.0,35.85,0.704452846,-0.345911009,-0.34155496,0.242436364,1919.1159,1994.06889,0.831267159,1.825980107,1.592903072,1.057959559,2042.48,19.838,52.336,0.061,0.027,0.252,62.405,15.11,-0.7,3023.969971,0.018,0.055,73.343,0.423,25.903
13933,FW08ID037,Good,68.58,1,WMT,6th,36.67,76.67,93.33,46.58,57.69,67.09,19,62.67,54.29,0.603473922,-0.496085569,-0.222013286,1.424290909,1986.66358,1754.82037,1.068541352,1.920187467,2.55496752,1.263482056,2387.11,19.469,32.516,0.128,0.15,0.255,47.017,14.69,-1.65,4651.709961,0.409,0.217,48.798,1.28,47.516
15176,FW08CO037,Good,61.05,1,XER,7th,50.0,100.0,2.79,34.21,70.39,87.5,9,87.15,56.25,0.643374733,-0.766081332,-0.404403583,0.227281818,2004.17251,2247.96882,0.906934033,4.408230373,2.74939275,1.700044477,2227.84,8.048,16.731,0.248,1.572,0.675,49.764,16.85,-0.17,21094.59961,3.343,0.615,28.212,0.825,66.172
14058,FW08ID021,Good,54.33,1,WMT,6th,28.12,62.5,81.25,12.37,33.51,46.91,14,24.67,34.15,0.512978998,-0.802093205,-0.378870948,0.212122727,2058.58494,1964.86628,0.956483178,1.914120764,2.035087446,1.175099532,2193.78,22.333,42.574,0.032,0.01,0.125,65.184,14.77,-0.83,3959.399902,0.012,0.031,57.875,1.174,40.693
12500,FW08WA035,Good,74.88,1,XER,6th,25.45,67.27,76.36,27.34,43.07,54.31,19,23.0,37.25,0.149936024,-0.777756616,-0.30819542,2.265220346,2120.29534,1677.93693,0.358107727,3.572843905,3.132954124,1.085172496,1494.05,21.774,47.477,0.573,1.134,0.915,64.903,15.34,1.53,3899.870117,0.276,1.686,51.126,0.749,41.981
15670,FW08GA025,Good,59.87,1,CPL,6th,36.25,63.75,75.0,11.89,34.84,50.41,10,21.18,19.61,-1.017012498,-0.438248312,0.010145706,0.030304545,2166.4147,2025.51151,2.057755,6.801362348,9.286866808,3.134253903,100.497,1.768,49.362,0.654,9.038,1.074,57.831,25.31,12.2,5712.890137,20.8,4.712,41.171,19.197,13.548
12165,FW08WI050,Good,48.73,1,UMW,5th,39.74,74.36,87.18,15.97,41.44,53.61,11,25.0,26.83,-0.662609995,-0.268154938,0.292759368,0.584426407,2176.38106,1830.59,2.224704099,5.057423566,4.360189685,2.869932463,491.073,1.738,57.227,0.492,10.659,1.24,70.756,10.89,-1.43,5825.939941,2.749,4.404,47.792,33.608,2.113
15682,FW08OR057,Good,72.57,1,WMT,6th,29.09,52.73,72.73,24.49,39.18,48.98,20,38.67,43.48,0.470011346,-0.821284597,-0.018243151,1.227327273,2211.02547,2412.65956,0.496744313,1.492579591,0.976075232,0.722890734,1350.09,12.708,42.129,0.419,3.979,1.335,27.626,16.52,2.54,7656.560059,10.706,1.286,58.811,0.092,27.217
13754,FW08OR021,Good,62.42,1,XER,6th,40.0,80.0,2.0,46.15,69.23,82.52,9,79.67,47.37,0.531351237,-0.848268086,-0.541705603,0.33335,2230.33079,2150.01303,0.498587201,1.606065502,1.414190454,0.749958178,1258.83,12.913,28.089,0.138,0.609,1.299,26.458,17.93,4.41,17246.0,1.077,0.794,41.328,0.744,55.883
12450,FW08OH031,Good,40.45,1,TPL,7th,43.22,60.17,72.88,17.96,44.72,60.56,5,3.67,13.16,-0.213575379,-0.421517077,-0.214670165,1.4077,2243.38661,2384.53872,3.058301226,8.839456571,12.2611254,4.371573536,313.32,1.051,10.139,3.768,117.071,2.491,30.86,17.24,5.71,6742.77002,72.674,15.993,8.568,0.284,1.4
14679,FW08WA022,Good,58.45,1,WMT,5th,72.22,100.0,38.78,28.26,60.87,76.09,9,59.18,69.23,0.368714326,-0.608423395,-0.049170648,0.454568182,2283.07267,2670.35068,0.343640094,3.120907697,3.160449705,0.971846133,1123.15,26.437,66.96,0.54,0.433,0.344,37.082,14.01,3.75,811.3060303,0.0,2.276,77.169,0.547,14.342
14685,FW08WV032,Good,45.6,1,SAP,5th,26.67,46.67,64.0,34.04,47.23,54.47,14,13.33,29.79,1.177617665,-0.024986184,0.081968874,1.636404545,2287.32806,2011.8773,2.100042407,7.481679094,9.738926844,3.320773171,834.437,13.149,67.262,0.565,9.366,0.969,26.148,18.3,4.82,3577.449951,11.057,4.529,83.063,0.189,0.314
14683,FW08WV031,Good,55.6,1,SAP,5th,29.22,67.53,79.22,18.37,42.45,56.33,15,23.67,31.91,1.123566512,-0.616511048,-0.222836906,1.007586364,2328.37751,1424.6848,1.864134632,7.488330508,10.09403838,3.139095787,688.212,14.622,63.231,0.328,7.357,0.748,38.958,18.13,4.79,3443.51001,15.129,3.892,80.382,0.006,0.026
10973,FW08NV058,Good,59.57,1,XER,7th,21.82,56.36,78.18,40.15,61.36,70.83,12,71.33,44.44,-0.677093544,-1.22184875,-0.044771577,1.363636364,2656.84885,-9999.0,1.087647655,1.933295925,1.497140613,1.281279091,1836.7,7.722,2.927,0.214,1.946,0.406,38.159,18.92,1.18,19564.80078,2.059,0.868,4.626,2.194,89.774
15669,FW08GA024,Good,68.92,1,CPL,6th,36.36,63.64,81.82,19.57,43.48,56.52,8,30.0,36.36,-1.330248433,-0.328742984,0.024840034,0.0,2785.95996,3012.95038,2.126881264,5.020483601,8.008380362,2.785629325,213.431,3.441,50.259,6.45,220.454,3.193,44.86,24.94,11.58,6888.75,12.064,24.714,49.022,3.809,7.885
9928,FW08IN013,Good,37.78,1,UMW,6th,35.29,70.59,85.29,38.35,56.77,67.29,6,12.67,18.18,-0.239184201,-0.46620484,-0.101998248,4.795490909,2886.5828,-9999.0,3.94852553,9.919768501,11.76129177,5.306866345,279.66,1.154,16.687,2.769,55.713,2.126,61.129,15.26,4.27,8871.769531,61.789,11.534,9.948,13.044,0.941
11530,FW08MT062,Good,64.28,1,WMT,7th,42.86,85.71,100.0,14.39,41.67,56.44,21,74.0,58.33,0.455997502,-1.132907664,-0.749136614,1.272790909,3049.7616,1332.91595,0.785386028,1.889805989,1.542619287,1.036751555,2056.65,10.598,24.955,0.314,0.788,0.421,52.727,15.07,-0.65,24772.09961,5.664,1.3,32.875,1.185,58.378
11201,FW08MI019,Good,53.68,1,UMW,6th,24.53,54.72,79.25,26.45,51.09,60.87,11,59.0,26.83,-0.325068732,-0.133712661,-0.141520093,1.627014286,3095.4906,-9999.0,3.642433225,9.390689318,10.77177072,4.94966984,260.183,1.343,22.228,2.883,72.924,2.217,53.451,13.94,1.94,12405.7998,55.899,12.13,16.552,12.714,0.963
11053,FW08OR060,Good,61.13,1,WMT,5th,28.79,57.58,75.76,19.76,41.9,50.2,17,33.67,40.48,0.730064444,-0.941022138,0.045322979,0.863668182,3423.18029,3337.06455,0.598263269,2.09278126,3.23217348,0.937304727,970.492,17.789,67.65,0.235,4.221,1.287,40.581,16.99,5.54,1782.640015,2.302,1.389,77.501,0.222,16.147
13943,FW08ID049,Good,55.0,1,WMT,7th,36.0,64.0,80.0,38.54,66.67,73.61,17,19.67,43.59,0.153097333,-0.821284597,-0.392057827,0.621227273,3627.72692,2863.6851,1.012970957,1.943860073,2.312284593,1.225679833,2198.98,17.358,26.193,0.295,0.785,0.309,47.792,14.93,-0.79,13589.40039,3.221,0.817,36.671,0.738,55.984
13924,FW08ID017,Good,50.47,1,WMT,7th,37.5,66.67,87.5,40.71,64.64,72.86,16,39.33,43.24,0.611210906,-0.502316586,-0.204989441,1.333363636,3691.68431,2967.06677,1.009033627,1.944086166,2.295693082,1.222673609,2191.03,17.512,27.029,0.289,0.766,0.31,47.866,15.37,-0.33,13944.90039,3.14,0.796,37.578,0.723,55.257
11117,FW08IL018,Good,75.15,1,TPL,6th,41.79,70.15,83.58,16.13,40.86,53.41,17,40.0,34.0,2.67832775,-0.148741651,0.025793344,1.127,3740.8023,3777.75414,4.495682869,11.20892195,14.70368741,6.022948232,214.186,0.624,7.397,2.011,32.402,1.821,50.478,15.74,4.17,11903.2002,79.749,8.239,7.227,2.175,1.985
11001,FW08CA067,Good,59.28,1,XER,6th,42.86,61.9,71.43,14.48,32.07,48.28,12,51.67,27.91,0.258779006,-0.848268086,-0.663904301,4.257654545,3942.73367,3563.84279,0.721001294,1.182628049,0.783419795,0.827005947,1294.41,14.796,56.737,1.439,50.19,2.226,45.8,23.65,9.62,4977.109863,0.045,4.737,66.05,0.361,25.925
11045,FW08OR058,Good,67.67,1,WMT,5th,33.33,70.24,79.76,12.2,32.11,41.06,24,22.33,40.68,0.529453271,-0.616511048,0.092864131,2.159159091,4010.28858,3724.33343,0.381021654,2.123915809,3.750714991,0.775652093,1080.34,17.51,71.785,0.05,0.785,0.952,36.46,16.62,4.51,2313.330078,0.052,0.614,84.136,0.031,11.757
15668,FW08GA012,Good,59.82,1,CPL,6th,28.77,63.7,80.14,14.79,35.21,46.13,12,14.67,24.49,0.11628918,-0.368371778,-0.062071988,0.477290909,4182.5062,4289.84807,2.144343696,5.403268044,8.2202828,2.88565972,178.766,3.0,48.646,4.791,156.749,2.587,48.509,25.36,11.71,10847.09961,16.562,19.203,47.171,7.089,8.119
13219,FW08MD015,Good,59.22,1,SAP,6th,33.33,80.0,93.33,28.89,50.74,61.48,22,33.0,43.14,1.167640334,-0.633152719,0.155128918,1.151531818,4479.35924,3298.13437,1.724177183,7.351552698,9.874052842,2.999522137,580.487,12.044,61.507,0.576,18.786,1.132,34.104,17.38,5.12,8162.609863,13.457,4.887,80.137,0.09,0.069
11309,FW08MN031,Good,42.92,1,UMW,6th,28.95,57.89,76.32,26.81,57.97,65.22,10,13.67,23.81,-0.25259178,-0.284756577,-0.179708955,0.0,4713.66623,3692.69958,2.525477329,4.674783879,3.905633579,3.017041578,338.305,1.451,57.017,0.472,9.399,1.291,64.058,12.3,0.06,15178.7002,16.638,4.468,48.195,21.886,4.994
11114,FW08IL022,Good,58.65,1,TPL,7th,42.47,86.3,92.47,21.83,53.87,66.9,11,22.11,26.19,-0.565163371,-0.831877671,-0.156455788,1.651536364,4781.9085,5021.67269,4.531478355,9.694218357,10.14427072,5.708571447,273.851,2.123,6.992,3.086,69.135,2.148,27.39,14.86,3.45,21381.5,73.102,10.827,8.501,4.763,1.084
15847,FW08WA015,Good,66.4,1,XER,5th,46.49,69.3,82.46,20.87,44.49,58.27,12,37.33,29.27,0.871636697,-0.727525465,-0.216291273,0.777783333,5242.29761,-9998.0,0.343062665,3.643942618,3.166748809,1.089551358,1782.02,20.87,63.178,0.002,0.001,0.044,63.745,14.88,3.22,8340.629883,0.006,0.001,6.721,0.102,2.107
