ENROLLMENT ID - BUYER,ENROLLMENT STATE - BUYER,PROVIDER TYPE CODE - BUYER,PROVIDER TYPE TEXT - BUYER,NPI - BUYER,MULTIPLE NPI FLAG - BUYER,CCN - BUYER,ASSOCIATE ID - BUYER,ORGANIZATION NAME - BUYER,DOING BUSINESS AS NAME - BUYER,CHOW TYPE CODE,CHOW TYPE TEXT,EFFECTIVE DATE,ENROLLMENT ID - SELLER,ENROLLMENT STATE - SELLER,PROVIDER TYPE CODE - SELLER,PROVIDER TYPE TEXT - SELLER,NPI - SELLER,MULTIPLE NPI FLAG - SELLER,CCN - SELLER,ASSOCIATE ID - SELLER,ORGANIZATION NAME - SELLER,DOING BUSINESS AS NAME - SELLER
O20160910000277,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225582877,N,335573,7012203474,MAXIMUS 909 OPERATIONS LLC,BRIODY REHAB & RESIDENTIAL HEALTH CARE CENTER,CH,CHANGE OF OWNERSHIP,09/01/2016,O20050304000142,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386632628.0,N,335573,6305890112.0,BRIODY HEALTH CARE FACILTIY LLC,
O20160911000000,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306207279,N,135038,6901192368,BOISE SNF OPERATIONS LLC,LIFE CARE CENTER OF BOISE,CH,CHANGE OF OWNERSHIP,10/01/2016,O20111221000239,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225081284.0,N,135038,6608783543.0,"LIFE CARE CENTERS OF AMERICA, INC.",LIFE CARE CENTERS OF BOISE
O20160915000471,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609241660,N,075153,1759677859,SMITH HOUSE OPERATING LLC,THE VILLA AT STAMFORD,CH,CHANGE OF OWNERSHIP,08/09/2016,O20090416000523,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174696017.0,N,075153,6305993957.0,CITY OF STAMFORD,SMITH HOUSE SKILLED NURSING
O20160915000699,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932559820,N,335392001,8325334436,CCRNC LLC,CROWN PARK REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,08/19/2016,O20150520001330,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821482134.0,N,335392001,2163742842.0,CORTLAND ACQUISITION LLC,CROWN CENTER FOR NURSING AND REHABILITATION
O20160915001435,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770036790,N,465072,2769376326,BEAVER VALLEY HOSPITAL,CITY CREEK POST ACUTE,CH,CHANGE OF OWNERSHIP,05/01/2016,O20061010000231,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801806393.0,N,465072,840296125.0,"AVENUES HEALTHCARE, INC.",CITY CREEK POST ACUTE
O20160919000683,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275986572,N,335827,4789971854,RIVER VALLEY OPERATING ASSOCIATES LLC,THE GRAND REHABILITATION AND NURSING AT RIVER VALLEY,CH,CHANGE OF OWNERSHIP,07/22/2016,O20111212000262,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003851312.0,N,335827,9830364389.0,"RIVER VALLEY CARE CENTER, INC.",RIVER VALLEY CARE CENTER
O20160921001665,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235682501,N,465101,2769376326,BEAVER VALLEY HOSPITAL,HURRICANE HEALTH AND REHABILITATION,CH,CHANGE OF OWNERSHIP,05/01/2016,O20111010000403,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467749812.0,N,465101,8022280304.0,"ZION HEALTHCARE, INC.",HURRICANE HEALTH AND REHABILITATION
O20160921001960,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699126862,N,465104,2769376326,BEAVER VALLEY HOSPITAL,OREM REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,05/01/2016,O20080902000565,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1861665200.0,N,465104,941371520.0,"HUENEME HEALTHCARE, INC.",OREM REHABILITATION AND NURSING CENTER
O20160921002000,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235682592,N,465100,2769376326,BEAVER VALLEY HOSPITAL,PARAMOUNT HEALTH AND REHABILITATION,CH,CHANGE OF OWNERSHIP,05/01/2016,O20090406000141,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649481987.0,N,465100,4284797275.0,"CARDIFF HEALTHCARE, INC.",PARAMOUNT HEALTH AND REHABILITATION
O20160921002033,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336692698,N,465098,2769376326,BEAVER VALLEY HOSPITAL,PINNACLE NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,05/01/2016,O20091125000632,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073846481.0,N,465098,749329035.0,"PRICE HEALTHCARE, INC.",PINNACLE NURSING AND REHABILITATION CENTER
O20160921002065,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710431861,N,465119,2769376326,BEAVER VALLEY HOSPITAL,PROVO REHABILITATION AND NURSING,CH,CHANGE OF OWNERSHIP,05/01/2016,O20091125000631,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710210117.0,N,465119,9830238120.0,"RIVERVIEW HEALTHCARE, INC.",PROVO REHABILITATION AND NURSING
O20160923001706,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477916674,N,015098,9032406764,"NOLAND MANAGEMENT SERVICES, LLC",ALLEN HEALTH AND REHABILITATION,CH,CHANGE OF OWNERSHIP,07/01/2016,O20051101000078,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750367538.0,N,015098,5991722795.0,ALLEN MEMORIAL HOME,ALLEN MEMORIAL HOME
O20160927002953,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1861845836,N,555127,6800183302,TRESTLES HOLDINGS LLC,HILLCREST POST ACUTE,CH,CHANGE OF OWNERSHIP,08/01/2016,O20120330000598,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174518088.0,N,555127,3779743588.0,"OAK KNOLL CONVALESCENT CENTER, INC.",THE OAKS
O20160929001495,WY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972964831,N,535039,2062709397,WESTVIEW OPERATIONS LLC,WESTVIEW HEALTH CARE CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20070718000541,WY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083771679.0,N,535039,6608783543.0,"LIFE CARE CENTERS OF AMERICA, INC.",WESTVIEW HEALTH CARE CENTER
O20161003001004,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548622152,N,225569,9234426487,NASHOBA VALLEY SNF OPERATIONS LLC,LIFE CARE CENTER OF NASHOBA VALLEY,CH,CHANGE OF OWNERSHIP,10/01/2016,O20070717000452,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467414680.0,N,225569,6608783543.0,"LIFE CARE CENTERS OF AMERICA, INC.",LIFE CARE CENTER OF NASHOBA VALLEY
O20161006000787,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891146593,N,055876,3779871751,PRINCETON MANOR HEALTHCARE CENTER LLC,,CH,CHANGE OF OWNERSHIP,08/01/2016,O20081020000376,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346382298.0,N,055876,5597757559.0,"COVENANT CARE CALIFORNIA, LLC",WILLOW TREE NURSING CENTER
O20161007000590,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235682519,N,465108,2769376326,BEAVER VALLEY HOSPITAL,COPPER RIDGE HEALTH CARE,CH,CHANGE OF OWNERSHIP,05/01/2016,O20091125000633,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538492947.0,N,465108,1658410949.0,"JORDAN HEALTH ASSOCIATES, INC.",COPPER RIDGE HEALTH CARE
O20161007001595,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649621707,N,465091,2769376326,BEAVER VALLEY HOSPITAL,DRAPER REHABILITATION AND CARE CENTER,CH,CHANGE OF OWNERSHIP,05/01/2016,O20070813000518,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1023215373.0,N,465091,6204927775.0,"SOUTH VALLEY HEALTHCARE, INC.",DRAPER REHABILITATION AND CARE CENTER
O20161011002990,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184173056,N,555499,7315235140,REDWOOD HEALTHCARE CENTER LLC,,CH,CHANGE OF OWNERSHIP,11/01/2016,O20090623000603,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538323761.0,N,555499,648337709.0,LTP HERITAGE LLC,OAKHILL SPRINGS CARE CENTER
O20161011003269,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750836748,N,255119,2163710997,DIVERSICARE OF AMORY LLC,DIVERSICARE OF AMORY,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060406000389,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104877802.0,N,255119,6800805656.0,GGNSC AMORY LLC,GOLDEN LIVINGCENTER AMORY
O20161012000106,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265846273,N,335432,7315261070,MLAP ACQUISITION I LLC,LONG BEACH NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,08/29/2016,O20031022000010,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801819875.0,N,335432,8426969890.0,LONG BEACH MEMORIAL NURSING HOME,THE KOMANOFF CENTER FOR GERIATRIC & REHABILITATIVE MEDICINE
O20161012002290,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578018560,N,255139,9537457221,DIVERSICARE OF BATESVILLE LLC,DIVERSICARE OF BATESVILLE,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060406000390,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326099987.0,N,255139,1254340003.0,GGNSC BATESVILLE LLC,GOLDEN LIVINGCENTER BATESVILLE
O20161018002823,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275086050,N,395200,5395033799,GUARDIAN ELDER CARE AT ERIE II LLC,WALNUT CREEK HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20091210000659,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699904433.0,N,395200,9931249687.0,ERIE OPERATING LLC,GOLDEN LIVINGCENTER - WALNUT CREEK
O20161019000978,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134672900,N,395607,749578078,GUARDIAN ELDER CARE AT SHIPPENVILLE LLC,SHIPPENVILLE HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060405000622,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467403782.0,N,395607,6103835996.0,GGNSC SHIPPENVILLE LP,GOLDEN LIVINGCENTER SHIPPENVILLE
O20161019003202,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558817924,N,395592,8527356807,GUARDIAN ELDER CARE AT HASTINGS LLC,HAIDA HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060403000810,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649221045.0,N,395592,2668480583.0,GGNSC HASTINGS LP,GOLDEN LIVINGCENTER HAIDA
O20161020000561,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386197168,N,395674,6002194396,GUARDIAN ELDER CARE AT UNIONTOWN LLC,UNIONTOWN HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060403000812,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811948276.0,N,395674,9830107754.0,GGNSC UNIONTOWN LP,GOLDEN LIVINGCENTER UNIONTOWN
O20161020000630,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679028088,N,395241,1456639756,GUARDIAN ELDER CARE AT ALTOONA LLC,GUARDIAN HEALTHCARE ALTOONA,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060405000643,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275584658.0,N,395241,9638188436.0,GGNSC ALTOONA HILLVIEW LP,GOLDEN LIVINGCENTER HILLVIEW
O20161020001484,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942653027,N,505413,8426336744,CARE CENTER WENATCHEE INC,COLONIAL VISTA POST-ACUTE & REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,01/01/2017,O20090929000670,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184619249.0,N,505413,8022914803.0,COLONIAL VISTA CARE CENTERS LLC,
O20161021002138,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972050276,N,345240,4587574355,"LIBERTY HEALTHCARE GROUP, LLC",LIBERTY HEALTHCARE GROUP LLC,CH,CHANGE OF OWNERSHIP,08/11/2016,O20120321000755,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699706606.0,N,345240,7911167390.0,"WARREN HILLS, A PERSONAL CARE AND NURSING FACILITY",
O20161024000970,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699228148,N,445480,7416235668,"THE WATERS OF SPRINGFIELD, LLC",,CH,CHANGE OF OWNERSHIP,08/01/2016,O20050830000552,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932183134.0,N,445480,648201566.0,CHRISTIAN CARE CENTER OF SPRINGFIELD LLC,
O20161024001832,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982157434,N,445502,7911285184,"THE WATERS OF SMYRNA, LLC",,CH,CHANGE OF OWNERSHIP,08/01/2016,O20101129000685,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811218324.0,N,445502,1658567938.0,CHRISTIAN CARE CENTER OF RUTHERFORD COUNTY LLC,
O20161026001369,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720531502,N,395363,5294013207,GUARDIAN ELDER CARE AT WARREN LLC,KINZUA HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060407000645,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982655189.0,N,395363,6800805607.0,GGNSC WARREN KINZUA VALLEY LP,GOLDEN LIVINGCENTER -  KINZUA
O20161026002626,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194271569,N,395594,9537447578,GUARDIAN ELDER CARE AT OIL CITY LLC,OIL CITY HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060403000808,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831140144.0,N,395594,840208765.0,GGNSC OIL CITY LP,GOLDEN LIVINGCENTER - OIL CITY
O20161027000653,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295281665,N,395262,5092093963,GUARDIAN ELDER CARE AT ERIE I LLC,WESTERN RESERVE HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060403000795,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891746178.0,N,395262,7214945138.0,GGNSC ERIE WESTERN RESERVE LP,GOLDEN LIVINGCENTER - WESTERN RESERVE
O20161027002308,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750837126,N,395661,8325326242,GUARDIAN ELDER CARE AT MEYERSDALE LLC,MEYERSDALE HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060405000653,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467403865.0,N,395661,8628087426.0,GGNSC MEYERSDALE LP,GOLDEN LIVINGCENTER-MEYERSDALE
O20161028000258,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932655305,N,395707,8628356557,GUARDIAN ELDER CARE AT CLARION LLC,CLARION HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060403000822,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477504850.0,N,395707,6002824935.0,GGNSC CLARION LP,GOLDEN LIVINGCENTER CLARION
O20161028000576,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154777357,N,055085,4082992920,MORAGAIDENCE OPCO LLC,MORAGA POST ACUTE,CH,CHANGE OF OWNERSHIP,06/01/2016,O20120430000746,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225369002.0,N,055085,1850553306.0,"RHEEM VALLEY HEALTHCARE, LLC",GRACE HEALTHCARE OF MORAGA
O20161028000805,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821544297,N,395901,9830477678,GUARDIAN ELDER CARE AT TITUSVILLE LLC,TITUSVILLE HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060403000824,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184675381.0,N,395901,8820006752.0,GGNSC TITUSVILLE LP,GOLDEN LIVINGCENTER TITUSVILLE
O20161028000936,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538612312,N,395675,8628356474,GUARDIAN ELDER CARE AT WAYNESBURG LLC,WAYNESBURG HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060405000635,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568413946.0,N,395675,547279333.0,GGNSC WAYNESBURG LP,GOLDEN LIVINGCENTER WAYNESBURG
O20161028001393,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093261463,N,395610,7214215078,GUARDIAN ELDER CARE AT JOHNSTOWN LLC,RICHLAND HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060403000811,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740231059.0,N,395610,4385652205.0,GGNSC JOHNSTOWN LP,GOLDEN LIVINGCENTER RICHLAND
O20161101001619,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1629189634,N,465084,6103916747,COUNTY OF DUCHESNE,UINTAH BASIN REHABILITATION AND SENIOR VILLA,CH,CHANGE OF OWNERSHIP,05/31/2016,O20040219000981,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1629189634.0,N,465084,2365337177.0,BASIN CARE AND REHABILITATION CENTER,UINTAH BASIN REHABILITATION AND SENIOR VILLA
O20161102000924,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558717579,N,055049,7214215870,PLEASANT HILLIDENCE OPCO LLC,PLEASANT HILL POST ACUTE,CH,CHANGE OF OWNERSHIP,06/01/2016,O20120823000826,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1336470111.0,N,055049,3678720737.0,OAK PARK HEALTHCARE LLC,GRACE HEALTHCARE OF PLEASANT HILL
O20161104000018,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184082828,N,105892,6204114796,"LAKE PARK OPERATIONS, LLC",LAKE PARK OF MADISON NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,07/01/2016,O20110825000708,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962498105.0,N,105892,8426228636.0,"MADISON HEALTH INVESTORS, LC",LAKE PARK OF MADISON
O20161104000997,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598214272,N,015375,6608154018,"ANNISTON HEALTH AND REHAB SERVICES, LLC",ANNISTON HEALTH AND REHAB SERVICES,CH,CHANGE OF OWNERSHIP,12/01/2016,O20080929000708,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376645218.0,N,015375,9537236831.0,"BECKWOOD MANOR, INC.",
O20161108001583,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831644822,N,255175,9739468190,DIVERSICARE OF BROOKHAVEN LLC,DIVERSICARE OF BROOKHAVEN,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060406000409,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598716193.0,N,255175,7416966262.0,GGNSC BROOKHAVEN LLC,GOLDEN LIVINGCENTER BROOK MANOR
O20161109000994,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457806440,N,255102,3577842889,DIVERSICARE OF RIPLEY LLC,DIVERSICARE OF RIPLEY,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060406000398,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770534398.0,N,255102,5799794541.0,GGNSC RIPLEY LLC,GOLDEN LIVINGCENTER RIPLEY
O20161109001596,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336594811,N,555336,1456630789,KINGSTON HEALTHCARE CENTER LLC,,CH,CHANGE OF OWNERSHIP,09/01/2016,O20080128000492,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891980876.0,N,555336,8527140763.0,"LIFEHOUSE PARKVIEW OPERATIONS, LLC",PARKVIEW HEALTHCARE CENTER
O20161109002185,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821542879,N,445145,3870872112,WATERS OF WINCHESTER LLC,,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060412000715,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487605200.0,N,445145,2769491174.0,GGNSC WINCHESTER LLC,GOLDEN LIVINGCENTER MOUNTAIN VIEW
O20161110000004,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558816546,N,255117,4981983244,DIVERSICARE OF EUPORA LLC,DIVERSICARE OF EUPORA,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060406000413,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619928207.0,N,255117,1052320801.0,GGNSC EUPORA LLC,GOLDEN LIVINGCENTER EUPORA
O20161110000198,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306397625,N,525712,9931488202,CUMBERLAND CARE AND REHAB INC,CARE AND REHAB - CUMBERLAND,CH,CHANGE OF OWNERSHIP,01/01/2017,O20121127000688,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275723041.0,N,525712,7719889203.0,CUMBERLAND MEMORIAL HOSPITAL INC,
O20161110000555,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558815514,N,445138,5698054864,THE WATERS OF UNION CITY LLC,,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000356,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093766818.0,N,445138,5294744926.0,GGNSC UNION CITY LLC,GOLDEN LIVINGCENTER UNION CITY
O20161110001003,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639624620,N,255118,4789963968,DIVERSICARE OF MERIDIAN LLC,DIVERSICARE OF MERIDIAN,CH,CHANGE OF OWNERSHIP,10/01/2016,O20070222000456,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588758643.0,N,255118,2062467533.0,"BEVERLY ENTERPRISES - MISSISSIPPI, INC.",GOLDEN LIVINGCENTER - MERIDIAN
O20161110002142,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699225169,N,335462,8123307345,"TCPRNC, LLC",THE PLAZA REHAB AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,09/21/2016,O20070425000104,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912072208.0,N,335462,8123938289.0,JEWISH HOME LIFECARE HARRY AND JEANETTE WEINBERG CAMPUS BRONX,W.K. NURSING HOME
O20161111000295,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356895130,N,055461,446539688,CALIFORNIA POST ACUTE LLC,CALIFORNIA POST ACUTE,CH,CHANGE OF OWNERSHIP,06/09/2016,O20090216000081,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194877324.0,N,055461,5991860595.0,CALIFORNIA CONVALESCENT CENTER 1 INC,
O20161111001785,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962955229,N,465069,2769376326,BEAVER VALLEY HOSPITAL,MT. OGDEN HEALTH AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,05/01/2016,O20061002000111,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295768802.0,N,465069,1456356187.0,"WASHINGTON HEIGHTS HEALTHCARE, INC.",MT OGDEN HEALTH AND REHABILITATION CENTER
O20161111002032,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1629527429,N,056288,5597044677,HANFORDIDENCE OPCO LLC,HANFORD POST ACUTE,CH,CHANGE OF OWNERSHIP,01/01/2017,O20111028000343,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043316292.0,N,056288,3476562174.0,"MISSION MEDICAL ENTERPRISES, INC.",HANFORD NURSING & REHABILITATION CENTER
O20161114000384,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275088916,N,056435,1951680057,HYDE PARK REHABILITATION CENTER LLC,HYDE PARK HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,09/01/2016,O20100119000175,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689733453.0,N,056435,9537201223.0,"HYDE PARK CONVALESCENT HOSPITAL, INC.",HYDE PARK CONVALESCENT HOSPITAL
O20161115000122,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982152187,N,105959,8527347582,RK3 LLC,KR AT COLLEGE HARBOR,CH,CHANGE OF OWNERSHIP,11/01/2016,O20140307000154,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033141437.0,N,105959,6608811088.0,THE ALLEGRO AT COLLEGE HARBOR LLC,
O20161115001594,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962955237,N,465109,2769376326,BEAVER VALLEY HOSPITAL,HOLLADAY HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,05/01/2016,O20070312000252,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710040795.0,N,465109,3577666528.0,"OLYMPUS HEALTH, INC.",HOLLADAY HEALTHCARE CENTER
O20161115001787,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518411586,N,445124,1557640554,WATERS OF GALLATIN LLC,,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000359,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508818139.0,N,445124,8921017658.0,GGNSC GALLATIN BRANDYWOOD LLC,GOLDEN LIVINGCENTER BRANDYWOOD
O20161116000190,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033184437,N,115106,1254628092,EFFINGHAM HOSPITAL INC,EFFINGHAM CARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,11/01/2016,O20100316000775,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033184437.0,N,115106,5395631915.0,EFFINGHAM HEALTH SYSTEM,EFFINGHAM COUNTY EXTENDED CARE
O20161116000821,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831551514,N,345070,6305125345,DURHAM REHAB OPERATIONS LLC,DURHAM NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,09/28/2016,O20120615000189,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013283175.0,N,345070,1850555269.0,"HEALTHTIQUE DURHAM, LLC",DURHAM NURSING & REHABILITATION CENTER
