OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,Pending,MaleCases,FemaleCases,Cases0to19,Cases20to29,Cases30to39,Cases40to49,Cases50to59,Cases60to69,Cases70to79,Cases80plus,NewCases,MaleDeaths,FemaleDeaths,Deaths0to19,Deaths20to29,Deaths30to39,Deaths40to49,Deaths50to59,Deaths60to69,Deaths70to79,Deaths80plus,AsianCases,BlackCases,HispanicCases,NativeAmCases,OtherCases,WhiteCases,CurrentlyHospitalizedCases,PercAsianCases,PercBlackCases,PercHispanicCases,PercNativeAmCases,PercOtherCases,PercWhiteCases,PercPopAsianCases,PercPopBlackCases,PercPopHispanicCases,PercPopNativeAmCases,PercPopOtherCases,PercPopWhiteCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,Cases0to9,Cases10to19,Deaths0to9,Deaths10to19,TotalDoses,TotalRecipients,MalesVaccinated,FemalesVaccinated,Vaccinated0to9,Vaccinated10to19,Vaccinated20to29,Vaccinated30to39,Vaccinated40to49,Vaccinated50to59,Vaccinated60to69,Vaccinated70to79,Vaccinated80plus,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
369,South Dakota,2021/03/23 17:53:00+00,116100,111937,1923,2240,d2db137a-9655-4904-9e52-2d64a35f594f,438409,322309.0,0,55693.0,60407.0,,20482.0,19126.0,16619.0,16345.0,13308.0,7031.0,5157.0,128,1018.0,905.0,,7.0,19.0,37.0,115.0,255.0,438.0,1052.0,1496.0,2581.0,4205.0,13678.0,7262.0,86878.0,70.0,1.2885443583118,2.22308354866494,3.62187769164513,11.7812230835487,6.25495262704565,74.8303186907838,11.8167456556082,15.8918785789052,13.1426785435224,18.1571995592784,24.2107017836306,11.9000851982434,0.0,499.0,25.6513026052104,26.4821205769042,371.0,125.7,187.4,4762.0,13270.0,0.0,0.0,351033.0,219408.0,86434.0,125723.0,0.0,1816.0,15154.0,21436.0,23207.0,31002.0,55675.0,43895.0,27966.0,884.0,661.0,87783.0,131625.0,4883.0,4883.0,136508.0,,,,
370,South Dakota,2021/03/24 17:13:00+00,116370,112096,1924,2350,39f2a8d8-3683-468c-9777-f7f848a9c859,439361,322991.0,0,55831.0,60539.0,,20526.0,19156.0,16671.0,16386.0,13334.0,7038.0,5155.0,270,1019.0,905.0,,7.0,19.0,37.0,115.0,255.0,439.0,1052.0,1499.0,2588.0,4215.0,13694.0,7274.0,87100.0,72.0,1.28813268024405,2.22394087823322,3.62206754318123,11.7676377073129,6.25075191200481,74.8474692790238,11.8404423380727,15.9349793731913,13.173933427098,18.1784391551951,24.2507084514086,11.9304935745183,1.0,952.0,28.3613445378151,26.4861924476683,682.0,167.667,200.857,4783.0,13321.0,0.0,0.0,357723.0,223692.0,88543.0,127742.0,0.0,1982.0,15701.0,22044.0,23950.0,32112.0,56615.0,44041.0,28008.0,6682.0,4276.0,89661.0,134031.0,5238.0,5238.0,139269.0,,,,
371,South Dakota,2021/03/25 16:41:00+00,116624,112269,1927,2428,95fbd872-f06d-4c89-8997-20a27e79fccb,440322,323698.0,0,55967.0,60657.0,,20567.0,19202.0,16711.0,16421.0,13358.0,7039.0,5158.0,263,1021.0,906.0,,7.0,19.0,37.0,115.0,255.0,440.0,1054.0,1503.0,2600.0,4231.0,13715.0,7285.0,87290.0,74.0,1.28875703114282,2.22938674715324,3.6278982027713,11.7600150912334,6.24657017423515,74.8473727534641,11.8720379146919,16.0088664491103,13.2239412408189,18.2063161248357,24.287381230205,11.9565187614203,3.0,970.0,27.1134020618557,26.4860715567244,707.0,220.333,204.571,4806.0,13362.0,0.0,0.0,366972.0,228667.0,91057.0,130083.0,0.0,2193.0,16428.0,22926.0,24850.0,33230.0,57547.0,44239.0,28051.0,9249.0,4975.0,90362.0,138305.0,5844.0,5844.0,144149.0,,,,
372,South Dakota,2021/03/26 17:09:00+00,116833,112425,1928,2480,1d12d34c-d0df-4551-9bd6-b5d6a0762671,441177,324344.0,0,56072.0,60761.0,,20608.0,19249.0,16738.0,16439.0,13371.0,7038.0,5131.0,209,1022.0,906.0,,7.0,19.0,37.0,116.0,255.0,440.0,1054.0,1510.0,2605.0,4246.0,13717.0,7291.0,87464.0,74.0,1.29244305975195,2.22967825871115,3.63424717331576,11.7406897023957,6.24053135672284,74.8624104491026,11.9273301737757,16.0396527307432,13.2708235661822,18.2089710743253,24.307384564094,11.9803523536357,1.0,855.0,24.4444444444444,26.4821148881288,646.0,247.3,189.4,4829.0,13400.0,0.0,0.0,380096.0,236265.0,94778.0,133571.0,0.0,2745.0,17569.0,24272.0,26223.0,34891.0,58840.0,44459.0,28109.0,12810.0,7337.0,92435.0,143830.0,6836.0,6836.0,150666.0,,,,
373,South Dakota,2021/03/27 17:03:00+00,117081,112705,1933,2443,f70f23dc-4001-432b-a719-244f5093ac02,442181,325100.0,0,56205.0,60876.0,,20655.0,19294.0,16770.0,16475.0,13398.0,7044.0,5155.0,248,1024.0,909.0,,7.0,19.0,37.0,116.0,256.0,442.0,1056.0,1511.0,2617.0,4249.0,13736.0,7304.0,87664.0,77.0,1.29055952716495,2.2352046873532,3.62911146983712,11.732048752573,6.23841613925402,74.8746594238177,11.9352290679305,16.1135398066622,13.2802000312549,18.2341930944764,24.3507251208535,12.0077472872167,5.0,1004.0,24.7011952191235,26.478071197089,756.0,240.0,195.3,4845.0,13445.0,0.0,0.0,392186.0,242305.0,97870.0,136370.0,0.0,2913.0,18363.0,25452.0,27504.0,36363.0,59845.0,44590.0,28164.0,11564.0,5617.0,92425.0,149880.0,7244.0,7244.0,157124.0,,,,
374,South Dakota,2021/03/28 16:41:00+00,117244,112899,1933,2412,b3917749-afb0-42bb-adf2-35bf3e9f5454,442758,325514.0,0,56286.0,60956.0,,20686.0,19327.0,16793.0,16495.0,13400.0,7048.0,5158.0,163,1024.0,909.0,,7.0,19.0,37.0,116.0,256.0,442.0,1056.0,1512.0,2622.0,4257.0,13742.0,7295.0,87816.0,80.0,1.28961823206305,2.23636177544267,3.63088942717751,11.7208556514619,6.22206680085975,74.9002081129951,11.9431279620853,16.1443260882951,13.3052039381153,18.2421579429451,24.32072012002,12.0285674367382,0.0,577.0,28.2495667244367,26.4803798011555,414.0,206.7,198.0,4861.0,13476.0,0.0,0.0,398808.0,246585.0,100000.0,138314.0,0.0,3030.0,18881.0,26275.0,28374.0,37497.0,60561.0,44678.0,28194.0,6622.0,4272.0,94362.0,152223.0,7957.0,7957.0,160180.0,,,,
375,South Dakota,2021/03/29 17:10:00+00,117336,113010,1933,2393,30192ef6-efd2-4a32-adc3-06e7dc4df498,443090,325754.0,0,56324.0,61012.0,,20703.0,19341.0,16812.0,16503.0,13411.0,7050.0,5161.0,92,1024.0,909.0,,7.0,19.0,37.0,116.0,256.0,442.0,1056.0,1515.0,2626.0,4263.0,13744.0,7294.0,87894.0,91.0,1.29116383718552,2.23801731778823,3.63315606463489,11.7133701506784,6.21633599236381,74.9079566373491,11.9668246445498,16.1689551136014,13.3239568682607,18.2448128924347,24.3173862310385,12.0392514608348,0.0,331.0,27.7945619335347,26.4813017671353,239.0,167.667,196.143,4864.0,13491.0,0.0,0.0,402066.0,248071.0,100804.0,138984.0,0.0,3088.0,19164.0,26632.0,28661.0,37816.0,60733.0,44699.0,28199.0,3250.0,1478.0,94076.0,153995.0,8033.0,8033.0,162028.0,,,,
376,South Dakota,2021/03/30 16:45:00+00,117495,113124,1935,2436,66ead7c2-7f69-4954-8766-4871e10cd3f1,443597,326102.0,0,56407.0,61088.0,,20734.0,19365.0,16842.0,16529.0,13426.0,7053.0,5156.0,165,1024.0,911.0,,7.0,19.0,37.0,116.0,258.0,442.0,1056.0,1611.0,2629.0,4264.0,13751.0,7218.0,88022.0,95.0,1.37112217541172,2.23754202306481,3.62909059959998,11.7034767436912,6.14324013787821,74.9155283203541,12.7251184834123,16.1874268825811,13.3270823566182,18.2541052156483,24.0640106684447,12.0567842183267,2.0,513.0,32.1637426900585,26.4868788562592,348.0,140.0,201.429,4881.0,13509.0,0.0,0.0,404181.0,249051.0,101331.0,139439.0,0.0,3128.0,19306.0,26838.0,28853.0,38042.0,60887.0,44722.0,28200.0,2115.0,979.0,93921.0,155130.0,8033.0,8033.0,163163.0,,,,
377,South Dakota,2021/03/31 16:46:00+00,117759,113302,1935,2522,b2198e10-2eb7-4948-80fb-890a25996c88,444576,326817.0,0,56538.0,61221.0,,20783.0,19411.0,16876.0,16557.0,13443.0,7060.0,5157.0,264,1024.0,911.0,,7.0,19.0,37.0,116.0,258.0,442.0,1056.0,1611.0,2635.0,4277.0,13776.0,7233.0,88227.0,104.0,1.36804830204061,2.23762090371012,3.63199415755908,11.6984689068351,6.14220569128474,74.9216620385703,12.7251184834123,16.2243704205406,13.3677137052664,18.2872920842681,24.1140190031672,12.0848640252472,0.0,979.0,26.9662921348315,26.4879345713669,715.0,173.667,200.571,4908.0,13564.0,0.0,0.0,410502.0,252760.0,103306.0,141129.0,0.0,3214.0,19761.0,27544.0,29585.0,38990.0,61558.0,44830.0,28222.0,6321.0,3709.0,95018.0,157742.0,8198.0,8198.0,165940.0,,,,
378,South Dakota,2021/04/01 17:21:00+00,117989,113564,1938,2487,114dc47d-f8a5-4998-907d-0ef302348d3d,445665,327676.0,0,56658.0,61331.0,,20828.0,19448.0,16910.0,16581.0,13466.0,7068.0,5160.0,230,1025.0,913.0,,7.0,19.0,38.0,116.0,259.0,443.0,1056.0,1614.0,2643.0,4289.0,13788.0,7230.0,88425.0,98.0,1.36792412852046,2.24003932569985,3.63508462653298,11.6858351202231,6.1276898693946,74.943426929629,12.7488151658768,16.2736284711533,13.4052195655571,18.3032217812056,24.1040173362227,12.1119850094923,3.0,1089.0,21.1202938475666,26.474818529613,859.0,219.667,195.857,4921.0,13607.0,0.0,0.0,420012.0,257894.0,105900.0,143594.0,0.0,3510.0,20570.0,28624.0,30519.0,40024.0,62638.0,44998.0,28268.0,9510.0,5135.0,95776.0,162118.0,8566.0,8566.0,170684.0,,,,
379,South Dakota,2021/04/02 18:16:00+00,118186,113831,1938,2417,008656ed-d406-4a28-8cff-2d72aae1fdc1,446720,328534.0,0,56751.0,61435.0,,20860.0,19483.0,16947.0,16601.0,13483.0,7072.0,5162.0,197,1025.0,913.0,,7.0,19.0,38.0,116.0,259.0,443.0,1056.0,1616.0,2642.0,4300.0,13800.0,7233.0,88595.0,103.0,1.36733623271792,2.23545936066878,3.63833279745486,11.6765099081109,6.12001421488163,74.9623474861659,12.7646129541864,16.2674712148267,13.4395999374902,18.3191514781431,24.1140190031672,12.1352707030362,0.0,1055.0,18.6729857819905,26.4563932664756,858.0,230.3,194.1,4935.0,13643.0,0.0,0.0,432795.0,264834.0,109415.0,146736.0,0.0,3753.0,21659.0,30049.0,31879.0,41649.0,63387.0,45171.0,28318.0,12783.0,6932.0,96874.0,167960.0,8985.0,8985.0,176945.0,,,,
380,South Dakota,2021/04/03 17:38:00+00,118361,113980,1938,2443,519e59b7-9e9e-4d29-b6e5-ddb4d5224dae,447292,328931.0,0,56849.0,61512.0,,20900.0,19514.0,16970.0,16628.0,13497.0,7074.0,5161.0,175,1025.0,913.0,,7.0,19.0,38.0,116.0,259.0,443.0,1056.0,1616.0,2647.0,4307.0,13807.0,7241.0,88743.0,103.0,1.36531458842017,2.23637853684913,3.63886753237975,11.6651599766815,6.11772458833568,74.9765547773337,12.7646129541864,16.2982574964596,13.4614783559931,18.3284438013567,24.1406901150192,12.1555429538861,0.0,572.0,30.5944055944056,26.4616849843056,397.0,200.667,183.714,4950.0,13667.0,0.0,0.0,442380.0,270633.0,112430.0,149328.0,0.0,4009.0,22637.0,31161.0,33026.0,43024.0,64207.0,45260.0,28371.0,9574.0,5788.0,98886.0,171747.0,9256.0,9256.0,181003.0,,,,
381,South Dakota,2021/04/05 17:52:00+00,118517,114094,1938,2485,ddaa702e-8782-4e61-8353-3d5a4b4ac9aa,447926,329409.0,0,56927.0,61590.0,,20930.0,19541.0,16988.0,16649.0,13511.0,7076.0,5163.0,156,1025.0,913.0,,7.0,19.0,38.0,116.0,259.0,443.0,1056.0,1619.0,2650.0,4318.0,13816.0,7246.0,88868.0,88.0,1.36604875249964,2.23596614831628,3.6433591805395,11.6573993604293,6.11389083422631,74.983335723989,12.7883096366509,16.3167292654393,13.4958587279262,18.3403910740598,24.1573595599267,12.1726647873742,0.0,634.0,24.6056782334385,26.4590579693967,478.0,110.3,169.6,4968.0,13691.0,0.0,0.0,451778.0,275491.0,114971.0,151579.0,0.0,4339.0,23551.0,32099.0,33930.0,44055.0,64838.0,45360.0,28418.0,9398.0,4858.0,99204.0,176287.0,9785.0,9785.0,186072.0,,,,
382,South Dakota,2021/04/06 16:45:00+00,118680,114323,1938,2419,b7d24d6c-4919-40ab-9199-c6de1f9d8fd9,448648,329968.0,0,57020.0,61660.0,,20961.0,19570.0,17014.0,16673.0,13525.0,7082.0,5164.0,163,1025.0,913.0,,7.0,19.0,38.0,116.0,259.0,443.0,1056.0,1620.0,2653.0,4327.0,13821.0,7250.0,89009.0,98.0,1.36501516683519,2.23542298618133,3.64593865857769,11.6456016177958,6.10886417256488,74.9991573980452,12.7962085308057,16.3352010344191,13.5239881231442,18.3470284477838,24.1706951158526,12.1919782155488,0.0,722.0,22.5761772853186,26.4528093293629,559.0,106.333,169.286,4978.0,13713.0,0.0,0.0,453870.0,276854.0,115693.0,152223.0,0.0,4439.0,23776.0,32338.0,34178.0,44353.0,65041.0,45397.0,28433.0,2092.0,1363.0,99838.0,177016.0,9844.0,9844.0,186860.0,,,,
383,South Dakota,2021/04/07 17:30:00+00,118680,114526,1938,2216,538c4d96-cc91-4069-8346-dad6c0ef784d,449326,330646.0,0,57161.0,61814.0,,21003.0,19621.0,17059.0,16716.0,13558.0,7093.0,5166.0,295,1025.0,913.0,,7.0,19.0,38.0,116.0,259.0,443.0,1056.0,1622.0,2664.0,4335.0,13831.0,6981.0,89247.0,94.0,1.36670037074486,2.24469160768453,3.65267947421638,11.6540276373441,5.88220424671385,75.1996966632963,12.8120063191153,16.4029308540115,13.5489920300047,18.3603031952317,23.27387897983,12.2245781865102,0.0,973.0,30.3186022610483,26.4128939789819,678.0,204.7,173.7,5005.0,13754.0,0.0,0.0,460688.0,280950.0,117760.0,154162.0,0.0,4699.0,24487.0,33178.0,34982.0,45146.0,65623.0,45508.0,28453.0,6818.0,4088.0,101212.0,179738.0,10524.0,10524.0,190262.0,,,,
384,South Dakota,2021/04/08 17:06:00+00,119197,114774,1939,2484,55ef8576-b0c6-4aeb-9eb1-687207eeb24a,450535,331338.0,0,57269.0,61928.0,,21049.0,19662.0,17085.0,16739.0,13575.0,7094.0,5166.0,222,1026.0,913.0,,7.0,19.0,38.0,116.0,259.0,444.0,1056.0,1623.0,2677.0,4346.0,13841.0,7283.0,89427.0,100.0,1.3616114499526,2.24586189249729,3.64606491774122,11.6118694262439,6.11005310536339,75.0245392082015,12.8199052132701,16.482975186257,13.5833724019378,18.3735779426796,24.280713452242,12.2492336267331,1.0,914.0,24.2888402625821,26.4567680646343,692.0,226.667,172.571,5028.0,13799.0,0.0,0.0,472352.0,287617.0,121119.0,157296.0,0.0,5166.0,25564.0,34522.0,36194.0,46466.0,66648.0,45706.0,28514.0,11664.0,6667.0,102882.0,184735.0,11593.0,11593.0,196328.0,,,,
385,South Dakota,2021/04/09 17:39:00+00,119467,115056,1946,2465,90712bbc-c900-454d-ab0e-9d5bf4c7cb25,451681,332214.0,0,57404.0,62063.0,,21107.0,19713.0,17116.0,16775.0,13596.0,7100.0,5170.0,270,1030.0,916.0,,7.0,19.0,38.0,116.0,261.0,446.0,1059.0,1626.0,2680.0,4362.0,13855.0,7293.0,89651.0,97.0,1.3610453095834,2.24329731222848,3.65121749102263,11.5973448734797,6.10461466346355,75.0424803502222,12.8436018957346,16.5014469552367,13.6333802156587,18.3921625891067,24.314052342057,12.2799159523438,7.0,1146.0,23.5602094240838,26.4494189483286,876.0,262.3,183.0,5041.0,13849.0,0.0,0.0,481101.0,292569.0,123491.0,159450.0,0.0,5567.0,26510.0,35555.0,37074.0,47425.0,67225.0,45847.0,28553.0,8749.0,4944.0,104037.0,188532.0,12556.0,12556.0,201088.0,,,,
386,South Dakota,2021/04/10 17:24:00+00,119705,115346,1946,2413,83522a09-b8eb-4e08-b002-7d07b7e58a8e,452497,332792.0,0,57521.0,62184.0,,21155.0,19750.0,17152.0,16802.0,13619.0,7104.0,5172.0,238,1030.0,916.0,,7.0,19.0,38.0,116.0,261.0,446.0,1059.0,1629.0,2687.0,4384.0,13872.0,7288.0,89845.0,102.0,1.36084541163694,2.24468485025688,3.66233657741949,11.5884883672361,6.08830040516269,75.0553443882879,12.8672985781991,16.5445477495228,13.7021409595249,18.4147296597682,24.2973828971495,12.3064890379173,0.0,816.0,29.1666666666667,26.4543190341593,578.0,243.333,192.0,5066.0,13885.0,,0.0,493060.0,298828.0,126712.0,162448.0,0.0,6135.0,27725.0,36701.0,38155.0,48623.0,68067.0,46037.0,28616.0,11959.0,6259.0,104596.0,194232.0,14253.0,14253.0,208485.0,,,,
387,South Dakota,2021/04/12 16:55:00+00,119892,115520,1947,2425,a4ae11e8-3a29-497a-9828-60b72d2fd276,453262,333370.0,0,57617.0,62275.0,,21192.0,19783.0,17176.0,16822.0,13637.0,7110.0,5174.0,187,1031.0,916.0,,7.0,19.0,38.0,116.0,262.0,446.0,1059.0,1634.0,2689.0,4402.0,13878.0,7297.0,89992.0,96.0,1.36289327061022,2.24285190004337,3.67163780735996,11.5754178760885,6.08631101324525,75.0608881326527,12.9067930489731,16.556862262176,13.7583997499609,18.422694508237,24.327387897983,12.3266243140993,1.0,765.0,24.4444444444444,26.450926837017,578.0,141.667,196.429,5084.0,13914.0,0.0,0.0,500996.0,303057.0,128881.0,164369.0,0.0,6583.0,28570.0,37455.0,38939.0,49412.0,68552.0,46143.0,28651.0,7936.0,4212.0,105118.0,197939.0,15574.0,15574.0,213513.0,,,,
388,South Dakota,2021/04/11 17:15:00+00,0,0,0,2413,82f27e78-730f-43fa-aed6-d152ac64c409,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,South Dakota,2021/04/13 17:30:00+00,120154,115768,1947,2439,08085e8f-7a2a-4bc2-8c6c-60abf7da1a62,454184,334030.0,0,57740.0,62414.0,,21252.0,19823.0,17212.0,16859.0,13661.0,7118.0,5177.0,262,1031.0,916.0,,7.0,19.0,38.0,116.0,262.0,446.0,1059.0,1638.0,2696.0,4431.0,13894.0,7306.0,90189.0,106.0,1.36325049519783,2.24378713983721,3.68776736521464,11.5634935166536,6.0805299865173,75.0611714965794,12.9383886255924,16.599963056462,13.8490389123301,18.4439341041537,24.3573928988165,12.3536083236766,0.0,922.0,28.4164859002169,26.4549169499586,660.0,149.7,210.6,5106.0,13946.0,0.0,0.0,502498.0,303912.0,129372.0,164726.0,0.0,6693.0,28751.0,37625.0,39094.0,49560.0,68639.0,46155.0,28653.0,1502.0,846.0,105326.0,198586.0,15744.0,15744.0,214330.0,,,,
390,South Dakota,2021/04/14 16:33:00+00,120379,116040,1948,2391,2ca4240d-ce1f-43e5-82fa-c373a336da7f,455144,334765.0,0,57837.0,62542.0,,21294.0,19866.0,17247.0,16894.0,13682.0,7120.0,5179.0,225,1031.0,917.0,,7.0,19.0,38.0,116.0,262.0,447.0,1059.0,1641.0,2703.0,4445.0,13918.0,7314.0,90358.0,113.0,1.36319457712724,2.24540825226991,3.69250450659999,11.5618172604856,6.07581056496565,75.0612648385516,12.9620853080569,16.6430638507481,13.8927957493358,18.4757934980287,24.3840640106684,12.3767570425525,1.0,960.0,23.4375,26.4485525460074,735.0,224.667,200.571,5114.0,13983.0,0.0,0.0,508407.0,306650.0,130802.0,166047.0,0.0,6930.0,29295.0,38167.0,39535.0,50050.0,69028.0,46239.0,28685.0,5909.0,2739.0,104893.0,201757.0,16189.0,16189.0,217946.0,,,,
391,South Dakota,2021/04/15 17:45:00+00,120613,116336,1949,2328,d03a03d5-2646-49c1-9b4d-3bd01b88dd11,456159,335546.0,0,57947.0,62666.0,,21338.0,19896.0,17277.0,16926.0,13707.0,7129.0,5185.0,234,1032.0,917.0,,8.0,19.0,38.0,116.0,262.0,447.0,1059.0,1645.0,2713.0,4451.0,13935.0,7323.0,90546.0,109.0,1.36386624990673,2.24934293981577,3.69031530597863,11.5534809680549,6.07148483165165,75.0715097045924,12.9936808846761,16.7046364140139,13.9115486794812,18.4983605686902,24.4140690115019,12.4025082801187,1.0,1015.0,23.0541871921182,26.440999739126,781.0,240.3,202.3,5135.0,14020.0,0.0,0.0,514158.0,309111.0,132028.0,167178.0,0.0,7190.0,29785.0,38646.0,39955.0,50486.0,69335.0,46308.0,28702.0,5751.0,2453.0,104064.0,205047.0,16265.0,16265.0,221312.0,,,,
392,South Dakota,2021/04/16 17:26:00+00,120856,116703,1952,2201,b4355a90-899e-4ae6-bc80-39b68f4806a5,456195,335339.0,0,58060.0,62796.0,,21368.0,19926.0,17310.0,16956.0,13738.0,7156.0,5192.0,257,1033.0,919.0,,8.0,19.0,38.0,116.0,262.0,448.0,1061.0,1647.0,2714.0,4462.0,13944.0,7342.0,90747.0,106.0,1.36277884424439,2.24564771298074,3.69199708744291,11.5376977560071,6.07499834513802,75.0868802541868,13.0094786729858,16.7107936703405,13.9459290514143,18.5103078413933,24.4774129021504,12.4300401883676,3.0,464.0,55.3879310344828,26.4921798792183,207.0,238.667,200.429,5153.0,14057.0,0.0,0.0,521848.0,311881.0,133394.0,168465.0,0.0,7539.0,30330.0,39096.0,40394.0,50957.0,69734.0,46415.0,28740.0,7690.0,2750.0,101922.0,209959.0,16269.0,16269.0,226228.0,,,,
393,South Dakota,2021/04/17 18:03:00+00,121056,116893,1953,2210,e71fa460-1a25-4ee4-a7a3-68e043a393ea,457912,336856.0,0,58160.0,62896.0,,21392.0,19963.0,17336.0,16986.0,13752.0,7162.0,5193.0,86,1033.0,920.0,,8.0,19.0,39.0,116.0,262.0,448.0,1061.0,1648.0,2719.0,4474.0,13957.0,7338.0,90920.0,96.0,1.36135342320909,2.24606793550093,3.69581020354216,11.5293748347872,6.0616574147502,75.1057361882104,13.0173775671406,16.7415799519734,13.983434911705,18.5275650130756,24.4640773462244,12.4537368059151,0.0,667.0,12.8935532233883,26.4365205541676,581.0,192.333,178.714,5173.0,14099.0,0.0,0.0,528055.0,314682.0,134908.0,169722.0,0.0,7766.0,30858.0,39652.0,40938.0,51518.0,70036.0,46483.0,28773.0,6164.0,2768.0,101316.0,213366.0,16288.0,16288.0,229654.0,,,,
394,South Dakota,2021/04/18 18:58:00+00,121056,116893,1953,2210,4fe7e4d9-cb9b-43e6-82bd-f2deb260f646,457912,336856.0,0,58160.0,62896.0,,21392.0,19963.0,17336.0,16986.0,13752.0,7162.0,5193.0,0,1033.0,920.0,,8.0,19.0,39.0,116.0,262.0,448.0,1061.0,1648.0,2719.0,4474.0,13957.0,7338.0,90920.0,96.0,1.36135342320909,2.24606793550093,3.69581020354216,11.5293748347872,6.0616574147502,75.1057361882104,13.0173775671406,16.7415799519734,13.983434911705,18.5275650130756,24.4640773462244,12.4537368059151,,,12.8935532233883,26.4365205541676,,192.333,178.714,5173.0,14099.0,0.0,0.0,528055.0,314682.0,134908.0,169722.0,0.0,7766.0,30858.0,39652.0,40938.0,51518.0,70036.0,46483.0,28773.0,,,101316.0,213366.0,16288.0,16288.0,229654.0,,,,
395,South Dakota,2021/04/19 17:31:00+00,121189,117083,1953,2153,2abd9538-0abe-4359-aaa8-23030e0f9998,458573,337384.0,0,58226.0,62963.0,,21415.0,19987.0,17356.0,17007.0,13770.0,7165.0,5196.0,133,1033.0,920.0,,8.0,19.0,39.0,116.0,262.0,448.0,1061.0,1651.0,2723.0,4483.0,13971.0,7332.0,91029.0,112.0,1.36233486537557,2.2469035968611,3.69918061870302,11.528274018269,6.05005404780962,75.1132528529817,13.0410742496051,16.7662089772797,14.011564306923,18.5461496595027,24.4440740123354,12.4686670447167,0.0,661.0,20.1210287443268,26.4274172269192,528.0,73.0,171.0,5179.0,14114.0,0.0,0.0,536965.0,317618.0,136412.0,171026.0,0.0,8158.0,31460.0,40263.0,41425.0,52027.0,70333.0,46539.0,28793.0,8910.0,2901.0,98280.0,219338.0,16296.0,16296.0,235634.0,,,,
396,South Dakota,2021/04/20 18:36:00+00,121360,117239,1953,2168,21d6541d-67ac-4e9b-b323-b1f805270a85,459331,337971.0,0,58308.0,63052.0,,21441.0,20009.0,17385.0,17025.0,13785.0,7175.0,5199.0,171,1033.0,920.0,,8.0,19.0,39.0,116.0,262.0,448.0,1061.0,1652.0,2731.0,4488.0,13985.0,7338.0,91166.0,124.0,1.36123928806856,2.25032959789057,3.69808833223467,11.523566249176,6.04647330257086,75.1203032300593,13.0489731437599,16.8154670278924,14.0271917487107,18.5647343059298,24.4640773462244,12.4874325742197,0.0,758.0,22.5593667546174,26.4210340691136,587.0,101.333,158.0,5200.0,14141.0,0.0,0.0,537671.0,317816.0,136519.0,171114.0,0.0,8178.0,31501.0,40310.0,41449.0,52071.0,70355.0,46540.0,28793.0,659.0,163.0,97970.0,219846.0,16297.0,16297.0,236143.0,,,,
397,South Dakota,2021/04/21 17:23:00+00,121517,117520,1954,2043,6c7f9778-9467-486c-ba4b-91890dc95754,460161,338644.0,0,58384.0,63133.0,,21463.0,20032.0,17405.0,17043.0,13803.0,7180.0,5203.0,157,1034.0,920.0,,8.0,19.0,39.0,116.0,263.0,448.0,1061.0,1654.0,2735.0,4499.0,13995.0,7343.0,91291.0,115.0,1.3611264267551,2.25071389188344,3.70236263238888,11.5169070994182,6.04277590789766,75.1261140416567,13.0647709320695,16.8400960531987,14.0615721206439,18.5780090533778,24.4807467911319,12.5045544077078,1.0,830.0,18.9156626506024,26.4074965066575,673.0,153.667,148.286,5215.0,14173.0,0.0,0.0,543586.0,319614.0,137439.0,171971.0,0.0,8319.0,31827.0,40633.0,41773.0,52413.0,70626.0,46600.0,28831.0,5868.0,1764.0,95653.0,223961.0,16302.0,16302.0,240263.0,,,,
398,South Dakota,2021/04/22 17:15:00+00,121651,117742,1956,1953,803a8576-856c-4454-a7f1-728d10ce6fb9,460988,339337.0,0,58444.0,63207.0,,21484.0,20060.0,17423.0,17052.0,13808.0,7186.0,5204.0,134,1036.0,920.0,,8.0,19.0,39.0,116.0,265.0,448.0,1061.0,1654.0,2746.0,4512.0,14011.0,7346.0,91382.0,107.0,1.3596271300688,2.25727696443104,3.70897074417802,11.5173734700085,6.03858579049905,75.1181659008146,13.0647709320695,16.9078258727911,14.1022034692921,18.5992486492944,24.4907484580763,12.5170191024872,2.0,827.0,16.2031438935913,26.3891901741477,693.0,154.0,134.0,5226.0,14208.0,0.0,0.0,548271.0,320197.0,137795.0,172214.0,0.0,8414.0,31949.0,40707.0,41856.0,52516.0,70717.0,46646.0,28859.0,4690.0,588.0,92123.0,228074.0,16295.0,16295.0,244369.0,,,,
