OBJECTID,DFIRM_ID,XS_LN_ID,XS_LTR,START_ID,STREAM_STN,XS_LN_TYP,WTR_NM,WSEL_REG,LEN_UNIT,V_DATUM,SOURCE_CIT,BED_ELEV,TOP_WIDTH,XS_AREA,AREA_UNIT,VELOCITY,VEL_UNIT
22763,50027C,50027C_3871,O,50027C_2704,10585.0,"LETTERED, MAPPED",BLACK RIVER,317.8,Feet,NAVD88,50027C_FIS1,,,,,,
22764,50027C,50027C_3872,B,50027C_2702,1564.0,"LETTERED, MAPPED",TWENTYMILE STREAM,777.8,Feet,NAVD88,50027C_FIS1,,,,,,
22765,50027C,50027C_3873,N,50027C_2702,5168.0,"LETTERED, MAPPED",GREAT BROOK,552.8,Feet,NAVD88,50027C_FIS1,,,,,,
22766,50027C,50027C_3874,AF,50027C_2704,22518.0,"LETTERED, MAPPED",BLACK RIVER,370.7,Feet,NAVD88,50027C_FIS1,,,,,,
22767,50027C,50027C_3875,H,50027C_2709,15570.0,"LETTERED, MAPPED",FIRST BRANCH WHITE RIVER,509.6,Feet,NAVD88,50027C_FIS1,,,,,,
22768,50027C,50027C_3876,K,50027C_2702,3628.0,"LETTERED, MAPPED",CARLEY ROAD BROOK,567.7,Feet,NAVD88,50027C_FIS1,,,,,,
22769,50027C,50027C_3877,E,50027C_2710,16148.0,"LETTERED, MAPPED",SPENCER BROOK,541.1,Feet,NAVD88,50027C_FIS1,,,,,,
22770,500027,500027_2879,BS,500027_2003,58332.0,"LETTERED, MAPPED",LAMOILLE RIVER,1128.6,Feet,NGVD29,500027_FIS1,,,,,,
22771,500027,500027_2880,D,500027_2001,1245.0,"LETTERED, MAPPED",NICHOLS BROOK,887.1,Feet,NGVD29,500027_FIS1,,,,,,
22772,500027,500027_2881,AJ,500027_2003,29007.0,"LETTERED, MAPPED",LAMOILLE RIVER,900.2,Feet,NGVD29,500027_FIS1,,,,,,
22773,500027,500027_2882,AF,500027_2003,26221.0,"LETTERED, MAPPED",LAMOILLE RIVER,868.4,Feet,NGVD29,500027_FIS1,,,,,,
22774,500027,500027_2883,BZ,500027_2003,63462.0,"LETTERED, MAPPED",LAMOILLE RIVER,1156.7,Feet,NGVD29,500027_FIS1,,,,,,
22775,500027,500027_2884,B,500027_2001,655.0,"LETTERED, MAPPED",NICHOLS BROOK,845.3,Feet,NGVD29,500027_FIS1,,,,,,
22776,50027C,50027C_4166,Z,50027C_2702,3891.0,"LETTERED, MAPPED",VALLEY STREET BROOK,570.1,Feet,NAVD88,50027C_FIS1,,,,,,
22777,50027C,50027C_4167,R,50027C_2707,8640.0,"LETTERED, MAPPED",KEDRON BROOK,718.9,Feet,NAVD88,50027C_FIS1,,,,,,
22778,50027C,50027C_4168,DX,50027C_2714,56801.0,"LETTERED, MAPPED",BLACK RIVER,975.6,Feet,NAVD88,50027C_FIS1,,,,,,
22779,50027C,50027C_4080,DR,50027C_2717,124450.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,1060.8,Feet,NAVD88,50027C_FIS1,,,,,,
22780,50027C,50027C_4081,J,50027C_2704,8175.0,"LETTERED, MAPPED",BLACK RIVER,306.0,Feet,NAVD88,50027C_FIS1,,,,,,
22781,50027C,50027C_4082,EW,50027C_2714,73147.0,"LETTERED, MAPPED",BLACK RIVER,1020.5,Feet,NAVD88,50027C_FIS1,,,,,,
22782,50027C,50027C_4261,K,50027C_2709,27020.0,"LETTERED, MAPPED",SECOND BRANCH WHITE RIVER,546.5,Feet,NAVD88,50027C_FIS1,,,,,,
22783,50027C,50027C_4262,L,50027C_2702,1653.0,"LETTERED, MAPPED",CHESTER ROAD BROOK,474.6,Feet,NAVD88,50027C_FIS1,,,,,,
22784,50027C,50027C_4263,K,50027C_2704,4636.0,"LETTERED, MAPPED",WHITE RIVER,354.3,Feet,NAVD88,50027C_FIS1,,,,,,
22785,500056,500056_2993,F,500056_2102,19817.0,"LETTERED, MAPPED",TROUT RIVER,438.9,Feet,NGVD29,500056_FIS1,,,,,,
22786,500056,500056_2994,AB,500056_2102,37180.0,"LETTERED, MAPPED",TROUT RIVER,484.0,Feet,NGVD29,500056_FIS1,,,,,,
22787,500056,500056_2995,E,500056_2101,2485.0,"LETTERED, MAPPED",BLACK FALLS BROOK,509.0,Feet,NGVD29,500056_FIS1,,,,,,
22788,500056,500056_2996,W,500056_2102,32550.0,"LETTERED, MAPPED",TROUT RIVER,480.2,Feet,NGVD29,500056_FIS1,,,,,,
22789,500056,500056_2997,M,500056_2102,25736.0,"LETTERED, MAPPED",TROUT RIVER,454.3,Feet,NGVD29,500056_FIS1,,,,,,
22790,500056,500056_2998,V,500056_2102,32070.0,"LETTERED, MAPPED",TROUT RIVER,474.6,Feet,NGVD29,500056_FIS1,,,,,,
22791,500066,500066_2021,L,500066_2203,5649.0,"LETTERED, MAPPED",STERLING BROOK,745.5,Feet,NAVD88,500066_FIS1,,,,,,
22792,500066,500066_2022,C,500066_2203,3955.0,"LETTERED, MAPPED",MOSS GLEN BROOK,741.6,Feet,NAVD88,500066_FIS1,,,,,,
22793,500066,500066_3063,S,500066_2201,25966.0,"LETTERED, MAPPED",LITTLE RIVER,696.9,Feet,NAVD88,500066_FIS1,,,,,,
22794,50025C,50025C_691,L,50025C_107,7665.0,"LETTERED, MAPPED",WARDSBORO BROOK,695.4,Feet,NAVD88,50025C_FIS1,,,,,,
22795,50025C,50025C_692,P,50025C_107,13920.0,"LETTERED, MAPPED",SMITH BROOK,607.3,Feet,NAVD88,50025C_FIS1,,,,,,
22796,50025C,50025C_693,B,50025C_107,8700.0,"LETTERED, MAPPED",WINHALL RIVER,1051.6,Feet,NAVD88,50025C_FIS1,,,,,,
22797,50025C,50025C_694,F,50025C_102,782.0,"LETTERED, MAPPED",WHETSTONE BROOK,252.6,Feet,NAVD88,50025C_FIS1,,,,,,
22798,50025C,50025C_695,BS,50025C_102,27238.0,"LETTERED, MAPPED",HALLADAY BROOK,519.6,Feet,NAVD88,50025C_FIS1,,,,,,
22799,50025C,50025C_713,I,50025C_107,9400.0,"LETTERED, MAPPED",SMITH BROOK,524.1,Feet,NAVD88,50025C_FIS1,,,,,,
22800,50025C,50025C_714,M,50025C_107,19680.0,"LETTERED, MAPPED",WINHALL RIVER,1192.0,Feet,NAVD88,50025C_FIS1,,,,,,
22801,50025C,50025C_715,BK,50025C_102,25423.0,"LETTERED, MAPPED",WHETSTONE BROOK,500.8,Feet,NAVD88,50025C_FIS1,,,,,,
22802,50025C,50025C_716,C,50025C_107,12600.0,"LETTERED, MAPPED",ROCK RIVER,506.3,Feet,NAVD88,50025C_FIS1,,,,,,
22803,50025C,50025C_708,B,50025C_105,3336.0,"LETTERED, MAPPED",SOUTH BRANCH SAXTONS RIVER,852.5,Feet,NAVD88,50025C_FIS1,,,,,,
22804,50027C,50027C_3743,D,50027C_2711,13010.0,"LETTERED, MAPPED",WEST RIVER,1236.0,Feet,NAVD88,50027C_FIS1,,,,,,
22805,50027C,50027C_3744,DB,50027C_2714,41481.0,"LETTERED, MAPPED",BLACK RIVER,930.7,Feet,NAVD88,50027C_FIS1,,,,,,
22806,50025C,50025C_579,AV,50025C_107,33565.0,"LETTERED, MAPPED",BALL MOUNTAIN BROOK,1468.1,Feet,NAVD88,50025C_FIS1,,,,,,
22807,50025C,50025C_580,W,50025C_111,23920.0,"LETTERED, MAPPED",SAXTONS RIVER,552.1,Feet,NAVD88,50025C_FIS1,,,,,,
22808,50025C,50025C_581,U,50025C_107,31100.0,"LETTERED, MAPPED",ROCK RIVER,755.5,Feet,NAVD88,50025C_FIS1,,,,,,
22809,50025C,50025C_582,C,50025C_107,525.0,"LETTERED, MAPPED",WARDSBORO BROOK,559.0,Feet,NAVD88,50025C_FIS1,,,,,,
22810,50025C,50025C_519,AE,50025C_111,41035.0,"LETTERED, MAPPED",SAXTONS RIVER,695.4,Feet,NAVD88,50025C_FIS1,,,,,,
22811,50025C,50025C_520,AJ,50025C_107,32069.0,"LETTERED, MAPPED",WARDSBORO BROOK,1111.8,Feet,NAVD88,50025C_FIS1,,,,,,
22812,50027C,50027C_4195,A,50027C_2710,470.0,"LETTERED, MAPPED",KINGDOM VALLEY BROOK,584.4,Feet,NAVD88,50027C_FIS1,,,,,,
22813,50027C,50027C_4196,A,50027C_2704,5900.0,"LETTERED, MAPPED",OMPOMPANOOSUC RIVER,397.1,Feet,NAVD88,50027C_FIS1,,,,,,
22814,50027C,50027C_4197,K,50027C_2710,4385.0,"LETTERED, MAPPED",KINGDOM VALLEY BROOK,672.1,Feet,NAVD88,50027C_FIS1,,,,,,
22815,50027C,50027C_1536,BF,50027C_2719,184832.0,"LETTERED, MAPPED",CONNECTICUT RIVER,357.33,Feet,NAVD88,50027C_FIS1,,,,,,
22816,50027C,50027C_1537,CV,50027C_2714,37226.0,"LETTERED, MAPPED",BLACK RIVER,915.8,Feet,NAVD88,50027C_FIS1,,,,,,
22817,50027C,50027C_1538,AU,50027C_2702,35536.0,"LETTERED, MAPPED",GREAT BROOK,741.4,Feet,NAVD88,50027C_FIS1,,,,,,
22818,50027C,50027C_1539,BT,50027C_2704,98650.0,"LETTERED, MAPPED",WILLIAMS RIVER,891.1,Feet,NAVD88,50027C_FIS1,,,,,,
22819,50027C,50027C_1396,D,50027C_2702,2244.0,"LETTERED, MAPPED",TWENTYMILE STREAM,796.8,Feet,NAVD88,50027C_FIS1,,,,,,
22820,50027C,50027C_1397,DM,50027C_2717,120373.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,1026.1,Feet,NAVD88,50027C_FIS1,,,,,,
22821,50027C,50027C_1398,Y,50027C_2702,3791.0,"LETTERED, MAPPED",VALLEY STREET BROOK,570.0,Feet,NAVD88,50027C_FIS1,,,,,,
22822,50027C,50027C_1399,CJ,50027C_2718,69350.0,"LETTERED, MAPPED",WHITE RIVER,579.4,Feet,NAVD88,50027C_FIS1,,,,,,
22823,50027C,50027C_1400,AC,50027C_2704,21016.0,"LETTERED, MAPPED",BLACK RIVER,337.2,Feet,NAVD88,50027C_FIS1,,,,,,
22824,50025C,50025C_632,J,50025C_104,8030.0,"LETTERED, MAPPED",BEAVER BROOK,1564.3,Feet,NAVD88,50025C_FIS1,,,,,,
22825,50027C,50027C_2594,C,50027C_2707,1265.0,"LETTERED, MAPPED",KEDRON BROOK,698.2,Feet,NAVD88,50027C_FIS1,,,,,,
22826,50027C,50027C_2595,AS,50027C_2717,43434.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,683.4,Feet,NAVD88,50027C_FIS1,,,,,,
22827,50027C,50027C_2596,DL,50027C_2714,47061.0,"LETTERED, MAPPED",BLACK RIVER,946.2,Feet,NAVD88,50027C_FIS1,,,,,,
22828,50027C,50027C_2597,C,50027C_2709,6000.0,"LETTERED, MAPPED",THIRD BRANCH WHITE RIVER,568.5,Feet,NAVD88,50027C_FIS1,,,,,,
22829,50027C,50027C_2598,BG,50027C_2704,89250.0,"LETTERED, MAPPED",WILLIAMS RIVER,754.4,Feet,NAVD88,50027C_FIS1,,,,,,
22830,50027C,50027C_2599,J,50027C_2716,5225.0,"LETTERED, MAPPED",LULLS BROOK,569.1,Feet,NAVD88,50027C_FIS1,,,,,,
22831,50027C,50027C_2600,DF,50027C_2714,43701.0,"LETTERED, MAPPED",BLACK RIVER,937.5,Feet,NAVD88,50027C_FIS1,,,,,,
22832,500234,500234_3670,D,500234_2501,2480.0,"LETTERED, MAPPED",WAITS RIVER,469.4,Feet,NGVD29,500234_FIS1,,,,,,
22833,500234,500234_3671,H,500234_2501,4153.0,"LETTERED, MAPPED",WAITS RIVER,473.0,Feet,NGVD29,500234_FIS1,,,,,,
22834,500027,500027_2897,J,500027_2003,7455.0,"LETTERED, MAPPED",LAMOILLE RIVER,789.3,Feet,NGVD29,500027_FIS1,,,,,,
22835,500027,500027_2898,Q,500027_2003,14778.0,"LETTERED, MAPPED",LAMOILLE RIVER,802.8,Feet,NGVD29,500027_FIS1,,,,,,
22836,500027,500027_2899,AB,500027_2003,22420.0,"LETTERED, MAPPED",LAMOILLE RIVER,828.4,Feet,NGVD29,500027_FIS1,,,,,,
22837,500027,500027_2900,I,500027_2003,6365.0,"LETTERED, MAPPED",LAMOILLE RIVER,788.8,Feet,NGVD29,500027_FIS1,,,,,,
22838,500027,500027_2901,BB,500027_2003,44482.0,"LETTERED, MAPPED",LAMOILLE RIVER,987.1,Feet,NGVD29,500027_FIS1,,,,,,
22839,500027,500027_2902,S,500027_2002,10015.0,"LETTERED, MAPPED",COOPER BROOK,832.8,Feet,NGVD29,500027_FIS1,,,,,,
22840,500027,500027_2903,AI,500027_2003,28392.0,"LETTERED, MAPPED",LAMOILLE RIVER,892.8,Feet,NGVD29,500027_FIS1,,,,,,
22841,50021C,50021C_3636,T,50021C_2408,20690.0,"LETTERED, MAPPED",Castleton River,369.7,Feet,NAVD88,50021C_FIS1,,,,,,
22842,50021C,50021C_3637,O,50021C_2407,16260.0,"LETTERED, MAPPED",Neshobe River,434.7,Feet,NAVD88,50021C_FIS1,,,,,,
22843,500068,500068_3132,AH,500068_2301,38712.0,"LETTERED, MAPPED",LAMOILLE RIVER,780.5,Feet,NGVD29,500068_FIS1,,,,,,
22844,500068,500068_3133,I,500068_2301,13415.0,"LETTERED, MAPPED",LAMOILLE RIVER,675.7,Feet,NGVD29,500068_FIS1,,,,,,
22845,500068,500068_3134,AG,500068_2301,36562.0,"LETTERED, MAPPED",LAMOILLE RIVER,780.2,Feet,NGVD29,500068_FIS1,,,,,,
22846,50025C,50025C_798,E,50025C_104,3550.0,"LETTERED, MAPPED",BEAVER BROOK,1511.9,Feet,NAVD88,50025C_FIS1,,,,,,
22847,50025C,50025C_799,I,50025C_107,17800.0,"LETTERED, MAPPED",ROCK RIVER,566.3,Feet,NAVD88,50025C_FIS1,,,,,,
22848,50025C,50025C_800,AQ,50025C_114,148749.0,"LETTERED, MAPPED",CONNECTICUT RIVER,246.9,Feet,NAVD88,50025C_FIS1,,,,,,
22849,50025C,50025C_801,BI,50025C_114,199835.0,"LETTERED, MAPPED",CONNECTICUT RIVER,289.0,Feet,NAVD88,50025C_FIS1,,,,,,
22850,500027,500027_2906,AC,500027_2003,22865.0,"LETTERED, MAPPED",LAMOILLE RIVER,830.5,Feet,NGVD29,500027_FIS1,,,,,,
22851,500027,500027_2907,AS,500027_2003,37328.0,"LETTERED, MAPPED",LAMOILLE RIVER,959.5,Feet,NGVD29,500027_FIS1,,,,,,
22852,500027,500027_2908,R,500027_2003,15678.0,"LETTERED, MAPPED",LAMOILLE RIVER,803.1,Feet,NGVD29,500027_FIS1,,,,,,
22853,500027,500027_2909,BJ,500027_2003,50582.0,"LETTERED, MAPPED",LAMOILLE RIVER,1069.6,Feet,NGVD29,500027_FIS1,,,,,,
22854,500027,500027_2910,AD,500027_2003,23415.0,"LETTERED, MAPPED",LAMOILLE RIVER,836.8,Feet,NGVD29,500027_FIS1,,,,,,
22855,500027,500027_2911,BE,500027_2003,46757.0,"LETTERED, MAPPED",LAMOILLE RIVER,1028.6,Feet,NGVD29,500027_FIS1,,,,,,
22856,500027,500027_2912,F,500027_2002,3725.0,"LETTERED, MAPPED",COOPER BROOK,814.5,Feet,NGVD29,500027_FIS1,,,,,,
22857,500027,500027_2913,BR,500027_2003,57826.0,"LETTERED, MAPPED",LAMOILLE RIVER,1128.3,Feet,NGVD29,500027_FIS1,,,,,,
22858,500027,500027_2914,BC,500027_2003,45297.0,"LETTERED, MAPPED",LAMOILLE RIVER,994.4,Feet,NGVD29,500027_FIS1,,,,,,
22859,500027,500027_2915,P,500027_2003,13943.0,"LETTERED, MAPPED",LAMOILLE RIVER,802.7,Feet,NGVD29,500027_FIS1,,,,,,
22860,500027,500027_2916,AU,500027_2003,39525.0,"LETTERED, MAPPED",LAMOILLE RIVER,968.2,Feet,NGVD29,500027_FIS1,,,,,,
22861,50021C,50021C_3437,B,50021C_2410,3550.0,"LETTERED, MAPPED",North Branch Tenny Brook,688.0,Feet,NAVD88,50021C_FIS1,,,,,,
22862,50021C,50021C_3438,A,50021C_2411,1200.0,"LETTERED, MAPPED",Mill Brook 1,442.7,Feet,NAVD88,50021C_FIS1,,,,,,
22863,50021C,50021C_3439,P,50021C_2407,3230.0,"LETTERED, MAPPED",Roaring Brook,673.7,Feet,NAVD88,50021C_FIS1,,,,,,
22864,50021C,50021C_3440,A,50021C_2412,21090.0,"LETTERED, MAPPED",West Branch Tweed River,843.6,Feet,NAVD88,50021C_FIS1,,,,,,
22865,50021C,50021C_3441,BP,50021C_2417,211820.0,"LETTERED, MAPPED",Otter Creek,595.2,Feet,NAVD88,50021C_FIS2,,,,,,
22866,50021C,50021C_3442,U,50021C_2412,37680.0,"LETTERED, MAPPED",South Branch Tweed River,1038.2,Feet,NAVD88,50021C_FIS1,,,,,,
22867,50025C,50025C_562,AW,50025C_107,34015.0,"LETTERED, MAPPED",BALL MOUNTAIN BROOK,1478.1,Feet,NAVD88,50025C_FIS1,,,,,,
22868,50025C,50025C_563,A,50025C_105,580.0,"LETTERED, MAPPED",WEAVER BROOK,577.4,Feet,NAVD88,50025C_FIS1,,,,,,
22869,500068,500068_3117,C,500068_2301,5340.0,"LETTERED, MAPPED",LAMOILLE RIVER,669.1,Feet,NGVD29,500068_FIS1,,,,,,
22870,500068,500068_3118,X,500068_2301,30022.0,"LETTERED, MAPPED",LAMOILLE RIVER,709.0,Feet,NGVD29,500068_FIS1,,,,,,
22871,50021C,50021C_3447,Q,50021C_2407,13103.0,"LETTERED, MAPPED",Moon Brook,615.5,Feet,NAVD88,50021C_FIS2,,,,,,
22872,50027C,50027C_4479,I,50027C_2709,5724.0,"LETTERED, MAPPED",TWEED RIVER,752.7,Feet,NAVD88,50027C_FIS1,,,,,,
22873,50027C,50027C_4480,DD,50027C_2714,42381.0,"LETTERED, MAPPED",BLACK RIVER,932.5,Feet,NAVD88,50027C_FIS1,,,,,,
22874,50027C,50027C_4481,G,50027C_2715,3150.0,"LETTERED, MAPPED",NORTH BRANCH BLACK RIVER,597.4,Feet,NAVD88,50027C_FIS1,,,,,,
22875,50027C,50027C_4458,Y,50027C_2704,19588.0,"LETTERED, MAPPED",BLACK RIVER,332.9,Feet,NAVD88,50027C_FIS1,,,,,,
22876,50027C,50027C_4482,BA,50027C_2718,6920.0,"LETTERED, MAPPED",WHITE RIVER,462.2,Feet,NAVD88,50027C_FIS1,,,,,,
22877,50027C,50027C_4483,J,50027C_2705,6770.0,"LETTERED, MAPPED",ANDOVER BRANCH,955.5,Feet,NAVD88,50027C_FIS1,,,,,,
22878,50027C,50027C_4484,AG,50027C_2720,5930.0,"LETTERED, MAPPED",MILL BROOK,670.7,Feet,NAVD88,50027C_FIS1,,,,,,
22879,50027C,50027C_4485,DG,50027C_2714,44361.0,"LETTERED, MAPPED",BLACK RIVER,939.7,Feet,NAVD88,50027C_FIS1,,,,,,
22880,50027C,50027C_4486,J,50027C_2715,7120.0,"LETTERED, MAPPED",NORTH BRANCH BLACK RIVER,597.6,Feet,NAVD88,50027C_FIS1,,,,,,
22881,50027C,50027C_3822,AH,50027C_2704,32840.0,"LETTERED, MAPPED",WHITE RIVER,386.0,Feet,NAVD88,50027C_FIS1,,,,,,
22882,50027C,50027C_3857,R,50027C_2702,6860.0,"LETTERED, MAPPED",GREAT BROOK,578.5,Feet,NAVD88,50027C_FIS1,,,,,,
22883,50027C,50027C_3858,T,50027C_2705,21540.0,"LETTERED, MAPPED",SOUTH BRANCH WILLIAMS RIVER,988.6,Feet,NAVD88,50027C_FIS1,,,,,,
22884,50027C,50027C_3859,F,50027C_2710,3560.0,"LETTERED, MAPPED",MIDDLE BRANCH WILLIAMS RIVER,587.7,Feet,NAVD88,50027C_FIS1,,,,,,
22885,50027C,50027C_3860,BV,50027C_2717,83966.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,820.3,Feet,NAVD88,50027C_FIS1,,,,,,
22886,50027C,50027C_3984,C,50027C_2708,4220.0,"LETTERED, MAPPED",TROUT CLUB BROOK,1527.4,Feet,NAVD88,50027C_FIS1,,,,,,
22887,50027C,50027C_3985,BL,50027C_2718,20360.0,"LETTERED, MAPPED",WHITE RIVER,482.8,Feet,NAVD88,50027C_FIS1,,,,,,
22888,50027C,50027C_4344,AC,50027C_2720,4280.0,"LETTERED, MAPPED",MILL BROOK,654.3,Feet,NAVD88,50027C_FIS1,,,,,,
22889,50027C,50027C_4345,U,50027C_2704,18030.0,"LETTERED, MAPPED",BLACK RIVER,327.1,Feet,NAVD88,50027C_FIS1,,,,,,
22890,50027C,50027C_4346,E,50027C_2704,4175.0,"LETTERED, MAPPED",BLACK RIVER,306.0,Feet,NAVD88,50027C_FIS1,,,,,,
22891,50027C,50027C_4347,L,50027C_2705,7794.0,"LETTERED, MAPPED",LOVERS LANE BROOK,640.6,Feet,NAVD88,50027C_FIS1,,,,,,
22892,50027C,50027C_4348,AG,50027C_2704,30635.0,"LETTERED, MAPPED",WHITE RIVER,384.3,Feet,NAVD88,50027C_FIS1,,,,,,
22893,50027C,50027C_4349,S,50027C_2710,12900.0,"LETTERED, MAPPED",MIDDLE BRANCH WILLIAMS RIVER,683.5,Feet,NAVD88,50027C_FIS1,,,,,,
22894,50027C,50027C_4350,EX,50027C_2714,73845.0,"LETTERED, MAPPED",BLACK RIVER,1025.3,Feet,NAVD88,50027C_FIS1,,,,,,
22895,50027C,50027C_4351,AG,50027C_2707,20420.0,"LETTERED, MAPPED",KEDRON BROOK,837.3,Feet,NAVD88,50027C_FIS1,,,,,,
22896,50027C,50027C_4352,D,50027C_2704,915.0,"LETTERED, MAPPED",WHITE RIVER,354.3,Feet,NAVD88,50027C_FIS1,,,,,,
22897,50027C,50027C_4353,N,50027C_2702,1789.0,"LETTERED, MAPPED",VALLEY STREET BROOK,453.4,Feet,NAVD88,50027C_FIS1,,,,,,
22898,50025C,50025C_781,BQ,50025C_114,214730.0,"LETTERED, MAPPED",CONNECTICUT RIVER,301.43,Feet,NAVD88,50025C_FIS1,,,,,,
22899,50025C,50025C_782,N,50025C_104,13570.0,"LETTERED, MAPPED",BEAVER BROOK,1616.1,Feet,NAVD88,50025C_FIS1,,,,,,
22900,50025C,50025C_445,G,50025C_107,12780.0,"LETTERED, MAPPED",WINHALL RIVER,1098.0,Feet,NAVD88,50025C_FIS1,,,,,,
22901,50025C,50025C_446,AK,50025C_107,25920.0,"LETTERED, MAPPED",BALL MOUNTAIN BROOK,1268.2,Feet,NAVD88,50025C_FIS1,,,,,,
22902,50025C,50025C_447,AF,50025C_107,28797.0,"LETTERED, MAPPED",WARDSBORO BROOK,1057.5,Feet,NAVD88,50025C_FIS1,,,,,,
22903,50025C,50025C_448,AS,50025C_110,31250.0,"LETTERED, MAPPED",WEST RIVER,1113.8,Feet,NAVD88,50025C_FIS1,,,,,,
22904,50025C,50025C_449,K,50025C_104,9500.0,"LETTERED, MAPPED",BEAVER BROOK,1567.0,Feet,NAVD88,50025C_FIS1,,,,,,
22905,50025C,50025C_450,AN,50025C_107,26820.0,"LETTERED, MAPPED",BALL MOUNTAIN BROOK,1289.9,Feet,NAVD88,50025C_FIS1,,,,,,
22906,50025C,50025C_451,A,50025C_104,290.0,"LETTERED, MAPPED",BILL BROOK,1566.3,Feet,NAVD88,50025C_FIS1,,,,,,
22907,50025C,50025C_452,A,50025C_104,1550.0,"LETTERED, MAPPED",ELLIS BROOK,1589.4,Feet,NAVD88,50025C_FIS1,,,,,,
22908,50027C,50027C_2780,R,50027C_2702,5298.0,"LETTERED, MAPPED",CHESTER ROAD BROOK,536.5,Feet,NAVD88,50027C_FIS1,,,,,,
22909,50025C,50025C_454,J,50025C_104,6310.0,"LETTERED, MAPPED",BINNEY BROOK,1609.4,Feet,NAVD88,50025C_FIS1,,,,,,
22910,50025C,50025C_455,J,50025C_111,11100.0,"LETTERED, MAPPED",SAXTONS RIVER,434.0,Feet,NAVD88,50025C_FIS1,,,,,,
22911,50025C,50025C_456,AG,50025C_102,42320.0,"LETTERED, MAPPED",WILLIAMS RIVER,511.1,Feet,NAVD88,50025C_FIS1,,,,,,
22912,50025C,50025C_457,L,50025C_102,2605.0,"LETTERED, MAPPED",WHETSTONE BROOK,265.4,Feet,NAVD88,50025C_FIS1,,,,,,
22913,50025C,50025C_458,A,50025C_107,12000.0,"LETTERED, MAPPED",ROCK RIVER,495.8,Feet,NAVD88,50025C_FIS1,,,,,,
22914,50025C,50025C_459,I,50025C_104,7930.0,"LETTERED, MAPPED",BEAVER BROOK,1560.0,Feet,NAVD88,50025C_FIS1,,,,,,
22915,50025C,50025C_460,AN,50025C_110,17000.0,"LETTERED, MAPPED",WEST RIVER,1032.4,Feet,NAVD88,50025C_FIS1,,,,,,
22916,50025C,50025C_461,W,50025C_102,6430.0,"LETTERED, MAPPED",WHETSTONE BROOK,304.9,Feet,NAVD88,50025C_FIS1,,,,,,
22917,50025C,50025C_462,G,50025C_114,30280.0,"LETTERED, MAPPED",CONNECTICUT RIVER,225.8,Feet,NAVD88,50025C_FIS1,,,,,,
22918,50027C,50027C_1396,D,50027C_2702,2244.0,"LETTERED, MAPPED",TWENTYMILE STREAM,796.8,Feet,NAVD88,50027C_FIS1,,,,,,
22919,50027C,50027C_1819,BR,50027C_2718,31300.0,"LETTERED, MAPPED",WHITE RIVER,498.1,Feet,NAVD88,50027C_FIS1,,,,,,
22920,50027C,50027C_1820,BN,50027C_2712,7655.0,"LETTERED, MAPPED",BLACK RIVER,556.4,Feet,NAVD88,50027C_FIS1,,,,,,
22921,50027C,50027C_1821,G,50027C_2710,18201.0,"LETTERED, MAPPED",SPENCER BROOK,562.4,Feet,NAVD88,50027C_FIS1,,,,,,
22922,50027C,50027C_1822,X,50027C_2716,14350.0,"LETTERED, MAPPED",LULLS BROOK,620.4,Feet,NAVD88,50027C_FIS1,,,,,,
22923,50027C,50027C_1823,EC,50027C_2714,59710.0,"LETTERED, MAPPED",BLACK RIVER,988.9,Feet,NAVD88,50027C_FIS1,,,,,,
22924,50027C,50027C_1824,EG,50027C_2718,119875.0,"LETTERED, MAPPED",WHITE RIVER,752.2,Feet,NAVD88,50027C_FIS1,,,,,,
22925,50027C,50027C_1825,D,50027C_2704,1305.0,"LETTERED, MAPPED",MILL BROOK,329.0,Feet,NAVD88,50027C_FIS1,,,,,,
22926,50027C,50027C_1826,Q,50027C_2716,10025.0,"LETTERED, MAPPED",LULLS BROOK,588.7,Feet,NAVD88,50027C_FIS1,,,,,,
22927,50027C,50027C_1827,C,50027C_2701,1740.0,"LETTERED, MAPPED",GULF STREAM BROOK,696.0,Feet,NAVD88,50027C_FIS1,,,,,,
22928,50027C,50027C_2098,BV,50027C_2714,15397.0,"LETTERED, MAPPED",BLACK RIVER,722.3,Feet,NAVD88,50027C_FIS1,,,,,,
22929,500066,500066_3050,P,500066_2202,16695.0,"LETTERED, MAPPED",WEST BRANCH LITTLE RIVER,776.0,Feet,NAVD88,500066_FIS1,,,,,,
22930,50027C,50027C_2100,A,50027C_2702,95.0,"LETTERED, MAPPED",CHESTER ROAD BROOK,442.9,Feet,NAVD88,50027C_FIS1,,,,,,
22931,50027C,50027C_2101,U,50027C_2716,11530.0,"LETTERED, MAPPED",LULLS BROOK,600.7,Feet,NAVD88,50027C_FIS1,,,,,,
22932,50027C,50027C_2102,DD,50027C_2718,90491.0,"LETTERED, MAPPED",WHITE RIVER,683.6,Feet,NAVD88,50027C_FIS1,,,,,,
22933,50027C,50027C_2103,H,50027C_2704,3290.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,354.5,Feet,NAVD88,50027C_FIS1,,,,,,
22934,50027C,50027C_2104,K,50027C_2702,1453.0,"LETTERED, MAPPED",CHESTER ROAD BROOK,471.0,Feet,NAVD88,50027C_FIS1,,,,,,
