OBJECTID,DIST_ID,ORG_NAME,NAME,ADDR,ADDR2,CITY,ZIP,PHONE,FAX,COLOR,EMAIL,URL,MAPURL,URL2,Shape__Area,Shape__Length
165,417SSA,Lake Zurich Special Service Area 17,LAKE ZURICH #17,70 E Main St,,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,,,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea17.pdf,,24408.5,745.133785437498
166,418SSA,Mundelein Special Service Area 2,MUNDELEIN SSA#2,300 Plaza Cir, ,Mundelein,60060.0,(847) 949-3200,(847) 949-0143 fax,0.0,info@mundelein-il.gov,http://www.mundelein.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MundeleinSpecialServiceArea2.pdf,,15396.48046875,520.198886484163
167,419SSA,Mundelein Special Service Area 3,MUNDELEIN SSA#3,300 Plaza Cir,,Mundelein,60060.0,(847) 949-3200,(847) 949-0143 fax,,info@mundelein-il.gov,http://www.mundelein.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MundeleinSpecialServiceArea3.pdf,,301607.2734375,2428.12501036313
168,420SSA,Green Oaks Special Service Area 13,GREEN OAKS SSA# 13,2020 O'Plaine Rd, ,Green Oaks,60048.0,(847) 362-5363,(847) 362-5375 fax,1.0,vilgrnoaks@aol.com,http://www.greenoaks.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/GreenOaksSpecialServiceArea13.pdf,,232258.37890625,2007.89924007845
169,421SSA,Riverwoods Special Service Area 35,RIVERWOODS SSA #35,300 Portwine Rd,,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,3.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea35.pdf,,324395.05859375,3841.91667102461
170,422SSA,Mundelein Special Service Area 4,MUNDELEIN SSA#4,300 Plaza Cir,,Mundelein,60060.0,(847) 949-3200,(847) 949-0143 fax,1.0,info@mundelein-il.gov,http://www.mundelein.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MundeleinSpecialServiceArea4.pdf,,670359.42578125,4070.75355060073
171,423SSA,Deer Park Special Service Area 11,DEER PARK SSA#11,23680 Cuba Rd,,Deer Park,60010.0,(847) 726-1648,(847) 726-1659 fax,,,http://www.villageofdeerpark.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/DeerParkSpecialServiceArea11.pdf,,537971.01171875,5246.40198773675
172,424SSA,Lake Zurich Special Service Area 18,LAKE ZURICH SSA#18,70 E Main St,,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,1.0,,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea18.pdf,,143423.9296875,1584.25551737151
173,425SSA,Lake Zurich Special Service Area 19,LAKE ZURICH SSA#19,70 E Main St,,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,3.0,,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea19.pdf,,39566.6796875,848.362233334142
174,426SSA,Zion Special Service Area 1 Brighton Ponds,ZION SSA #1 - BRIGHTON PONDS,2828 Sheridan Rd, ,Zion,60099.0,(847) 746-4000,(847) 746-7167 fax,0.0, ,http://www.cityofzion.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/ZionSpecialServiceArea1BrightonPonds.pdf,,338831.91796875,2327.21554747705
175,427SSA,Kildeer Special Service Area 2,KILDEER SSA #2,21911 Quentin Rd, ,Kildeer,60047.0,(847) 438-6000,(847) 438-1531 fax,3.0, ,https://villageofkildeer.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/KildeerSpecialServiceArea1.pdf,,336304.0546875,2520.05566105323
176,428SSA,,,,,,,,,,,,,,143164.71875,5100.09697412918
177,X01TIF,Antioch Corporate Center Tax Increment Finance Area,ANTIOCH CORPORATE CENTER TIF,874 Main St, ,Antioch,60002.0,(847) 395-1000,(847) 395-1920 fax,0.0, ,https://www.antioch.il.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/AntiochCorporateCenterTaxIncrementFinanceArea.pdf,,1842339.33984375,5874.73820746023
178,X03TIF,Barrington Tax Increment Finance Area 1,BARRINGTON TAX INCRE FINANCE AREA #1,206 S Hough, ,Barrington,60010.0,(847) 304-3400,(847) 381-7506 fax,2.0,vobvm@barrington-il.gov,https://www.barrington-il.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/BarringtonTaxIncrementFinanceArea1.pdf,,347720.0625,5231.34066991105
179,X04TIF,Beach Park Tax Increment Finance Area 1,BEACH PARK TIF #1,11270 W Wadsworth Rd, ,Beach Park,60099.0,(847) 746-1770,(847) 746-1797 fax,2.0, ,http://www.villageofbeachpark.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/BeachParkTaxIncrementFinanceArea1.pdf,,1731068.55078125,12715.8901032901
180,X05TIF,Beach Park Tax Increment Finance Area 2,BEACH PARK TIF #2,11270 W Wadsworth Rd, ,Beach Park,60099.0,(847) 746-1770,(847) 746-1797 fax,0.0, ,http://www.villageofbeachpark.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/BeachParkTaxIncrementFinanceArea2.pdf,,380132.50390625,6251.47397382486
181,X06TIF,Beach Park Tax Increment Finance Area 3,BEACH PARK TIF #3,11270 W Wadsworth Rd, ,Beach Park,60099.0,(847) 746-1770,(847) 746-1797 fax,0.0, ,http://www.villageofbeachpark.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/BeachParkTaxIncrementFinanceArea3.pdf,,1171361.4921875,10572.0889523389
182,X07TIF,Beach Park Tax Increment Finance Area 4,BEACH PARK TIF #4,11270 W Wadsworth Rd, ,Beach Park,60099.0,(847) 746-1770,(847) 746-1797 fax,0.0, ,http://www.villageofbeachpark.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/BeachParkTaxIncrementFinanceArea4.pdf,,6216189.18359375,36630.1923987438
183,X12TIF,Fox Lake Tax Increment Financing Area,FOX LAKE TAX INCREM FINANCE AREA #1,66 Thillen Dr, ,Fox Lake,60020.0,(847) 587-2151,(847) 587-2237 fax,3.0, ,http://www.foxlake.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/FoxLakeTaxIncrementFinancingArea.pdf,,168738.8359375,1836.3440901658
184,X13TIF,Green Oaks Tax Increment Finance Area 1,GREEN OAKS TIF #1,2020 O'Plaine Rd, ,Green Oaks,60048.0,(847) 362-5363,(847) 362-5375 fax,0.0,vilgrnoaks@aol.com,http://www.greenoaks.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/GreenOaksTaxIncrementFinanceArea1.pdf,,2498165.234375,15248.4374123899
185,X14TIF,Highwood Tax Increment Finance Area 1,HIGHWOOD TAX INCREMENT FINANCE AREA #1,17 Highwood Ave, ,Highwood,60040.0,(847) 432-1924,(847) 432-0735 fax,1.0, ,http://www.cityofhighwood.com,https://maps.lakecountyil.gov/output/districtmaps/spec/HighwoodTaxIncrementFinanceArea1.pdf,,443801.73046875,5009.60410075207
186,X17TIF,Highland Park Tax Increment Finance Area 3,HIGHLAND PARK TIF #3,1707 St Johns Ave, ,Highland Park,60035.0,(847) 432-0800,(847) 432-2624 fax,0.0, ,https://www.cityhpil.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/HighlandParkTaxIncrementFinanceArea3.pdf,,184461.5625,3960.37310962453
187,X20TIF,Lake Forest Tax Increment Finance Area 2,LAKE FOREST TIF #2,220 E Deerpath Rd, ,Lake Forest,60045.0,(847) 234-2600,(847) 615-4289 fax,0.0, ,https://www.cityoflakeforest.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeForestTaxIncrementFinanceArea2.pdf,,102946.125,1288.94376912153
188,X21TIF,Lakemoor Tax Increment Finance Area 1,LAKEMOOR TIF #1,28581 IL Route 120, ,Lakemoor,60050.0,(815) 385-1117,(815) 385-8206 fax,0.0,villagehall@lakemoor.net,http://www.lakemoor.net/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakemoorTaxIncrementFinanceArea1.pdf,,634170.65625,5757.08023975423
189,X22TIF,Lakemoor Tax Increment Finance Area 2,LAKEMOOR TIF #2,28581 IL Route 120, ,Lakemoor,60050.0,(815) 385-1117,(815) 385-8206 fax,0.0,villagehall@lakemoor.net,http://www.lakemoor.net/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakemoorTaxIncrementFinanceArea2.pdf,,874730.78515625,4369.53252116343
190,X23TIF,Lake Villa Tax Increment Finance Area 1,LAKE VILLA TIF #1,65 Cedar Ave, ,Lake Villa,60046.0,(847) 356-6100,(847) 356-6217 fax,0.0, ,https://www.lake-villa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeVillaTaxIncrementFinanceArea1.pdf,,1456513.5546875,9501.39375945771
191,X24TIF,Lake Zurich Tax Increment Finance Area,LAKE ZURICH TIF #1,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,1.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichTaxIncrementFinanceArea.pdf,,410687.57421875,4585.17215720164
192,X25TIF,Lake Zurich Tax Increment Finance Area 2,LAKE ZURICH TIF #2,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,0.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichTaxIncrementFinanceArea2.pdf,,432350.828125,3870.68370294803
193,X26TIF,Long Grove Tax Increment Finance Area,LONG GROVE TIF,3110 Old McHenry Rd, ,Long Grove,60047.0,(847) 634-9440,(847) 634-9408 fax,0.0, ,https://www.longgroveil.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/LongGroveTaxIncrementFinanceArea.pdf,,848475.01953125,6684.59674129102
194,X29TIF,Mundelein Tax Increment Finance Area,MUNDELEIN TAX INCRE FINANCE AREA #2,300 Plaza Cir, ,Mundelein,60060.0,(847) 949-3200,(847) 949-0143 fax,4.0,info@mundelein-il.gov,http://www.mundelein.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MundeleinTaxIncrementFinanceArea.pdf,,268341.828125,3859.95388004281
195,X30TIF,Mundelein Tax Increment Finance Area 3,MUNDELEIN TIF #3,300 Plaza Cir, ,Mundelein,60060.0,(847) 949-3200,(847) 949-0143 fax,0.0,info@mundelein-il.gov,http://www.mundelein.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MundeleinTaxIncrementFinanceArea3.pdf,,729627.15234375,7662.6848299086
196,X31TIF,North Chicago Tax Increment Finance Area 2,NORTH CHICAGO TIF #2,1850 S Lewis Ave, ,North Chicago,60064.0,(847) 596-8600,(847) 578-1220 fax,0.0, ,https://www.northchicago.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthChicagoTaxIncrementFinanceArea2.pdf,,231684.80859375,2205.02558941309
197,X32TIF,North Chicago Tax Increment Finance Area 3,NORTH CHICAGO TIF #3,1850 S Lewis Ave, ,North Chicago,60064.0,(847) 596-8600,(847) 578-1220 fax,0.0, ,https://www.northchicago.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthChicagoTaxIncrementFinanceArea3.pdf,,2246429.3515625,8768.31685454119
198,X33TIF,North Chicago Tax Increment Finance Area,N CHICAGO TAX INCREMENT FINANCE AREA,1850 S Lewis Ave, ,North Chicago,60064.0,(847) 596-8600,(847) 578-1220 fax,4.0, ,https://www.northchicago.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthChicagoTaxIncrementFinanceArea.pdf,,2806395.37890625,22719.3107331063
199,X36TIF,Round Lake Beach Tax Increment Finance Area 4,ROUND LAKE BCH TAX INCRE FINANCE AREA #4,1937 N Municipal Way, ,Round Lake Beach,60073.0,(847) 546-2351,(847) 740-2852 fax,0.0, ,http://www.villageofroundlakebeach.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeBeachTaxIncrementFinanceArea4.pdf,,1812773.4296875,11513.7818318855
200,X39TIF,Riverwoods Tax Increment Finance Area 1,RIVERWOODS TIF,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,2.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsTaxIncrementFinanceArea1.pdf,,112846.89453125,2269.19630706671
201,X40TIF,Vernon Hills Tax Increment Finance Area,VERNON HILLS TIF,290 Evergreen Dr, ,Vernon Hills,60061.0,(847) 367-3700,(847) 367-0880 fax,0.0, ,https://vernonhills.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/VernonHillsTaxIncrementFinanceArea.pdf,,536864.82421875,5187.40242930503
202,X41TIF,Wauconda Tax Increment Finance Area 1,WAUCONDA TIF #1,101 N Main St, ,Wauconda,60084.0,(847) 526-9600,(847) 526-8809 fax,0.0, ,https://www.wauconda-il.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/WaucondaTaxIncrementFinanceArea1.pdf,,1664802.25,7980.93561034394
203,X49TIF,Waukegan Tax Increment Finance Area 7,WAUKEGAN TIF #7,100 N Martin Luther King Jr., ,Waukegan,60085.0,(847) 599-2500,(847) 360-9299 fax,0.0, ,https://il-waukegan2.civicplus.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/WaukeganTaxIncrementFinanceArea7.pdf,,5401976.17578125,20271.079112166
204,X50TIF,Waukegan Tax Increment Finance Area 8,WAUKEGAN TIF #8,100 N Martin Luther King Jr., ,Waukegan,60085.0,(847) 599-2500,(847) 360-9299 fax,0.0, ,https://il-waukegan2.civicplus.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/WaukeganTaxIncrementFinanceArea8.pdf,,2436097.5078125,17478.0003601947
205,X51TIF,Waukegan Tax Increment Finance Area 9,WAUKEGAN TIF #9,100 N Martin Luther King Jr., ,Waukegan,60085.0,(847) 599-2500,(847) 360-9299 fax,0.0, ,https://il-waukegan2.civicplus.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/WaukeganTaxIncrementFinanceArea9.pdf,,1415372.796875,8511.00194547192
206,X52TIF,Waukegan Tax Increment Finance Area 10,WAUKEGAN TIF #10,100 N Martin Luther King Jr., ,Waukegan,60085.0,(847) 599-2500,(847) 360-9299 fax,0.0, ,https://il-waukegan2.civicplus.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/WaukeganTaxIncrementFinanceArea10.pdf,,1668506.48828125,5294.8016680213
207,X55TIF,Zion Tax Increment Finance Area 3,ZION TAX INCRE FINANCE AREA #3,2828 Sheridan Rd, ,Zion,60099.0,(847) 746-4000,(847) 746-7167 fax,6.0, ,http://www.cityofzion.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/ZionTaxIncrementFinanceArea3.pdf,,822559.2265625,6899.58628584448
208,X56TIF,Zion Crane Meadows Tax Increment Finance Area 4,ZION CRANE MEADOWS TIF #4,2828 Sheridan Rd, ,Zion,60099.0,(847) 746-4000,(847) 746-7167 fax,0.0, ,http://www.cityofzion.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/ZionCraneMeadowsTaxIncrementFinanceArea4.pdf,,152354.22265625,1589.95191432051
209,X57TIF,Zion Tax Increment Finance Area 5,ZION TAX INCREMENT FINANCE AREA #5,2828 Sheridan Rd, ,Zion,60099.0,(847) 746-4000,(847) 746-7167 fax,3.0, ,http://www.cityofzion.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/ZionTaxIncrementFinanceArea5.pdf,,5296710.4765625,16329.0861453972
210,X58TIF,Highland Park Tax Increment Finance Area 4,HIGHLAND PARK TIFA #4,1707 St Johns Ave, ,Highland Park,60035.0,(847) 432-0800,(847) 432-2624 fax,4.0, ,https://www.cityhpil.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/HighlandParkTaxIncrementFinanceArea4.pdf,,934714.73828125,7758.36475351563
211,X59TIF,Vernon Hills Tax Increment Finance Area 1,VERNON HILLS TIF #2,290 Evergreen Dr, ,Vernon Hills,60061.0,(847) 367-3700,(847) 367-0880 fax,4.0, ,https://vernonhills.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/VernonHillsTaxIncrementFinanceArea1.pdf,,488257.37109375,3957.04169570998
212,X60TIF,Antioch Tax Increment Finance Area 3,VILLAGE OF ANTIOCH TIFA #3,874 Main St, ,Antioch,60002.0,(847) 395-1000,(847) 395-1920 fax,2.0, ,https://www.antioch.il.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/AntiochTaxIncrementFinanceArea3.pdf,,597983.64453125,5563.88303721521
213,X61TIF,Lake Zurich Tax Increment Finance Area 3,VILLAGE OF LAKE ZURICH TIFA #3,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,0.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichTaxIncrementFinanceArea3.pdf,,740437.44140625,5123.48272552852
214,X62TIF,Zion Tax Increment Finance Area 6,ZION TAX INCRE FINANCE AREA #6,2828 Sheridan Rd, ,Zion,60099.0,(847) 746-4000,(847) 746-7167 fax,0.0, ,http://www.cityofzion.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/ZionTaxIncrementFinanceArea6.pdf,,345610.62890625,4772.74786280651
215,X63TIF,Riverwoods Tax Increment Finance Area 2,RIVERWOODS TIF #2,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,0.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsTaxIncrementFinanceArea2.pdf,,197730.74609375,2725.42698267898
216,X64TIF,Winthrop Harbor Tax Increment Finance Area 2,WINTHROP HARBOR TIF #2,830 Sheridan Rd, ,Winthrop Harbor,60096.0,(847) 872-3846,(847) 872-0639 fax,, ,http://www.winthropharbor.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/WinthropHarborTaxIncrementFinanceArea2.pdf,,1036554.05859375,15068.1860531206
217,X65TIF,Zion Tax Increment Finance Area 7,ZION TIF #7,2828 Sheridan Rd, ,Zion,60099.0,(847) 746-4000,(847) 746-7167 fax,, ,http://www.cityofzion.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/ZionTaxIncrementFinanceArea7.pdf ,,3913730.23046875,15918.4996103359
218,X66TIF,Lake Villa Tax Increment Finance Area 2,LAKE VILLA TIF #2,65 Cedar Ave, ,Lake Villa,60046.0,(847) 356-610,(847) 356-6217 fax,, ,https://www.lake-villa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeVillaTaxIncrementFinanceArea2.pdf,,69906.7578125,1143.43721409069
219,X67TIF,Buffalo Grove Increment Finance Area 2,BUFFALO GROVE TIF #2,50 Raupp Blvd, ,Buffalo Grove,60089.0,(847) 459-2500,(847) 459-7906 fax,, ,https://www.vbg.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/BuffaloGroveIncrementFinanceArea2.pdf,,1850052.76953125,13833.3114590798
220,X68TIF,Vernon Hills Tax Increment Finance Area 3,VERNON HILLS TIF #3,290 Evergreen Dr, ,Vernon Hills,60061.0,(847) 367-3700,(847) 367-0880 fax,, ,https://vernonhills.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/VernonHillsTaxIncrementFinanceArea3.pdf,,531890.5703125,3969.99825497361
221,X69TIF,Waukegan Tax Increment Finance Area 11,WAUKEGAN TIF #11,100 N Martin Luther King Jr., ,Waukegan,60085.0,(847) 599-2500,(847) 360-9299 fax,0.0, ,https://il-waukegan2.civicplus.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/WaukeganTaxIncrementFinanceArea11.pdf,,1037723.01171875,6253.26340182286
222,X70TIF,Round Lake Tax Increment Finance Area 1,ROUND LAKE TIF #1,442 N Cedar Lake Rd, ,Round Lake,60073.0,(847) 546-5400,(847) 546-5405 fax,5.0, ,https://www.eroundlake.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeTaxIncrementFinanceArea1.pdf,,1918561.55078125,11895.1236244814
223,X71TIF,Park City Tax Increment Finance Area 1 Old Skokie,PARK CITY OLD SKOKIE TIF#1,3355 Belvidere Rd,,Park City,60085.0,(847) 623-503,(847) 662-0119 fax,0.0, ,http://www.parkcityil.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/ParkCityTaxIncrementFinanceArea1OldSkokie.pdf,,1077101.203125,6361.56588177093
224,X72TIF,Long Grove Tax Increment Finance Area 2,LONG GROVE TIF #2,3110 Old McHenry Rd,,Long Grove,60047.0,(847) 634-9440,(847) 634-9408 fax,1.0,,https://www.longgroveil.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/LongGroveTaxIncrementFinanceArea2.pdf,,567335.30859375,5667.10194965003
225,X73TIF,Rand Road Redevelopment Project Area,RAND ROAD REDEVELOPMENT PROJECT AREA,23680 Cuba Rd, ,Deer Park,60010.0,(847) 726-1648,(847) 726-1659 fax,0.0, ,http://www.villageofdeerpark.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RandRoadRedevelopmentProjectArea.pdf,,617490.48828125,4620.31940886084
226,X74TIF,Lindenhurst Special Service Area 1,LINDENHURST TIF #1 - GRAND AVENUE,2301 E Sand Lake Rd, ,Lincolnshire,60046.0,(847) 356-8252,(847) 356-8270 fax,1.0, ,https://www.lindenhurstil.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LindenhurstSpecialServiceArea1.pdf, ,1037288.828125,11423.6575133184
227,X75TIF,Fox Lake Tax Increment Financing Area Route 12 North,FOX LAKE TAX INCREM FINANCE AREA #2,66 Thillen Dr,,Fox Lake,,(847) 587-2151,(847) 587-2237 fax,1.0,,http://www.foxlake.org/,,,200898.3984375,2145.07269427042
228,X76TIF,Fox Lake Tax Increment Financing Area Route 12 South,FOX LAKE TAX INCREM FINANCE AREA #3,66 Thillen Dr,,Fox Lake,,(847) 587-2151,(847) 587-2237 fax,2.0,,http://www.foxlake.org/,,,298755.390625,2501.1834713953
229,X77TIF,Fox Lake Tax Increment Financing Area Lakefront,FOX LAKE TAX INCREM FINANCE AREA #4,66 Thillen Dr,,Fox Lake,,(847) 587-2151,(847) 587-2237 fax,4.0,,http://www.foxlake.org/,,,122742.4453125,3123.13914284053
230,X78TIF,Fox Lake Tax Increment Financing Area Minola,FOX LAKE TAX INCREM FINANCE AREA #5,66 Thillen Dr,,Fox Lake,,(847) 587-2151,(847) 587-2237 fax,0.0,,http://www.foxlake.org/,,,163464.89453125,3215.4182920238
