OBJECTID,CYCLE,ID_305b,Water_Name,LOCATION_DESCRIPTION,WATER_SIZE,SIZE_UNIT,WATER_TYPE,HUC_8,HU_8_Name,CLASS_ID,CLASS_NAME,Aquatic_Life_Attainment_Code,Aquatic_Life_Attainment,Recreation_Attainment_Code,Recreation_Attainment,Fish_Consumptin_Attainment_Code,Fish_Consumption_Attainment,Drinking_Water_Attainment_Code,Drinking_Water_Attainment,Impaired,Shape__Length
453,2018,CT4304-00_01a,Sandy Brook (Barkhamsted/Colebrook)-01a,"Mouth confluence Farmington River, Barkhamsted, US to confluence Still River, Colebrook. NOTE Formerly called Still River-01 (CT4303-00_01), see comments.",1.35,Miles,RIVER,1080207,Farmington,49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7129.59550984556
455,2018,CT4305-00_01,Morgan Brook-01,"From mouth at West Branch Farmington River, US to confluence with tributary 4305-04 (first confluence) on east side of Route 44, Barkhamsted.",0.69,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3626.11252567964
456,2018,CT4305-00_02,Morgan Brook-02,"From confluence with tributary 4305-04 (end of seg-01) east side of Route 44, US to East West Hill Road crossing area (50 meters US of East West Hill Road crossing, entrance of 9/12/05 home heating fuel spill), Barkhamsted.",1.41,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7455.16784093623
458,2018,CT4305-00_04,Morgan Brook-04,"From confluence with Mallory Brook, US to West Hill Pond outlet dam, Barkhamsted.",1.52,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,8045.67626277459
463,2018,CT4308-00_01,"Farmington River, East Branch-01","From mouth at Farmington River mainstem, New Hartford, US to Lake McDonough outlet dam.",1.11,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5878.93459854321
473,2018,CT4309-00_01,Cherry Brook (Canton)-01,"Mouth confluence Farmington River (just DS Albany Turnpike (Route 44) crossing), US to Barbourtown Road crossing, Canton.",2.05,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,10833.4701437512
474,2018,CT4309-00_02,Cherry Brook (Canton)-02,"From Barbourtown road crossing (segment-01), US to confluence with unnamed tributary (outlet stream for Linsey Pond), just US of Meadow Road crossing, Canton.",0.66,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3501.08132438208
478,2018,CT4310-00_01,Nepaug River-01,"From mouth at confluence with Farmington River (southwest of Route 202 crossing), US to Nepaug Reservoir outlet dam.",0.9,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4736.91855731546
483,2018,CT4311-00_01,Burlington Brook (Burlington)-01,"Mouth Farmington River, US to HW at confluence North and South Branches Bunnell Brook, Burlington. Segment includes Burlington Brook name upto confluence with Bradley brook, then name changes to Bunnell Brook, but number stays constant.",4.78,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,25235.9419614561
485,2018,CT4312-00_01,Roaring Brook (Farmington)-01,"Mouth confluence Farmington River (just DS Farmington Avenue (Route 4) crossing), Farmington, US to Paparrazzo Dam outlet (just US Mallard Drive crossing), Avon.",1.17,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6192.95858839011
489,2018,CT4313-00_01,Poland River-01,"From mouth at confluence with Pequabuck River, US to confluence with Marsh Brook (seg 2 begins), Plymouth.",0.42,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2207.03406474529
490,2018,CT4313-00_02,Poland River-02,"From confluence with Marsh Brook, US to confluence with unnamed brook 4313-03-1, US of Judd Road crossing (paralell with Route 72), Plymouth, CT.",0.71,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3741.55120760852
492,2018,CT4314-00_01,Coppermine Brook (Bristol)-01,"Mouth Pequabuck River, US to New Britain drinking water watershed boundary and water diversion (just US confluence with Polkville Brook), Bristol.",2.43,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,12837.9736897552
499,2018,CT4314-08_01,Polkville Avenue Brook (Bristol)-01,"Mouth Coppermine Brook US Farmington Avenue crossing (DS Mix Street crossing and below aqueduct), US to HW at P&B Dam just US Hart Street crossing, Bristol.",3.19,Miles,RIVER,1080207,Farmington,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,Yes,16847.1485811556
500,2018,CT4315-00_01,Pequabuck River (Plainville)-01,"Mouth Farmington River, US to RailRoad crossing (US (south) Route 72 crossing), Plainville.",5.37,Miles,RIVER,1080207,Farmington,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,28332.1219258364
501,2018,CT4315-00_02,Pequabuck River-02,"From RailRoad crossing (US (south) of Route 72 crossing), Plainville, US to Bristol POTW outfall (DS of route 229 crossing), Bristol.",3.37,Miles,RIVER,1080207,Farmington,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,17817.0136960438
502,2018,CT4315-00_03,Pequabuck River-03,"From Bristol POTW outfall (DS of route 229 crossing), US to exit of box culvert, downtown Bristol.",1.23,Miles,RIVER,1080207,Farmington,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6514.63105746526
503,2018,CT4315-00_04,Pequabuck River-04,"From exit of box culvert, US to entrance of box culvert (entire segment in culvert), center of Bristol.",0.33,Miles,RIVER,1080207,Farmington,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,1733.83864086576
504,2018,CT4316-00_02,Thompson Brook (Avon)-02,"From INLET to Beaverdam Pond (DS of old RailRoad crossing which is now a bike path), US to HW at confluence of Big Brook and Chidsey Brook (just US of Thompson Road crossing), Avon.",1.24,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6521.73929211923
505,2018,CT4319-00_01a,"Salmon Brook, West Branch (Granby)-01a","Mouth at confluence with East Branch Salmon Brook (part of Salmon Brook mainstem), DS of Route 10/202 crossing, just to West of Route 189, Granby, US to Bissell Brook (just US of Route 10/202 crossing), Granby.",1.4,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7404.36104469755
510,2018,CT4320-00_01,Salmon Brook (East Granby/Granby)-01,"Mouth Farmington River DS Floydville Road crossing, East Granby, US to Massachusetts border (includes Salmon Brook and East Branch Salmon Brook sections), Granby.",13.55,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,71530.3188513495
517,2018,CT4320-19_01,Mountain Brook (Suffield)-01,"From mouth at confluence with Hungary Brook (just US of RailRoad crossing on Hungary Brook), US to confluence with unnamed tributary just US of Copper Hill Road crossing,  Suffield.",1.37,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7210.23054452875
518,2018,CT4321-00_01,Mill Brook (Windsor/Bloomfield)-01,"Mouth Farmington River DS Palisado Avenue and RailRoad crossings, Windsor, US Barber Pond Outlet dam (just US Old Winsor Road (Route 305) crossing), Bloomfield.",4.56,Miles,RIVER,1080207,Farmington,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,24064.0976647132
520,2018,CT4400-00_01,Park River (Hartford)-01,"Mouth confluence Connecticut River, US to confuence with North Branch Park River, just DS of I84 crossing at opening of conduit (US of Willow Street crossing), Hartford.",2.39,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,12627.8238532865
521,2018,CT4400-01_01,South Branch Park River (Hartford)-01,"Mouth at confluence Park River, US to enterance of conduit (entire segment in pipe underground), Hartford.",0.32,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,1678.19690165997
522,2018,CT4400-01_02,South Branch Park River (Hartford)-02,"Entrance of conduit (segment-01), US to confluence with Piper and Trout Brooks, between RailRoad and Route 173 (New Britian avenue), Hartford.",2.62,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,13846.0928976576
524,2018,CT4402-00_01,Piper Brook (West Hartford)-01,"Mouth at confluence Trout brook, above South Branch Park River, West Hartford, US (under New Britian Avenue), to conduit opening, US side of New Britain Ave (segment completely in conduit).",0.05,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,288.881867183841
525,2018,CT4402-00_02,Piper Brook-02,"From conduit entrance (segment-01) US side of New Britain Avenue, West Hartford, US into St. Marys Cemetary (just US of railroad crossing and parallel with Route 9) where pipe emerges from ground, New Britain.",5.81,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,30686.5575954335
526,2018,CT4403-00_01,Trout Brook-01,"From mouth at confluence with Piper Brook, above South Branch Park River (just DS of railroad crossing, near New Britian Avenue), West Hartford, US under Route 84 exit 42 (Trout Brook Drive) ramp.",1.07,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5635.4765927856
527,2018,CT4403-00_02,Trout Brook-02,"From US side of Route 84 Exit 42 (Trout Brook) ramp, West Hartford, US to Park Road crossing (Entire segment flows through concrete channel).",0.88,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4667.95300030402
528,2018,CT4403-00_03,Trout Brook-03,"From Park Road crossing (just DS of Boulevard road crossing), US to Woodbridge Lake outlet dam, West Hartford.",5.95,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,31422.9723160643
531,2018,CT4404-00_01,North Branch Park River (Hartford)-01,"Mouth at confluence with Park River just DS of I84 crossing, US to entrance of conduit (entire segment in pipe) near Farmingotn Avenue, Hartford.",0.51,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2684.19087339195
532,2018,CT4404-00_02,North Branch Park River-02,"From DS side of Farmington Avenue (at entrance of conduit), US to confluence with Wash Brook (just DS of confluence of Wash Brook and Beamans Brook), Bloomfield.",5.39,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,28465.640122995
534,2018,CT4500-00_01,Hockanum River-01,"From mouth at Connecticut River, East Hartford, US to Cellu Company Dam, the first dam at Scotland Impoundment (two dams just DS of this dam), includes impounded water behind East Hartford town hall.",4.26,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,22496.9061096843
535,2018,CT4500-00_02,Hockanum River (East Hartford/Manchester)-02,"Cellu Company dam (first dam at Scotland Rd Impoundment), East Hartford, US to confluence with South Fork Hockanum (AKA Hop) River, just US of ""Laurel Lake"", Manchester.",3.6,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,18983.8485444859
536,2018,CT4500-00_03,Hockanum River-03,"From confluence with South Fork Hockanum (AKA Hop) River (just US of ""Laurel Lake""), US to Union Pond outlet dam, Manchester.",3.42,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,18069.8416328928
537,2018,CT4500-00_04a,Hockanum River-04a,"From inlet to Union Pond, Manchester, US to confluence with Tankerhoosen River, Vernon.",1.44,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7606.5030534311
538,2018,CT4500-00_04b,Hockanum river-04b,"From confluence with Tankerhoosen River, Vernon, US to marsh (approximatly one mile DS of Dart Hill Road crossing, parallel to Route 83, near Neak Road), Vernon.",1.67,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,8802.05322974316
539,2018,CT4500-00_05,Hockanum River-05,"From marsh exit (approximatly one mile DS of Dart Hill Road crossing, parallel to Route 83, near Neak Road), Vernon, US to Vernon POTW (just DS of Route 74 crossing).",2.48,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,13075.5071041036
540,2018,CT4500-00_06a,Hockanum River-06a,"From Vernon POTW (just DS of Route 74 crossing), Vernon, US to Windsor Avenue crossing (Route 74), Vernon.",3.03,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,15999.466535544
541,2018,CT4500-00_06b,Hockanum River (Vernon/Rockville)-06b,"Windsor Avenue crossing (Route 74), Vernon, US to Vernon Ave, Vernon (Rockville).",0.93,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4927.45652531626
542,2018,CT4500-00_07,Hockanum River-07,"From Vernon Ave (outlet of culvert), Rockville, US to Paper Mill Pond outlet dam (inlet to culvert).",0.52,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2770.42113132249
543,2018,CT4500-00_08,Hockanum river-08,"From Paper Mill Pond outlet dam, Rockville, US to Shenipsit Lake outlet dam.",0.59,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3089.31491862624
545,2018,CT4500-04_01,Ogden Brook (Vernon)-01,"Mouth on Hockanum River, just DS of Thrall Road crossing, US to HW at JR High Pond, near Inland Drive, Vernon.",2.42,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,12801.0255890218
548,2018,CT4500-12_02,Lydall Brook (Manchester)-02,"Route 83 crossing (end of underground conduit), US to outlet of Salters Pond, parallel to Lydall Street at Coleman Road intersection, Manchester.",1.05,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5518.26073123538
549,2018,CT4500-12_03,Lydall Brook (Manchester)-03,"Inlet Salters Pond, parallel to Lydall Street at Ambassador Drive intersection, US to outlet of Lydall Street Reservoir No1, parallel to Lydall Street, Manchester.",1.01,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5343.35069202125
553,2018,CT4503-00_01,Tankerhoosen River-01,"From mouth at Hockanum River, Vernon (DS of Route 83/30 crossing near Manchester border ), US to Tankerhoosen Lake outlet dam, Vernon.",1.51,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7997.23688070897
555,2018,CT4504-00_02,Hop Brook (Manchester)-01,"Mouth at confluence South Fork Hockanum River DS side of I384, US parallel along north side of I384 to HW at confluence of Porter Brook and Birch Mountain Brook just US of Route 83 crossing, Manchester. NOTE: name of segment changes with river name.",2.24,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,11841.4098690731
556,2018,CT4504-01_01,Porter Brook (Manchester)-01,"Mouth at confluence Birch Mountain Brook above Hop Brook DS of Charter Oak Street crossing (adjacent to I384 near baseball field), US to Howard Reservoir OUTLET adjacent to I384 (water class changes A to AA), Manchester.",2.2,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,11518.9688795826
557,2018,CT4504-03_01,Birch Mountain Brook (Manchester)-01,"Mouth at confluence Porter Brook above Hop Brook (near baseball field) DS of Gardner Street crossing (brook runs adjacent on north side of I384), US to HW just US of Birch Mountain Road crossing at Manchester/Bolton border.",3.6,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,18892.5415222626
559,2018,CT4600-00_01,Mattabesset River (Cromwell/Middletown)-01,"Mouth Connecticut River under Route 9, Cromwell, US to Route 3 crossing (south Route 372 intersection), Cromwell/Middletown line.",3.31,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,17463.2806172094
560,2018,CT4600-00_02,Mattabesset River (Cromwell/East Berlin)-02,"From Route 3 crossing, Cromwell and Middletown Townline, US to High Pond Dam (just US of Berlin Street crossing), East Berlin.",3.65,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,19259.9857358173
561,2018,CT4600-00_03,Mattabesset River-03,"From High Pond Dam just US of Berlin Street crossing,  East Berlin, US to confluence with Willow Brook.",3.6,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,19000.9040556217
562,2018,CT4600-00_04,Mattabesset River-04,"From confluence with Willow Brook, US to Kensington Dam at outlet of Railroad Pond (just US of Kensington Road crossing), Berlin.",2.83,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,14944.9460853962
563,2018,CT4600-00_05,Mattabesset River-05,"From Kensington Dam at outlet of Railroad Pond (just US of Kensington Road crossing), Berlin, US to inlet of Paper Goods Pond (segment includes both ponds).",1.01,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5328.85552663151
564,2018,CT4600-00_06,Mattabesset River-06,"From inlet to Paper Goods Pond, US to Lower Hart Pond outlet dam (Both Lower and Upper Hart Ponds are not in segment).",1.32,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6976.21872597993
566,2018,CT4600-00-trib_01,Unnamed tributary Connecticut River (Cromwell)-01,"Inlet to conduit at Route 372 crossing, US (through nursery) to HW near Iron Gate Lane, Cromwell. NOTE: lower hydrology manipulated, flow to CT river, but basin consistent with Mattabesset River.",1.06,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5622.13301028597
569,2018,CT4600-05_01,John Hall Brook-01,"From mouth at confluence with Stocking Brook (DS of Southington Road crossing), US to Kenmere Reservoir OUTLET, Berlin.",1.02,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5370.64271827987
570,2018,CT4600-05_02,John Hall Brook-02,"From Kenmere Reservoir INLET, US to Hallmere Reservoir outlet dam, Berlin.",1.0,Miles,RIVER,1080205,Lower Connecticut,50,Inland Surface Waters Class AA,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,Yes,5304.71900936867
571,2018,CT4600-07_01,Little Brook (Rocky Hill)-01,"From mouth at Mattabasset River US to source near Trinity Rd, Rocky Hill.",1.92,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,10131.3491103298
573,2018,CT4600-13_01,Spruce Brook (Berlin)-01,"From mouth at Mattabasset River US to headwaters at confluence of East/West Spruce Brooks, above Lamentation Brook (Lamentation Mountain area).",4.17,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,22025.1423880812
574,2018,CT4600-22_01,Coles Brook-01,"From mouth at Mattabasset River, US to headwaters above Shunpike Road (Route 3) crossing, Cromwell.",3.1,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,16370.4878270833
577,2018,CT4601-00_01,Belcher Brook-01,"From mouth at Mattabasset River US to source at Silver Lake, Berlin.",3.74,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,19729.8275967538
579,2018,CT4601-01_02,Crooked Brook (Berlin)-02,"From Swede Pond INLET, US to Elton Rd crossing, Berlin.",0.34,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,1779.21514487333
581,2018,CT4601-02_01,Hatchery Brook-01,"From mouth at confluence with Belcher Brook, US to area adjacent to Lions Club Pool (just US of Norton Road crossing), Berlin.",1.88,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,9908.51272061387
583,2018,CT4602-00_01,Willow Brook (New Britain)-01,"From mouth at Mattabasset River, US to outlet of conduit under Buell Street, near intersection with Route 71A (Kensington Ave, east of Hart Park), New Britain.",3.43,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,18125.5332189874
585,2018,CT4603-00_01,Webster Brook-01,"From mouth at Mattabasset River, US to headwaters between Railroad track and Stamm Road, just US of Route 174 crossing, Newington.",3.42,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,18061.2401297982
587,2018,CT4604-00_01,Sawmill Brook (Middletown)-01,"From mouth at Mattabasset River, US to headwater above Atkin Street Pond (Highland Pond) Middletown.",4.18,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,22064.6407252615
595,2018,CT4607-00_01,Coginchaug River-01,"From mouth at Mattebessett River (at Cromwell border), US to downstream side of Route 3 crossing, Middletown.",1.87,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,9879.713020798
596,2018,CT4607-00_02,Coginchaug River-02,"From downstream side of Route 3 crossing, US to downstream side of Route 66 crossing (just US of Veterans Memorial Park), Middletown.",0.75,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3936.45517482066
