ObjectId,IntakeType,IntakeSubtype,Number_of_Animals,YEAR,MONTH
1286,CONFISCATE,CRUELTY,2,2010,11
1287,RETURN,ADOPTION,2,2011,3
1288,OWNER SUR,EUTH REQ,23,2012,2
1289,QUARANTINE,MAS,7,2011,1
1290,CONFISCATE,CRUELTY,2,2011,6
1291,OWNER SUR,FIELD,48,2011,8
1292,OWNER SUR,EUTH REQ,48,2011,12
1293,CONFISCATE,NEGLECT,25,2010,11
1294,RETURN,OTC,9,2011,3
1295,OWNER SUR,FIELD,22,2012,2
1296,RETURN,OTC,17,2011,1
1297,CONFISCATE,DANGER DOG,1,2011,6
1298,OWNER SUR,OTC,261,2011,8
1299,OWNER SUR,FIELD,21,2011,12
1300,CONFISCATE,RESTRAINT,7,2010,11
1301,STRAY,,1,2011,3
1302,OWNER SUR,OTC,114,2012,2
1303,STRAY,FIELD,301,2011,1
1304,CONFISCATE,HOSPITAL,1,2011,6
1305,RETURN,,4,2011,8
1306,OWNER SUR,OTC,142,2011,12
1307,EUTH REQ,,2,2010,11
1308,STRAY,EUTH REQ,1,2011,3
1309,RETURN,,1,2012,2
1310,STRAY,OTC,210,2011,1
1311,CONFISCATE,NEGLECT,10,2011,6
1312,RETURN,ADOPTION,19,2011,8
1313,RETURN,ADOPTION,17,2011,12
1314,EUTH REQ,FIELD OWN,9,2010,11
1315,STRAY,FIELD,395,2011,3
1316,RETURN,ADOPTION,28,2012,2
1317,CONFISCATE,ABANDONED,1,2011,2
1318,CONFISCATE,POLICE,2,2011,6
1319,RETURN,K HUMANE S,3,2011,8
1320,RETURN,FOSTER,1,2011,12
1321,EUTH REQ,OTC OWNED,44,2010,11
1322,STRAY,OTC,203,2011,3
1323,STRAY,,2,2012,2
1324,CONFISCATE,BITE,1,2011,2
1325,CONFISCATE,POTDANGER,1,2011,6
1326,STRAY,FIELD,542,2011,8
1327,STRAY,FIELD,324,2011,12
1328,OUTSURGERY,,31,2010,11
1329,TRANSFER,AN CONTROL,1,2011,3
1330,STRAY,FIELD,223,2012,2
1331,CONFISCATE,CHAINING,2,2011,2
1332,CONFISCATE,RESTRAINT,3,2011,6
1333,STRAY,OTC,264,2011,8
1334,STRAY,OTC,171,2011,12
1335,OUTSURGERY,NEUTER,4,2010,11
1336,CONFISCATE,BITE,7,2011,4
1337,STRAY,OTC,147,2012,2
1338,CONFISCATE,CRUELTY,1,2011,2
1339,FOSTER,,7,2011,6
1340,CONFISCATE,ABANDONED,3,2011,9
1341,CONFISCATE,ABANDONED,1,2012,1
1342,OWNER SUR,,1,2010,11
1343,CONFISCATE,CHAINING,3,2011,4
1344,CONFISCATE,BITE,3,2012,3
1345,CONFISCATE,NEGLECT,10,2011,2
1346,FOSTER,RETURN,2,2011,6
1347,CONFISCATE,BITE,5,2011,9
1348,CONFISCATE,CHAINING,1,2011,9
1349,CONFISCATE,CRUELTY,2,2011,9
1350,CONFISCATE,NEGLECT,3,2011,9
1351,CONFISCATE,OWNER DIED,1,2011,9
1352,CONFISCATE,RESTRAINT,4,2011,9
1353,DISPOSAL,STRAY,1,2011,9
1354,FOSTER,,1,2011,9
1355,FOSTER,RETURN,11,2011,9
1356,OWNER SUR,,1,2011,9
1357,OWNER SUR,EUTH REQ,62,2011,9
1358,OWNER SUR,FIELD,57,2011,9
1359,OWNER SUR,OTC,138,2011,9
1360,RETURN,ADOPTION,19,2011,9
1361,STRAY,,1,2011,9
1362,STRAY,FIELD,362,2011,9
1363,STRAY,OTC,211,2011,9
1364,CONFISCATE,BITE,2,2011,10
1365,CONFISCATE,CHAINING,2,2011,10
1366,CONFISCATE,CRUELTY,2,2011,10
1367,CONFISCATE,NEGLECT,2,2011,10
1368,CONFISCATE,POLICE,1,2011,10
1369,CONFISCATE,RESTRAINT,2,2011,10
1370,DISPOSAL,,1,2011,10
1371,DISPOSAL,STRAY,1,2011,10
1372,FOSTER,RETURN,17,2011,10
1373,OWNER SUR,EUTH REQ,66,2011,10
1374,OWNER SUR,FIELD,33,2011,10
1375,OWNER SUR,OTC,122,2011,10
1376,RETURN,ADOPTION,21,2011,10
1377,STRAY,,1,2011,10
1378,STRAY,FIELD,296,2011,10
1379,STRAY,OTC,184,2011,10
1380,OWNER SUR,FIELD,44,2010,11
1381,OWNER SUR,OTC,186,2010,11
1382,CONFISCATE,CRUELTY,1,2011,4
1383,QUARANTINE,MAS,5,2010,11
1384,CONFISCATE,CRUELTY,1,2012,1
1385,CONFISCATE,NEGLECT,11,2011,4
1386,QUARANTINE,OWNER,2,2010,11
1387,CONFISCATE,NEGLECT,6,2012,1
1388,OUTSURGERY,NEUTER,4,2011,6
1389,CONFISCATE,POLICE,1,2011,2
1390,CONFISCATE,POLICE,3,2011,4
1391,QUARANTINE,STRAY,2,2010,11
1392,CONFISCATE,POLICE,1,2012,1
1393,OWNER SUR,EUTH REQ,69,2011,6
1394,CONFISCATE,CHAINING,1,2012,3
1395,CONFISCATE,POTDANGER,1,2011,2
1396,CONFISCATE,RESTRAINT,6,2011,4
1397,RETURN,ADOPTION,2,2010,11
1398,CONFISCATE,POTDANGER,2,2012,1
1399,OWNER SUR,FIELD,70,2011,6
1400,CONFISCATE,CRUELTY,2,2012,3
1401,EUTH REQ,FIELD OWN,3,2011,2
1402,EUTH REQ,OTC OWNED,5,2011,4
1403,RETURN,OTC,16,2010,11
1404,DISPOSAL,OWNER,5,2012,1
1405,OWNER SUR,OTC,248,2011,6
1406,CONFISCATE,DANGER DOG,1,2012,3
1407,EUTH REQ,OTC OWNED,45,2011,2
1408,OUTSURGERY,,28,2011,4
1409,STRAY,FIELD,356,2010,11
1410,DISPOSAL,STRAY,1,2012,1
1411,RETURN,,3,2011,6
1412,CONFISCATE,NEGLECT,13,2012,3
1413,INVESTIGAT,DANGER DOG,2,2011,2
1414,OUTSURGERY,NEUTER,6,2011,4
1415,STRAY,OTC,248,2010,11
1416,ET REQUEST,OLD,7,2012,1
1417,RETURN,ADOPTION,31,2011,6
1418,CONFISCATE,OWNER DIED,1,2012,3
1419,KHS,,1,2011,2
1420,OWNER SUR,EUTH REQ,29,2011,4
1421,TRANSFER,,1,2010,11
1422,ET REQUEST,SICK,4,2012,1
1423,RETURN,K HUMANE S,1,2011,6
1424,CONFISCATE,POLICE,10,2012,3
1425,OUTSURGERY,,44,2011,2
1426,OWNER SUR,FIELD,38,2011,4
1427,CONFISCATE,CHAINING,1,2010,12
1428,FOSTER,RETURN,73,2012,1
1429,STRAY,FIELD,445,2011,6
1430,CONFISCATE,RESTRAINT,4,2012,3
1431,OUTSURGERY,NEUTER,6,2011,2
1432,OWNER SUR,OTC,251,2011,4
1433,CONFISCATE,DANGER DOG,4,2010,12
1434,OWNER SUR,EUTH REQ,27,2012,1
1435,STRAY,OTC,330,2011,6
1436,DISPOSAL,OTHER,1,2012,3
1437,OWNER SUR,FIELD,36,2011,2
1438,RETURN,,1,2011,4
1439,CONFISCATE,NEGLECT,22,2010,12
1440,OWNER SUR,FIELD,37,2012,1
1441,CONFISCATE,ABANDONED,15,2011,7
1442,DISPOSAL,OWNER,1,2012,3
1443,OWNER SUR,OTC,169,2011,2
1444,RETURN,ADOPTION,21,2011,4
1445,CONFISCATE,POLICE,1,2010,12
1446,OWNER SUR,OTC,103,2012,1
1447,CONFISCATE,BITE,4,2011,7
1448,ET REQUEST,,6,2012,3
1449,QUARANTINE,MAS,2,2011,2
1450,STRAY,,2,2011,4
1451,EUTH REQ,FIELD OWN,6,2010,12
1452,RETURN,,1,2012,1
1453,CONFISCATE,CHAINING,1,2011,7
1454,ET REQUEST,AGGRESSIVE,1,2012,3
1455,QUARANTINE,OWNER,1,2011,2
1456,STRAY,EUTH REQ,1,2011,4
1457,EUTH REQ,OTC OWNED,29,2010,12
1458,MED OBSERV,POST SURG,5,2010,12
1459,OUTSURGERY,,27,2010,12
1460,OUTSURGERY,NEUTER,2,2010,12
1461,OWNER SUR,,1,2010,12
1462,OWNER SUR,FIELD,45,2010,12
1463,OWNER SUR,OTC,152,2010,12
1464,QUARANTINE,MAS,2,2010,12
1465,QUARANTINE,STRAY,2,2010,12
1466,RETURN,ADOPTION,1,2010,12
1467,RETURN,FIELD,1,2010,12
1468,RETURN,OTC,20,2010,12
1469,STRAY,FIELD,321,2010,12
1470,STRAY,OTC,220,2010,12
1471,CONFISCATE,ABANDONED,8,2011,1
1472,CONFISCATE,BITE,1,2011,1
1473,CONFISCATE,CHAINING,2,2011,1
1474,QUARANTINE,STRAY,1,2011,2
1475,RETURN,,1,2011,2
1476,RETURN,K HUMANE S,1,2011,2
1477,RETURN,OTC,7,2011,2
1478,STRAY,FIELD,302,2011,2
1479,STRAY,OTC,155,2011,2
1480,CONFISCATE,ABANDONED,10,2011,3
1481,CONFISCATE,BITE,2,2011,3
1482,STRAY,FIELD,493,2011,4
1483,CONFISCATE,CHAINING,6,2011,3
1484,CONFISCATE,CRUELTY,2,2011,7
1485,STRAY,OTC,266,2011,4
1486,CONFISCATE,CRUELTY,3,2011,3
1487,CONFISCATE,NEGLECT,7,2011,7
1488,ET REQUEST,OLD,25,2012,3
1489,CONFISCATE,ABANDONED,8,2011,5
1490,RETURN,ADOPTION,10,2012,1
1491,CONFISCATE,EVICTION,3,2011,3
1492,CONFISCATE,POTDANGER,2,2011,7
1493,ET REQUEST,SICK,20,2012,3
1494,CONFISCATE,BITE,2,2011,5
1495,STRAY,,1,2012,1
1496,CONFISCATE,NEGLECT,21,2011,3
1497,CONFISCATE,RESTRAINT,1,2011,7
1498,FOSTER,,1,2012,3
1499,CONFISCATE,CHAINING,7,2011,5
1500,STRAY,FIELD,256,2012,1
1501,CONFISCATE,POLICE,2,2011,3
1502,DISPOSAL,STRAY,1,2011,7
1503,FOSTER,RETURN,63,2012,3
1504,CONFISCATE,CRUELTY,3,2011,5
1505,STRAY,OTC,144,2012,1
1506,CONFISCATE,POTDANGER,1,2011,3
1507,FOSTER,,7,2011,7
1508,OWNER SUR,,1,2012,3
1509,CONFISCATE,NEGLECT,9,2011,5
1510,CONFISCATE,BITE,1,2012,2
1511,CONFISCATE,RESTRAINT,1,2011,3
1512,FOSTER,RETURN,4,2011,7
1513,OWNER SUR,EUTH REQ,32,2012,3
1514,CONFISCATE,POLICE,1,2011,5
1515,CONFISCATE,UNPERMITED,1,2011,3
1516,OWNER SUR,,2,2011,7
1517,OWNER SUR,FIELD,32,2012,3
1518,CONFISCATE,POTDANGER,1,2011,5
1519,EUTH REQ,FIELD OWN,10,2011,3
1520,OWNER SUR,EUTH REQ,48,2011,7
1521,OWNER SUR,OTC,151,2012,3
1522,CONFISCATE,RESTRAINT,10,2011,5
1523,OWNER SUR,FIELD,88,2011,7
1524,RETURN,,1,2012,3
1525,FOSTER,RETURN,1,2011,5
1526,OWNER SUR,OTC,247,2011,7
1527,RETURN,ADOPTION,16,2012,3
1528,OUTSURGERY,,18,2011,5
1529,RETURN,,1,2011,7
1530,STRAY,,4,2012,3
1531,OUTSURGERY,NEUTER,1,2011,5
1532,RETURN,ADOPTION,31,2011,7
1533,STRAY,FIELD,303,2012,3
1534,OWNER SUR,,1,2011,5
1535,RETURN,FOSTER,1,2011,7
1536,STRAY,OTC,169,2012,3
1537,OWNER SUR,EUTH REQ,70,2011,5
1538,RETURN,K HUMANE S,2,2011,7
1539,CONFISCATE,,3,2012,4
1540,OWNER SUR,FIELD,40,2011,5
1541,STRAY,,3,2011,7
1542,CONFISCATE,BITE,1,2012,4
1543,STRAY,EUTH REQ,1,2011,7
1544,CONFISCATE,CHAINING,2,2012,4
1545,STRAY,FIELD,492,2011,7
1546,CONFISCATE,CRUELTY,2,2012,4
1547,STRAY,OTC,288,2011,7
1548,CONFISCATE,NEGLECT,8,2012,4
1549,CONFISCATE,RESTRAINT,3,2012,4
1550,DISPOSAL,STRAY,1,2012,4
1551,EUTH REQ,OTC OWNED,62,2010,8
1552,OUTSURGERY,,38,2010,8
1553,OUTSURGERY,NEUTER,7,2010,8
1554,OWNER SUR,,2,2010,8
1555,OWNER SUR,FIELD,120,2010,8
1556,OWNER SUR,OTC,241,2010,8
1557,QUARANTINE,MAS,4,2010,8
1558,QUARANTINE,OWNER,2,2010,8
1559,QUARANTINE,STRAY,4,2010,8
1560,RETURN,,1,2010,8
1561,RETURN,FIELD,3,2010,8
1562,RETURN,OTC,28,2010,8
1563,STRAY,,1,2010,8
1564,STRAY,FIELD,580,2010,8
1565,STRAY,OTC,469,2010,8
1566,CONFISCATE,ABANDONED,1,2010,9
1567,CONFISCATE,CHAINING,2,2010,9
1568,CONFISCATE,NEGLECT,16,2010,9
1569,CONFISCATE,POLICE,1,2010,9
1570,CONFISCATE,RESTRAINT,5,2010,9
1571,EUTH REQ,,5,2010,9
1572,EUTH REQ,FIELD OWN,9,2010,9
1573,EUTH REQ,OTC OWNED,49,2010,9
1574,OUTSURGERY,,43,2010,9
1575,OUTSURGERY,NEUTER,3,2010,9
1576,OWNER SUR,,4,2010,9
1577,OWNER SUR,FIELD,83,2010,9
1578,OWNER SUR,OTC,224,2010,9
1579,QUARANTINE,MAS,8,2010,9
1580,QUARANTINE,STRAY,1,2010,9
1581,RETURN,OTC,21,2010,9
1582,STRAY,FIELD,443,2010,9
1583,STRAY,OTC,393,2010,9
1584,CONFISCATE,ABANDONED,3,2010,10
1585,CONFISCATE,BITE,2,2010,10
1586,CONFISCATE,CHAINING,2,2010,10
1587,CONFISCATE,CRUELTY,1,2010,10
1588,CONFISCATE,NEGLECT,6,2010,10
1589,CONFISCATE,RESTRAINT,4,2010,10
1590,EUTH REQ,,5,2010,10
1591,EUTH REQ,FIELD OWN,6,2010,10
1592,EUTH REQ,OTC OWNED,33,2010,10
1593,KHS,,1,2010,10
1594,OUTSURGERY,,36,2010,10
1595,OUTSURGERY,NEUTER,5,2010,10
1596,OWNER SUR,FIELD,59,2010,10
1597,OWNER SUR,OTC,221,2010,10
1598,QUARANTINE,,1,2010,10
1599,QUARANTINE,MAS,3,2010,10
1600,QUARANTINE,OWNER,1,2010,10
1601,DISPOSAL,FIELD,1,2013,7
1602,DISPOSAL,OTHER,2,2013,7
1603,OWNER SUR,OTC,107,2012,10
1604,DISPOSAL,OWNER,5,2013,7
1605,DISPOSAL,STRAY,2,2013,7
1606,RETURN,,1,2012,10
1607,RETURN,K HUMANE S,2,2012,12
1608,ET REQUEST,,2,2012,4
1609,ET REQUEST,,1,2013,7
1610,RETURN,ADOPTION,12,2012,10
1611,STRAY,,1,2012,12
1612,CONFISCATE,EVICTION,1,2013,5
1613,OWNER SUR,EUTH REQ,11,2012,6
1614,ET REQUEST,AGGRESSIVE,29,2012,4
1615,ET REQUEST,AGGRESSIVE,6,2013,7
1616,CONFISCATE,CRUELTY,8,2013,3
1617,STRAY,FIELD,247,2012,10
1618,STRAY,FIELD,215,2012,12
1619,CONFISCATE,NEGLECT,11,2013,5
1620,OWNER SUR,FIELD,39,2012,6
1621,ET REQUEST,OLD,12,2012,4
1622,ET REQUEST,OLD,13,2013,7
1623,CONFISCATE,NEGLECT,1,2013,3
1624,STRAY,OTC,274,2012,10
1625,STRAY,OTC,203,2012,12
1626,CONFISCATE,OWNER DIED,1,2013,5
1627,OWNER SUR,OTC,158,2012,6
1628,ET REQUEST,SICK,14,2012,4
1629,ET REQUEST,SICK,15,2013,7
1630,CONFISCATE,POLICE,2,2013,3
1631,CONFISCATE,ABANDONED,5,2012,11
1632,CONFISCATE,ABANDONED,1,2013,1
1633,CONFISCATE,RESTRAINT,1,2013,5
1634,RETURN,ADOPTION,20,2012,6
1635,FOSTER,RETURN,91,2012,4
1636,FOSTER,RETURN,94,2013,7
1637,CONFISCATE,RESTRAINT,1,2013,3
1638,CONFISCATE,BITE,1,2012,11
1639,CONFISCATE,BITE,2,2013,1
1640,DISPOSAL,,1,2013,5
1641,STRAY,,8,2012,6
1642,OWNER SUR,,1,2012,4
1643,LOST,WEB,1,2013,7
1644,DISPOSAL,,6,2013,3
1645,CONFISCATE,CRUELTY,3,2012,11
1646,CONFISCATE,NEGLECT,1,2013,1
1647,DISPOSAL,FIELD,1,2013,5
1648,STRAY,FIELD,307,2012,6
1649,OWNER SUR,EUTH REQ,24,2012,4
1650,OWNER SUR,EUTH REQ,26,2013,7
1651,DISPOSAL,FIELD,2,2013,3
1652,CONFISCATE,DANGER DOG,1,2012,11
1653,CONFISCATE,POLICE,3,2013,1
1654,DISPOSAL,OTHER,6,2013,5
1655,STRAY,OTC,385,2012,6
1656,OWNER SUR,FIELD,50,2012,4
1657,OWNER SUR,FIELD,39,2013,7
1658,DISPOSAL,OTHER,1,2013,3
1659,CONFISCATE,NEGLECT,1,2012,11
1660,CONFISCATE,RESTRAINT,2,2013,1
1661,DISPOSAL,OWNER,16,2013,5
1662,CONFISCATE,ABANDONED,2,2012,7
1663,OWNER SUR,OTC,161,2012,4
1664,OWNER SUR,OTC,137,2013,7
1665,DISPOSAL,OWNER,7,2013,3
1666,CONFISCATE,POLICE,2,2012,11
1667,DISPOSAL,FIELD,2,2013,1
1668,DISPOSAL,WILDLIFE,1,2013,5
1669,CONFISCATE,BITE,1,2012,7
1670,RETURN,ADOPTION,14,2012,4
1671,RETURN,ADOPTION,18,2013,7
1672,DISPOSAL,STRAY,2,2013,3
1673,CONFISCATE,RESTRAINT,4,2012,11
1674,DISPOSAL,OTHER,8,2013,1
1675,ET REQUEST,,3,2013,5
1676,CONFISCATE,CHAINING,1,2012,7
1677,STRAY,,3,2012,4
1678,RETURN,K HUMANE S,1,2013,7
1679,ET REQUEST,,2,2013,3
1680,DISPOSAL,,3,2012,11
1681,DISPOSAL,OWNER,5,2013,1
1682,ET REQUEST,AGGRESSIVE,13,2013,5
1683,CONFISCATE,CRUELTY,8,2012,7
1684,CONFISCATE,NEGLECT,1,2012,7
1685,CONFISCATE,POTDANGER,2,2012,7
1686,DISPOSAL,OTHER,2,2012,7
1687,DISPOSAL,WILDLIFE,1,2012,7
1688,ET REQUEST,,7,2012,7
1689,ET REQUEST,AGGRESSIVE,13,2012,7
1690,ET REQUEST,OLD,19,2012,7
1691,ET REQUEST,SICK,18,2012,7
1692,FOSTER,,7,2012,7
1693,FOSTER,RETURN,94,2012,7
1694,OWNER SUR,EUTH REQ,9,2012,7
1695,OWNER SUR,FIELD,36,2012,7
1696,OWNER SUR,OTC,165,2012,7
1697,RETURN,,1,2012,7
1698,RETURN,ADOPTION,9,2012,7
1699,RETURN,K HUMANE S,1,2012,7
1700,STRAY,,5,2012,7
1701,STRAY,FIELD,278,2012,7
1702,STRAY,OTC,330,2012,7
1703,CONFISCATE,ABANDONED,2,2012,8
1704,CONFISCATE,BITE,1,2012,8
1705,CONFISCATE,CRUELTY,15,2012,8
1706,CONFISCATE,DANGER DOG,3,2012,8
1707,CONFISCATE,NEGLECT,2,2012,8
1708,CONFISCATE,POLICE,3,2012,8
1709,CONFISCATE,POTDANGER,2,2012,8
1710,DISPOSAL,FIELD,1,2012,8
1711,DISPOSAL,OTHER,2,2012,8
1712,DISPOSAL,OWNER,5,2012,8
1713,ET REQUEST,AGGRESSIVE,8,2012,8
1714,ET REQUEST,OLD,15,2012,8
1715,ET REQUEST,SICK,11,2012,8
1716,FOSTER,,2,2012,8
1717,FOSTER,RETURN,89,2012,8
1718,OWNER SUR,,1,2012,8
1719,OWNER SUR,EUTH REQ,7,2012,8
1720,OWNER SUR,FIELD,19,2012,8
1721,OWNER SUR,OTC,157,2012,8
1722,RETURN,ADOPTION,15,2012,8
1723,DISPOSAL,FIELD,1,2012,11
1724,STRAY,,1,2013,7
1725,ET REQUEST,OLD,18,2013,5
1726,DISPOSAL,OTHER,1,2012,11
1727,STRAY,FIELD,398,2013,7
1728,ET REQUEST,SICK,8,2013,5
1729,DISPOSAL,STRAY,1,2013,1
1730,STRAY,FIELD,404,2012,4
1731,ET REQUEST,AGGRESSIVE,13,2013,3
1732,DISPOSAL,OWNER,5,2012,11
1733,STRAY,OTC,311,2013,7
1734,FOSTER,RETURN,85,2013,5
1735,ET REQUEST,,1,2013,1
1736,STRAY,OTC,178,2012,4
1737,ET REQUEST,OLD,15,2013,3
1738,DISPOSAL,STRAY,3,2012,11
1739,CONFISCATE,ABANDONED,1,2013,8
1740,OWNER SUR,EUTH REQ,16,2013,5
1741,ET REQUEST,AGGRESSIVE,5,2013,1
1742,CONFISCATE,ABANDONED,3,2012,5
1743,ET REQUEST,SICK,11,2013,3
1744,ET REQUEST,,4,2012,11
1745,CONFISCATE,BITE,1,2013,8
1746,OWNER SUR,FIELD,39,2013,5
1747,ET REQUEST,OLD,13,2013,1
1748,CONFISCATE,BITE,3,2012,5
1749,FOSTER,RETURN,30,2013,3
1750,ET REQUEST,AGGRESSIVE,9,2012,11
1751,CONFISCATE,CRUELTY,18,2013,8
1752,OWNER SUR,OTC,98,2013,5
1753,ET REQUEST,SICK,7,2013,1
1754,CONFISCATE,CHAINING,1,2012,5
1755,OWNER SUR,,2,2013,3
1756,ET REQUEST,OLD,13,2012,11
1757,CONFISCATE,DANGER DOG,1,2013,8
1758,RETURN,ADOPTION,7,2013,5
1759,FOSTER,RETURN,70,2013,1
1760,CONFISCATE,CRUELTY,7,2012,5
1761,OWNER SUR,EUTH REQ,16,2013,3
1762,ET REQUEST,SICK,15,2012,11
1763,CONFISCATE,POLICE,4,2013,8
1764,STRAY,,6,2013,5
1765,FOUND,,1,2013,1
1766,CONFISCATE,NEGLECT,8,2012,5
1767,OWNER SUR,FIELD,40,2013,3
1768,FOSTER,RETURN,126,2012,11
1769,CONFISCATE,POTDANGER,1,2013,8
1770,STRAY,FIELD,342,2013,5
1771,OWNER SUR,EUTH REQ,5,2013,1
1772,CONFISCATE,OWNER DIED,1,2012,5
1773,OWNER SUR,OTC,125,2013,3
1774,FOUND,,1,2012,11
1775,CONFISCATE,RESTRAINT,1,2013,8
1776,STRAY,OTC,328,2013,5
1777,OWNER SUR,FIELD,21,2013,1
1778,CONFISCATE,RESTRAINT,3,2012,5
1779,RETURN,ADOPTION,9,2013,3
1780,OWNER SUR,EUTH REQ,8,2012,11
1781,DISPOSAL,,3,2013,8
1782,CONFISCATE,ABANDONED,9,2013,6
1783,OWNER SUR,OTC,121,2013,1
1784,DISPOSAL,OTHER,1,2012,5
1785,RETURN,K HUMANE S,2,2013,3
1786,OWNER SUR,FIELD,26,2012,11
1787,DISPOSAL,FIELD,1,2013,8
1788,CONFISCATE,BITE,1,2013,6
1789,RETURN,,1,2013,1
1790,DISPOSAL,STRAY,1,2012,5
1791,STRAY,,4,2013,3
1792,OWNER SUR,OTC,117,2012,11
1793,DISPOSAL,OTHER,1,2013,8
1794,CONFISCATE,CRUELTY,2,2013,6
1795,CONFISCATE,POLICE,5,2013,6
1796,CONFISCATE,RESTRAINT,2,2013,6
1797,DISPOSAL,,1,2013,6
1798,DISPOSAL,FIELD,2,2013,6
1799,DISPOSAL,OTHER,3,2013,6
1800,DISPOSAL,OWNER,9,2013,6
1801,ET REQUEST,,9,2013,6
1802,ET REQUEST,AGGRESSIVE,5,2013,6
1803,ET REQUEST,OLD,15,2013,6
1804,ET REQUEST,SICK,17,2013,6
1805,FOSTER,RETURN,125,2013,6
1806,OWNER SUR,EUTH REQ,20,2013,6
1807,OWNER SUR,FIELD,79,2013,6
1808,OWNER SUR,OTC,79,2013,6
1809,RETURN,,1,2013,6
1810,RETURN,ADOPTION,9,2013,6
1811,RETURN,K HUMANE S,4,2013,6
1812,STRAY,FIELD,343,2013,6
1813,STRAY,OTC,309,2013,6
1814,CONFISCATE,ABANDONED,1,2013,7
1815,CONFISCATE,CHAINING,2,2013,7
1816,CONFISCATE,CRUELTY,3,2013,7
1817,CONFISCATE,EVICTION,11,2013,7
1818,CONFISCATE,NEGLECT,23,2013,7
1819,CONFISCATE,POTDANGER,1,2013,7
1820,CONFISCATE,RESTRAINT,2,2013,7
1821,RETURN,ADOPTION,9,2012,11
1822,RETURN,K HUMANE S,1,2012,11
1823,STRAY,,2,2012,11
1824,STRAY,FIELD,215,2012,11
1825,STRAY,OTC,196,2012,11
1826,CONFISCATE,ABANDONED,2,2012,12
1827,CONFISCATE,CHAINING,1,2012,12
1828,CONFISCATE,NEGLECT,11,2012,12
1829,CONFISCATE,POLICE,2,2012,12
1830,CONFISCATE,POTDANGER,2,2012,12
1831,CONFISCATE,RESTRAINT,1,2012,12
1832,DISPOSAL,,2,2012,12
1833,DISPOSAL,OTHER,5,2012,12
1834,DISPOSAL,OWNER,7,2012,12
1835,ET REQUEST,,1,2012,12
1836,ET REQUEST,AGGRESSIVE,8,2012,12
1837,DISPOSAL,OWNER,17,2013,8
1838,ET REQUEST,OLD,12,2012,12
1839,RETURN,ADOPTION,7,2013,1
1840,DISPOSAL,STRAY,2,2013,8
1841,STRAY,FIELD,239,2013,3
1842,DISPOSAL,WILDLIFE,1,2012,5
1843,ET REQUEST,SICK,12,2012,12
1844,RETURN,K HUMANE S,3,2013,1
1845,DISPOSAL,WILDLIFE,1,2013,8
1846,STRAY,OTC,134,2013,3
1847,ET REQUEST,,20,2012,5
1848,FOSTER,RETURN,47,2012,12
1849,STRAY,,1,2013,1
1850,ET REQUEST,,3,2013,8
1851,CONFISCATE,ABANDONED,1,2013,4
1852,ET REQUEST,AGGRESSIVE,10,2012,5
1853,OWNER SUR,EUTH REQ,9,2012,12
1854,STRAY,FIELD,237,2013,1
1855,ET REQUEST,AGGRESSIVE,5,2013,8
1856,CONFISCATE,CHAINING,1,2013,4
1857,ET REQUEST,OLD,10,2012,5
1858,OWNER SUR,FIELD,25,2012,12
1859,STRAY,OTC,206,2013,1
1860,ET REQUEST,OLD,11,2013,8
1861,CONFISCATE,CRUELTY,11,2013,4
1862,ET REQUEST,SICK,15,2012,5
1863,OWNER SUR,OTC,108,2012,12
1864,CONFISCATE,ABANDONED,2,2013,2
1865,ET REQUEST,SICK,8,2013,8
1866,CONFISCATE,HOSPITAL,1,2013,4
1867,FOSTER,RETURN,88,2012,5
1868,RETURN,,2,2012,12
1869,CONFISCATE,BITE,3,2013,2
1870,FOSTER,RETURN,78,2013,8
1871,CONFISCATE,NEGLECT,8,2013,4
1872,OWNER SUR,EUTH REQ,3,2012,5
1873,RETURN,ADOPTION,8,2012,12
1874,CONFISCATE,CHAINING,1,2013,2
1875,OWNER SUR,,1,2013,8
1876,CONFISCATE,POLICE,6,2013,4
1877,OWNER SUR,FIELD,56,2012,5
1878,CONFISCATE,CRUELTY,3,2013,2
1879,OWNER SUR,EUTH REQ,27,2013,8
1880,CONFISCATE,POTDANGER,1,2013,4
1881,OWNER SUR,OTC,145,2012,5
1882,CONFISCATE,DANGER DOG,1,2013,2
1883,OWNER SUR,FIELD,31,2013,8
1884,DISPOSAL,,1,2013,4
1885,RETURN,,1,2012,5
1886,CONFISCATE,NEGLECT,3,2013,2
1887,OWNER SUR,OTC,158,2013,8
1888,DISPOSAL,FIELD,1,2013,4
1889,RETURN,ADOPTION,20,2012,5
1890,CONFISCATE,POLICE,3,2013,2
1891,RETURN,ADOPTION,9,2013,8
1892,DISPOSAL,OTHER,2,2013,4
1893,STRAY,,4,2012,5
1894,CONFISCATE,RESTRAINT,2,2013,2
1895,RETURN,K HUMANE S,1,2013,8
1896,DISPOSAL,OWNER,2,2013,4
1897,STRAY,FIELD,318,2012,5
1898,DISPOSAL,,3,2013,2
1899,STRAY,,3,2013,8
1900,DISPOSAL,STRAY,2,2013,4
1901,STRAY,OTC,317,2012,5
1902,DISPOSAL,OTHER,2,2013,2
1903,STRAY,FIELD,427,2013,8
1904,ET REQUEST,,1,2013,4
1905,ET REQUEST,AGGRESSIVE,10,2013,4
1906,ET REQUEST,OLD,12,2013,4
1907,ET REQUEST,SICK,7,2013,4
1908,FOSTER,,6,2013,4
1909,FOSTER,RETURN,65,2013,4
