Prscrbr_Geo_Lvl,Prscrbr_Geo_Cd,Prscrbr_Geo_Desc,Brnd_Name,Gnrc_Name,Tot_Prscrbrs,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Tot_Benes,GE65_Sprsn_Flag,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Bene_Sprsn_Flag,GE65_Tot_Benes,LIS_Bene_Cst_Shr,NonLIS_Bene_Cst_Shr,Opioid_Drug_Flag,Opioid_LA_Drug_Flag,Antbtc_Drug_Flag,Antpsyct_Drug_Flag
National,,National,Basaglar Kwikpen U-100,"Insulin Glargine,hum.Rec.Anlog",166870.0,1734574.0,2844750.9,706983626.77,384444.0,,1319191.0,2197229.9,526314297.95,,290241.0,3988938.07,50900239.34,N,N,N,N
National,,National,Bavencio,Avelumab,25.0,119.0,119.0,1567111.83,25.0,#,,,,#,,9255.55,61798.07,N,N,N,N
National,,National,Baxdela,Delafloxacin Meglumine,302.0,657.0,677.1,1638812.88,381.0,,452.0,468.4,1036181.82,,258.0,4409.07,54009.05,N,N,Y,N
National,,National,Bcg (Tice Strain),Bcg Live,191.0,668.0,773.1,395987.35,430.0,,653.0,755.3,385474.98,,419.0,1425.43,95889.49,N,N,N,N
National,,National,Bd Insulin Syringe,"Syringe And Needle,insulin,1ml",13.0,31.0,35.9,421.38,15.0,#,,,,*,,0.74,4.65,N,N,N,N
National,,National,Bd Insulin Syringe Micro-Fine,"Syringe-Needle,insulin,0.5 Ml",10.0,35.0,41.0,786.69,,,22.0,26.7,466.25,*,,1.3,0.0,N,N,N,N
National,,National,Bd Insulin Syringe Ult-Fine Ii,"Syring-Needl,disp,insul,0.3 Ml",261.0,508.0,707.6,14332.5,266.0,,341.0,486.6,9548.77,,185.0,589.16,2467.27,N,N,N,N
National,,National,Bd Insulin Syringe Ult-Fine Ii,"Syringe And Needle,insulin,1ml",236.0,506.0,793.9,16444.66,243.0,,372.0,598.6,11555.91,,184.0,617.14,1910.93,N,N,N,N
National,,National,Bd Insulin Syringe Ult-Fine Ii,"Syringe-Needle,insulin,0.5 Ml",577.0,1399.0,1968.2,39736.68,604.0,,1062.0,1506.6,29653.35,,456.0,1632.52,5344.92,N,N,N,N
National,,National,Bd Insulin Syringe Ultra-Fine,"Syring-Needl,disp,insul,0.3 Ml",61.0,98.0,129.7,2869.3,59.0,#,,,,#,,71.0,1019.48,N,N,N,N
National,,National,Bd Insulin Syringe Ultra-Fine,"Syringe-Needle,insulin,0.5 Ml",179.0,388.0,560.2,11499.71,188.0,,314.0,456.8,9227.83,,152.0,483.88,1733.88,N,N,N,N
National,,National,Beconase Aq,Beclomethasone Dipropionate,1393.0,4110.0,6032.6,1684845.32,1302.0,,3075.0,4748.2,1320612.24,,1037.0,4453.52,190313.56,N,N,N,N
National,,National,Bekyree,Desog-E.Estradiol/E.Estradiol,5.0,20.0,23.6,788.48,,,0.0,0.0,0.0,#,,9.1,0.0,N,N,N,N
National,,National,Belbuca,Buprenorphine Hcl,9217.0,187452.0,188019.4,121429802.96,35667.0,,84417.0,84773.4,52400076.58,,16950.0,660671.98,7652073.71,Y,Y,N,N
National,,National,Belladonna-Opium,Opium/Belladonna Alkaloids,269.0,487.0,487.0,285850.06,242.0,,254.0,254.0,110444.33,,176.0,873.06,17656.75,Y,N,N,N
National,,National,Belsomra,Suvorexant,40226.0,262681.0,296069.1,114679084.34,63600.0,,160035.0,184311.5,70566728.69,,42054.0,576780.18,6830494.24,N,N,N,N
National,,National,Benazepril Hcl,Benazepril Hcl,193391.0,2403786.0,6045055.4,26969541.78,577695.0,,2213159.0,5631870.5,25232909.35,,535849.0,590062.16,7082520.61,N,N,N,N
National,,National,Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,56278.0,292711.0,746133.3,15359705.28,73936.0,,270285.0,696241.1,14225805.23,,68615.0,97203.77,2684940.38,N,N,N,N
National,,National,Bendeka,Bendamustine Hcl,67.0,321.0,321.0,3152118.07,90.0,,282.0,282.0,2754479.42,,79.0,107.2,81614.77,N,N,N,N
National,,National,Benicar,Olmesartan Medoxomil,6482.0,31192.0,59868.6,18180810.04,6313.0,,29981.0,57573.7,17451724.26,,6052.0,43969.73,2313220.62,N,N,N,N
National,,National,Benicar Hct,Olmesartan/Hydrochlorothiazide,3392.0,17106.0,31303.4,9677029.77,3318.0,,16256.0,29663.5,9162347.46,,3149.0,23941.35,1102398.47,N,N,N,N
National,,National,Benlysta,Belimumab,2314.0,29288.0,30348.7,121887629.3,3812.0,,6758.0,7129.2,28003068.47,,867.0,103537.41,2218166.32,N,N,N,N
National,,National,Bensal Hp,Salicylic Acid,34.0,59.0,59.0,83932.98,38.0,,45.0,45.0,60742.08,#,,62.4,2835.99,N,N,N,N
National,,National,Bentyl,Dicyclomine Hcl,11.0,31.0,31.0,13089.61,,#,,,,*,,9.3,120.0,N,N,N,N
National,,National,Benzaclin,Clindamycin Phos/Benzoyl Perox,33.0,76.0,80.0,33173.5,30.0,,15.0,17.0,6986.84,*,,84.7,1079.7,N,N,N,N
National,,National,Benzamycin,Erythromycin/Benzoyl Peroxide,10.0,19.0,26.5,1553.64,,*,,,,*,,33.2,129.86,N,N,N,N
National,,National,Benzonatate,Benzonatate,12450.0,51325.0,51771.5,625784.85,34684.0,,45356.0,45738.6,536612.61,,30579.0,75931.73,181973.04,N,N,N,N
National,,National,Benztropine Mesylate,Benztropine Mesylate,91398.0,2127173.0,2501338.0,28564903.41,273977.0,,541772.0,646267.0,7143874.04,,73670.0,1395357.56,1425479.85,N,N,N,N
National,,National,Beovu,Brolucizumab-Dbll,32.0,234.0,362.8,546834.95,71.0,#,,,,#,,300.8,47440.43,N,N,N,N
National,,National,Bepotastine Besilate,Bepotastine Besilate,4117.0,19574.0,26723.4,5408878.48,10242.0,,18003.0,24625.1,4976145.52,,9405.0,9525.12,171837.53,N,N,N,N
National,,National,Bepreve,Bepotastine Besilate,7173.0,53202.0,66513.8,18329006.84,18784.0,,47764.0,59658.3,16399594.26,,16785.0,92997.16,715244.12,N,N,N,N
National,,National,Berinert,C1 Esterase Inhibitor,63.0,428.0,428.0,40447864.35,68.0,,99.0,99.0,12065626.86,,33.0,2754.63,934496.05,N,N,N,N
National,,National,Besivance,Besifloxacin Hcl,5824.0,89677.0,95671.7,18028983.94,62954.0,,83991.0,89633.4,16872318.7,,59185.0,156844.45,3745158.04,N,N,N,N
National,,National,Betadine,Povidone-Iodine,24.0,62.0,62.0,1376.08,38.0,#,,,,#,,8.0,992.9,N,N,N,N
National,,National,Betamethasone Diprop Augmented,Betamethasone Dipropionate,3104.0,7465.0,7892.3,720421.83,4148.0,,6327.0,6698.5,602102.34,,3632.0,4333.74,143040.12,N,N,N,N
National,,National,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,68354.0,421943.0,451986.5,22910574.1,232719.0,,362708.0,389095.3,18905005.02,,204949.0,203022.47,4657651.96,N,N,N,N
National,,National,Betamethasone Dipropionate,Betamethasone Dipropionate,129603.0,756560.0,805147.5,47559881.81,414038.0,,639946.0,682034.7,39625353.39,,359992.0,458320.85,11698823.68,N,N,N,N
National,,National,Betamethasone Sod Phos-Acetate,"Betamethasone Acetate,sod Phos",156.0,347.0,392.0,18120.51,273.0,,304.0,345.6,15984.04,,237.0,192.13,3003.93,N,N,N,N
National,,National,Betamethasone Valerate,Betamethasone Valerate,67215.0,271441.0,293340.7,11526917.77,150649.0,,227185.0,246463.2,9714082.87,,129605.0,135416.55,2530860.27,N,N,N,N
National,,National,Betapace,Sotalol Hcl,98.0,368.0,762.1,892875.61,92.0,,338.0,704.8,817850.33,#,,1746.96,54847.11,N,N,N,N
National,,National,Betapace Af,Sotalol Hcl,60.0,215.0,376.5,295084.68,49.0,,202.0,347.5,269056.66,#,,50.0,30903.84,N,N,N,N
National,,National,Betaseron,Interferon Beta-1b,1550.0,14920.0,15646.5,130156656.84,1702.0,,7798.0,8418.3,69991822.01,,908.0,74229.43,2707395.37,N,N,N,N
National,,National,Betaxolol Hcl,Betaxolol Hcl,5791.0,30788.0,60186.1,2468657.26,8543.0,,28930.0,57046.9,2346247.42,,8091.0,14238.34,724833.07,N,N,N,N
National,,National,Bethanechol Chloride,Bethanechol Chloride,26326.0,206347.0,287023.6,15121294.58,46685.0,,168841.0,238805.8,12287222.0,,39658.0,107044.38,2461404.52,N,N,N,N
National,,National,Bethkis,Tobramycin,12.0,26.0,29.5,157431.36,12.0,,12.0,12.9,78881.18,*,,741.17,6723.21,N,N,N,N
National,,National,Betimol,Timolol,7019.0,30127.0,51815.6,6614235.65,9816.0,,28824.0,49803.7,6339257.38,,9357.0,40184.3,1561014.26,N,N,N,N
National,,National,Betoptic S,Betaxolol Hcl,2869.0,12541.0,25954.7,5501373.39,3141.0,,11974.0,24919.0,5274550.33,,3008.0,17910.64,870341.52,N,N,N,N
National,,National,Bevespi Aerosphere,Glycopyrrolate/Formoterol Fum,23652.0,150005.0,191622.6,77560960.15,36882.0,,119230.0,153281.6,61968294.44,,29217.0,428578.65,6534359.83,N,N,N,N
National,,National,Bexarotene,Bexarotene,491.0,4152.0,4364.6,48575283.05,597.0,,3647.0,3855.6,42123546.06,,515.0,24415.24,1479088.34,N,N,N,N
National,,National,Bexsero,"Meningococcal B Vaccine,4-Comp",1252.0,2249.0,2338.7,501505.26,1760.0,,1860.0,1946.9,418068.14,,1450.0,2435.15,123864.23,N,N,N,N
National,,National,Beyaz,Drospir/Eth Estra/Levomefol Ca,19.0,53.0,130.3,32873.11,15.0,,0.0,0.0,0.0,,0.0,993.31,397.41,N,N,N,N
National,,National,Bicalutamide,Bicalutamide,28784.0,251515.0,421900.6,9535110.58,79200.0,,245337.0,412962.6,9321208.53,,77247.0,107715.62,3154780.44,N,N,N,N
National,,National,Bicillin C-R,Pen G Benz/Pen G Procaine,42.0,84.0,93.7,27548.56,43.0,,53.0,60.5,15786.71,,30.0,206.0,2595.55,N,N,Y,N
National,,National,Bicillin L-A,Penicillin G Benzathine,2379.0,5399.0,5978.6,3344777.06,3070.0,,3421.0,3825.6,2087105.48,,1907.0,14735.81,199623.33,N,N,Y,N
National,,National,Bidil,Isosorbide Dinit/Hydralazine,8275.0,39143.0,60419.3,19335830.88,9570.0,,31756.0,49189.4,15528479.19,,7586.0,110182.93,1303511.91,N,N,N,N
National,,National,Bijuva,Estradiol/Progesterone,298.0,1151.0,1553.0,356967.21,307.0,,712.0,970.0,220642.63,,203.0,2085.49,74884.96,N,N,N,N
National,,National,Biktarvy,Bictegrav/Emtricit/Tenofov Ala,18149.0,593834.0,620973.3,2196964911.5,66269.0,,245968.0,264040.8,926966107.17,,27226.0,2193599.48,32271612.59,N,N,N,N
National,,National,Bimatoprost,Bimatoprost,6400.0,34473.0,60571.9,5751302.77,10366.0,,33382.0,58913.6,5586025.78,,10010.0,9392.24,774711.78,N,N,N,N
National,,National,Binosto,Alendronate Sodium,438.0,1944.0,2406.0,729617.81,450.0,,1449.0,1868.7,568099.94,,373.0,1598.61,62550.55,N,N,N,N
National,,National,Bisoprolol Fumarate,Bisoprolol Fumarate,100405.0,894340.0,2137165.0,40437555.98,229248.0,,819315.0,1982659.7,37444958.61,,211331.0,336048.8,8717364.17,N,N,N,N
National,,National,Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,79075.0,646145.0,1620006.2,23896965.02,157279.0,,599016.0,1520188.3,22327304.36,,146830.0,185114.56,5877843.5,N,N,N,N
National,,National,Bivigam,Immun Glob G(Igg)/Gly/Iga Ov50,16.0,123.0,123.0,1419360.95,15.0,,50.0,50.0,321410.37,*,,41.2,45332.88,N,N,N,N
National,,National,Bleomycin Sulfate,Bleomycin Sulfate,20.0,36.0,36.4,3658.58,21.0,#,,,,#,,6.7,907.28,N,N,N,N
National,,National,Bleph-10,Sulfacetamide Sodium,33.0,39.0,44.3,2730.46,33.0,#,,,,#,,13.7,432.96,N,N,N,N
National,,National,Blephamide,Sulfacetamide/Prednisolone,751.0,1204.0,1426.6,280958.92,821.0,,1081.0,1298.0,251827.63,,739.0,1662.14,57173.65,N,N,N,N
National,,National,Blephamide S.O.P.,Sulfacetamide/Prednisolone,13.0,15.0,15.0,2431.93,13.0,,15.0,15.0,2431.93,,13.0,5.0,718.63,N,N,N,N
National,,National,Blincyto,Blinatumomab,12.0,82.0,82.0,2005937.35,,,48.0,48.0,1195819.62,*,,9709.2,42555.34,N,N,N,N
National,,National,Blisovi 24 Fe,Norethindrone-E.Estradiol-Iron,459.0,1191.0,2767.8,86711.24,417.0,*,,,,*,,1359.4,5497.42,N,N,N,N
National,,National,Blisovi Fe,Norethindrone-E.Estradiol-Iron,2357.0,8103.0,14894.8,232614.17,2159.0,,87.0,158.0,2279.99,,23.0,7032.81,15342.52,N,N,N,N
National,,National,Boniva,Ibandronate Sodium,382.0,1136.0,2925.8,558382.61,360.0,,1095.0,2820.9,537338.82,,346.0,1590.99,73221.06,N,N,N,N
National,,National,Bonjesta,Doxylamine Succinate/Vit B6,47.0,75.0,80.0,45579.55,43.0,*,,,,*,,175.37,232.8,N,N,N,N
National,,National,Boostrix Tdap,"Diphth,pertuss(Acell),tet Vac",74383.0,520674.0,521668.7,33210270.93,518544.0,,468805.0,469689.3,29755988.4,,466973.0,479508.12,16088788.92,N,N,N,N
National,,National,Bortezomib,Bortezomib,82.0,564.0,565.1,3209334.35,121.0,,498.0,499.1,2836168.29,,105.0,5055.28,142908.78,N,N,N,N
National,,National,Bosentan,Bosentan,694.0,8661.0,8697.0,39854026.09,926.0,,6050.0,6070.0,27892756.19,,641.0,22084.32,2525475.12,N,N,N,N
National,,National,Bosulif,Bosutinib,1493.0,11031.0,11228.8,147656079.87,1495.0,,8114.0,8295.5,103909929.82,,1103.0,19024.32,2904655.65,N,N,N,N
National,,National,Botox,Onabotulinumtoxina,5793.0,50715.0,138539.5,68456841.88,21090.0,,24205.0,65992.5,29957050.13,,10704.0,181090.91,5142786.37,N,N,N,N
National,,National,Braftovi,Encorafenib,1178.0,7035.0,7100.3,85173607.02,1451.0,,5942.0,5994.2,71855233.89,,1228.0,38167.72,3547577.51,N,N,N,N
National,,National,Breo Ellipta,Fluticasone/Vilanterol,190165.0,3063967.0,4021335.7,1522936680.3,653234.0,,2495082.0,3305109.6,1248796119.5,,531864.0,6605520.65,125151996.67,N,N,N,N
National,,National,Breztri Aerosphere,Budesonide/Glycopyr/Formoterol,28039.0,240710.0,299107.3,179295183.79,82601.0,,190955.0,239416.1,143159375.03,,66333.0,656957.48,11137578.39,N,N,N,N
National,,National,Briellyn,Norethindrone-Ethin. Estradiol,137.0,652.0,850.4,23928.38,119.0,,12.0,17.3,464.34,*,,271.9,1900.57,N,N,N,N
National,,National,Brilinta,Ticagrelor,112555.0,954027.0,1495500.4,602255878.4,220674.0,,810561.0,1277568.9,513072131.4,,189087.0,2160919.41,59012110.25,N,N,N,N
National,,National,Brimonidine Tartrate,Brimonidine Tartrate,75584.0,1802345.0,3167588.9,94926200.32,476952.0,,1665795.0,2948811.1,87625418.24,,442758.0,856394.26,16685674.49,N,N,N,N
National,,National,Brinzolamide,Brinzolamide,16753.0,97478.0,189166.4,35642738.29,37006.0,,93243.0,181543.8,34229268.39,,35411.0,64835.8,3509337.08,N,N,N,N
National,,National,Brisdelle,Paroxetine Mesylate,66.0,252.0,399.0,86096.63,57.0,,145.0,248.0,53391.58,,32.0,1206.51,14703.38,N,N,N,N
National,,National,Briviact,Brivaracetam,6495.0,83745.0,90706.6,119126963.31,9606.0,,21986.0,24012.4,28510917.12,,2772.0,139713.55,1743503.68,N,N,N,N
National,,National,Bromfenac Sodium,Bromfenac Sodium,3475.0,29791.0,33171.1,5819165.33,14254.0,,28719.0,32034.4,5613883.98,,13719.0,12817.7,817777.45,N,N,N,N
National,,National,Bromocriptine Mesylate,Bromocriptine Mesylate,7502.0,40374.0,67088.7,9785643.5,7353.0,,23879.0,44569.6,5355179.97,,4909.0,29006.48,1075615.54,N,N,N,N
National,,National,Brompheniramine-Pseudoephed-Dm,Brompheniramine/Pseudoephed/Dm,198.0,332.0,332.0,8010.0,291.0,,259.0,259.0,6117.96,,231.0,980.76,2028.97,N,N,N,N
National,,National,Bromsite,Bromfenac Sodium,3074.0,33584.0,46836.1,9704439.84,20220.0,,31497.0,43972.3,9093447.98,,18950.0,71211.46,1395747.63,N,N,N,N
National,,National,Brovana,Arformoterol Tartrate,1638.0,7208.0,7227.7,5000079.77,1822.0,,6009.0,6024.4,4078558.11,,1576.0,17658.4,125119.85,N,N,N,N
National,,National,Brukinsa,Zanubrutinib,1146.0,6477.0,6537.4,82575004.94,1567.0,,6249.0,6309.4,79510690.41,,1508.0,8156.43,3467737.52,N,N,N,N
National,,National,Bryhali,Halobetasol Propionate,322.0,612.0,686.1,238201.03,378.0,,525.0,586.4,198240.41,,330.0,723.8,25717.34,N,N,N,N
National,,National,Bss,Balanced Salt Irrig Soln No.2,80.0,298.0,355.3,13231.7,83.0,,236.0,281.3,12048.17,#,,68.34,5951.52,N,N,N,N
National,,National,Budesonide,Budesonide,15072.0,120562.0,127716.4,24786916.5,25454.0,,98633.0,105054.0,19481394.86,,21553.0,68247.75,987420.09,N,N,N,N
National,,National,Budesonide Dr,Budesonide,24006.0,131464.0,174836.5,24661177.63,44956.0,,116872.0,156331.7,21269830.84,,40172.0,80068.29,6363560.6,N,N,N,N
National,,National,Budesonide Ec,Budesonide,28655.0,165468.0,255395.7,56572699.17,59921.0,,148146.0,230204.8,48367937.67,,53923.0,128964.08,9757004.71,N,N,N,N
National,,National,Budesonide Er,Budesonide,6993.0,39023.0,41862.7,52486063.05,12663.0,,31231.0,33723.7,40408579.93,,10436.0,41286.53,2299567.25,N,N,N,N
National,,National,Budesonide-Formoterol Fumarate,Budesonide/Formoterol Fumarate,108556.0,505204.0,661454.3,176836368.2,205444.0,,391514.0,518437.7,138948841.11,,156639.0,890745.1,15321614.1,N,N,N,N
National,,National,Bumetanide,Bumetanide,193127.0,1990254.0,3471431.7,119263870.73,473414.0,,1696291.0,2988347.9,99224546.7,,404669.0,1083306.49,17827733.88,N,N,N,N
National,,National,Bunavail,Buprenorphine Hcl/Naloxone Hcl,2.0,13.0,13.0,2948.21,,*,,,,*,,22.49,0.0,N,N,N,N
National,,National,Bupap,Butalbital/Acetaminophen,12.0,27.0,27.3,28292.03,11.0,#,,,,*,,100.73,179.77,N,N,N,N
National,,National,Buphenyl,Sodium Phenylbutyrate,16.0,153.0,161.5,3611566.69,15.0,,26.0,27.3,442867.23,*,,30.4,20551.56,N,N,N,N
National,,National,Bupivacaine Hcl,Bupivacaine Hcl,74.0,186.0,197.0,3102.15,110.0,,121.0,127.3,1191.27,,79.0,55.24,536.0,N,N,N,N
National,,National,Bupivacaine Hcl,Bupivacaine Hcl/Pf,247.0,654.0,705.7,9641.66,429.0,,477.0,503.3,5055.25,,351.0,201.72,1718.5,N,N,N,N
National,,National,Buprenex,Buprenorphine Hcl,27.0,252.0,252.1,840391.84,24.0,,87.0,87.1,151952.9,,11.0,345.09,24444.17,N,N,N,N
National,,National,Buprenorphine,Buprenorphine,18316.0,264550.0,266572.5,86210162.95,55654.0,,174187.0,175707.6,55646485.71,,36230.0,402981.47,8794535.53,Y,Y,N,N
National,,National,Buprenorphine Hcl,Buprenorphine Hcl,14686.0,273843.0,276828.7,18406972.75,34266.0,,101681.0,103432.1,6949826.29,,14526.0,249674.75,1614411.01,Y,Y,N,N
National,,National,Buprenorphine-Naloxone,Buprenorphine Hcl/Naloxone Hcl,33630.0,1305396.0,1311868.9,215645429.37,123607.0,,367095.0,370611.1,64877792.21,,40071.0,1596477.77,8333274.41,N,N,N,N
National,,National,Bupropion Hcl,Bupropion Hcl,104087.0,658256.0,1073402.9,21625997.21,163321.0,,469279.0,803214.9,15616901.49,,118932.0,391490.3,5537096.91,N,N,N,N
National,,National,Bupropion Hcl Sr,Bupropion Hcl,213903.0,2275463.0,4032812.3,71223366.06,548884.0,,1489884.0,2861429.1,49621292.11,,379879.0,1495058.09,19898071.73,N,N,N,N
National,,National,Bupropion Xl,Bupropion Hcl,268781.0,5273416.0,9674872.2,226335436.57,1105393.0,,3369519.0,6782253.3,150190204.2,,772287.0,3499347.58,63999284.65,N,N,N,N
National,,National,Buspirone Hcl,Buspirone Hcl,272856.0,5974256.0,8678871.1,113484327.32,1203499.0,,3817784.0,5784082.1,69815384.2,,817968.0,3304509.06,19220620.35,N,N,N,N
National,,National,Butalb-Acetaminoph-Caff-Codein,Butalbit/Acetamin/Caff/Codeine,9065.0,43879.0,44445.9,5019399.65,7924.0,,29817.0,30279.9,3412548.14,,5497.0,34049.29,960859.1,Y,N,N,N
National,,National,Butalbital Compound-Codeine,Codeine/Butalbital/Asa/Caffein,1064.0,4169.0,4202.2,524682.18,892.0,,3451.0,3467.9,417513.77,,744.0,4255.94,92659.05,Y,N,N,N
National,,National,Butalbital-Acetaminophen,Butalbital/Acetaminophen,4627.0,17093.0,18200.1,3029854.19,4852.0,,10703.0,11579.3,2021950.88,,3134.0,11041.45,240397.12,N,N,N,N
National,,National,Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,112430.0,778854.0,815919.5,33208134.51,187711.0,,482587.0,510301.2,20789925.91,,121632.0,453528.86,6618231.43,N,N,N,N
National,,National,Butalbital-Aspirin-Caffeine,Butalbital/Aspirin/Caffeine,16919.0,59172.0,61944.2,3821968.63,16203.0,,46139.0,48628.9,3003362.68,,13001.0,31219.97,1131928.0,N,N,N,N
National,,National,Butorphanol Tartrate,Butorphanol Tartrate,3690.0,30695.0,31183.9,3344270.78,3233.0,,13858.0,14146.4,1532660.04,,1559.0,41362.82,537830.26,Y,N,N,N
National,,National,Butrans,Buprenorphine,6450.0,41916.0,42492.7,28013753.83,8087.0,,24898.0,25293.8,16186246.46,,4804.0,90256.83,1540715.32,Y,Y,N,N
National,,National,Bydureon Bcise,Exenatide Microspheres,41011.0,316105.0,478828.2,379150013.15,66295.0,,235563.0,366026.0,288746980.11,,49966.0,651092.67,22841919.13,N,N,N,N
National,,National,Bydureon Pen,Exenatide Microspheres,21170.0,54849.0,77049.9,61049405.31,26390.0,,39772.0,57481.8,45387906.82,,19459.0,164289.25,3344877.65,N,N,N,N
National,,National,Byetta,Exenatide,6672.0,28345.0,49004.2,37987905.49,6282.0,,23375.0,41645.1,32049794.21,,5191.0,55580.17,2681185.61,N,N,N,N
National,,National,Bynfezia,Octreotide Acetate,62.0,180.0,193.5,185247.12,80.0,,124.0,131.6,129532.39,,51.0,803.52,18437.5,N,N,N,N
National,,National,Bystolic,Nebivolol Hcl,121193.0,1282589.0,2504910.7,415346329.18,295701.0,,1172069.0,2309359.6,381879323.68,,271489.0,1858534.56,85800613.41,N,N,N,N
National,,National,C-Nate Dha,Pnv 11/Iron Fum/Folic Acid/Om3,42.0,86.0,140.0,6596.04,45.0,,29.0,60.0,2765.3,,16.0,208.23,349.37,N,N,N,N
National,,National,C,,,,,,,,,,,,,,,,,,
