OBJECTID,ID305B,CYCLE,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,IMPAIRED,Shape__Length
434,CT4308-00_01,2012,"Farmington River, East Branch-01","From mouth at Farmington River mainstem, New Hartford, US to Lake McDonough outlet dam.",1.11,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5878.93459851624
436,CT4600-00_04,2012,Mattabesset River-04,"From confluence with Willow Brook, US to Kensington Dam at outlet of Railroad Pond (just US of Kensington Road crossing), Berlin.",2.83,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,14944.9460853354
437,CT4600-00_05,2012,Mattabesset River-05,"From Kensington Dam at outlet of Railroad Pond (just US of Kensington Road crossing), Berlin, US to inlet of Paper Goods Pond (segment includes both ponds).",1.01,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5328.85552662061
438,CT4600-00_06,2012,Mattabesset River-06,"From inlet to Paper Goods Pond, US to Lower Hart Pond outlet dam (Both Lower and Upper Hart Ponds are not in segment).",1.32,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,6976.21872598432
442,CT4600-05_01,2012,John Hall Brook-01,"From mouth at confluence with Stocking Brook (DS of Southington Road crossing), US to Kenmere Reservoir OUTLET, Berlin.",1.02,1080205,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5370.6427182544
443,CT4600-05_02,2012,John Hall Brook-02,"From Kenmere Reservoir INLET, US to Hallmere Reservoir outlet dam, Berlin.",1.0,1080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,Yes,5304.71900937019
444,CT4600-07_01,2012,Little Brook (Rocky Hill)-01,"From mouth at Mattabasset River US to source near Trinity Rd, Rocky Hill.",1.92,1080205,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,10131.3491103244
449,CT6200-00_01,2012,Hollenbeck River-01,"From mouth at confluence with Housatonic River (DS of Point of Rock Road (Route 126) crossing), Canaan, US to headwaters (US of Cornwall Hollow Road (Route 43) crossing), Cornwall.",18.32,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,96710.7310943253
459,CT6603-00_01,2012,Padanaram Brook-01,"From mouth at confluence with Still River (just DS of Crosby Street crossing), US to headwaters at Padanaram Reservoir outlet dam (parallel to Padanaram Road), Danbury.",3.71,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,19565.9462999987
460,CT6604-00_01,2012,Sympaug Brook-01,"From mouth at confluence with Still River (DS of Shelter Rock Road crossing, parallel to Cross Street), US to Greatpasture Road (Wooster Street) crossing, Danbury.",0.6,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3155.06060732397
462,CT6606-00_01,2012,Limekiln Brook-01,"From mouth at confluence with Still River (just US of I84 crossing), US to confluence with Danbury WPCF outfall channel (US of Newtown Road (Route 6) crossing, behind shopping plaza at pump station), Danbury.",0.45,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2383.66088973073
464,CT6606-00_03,2012,Limekiln Brook-03,"From Shelter Rock Road crossing (first road crossing, above landfill), Bethel, US to headwaters (just US of Poverty Hollow Road crossing), Newtown.",6.04,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,31865.4291776441
466,CT6700-00_02,2012,Shepaug River-02,"From confluence with Bantam River (just DS of Whittlesey Road crossing), Washington, US to Shepaug Reservoir outlet dam (US of Valley Road crossing), Litchfield/Warren town border.",3.51,1100005,Not Supporting,Fully Supporting,Fully Supporting,Not Assessed,Yes,18552.4932995331
467,CT6900-00_02,2012,Naugatuck River-02,"From Rimmon (Tingue) outlet dam (just DS of Route 8 crossing), Seymour, US to confluence with Hopeville Pond Brook, just US of Waterbury WPCF. (Segment includes Wtby, Naug & Beacon Falls WPCFs, & dredge holes in river between Rts 42 & 67 in Beacon Falls)",11.26,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,59472.0032207546
468,CT6900-00_03,2012,Naugatuck River-03,"From confluence with Hopeville Pond Brook, just US of Waterbury WPCF, US to confluence with Steele Brook (west side of Route 8, at Route 73 connection), Waterbury.",3.52,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,18584.3279335929
469,CT6900-00_04,2012,Naugatuck River-04,"From confluence with Steele Brook (west side of Route 8, at Route 73 connection), Waterbury, US to sewage leak from pipe under river (near old bridge abutment) along Chase River Road, Watertown/Waterbury town border.",1.65,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,8731.38540491019
474,CT4321-00_01,2012,Mill Brook (Windsor)-01,"From mouth at confluence with Farmington River (DS of Palisado Avenue and RailRoad crossings), Windsor, US to Barber Pond Outlet dam (just US of Old Winsor Road (Route 305) crossing), Bloomfield.",4.56,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,24064.0976646817
480,CT6800-00_01,2012,Pomperaug River-01,"From mouth at confluence with Housatonic River (DS of River Road crossing, near west side of I84, exit 13), US to confluence withTransylvania Brook (south side of East Flat Hill Road), Southbury.",2.74,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,14485.5143124523
482,CT6800-00_03,2012,Pomperaug River-03,"From Flood Bridge Road crossing, US to confluence with Bullet Hill Brook (just DS of Heritage Road crossing), Southbury. (Segment includes Heritage Village POTW discharge)",1.31,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,6937.29329193824
484,CT6800-02_01,2012,South Brook-01,"From mouth at confluence with Pomperaug River, US to Main Street (Route 6) crossing, Woodbury.",0.37,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1979.95706299929
485,CT6800-03_01,2012,Stiles Brook-01,"From mouth at confluence with Pomperaug River, US to Anna Stiles Pond outlet Dam (just US of Route 6 crossing), Southbury.",0.25,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1325.0581278439
488,CT6900-00_05,2012,Naugatuck River-05,"From US side of sewage leak from pipe under river (near old bridge abutment) along Chase River Road, Watertown/Waterbury town border, US to confluence with Thomaston WPCF outfall (just US of confuence with Branch Brook), Thomaston.",4.46,1100005,Not Supporting,Fully Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,23525.2281710027
489,CT6900-00_06,2012,Naugatuck River-06,"From confluence with Thomaston WPCF outfall (just US of confuence with Branch Brook), Thomaston, US to confluence with Spruce Brook (west side of Route 8), Litchfield/Harwinton town border.",9.0,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,47513.8610968618
490,CT6900-00_07,2012,Naugatuck River-07,"From confluence with Spruce Brook (west side of Route 8), Litchfield/Harwinton town border, US to confluence with Torrington WPCF (just US of bend north of plant), Harwinton/Torrington town border.",2.71,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,14329.983810304
491,CT6804-00_01,2012,Weekeepeemee River-01,"From mouth at confluence with Nonewaug River, above Pomeraug River (DS of Jacks Bridge Road crossing), Woodbury, US to headwaters in marsh (just US of Bergman Hill Road crossing, east of intersection with Todd Hill Road), Morris.",9.61,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,50735.7179677376
493,CT6806-00_01,2012,Transylvania brook-01,"From mouth at confluence with Pomperaug River (just DS of East Flat Hill Road crossing), US to confluence with Spruce Brook (just US side of Southbury Training School STP), Southbury.",1.6,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,8459.78448842515
494,CT6806-00_02,2012,Transylvania Brook-02,"From confluence with Spruce Brook (just US side of Southbury Training School STP), US to Gravel Pit Pond outlet dam (US of South Britian Road (Route 172) crossing), Southbury.",0.32,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1666.02418124888
496,CT6900-00_01,2012,Naugatuck River-01,"From mouth at confluence with Housatonic River (DS of RailRoad crossing), Derby, US to Rimmon (Tingue) outlet dam (US of Broad Street crossing, and just DS of Route 8 crossing), Seymour.",6.15,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,32470.147583438
497,CT4313-00_01,2012,Poland River-01,"From mouth at confluence with Pequabuck River, US to confluence with Marsh Brook (seg 2 begins), Plymouth.",0.42,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2207.03406473975
498,CT4313-00_02,2012,Poland River-02,"From confluence with Marsh Brook, US to confluence with unnamed brook 4313-03-1, US of Judd Road crossing (paralell with Route 72), Plymouth, CT.",0.71,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3741.55120762021
499,CT4314-00_01,2012,Coppermine Brook (Bristol)-01,"From mouth at Pequabuck River, US to New Britain drinking water watershed boundary and water diversion (just us of confluence with Polkville Brook), Bristol.",2.43,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,12837.9736897412
500,CT4303-00_03,2012,Still River (Winsted)-03,"From Winchester (Winsted) POTW, US to confuence with Mad River (just US of Route 44/183 crossing).",1.67,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,8825.17828221614
503,CT4318-00_01,2012,Hop Brook (Simsbury)-01,"From mouth at Farmington River, US to headwaters at Tuller Reservoir, Simsbury.",6.74,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,35608.9124224251
512,CT4315-00_03,2012,Pequabuck River-03,"From Bristol POTW outfall (DS of route 229 crossing), US to exit of box culvert, downtown Bristol.",1.23,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,6514.63105748351
513,CT4315-00_04,2012,Pequabuck River-04,"From exit of box culvert, US to entrance of box culvert (entire segment in culvert), center of Bristol.",0.33,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1733.83864086571
514,CT4315-00_05,2012,Pequabuck River-05,"From entrance to box culvert, center Bristol, US to Plymouth POTW (just DS of Canal Street (Route 72) crossing), Plymouth.",2.7,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,14263.5279612174
515,CT4315-00_06,2012,Pequabuck River-06,"From Plymouth POTW (just DS of Canal Street (Route72) crossing), US to headwaters, South of Rocky Road, Harwinton.",5.46,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,28846.3978373302
516,CT5301-00_01,2012,Willow Brook (Hamden)-01,"From mouth at confluence with Mill River (DS of Willow Street crossing), Hamden, US to confluence with Brooksvale Stream (DS of South Brooksvale Road crossing), Cheshire.  (River travels along RR track)",1.87,1100004,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,Yes,9858.06762824888
521,CT6905-00_01,2012,East Branch Naugatuck River-01,"From mouth at confluence with West Branch Naugatuck River, above Naugatuck River (just DS of Franklin Drive crossing), US to North Elm Street Road (Route 4) crossing, Torrington.",1.33,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7046.70867186734
525,CT6916-00_01,2012,Hop Brook (Naugatuck)-01,"From mouth at confluence with Naugatuck River (DS of Bridge Street (Route 68) crossing and RailRoad crossing), Naugatuck, US to Hop Brook Lake outlet dam (flood control area along eastern side of Curch Street (Route 63)), Naugatuck/Waterbury town line.",1.44,1100005,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7626.10024443351
526,CT6917-00_01,2012,Long Meadow Pond Brook-01,"From mouth at confluence with Naugatuck River (DS of Elm Street crossing and RailRoad crossing), US to outlet of Naugatuck Ice Company Pond Dam (just US of Rubber Avenue crossing), Naugatuck.",0.94,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,4937.81752008287
527,CT6919-00_01,2012,Bladens River-01,"From mouth at confluence with Naugatuck River (just DS of New Haven Avenue (Route 8) and Derby Avenue (Route 67) crossings), US to North Street crossing (upper end of industrial area), Seymour.",0.68,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3616.05949545992
531,CT7105-00_04,2012,Pequonnock River-04,"From Monroe Turnpike (Route 111) crossing (near intersection with Route 25), Trumbull, US to outlet of unnamed impoundment (US of Purdy Hill Road crossing, and US of Harsh Pond) Monroe.",1.83,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9662.41978679538
533,CT5202-00_01,2012,Tenmile River (Southington/Cheshire)-01,"From mouth at confluence with Quinnipiac River (DS of Old Turnpike Road crossing), Southington, US to Lake Percivel outlet dam on Moss Farms Pond (just US of Jarvis Street crossing), Cheshire.",4.1,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,21645.397709688
535,CT1000-00_01,2012,Pawcatuck River-01,"From head of tide, Rte 1 crossing in Pawcatuck-Westerly, US to RI border.",5.38,1090005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,28385.5837869696
537,CT7105-00_03,2012,Pequonnock River-03,"From Daniels Farm Road crossing (US of Route 25 crossing), Trumbull, US to Monroe Turnpike (Route 111) crossing (near intersection with Route 25), Trumbull.",4.19,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,22124.3127581934
542,CT5306-01_01,2012,Silver Brook (Orange)-01,"From mouth at confluence with Indian River (just US of Indian Lake, parallel to Indian River Road), US to confluence with Trout Brook (just US of Smith Farm Road crossing), Orange.",1.6,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,8466.58299788664
545,CT6900-00_08,2012,Naugatuck River-08,"From confluence with Torrington WPCF (just US of bend, north of plant), Harwinton/Torrington town border, US to headwaters at confluence of East and West Branches of Naugatuck River (just US of East Albert Street crossing), Torrington.",1.36,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7166.32152478811
551,CT6910-00_01,2012,Branch Brook-01,"From mouth at confluence with Naugatuck River (DS of Route 8 crossing), US to Black Rock Dam outlet (along south side of Route 109), Watertown-Thomaston.",2.06,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,10863.3571756839
552,CT7108-00_02b,2012,Mill River (Fairfield/Easton)-02b,"From confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), US to Easton Reservoir outlet dam (Lakeview Drive crossing on dam), Easton.",0.54,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2846.68299458734
554,CT7108-05_02,2012,"Unnamed tributary, Easton Reservoir (Snow Farm)-02","From confluence with unnamed tributary to Easton Reservoir (east of Sport Hill Road (Route 59)), US to outlet of pond on Phil Snow's farm, Easton. (Unnamed tributary flows into Easton Reservoir from western side)",0.3,1100006,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,Yes,1605.40627678319
555,CT7109-00-trib_01,2012,"Unnamed tributary, Sasco Brook (Westport)-01","From mouth at Sasco Brook (US of Old Road crossing), Westport/Fairfield town border, US to headwaters (US of Bulkley Avenue crossing), Westport.",0.34,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1789.99972105614
559,CT4304-00_01a,2012,Sandy Brook (Barkhamsted/Colebrook)-01a,"From mouth at confluence with Farmington River, Barkhamsted, US to confluence with Still River, Colebrook. NOTE this portion was formerly called Still River-01 (CT4303-00_01).",1.35,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7129.59550983988
566,CT5200-10_01,2012,Meetinghouse Brook (Wallingford)-01,"Mouth on Quinnipiac River, at Route 68 crossing, US to confluence with Spruce Glen Brook, parallel to Route 15, Wallingford.",1.15,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,6078.52293132149
567,CT7105-00_05,2012,Pequonnock River-05,"From INLET to unnamed impoundment (northeastern portion of pond), US to headwaters at Stepney Pond outlet dam (just US of West Maiden Lane crossing), Monroe.",2.35,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,12415.686400772
568,CT7106-00_01,2012,Rooster River-01,"From mouth at confluence with Ash Creek (US of I95 crossing, in area near end of Fairchild Avenue), Fairfield/Bridgeport town border, US to headwaters at confluence of Londons Brook and Horse Tavern Brook (US of Cornell Road crossing), Fairfield.",2.69,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,14214.4889525421
570,CT7108-00_02a,2012,Mill River (Fairfield/Easton)-02a,"From INLET to Samp Mortar Reservoir, Fairfield, US to confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), Easton. (Segment does NOT include Lake Mohegan).",3.57,1100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,18833.4890706311
571,CT7200-20-trib_02,2012,Unnamed tributary Hawleys Brook-02 ,"From confluence with main unnamed tributay to Hawleys Brook, US to private property (Golf course), Easton. (Entire segement is west of Blackrock Turnpike (Route 58), AND wset of golf course)",0.56,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2946.37193932681
572,CT7300-00_03b,2012,Norwalk River-03b,"From confluence with Georgetown POTW outfall, US to EXIT of undergound (pipe) section (just US of RailRoad crossing), Redding.",0.2,1100006,Insufficient Information,Not Supporting,Not Assessed,Water Not Classified For Drinking Supply,Yes,1053.59583890791
574,CT7300-00_04,2012,Norwalk River-04,"From INLET to Factory Pond (just DS of Danbury Road (Route 7) crossing), Wilton, US to confluence with Cooper Pond Brook (DS of Branchville Road, east of intersection with Route 7), Ridgefield.",0.7,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3677.92504349379
575,CT7302-00_02,2012,Silvermine River-02,"From Merritt Parkway (Route 15) crossing), Norwalk, US to Grupes Reservoir outlet dam (US of Valley Road crossing), New Canaan.",5.49,1100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,28990.6062859059
576,CT7302-13_trib_01,2012,Unnamed tributary Belden Hill Brook-01,"From mouth at confluence with Beldon Hill Brook (DS of Belden Hill Brook crossing of New Canaan Road (Route 106), DS of South Norwalk Reservoir), US to discharge source at Sisters of Notre Dame (discharge of private STPl), Wilton.",0.4,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2115.11118281832
577,CT7401-00_01,2012,Fivemile River (New Canaan)-01,"From INLET to Jacob Pond (DS of Amtrack crossing and Carolyn Court crossing), Norwalk/Darien town border, US to Old Norwalk Road crossing (0.2 Mi DS of POTW), New Canaan.",5.62,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,29670.1716830815
578,CT7401-00_02,2012,Fivemile River (New Canaan)-02,"From Old Norwalk Road crossing (0.2 Mi DS of POTW), US to confluence with New Canaan POTW outfall, New Canaan.",0.23,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1218.1845614038
579,CT7405-00_01,2012,Rippowam River-01,"From Rippowam River West Branch dam (head of tide, US of Route 1 and Main Street crossings), US to Merritt Parkway (Route 15) crossing (mid-way between exit 34 and exit 35), Stamford.",5.22,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,27587.9719430856
580,CT7405-00_02,2012,Rippowam River-02,"From Merritt Parkway (Route 15) crossing (mid-way between exit 34 and exit 35), US to North Stamford Reservoir dam outlet (US of Interlaken Road crossing), Stamford.",2.09,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,11022.5222139136
584,CT7409-00_01,2012,Horseneck Brook-01,"From mouth at Greenwich Harbor (just DS of I95 crossing, at exit 3 offramp), US to Putnam Lake Reservoir outlet dam (just US of Dewart Road crossing), Greenwich.",5.78,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,30519.5700625021
589,CT4300-00_01,2012,Farmington River-01,"From mouth at Connecticut River, US to Rainbow Reservoir dam outlet, Windsor.",8.59,1080207,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,Yes,45356.1111301595
590,CT4300-00_02,2012,Farmington River-02,"From inlet to Rainbow Reservoir (Route 187 crossing), Bloomfield, US to confluence with the Pequabuck River, Farmington.",19.38,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,102347.68567544
595,CT4300-50_01,2012,Rainbow Brook-01,"From mouth at Farmington River (just DS of Island below Rainbow Reservoir Dam), Windsor, US to headwaters, southwest portion of Bradley International Airport, Windsor Locks.",1.74,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9198.97511167793
600,CT4300-51_01,2012,Seymour Hollow Brook-01,"From mouth at Farmington River, Windsor (formerly tributary to Rainbow Brook, now channelized to Farmington, Gazetteer # based upon Rainbow Brook), US to headwaters, southest portion of Bradley International Airport, Windsor Locks.",1.36,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7191.91739627194
601,CT4302-00_01,2012,Mad River (Winchester)-01,"From mouth at Still River, US to Mad River Dam outlet, Winchester.",2.24,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,11833.2860808946
602,CT4302-00_02a,2012,Mad River (Winchester)-02a,"From Mad River Dam outlet, Wincheter, US to outlet from Rugg Brook Reservoir.",1.77,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9359.92736806814
603,CT4302-00_02b,2012,Mad River (Winchester)-02b,"From confluence with  Rugg Brook Reservoir outlet, US to diversion entrance for Rugg Brook Reservoir.",0.63,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3339.15225235532
604,CT4302-00_03,2012,Mad River (Winchester)-03,"From diversion entrance for Rugg Brook Reservoir (boundary of drinking water watershed), US to headwaters at Spaulding Pond outlet dam, Norfolk.",5.17,1080207,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,Yes,27294.1661885795
606,CT4303-00_02,2012,Still River (Colebrook)-02,"From confluence with Sandy Brook, Colebrook, US to Winchester (Winsted) POTW (east side of Route 8), Winsted.",2.67,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,14119.5811178692
607,CT4320-00_01,2012,Salmon Brook (East Granby)-01,"From mouth at confluence with Farmington River (DS of Floydville Road crossing), East Granby, US to Massachusetts border (includes Salmon Brook and East Branch Salmon Brook sections), Granby.",13.55,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,71530.3188512644
611,CT4206-00_01,2012,Broad Brook(East Windsor)-01,"From mouth at Scantic River, US to Broad Brook Mill Pond, East Windsor, just US of Main Street (Route 191) crossing.",1.01,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5323.01487067922
612,CT4206-00_02,2012,Broad Brook (East Windsor-Ellington)-02,"From Broad Brook Mill Pond inlet, East Windsor, US to headwaters, Ellington, just US of Snipsic Forest Road crossing.",9.01,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,47587.2889735273
613,CT4400-00_01,2012,Park river-01,"From mouth at Connecticut River, US to confuence with North Branch Park River, just DS of I84 crossing at opening of conduit (US of Willow Street crossing).",2.39,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,12627.8238532814
614,CT4400-01_01,2012,South Branch Park River-01,"From mouth at confluence with Park River, US to enterance of conduit (entire segment in pipe underground).",0.32,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1678.19690162575
615,CT4400-01_02,2012,South Branch Park River-02,"From entrance of conduit (segment-01), US to confluence with Piper and Trout Brooks, between railroad tracks and Route 173 (New Britian avenue).",2.62,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,13846.0928976944
616,CT4402-00_01,2012,Piper Brook-01,"From mouth at confluence with Trout brook, above South Branch Park River, West Hartford, US (under New Britian Avenue), to conduit opening, US side of New Britain Ave (segment completely in conduit).",0.05,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,288.881867194062
617,CT4402-00_02,2012,Piper Brook-02,"From conduit entrance (segment-01) US side of New Britain Avenue, West Hartford, US into St. Marys Cemetary (just US of railroad crossing and parallel with Route 9) where pipe emerges from ground, New Britain.",5.81,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,30686.5575954669
618,CT4403-00_01,2012,Trout Brook-01,"From mouth at confluence with Piper Brook, above South Branch Park River (just DS of railroad crossing, near New Britian Avenue), West Hartford, US under Route 84 exit 42 (Trout Brook Drive) ramp.",1.07,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5635.47659276639
619,CT4500-00_05,2012,Hockanum River-05,"From marsh exit (approximatly one mile DS of Dart Hill Road crossing, parallel to Route 83, near Neak Road), Vernon, US to Vernon POTW (just DS of Route 74 crossing).",2.48,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,13075.5071041585
620,CT4500-00_06a,2012,Hockanum River-06a,"From Vernon POTW (just DS of Route 74 crossing), Vernon, US to Windsor Avenue crossing (Route 74), Vernon.",3.03,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,15999.4665356625
621,CT4500-00_06b,2012,Hockanum River-06b,"From Windsor Avenue crossing (Route 74), Vernon, US to Vernon Ave, Vernon (Rockville).",0.93,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,4927.45652532867
622,CT4500-00_07,2012,Hockanum River-07,"From Vernon Ave (outlet of culvert), Rockville, US to Paper Mill Pond outlet dam (inlet to culvert).",0.52,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2770.42113133987
623,CT4500-00_08,2012,Hockanum river-08,"From Paper Mill Pond outlet dam, Rockville, US to Shenipsit Lake outlet dam.",0.59,1080205,Not Supporting,Fully Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3089.31491859525
625,CT4503-00_01,2012,Tankerhoosen River-01,"From mouth at Hockanum River, Vernon (DS of Route 83/03 crossing near Manchester border ), US to Tankerhoosen Lake outlet dam, Vernon.",1.51,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7997.23688075796
628,CT4600-00_01,2012,Mattabesset River-01,"From mouth at Connecticut River, Cromwell, US to Route 3 crossing (south of Route 372 intersection).",3.31,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,17463.2806172985
