date,failure,Smart 194: Temperature_Celsius (Raw Value),Smart 1: Raw_Read_Error_Rate (Raw Value),Smart 12: Power_Cycle_Count (Raw Value),Smart 4: Start_Stop_Count (Raw Value),Smart 10: Spin_Retry_Count (Raw Value),Smart 192: Power-Off_Retract_Count (Raw Value),Smart 9: Power_On_Hours (Raw Value),Smart 7: Seek_Error_Rate (Raw Value),Smart 193: Load_Cycle_Count (Raw Value),Smart 3: Spin_Up_Time (Raw Value),Smart 11: Calibration_Retry_Count (Raw Value),Smart 200: Multi_Zone_Error_Rate (Raw Value),Smart 5: Reallocated_Sector_Ct (Raw Value),Smart 197: Current_Pending_Sector (Raw Value),Smart 198: Offline_Uncorrectable (Raw Value),Smart 199: UDMA_CRC_Error_Count (Raw Value),Smart 196: Reallocated_Event_Count (Raw Value)
2015-07-25,0,28,5,65.0,67.0,0.0,28.0,45049,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-26,0,28,5,65.0,67.0,0.0,28.0,45073,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-27,0,28,5,65.0,67.0,0.0,28.0,45096,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-28,0,29,5,65.0,67.0,0.0,28.0,45120,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-29,0,29,5,65.0,67.0,0.0,28.0,45144,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-30,0,29,5,65.0,67.0,0.0,28.0,45167,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-31,0,28,5,65.0,67.0,0.0,28.0,45191,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-01,0,28,5,65.0,67.0,0.0,28.0,45216,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-02,0,27,5,66.0,68.0,0.0,28.0,45238,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-03,0,27,5,66.0,68.0,0.0,28.0,45262,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-04,0,29,5,66.0,68.0,0.0,28.0,45286,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-05,0,28,5,66.0,68.0,0.0,28.0,45309,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-06,0,26,5,66.0,68.0,0.0,28.0,45333,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-07,0,26,5,66.0,68.0,0.0,28.0,45357,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-08,0,26,5,66.0,68.0,0.0,28.0,45380,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-09,0,26,5,66.0,68.0,0.0,28.0,45404,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-10,0,26,5,66.0,68.0,0.0,28.0,45428,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-11,0,26,5,66.0,68.0,0.0,28.0,45452,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-12,0,26,5,66.0,68.0,0.0,28.0,45476,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-13,0,27,5,66.0,68.0,0.0,28.0,45500,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-14,0,26,5,66.0,68.0,0.0,28.0,45523,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-15,0,27,5,66.0,68.0,0.0,28.0,45547,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-16,0,27,5,66.0,68.0,0.0,28.0,45571,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-17,0,27,5,66.0,68.0,0.0,28.0,45595,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-18,0,29,5,66.0,68.0,0.0,28.0,45618,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-19,0,27,5,66.0,68.0,0.0,28.0,45642,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-20,0,26,5,66.0,68.0,0.0,28.0,45666,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-21,0,27,5,66.0,68.0,0.0,28.0,45690,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-22,0,27,5,66.0,68.0,0.0,28.0,45714,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-23,0,26,5,66.0,68.0,0.0,28.0,45737,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-24,0,27,5,66.0,68.0,0.0,28.0,45761,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-25,0,29,5,66.0,68.0,0.0,28.0,45785,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-26,0,27,5,66.0,68.0,0.0,28.0,45808,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-27,0,26,5,66.0,68.0,0.0,28.0,45832,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-28,0,27,5,66.0,68.0,0.0,28.0,45856,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-29,0,27,5,66.0,68.0,0.0,28.0,45880,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-30,0,27,5,66.0,68.0,0.0,28.0,45903,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-08-31,0,27,5,66.0,68.0,0.0,28.0,45928,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-09-01,0,29,5,66.0,68.0,0.0,28.0,45951,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-09-02,0,27,5,66.0,68.0,0.0,28.0,45975,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-09-03,0,27,5,66.0,68.0,0.0,28.0,45999,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-09-04,0,27,5,66.0,68.0,0.0,28.0,46017,0.0,68.0,6633.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-12-16,0,31,5,68.0,70.0,0.0,28.0,46027,0.0,70.0,5850.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-12-17,0,30,5,68.0,70.0,0.0,28.0,46050,0.0,70.0,5850.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-12-18,0,30,5,68.0,70.0,0.0,28.0,46074,0.0,70.0,5850.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-12-19,0,30,5,68.0,70.0,0.0,28.0,46098,0.0,70.0,5850.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-12-20,0,30,5,68.0,70.0,0.0,28.0,46122,0.0,70.0,5850.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-12-21,0,31,5,68.0,70.0,0.0,28.0,46146,0.0,70.0,5850.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-02-24,0,32,5,74.0,77.0,0.0,28.0,46374,0.0,77.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-01,0,33,5,77.0,80.0,0.0,28.0,46449,0.0,80.0,6800.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-02,0,33,5,77.0,80.0,0.0,28.0,46473,0.0,80.0,6800.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-03,0,33,5,77.0,80.0,0.0,28.0,46497,0.0,80.0,6800.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-11,0,22,5,79.0,82.0,0.0,28.0,46639,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-12,0,20,5,79.0,82.0,0.0,28.0,46662,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-13,0,21,5,79.0,82.0,0.0,28.0,46686,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-14,0,21,5,79.0,82.0,0.0,28.0,46710,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-15,0,19,5,79.0,82.0,0.0,28.0,46733,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-16,0,19,5,79.0,82.0,0.0,28.0,46757,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-17,0,17,5,79.0,82.0,0.0,28.0,46781,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-18,0,19,5,79.0,82.0,0.0,28.0,46805,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-19,0,21,5,79.0,82.0,0.0,28.0,46829,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-20,0,18,5,79.0,82.0,0.0,28.0,46853,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-21,0,20,5,79.0,82.0,0.0,28.0,46877,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-22,0,17,5,79.0,82.0,0.0,28.0,46901,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-23,0,21,5,79.0,82.0,0.0,28.0,46925,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-24,0,18,5,79.0,82.0,0.0,28.0,46949,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-25,0,22,5,79.0,82.0,0.0,28.0,46972,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-26,0,22,5,79.0,82.0,0.0,28.0,46997,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-27,0,22,5,79.0,82.0,0.0,28.0,47021,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-28,0,22,5,79.0,82.0,0.0,28.0,47045,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-03-29,0,22,5,79.0,82.0,0.0,28.0,47068,0.0,82.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-04-14,0,33,5,83.0,86.0,0.0,28.0,47211,0.0,86.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-04-15,0,33,5,83.0,86.0,0.0,28.0,47235,0.0,86.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-04-16,0,32,5,83.0,86.0,0.0,28.0,47260,0.0,86.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-04-17,0,33,5,83.0,86.0,0.0,28.0,47283,0.0,86.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-04-18,0,34,5,83.0,86.0,0.0,28.0,47307,0.0,86.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
2016-04-19,0,31,5,83.0,86.0,0.0,28.0,47331,0.0,86.0,6808.0,0.0,0.0,0,0,0.0,0.0,0.0
