OBJECTID,PLSSID,TWNSHPLAB,STEWARD,REVISEDDATE,STATEABBR,STWRDPLYID,STWRDPLYTP,STWRDLAB,SHAPE_Length,SHAPE_Area
203,AL250120N0300E0,T12N R30E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.201378746610141,0.0009201095017878
204,AL250130N0190E0,T13N R19E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379907477783077,0.0089871982094721
205,AL160010S0070E0,T1S R7E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384298235298443,0.0088377271396166
206,AL250100N0250E0,T10N R25E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.374145393345881,0.0087294129036552
207,AL250020N0030W0,T2N R3W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381371397878768,0.0089924367556881
208,AL250070N0070E0,T7N R7E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379095578741484,0.0089503250619143
209,AL250080N0140E0,T8N R14E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379839098295671,0.0089535251823713
210,AL160220S0040W0,T22S R4W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.328234586992696,0.0061964377164019
211,AL250070N0290E0,T7N R29E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.378326645069934,0.0088505887092318
212,AL160160S0080E0,T16S R8E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383614553627017,0.0091289789062734
213,AL160050S0090E0,T5S R9E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.386991434120575,0.0092793834717992
214,AL160040S0050W0,T4S R5W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.615505742623928,0.0084752784394547
215,AL250080S0060E0,T8S R6E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.373818338563917,0.0021311568048215
216,AL250210N0200E0,T21N R20E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381863806076085,0.0090911866831534
217,AL250040N0030W0,T4N R3W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380560210658889,0.0089823416672908
218,AL160070S0070E0,T7S R7E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38720716772082,0.0092994871498293
219,AL250160N0240E0,T16N R24E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383471489373701,0.0091803341542833
220,AL160100S0140W0,T10S R14W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384107944361524,0.0091284598407652
221,AL160180S0050W0,T18S R5W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384758033153683,0.0091591713922525
222,AL250100N0130E0,T10N R13E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381074162503112,0.0089994221012203
223,AL250140N0240E0,T14N R24E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383118013048313,0.0090824102404358
224,AL250050N0120E0,T5N R12E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379701467310257,0.0089678448628955
225,AL160010S0050E0,T1S R5E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.382782262119549,0.0091033950575882
226,AL160050S0010W0,T5S R1W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.585104958006519,0.0088770259916413
227,AL250040N0050W0,T4N R5W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.195577427634708,0.0008669538820815
228,AL250070S0010W0,T7S R1W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.0989409759835264,0.0003207737197889
229,AL250080N0210E0,T8N R21E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377877554401873,0.0088557252232759
230,AL250210N0290E0,T21N R29E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.291995261381813,0.0025479127105165
231,AL250040N0020W0,T4N R2W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379054600248104,0.0089313303605012
232,AL160190S0120W0,T19S R12W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384321992778274,0.009067762348846
233,AL250040N0130E0,T4N R13E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377615055495997,0.0088740419130675
234,AL160060S0050W0,T6S R5W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.387555595659507,0.0093350542425921
235,AL160020S0060W0,T2S R6W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.394226520082123,0.0094839360965567
236,AL250120N0060E0,T12N R6E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380803434348794,0.0090064668568656
237,AL250080N0090E0,T8N R9E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.378279430745002,0.0089196216806898
238,AL160130S0130W0,T13S R13W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38693071170069,0.0092630204389269
239,AL160150S0020E0,T15S R2E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384129897585014,0.0091595290389604
240,AL250020N0230E0,T2N R23E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.378972143151648,0.0089389688595382
241,AL250010S0010E0,T1S R1E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.79708430713624,0.0085478369624572
242,AL160160S0070W0,T16S R7W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383676382789874,0.009150995496205
243,AL160080S0030E0,T8S R3E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.476675063887194,0.0091510386427036
244,AL160130S0020W0,T13S R2W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384968573739816,0.009180794773154
245,AL160020S0020W0,T2S R2W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.387246424791996,0.0093145552703975
246,AL250150N0030E0,T15N R3E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.376673541491237,0.0088396706687571
247,AL160140S0120E0,T14S R12E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.301428822676807,0.0054442407010447
248,AL250030N0190E0,T3N R19E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.376799093520404,0.0088566424668683
249,AL250100N0070E0,T10N R7E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.378908390566533,0.0089122691952071
250,AL160060S0110E0,T6S R11E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.214457636072092,0.0017245673927277
251,AL250130N0100E0,T13N R10E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.382451584405439,0.0090147200247365
252,AL160120S0080E0,T12S R8E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.3931657145969,0.0096204053915
253,AL250210N0040E0,T21N R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381424254851737,0.0090759731877782
254,AL250230N0100E0,T23N R10E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381034901046027,0.0090526848379147
255,AL250230N0240E0,T23N R24E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381811349463647,0.0090746839646639
256,AL250060N0150E0,T6N R15E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.375218486237015,0.0087471910238126
257,AL250050N0030E0,T5N R3E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.392411208044232,0.008963169237282
258,AL250080N0290E0,T8N R29E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.364747621440684,0.0072872188484444
259,AL250030N0030W0,T3N R3W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380381125075177,0.008963074125525
260,AL160120S0110W0,T12S R11W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385732053735737,0.0092430463877494
261,AL160040S0040E0,T4S R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.397190865715468,0.0090293007765533
262,AL160150S0090W0,T15S R9W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385335041099085,0.0092054546570182
263,AL250030N0100E0,T3N R10E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.378437787638638,0.0089074829895252
264,AL250130N0180E0,T13N R18E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381034281858468,0.0090263833420132
265,AL250190N0050E0,T19N R5E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.37845625306694,0.0088937933810346
266,AL160010S0110W0,T1S R11W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.387586651439675,0.0093099207569582
267,AL250120N0230E0,T12N R23E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.387150842071963,0.0091968159477837
268,AL250180N0260E0,T18N R26E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379961806092745,0.00898009738099
269,AL250240N0170E0,T24N R17E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385176870452866,0.0091729321726553
270,AL250130N0170E0,T13N R17E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380122454360812,0.0089793334399259
271,AL160130S0040E0,T13S R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383835306777707,0.0091660686631065
272,AL160020S0090W0,T2S R9W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380935017936296,0.0091916443476996
273,AL160170S0100W0,T17S R10W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38181170945874,0.0090379931350663
274,AL250020N0210E0,T2N R21E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381421211614249,0.0090421029859421
275,AL250050N0010W0,T5N R1W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38017112853423,0.0089861396682093
276,AL250070N0240E0,T7N R24E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380122556872267,0.0089644701280468
277,AL250050N0230E0,T5N R23E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379854065604257,0.0089839707953427
278,AL250070N0160E0,T7N R16E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.37141762066291,0.0084907580807057
279,AL160220S0080W0,T22S R8W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.352792417601084,0.0074685314409764
280,AL160210S0160W0,T21S R16W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.389396058934994,0.0093830129058391
281,AL160190S0060W0,T19S R6W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385752999637099,0.0092183490347982
282,AL250020N0290E0,T2N R29E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.374508400997762,0.0085259302670675
283,AL250010S0040W0,T1S R4W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.36846562071008,0.0084552783860205
284,AL160030S0140W0,T3S R14W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.386724362620794,0.0092475660481469
285,AL250040N0030E0,T4N R3E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383589064177155,0.0089899947425358
286,AL250040N0270E0,T4N R27E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.378066613839104,0.0088695896758063
287,AL250080S0040E0,T8S R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379154965569564,0.008920170622099
288,AL250220N0290E0,T22N R29E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.0689711215795769,0.0001734761260646
289,AL160160S0010E0,T16S R1E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385398686250843,0.0091985939582294
290,AL250090N0120E0,T9N R12E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377524924193259,0.0089221778400166
291,AL160140S0090W0,T14S R9W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385011088559105,0.0091646551315751
292,AL250100N0280E0,T10N R28E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.387348716714757,0.0093262036147704
293,AL160050S0020W0,T5S R2W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.555883554984872,0.0087617345538806
294,AL250070N0230E0,T7N R23E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.376137710622459,0.008798301983202
295,AL250020S0010W0,T2S R1W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.390799486273285,0.0090701859766355
296,AL250170N0080E0,T17N R8E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.372698478161834,0.0086135995879365
297,AL250050N0260E0,T5N R26E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.37900224369124,0.008911448785084
298,AL250070N0300E0,T7N R30E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.227845840454324,0.0018644861002454
299,AL160190S0170W0,T19S R17W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.242203918863001,0.0029166858399519
300,AL250130N0210E0,T13N R21E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379925560539129,0.008956147640313
301,AL160160S0090W0,T16S R9W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.382853430783163,0.009128497101411
302,AL250080N0150E0,T8N R15E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.382550478377614,0.0090240509567306
303,AL250070N0010E0,T7N R1E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.589806118373081,0.0087171616656537
304,AL160130S0140W0,T13S R14W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384465939189345,0.0092085976626626
305,AL160050S0070E0,T5S R7E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.386821432071114,0.0092674101649019
306,AL160200S0120E0,T20S R12E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383787177242454,0.0091390521419349
307,AL250110N0280E0,T11N R28E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379928622130852,0.0089470874367858
308,AL250070N0010W0,T7N R1W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.620218132683413,0.0087453066730647
309,AL160030S0020W0,T3S R2W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.389350100704927,0.0093577473824661
310,AL160170S0100E0,T17S R10E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384632092701938,0.0091794998502205
311,AL160170S0170W0,T17S R17W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.19234149760903,0.0007146650942797
312,AL160110S0120W0,T11S R12W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.3857220060322,0.0091910495057733
313,AL250080N0080E0,T8N R8E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.375494252372179,0.008791974653563
314,AL250140N0080E0,T14N R8E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.369649684707726,0.0084169492630838
315,AL250170N0130E0,T17N R13E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380355965041569,0.008990238996833
316,AL160220S0010W0,T22S R1W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.317839178963245,0.0056646908138422
317,AL250090S0050E0,T9S R5E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.382885239579817,0.0018297423720172
318,AL160110S0130W0,T11S R13W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385358282270491,0.0092699759985275
319,AL160220S0010E0,T22S R1E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.312640915036932,0.00558817792353
320,AL250010S0030W0,T1S R3W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377646611838796,0.0088833043110161
321,AL250080N0120E0,T8N R12E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377170679398709,0.008859313409064
322,AL250220N0020E0,T22N R2E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.387416581424627,0.0093080944229339
323,AL250090S0030E0,T9S R3E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.640209546242143,0.0027388853324931
324,AL160150S0130W0,T15S R13W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.388143460090674,0.0093416646908703
325,AL250220N0280E0,T22N R28E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.364609768400204,0.0082166561497927
326,AL250180N0220E0,T18N R22E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381252520109651,0.0090057620176138
327,AL250140N0280E0,T14N R28E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.382506676900031,0.0090913100124856
328,AL160070S0130W0,T7S R13W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.388454108962153,0.0093057563047197
329,AL250030N0250E0,T3N R25E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.37765470242902,0.0088883406273864
330,AL250230N0220E0,T23N R22E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38290731066423,0.0090991529552756
331,AL250120N0170E0,T12N R17E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379028355569525,0.0089378157606806
332,AL250230N0210E0,T23N R21E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.3829675274441,0.0090856004766332
333,AL250160N0030W0,T16N R3W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384510075095325,0.0092000612454991
334,AL160140S0080W0,T14S R8W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384436520590123,0.0091914090573261
335,AL250040N0150E0,T4N R15E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377562154696759,0.0088134480983701
336,AL250090N0220E0,T9N R22E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379339114641413,0.0089319041458873
337,AL250230N0030E0,T23N R3E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38200622472978,0.0090665063175614
338,AL250030N0040E0,T3N R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377694122702694,0.0088608742738926
339,AL160080S0110W0,T8S R11W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384567296307672,0.0091322095134275
340,AL160020S0040E0,T2S R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.382566503236657,0.009096329452337
341,AL160100S0010E0,T10S R1E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.382576664581093,0.009060669074079
342,AL250160N0220E0,T16N R22E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380637919943909,0.0089455799745881
343,AL250170N0040W0,T17N R4W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.313208529453435,0.0060329170648075
344,AL250070N0050W0,T7N R5W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.221216860975311,0.0020676916196282
345,AL250010N0010W0,T1N R1W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380212069715766,0.0090040578102226
346,AL250100N0200E0,T10N R20E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.382699959374981,0.0090688355872117
347,AL160190S0100E0,T19S R10E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383956726983164,0.009119967754876
348,AL250040N0240E0,T4N R24E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.37948541618684,0.0089331840631575
349,AL160110S0100E0,T11S R10E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384431121984242,0.0091446508057494
350,AL160110S0100W0,T11S R10W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384496032612714,0.0091349838654715
351,AL250170N0040E0,T17N R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.37891692206126,0.0088853059929554
352,AL250090N0030W0,T9N R3W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377892517943375,0.0088799545342979
353,AL250090N0050E0,T9N R5E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.378784137716993,0.0088709270243839
354,AL160030S0030W0,T3S R3W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.393640528478908,0.0096092663362499
355,AL250160N0170E0,T16N R17E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380427246361964,0.0089393783802226
356,AL160170S0130E0,T17S R13E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.201505464121345,0.0010551424143217
357,AL250170N0120E0,T17N R12E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.371621191414788,0.0085830135351352
358,AL250100N0010W0,T10N R1W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38010082811927,0.0089739313231606
359,AL160090S0110W0,T9S R11W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384696040420335,0.0091976091089435
360,AL160180S0150W0,T18S R15W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383844132754795,0.0091218949456502
361,AL250020N0200E0,T2N R20E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.371467566910968,0.0086155535380524
362,AL160020S0120W0,T2S R12W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.388328376510644,0.0093088609319645
363,AL160160S0080W0,T16S R8W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384561016760402,0.0091920782095252
364,AL160030S0040E0,T3S R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383723190111196,0.0091618109340355
365,AL160050S0040E0,T5S R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.386648341832773,0.0092618554902333
366,AL250110N0170E0,T11N R17E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379543576739787,0.0089360600022041
367,AL160150S0070W0,T15S R7W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384731911677002,0.0091569004327437
368,AL250030S0050E0,T3S R5E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.35530714739414,0.0054441685556842
369,AL250050S0060E0,T5S R6E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.391941596827717,0.0088417301657496
370,AL250220N0090E0,T22N R9E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.37849070420714,0.0089080729247014
371,AL250140N0270E0,T14N R27E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383189711646713,0.0091455963748189
372,AL250040N0180E0,T4N R18E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.378393201354725,0.0088541369273883
373,AL250140N0210E0,T14N R21E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.378783668029904,0.008899887098505
374,AL250190N0290E0,T19N R29E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.403193391331385,0.0081032293928609
375,AL160150S0080W0,T15S R8W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384535183019819,0.0091922988754469
376,AL160050S0150W0,T5S R15W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.332541423930316,0.0068813079490317
377,AL160090S0040W0,T9S R4W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384816482975039,0.009169337244965
378,AL250040N0260E0,T4N R26E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379934727977368,0.0089026469056119
379,AL250200N0260E0,T20N R26E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.3801738737412,0.0089775013422821
380,AL160160S0120E0,T16S R12E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.371827629088164,0.0085849261417675
381,AL160130S0030E0,T13S R3E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383776338730585,0.0090885468633222
382,AL160010S0040E0,T1S R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.382817321675215,0.0090632905270823
383,AL250180N0140E0,T18N R14E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380516979909218,0.0089820257132685
384,AL160220S0120E0,T22S R12E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.275990683052003,0.003535413589451
385,AL250200N0010E0,T20N R1E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38372468697355,0.009070961123033
386,AL160130S0070E0,T13S R7E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384949543558693,0.0091977521995784
387,AL250080N0260E0,T8N R26E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377296243130402,0.0087906175347498
388,AL160180S0120E0,T18S R12E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384824544543214,0.0091990345833637
389,AL160090S0060E0,T9S R6E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38568488365304,0.0092175370529773
390,AL160060S0120W0,T6S R12W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385959143261997,0.0092277031662316
391,AL160180S0160W0,T18S R16W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384707824775054,0.0091874736968966
392,AL250080N0200E0,T8N R20E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377135089935195,0.0087791085525494
393,AL250150N0200E0,T15N R20E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381438395081781,0.0090723200499412
394,AL160050S0110W0,T5S R11W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.386384908718369,0.009222714546257
395,AL250230N0020W0,T23N R2W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.373964907159952,0.008483047964169
396,AL250230N0020E0,T23N R2E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383448433543355,0.0090835186339914
397,AL250160N0140E0,T16N R14E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.42284828279129,0.0089269446715464
398,AL160110S0150W0,T11S R15W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.386743580304565,0.009120064819081
399,AL250130N0070E0,T13N R7E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.440354613668348,0.0088011428529012
400,AL250070N0190E0,T7N R19E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.377588476105582,0.0088992039044173
401,AL250160N0030E0,T16N R3E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.37817583611181,0.0088365952487361
402,AL250050N0250E0,T5N R25E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379451712533063,0.0088586133261333
403,AL250130N0270E0,T13N R27E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.380965273024223,0.0089966532995911
