OBJECTID,UNIT_ID,UNIT_NAME,Polygon_ID,Polygon_ID_Alt_C,Mtrx_Conservation_Score,Mtrx_Consump_Use_Score,Mtrx_Signal,RAC_Hydro_Final_Rating,RAC_Veg_Category,RAC_Calc_Adjac,RAC_Model_Recommend,RAC_Edge_Desig,No_Action_Recommend,Alternative_B_Recommend,Mtrx_Recommnd,Poly_DESG,Polygon_ID_Alt_A,Polygon_ID_Alt_B,Polygon_ID_Alt_D,Contig_WSA,VRM_CLASS,OWNER_TYPE,FEDERAL_STATUS,JURIS_NAME,JURIS_SOURCE,SMA_ID,HOLD_ID,BLM_ORG_CD,DIST_NAME,RA_NAME,AUTH_NAME,ISLAND_NAME,Property_Status_1,GIS_Acres_VRM_Class,AltA_VRM,AltB_VRM,AltC_VRM,AltD_VRM,P_ALT_VRM,SHAPE_Length,SHAPE_Area
8437,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,640.076974908419,IV,IV,IV,IV,IV,6432.71416576151,2590299.6167385
8438,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.821819932147,IV,IV,IV,IV,IV,6436.49567894369,2589267.04118407
8439,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,177.852553862515,IV,IV,IV,IV,IV,3734.10575779694,719743.749838763
8440,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0316794330011692,IV,IV,IV,IV,IV,2227.01618598637,128.202116898772
8441,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,321.513286710444,IV,IV,IV,IV,IV,4841.95523847095,1301118.10921109
8442,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0133521525546304,IV,IV,IV,IV,IV,4101.94393628654,54.034244318579
8443,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,630.169303919051,IV,IV,IV,IV,IV,6387.85619802746,2550204.69476415
8444,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,231.397646954886,IV,IV,IV,IV,IV,4714.70292758467,936433.05370763
8445,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,275.190175416596,IV,IV,IV,IV,IV,4774.2332723107,1113655.12876603
8446,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,1.84478836972851,IV,IV,IV,IV,IV,6626.04302603354,7465.59366200465
8447,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,198.76327409746,IV,IV,IV,IV,IV,4811.9254701845,804366.432318558
8448,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,118.503959683367,IV,IV,IV,IV,IV,3198.46317122031,479568.510324464
8449,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,"FR VOL 69,193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,119.906808070187,IV,IV,IV,IV,IV,3213.1791166497,485245.636328321
8450,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.58819745038,IV,IV,IV,IV,IV,6460.51173504616,2608555.88665531
8451,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,117.922035176201,IV,IV,IV,IV,IV,3188.77858394893,477213.545395286
8452,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.314225238143,IV,IV,IV,IV,IV,6428.89958186584,2583166.02191426
8453,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,642.677956312898,IV,IV,IV,IV,IV,6450.63845242581,2600825.41503976
8454,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,156.446377995239,IV,IV,IV,IV,IV,3961.7632762902,633116.029551251
8455,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.004605232228,IV,IV,IV,IV,IV,6427.36938964715,2581913.03420482
8456,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,UND, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,390.561329284467,IV,IV,IV,IV,IV,6364.04163894679,1580545.62375593
8457,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.816280768398,IV,IV,IV,IV,IV,6466.70758010368,2613525.76351807
8458,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,542.914635803639,IV,IV,IV,IV,IV,6212.80317931289,2197097.58071691
8459,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,240.681181674542,IV,IV,IV,IV,IV,4834.16543989313,974002.18581044
8460,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,416.548433287064,IV,IV,IV,IV,IV,5502.77186553525,1685711.70248841
8461,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,AQ, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0630882337741767,IV,IV,IV,IV,IV,2668.93864369432,255.3090240269
8462,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,636.816432273328,IV,IV,IV,IV,IV,6421.3509152628,2577104.66883517
8463,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,636.992999066768,IV,IV,IV,IV,IV,6381.80556522674,2577819.20929719
8464,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,150.965212175206,IV,IV,IV,IV,IV,5497.06852768603,610934.538450212
8465,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,388.406470167039,IV,IV,IV,IV,IV,6350.94689971702,1571825.21829719
8466,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,"FR VOL 69, 193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.013712097405508,IV,IV,IV,IV,IV,36.2437615839896,55.4908894500544
8467,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,330.765655307436,IV,IV,IV,IV,IV,5324.20197457251,1338561.11649024
8468,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,595.823416824408,IV,IV,IV,IV,IV,6414.98792235497,2411211.82099217
8469,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,641.083618333967,IV,IV,IV,IV,IV,6443.69517784004,2594373.35815025
8470,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,390.579009479523,IV,IV,IV,IV,IV,6310.60904137575,1580617.17296684
8471,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,643.765023068589,IV,IV,IV,IV,IV,6459.72288131626,2605224.6181216
8472,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,303.33466959696,IV,IV,IV,IV,IV,5200.28169271685,1227551.85579504
8473,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,395.519622453321,IV,IV,IV,IV,IV,6387.0594711741,1600611.12431045
8474,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,557.498302661351,IV,IV,IV,IV,IV,6021.47733438695,2256115.58660219
8475,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,41.5153402521669,IV,IV,IV,IV,IV,1640.10057977173,168006.621327603
8476,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,479.263758726142,IV,IV,IV,IV,IV,6456.09146257459,1939511.62002445
8477,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,811.818740332247,IV,IV,IV,IV,IV,7301.08739286406,3285313.88313823
8478,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,449.857012848944,IV,IV,IV,IV,IV,6430.67825315612,1820506.74160943
8479,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,642.412327379414,IV,IV,IV,IV,IV,6450.03321548906,2599750.45288431
8480,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0079849929539415,IV,IV,IV,IV,IV,5455.65361230068,32.3141200184772
8481,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0020326784342443,IV,IV,IV,IV,IV,1279.20652824603,8.22595777629567
8482,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,113.274901986483,IV,IV,IV,IV,IV,3247.95559817321,458407.264600731
8483,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,158.766270720117,IV,IV,IV,IV,IV,4008.00602284021,642504.302324203
8484,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.227109195597,IV,IV,IV,IV,IV,6428.57235787667,2582813.47579799
8485,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,"FR VOL 69,193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,16.6742806559086,IV,IV,IV,IV,IV,1264.13228152195,67478.4197612636
8486,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0045109483802151,IV,IV,IV,IV,IV,2409.54051662774,18.2551604235887
8487,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,"FR VOL 69,193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,23.8186657789733,IV,IV,IV,IV,IV,1566.34415895315,96390.7205806371
8488,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,19.5890686210092,IV,IV,IV,IV,IV,1999.56541249454,79274.1481577654
8489,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,78.8327609226563,IV,IV,IV,IV,IV,2395.25632027811,319024.864835375
8490,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,122.926771193748,IV,IV,IV,IV,IV,3459.06102495287,497466.993490316
8491,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.009056682011615,IV,IV,IV,IV,IV,2432.2635272281,36.6510917643388
8492,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,647.603196687665,IV,IV,IV,IV,IV,6477.31477901703,2620757.15568225
8493,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0019807642703278,IV,IV,IV,IV,IV,2361.81589644995,8.01586860863634
8494,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0012524541795723,IV,IV,IV,IV,IV,803.698710202126,5.06850224036419
8495,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,281.147127267792,IV,IV,IV,IV,IV,4590.27294796952,1137762.05762297
8496,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,68.9184460474947,IV,IV,IV,IV,IV,2235.41932753486,278903.056009132
8497,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,163.370914590733,IV,IV,IV,IV,IV,4303.67539405749,661138.634944868
8498,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,2.77714124822042,IV,IV,IV,IV,IV,506.190611809147,11238.6918962727
8499,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,477.785629324337,IV,IV,IV,IV,IV,5869.57755232714,1933529.84256162
8500,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,473.410973211702,IV,IV,IV,IV,IV,5740.9285652985,1915826.23737641
8501,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,374.6504033576,IV,IV,IV,IV,IV,5658.77461711221,1516156.39098245
8502,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,"FR VOL 96,193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,50.6278372775775,IV,IV,IV,IV,IV,2035.39810800536,204883.588438987
8503,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,602.898825055662,IV,IV,IV,IV,IV,6248.77369176766,2439844.98223392
8504,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,"FR VOL 69,193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,54.6432592155184,IV,IV,IV,IV,IV,2169.48945985927,221133.424497189
8505,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0046019701699249,IV,IV,IV,IV,IV,2993.43858874755,18.6235125378539
8506,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,654.347660180974,IV,IV,IV,IV,IV,6510.30796772738,2648051.03108579
8507,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,635.023713175528,IV,IV,IV,IV,IV,6412.3337926026,2569849.79204068
8508,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,10.7769763770168,IV,IV,IV,IV,IV,4676.51694377731,43612.8760653833
8509,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,80.9758958236207,IV,IV,IV,IV,IV,2427.72340293497,327697.824073413
8510,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,260.650389239354,IV,IV,IV,IV,IV,5227.5250299363,1054814.70169434
8511,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,625.576426114806,IV,IV,IV,IV,IV,6366.55572912456,2531617.97772474
8512,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,315.673121517325,IV,IV,IV,IV,IV,4791.19567516383,1277483.79919144
8513,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,190.079300282271,IV,IV,IV,IV,IV,4212.93851573864,769223.637112607
8514,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,556.27030087734,IV,IV,IV,IV,IV,6415.54903250058,2251146.03969584
8515,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,437.858128286007,IV,IV,IV,IV,IV,6101.64111796959,1771948.97855427
8516,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,632.874341362477,IV,IV,IV,IV,IV,6401.80014861273,2561151.59291491
8517,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,39.984920679302,IV,IV,IV,IV,IV,1609.045516627,161813.233050188
8518,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,26.3991076164264,IV,IV,IV,IV,IV,2015.22981091102,106833.398203164
8519,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,"FR VOL 69,193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.12096754849571,IV,IV,IV,IV,IV,108.238251252336,489.538300531846
8520,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.250668460798,IV,IV,IV,IV,IV,6434.5588537134,2586955.67318407
8521,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.340745820355,IV,IV,IV,IV,IV,6458.9626566296,2607554.48543711
8522,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0030931846321217,IV,IV,IV,IV,IV,3228.54997681984,12.5176740941706
8523,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,614.912724563186,IV,IV,IV,IV,IV,6310.81624161125,2488463.50861401
8524,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,"FR VOL 69,193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,54.081352008237,IV,IV,IV,IV,IV,2942.99815061576,218859.466706609
8525,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,2.62000324881784,IV,IV,IV,IV,IV,3266.8667888306,10602.7769741873
8526,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,114.115709075205,IV,IV,IV,IV,IV,4939.72526805359,461809.890167725
8527,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,544.491404822541,IV,IV,IV,IV,IV,7834.30170564379,2203478.5385477
8528,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,39.3025658222221,IV,IV,IV,IV,IV,1595.25526458865,159051.840914458
8529,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,629.45819159233,IV,IV,IV,IV,IV,6385.33347324352,2547326.92527771
8530,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,641.051486962651,IV,IV,IV,IV,IV,6442.97494760976,2594243.32710388
8531,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,82.2589703150286,IV,IV,IV,IV,IV,2446.14780907089,332890.242319384
8532,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,515.81689764142,IV,IV,IV,IV,IV,7213.11018852927,2087436.92500262
8533,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0088378950169635,IV,IV,IV,IV,IV,1019.9707569099,35.765692209896
8534,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,40.4232225216126,IV,IV,IV,IV,IV,1617.84390651299,163586.977675692
8535,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,368.143501161663,IV,IV,IV,IV,IV,6992.5008244226,1489823.8920409
8536,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,235.861496424106,IV,IV,IV,IV,IV,4813.3733634484,954497.611600767
8537,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,653.796097837235,IV,IV,IV,IV,IV,6508.4243225188,2645818.93747267
8538,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,394.445433414488,IV,IV,IV,IV,IV,5594.145163043,1596264.03549977
8539,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,633.879093452873,IV,IV,IV,IV,IV,6406.52501511558,2565217.68036485
8540,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0012512805012922,IV,IV,IV,IV,IV,804.459038785721,5.06375253287818
8541,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,631.270097483432,IV,IV,IV,IV,IV,6393.39145765163,2554659.4482699
8542,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,646.099951288944,IV,IV,IV,IV,IV,6468.337857238,2614673.73738599
8543,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,4.48906527593828,IV,IV,IV,IV,IV,1577.39275467378,18166.6026425036
8544,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,89.5255188967943,IV,IV,IV,IV,IV,2803.16717113175,362296.921116185
8545,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.83832696775,IV,IV,IV,IV,IV,6437.09245057034,2589333.84278711
8546,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,609.759661498254,IV,IV,IV,IV,IV,6489.598519331,2467609.80225466
8547,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,241.414243347121,IV,IV,IV,IV,IV,4028.51245859459,976968.781148133
8548,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,556.142178740012,IV,IV,IV,IV,IV,8836.68333335911,2250627.54780155
8549,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,300.982940387136,IV,IV,IV,IV,IV,4335.92994952188,1218034.74533852
8550,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0004431360864755,IV,IV,IV,IV,IV,813.027549052014,1.79330811755096
8551,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,629.990175761213,IV,IV,IV,IV,IV,6385.59301127824,2549479.78882817
