id,bite_date,SpeciesIDDesc,BreedIDDesc,breed,GenderIDDesc,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,head_sent_date,release_date,ResultsIDDesc,FollowupYNDesc,ObjectId
733783,,BAT,,,,BROWN,0,,40220,,,,,2022/01/04 00:00:00,,NEGATIVE,YES,7328
732256,2021/11/23 00:00:00,DOG,PIT BULL,,MALE,GRY WHT,0,,40203,,BODY,,,,,,YES,7329
734003,2022/01/17 00:00:00,DOG,WEIMARANER,MIX,FEMALE,BLK/.BRWN,3,2020/01/28 00:00:00,40220,,BODY,,,,,,NO,7330
732805,2021/12/13 00:00:00,DOG,SHIH TZU,MIX,MALE,BROWN,0,,40216,,HEAD,,,,2021/12/23 00:00:00,,YES,7331
733833,2022/01/10 00:00:00,DOG,GERM SHEPHERD,,FEMALE,BLK BRN,0,,40272,,BODY,,,,,,NO,7332
732258,2021/11/23 00:00:00,CAT,,,FEMALE,,0,,40108,,BODY,,,,,,NO,7333
734003,2022/01/17 00:00:00,DOG,WEIMARANER,MIX,FEMALE,BLK/.BRWN,3,2020/01/28 00:00:00,40220,,BODY,,,,,,YES,7334
734386,2022/01/30 00:00:00,CAT,,,FEMALE,BLACK,0,,40272,,BODY,,,,,,NO,7335
732851,2021/12/14 00:00:00,DOG,,,,,0,,40059,,BODY,,,,,,NO,7336
733833,2022/01/10 00:00:00,DOG,GERM SHEPHERD,,FEMALE,BLK BRN,0,,40272,,BODY,,,,,,YES,7337
732258,2021/11/23 00:00:00,CAT,,,FEMALE,,0,,40108,,BODY,,,,,,YES,7338
734005,2022/01/15 00:00:00,DOG,GERM SHEPHERD,,UNKNOWN,BLK/TAN,1,2021/10/18 00:00:00,40213,,BODY,,,,2022/01/26 00:00:00,,NO,7339
732851,2021/12/14 00:00:00,DOG,,,,,0,,40059,,BODY,,,,,,YES,7340
734386,2022/01/30 00:00:00,CAT,,,FEMALE,BLACK,0,,40272,,BODY,,,,,,YES,7341
733457,2021/12/28 00:00:00,DOG,ROTTWEILER,GERMAN SHEP,MALE,BLK BRN,1,2021/02/26 00:00:00,0,,BODY,,,,2022/01/13 00:00:00,,NO,7342
733837,2022/01/09 00:00:00,DOG,PIT BULL,,FEMALE,BLACK,1,2021/08/13 00:00:00,40222,,BODY,,,,2022/01/19 00:00:00,,NO,7343
733457,2021/12/28 00:00:00,DOG,ROTTWEILER,GERMAN SHEP,MALE,BLK BRN,1,2021/02/26 00:00:00,0,,BODY,,,,2022/01/13 00:00:00,,YES,7344
734005,2022/01/15 00:00:00,DOG,GERM SHEPHERD,,UNKNOWN,BLK/TAN,1,2021/10/18 00:00:00,40213,,BODY,,,,2022/01/26 00:00:00,,YES,7345
732862,2021/12/12 00:00:00,DOG,PIT BULL,,FEMALE,RED WHT,0,,40213,,HEAD,,,,,,NO,7346
734387,2022/01/30 00:00:00,DOG,PIT BULL,LAB MIX,,WHT BEIGE,0,,40299,,BODY,,,,,,NO,7347
732264,2021/11/19 00:00:00,DOG,GREAT DANE,,MALE,BLACK,0,,40214,,BODY,,,,,,NO,7348
734011,2022/01/05 00:00:00,DOG,PIT BULL,,,,0,,40291,,UNKNOWN,,,,,,NO,7349
734387,2022/01/30 00:00:00,DOG,PIT BULL,LAB MIX,,WHT BEIGE,0,,40299,,BODY,,,,,,YES,7350
733837,2022/01/09 00:00:00,DOG,PIT BULL,,FEMALE,BLACK,1,2021/08/13 00:00:00,40222,,BODY,,,,2022/01/19 00:00:00,,YES,7351
732862,2021/12/12 00:00:00,DOG,PIT BULL,,FEMALE,RED WHT,0,,40213,,HEAD,,,,,,YES,7352
733458,2021/12/27 00:00:00,DOG,,BELG MALINOIS,MALE,BRN BLK,0,2021/11/15 00:00:00,40299,,BODY,,,,,,NO,7353
732264,2021/11/19 00:00:00,DOG,GREAT DANE,,MALE,BLACK,0,,40214,,BODY,,,,,,YES,7354
734011,2022/01/05 00:00:00,DOG,PIT BULL,,,,0,,40291,,UNKNOWN,,,,,,YES,7355
734388,2022/01/29 00:00:00,DOG,,GOLDEN DOODLE,,WHITE,0,2022/02/12 00:00:00,40299,,BODY,,,,2022/02/08 00:00:00,,NO,7356
733838,2021/01/11 00:00:00,DOG,PIT BULL,,,,0,,40218,,BODY,,,,,,NO,7357
732893,2021/12/15 00:00:00,DOG,BEAGLE,,FEMALE,WHT BRN,3,2020/11/07 00:00:00,40299,,BODY,,,,2021/12/28 00:00:00,,NO,7358
733458,2021/12/27 00:00:00,DOG,,BELG MALINOIS,MALE,BRN BLK,0,2021/11/15 00:00:00,40299,,BODY,,,,,,YES,7359
732265,2021/11/27 00:00:00,DOG,RAT TERRIER,,MALE,TRI,0,,40299,,BODY,,,,,,NO,7360
734013,,BAT,,,,,0,,40059,,,,,2022/01/12 00:00:00,,UNKNOWN,NO,7361
734388,2022/01/29 00:00:00,DOG,,GOLDEN DOODLE,,WHITE,0,2022/02/12 00:00:00,40299,,BODY,,,,2022/02/08 00:00:00,,YES,7362
732893,2021/12/15 00:00:00,DOG,BEAGLE,,FEMALE,WHT BRN,3,2020/11/07 00:00:00,40299,,BODY,,,,2021/12/28 00:00:00,,YES,7363
733459,2021/12/28 00:00:00,DOG,,SWISS MTN DOG,,BLACK,0,,40223,,BODY,,,,,,NO,7364
732265,2021/11/27 00:00:00,DOG,RAT TERRIER,,MALE,TRI,0,,40299,,BODY,,,,,,YES,7365
733838,2021/01/11 00:00:00,DOG,PIT BULL,,,,0,,40218,,BODY,,,,,,YES,7366
732894,2021/12/13 00:00:00,DOG,,,UNKNOWN,BLACK,0,,40215,,BODY,,,,,,NO,7367
734392,2022/01/29 00:00:00,DOG,,,,BROWN,1,2022/02/12 00:00:00,40272,,BODY,,,,2022/02/10 00:00:00,,NO,7368
734013,,BAT,,,,,0,,40059,,,,,2022/01/12 00:00:00,,UNKNOWN,YES,7369
732894,2021/12/13 00:00:00,DOG,,,UNKNOWN,BLACK,0,,40215,,BODY,,,,,,YES,7370
733459,2021/12/28 00:00:00,DOG,,SWISS MTN DOG,,BLACK,0,,40223,,BODY,,,,,,YES,7371
734392,2022/01/29 00:00:00,DOG,,,,BROWN,1,2022/02/12 00:00:00,40272,,BODY,,,,2022/02/10 00:00:00,,YES,7372
733867,2022/01/03 00:00:00,DOG,GERM SHEPHERD,,,BLK WHT,0,,40241,,BODY,,,,,,NO,7373
732266,2021/11/26 00:00:00,DOG,AAUST. TERR.,,MALE,BLACK,0,,40204,,BODY,,,,,,NO,7374
734061,2022/01/19 00:00:00,CAT,,,MALE,WHT GRY,0,,40205,,BODY,,,,,,NO,7375
732895,2021/12/10 00:00:00,CAT,,,,,0,,40245,,BODY,,,2021/12/11 00:00:00,,NEGATIVE,NO,7376
733497,2021/12/30 00:00:00,DOG,CANE CORSO,,MALE,BLACK,0,,40220,,BODY,,,,,,NO,7377
734395,2022/01/22 00:00:00,CAT,,,,BLACK,0,,40204,,UNKNOWN,,,,,,NO,7378
733867,2022/01/03 00:00:00,DOG,GERM SHEPHERD,,,BLK WHT,0,,40241,,BODY,,,,,,YES,7379
732266,2021/11/26 00:00:00,DOG,AAUST. TERR.,,MALE,BLACK,0,,40204,,BODY,,,,,,YES,7380
734061,2022/01/19 00:00:00,CAT,,,MALE,WHT GRY,0,,40205,,BODY,,,,,,YES,7381
732895,2021/12/10 00:00:00,CAT,,,,,0,,40245,,BODY,,,2021/12/11 00:00:00,,NEGATIVE,YES,7382
733497,2021/12/30 00:00:00,DOG,CANE CORSO,,MALE,BLACK,0,,40220,,BODY,,,,,,YES,7383
734395,2022/01/22 00:00:00,CAT,,,,BLACK,0,,40204,,UNKNOWN,,,,,,YES,7384
733868,2022/01/10 00:00:00,CAT,,DSH,MALE,GRAY,0,,40205,,BODY,,,,,,NO,7385
732301,2021/11/29 00:00:00,DOG,,POSS. POMERANIA,MALE,BLACK,0,,40216,,HEAD,,,,,,NO,7386
734062,2022/11/18 00:00:00,CAT,,DSH,MALE,GRAY,1,2021/09/25 00:00:00,40205,,BODY,,,,2022/01/31 00:00:00,,NO,7387
732935,2021/12/13 00:00:00,DOG,,,,,0,,47122,,,,,2021/12/13 00:00:00,,NEGATIVE,NO,7388
733498,2021/12/29 00:00:00,DOG,PIT BULL,,MALE,WHITE,0,,40218,,BODY,,,,2022/01/10 00:00:00,,NO,7389
734404,2022/01/29 00:00:00,DOG,PIT BULL,,,GREY,0,,40220,,BODY,,,,,,NO,7390
733868,2022/01/10 00:00:00,CAT,,DSH,MALE,GRAY,0,,40205,,BODY,,,,,,YES,7391
732301,2021/11/29 00:00:00,DOG,,POSS. POMERANIA,MALE,BLACK,0,,40216,,HEAD,,,,,,YES,7392
734062,2022/11/18 00:00:00,CAT,,DSH,MALE,GRAY,1,2021/09/25 00:00:00,40205,,BODY,,,,2022/01/31 00:00:00,,YES,7393
732935,2021/12/13 00:00:00,DOG,,,,,0,,47122,,,,,2021/12/13 00:00:00,,NEGATIVE,YES,7394
733498,2021/12/29 00:00:00,DOG,PIT BULL,,MALE,WHITE,0,,40218,,BODY,,,,2022/01/10 00:00:00,,YES,7395
734404,2022/01/29 00:00:00,DOG,PIT BULL,,,GREY,0,,40220,,BODY,,,,,,YES,7396
733916,2022/01/13 00:00:00,DOG,LABRADOR RETRIV,,MALE,BLACK,1,2021/10/07 00:00:00,40258,NO,BODY,,,,2022/01/24 00:00:00,,NO,7397
732303,2021/11/26 00:00:00,DOG,,POSS. POMERANIA,MALE,BLACK,0,,40216,,HEAD,,,,,,NO,7398
734063,2022/01/19 00:00:00,DOG,,,,,0,,40222,,UNKNOWN,,,,,,NO,7399
733010,2021/12/17 00:00:00,DOG,,,,GREY,1,2022/01/13 00:00:00,40215,,HEAD,,,,2021/12/30 00:00:00,,NO,7400
733512,2021/12/31 00:00:00,DOG,PIT BULL,,FEMALE,GREY,1,2021/09/07 00:00:00,40216,,HEAD,,,,2022/01/11 00:00:00,,NO,7401
734407,2022/01/29 00:00:00,DOG,,,,,3,2019/05/24 00:00:00,40216,,BODY,,,,2022/02/18 00:00:00,,NO,7402
733916,2022/01/13 00:00:00,DOG,LABRADOR RETRIV,,MALE,BLACK,1,2021/10/07 00:00:00,40258,NO,BODY,,,,2022/01/24 00:00:00,,YES,7403
732303,2021/11/26 00:00:00,DOG,,POSS. POMERANIA,MALE,BLACK,0,,40216,,HEAD,,,,,,YES,7404
734063,2022/01/19 00:00:00,DOG,,,,,0,,40222,,UNKNOWN,,,,,,YES,7405
733010,2021/12/17 00:00:00,DOG,,,,GREY,1,2022/01/13 00:00:00,40215,,HEAD,,,,2021/12/30 00:00:00,,YES,7406
734407,2022/01/29 00:00:00,DOG,,,,,3,2019/05/24 00:00:00,40216,,BODY,,,,2022/02/18 00:00:00,,YES,7407
733512,2021/12/31 00:00:00,DOG,PIT BULL,,FEMALE,GREY,1,2021/09/07 00:00:00,40216,,HEAD,,,,2022/01/11 00:00:00,,YES,7408
734465,2022/01/31 00:00:00,DOG,CANE CORSO,,MALE,BLACK,0,,40055,,HEAD,,,,,,NO,7409
734065,2022/01/15 00:00:00,DOG,PIT BULL,,MALE,BLK WHT,0,,40219,,HEAD,,,,,,NO,7410
733939,2022/01/13 00:00:00,DOG,PIT BULL,,UNKNOWN,,0,,40219,YES,BODY,,,,,,NO,7411
732308,2021/11/28 00:00:00,CAT,,UNKNOWN,UNKNOWN,UNKNOWN,1,2021/12/20 00:00:00,40222,,BODY,,,,2021/12/08 00:00:00,,NO,7412
733014,2021/12/18 00:00:00,DOG,AAUST. TERR.,,,BROWN,1,2021/07/28 00:00:00,40223,,HEAD,,,,2021/12/28 00:00:00,,NO,7413
734065,2022/01/15 00:00:00,DOG,PIT BULL,,MALE,BLK WHT,0,,40219,,HEAD,,,,,,YES,7414
733939,2022/01/13 00:00:00,DOG,PIT BULL,,UNKNOWN,,0,,40219,YES,BODY,,,,,,YES,7415
732308,2021/11/28 00:00:00,CAT,,UNKNOWN,UNKNOWN,UNKNOWN,1,2021/12/20 00:00:00,40222,,BODY,,,,2021/12/08 00:00:00,,YES,7416
734465,2022/01/31 00:00:00,DOG,CANE CORSO,,MALE,BLACK,0,,40055,,HEAD,,,,,,YES,7417
733014,2021/12/18 00:00:00,DOG,AAUST. TERR.,,,BROWN,1,2021/07/28 00:00:00,40223,,HEAD,,,,2021/12/28 00:00:00,,YES,7418
734067,2022/01/19 00:00:00,DOG,,GOLDEN DOODLE,MALE,RED,0,,40071,,BODY,,,,,,NO,7419
733513,2022/01/01 00:00:00,DOG,GERM SHEPHERD,,MALE,BRWN/BLK,0,,40291,,HEAD,,,,2022/01/04 00:00:00,,NO,7420
733948,2022/01/13 00:00:00,DOG,PIT BULL,,UNKNOWN,,0,,40118,YES,BODY,,,,,,NO,7421
732309,2021/11/29 00:00:00,DOG,,UNKNOWN,UNKNOWN,UNKNOWN,0,,40243,,UNKNOWN,,,,,,NO,7422
734466,2022/01/30 00:00:00,DOG,,,,,0,,40258,,BODY,,,,,,NO,7423
733019,2021/12/18 00:00:00,DOG,,,,BLK TAN,0,,40220,,BODY,,,,,,NO,7424
734067,2022/01/19 00:00:00,DOG,,GOLDEN DOODLE,MALE,RED,0,,40071,,BODY,,,,,,YES,7425
733513,2022/01/01 00:00:00,DOG,GERM SHEPHERD,,MALE,BRWN/BLK,0,,40291,,HEAD,,,,2022/01/04 00:00:00,,YES,7426
733948,2022/01/13 00:00:00,DOG,PIT BULL,,UNKNOWN,,0,,40118,YES,BODY,,,,,,YES,7427
732309,2021/11/29 00:00:00,DOG,,UNKNOWN,UNKNOWN,UNKNOWN,0,,40243,,UNKNOWN,,,,,,YES,7428
734466,2022/01/30 00:00:00,DOG,,,,,0,,40258,,BODY,,,,,,YES,7429
733019,2021/12/18 00:00:00,DOG,,,,BLK TAN,0,,40220,,BODY,,,,,,YES,7430
734078,,BAT,,,,,0,,40218,,,,,2022/01/13 00:00:00,,NEGATIVE,NO,7431
733521,2021/12/30 00:00:00,DOG,,CANE,,BLACK,0,,40220,,BODY,,,,,,NO,7432
733949,2022/01/13 00:00:00,DOG,OTHER,,FEMALE,,0,,40212,,BODY,,,,,,NO,7433
732312,2021/11/29 00:00:00,CAT,,UNKNOWN,UNKNOWN,UNKNOWN,1,2021/12/13 00:00:00,40245,,UNKNOWN,,,,2021/12/13 00:00:00,,NO,7434
734467,2022/01/28 00:00:00,CAT,,DSH,FEMALE,GRAY,0,,40215,,BODY,,,,,,NO,7435
733021,2021/12/17 00:00:00,DOG,PIT BULL,,,BROWN,0,,40215,,BODY,,,,,,NO,7436
734078,,BAT,,,,,0,,40218,,,,,2022/01/13 00:00:00,,NEGATIVE,YES,7437
733521,2021/12/30 00:00:00,DOG,,CANE,,BLACK,0,,40220,,BODY,,,,,,YES,7438
733949,2022/01/13 00:00:00,DOG,OTHER,,FEMALE,,0,,40212,,BODY,,,,,,YES,7439
732312,2021/11/29 00:00:00,CAT,,UNKNOWN,UNKNOWN,UNKNOWN,1,2021/12/13 00:00:00,40245,,UNKNOWN,,,,2021/12/13 00:00:00,,YES,7440
734467,2022/01/28 00:00:00,CAT,,DSH,FEMALE,GRAY,0,,40215,,BODY,,,,,,YES,7441
733021,2021/12/17 00:00:00,DOG,PIT BULL,,,BROWN,0,,40215,,BODY,,,,,,YES,7442
734079,2022/01/17 00:00:00,DOG,ROTTWEILER,,FEMALE,BLK BRN,0,,40213,,BODY,,,,,,NO,7443
733523,2022/01/02 00:00:00,DOG,,,,WHITE,0,,30905,,UNKNOWN,,,,,,NO,7444
733951,2022/01/12 00:00:00,DOG,PIT BULL,,MALE,GRAY/WHITE,0,,40214,,BODY,,,,2022/01/31 00:00:00,,NO,7445
732368,2021/11/30 00:00:00,DOG,PIT BULL,,MALE,BROWN,1,2021/08/13 00:00:00,40215,,HEAD,,,,2021/12/13 00:00:00,,NO,7446
734527,2022/02/01 00:00:00,BAT,,,,,0,,40059,,UNKNOWN,,,2022/01/25 00:00:00,,NEGATIVE,NO,7447
733022,2021/12/17 00:00:00,DOG,,HOUND MIX,,BLONDE,1,2021/05/26 00:00:00,40223,,UNKNOWN,,,,2021/12/28 00:00:00,,NO,7448
734079,2022/01/17 00:00:00,DOG,ROTTWEILER,,FEMALE,BLK BRN,0,,40213,,BODY,,,,,,YES,7449
733951,2022/01/12 00:00:00,DOG,PIT BULL,,MALE,GRAY/WHITE,0,,40214,,BODY,,,,2022/01/31 00:00:00,,YES,7450
733022,2021/12/17 00:00:00,DOG,,HOUND MIX,,BLONDE,1,2021/05/26 00:00:00,40223,,UNKNOWN,,,,2021/12/28 00:00:00,,YES,7451
732368,2021/11/30 00:00:00,DOG,PIT BULL,,MALE,BROWN,1,2021/08/13 00:00:00,40215,,HEAD,,,,2021/12/13 00:00:00,,YES,7452
734527,2022/02/01 00:00:00,BAT,,,,,0,,40059,,UNKNOWN,,,2022/01/25 00:00:00,,NEGATIVE,YES,7453
734108,2022/01/20 00:00:00,DOG,,HUSKY MIX,,WHITE,1,2022/02/12 00:00:00,40215,,BODY,,,,2022/01/31 00:00:00,,NO,7454
732370,2021/11/30 00:00:00,DOG,RAT TERRIER,,FEMALE,WHITE/BLAC,1,2021/03/08 00:00:00,40207,,HEAD,,,,2021/12/13 00:00:00,,NO,7455
733023,2021/12/19 00:00:00,DOG,KING CHARLES,,,RED,3,,40215,,BODY,,,,2021/12/27 00:00:00,,NO,7456
734535,2022/02/01 00:00:00,DOG,PIT BULL,,FEMALE,BLK WHT,3,2021/05/24 00:00:00,40213,,BODY,,,,2022/02/11 00:00:00,,NO,7457
733523,2022/01/02 00:00:00,DOG,,,,WHITE,0,,30905,,UNKNOWN,,,,,,YES,7458
733963,2022/01/17 00:00:00,DOG,COCKER SPAINEL,,MALE,TAN,1,2021/05/17 00:00:00,40272,,HEAD,,,,2022/01/27 00:00:00,,NO,7459
734108,2022/01/20 00:00:00,DOG,,HUSKY MIX,,WHITE,1,2022/02/12 00:00:00,40215,,BODY,,,,2022/01/31 00:00:00,,YES,7460
732370,2021/11/30 00:00:00,DOG,RAT TERRIER,,FEMALE,WHITE/BLAC,1,2021/03/08 00:00:00,40207,,HEAD,,,,2021/12/13 00:00:00,,YES,7461
733023,2021/12/19 00:00:00,DOG,KING CHARLES,,,RED,3,,40215,,BODY,,,,2021/12/27 00:00:00,,YES,7462
734535,2022/02/01 00:00:00,DOG,PIT BULL,,FEMALE,BLK WHT,3,2021/05/24 00:00:00,40213,,BODY,,,,2022/02/11 00:00:00,,YES,7463
733524,2022/01/02 00:00:00,DOG,,PIT BEAGEL MIX,MALE,WHIT/BRWN,0,,40272,,BODY,,,,,,NO,7464
733963,2022/01/17 00:00:00,DOG,COCKER SPAINEL,,MALE,TAN,1,2021/05/17 00:00:00,40272,,HEAD,,,,2022/01/27 00:00:00,,YES,7465
734140,2021/01/17 00:00:00,CAT,,DSH,FEMALE,ORG BLK,1,2021/05/21 00:00:00,40241,,BODY,,,,2022/01/27 00:00:00,,NO,7466
732374,2021/11/30 00:00:00,DOG,BEAGLE,,MALE,WHITE/BROW,1,2021/10/01 00:00:00,40222,,BODY,,,,2021/12/10 00:00:00,,NO,7467
733164,2021/12/20 00:00:00,DOG,,PREMBROOK WELSH,,BLK/BRW/WH,1,2021/10/08 00:00:00,40241,,BODY,,,,2021/12/30 00:00:00,,NO,7468
734537,2022/02/01 00:00:00,DOG,PIT BULL,,MALE,BRINDLE,0,2022/02/01 00:00:00,40215,,BODY,,,,,,NO,7469
733524,2022/01/02 00:00:00,DOG,,PIT BEAGEL MIX,MALE,WHIT/BRWN,0,,40272,,BODY,,,,,,YES,7470
733975,2022/01/16 00:00:00,DOG,COON HOUND,,MALE,BLACK,0,,40245,,UNKNOWN,,,,2022/01/26 00:00:00,,NO,7471
734140,2021/01/17 00:00:00,CAT,,DSH,FEMALE,ORG BLK,1,2021/05/21 00:00:00,40241,,BODY,,,,2022/01/27 00:00:00,,YES,7472
732374,2021/11/30 00:00:00,DOG,BEAGLE,,MALE,WHITE/BROW,1,2021/10/01 00:00:00,40222,,BODY,,,,2021/12/10 00:00:00,,YES,7473
733164,2021/12/20 00:00:00,DOG,,PREMBROOK WELSH,,BLK/BRW/WH,1,2021/10/08 00:00:00,40241,,BODY,,,,2021/12/30 00:00:00,,YES,7474
734537,2022/02/01 00:00:00,DOG,PIT BULL,,MALE,BRINDLE,0,2022/02/01 00:00:00,40215,,BODY,,,,,,YES,7475
733525,2021/12/29 00:00:00,CAT,,TABBY,MALE,GREY,3,2019/02/19 00:00:00,40206,,BODY,,,,2022/01/10 00:00:00,,NO,7476
733975,2022/01/16 00:00:00,DOG,COON HOUND,,MALE,BLACK,0,,40245,,UNKNOWN,,,,2022/01/26 00:00:00,,YES,7477
734145,2022/01/22 00:00:00,DOG,HUSKY,,,WHT GRY BL,1,2022/03/01 00:00:00,40214,,BODY,,,,,,NO,7478
732377,2021/11/20 00:00:00,DOG,GERM SHEPHERD,,MALE,BROWN,0,,40229,,BODY,,,,,,NO,7479
733188,2021/12/20 00:00:00,DOG,,,UNKNOWN,ORANGE,0,,40218,YES,BODY,,,,,,NO,7480
734590,2022/02/04 00:00:00,DOG,,,MALE,WHITE,0,,40228,,HEAD,,,,,,NO,7481
733525,2021/12/29 00:00:00,CAT,,TABBY,MALE,GREY,3,2019/02/19 00:00:00,40206,,BODY,,,,2022/01/10 00:00:00,,YES,7482
733976,2022/01/16 00:00:00,DOG,GERM SHEPHERD,,UNKNOWN,UNKNOWN,0,,40220,YES,BODY,,,,,,NO,7483
734145,2022/01/22 00:00:00,DOG,HUSKY,,,WHT GRY BL,1,2022/03/01 00:00:00,40214,,BODY,,,,,,YES,7484
732377,2021/11/20 00:00:00,DOG,GERM SHEPHERD,,MALE,BROWN,0,,40229,,BODY,,,,,,YES,7485
733188,2021/12/20 00:00:00,DOG,,,UNKNOWN,ORANGE,0,,40218,YES,BODY,,,,,,YES,7486
734590,2022/02/04 00:00:00,DOG,,,MALE,WHITE,0,,40228,,HEAD,,,,,,YES,7487
734591,2022/02/04 00:00:00,DOG,,,MALE,WHITE,0,,40228,,HEAD,,,,,,NO,7488
734591,2022/02/04 00:00:00,DOG,,,MALE,WHITE,0,,40228,,HEAD,,,,,,YES,7489
734598,2022/02/04 00:00:00,DOG,AM BULLDOG,,MALE,WHITE,1,2022/01/17 00:00:00,40291,,BODY,,,,,,NO,7490
734598,2022/02/04 00:00:00,DOG,AM BULLDOG,,MALE,WHITE,1,2022/01/17 00:00:00,40291,,BODY,,,,,,YES,7491
734599,2022/02/05 00:00:00,DOG,,SHEPHERD,MALE,BLACK/BRWN,0,,40218,,BODY,,,,,,NO,7492
734599,2022/02/05 00:00:00,DOG,,SHEPHERD,MALE,BLACK/BRWN,0,,40218,,BODY,,,,,,YES,7493
734620,2022/01/29 00:00:00,DOG,PIT BULL,,MALE,BLK WHT,0,,40220,,BODY,,,,,,NO,7494
734620,2022/01/29 00:00:00,DOG,PIT BULL,,MALE,BLK WHT,0,,40220,,BODY,,,,,,YES,7495
734621,2022/02/02 00:00:00,DOG,CHOW CHOW,,MALE,BLCK,0,,40212,,BODY,,,,,,NO,7496
734621,2022/02/02 00:00:00,DOG,CHOW CHOW,,MALE,BLCK,0,,40212,,BODY,,,,,,YES,7497
734622,2022/02/07 00:00:00,DOG,PIT BULL,,MALE,BLUE,0,,40215,,BODY,,,,,,NO,7498
734622,2022/02/07 00:00:00,DOG,PIT BULL,,MALE,BLUE,0,,40215,,BODY,,,,,,YES,7499
734671,2022/02/02 00:00:00,CAT,,DSH,MALE,BLACK,0,,40219,,BODY,,,,,,NO,7500
734671,2022/02/02 00:00:00,CAT,,DSH,MALE,BLACK,0,,40219,,BODY,,,,,,YES,7501
734721,2022/02/09 00:00:00,CAT,,,,WHIT TABBY,0,,40217,,BODY,,,,,,NO,7502
734721,2022/02/09 00:00:00,CAT,,,,WHIT TABBY,0,,40217,,BODY,,,,,,YES,7503
734722,2022/02/08 00:00:00,DOG,PIT BULL,,MALE,BROWN,0,,40223,,BODY,,,,,,NO,7504
734722,2022/02/08 00:00:00,DOG,PIT BULL,,MALE,BROWN,0,,40223,,BODY,,,,,,YES,7505
734723,2022/02/07 00:00:00,DOG,BORDER COLLIE,,MALE,TRI,0,2021/07/01 00:00:00,40219,,BODY,,,,,,NO,7506
734723,2022/02/07 00:00:00,DOG,BORDER COLLIE,,MALE,TRI,0,2021/07/01 00:00:00,40219,,BODY,,,,,,YES,7507
734724,2022/02/07 00:00:00,DOG,GOLD RETRIEVER,,FEMALE,GOLD,1,2021/10/07 00:00:00,40204,,BODY,,,,2022/02/17 00:00:00,,NO,7508
734724,2022/02/07 00:00:00,DOG,GOLD RETRIEVER,,FEMALE,GOLD,1,2021/10/07 00:00:00,40204,,BODY,,,,2022/02/17 00:00:00,,YES,7509
734178,,BAT,,,,,0,,40207,,,,,2022/01/19 00:00:00,,NEGATIVE,NO,7510
733976,2022/01/16 00:00:00,DOG,GERM SHEPHERD,,UNKNOWN,UNKNOWN,0,,40220,YES,BODY,,,,,,YES,7511
732396,2021/12/01 00:00:00,DOG,PIT BULL,,FEMALE,,0,,40212,,BODY,,,,,,NO,7512
733189,2021/12/22 00:00:00,DOG,BEAGLE,,,WHIT/BRWN,0,,40219,,BODY,,,,,,NO,7513
733527,2022/01/29 00:00:00,DOG,PIT BULL,,MALE,WHITE,0,,40218,,BODY,,,,,,NO,7514
734178,,BAT,,,,,0,,40207,,,,,2022/01/19 00:00:00,,NEGATIVE,YES,7515
733980,2022/01/13 00:00:00,DOG,MASTIF,,MALE,BROWN,0,,40206,,BODY,,,,2022/01/31 00:00:00,,NO,7516
732396,2021/12/01 00:00:00,DOG,PIT BULL,,FEMALE,,0,,40212,,BODY,,,,,,YES,7517
733189,2021/12/22 00:00:00,DOG,BEAGLE,,,WHIT/BRWN,0,,40219,,BODY,,,,,,YES,7518
733527,2022/01/29 00:00:00,DOG,PIT BULL,,MALE,WHITE,0,,40218,,BODY,,,,,,YES,7519
734220,2022/01/22 00:00:00,DOG,DACHSHUND,,FEMALE,BLK,0,,40218,,BODY,,,,,,NO,7520
733980,2022/01/13 00:00:00,DOG,MASTIF,,MALE,BROWN,0,,40206,,BODY,,,,2022/01/31 00:00:00,,YES,7521
732397,2021/12/01 00:00:00,DOG,,,FEMALE,BROWN,1,2021/12/15 00:00:00,40223,,HEAD,,,,2021/12/14 00:00:00,,NO,7522
733195,2021/12/10 00:00:00,CAT,,DOMESTIC SH,MALE,ORANG/WHT,0,,40212,,BODY,,,,,,NO,7523
733550,2021/12/30 00:00:00,CAT,,,FEMALE,,0,,40299,,UNKNOWN,,,,,,NO,7524
734220,2022/01/22 00:00:00,DOG,DACHSHUND,,FEMALE,BLK,0,,40218,,BODY,,,,,,YES,7525
733982,2022/01/04 00:00:00,DOG,PIT BULL,,,GRAY/WHITE,0,,40208,,BODY,,,,,,NO,7526
732397,2021/12/01 00:00:00,DOG,,,FEMALE,BROWN,1,2021/12/15 00:00:00,40223,,HEAD,,,,2021/12/14 00:00:00,,YES,7527
733195,2021/12/10 00:00:00,CAT,,DOMESTIC SH,MALE,ORANG/WHT,0,,40212,,BODY,,,,,,YES,7528
733550,2021/12/30 00:00:00,CAT,,,FEMALE,,0,,40299,,UNKNOWN,,,,,,YES,7529
734265,2022/01/22 00:00:00,DOG,ENGLISH BULLDOG,,FEMALE,BRINDLE,3,1931/12/01 00:00:00,42701,,BODY,,,,2022/02/11 00:00:00,,NO,7530
733982,2022/01/04 00:00:00,DOG,PIT BULL,,,GRAY/WHITE,0,,40208,,BODY,,,,,,YES,7531
732399,2021/12/01 00:00:00,DOG,PIT BULL,,,WHITE,0,,40218,,BODY,,,,,,NO,7532
