OBJECTID,ID,acres,perim_mi,edge_area,PSI,Perimeter,vastmisqmi,sq_mi,value,biophysreg,pct_coreA,pct_coreB,cons_pct,corebcstmn,ELU_Group,ELU_Gr_Sum,ELU_avg_ac,ac_ELUavg,ELUpctlnds,ELUpctINV,ac_ELUwght,vt_eos_den,core500cst,strm_wght,pct_coreB2,theo2020,bldg_dens,avg_parcsz,pop_chg,threatF1,threatF2,threatF3,threatF4,threat,combo,ThreatF5,ELU_rank,F1rcl,F1raw,F2rcl,F2raw,F3rcl,F3raw,F4rcl,F4raw,F5rcl,F5raw,F6rcl,F6raw,F7rcl,F7raw,F8rcl,F8raw,F9rcl,F9raw,F10rcl,F10raw,F11rcl,F11raw,Fwght,Fwghtrcl,threatrcl,PRIORITY,COMPONENT,COMPDESC,GDB_ANRANR_ADMINACT174_Vermont_Conservation_Design_Layers_Highest_Priority_Interior_Forest_BlocksArea,ShapeSTArea,ShapeSTLength
76,1135,718.18634786,10.08376529,8.98598227,2.68595865,16228.2796288,0.0,1.12216617,1135,Champlain Valley,52.24774895,22.83237498,63.35673205,127.51699829,10,fine sediment flats,162,4.43324906,0.0351,0.9649,4.27764202,298.79000854,62.62279892,7.16159534,0.0,5.88563001,119.40599823,3.90229988,63.27640152,1,1,1,10,3.0,1.41666667,2,33,3,127.51699829,7,4.27764202,7,28,0,0.0,4,718.18634786,2,0.9183132,9,1.25026047,7,7.06150989,9,3.0,7,7.16159534,0,0,4.25,5,3,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,2906408.65992,2906408.68404735,16228.2804696839
77,1150,32369.930084,141.56798892,2.79900243,5.61680503,227832.049222,0.94553311,50.57801576,1150,Northern Green Mountains,85.32081481,77.15203318,43.01987729,1.34430003,4,upper elev acidic steep hills/mtns,9684,3.34263459,0.4924,0.5076,1.69672132,10.11009979,0.52612197,3.15259501,76.86549318,5.65871,5.04731989,20.18099976,17.1128006,9,5,3,9,6.2,1.07258065,5,16,10,1.34430003,6,1.69672132,7,28,9,76.86549318,9,32369.930084,5,0.33223328,5,0.22816021,3,0.83152759,0,0.0,5,3.15259501,0,0,6.65,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,130996983.44,130996983.088659,227832.062590476
78,1151,1181.89910169,29.93549772,16.21011346,6.2157201,48176.6099899,0.0,1.84671735,1151,Champlain Valley,28.01377034,7.77693289,39.00548696,252.69299316,9,coarse sediment flats,162,7.29570576,0.0187,0.9813,7.15927606,269.48001099,125.15399933,26.20222315,0.0,5.63918996,211.97799683,1.83537996,4.09081984,1,1,8,8,4.6,1.05434783,5,15,1,252.69299316,8,7.15927606,7,32,0,0.0,5,1181.89910169,5,0.33990042,10,5.56945173,10,31.46091739,9,3.0,10,26.20222315,0,0,4.85,6,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4782995.10227,4782995.09270595,48176.61219928
79,1183,3338.56520439,25.48247794,4.88496851,3.1481607,41010.1550027,0.0,5.21650813,1183,Northern Vermont Piedmont,71.32515779,54.40504794,0.0,25.56270027,6,calc/mod calc mid-upper elev steep hills/mtns,1433,2.32978366,0.1724,0.8276,1.92812895,11.85830021,0.4612,3.51233038,54.40504794,4.85153008,6.72902012,18.19350052,5.28623009,8,4,7,1,5.2,1.10576923,6,17,8,25.56270027,6,1.92812895,2,2,7,54.40504794,6,3338.56520439,6,0.25620587,3,0.07050035,6,3.17363578,0,0.0,5,3.51233038,10,99,5.75,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,13510748.0819,13510748.0592967,41010.1575169263
80,1246,43924.5206056,120.97458101,1.762654,4.12036585,194690.105483,0.70677148,68.63206345,1246,Northeastern Highlands,89.63942453,81.97083338,32.46396159,0.81400698,4,upper elev acidic steep hills/mtns,9684,4.53580287,0.4924,0.5076,2.30237354,3.62104988,0.25868899,3.70521134,81.12739492,5.52340996,2.64963007,86.9088974,2.91295004,10,10,9,8,8.4,0.85714286,5,10,10,0.81400698,6,2.30237354,6,19,10,81.12739492,10,43924.5206056,5,0.40636546,7,0.58821473,7,7.05812484,1,0.596614,5,3.70521134,0,0,7.2,9,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,177756939.341,177756938.912198,194690.118092366
81,1257,28468.440482,94.82510161,2.13176641,4.01177572,152606.513544,0.61393861,44.48193825,1257,Northeastern Highlands,88.37269016,80.61004119,46.64320902,0.76944202,4,upper elev acidic steep hills/mtns,9684,2.93975284,0.4924,0.5076,1.49221854,4.56022978,0.23586001,3.52229256,80.01614284,5.89759004,1.95630002,116.70999908,5.22934008,10,10,7,9,8.0,0.9,4,10,10,0.76944202,6,1.49221854,6,17,10,80.01614284,9,28468.440482,4,0.50564343,5,0.20303606,6,4.57185493,9,2.76044989,5,3.52229256,0,0,7.2,9,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,115208152.032,115208151.929468,152606.521314162
82,1305,4707.89665469,36.00699112,4.8948556,3.7460066,57947.7510161,1.51883036,7.35608852,1305,Northern Vermont Piedmont,73.59640736,56.72465213,0.0,32.73740005,6,calc/mod calc mid-upper elev steep hills/mtns,1433,3.28535764,0.1724,0.8276,2.71896198,2.67815995,0.27693501,2.07248729,56.72465213,4.64375997,13.19629955,7.89209986,-1.76742005,4,1,10,1,4.6,1.16304348,7,24,7,32.73740005,7,2.71896198,0,0,7,56.72465213,6,4707.89665469,7,0.13286953,5,0.23130712,5,1.9578892,5,1.62732005,4,2.07248729,0,0,5.35,7,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,19052258.022,19052257.9775885,57947.7537138177
83,1310,1205.63178616,8.47051139,4.49650329,1.74139564,13631.993948,0.0,1.88379967,1310,Northern Vermont Piedmont,73.32178947,54.84535225,0.0,13.03829956,3,acidic gentle hills,465,2.592768,0.0403,0.9597,2.48827945,0.716443,0.240877,7.36686615,54.84535225,4.28246999,6.86379004,32.94049835,3.82939005,8,8,8,1,7.0,0.84285714,10,8,10,13.03829956,6,2.48827945,0,0,7,54.84535225,5,1205.63178616,10,0.0,6,0.30891687,7,8.20753078,0,0.0,7,7.36686615,0,0,5.9,7,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4879038.25302,4879038.21372386,13631.995310493
84,1333,5402.54194211,27.62695938,3.27276571,2.68305258,44461.3702457,0.6211567,8.44147178,1333,Northern Vermont Piedmont,81.34307789,68.70978402,0.46549199,1.18940997,3,acidic gentle hills,465,11.61842119,0.0403,0.9597,11.15019881,1.65541995,0.56731999,1.80699532,68.70978402,4.78030992,5.65924978,32.94049835,3.82939005,9,8,8,2,6.6,1.01515152,6,2,10,1.18940997,8,11.15019881,4,5,8,68.70978402,7,5402.54194211,6,0.21920348,10,3.5040783,5,2.70158384,5,1.66011,3,1.80699532,0,0,6.7,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,21863399.0092,21863398.8878996,44461.372613295
85,1340,26709.1248922,143.6406047,3.44189439,6.2739718,231167.607664,0.82096044,41.73300764,1340,Northern Vermont Piedmont,80.07266987,66.74387076,32.68996508,1.14021003,6,calc/mod calc mid-upper elev steep hills/mtns,1433,18.63869023,0.1724,0.8276,15.42538004,3.86434007,0.34648401,4.14512181,66.27601717,5.55821002,3.90071011,35.71689987,5.63887978,10,9,7,8,7.6,0.98026316,4,1,10,1.14021003,9,15.42538004,5,13,8,66.27601717,9,26709.1248922,4,0.48536641,8,0.91722848,5,2.8155037,3,0.99812698,6,4.14512181,10,96,7.45,9,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,108088425.96,108088425.342527,231167.626273767
86,1341,4232.66215999,24.92699393,3.76908799,2.73500593,40116.1883572,0.50772927,6.61353462,1341,Northern Vermont Piedmont,77.09262343,61.76391834,0.0,1.19304001,3,acidic gentle hills,465,9.10253955,0.0403,0.9597,8.73570721,2.41883993,0.35752901,2.09719927,61.05570448,4.43712997,9.59195995,29.12759972,5.65210009,6,7,7,1,5.2,1.03846154,5,13,10,1.19304001,8,8.73570721,0,0,8,61.05570448,6,4232.66215999,5,0.39215036,2,0.02818085,4,1.82165968,0,0.0,4,2.09719927,0,0,5.4,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,17129044.5621,17129044.456915,40116.1920569642
87,1350,10847.9255022,63.48506516,3.74545729,4.35104315,102169.51305,0.67164176,16.9498836,1350,Northern Vermont Piedmont,78.42254354,64.28512897,3.99886504,1.22854996,6,calc/mod calc mid-upper elev steep hills/mtns,1433,7.57011411,0.1724,0.8276,6.26502643,0.30721,0.40557399,4.03064715,64.28512897,5.05636001,6.40866995,27.59810066,4.16749001,8,7,8,3,5.6,1.16964286,2,5,10,1.22854996,8,6.26502643,5,8,8,64.28512897,8,10847.9255022,2,0.92796507,10,4.85671846,7,5.317861,0,0.0,6,4.03064715,0,0,6.55,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,43900172.5888,43900172.3661536,102169.521216028
88,1362,1404.33337032,8.87780395,4.04590153,1.69108567,14287.4690901,0.95685119,2.19427089,1362,Northern Vermont Piedmont,76.51625481,58.11655674,0.0,12.35770035,3,acidic gentle hills,465,3.02008513,0.0403,0.9597,2.8983757,0.28469199,0.18107,3.08466928,58.11655674,4.87746,6.52542019,32.94049835,3.82939005,8,8,8,1,6.2,0.97580645,6,6,10,12.35770035,7,2.8983757,0,0,7,58.11655674,5,1404.33337032,6,0.28838736,8,0.6746475,7,6.71759299,9,3.0,5,3.08466928,0,0,6.05,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5683158.25149,5683158.26661164,14287.4697216425
89,1364,2294.86803417,23.73198566,6.61845065,3.53631047,38193.0051221,0.0,3.5857313,1364,Northern Vermont Piedmont,65.14669592,44.87301599,0.0,27.87660027,6,calc/mod calc mid-upper elev steep hills/mtns,1433,1.60145024,0.1724,0.8276,1.32536022,21.70940018,1.05911005,1.98280334,43.53621581,4.53783989,11.60239983,29.67519951,7.30978012,5,7,6,1,5.0,1.15,6,17,8,27.87660027,6,1.32536022,0,0,6,43.53621581,5,2294.86803417,6,0.21432169,8,0.67273149,4,1.54697784,9,3.0,3,1.98280334,10,99,5.75,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,9287038.59077,9287038.45423014,38193.0087409269
90,1408,6288.83940739,43.03397115,4.37946332,3.87365858,69256.6017724,0.48197933,9.82631157,1408,Northern Green Mountains,75.45959425,59.95795815,36.73505476,1.80528998,5,mid elev acidic steep hills/mtns,1859,3.3829302,0.0886,0.9114,3.08320258,7.86479998,0.53725803,2.43279483,58.57429585,4.56804991,12.41209984,12.56260014,23.47470093,5,3,2,8,5.0,1.24,7,11,10,1.80528998,7,3.08320258,4,7,7,58.57429585,7,6288.83940739,7,0.19178101,7,0.5883677,5,1.89753136,0,0.0,4,2.43279483,0,0,6.2,8,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,25450131.9457,25450131.7959336,69256.6041479773
91,1416,338.9833447,5.49943886,10.38293157,2.13218245,8850.50663252,0.0,0.52966148,1416,Champlain Valley,53.15467642,31.01792511,67.12822431,352.01000977,10,fine sediment flats,162,2.09248978,0.0351,0.9649,2.01904339,69.06549835,71.02359772,17.98186281,0.0,6.60758701,58.36970139,6.31339979,39.70940018,1,1,1,10,4.6,1.0,10,26,1,352.01000977,6,2.01904339,5,14,0,0.0,3,338.9833447,10,0.0,10,12.48450718,10,67.63860337,9,3.0,9,17.98186281,0,0,4.6,6,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,1371822.41288,1371822.41925142,8850.5066572391
92,1421,2384.03193414,14.84831751,3.98607211,2.17078283,23896.0984864,0.0,3.7250499,1421,Northern Green Mountains,76.33928363,61.01616254,16.76660007,12.8781004,5,mid elev acidic steep hills/mtns,1859,1.28243275,0.0886,0.9114,1.16880921,9.1178503,0.181954,3.04497935,61.01616254,5.10245001,7.34196997,45.45940018,1.75302005,7,10,9,6,8.0,0.83125,8,6,10,12.8781004,6,1.16880921,4,6,8,61.01616254,5,2384.03193414,8,0.02802647,8,0.65172785,5,2.34938128,0,0.0,5,3.04497935,10,99,6.65,8,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,9647873.53535,9647873.53852165,23896.098033876
93,1435,1336.13773077,14.21223404,6.80755402,2.77544039,22872.4193257,0.50432901,2.0877152,1435,Champlain Valley,67.04392664,50.12481008,48.2674342,193.03399658,10,fine sediment flats,162,8.24776377,0.0351,0.9649,7.95826726,29.63120079,0.66173798,1.5721972,50.12481008,6.756896,17.68880081,6.31339979,39.70940018,3,1,1,9,4.4,1.20454545,8,14,2,193.03399658,8,7.95826726,5,14,7,50.12481008,5,1336.13773077,8,0.08526067,10,35.63787543,9,25.94838032,0,0.0164479,3,1.5721972,0,0,5.3,6,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5407179.18567,5407179.12078588,22872.420847394
94,1493,1092.50167735,12.70203497,7.44099762,2.74319964,20441.9846504,0.44580055,1.70703387,1493,Northern Vermont Piedmont,55.53251886,31.41391973,0.0,22.72089958,1,calc/mod calc gentle hills,452,2.41703911,0.0534,0.9466,2.28796922,46.6271019,4.92773008,2.76936508,23.76419235,4.99510002,4.98887014,35.35990143,5.53598022,9,9,7,1,7.0,0.8,9,8,8,22.72089958,6,2.28796922,1,1,4,23.76419235,5,1092.50167735,9,0.01341508,8,0.75428717,8,14.04604708,9,3.0,4,2.76936508,0,0,5.6,7,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4421215.11431,4421215.10720326,20441.9854301597
95,1506,72146.2644867,246.48502884,2.18653619,6.55056542,396679.995605,0.34951066,112.72853826,1506,Northern Green Mountains,88.30049824,80.60462827,61.95038651,2.0480001,4,upper elev acidic steep hills/mtns,9684,7.45008094,0.4924,0.5076,3.78166108,18.42869949,0.31612,3.26029775,80.04431083,6.15929103,5.22306013,25.15139961,14.56470013,9,6,3,9,6.2,1.24193548,4,5,10,2.0480001,7,3.78166108,9,113,10,80.04431083,10,72146.2644867,4,0.47225486,8,1.0010352,3,0.99492843,2,0.64761001,5,3.26029775,6,78,7.7,10,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,291966741.656,291966741.016429,396680.014138844
96,1520,3202.56367268,17.2640405,3.4500441,2.17765325,27783.8355588,0.0,5.00400574,1520,Northern Vermont Piedmont,79.95098807,66.80756165,0.0,0.789101,5,mid elev acidic steep hills/mtns,1859,1.72274225,0.0886,0.9114,1.57010729,2.12147999,0.20458201,1.28842778,66.80756165,4.66382003,4.97623014,34.23720169,0.78543502,9,8,10,1,6.8,0.79411765,6,24,10,0.789101,6,1.57010729,0,0,8,66.80756165,6,3202.56367268,6,0.29016753,5,0.16863365,4,1.05818973,0,0.12787201,3,1.28842778,0,0,5.4,7,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,12960367.2083,12960367.1522616,27783.8380072734
97,1529,10934.6459043,60.38784488,3.53447392,4.12232603,97185.0101996,0.29470088,17.08538423,1529,Northern Vermont Piedmont,83.68508757,72.04356839,0.0,0.83213401,4,upper elev acidic steep hills/mtns,9684,1.12915059,0.4924,0.5076,0.57315684,7.1714201,0.25495499,2.68163123,71.60650897,5.32929003,2.62734008,33.09280014,3.41513991,10,8,8,1,6.0,1.10833333,3,16,10,0.83213401,5,0.57315684,4,6,9,71.60650897,8,10934.6459043,3,0.59694882,10,12.21737139,6,3.0464864,8,2.54986,4,2.68163123,0,0,6.65,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,44251119.0089,44251118.9150378,97185.0176157047
98,1561,5158.66308354,45.34086289,5.62513034,4.50626125,72969.1915775,0.53782379,8.06041107,1561,Northern Vermont Piedmont,67.93815652,47.00618088,6.54055701,4.5770402,6,calc/mod calc mid-upper elev steep hills/mtns,1433,3.59992039,0.1724,0.8276,2.97929411,19.50830078,1.40050006,2.5140157,43.72062807,5.23659003,4.25592995,29.52589989,9.00835991,10,7,5,4,5.6,1.07142857,2,13,10,4.5770402,7,2.97929411,4,5,6,43.72062807,7,5158.66308354,2,1.22966433,8,1.09793757,5,2.44032607,8,2.43377995,4,2.5140157,0,0,6.0,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,20876452.3363,20876452.095939,72969.1972792907
99,1583,29757.756596,129.36935433,2.78234639,5.35336043,208200.210577,0.49004122,46.49649468,1583,Northern Green Mountains,84.36986007,74.43068945,3.77093716,0.82544798,4,upper elev acidic steep hills/mtns,9684,3.07289222,0.4924,0.5076,1.55980009,2.09348989,0.262059,4.16617212,74.34068401,5.06457996,5.69516993,35.11180115,7.03921986,9,9,6,3,6.0,1.10833333,3,16,10,0.82544798,6,1.55980009,4,7,9,74.34068401,9,29757.756596,3,0.7026035,9,1.49971285,5,2.47586977,3,0.93144798,6,4.16617212,0,0,6.65,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,120425850.1,120425849.783629,208200.221838979
100,1613,45385.3863941,200.74966575,2.83086245,6.72654388,323075.916235,0.30883179,70.91466624,1613,Northern Green Mountains,84.37363134,74.63805641,40.42919133,1.44325995,4,upper elev acidic steep hills/mtns,9684,4.68665709,0.4924,0.5076,2.37894714,0.93008,0.48458999,3.82700384,74.20055017,5.61189997,6.87331009,35.5685997,11.12479973,8,9,4,8,7.0,0.98571429,6,14,10,1.44325995,6,2.37894714,5,14,9,74.20055017,10,45385.3863941,6,0.29437775,7,0.60345438,4,1.26467602,0,0.0,6,3.82700384,0,0,6.9,9,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,183668877.087,183668876.318814,323075.937093443
101,1635,765.82330427,6.97107585,5.82574142,1.79816975,11218.8815267,0.80761875,1.19659891,1635,Northern Vermont Piedmont,64.97609791,43.45186392,11.01197881,19.17670059,1,calc/mod calc gentle hills,452,1.69429935,0.0534,0.9466,1.60382376,11.33419991,5.12208986,3.00526765,43.45186392,5.25160003,6.15241003,43.42850113,1.60450995,8,10,9,5,8.4,0.6547619,10,10,9,19.17670059,6,1.60382376,1,1,6,43.45186392,4,765.82330427,10,0.0,7,0.47422166,7,7.06512843,0,0.0,5,3.00526765,0,0,5.5,7,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,3099189.35404,3099189.38449088,11218.8817632371
102,1695,1668.44941364,33.03383121,12.6714372,5.77294727,53162.904373,0.0,2.60695221,1695,Champlain Valley,44.17771339,20.19914402,12.18504429,102.81900024,7,calc/mod calc low elev steep hills with sed flats,579,2.8816052,0.0422,0.9578,2.76000147,20.67989922,34.80680084,6.56015095,0.0,4.58532,11.82129955,18.5,23.74959946,5,5,2,5,4.6,1.01086957,6,27,3,102.81900024,7,2.76000147,5,11,0,0.0,5,1668.44941364,6,0.19689659,9,1.86950828,8,11.23204566,9,3.0,7,6.56015095,0,0,4.65,6,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6752002.23303,6752002.17297291,53162.9079253999
103,1723,97.27046106,2.55357441,16.80147912,1.84821801,4109.58786856,1.97913268,0.1519851,1723,Champlain Valley,14.13810508,0.0,0.0,23.88529968,10,fine sediment flats,162,0.60043494,0.0351,0.9649,0.57935968,21.07839966,11.6491003,13.20195243,0.0,4.0,9.60416985,28.49550056,19.17130089,6,7,2,1,5.2,0.94230769,10,21,8,23.88529968,5,0.57935968,1,1,0,0.0,1,97.27046106,10,0.0,3,0.07628215,8,12.41219572,9,3.0,9,13.20195243,10,99,4.9,6,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,393641.164595,393641.15991573,4109.58798051078
104,1779,870.93081457,12.93907891,9.50823,3.12972876,20823.4706491,0.00639313,1.3608294,1779,Champlain Valley,56.37114818,39.33145943,28.621022,27.91650009,10,fine sediment flats,162,5.37611614,0.0351,0.9649,5.18741446,28.03420067,9.80066013,10.83868413,39.33145943,5.13137996,9.375,28.49550056,19.17130089,6,7,2,8,6.6,0.98484848,10,3,8,27.91650009,7,5.18741446,4,7,5,39.33145943,4,870.93081457,10,0.0,2,0.00571802,10,58.79623174,9,3.0,8,10.83868413,8,93,6.5,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,3524546.05857,3524546.04856664,20823.4714978485
105,1785,24620.3526782,130.66837611,3.39669223,5.94454373,210290.787662,0.64368704,38.46930106,1785,Northern Vermont Piedmont,80.01924935,67.13960403,47.89397111,3.72681999,1,calc/mod calc gentle hills,452,54.46980681,0.0534,0.9466,51.56111913,9.32929039,0.557886,2.8539432,66.96574381,5.96017003,5.03859997,41.82709885,2.83028007,9,10,9,9,7.8,0.8974359,2,1,10,3.72681999,10,51.56111913,7,37,8,66.96574381,9,24620.3526782,2,0.85103444,10,5.68162251,6,3.88726479,0,0.0,5,2.8539432,0,0,7.0,9,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,99635430.8988,99635430.2093148,210290.807764015
106,1790,4817.64191378,32.97006637,4.37991093,3.3907653,53060.2846189,0.77044489,7.52756549,1790,Northern Vermont Piedmont,77.13089031,63.03462886,35.31622587,1.10244,6,calc/mod calc mid-upper elev steep hills/mtns,1433,3.36194224,0.1724,0.8276,2.7823434,33.8003006,0.29729599,3.21887601,63.03462886,5.73994005,5.11393023,28.67200088,8.49975967,9,7,5,8,6.6,0.96212121,4,9,10,1.10244,7,2.7823434,6,20,8,63.03462886,6,4817.64191378,4,0.54556815,9,2.29397498,7,7.76400793,0,0.0,5,3.21887601,0,0,6.35,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,19496383.1051,19496382.9005055,53060.2879744755
107,1799,778.87752705,12.68834087,10.42595001,3.24537897,20419.9460923,0.0,1.21699614,1799,Champlain Valley,45.36050762,19.85950225,69.28394789,314.52200317,10,fine sediment flats,162,4.80788597,0.0351,0.9649,4.63912917,132.94400024,8.14795971,9.16075217,0.0,6.665521,5.62952995,19.19140053,10.05309963,9,5,4,10,6.6,0.6969697,5,26,1,314.52200317,7,4.63912917,4,5,0,0.0,4,778.87752705,5,0.3184891,8,0.84278975,10,38.02984291,9,3.0,8,9.16075217,10,99,4.6,6,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,3152018.13067,3152018.12959936,20419.9476567481
108,1818,54971.8459616,211.46492204,2.46194298,6.43818339,340320.484142,0.47834136,85.89350932,1818,Northern Green Mountains,86.27559703,77.19998602,46.02606909,0.79780197,4,upper elev acidic steep hills/mtns,9684,5.67658914,0.4924,0.5076,2.88143665,6.18694019,0.265892,2.96958643,77.0196046,5.64311004,5.17966986,36.38660049,12.10449982,9,9,4,9,7.2,1.01388889,5,9,10,0.79780197,7,2.88143665,7,31,9,77.0196046,10,54971.8459616,5,0.35028258,4,0.12992414,2,0.24433507,2,0.81045699,5,2.96958643,8,92,7.3,9,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,222464057.736,222464056.784813,340320.500230742
109,1826,52.18573417,2.19337595,26.89931704,2.16736645,3529.90348496,0.0,0.08154021,1826,Champlain Valley,0.0,0.0,0.0,36.18799973,10,fine sediment flats,162,0.32213416,0.0351,0.9649,0.31082725,46.44440079,21.35040092,10.4696812,0.0,4.0,6.29629993,28.49550056,19.17130089,8,7,2,1,5.6,0.86607143,10,22,7,36.18799973,4,0.31082725,1,1,0,0.0,1,52.18573417,10,0.0,7,0.6049546,9,21.13010419,9,3.0,8,10.4696812,10,99,4.85,6,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,211189.018222,211189.03942767,3529.90349652194
110,1833,2995.27728191,34.90457494,7.45805008,4.55259487,56173.5805942,0.0,4.68012075,1833,Champlain Valley,60.77936126,39.41738573,2.36232219,124.33200073,7,calc/mod calc low elev steep hills with sed flats,579,5.17319047,0.0422,0.9578,4.95488183,30.17219925,1.64321005,2.99515776,34.84885377,4.50468993,8.10126972,26.7621994,17.47260094,7,7,3,3,4.8,0.97916667,4,26,3,124.33200073,7,4.95488183,5,12,5,34.84885377,6,2995.27728191,4,0.57207926,7,0.49072919,8,11.54925129,0,0.17586701,5,2.99515776,0,0,4.7,6,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,12121505.5911,12121505.4985492,56173.5837810713
111,1840,1773.94269423,14.18276342,5.11683304,2.40373304,22824.9908554,0.0,2.77178546,1840,Champlain Valley,72.10356931,54.90308696,0.0,80.41629791,6,calc/mod calc mid-upper elev steep hills/mtns,1433,1.23792781,0.1724,0.8276,1.02450905,17.29800034,0.32735699,2.61091636,54.90308696,4.62690997,7.26689005,28.49550056,19.17130089,7,7,2,1,5.0,0.94,8,37,4,80.41629791,5,1.02450905,2,2,7,54.90308696,5,1773.94269423,8,0.04866899,7,0.46121558,5,2.4029243,0,0.0628134,4,2.61091636,0,0,4.7,6,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,7178920.10077,7178920.11128073,22824.9904895253
112,1887,939.43146297,7.64777697,5.21014832,1.78113907,12307.9285909,0.0,1.46786166,1887,Northern Vermont Piedmont,68.57468856,48.44833476,11.24844165,11.64070034,1,calc/mod calc gentle hills,452,2.07838819,0.0534,0.9466,1.96740226,1.44894004,3.48604989,4.90052993,48.44833476,5.28223002,4.87178993,39.10599899,6.54445982,9,9,6,5,7.6,0.82236842,9,3,10,11.64070034,6,1.96740226,2,2,6,48.44833476,4,939.43146297,9,0.00211192,7,0.63452207,8,10.36288477,0,0.0,6,4.90052993,10,100,6.25,8,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,3801759.45636,3801759.45993973,12307.9293639191
113,1899,1018.3289602,15.44466981,9.70667541,3.45485439,24855.8364014,0.0,1.591139,1899,Champlain Valley,52.87738256,26.6810933,0.0,42.05260086,7,calc/mod calc low elev steep hills with sed flats,579,1.75877195,0.0422,0.9578,1.68455178,41.33729935,12.67549992,3.97765374,26.6810933,3.75971007,7.88521004,24.47470093,12.68589973,7,6,4,1,4.2,1.16666667,3,22,6,42.05260086,6,1.68455178,2,2,4,26.6810933,5,1018.3289602,3,0.67429684,9,1.33295826,8,8.84696434,8,2.59964991,6,3.97765374,0,0,4.9,6,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4121047.57686,4121047.54348005,24855.8369969535
