OBJECTID,ALLOT_NO,ALLOT_NAME,GIS_ACRES,ADMIN_ST,ST_ALLOT,ACTIVE_DT,ADM_UNIT_CD,created_date,last_edited_date,created_user,last_edited_user,GlobalID,SHAPE_Length,SHAPE_Area
9130,05048,BULL HILL,73.71289872,CO,CO05048,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{9DE2C9BC-4308-4BA3-A0A3-7B275209259C},2352.12067457983,298305.517606692
9131,03228,LOUIS GULCH,334.00613798,CO,CO03228,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{0A5F4DEE-1BC6-49CF-AE92-056E8F0118D4},6605.80861004323,1351674.88460003
9132,05196,LOWER MACK GULCH,829.79892318,CO,CO05196,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{D107280E-899B-4F37-A93A-018F7679D6F8},10917.3423592287,3358077.10157756
9135,05889,MOUNT HERRING,204.4763789,CO,CO05889,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{220D45E0-7809-4947-80AF-1252A9A1A93E},5083.05067166197,827486.547161406
9136,05888,MOUNT TYNDALL,254.25400475,CO,CO05888,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{3FEBCCA7-6351-403C-BF66-05B6421CDF25},4779.48049625137,1028929.4520628
9138,05202,LOWER TALLAHASSEE,4198.09641861,CO,CO05202,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{A8379202-47D3-4457-8278-0C442D9F5D36},21907.9925202754,16989093.4534884
9139,05060,31 MILE CREEK,2454.44090527,CO,CO05060,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{4FCAB115-C0CE-4F27-8736-96405CADE186},15066.3324592704,9932769.94089275
9140,05201,DRY GULCH COMMON,273.87382071,CO,CO05201,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{A886B585-C6AE-48C8-95BA-2AF742588F80},9485.53095156288,1108328.03028665
9141,05185,EAST PREACHER GULCH,200.50654449,CO,CO05185,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{A9BD941A-0325-4740-B63E-03061CA371F1},4019.51605504072,811421.197312051
9142,05527,LA JUNTA NORTH,640.74493466,CO,CO05527,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{82DF8575-67CB-4BA6-A997-19C124502E12},9661.86368848771,2593002.75393107
9146,05190,TALLAHASSEE RD,3745.86223519,CO,CO05190,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{6CF8951E-7BFA-49CB-8CFC-E2F4961D68B7},25474.9727008834,15158966.6439214
9147,05248,SOUTH TALLAHASSEE,3991.14679537,CO,CO05248,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{B4AC71C4-43CD-406E-AD3E-49DD4B8798F4},20039.0258539903,16151598.0415938
9148,05087,RYE SLOUGH SOUTH,1867.12382289,CO,CO05087,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{E17E2F93-A56A-4BC6-BEAA-A3B3066214C4},12125.4448250818,7555982.03409107
9149,00004,PARKDALE,4610.43422598,CO,CO00004,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{90B003D3-D005-4033-A25D-C9759E97A771},25327.9619549375,18657765.3574721
9150,05242,WEST PREACHER GULCH,167.46305702,CO,CO05242,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{76509CEF-E7EF-4925-9662-F2BFC5CBAF36},4060.37058724372,677698.947827623
9151,05155,RYE SLOUGH NORTH,1261.68484715,CO,CO05155,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{1701894D-2139-4856-9EB8-559BCD5522A3},9566.32085679703,5094641.47053306
9152,05070,MILL GULCH SOUTH,1552.22763949,CO,CO05070,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{B7AA3061-039E-4787-96DE-40DE3CC8B786},11293.9490746066,6281642.39189558
9154,05120,WEST SOMMERVILLE,606.72097855,CO,CO05120,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{7627F7CA-9D5E-4F75-896D-8E470A76C488},6466.97005153355,2455312.68864579
9155,05891,KICKING BIRD,400.60344697,CO,CO05891,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{C0E9EEA7-8B25-49BC-8D43-A3D689614309},5639.73729867651,1621184.63221769
9156,05915,POWERS ARROYO,217.34951216,CO,CO05915,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{729FA941-7A49-4A57-9861-F5BA5151A4D4},5174.0578365991,879582.269178505
9158,16021,DEER CREEK,40.74062265,CO,CO16021,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{7203E9F6-CD02-4D35-A8E9-13F41A58D03F},1624.58888468794,164871.450425356
9160,03509,SOUTH TEXAS CREEK,3413.23523013,CO,CO03509,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{CCB81B31-D2B6-4400-8E7E-8A4EA055E669},18881.5303325208,13812872.9122024
9161,03508,TEXAS CREEK,12541.05882224,CO,CO03508,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{FE14B214-B35B-4624-83CD-04D03CE647E4},40519.7290380293,50751864.4384774
9162,03507,FIVE POINTS GULCH,6095.49487905,CO,CO03507,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{62C0B165-BE04-4C4B-BC3B-0809DE495035},27376.8090315426,24667592.5989852
9163,15039,NORTH WAUGH,1590.7629858,CO,CO15039,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{7AF88CCC-A3C5-472D-80FD-D729C5636F0A},15096.4750178985,6437589.40561327
9164,02697,12 MILE PARK NORTH,18.75617034,CO,CO02697,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{875D1458-B528-45DC-9F9E-02C5FCD45E87},1293.74149101358,75903.52840383
9165,00002,NORTH BADGER CREEK,408.04918727,CO,CO00002,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{35E49804-478A-4CC7-B55D-D736BE6A8C73},6292.95424296176,1651316.47416342
9173,05139,CARLIN GULCH,2427.37477242,CO,CO05139,9999/09/09 00:00:00+00,COF02000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{FD96745F-8B2D-480E-9DE9-6F8072A09FBE},21393.3991053156,9823237.18735471
9174,06021,West Slope,396.7512071,CO,CO06021,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{D9476316-1D3C-48F7-9F69-FB5953B7429C},5144.95766535199,1619577.79197717
9175,06043,Los Ocho,4914.97399945,CO,CO06043,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{FE89B05C-8493-4C3B-86ED-AD6832FB48FE},24124.596067673,20043040.9600382
9176,06044,County Line,56.33904518,CO,CO06044,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{C17C85A0-CFFA-4052-9596-0B5960FE5A59},2259.20821369114,228524.429650226
9177,06050,Blue Canyon,4840.50531856,CO,CO06050,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{9A76A69A-4A9F-4171-A7EB-9E07B54A111D},31097.7402713798,19581411.8478478
9178,06051,Big Blue,2984.40262355,CO,CO06051,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{437BC81C-AD04-4384-8752-2CDAA2305562},22972.7020684327,12100691.5050542
9179,06052,Big Park,3088.78259056,CO,CO06052,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{29FA6854-D019-436F-A11F-3E6137555957},15133.0596857005,12506167.7683996
9180,06053,Cox Park,1367.16176315,CO,CO06053,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{D7A34447-2F5A-46C1-B7F8-348CC907C70D},15446.7472123988,5522717.80493968
9181,06054,Johnson Park,1525.34167021,CO,CO06054,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{5EB859FD-3DB3-4F16-B313-DBD8D4E34B14},14224.1288963494,6191074.43187823
9182,06056,Highway,2446.05666851,CO,CO06056,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{3E6AC4A5-E0BE-4233-99B8-CD0F5D88BEF8},16370.7632408827,9893702.41185616
9183,06057,Fort Hicks,209.71608646,CO,CO06057,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{852CD080-D7D9-4F9D-A618-7570A5CF68C9},5229.72400532385,1114162.24666193
9186,06102,W Powderhorn,4314.64333727,CO,CO06102,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{2962453A-1036-42E8-850F-E3102915C750},27987.7586285554,17471150.061011
9188,06104,Powderhorn,20219.76373561,CO,CO06104,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{0341E387-770E-4B36-83E2-65839B79CD1E},60444.9271194586,126939366.820236
9189,06105,Yeager Gulch,9288.99083429,CO,CO06105,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{12495304-B51F-4B21-B1CC-E1F0C0AF34B8},37824.4650165402,37610346.4253305
9190,06106,Huntsman Mesa,4052.34190514,CO,CO06106,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{870D5518-8A33-4DF7-9153-5F1C185A630A},22103.1008454755,16261659.560841
9191,06107,Powderhorn Com,55603.1656452,CO,CO06107,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{3C7ECDF3-B7C8-4C09-B1EA-5C585AE459A2},118977.684237942,233181990.084906
9192,06108,Park Cr,10622.63425202,CO,CO06108,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{3BCDD980-51EF-4247-8729-5A0D3801E5C8},44273.8099909496,42969738.7342817
9193,06109,Monuments,9027.27969863,CO,CO06109,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{79A63A40-C569-44D2-B6AF-0E0E28F342B2},27538.044262558,36236477.3755241
9194,06111,Cathedral,3588.53639324,CO,CO06111,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{07CD9E1B-CFD8-4E65-B159-65726E80A374},19277.5601400345,14456289.7255255
9195,06112,Cebolla Cr Com,7105.63655363,CO,CO06112,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{5F82BF3E-1DF4-403B-8872-6C015F789ED4},30913.0335716996,28761445.0343773
9196,06113,Mineral Cr,78.16648917,CO,CO06113,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{D3379F2A-220A-41FE-8760-D1A2D8CD98D2},2656.96469280077,316932.288447111
9197,06114,Horseshoe,148.0962446,CO,CO06114,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{2220ED26-7FAB-472B-9942-9207F2C35168},4154.52627305725,600952.789905153
9198,06115,Devils Lake,9124.08173466,CO,CO06115,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{F00561CD-9F95-40AC-81EA-65E2C3071A7A},37721.7484675261,36932879.4534926
9199,06118,Riverside,123.04701116,CO,CO06118,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{AB27EC34-15BE-4C63-87AA-CCCB7518351C},5176.30718482911,500158.346928332
9200,06119,Spring Cr Exp,147.81056499,CO,CO06119,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{02966DDF-C501-40B3-8544-E0BC662EE937},4318.02581445298,599475.634062358
9201,06120,Red Ridge,1664.65933381,CO,CO06120,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{B9C3BB79-398B-4996-A960-D11B8017DEA7},13928.9677488975,6738442.29531198
9202,06123,4th of July,669.86144783,CO,CO06123,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{61C750BB-F1A1-4D92-98CB-F77C0A1975B6},7535.52858670226,2713640.42343853
9203,06125,Iola,59232.20679902,CO,CO06125,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{AAA690AC-EA6A-44D3-B9FB-9B2FFD7D9632},123826.179137245,240502872.272691
9204,06127,Lake Fork,2280.13885024,CO,CO06127,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{ACE84984-6B99-49E0-B8AB-ED7E2C8B7804},15305.4510315173,9229139.66110175
9205,06131,Hells Canyon,1154.04445266,CO,CO06131,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{33870711-98A6-4E97-8AD7-CD103F4FB07D},9299.61004671718,4671203.35098509
9206,06150,Round Mtn,1036.19892133,CO,CO06150,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{C06DB276-6E55-4739-B98A-996E3B6374EA},10442.7822798955,4193014.15413424
9207,06180,Rock Cr Park,2524.16168298,CO,CO06180,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{4B3C2626-4798-444E-BC19-D0E52157F018},27905.6170331532,10189946.5968361
9208,06202,Stevens Cr Com,12530.08390913,CO,CO06202,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{8E90184B-D7FF-405D-AB4A-CB2F4C5D1CED},35206.3366540432,50720390.1047764
9209,06204,Stueben Cr,985.22140611,CO,CO06204,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{140BBA62-BE30-4687-9DDB-6036D41EDAE5},11616.6709645953,3987049.57479533
9210,06205,W Gunnison,209.41465813,CO,CO06205,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{F426805F-8531-4D39-8E59-2FBFF677A3F0},4092.97687894313,805940.356044215
9211,06212,Ohio Cr,423.09779969,CO,CO06212,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{C59770B2-09E6-40FD-A456-26EE461240C1},5402.56166864093,1685662.71306077
9212,06214,Mill Cr Com,678.49369449,CO,CO06214,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{1B55F77B-5D05-4946-8DA3-6A75F643255F},10591.37902495,2745629.36592558
9213,06217,Harris E U,299.95214107,CO,CO06217,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{95069D93-B1E7-40A6-ABA0-5FE2E8E40F81},5260.9884603573,1213516.46040919
9214,06300,Sheeps Gulch Com,12273.00493993,CO,CO06300,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{0BD4D81C-43A3-4B84-98D9-ECCC6DF5366A},37661.607029919,49766106.5304818
9215,06045,Hot Springs Cr,1106.78760057,CO,CO06045,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{898FD993-60DF-43F5-ABB7-BBE1ACA69BED},13848.1246575265,4498668.97624829
9216,06309,Tomichi Dome,3047.88151103,CO,CO06309,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{DF9D8958-034D-4AEA-AA61-A42D7CCBA80F},15771.3621892395,12327562.8913897
9217,06310,Pleasant View,1051.67442293,CO,CO06310,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{088B59BE-DF5A-4AA5-9C3C-B4C98E5D658C},9811.61395188575,4260153.01400544
9218,06315,Upper Means,1529.52589457,CO,CO06315,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{11750FA5-0F13-4E3D-96F5-5E6008271F81},12828.9720788705,6155576.78989902
9220,06317,S Parlin Flats Com,16602.69052951,CO,CO06317,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{B7B08D63-EB0C-43F6-A0F4-ADAC05275921},47563.8106383231,67199888.8544392
9221,06318,Camp Kettle Gulch,16144.65362404,CO,CO06318,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{3022CB38-D9FD-4D37-80AF-52741A27BE5C},44234.3655875484,65140736.354481
9222,06319,Tomichi,10917.24249882,CO,CO06319,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{DA112814-9B2C-4272-9DAF-E8A26578AA02},30344.0490864793,44162146.3154042
9223,06325,Mill Hill Com,1161.46194109,CO,CO06325,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{2B475500-4F11-43CA-9864-3E108705E73A},9070.32556800314,4710831.92797176
9224,06327,Vouga Reservoir,2437.97200166,CO,CO06327,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{7A128132-98C1-4BAD-86FD-52A4F9E95C67},13738.3825659458,9936314.84481567
9225,06328,Rock Cr,7830.93138252,CO,CO06328,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{730B8655-6F0B-41BC-8FB6-238A209E2812},44251.1063287837,31341998.0718498
9226,06339,W Pass Cr,392.16081712,CO,CO06339,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{0B193D4D-2908-4923-A046-4C18C31785A3},12928.1992444102,6830457.14747427
9227,06348,Texas Cr,1970.61476094,CO,CO06348,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{8C4FBFF3-2593-4515-8A37-9012F0ED824E},13697.1427876426,7680748.96672002
9228,06350,Van Tassel Gulch,2255.76777771,CO,CO06350,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{9D48DEA6-21F9-4305-A885-33FDAC86CF4B},15297.5329040713,9319470.93381657
9229,06353,Lower Means,1719.54727418,CO,CO06353,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{323E756C-6B71-4A30-8565-A3AAAC898A20},11598.2281565172,6950350.48680456
9230,06358,Black Sage,3523.21869506,CO,CO06358,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{36DCF2B9-46EC-4A90-9650-4932EFF0872C},20300.2440820423,14255200.7443205
9231,06359,Razor Cr,765.78252339,CO,CO06359,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{9AFCBC3E-200A-4077-8517-EA1940C37FF9},10522.1012538607,3121173.24681317
9232,16320,Big Draw,487.90636349,CO,CO16320,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{7881A5CD-F47A-4EAF-979C-D7FCD9FBAA30},6791.51665469192,1975131.45370135
9233,06365,Coyote Hill,356.05281863,CO,CO06365,9999/09/09 00:00:00+00,COS06000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{ED301478-7E45-455C-8F23-8230C3CFAE49},5136.35433533041,1420382.10006391
