ObjectId,Permit_Number,Application_Type,Effective_Date,Expiration_Date,Application_Status,Project_Name,Permit_Type,Applicant,Street_Address,City,Zip,ID
263,C-0148-1001,APCDCONS,2012-02-15 00:00:00,2013-02-28 00:00:00,Void,"mod of boilers 3,6",TITLE V,LOU. MED. CENTER INC STEAM & CHILLED WATER PLANT,235 ABRAHAM FLEXNER WAY,LOUISVILLE,40202-0000,113
264,C-0148-1002,APCDCONS,2012-11-06 00:00:00,2013-11-30 00:00:00,Void,3 baghouses for 3 coal boiler,TITLE V,LOU. MED. CENTER INC STEAM & CHILLED WATER PLANT,235 ABRAHAM FLEXNER WAY,LOUISVILLE,40202-0000,114
265,C-0126-1007,APCDCONS,2007-04-30 00:00:00,2008-04-07 00:00:00,Void,Two (2) ash mixers and three (3) screw conveyors,TITLE V,LOUISVILLE GAS & ELECTRIC COMPANY,5252 CANE RUN RD,LOUISVILLE,40216-0000,115
266,C-0060-1007,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,clinker bin & gypsum bin,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,116
267,C-0060-1008,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,clinker & gypsum  dust collectors,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,117
268,C-0060-1009,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,dust collector for cement silo,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,118
269,C-0060-1010,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Four (4) dust collectors,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,119
270,C-0060-1011,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Three (3) dust collectors,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,120
271,C-0060-1012,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Three (3) bin vent dust collectors,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,121
272,C-0060-1013,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Two (2) dust collectors,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,122
273,C-0060-1014,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Three (3) dust collectors,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,123
274,C-0060-1015,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,One (1) cement storage dome,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,124
275,C-0060-1016,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Four (4) dust collectors,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,125
276,C-0060-1023,APCDCONS,2000-07-12 00:00:00,2001-04-30 00:00:00,Open,Raw meal conveying and handling system.,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,126
277,C-0060-1024,APCDCONS,1998-07-12 00:00:00,2001-04-30 00:00:00,Open,Clinker and gypsum conveying and handling system.,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,127
278,C-0603-1003,APCDCONS,2008-02-28 00:00:00,2009-02-28 00:00:00,Void,Storage tanks for polymer emulsion,MINOR,INTERPOLYMER CORPORATION,7501 DISTRIBUTION DR,LOUISVILLE,40258-0000,128
279,C-0603-1004,APCDCONS,2008-02-28 00:00:00,2009-02-28 00:00:00,Void,Two Silos,MINOR,INTERPOLYMER CORPORATION,7501 DISTRIBUTION DR,LOUISVILLE,40258-0000,129
280,C-0333-1000,APCDCONS,2010-06-30 00:00:00,2011-06-30 00:00:00,Void,press with dryer and oxidizer,FEDOOP,V. G. REED & SONS,1002 S 12TH ST,LOUISVILLE,40210-0000,130
281,C-0333-1006,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Void,Lithography press,FEDOOP,V. G. REED & SONS,1002 S 12TH ST,LOUISVILLE,40210-0000,131
282,C-0333-1007,APCDCONS,2006-10-31 00:00:00,2007-10-31 00:00:00,Void,two book binding units,FEDOOP,V. G. REED & SONS,1002 S 12TH ST,LOUISVILLE,40210-0000,132
283,C-0011-1006,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Open,No. 7 Finishing Line,TITLE V,AMERICAN SYNTHETIC RUBBER CORP,4500 CAMP GROUND RD,LOUISVILLE,40216-0000,133
284,C-0011-1007,APCDCONS,2008-10-31 00:00:00,2009-10-31 00:00:00,Open,No. 5 Crumb Tank,TITLE V,AMERICAN SYNTHETIC RUBBER CORP,4500 CAMP GROUND RD,LOUISVILLE,40216-0000,134
285,C-0060-1002,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,grind mill and separator,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,135
286,C-0084-1000,APCDCONS,2009-03-31 00:00:00,2010-03-31 00:00:00,Open,"Storage Tank, Gasoline Terminal",FEDOOP,"BUCKEYE TERMINALS, LLC",1500 SOUTHWESTERN PKY,LOUISVILLE,40211-0000,136
287,C-0084-1001,APCDCONS,2008-04-30 00:00:00,2009-04-30 00:00:00,Open,"Carbon Adsorber, Gasoline Terminal",FEDOOP,"BUCKEYE TERMINALS, LLC",1500 SOUTHWESTERN PKY,LOUISVILLE,40211-0000,137
288,C-0084-1002,APCDCONS,2006-09-30 00:00:00,2007-09-30 00:00:00,Open,"Storage Tank, Gasoline Terminal",FEDOOP,"BUCKEYE TERMINALS, LLC",1500 SOUTHWESTERN PKY,LOUISVILLE,40211-0000,138
289,C-0126-1008,APCDCONS,2007-10-31 00:00:00,2008-10-31 00:00:00,Void,One (1) Porta Batch lime slurry mixer,TITLE V,LOUISVILLE GAS & ELECTRIC COMPANY,5252 CANE RUN RD,LOUISVILLE,40216-0000,139
290,C-0126-1009,APCDCONS,2007-10-31 00:00:00,2008-10-31 00:00:00,Void,One (1) mixer tank vent scrubber,TITLE V,LOUISVILLE GAS & ELECTRIC COMPANY,5252 CANE RUN RD,LOUISVILLE,40216-0000,140
291,C-0060-1025,APCDCONS,2002-07-02 00:00:00,2003-07-30 00:00:00,Open,Portable clinker crusher,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,141
292,C-0603-1002,APCDCONS,2008-02-28 00:00:00,2009-02-28 00:00:00,Void,"3 1,000 gal sufactant weigh tanks & loading rack",MINOR,INTERPOLYMER CORPORATION,7501 DISTRIBUTION DR,LOUISVILLE,40258-0000,142
293,C-1553-1002,APCDCONS,2006-03-31 00:00:00,2007-03-31 00:00:00,Open,One (1) LEMT Inch Mark Printer (E9I),FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,143
294,C-1553-1004,APCDCONS,2006-03-31 00:00:00,2007-03-31 00:00:00,Open,One (1) Wet Scrubber #3 (11B),FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,144
295,C-1553-1005,APCDCONS,2009-12-08 00:00:00,2010-10-31 00:00:00,Open,Hot Dip Galvanizing Line,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,145
296,C-1553-1006,APCDCONS,2009-10-31 00:00:00,2010-10-31 00:00:00,Open,Baghouse for Hot Dip Galvanizing,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,146
297,C-1553-1007,APCDCONS,2006-03-31 00:00:00,2007-03-31 00:00:00,Open,Rigid Finishing Line (E13AB1 - E13C5),FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,147
298,C-1553-1008,APCDCONS,2009-07-31 00:00:00,2010-07-31 00:00:00,Open,Combustion Sources,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,148
299,C-1553-1010,APCDCONS,2006-03-31 00:00:00,2007-03-31 00:00:00,Open,Waste Water Treatment Plant,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,149
300,C-0185-1001,APCDCONS,2011-12-21 00:00:00,2012-12-31 00:00:00,Open,10.52 MMBtu/hr Boiler NG,TITLE V,"NUPLEX RESINS, LLC",4730 CRITTENDEN DR,LOUISVILLE,40209-0000,150
301,C-0631-1000,APCDCONS,2014-10-10 00:00:00,,Open,"Storage, Blending Tanks, Tank/Tote Dryer",FEDOOPSE,SUPERIOR SOLVENTS & CHEMICALS,4211 BRAMERS LN,LOUISVILLE,40216-0000,351
302,C-0034-1000,APCDCONS,2013-05-03 00:00:00,2014-05-31 00:00:00,Open,"tank fabrication,",TITLE V,CALDWELL TANKS,4000 TOWER RD,LOUISVILLE,40219-0000,352
303,C-1048-1000,APCDCONS,2007-10-30 00:00:00,2008-10-30 00:00:00,Open,Spray Booth,MINOR,COMMONWEALTH SIGN,1824 BERRY BLVD,LOUISVILLE,40215-0000,353
304,C-0322-1001,APCDCONS,2007-03-31 00:00:00,2008-03-31 00:00:00,Void,Roll coating line,FEDOOP,COMPONENT FINISHING UNLIMITED,3138 DEL PARK TER,LOUISVILLE,40211-0000,354
305,C-0322-1002,APCDCONS,2007-03-31 00:00:00,2008-03-31 00:00:00,Void,Spray coating line,FEDOOP,COMPONENT FINISHING UNLIMITED,3138 DEL PARK TER,LOUISVILLE,40211-0000,355
306,C-0322-1003,APCDCONS,2008-02-26 00:00:00,2009-02-28 00:00:00,Void,Col-Met paint booth,FEDOOP,COMPONENT FINISHING UNLIMITED,3138 DEL PARK TER,LOUISVILLE,40211-0000,356
307,C-0322-1004,APCDCONS,2008-12-31 00:00:00,2009-12-31 00:00:00,Void,Col-Met off-line paint booth,FEDOOP,COMPONENT FINISHING UNLIMITED,3138 DEL PARK TER,LOUISVILLE,40211-0000,357
308,C-0002-1000,APCDCONS,2011-05-31 00:00:00,2012-05-31 00:00:00,Open,Wheelabrator Baghouse,TITLE V,INDUSTRIAL CONTAINER SERVICES,405 INDUSTRY RD,LOUISVILLE,40208-0000,358
309,C-0283-1000,APCDCONS,2013-11-13 00:00:00,2014-11-30 00:00:00,Open,VOC Storage Tank,TITLE V,ZEON CHEMICALS L.P.,4100 BELLS LN,LOUISVILLE,40211-0000,359
310,C-1490-1000,APCDCONS,2009-12-31 00:00:00,2010-12-31 00:00:00,Void,paint booth,MINOR,INDUSTRIAL DISPOSAL COMPANY,1423 S JACKSON ST,LOUISVILLE,40208-0000,360
311,C-1306-1000,APCDCONS,2007-10-31 00:00:00,2008-10-31 00:00:00,Void,Dust Technology filtered bag vacuum collector,MINOR,DIAL ONE CUSTOM WORKSHOP,4646 ILLINOIS AVE,LOUISVILLE,40213-0000,361
312,C-0592-1000,APCDCONS,2009-09-23 00:00:00,2010-09-30 00:00:00,Open,One (1) paper scrap collection system,MINOR,DECO PAPER PRODUCTS,4004 COLLINS LN,LOUISVILLE,40245-0000,362
313,C-0592-1001,APCDCONS,2009-10-15 00:00:00,2010-10-31 00:00:00,Open,One (1) flexographic printing press,MINOR,DECO PAPER PRODUCTS,4004 COLLINS LN,LOUISVILLE,40245-0000,363
314,C-1293-1000,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Void,concrete batch plant,FEDOOPSE,ERNST CONCRETE CO.,4121 ALGONQUIN PKY,LOUISVILLE,40211-0000,364
315,C-0265-1000,APCDCONS,,,Void,Aluminum CNC router,MINOR,UNIVERSAL WOODS INC,2600 GRASSLAND DR,JEFFERSONTOWN,40299-0000,365
316,C-0500-1001,APCDCONS,2007-08-21 00:00:00,2008-08-31 00:00:00,Void,Premier Pneu. baghouse,MINOR,SUN OPTA FOOD INGREDIENTS,1401 LOCUST ST,LOUISVILLE,40206-0000,366
317,C-1520-1000,APCDCONS,2009-12-16 00:00:00,2010-12-31 00:00:00,Open,washer with a capacity of 450 lb/load,MINOR,CINTAS CORPORATION,3916 OAKLAWN DR,LOUISVILLE,40219-0000,367
318,C-1520-1001,APCDCONS,2009-12-16 00:00:00,2014-09-30 00:00:00,Open,"boiler with a rated heat input of 4.49 MM BTU/hr,",MINOR,CINTAS CORPORATION,3916 OAKLAWN DR,LOUISVILLE,40219-0000,368
319,C-1520-1002,APCDCONS,,,Open,170 lb dryer,MINOR,CINTAS CORPORATION,3916 OAKLAWN DR,LOUISVILLE,40219-0000,369
320,C-1466-1000,APCDCONS,2008-02-29 00:00:00,2009-02-28 00:00:00,Open,"Print Machines, Cleaning Station & Coolair Exhaust",MINOR,nth/works- Preston Hwy,4701 ALLMOND AVE,LOUISVILLE,40209-0000,370
321,C-1466-1001,APCDCONS,2007-11-30 00:00:00,2008-11-30 00:00:00,Open,Two ultra violet ink printing lines,MINOR,nth/works- Preston Hwy,4701 ALLMOND AVE,LOUISVILLE,40209-0000,371
322,C-1466-1002,APCDCONS,,,Open,"Parts Washer, DM#30216",MINOR,nth/works- Preston Hwy,4701 ALLMOND AVE,LOUISVILLE,40209-0000,372
323,C-0082-1032,APCDCONS,,,Open,CMP Mixer w Hopper,TITLE V,LUBRIZOL ADVANCED MATERIALS,4200 BELLS LN,LOUISVILLE,40211-0000,373
324,C-1754-1000,APCDCONS,2011-03-28 00:00:00,2012-03-31 00:00:00,Open,Spray Paint Booth,MINOR,MARMON-HERRINGTON CO.,13001 MAGISTERIAL DR,LOUISVILLE,40223-0000,374
325,C-1760-1000,APCDCONS,,,Void,Chemical Blending,MINOR,"BLUEGRASS KESCO, INC.",1101 INDUSTRIAL BLVD,LOUISVILLE,40219-0000,375
326,C-1646-1001,APCDCONS,2007-12-31 00:00:00,2008-12-31 00:00:00,Void,Parts Washer,MINOR,HARLAND CLARKE,1910 CAMPUS PL,JEFFERSONTOWN,40299-0000,376
327,C-1386-1000,APCDCONS,2005-10-21 00:00:00,2006-10-31 00:00:00,Open,One (1) magnaflux unit and one (1) sonaflux,MINOR,"REPUBLIC INDUSTRIES, INC.",3000 W BROADWAY,LOUISVILLE,40211-0000,377
328,C-1386-1001,APCDCONS,2010-02-15 00:00:00,2011-02-28 00:00:00,Open,Paint booth for miscellaneous metal parts,MINOR,"REPUBLIC INDUSTRIES, INC.",3000 W BROADWAY,LOUISVILLE,40211-0000,378
329,C-1829-1000,APCDCONS,,,Void,,MINOR,SIX SIGMA,11901 CAPITAL WAY,JEFFERSONTOWN,40299-0000,379
330,C-1716-1000,APCDCONS,2009-09-30 00:00:00,2010-09-30 00:00:00,Open,Propane Torch Cutting,MINOR,INDUSTRIAL SERVICES OF AMERICA,3409 CAMP GROUND RD,LOUISVILLE,40211-0000,380
331,C-0233-1000,APCDCONS,2008-08-31 00:00:00,2009-08-31 00:00:00,Void,lift manufacturer,FEDOOPSE,CHALLENGER LIFTS,200 CABEL ST,LOUISVILLE,40206-0000,381
332,C-0869-1000,APCDCONS,2011-08-03 00:00:00,2012-08-31 00:00:00,Open,Two (2) natural gas fired boilers,MINOR,NORTON HOSPITAL INC.,4001 DUTCHMANS LN,ST MATTHEWS,40207-0000,382
333,C-0869-1002,APCDCONS,2011-08-03 00:00:00,2012-08-31 00:00:00,Open,Two (2) cooling towers,MINOR,NORTON HOSPITAL INC.,4001 DUTCHMANS LN,ST MATTHEWS,40207-0000,383
334,C-0923-1001,APCDCONS,2011-03-04 00:00:00,2012-03-31 00:00:00,Open,Five (5) dry cleaning dryers,MINOR,HIGHLAND CLEANERS,2455 BARDSTOWN RD,LOUISVILLE,40205-0000,384
335,C-1556-1001,APCDCONS,2005-10-15 00:00:00,2006-10-31 00:00:00,Open,One (1) printing process,MINOR,BLUEGRASS PACKAGING INDUSTRIES,3651 COLLINS LN,LOUISVILLE,40245-0000,385
336,C-1556-1003,APCDCONS,2005-10-15 00:00:00,2006-10-31 00:00:00,Open,"dry blending, mixing, storage and packaging",MINOR,BLUEGRASS PACKAGING INDUSTRIES,3651 COLLINS LN,LOUISVILLE,40245-0000,386
337,C-1556-1004,APCDCONS,2005-10-15 00:00:00,2006-10-31 00:00:00,Open,One (1) PVC pipe modification process,MINOR,BLUEGRASS PACKAGING INDUSTRIES,3651 COLLINS LN,LOUISVILLE,40245-0000,387
338,C-1564-1000,APCDCONS,2006-08-31 00:00:00,2007-08-31 00:00:00,Open,Railcar unloading of Portland cement and other,MINOR,LAFARGE NORTH AMERICA,1310 W KENTUCKY ST,LOUISVILLE,40210-0000,388
339,C-1564-1001,APCDCONS,2006-08-31 00:00:00,2007-08-31 00:00:00,Open,truck load-out facility,MINOR,LAFARGE NORTH AMERICA,1310 W KENTUCKY ST,LOUISVILLE,40210-0000,389
340,C-0149-1004,APCDCONS,,,Open,Emergency generator,FEDOOP,METROPOLITAN SEWER DISTRICT,4522 ALGONQUIN PKY,LOUISVILLE,40211-0000,390
341,C-0465-1000,APCDCONS,2008-08-31 00:00:00,2009-08-31 00:00:00,Void,Storage Tanks,FEDOOPSE,UNIVERSAL MINERALS KENTUCKY INC.,8250 PORT RD,LOUISVILLE,40258-0000,391
342,C-0465-1003,APCDCONS,2008-08-31 00:00:00,2009-08-31 00:00:00,Open,Truck Load-Out,FEDOOPSE,UNIVERSAL MINERALS KENTUCKY INC.,8250 PORT RD,LOUISVILLE,40258-0000,392
343,C-1562-1002,APCDCONS,2010-08-12 00:00:00,2011-08-31 00:00:00,Void,Sakuri UV Coater,FEDOOPSE,CORAL GRAPHIC SERVICES OF KY,4700 COMMERCE CROSSINGS DR,LOUISVILLE,40229-0000,393
344,C-0226-1000,APCDCONS,2011-03-18 00:00:00,2012-03-31 00:00:00,Void,"Shot blast, dust collector, boiler, burnoff ovens",FEDOOP,DAFCO INC.,6761 CANE RUN RD,LOUISVILLE,40258-0000,394
345,C-0082-1001,APCDCONS,2006-10-31 00:00:00,2007-10-31 00:00:00,Open,Silo and Railcar Loading,TITLE V,LUBRIZOL ADVANCED MATERIALS,4200 BELLS LN,LOUISVILLE,40211-0000,395
346,C-0082-1002,APCDCONS,2006-10-31 00:00:00,2007-10-31 00:00:00,Open,Bin Vent Filter & Fabric Filter,TITLE V,LUBRIZOL ADVANCED MATERIALS,4200 BELLS LN,LOUISVILLE,40211-0000,396
347,C-0082-1003,APCDCONS,2006-10-31 00:00:00,2007-10-31 00:00:00,Open,Vacuum System around pellet railcar loading,TITLE V,LUBRIZOL ADVANCED MATERIALS,4200 BELLS LN,LOUISVILLE,40211-0000,397
348,C-0082-1004,APCDCONS,2006-10-31 00:00:00,2007-10-31 00:00:00,Open,Fabric Filter Pellet Railcar Vacuum System,TITLE V,LUBRIZOL ADVANCED MATERIALS,4200 BELLS LN,LOUISVILLE,40211-0000,398
349,C-0082-1005,APCDCONS,2006-10-31 00:00:00,2007-10-31 00:00:00,Open,Vacuum Blower,TITLE V,LUBRIZOL ADVANCED MATERIALS,4200 BELLS LN,LOUISVILLE,40211-0000,399
350,C-0082-1006,APCDCONS,2008-01-31 00:00:00,2009-01-31 00:00:00,Open,Synthetic Minor,TITLE V,LUBRIZOL ADVANCED MATERIALS,4200 BELLS LN,LOUISVILLE,40211-0000,400
351,C-1231-1000,APCDCONS,2014-06-30 00:00:00,2015-06-30 00:00:00,Void,Grinding and Blending Equipment,FEDOOPSE,"FORTH TECHNOLOGIES, INC.",600 BERGMAN ST,LOUISVILLE,40203-0000,151
352,C-1562-1000,APCDCONS,2007-11-08 00:00:00,2008-11-30 00:00:00,Void,Lithographic Printers,FEDOOPSE,CORAL GRAPHIC SERVICES OF KY,4700 COMMERCE CROSSINGS DR,LOUISVILLE,40229-0000,152
353,C-1146-1000,APCDCONS,2007-06-30 00:00:00,2008-06-30 00:00:00,Void,thermal oxidizer,FEDOOP,PREFERRED MARKETING SOLUTIONS,2001 PAPA JOHNS BLVD,JEFFERSONTOWN,40299-0000,153
354,C-1146-1001,APCDCONS,2007-06-30 00:00:00,2008-06-30 00:00:00,Void,lithography press,FEDOOP,PREFERRED MARKETING SOLUTIONS,2001 PAPA JOHNS BLVD,JEFFERSONTOWN,40299-0000,154
355,C-1146-1002,APCDCONS,2010-12-21 00:00:00,2011-12-31 00:00:00,Void,"silos, mixers, dust collectors",FEDOOP,PREFERRED MARKETING SOLUTIONS,2001 PAPA JOHNS BLVD,JEFFERSONTOWN,40299-0000,155
356,C-0481-1000,APCDCONS,2010-05-31 00:00:00,2011-03-31 00:00:00,Open,One (1) fiberglas chop spray system,FEDOOP,SERVICE WELDING & MACHINE CO.,175 N WENZEL ST,LOUISVILLE,40206-0000,156
357,C-1003-1000,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Open,Spray painting without a booth,FEDOOPSE,SAM SWOPE COLLISION CENTER,2000 PLANTSIDE DR,JEFFERSONTOWN,40299-0000,157
358,C-0060-1051,APCDCONS,2014-06-19 00:00:00,2015-06-30 00:00:00,Open,RDF and TDF for Kiln fuel,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,158
359,C-0552-1001,APCDCONS,2009-10-12 00:00:00,2010-10-31 00:00:00,Open,Two (2) cold solvent parts washers,MINOR,PRINT-TEX U.S.A.,11198 AMPERE CT,JEFFERSONTOWN,40299-0000,159
360,C-1584-1002,APCDCONS,2014-10-17 00:00:00,2015-10-31 00:00:00,Open,H-60 & H-61 Hopper,FEDOOP,BYK Additives Inc.,1335 S 13TH ST,LOUISVILLE,40210-0000,160
361,C-0870-1004,APCDCONS,2015-01-21 08:30:00,2016-01-31 00:00:00,Open,Spray Booth,TITLE V,"HAIER US APPLIANCE SOLUTIONS, INC.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,161
362,C-0073-1002,APCDCONS,2015-02-25 00:00:00,2016-02-29 00:00:00,Open,Paint Shop PSD Permit,TITLE V,FORD MOTOR COMPANY KY TRUCK,3001 CHAMBERLAIN LN,LOUISVILLE,40241-0000,162
363,C-0148-1003,APCDCONS,2016-03-29 08:18:00,2017-03-31 00:00:00,Open,Lime Injection System,TITLE V,LOU. MED. CENTER INC STEAM & CHILLED WATER PLANT,235 ABRAHAM FLEXNER WAY,LOUISVILLE,40202-0000,163
364,C-0193-1003,APCDCONS,2006-10-31 00:00:00,2007-10-31 00:00:00,Open,extrusion laminator,FEDOOP,GRAPHICS PACKAGING,6820 ENTERPRISE DR,LOUISVILLE,40214-0000,164
365,C-1584-1000,APCDCONS,2008-09-30 00:00:00,2009-09-30 00:00:00,Open,Wet Scrubber,FEDOOP,BYK Additives Inc.,1335 S 13TH ST,LOUISVILLE,40210-0000,165
366,C-1584-1001,APCDCONS,2009-02-28 00:00:00,2010-02-28 00:00:00,Open,"Filter Receivers, bagging machines, storage bin",FEDOOP,BYK Additives Inc.,1335 S 13TH ST,LOUISVILLE,40210-0000,166
367,C-0011-1001,APCDCONS,2009-08-19 00:00:00,2010-08-31 00:00:00,Open,Mod of Boiler 1&2 Standards,TITLE V,AMERICAN SYNTHETIC RUBBER CORP,4500 CAMP GROUND RD,LOUISVILLE,40216-0000,167
368,C-0317-1000,APCDCONS,2010-06-02 00:00:00,2011-06-30 00:00:00,Void,Paint Booth,MINOR,RPD MANUFACTURING,990 S 9TH ST,LOUISVILLE,40203-0000,168
369,C-1553-1011,APCDCONS,2006-03-31 00:00:00,2007-03-31 00:00:00,Open,Parts Washers,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,169
370,C-1553-1014,APCDCONS,2008-08-31 00:00:00,2009-08-31 00:00:00,Open,"One (1) Baghouse, make Farr APC, model GS20.",FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,170
371,C-1553-1015,APCDCONS,2008-01-31 00:00:00,2009-01-31 00:00:00,Open,Gimeco hydrochloric acid recovery unit,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,171
372,C-1553-1016,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Open,One (1) abrasive blast cleaning unit,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,172
373,C-0143-1000,APCDCONS,2009-05-19 00:00:00,2010-05-19 00:00:00,Open,"Storage tanks, Gasoline Terminal",FEDOOP,MARATHON ASHLAND PETROLEUM LLC,3920 KRAMERS LN,LOUISVILLE,40216-0000,173
374,C-1027-1000,APCDCONS,2006-07-31 00:00:00,2007-07-31 00:00:00,Open,Printing Operation,MINOR,HILLERICH AND BRADSBY CO.,800 W MAIN ST,LOUISVILLE,40202-0000,174
375,C-1027-1001,APCDCONS,2006-07-31 00:00:00,2007-07-31 00:00:00,Open,Parts Washers,MINOR,HILLERICH AND BRADSBY CO.,800 W MAIN ST,LOUISVILLE,40202-0000,175
376,C-0399-1000,APCDCONS,,,Open,baghouse,REGISTERED,"CLASSIC LAMINATING, INC.",320 E KENTUCKY ST,LOUISVILLE,40203-0000,176
377,C-0031-1000,APCDCONS,2008-07-31 00:00:00,2009-07-31 00:00:00,Open,Manual fill bottling line,MINOR,BROWN-FORMAN CORPORATION,850 DIXIE HWY,LOUISVILLE,40210-0000,177
378,C-0060-1029,APCDCONS,2004-07-31 00:00:00,2005-07-31 00:00:00,Open,One (1) pulse jet fabric filter/receiver,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,178
379,C-0060-1030,APCDCONS,2005-04-30 00:00:00,2006-04-30 00:00:00,Open,"Finish mill, screening operation and conveyor",TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,179
380,C-0060-1031,APCDCONS,2010-10-01 00:00:00,2011-10-31 00:00:00,Open,Baghouse (K974) & Baghouse (K915-4),TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,180
381,C-0060-1038,APCDCONS,2008-03-31 00:00:00,2009-03-31 00:00:00,Open,modification for existing Fuller dust collector,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,181
382,C-0060-1042,APCDCONS,2010-01-31 00:00:00,2011-01-31 00:00:00,Open,"Gypsum hopper, feeder, and belt",TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,182
383,C-0060-1043,APCDCONS,2010-01-31 00:00:00,2011-01-31 00:00:00,Open,One (1) Coal Mill Feeder Belt,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,183
384,C-0060-1044,APCDCONS,2009-08-31 00:00:00,2010-08-31 00:00:00,Open,Six (6) Clinker Feeders,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,184
385,C-0060-1045,APCDCONS,2011-05-27 00:00:00,2012-05-31 00:00:00,Open,Dust Collector,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,185
386,C-0730-1000,APCDCONS,,,Open,Age oven and log oven,MINOR,CARDINAL ALUMINUM COMPANY,6910 PRESTON HWY,LOUISVILLE,40219-0000,186
