ObjectId,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,LEOKA_APPLIES,OFFICER_KILLED,TYPE_OF_ASSIGNMENT,TYPE_OF_ACTIVITY,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,OFFENSE_CITY,OFFENSE_ZIP
2938,80-13-062459,2013/08/15 19:59:00+00,2013/08/15 19:59:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13C,PART II,COMPLETED,4TH DIVISION,411,JAIL / PENITENTARY                           ,1200 BLOCK S 4TH ST                                         ,LOUISVILLE,40203
2939,80-15-053003,2015/07/10 01:28:59+00,2015/07/10 01:28:59+00,ASSAULT,MENACING,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED               ,ALL OTHER                                              ,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,W LIBERTY ST / ROY WILKINS AVE                              ,LOUISVILLE,40203
2940,80-15-062198,2015/08/09 04:01:00+00,2015/08/09 02:57:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13C,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,W BROADWAY / LOUIS COLEMAN JR DR                            ,LOUISVILLE,40211
2941,80-15-094762,2015/11/21 07:53:00+00,2015/11/21 07:53:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,DOMESTIC DISTURBANCE                                   ,13C,PART II,COMPLETED,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO)            ,900 BLOCK S 6TH ST                                          ,LOUISVILLE,40203
2942,80-13-033118,2013/05/05 22:15:00+00,2013/05/05 22:15:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,412,HOTEL / MOTEL / ETC.                         ,1600 BLOCK ARTHUR ST                                        ,LOUISVILLE,40208
2943,80-13-048121,2013/06/30 01:02:00+00,2013/06/30 00:49:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME                             ,300 BLOCK E BURNETT AVE                                     ,LOUISVILLE,40208
2944,80-13-034420,2013/05/13 23:32:00+00,2013/05/13 23:15:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,3300 BLOCK W KENTUCKY ST                                    ,LOUISVILLE,40211
2945,80-15-019245,2015/03/17 23:23:59+00,2015/03/17 23:23:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,1500 BLOCK SALE AVE                                         ,LOUISVILLE,40215
2946,80-13-083683,2013/10/30 22:12:59+00,2013/10/30 22:05:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,2700 BLOCK DUMESNIL ST                                      ,LOUISVILLE,40211
2947,80-14-021392,2014/03/26 19:17:00+00,2014/03/26 19:17:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,600 BLOCK S 38TH ST                                         ,LOUISVILLE,40211
2948,80-14-028651,2014/04/24 06:43:59+00,2014/04/24 06:43:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE                            ,300 BLOCK E ST CATHERINE ST                                 ,LOUISVILLE,40203
2949,80-13-033326,2013/05/10 02:22:00+00,2013/05/10 02:22:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13B,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,S FLOYD ST / E MAGNOLIA AVE                                 ,LOUISVILLE,40208
2950,80-14-005074,2014/01/20 22:06:59+00,2014/01/20 21:45:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,"CIVIL DISORDER (RIOT, MASS DISOBEDIENCE, ETC.)         ",13B,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,S 35TH ST / W BROADWAY                                      ,LOUISVILLE,40211
2951,80-19-013056,2019/02/20 21:43:59+00,2019/02/20 21:43:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,DOMESTIC DISTURBANCE                                   ,13B,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1200 BLOCK W HILL ST                                        ,LOUISVILLE,40210
2952,80-14-028651,2014/04/24 06:43:59+00,2014/04/24 06:43:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE                            ,300 BLOCK E ST CATHERINE ST                                 ,LOUISVILLE,40203
2953,80-17-014854,2017/02/20 23:44:00+00,2017/02/20 23:44:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,BURGLARY IN PROGRESS OR PURSUING BURG SUSPECT          ,13C,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME                             ,1600 BLOCK HASKIN AVE                                       ,LOUISVILLE,40215
2954,80-14-039155,2014/05/30 21:49:00+00,2014/05/30 15:59:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,4100 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40212
2955,80-19-049418,2019/07/07 19:04:00+00,2019/07/07 19:02:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13C,PART II,,2ND DIVISION,225,OTHER / UNKNOWN                              ,1500 BLOCK S 15TH ST                                        ,LOUISVILLE,40210
2956,80-14-061558,2014/08/16 07:40:00+00,2014/08/16 05:47:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,4TH DIVISION,412,PARKING LOT / GARAGE                         ,1100 BLOCK S FLOYD ST                                       ,LOUISVILLE,40203
2957,80-13-054692,2013/07/09 09:59:59+00,2013/07/09 08:39:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13C,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL              ,500 BLOCK S JACKSON ST                                      ,LOUISVILLE,40202
2958,80-13-083683,2013/10/30 22:12:59+00,2013/10/30 22:05:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2700 BLOCK DUMESNIL ST                                      ,LOUISVILLE,40211
2959,80-13-079456,2013/10/13 03:20:00+00,2013/10/13 02:58:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13C,PART II,COMPLETED,1ST DIVISION,135,PARKING LOT / GARAGE                         ,E BROADWAY / S HANCOCK ST                                   ,LOUISVILLE,40202
2960,80-14-078023,2014/10/11 02:13:59+00,2014/10/11 02:13:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13B,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,3500 BLOCK W MARKET ST                                      ,LOUISVILLE,40212
2961,80-15-019245,2015/03/17 23:23:59+00,2015/03/17 23:23:59+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1500 BLOCK SALE AVE                                         ,LOUISVILLE,40215
2962,80-18-053256,2018/07/13 01:05:00+00,2018/07/13 01:05:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,100 BLOCK N 21ST ST                                         ,LOUISVILLE,40203
2963,80-13-067109,2013/09/04 04:46:00+00,2013/09/04 04:40:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,1ST DIVISION,135,RESIDENCE / HOME                             ,800 BLOCK E CHESTNUT ST                                     ,LOUISVILLE,40204
2964,80-13-028410,2013/04/23 04:44:59+00,2013/04/23 04:15:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13C,PART II,COMPLETED,2ND DIVISION,236,HIGHWAY / ROAD / ALLEY                       ,4300 BLOCK CANE RUN RD                                      ,LOUISVILLE,40216
2965,80-14-009754,2014/02/08 15:30:00+00,2014/02/08 15:30:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,2600 BLOCK LE BLANC CT                                      ,LOUISVILLE,40206
2966,80-15-067245,2015/08/25 13:59:00+00,2015/08/24 21:24:59+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,513,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD/SPEED AVE                                      ,,0
2967,80-14-051434,2014/07/12 01:50:00+00,2014/07/12 01:50:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13C,PART II,COMPLETED,1ST DIVISION,135,HOTEL / MOTEL / ETC.                         ,200 BLOCK ABRAHAM FLEXNER WAY                               ,LOUISVILLE,40202
2968,80-17-070632,2017/08/30 17:35:00+00,2017/08/30 17:35:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ATTEMPTING OTHER ARREST                                ,13B,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,1200 BLOCK EVERETT AVE                                      ,LOUISVILLE,40204
2969,80-14-018912,2014/03/18 05:42:59+00,2014/03/18 05:19:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13C,PART II,COMPLETED,1ST DIVISION,135,RESIDENCE / HOME                             ,400 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE,40202
2970,80-14-023983,2014/04/06 23:05:00+00,2014/04/06 22:54:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ATTEMPTING OTHER ARREST                                ,13B,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,3000 BLOCK SOUTHERN AVE                                     ,LOUISVILLE,40211
2971,80-17-034369,2017/04/30 22:47:59+00,2017/04/30 22:30:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13C,PART II,COMPLETED,1ST DIVISION,134,RESTAURANT                                   ,100 BLOCK E MARKET ST                                       ,LOUISVILLE,40202
2972,80-13-015248,2013/03/03 13:50:00+00,2013/03/03 10:09:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13C,PART II,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY                       ,6900 BLOCK HOMESTEAD DR                                     ,LOUISVILLE,40214
2973,80-13-045687,2013/06/21 06:24:59+00,2013/06/21 06:24:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,S 3RD ST / W BRECKINRIDGE ST                                ,LOUISVILLE,40203
2974,80-15-024419,2015/04/05 03:59:00+00,2015/04/05 03:59:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,DOMESTIC DISTURBANCE                                   ,13C,PART II,COMPLETED,7TH DIVISION,711,RESIDENCE / HOME                             ,5400 BLOCK EMRICH AVE                                       ,LOUISVILLE,40291
2975,80-19-025398,2019/04/11 00:06:00+00,2019/04/11 00:00:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,S 4TH ST / W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40202
2976,80-14-005050,2014/01/20 22:06:59+00,2014/01/20 22:06:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,S 35TH ST / W BROADWAY                                      ,LOUISVILLE,40211
2977,80-14-097482,2014/12/19 01:36:00+00,2014/12/19 01:36:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL              ,200 BLOCK ABRAHAM FLEXNER WAY                               ,LOUISVILLE,40202
2978,80-13-009979,2013/02/10 11:13:00+00,2013/02/10 08:13:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO)            ,1100 BLOCK S 1ST ST                                         ,LOUISVILLE,40203
2979,80-14-099280,2014/12/25 00:53:59+00,2014/12/25 00:53:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,DOMESTIC DISTURBANCE                                   ,13C,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,8300 BLOCK RUST OAK LN                                      ,LOUISVILLE,40219
2980,80-13-016163,2013/03/07 06:37:59+00,2013/03/07 06:37:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1400 BLOCK S 9TH ST                                         ,LOUISVILLE,40208
2981,80-14-097482,2014/12/19 01:36:00+00,2014/12/19 01:36:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL              ,200 BLOCK ABRAHAM FLEXNER WAY                               ,LOUISVILLE,40202
2982,80-13-009979,2013/02/10 11:13:00+00,2013/02/10 08:13:59+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME                             ,1100 BLOCK S 1ST ST                                         ,LOUISVILLE,40203
2983,80-14-005050,2014/01/20 22:06:59+00,2014/01/20 22:06:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,S 35TH ST / W BROADWAY                                      ,LOUISVILLE,40211
2984,80-13-054262,2013/07/22 03:29:00+00,2013/07/22 03:00:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,S 1ST ST / E BROADWAY                                       ,LOUISVILLE,40202
2985,80-16-079950,2016/09/17 21:06:00+00,2016/09/17 21:06:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,S 4TH ST / W LIBERTY ST                                     ,LOUISVILLE,40202
2986,80-13-004566,2013/01/19 06:37:59+00,2013/01/19 06:37:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13B,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,400 BLOCK W OAK ST                                          ,LOUISVILLE,40203
2987,80-14-067384,2014/09/05 06:20:59+00,2014/09/05 06:20:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13C,PART II,COMPLETED,1ST DIVISION,123,PARK / PLAYGROUND                            ,S 12TH ST / W JEFFERSON ST                                  ,LOUISVILLE,40203
2988,80-13-098552,2013/12/26 06:43:59+00,2013/12/26 06:43:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY                       ,1300 BLOCK S 23RD ST                                        ,LOUISVILLE,40210
2989,80-16-091704,2016/10/26 04:18:59+00,2016/10/26 04:18:59+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,1ST DIVISION,123,HOTEL / MOTEL / ETC.                         ,500 BLOCK S 4TH ST                                          ,LOUISVILLE,40202
2990,80-13-073292,2013/09/25 01:46:00+00,2013/09/25 01:36:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,111,PARK / PLAYGROUND                            ,N 19TH ST / ROWAN ST                                        ,LOUISVILLE,40203
2991,80-14-012389,2014/02/19 20:29:59+00,2014/02/19 20:10:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13B,PART II,COMPLETED,2ND DIVISION,212,CONVENIENCE STORE                            ,3500 BLOCK W BROADWAY                                       ,LOUISVILLE,40211
2992,80-13-067419,2013/09/05 04:12:00+00,2013/09/05 04:05:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ALL OTHER                                              ,13C,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME                             ,500 BLOCK W HILL ST                                         ,LOUISVILLE,40208
2993,80-14-008461,2014/02/03 12:40:00+00,2014/02/03 12:20:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,800 BLOCK S 36TH ST                                         ,LOUISVILLE,40211
2994,80-14-059427,2014/08/08 21:20:00+00,2014/08/08 21:17:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,135,CONVENIENCE STORE                            ,300 BLOCK S 1ST ST                                          ,LOUISVILLE,40202
2995,80-13-026213,2013/04/12 05:35:00+00,2013/04/12 05:35:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ALL OTHER                                              ,13C,PART II,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY                       ,DIXIE HWY / FLOWERVALE LN                                   ,LOUISVILLE,40272
2996,80-18-095528,2018/12/07 18:35:00+00,2018/12/07 18:35:00+00,ASSAULT,ASSAULT - 3RD DEGREE (SCHOOL EMPLOYEE OR SCHOOL VOLUNTEER),YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,7TH DIVISION,724,SCHOOL - ELEMENTARY / SECONDARY              ,9800 BLOCK BLUE LICK RD                                     ,LOUISVILLE,40229
2997,80-13-049724,2013/07/06 01:15:00+00,2013/07/06 00:59:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13B,PART II,COMPLETED,1ST DIVISION,135,CONVENIENCE STORE                            ,E BROADWAY / S HANCOCK ST                                   ,LOUISVILLE,40202
2998,80-14-028651,2014/04/24 06:43:59+00,2014/04/24 06:43:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE                            ,300 BLOCK E ST CATHERINE ST                                 ,LOUISVILLE,40203
2999,80-14-008461,2014/02/03 12:40:00+00,2014/02/03 12:20:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,800 BLOCK S 36TH ST                                         ,LOUISVILLE,40211
3000,80-14-030186,2014/04/17 10:59:00+00,2014/04/17 10:59:00+00,ASSAULT,ASSAULT-3RD DEGREE-INMATE ASSAULT ON CORRECTIONS EMPLOYEE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,2ND DIVISION,223,OTHER RESIDENCE (APARTMENT/CONDO)            ,1400 BLOCK HEMLOCK ST                                       ,LOUISVILLE,40211
3001,80-14-021973,2014/03/29 21:17:59+00,2014/03/29 21:10:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13B,PART II,COMPLETED,5TH DIVISION,512,CONVENIENCE STORE                            ,1000 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
3002,80-13-085235,2013/11/01 20:22:00+00,2013/11/01 20:22:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,1100 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
