ObjectId,CodesAndRegsLicenseDataID,LicenseID,Description,LicenseName,Location,StreetNumber,Prefix,StreetName,Suffix,Longitude,Latitude,ExpirationDate,SubType,SubDescription,IssueDate,Zip,DISTRICT,NEIGHBORHOOD,ZONING,EndorsementType,EndorsementTypeDescription,EndorsementStatusDescription,EndorsementIssuedDate,AGENCY,GPSX,GPSY
1771,1915,36316,Alcoholic Beverage Annual,MILKWOOD ROOM,316 W MAIN ST ,316,W,MAIN,ST,-85.7555800063,38.256257258,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2012-11-27 10:25:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),LD2,Quota Retail Drink (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1208110.0,278933.0
1772,1614,24763,Alcoholic Beverage Annual,MAG BAR,1398 S 2ND ST ,1398,S,2ND,ST,-85.7581943673,38.2288558896,2019/05/31 03:59:59+00,BAR,Bar,2009-10-30 15:13:40,40208,6,OLD LOUISVILLE,TNZD,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1207196.0,268968.0
1773,1860,15817,Alcoholic Beverage Annual,CHILI'S GRILL & BAR II,3623 BARDSTOWN RD ,3623, ,BARDSTOWN,RD,-85.6600490645,38.199540413,2019/07/31 03:59:59+00,RST,Restaurant / Cafe,2006-03-20 08:36:00,40218,26,BON AIR,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1235222.0,257847.0
1774,1764,6847,Alcoholic Beverage Annual,PENDENNIS CLUB,218 W MUHAMMAD ALI BLVD ,218,W,MUHAMMAD ALI,BLVD,-85.7550365539,38.2505380773,2019/11/30 05:00:00+00,PRI,Private Club,2004-11-02 15:33:08,40202,4,CENTRAL BUSINESS DISTRICT,(C3),PC,NQ3 Retail Drink (Private Club),ACTIVE,,Codes and Regulations,1208232.0,276848.0
1775,1916,15ABC1078,Alcoholic Beverage Annual,GALAXIE,732 E MARKET ST ,732,E,MARKET,ST,-85.7387321422,38.2529935755,2019/11/30 05:00:00+00,BAR,Bar,2015-06-03 11:19:10,40202,4,PHOENIX HILL,C2,LD,Quota Retail Drink,ACTIVE,2015-06-03 11:19:09,Codes and Regulations,1212928.0,277666.0
1776,1615,14ABC1182,Alcoholic Beverage Annual,SENOR IQUANAS RESTAURANTES MEXICANOS,5637 OUTER LOOP ,5637, ,OUTER,LOOP,-85.6558503775,38.1391879257,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2014-12-02 15:12:55,40219,24,,C1,SD,Sunday Drink,ACTIVE,2014-12-02 15:12:55,Codes and Regulations,1236093.0,235853.0
1777,1616,34462,Alcoholic Beverage Annual,LA SIERRA TARASCA,6501 SHEPHERDSVILLE RD 101,6501, ,SHEPHERDSVILLE,RD,-85.6591744784,38.1549722871,2020/01/31 05:00:00+00,GRO,Grocery / Food Mart,2012-03-21 11:40:41,40228,24,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1235225.0,241615.0
1778,1617,34801,Alcoholic Beverage Annual,QDOBA MEXICAN GRILL #2029,1500 BARDSTOWN RD ,1500, ,BARDSTOWN,RD,-85.7091780362,38.2317197998,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2012-05-15 09:43:00,40205,8,DEER PARK,(C2),MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1221291.0,269784.0
1779,1618,35338,Alcoholic Beverage Annual,BUFFALO WILD WINGS SPRINGHURST,10206 WESTPORT RD ,10206, ,WESTPORT,RD,-85.5618624434,38.2920597728,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2012-11-02 16:45:00,40241,17,,C1,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1263915.0,291119.0
1780,1619,3733,Alcoholic Beverage Annual,GOOSE CREEK DINER,2923 GOOSE CREEK RD ,2923, ,GOOSE CREEK,RD,-85.5775163218,38.2867858994,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2004-03-05 13:17:00,40241,17,,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1259395.0,289263.0
1781,1620,4021,Alcoholic Beverage Annual,VALU MARKET,7519 OUTER LOOP ,7519, ,OUTER,LOOP,-85.6205524407,38.1391961798,2020/01/31 05:00:00+00,GRO,Grocery / Food Mart,2004-03-26 15:57:00,40228,23,,PD,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1246244.0,235703.0
1782,1621,6877,Alcoholic Beverage Annual,AIR DEVILS INN,2802 TAYLORSVILLE RD ,2802, ,TAYLORSVILLE,RD,-85.6680119043,38.2225571497,2020/01/31 05:00:00+00,BAR,Bar,2004-11-05 08:53:00,40205,8,HAWTHORNE,C1,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1233063.0,266263.0
1783,1622,36829,Alcoholic Beverage Annual,"O'LINE SPORTS GRILL, THE",2813 N HURSTBOURNE PKY 101,2813,N,HURSTBOURNE,PKY,-85.5707677047,38.2868156874,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2013-02-04 12:01:23,40223,17,,C1,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1261332.0,289246.0
1784,1623,32416,Alcoholic Beverage Annual,OUTBACK STEAKHOUSE #1815,8101 BARDSTOWN RD ,8101, ,BARDSTOWN,RD,-85.5761111638,38.1301418615,2019/08/31 03:59:59+00,RST,Restaurant / Cafe,2011-04-29 10:53:00,40291,22,,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1258977.0,232219.0
1785,1624,32416,Alcoholic Beverage Annual,OUTBACK STEAKHOUSE #1815,8101 BARDSTOWN RD ,8101, ,BARDSTOWN,RD,-85.5761111638,38.1301418615,2019/08/31 03:59:59+00,RST,Restaurant / Cafe,2011-04-29 10:53:00,40291,22,,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1258977.0,232219.0
1786,1625,32420,Alcoholic Beverage Annual,OUTBACK STEAKHOUSE #1814,9498 BROWNSBORO RD ,9498, ,BROWNSBORO,RD,-85.5731040174,38.306795869,2019/08/31 03:59:59+00,RST,Restaurant / Cafe,2011-04-29 10:50:00,40241,17,,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1260766.0,296531.0
1787,1626,6953,Alcoholic Beverage Annual,"HIDEAWAY SALOON, THE",1607 BARDSTOWN RD ,1607, ,BARDSTOWN,RD,-85.7038258622,38.2306413354,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2004-11-10 12:19:00,40205,8,BONNYCASTLE,(C2),MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1222822.0,269367.0
1788,1627,6974,Alcoholic Beverage Annual,ST BERNARD CHURCH,7500 TANGELO DR ,7500, ,TANGELO,DR,-85.620902555,38.1468872984,2020/01/31 05:00:00+00,CHR,Church / School,2004-11-11 11:26:00,40228,23,,R4,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1246185.0,238505.0
1789,1628,6978,Alcoholic Beverage Annual,ST BARTHOLOMEW MEN'S CLUB,2040 BUECHEL BANK RD ,2040, ,BUECHEL BANK,RD,-85.6474631169,38.1853421834,2020/01/31 05:00:00+00,CHR,Church / School,2004-11-11 11:46:00,40218,2,,R4,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1238760.0,252622.0
1790,1629,6989,Alcoholic Beverage Annual,UNION STATION,9302 BLUE LICK RD ,9302, ,BLUE LICK,RD,-85.6908535888,38.1142850142,2020/01/31 05:00:00+00,BAR,Bar,2004-11-11 14:54:00,40229,24,,CN,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1225885.0,226941.0
1791,1711,6129,Alcoholic Beverage Annual,THE FISH HOUSE,1310 WINTER AVE ,1310, ,WINTER,AVE,-85.7269804193,38.2358324687,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2004-09-13 13:56:00,40204,8,TYLER PARK,C2,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1216202.0,271363.0
1792,1962,6877,Alcoholic Beverage Annual,AIR DEVILS INN,2802 TAYLORSVILLE RD ,2802, ,TAYLORSVILLE,RD,-85.6680119043,38.2225571497,2020/01/31 05:00:00+00,BAR,Bar,2004-11-05 08:53:00,40205,8,HAWTHORNE,C1,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1233063.0,266263.0
1793,1630,13ABC1107,Alcoholic Beverage Annual,NEWBURG LIQUOR STORE,5104 E INDIAN TRL ,5104,E,INDIAN,TRL,-85.6638916572,38.1848943553,2020/01/31 05:00:00+00,LIQ,Liquor Store,2014-01-15 10:05:45,40218,2,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1234036.0,252531.0
1794,1631,23401,Alcoholic Beverage Annual,ZANZABAR,2100 S PRESTON ST ,2100,S,PRESTON,ST,-85.7460589892,38.2174415391,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2009-05-06 11:04:00,40217,15,SAINT JOSEPH,C2,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1210614.0,264755.0
1795,1632,32188,Alcoholic Beverage Annual,SPINELLI'S,239 S 5TH ST ,239,S,5TH,ST,-85.7585181456,38.2541732996,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2011-04-21 13:17:41,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1207254.0,278188.0
1796,1633,32420,Alcoholic Beverage Annual,OUTBACK STEAKHOUSE #1814,9498 BROWNSBORO RD ,9498, ,BROWNSBORO,RD,-85.5731040174,38.306795869,2019/08/31 03:59:59+00,RST,Restaurant / Cafe,2011-04-29 10:50:00,40241,17,,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1260766.0,296531.0
1797,1634,32422,Alcoholic Beverage Annual,OUTBACK STEAKHOUSE #1813,6520 SIGNATURE DR ,6520, ,SIGNATURE,DR,-85.7148099203,38.1542813442,2019/08/31 03:59:59+00,RST,Restaurant / Cafe,2011-04-29 10:52:00,40213,21,,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1219225.0,241613.0
1798,1635,32776,Alcoholic Beverage Annual,GARAGE BAR,700 E MARKET ST ,700,E,MARKET,ST,-85.7398182235,38.2531362693,2019/11/30 05:00:00+00,BAR,Bar,2011-06-30 09:56:00,40202,4,PHOENIX HILL,C2,RLD4,NQ2 Restaurant Liquor Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1212617.0,277723.0
1799,1636,32422,Alcoholic Beverage Annual,OUTBACK STEAKHOUSE #1813,6520 SIGNATURE DR ,6520, ,SIGNATURE,DR,-85.7148099203,38.1542813442,2019/08/31 03:59:59+00,RST,Restaurant / Cafe,2011-04-29 10:52:00,40213,21,,C2,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1219225.0,241613.0
1800,1637,3184,Alcoholic Beverage Annual,AUDUBON COUNTRY CLUB,3265 ROBIN RD ,3265, ,ROBIN,RD,-85.7289152577,38.1998607581,2019/02/28 05:00:00+00,CLB,Country Club,2004-02-16 12:37:00,40213,10,REMAINDER OF CITY,R1,PC,NQ3 Retail Drink (Private Club),ACTIVE,,Codes and Regulations,1215436.0,258274.0
1801,1638,15ABC1068,Alcoholic Beverage Annual,BUFFALO WILD WINGS,4917 OUTER LOOP ,4917, ,OUTER,LOOP,-85.6669434465,38.1383176369,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2015-05-29 11:48:37,40219,24,,C2,SD,Sunday Drink,ACTIVE,2015-05-29 11:48:37,Codes and Regulations,1232898.0,235585.0
1802,1639,15ABC1076,Alcoholic Beverage Annual,KROGER #339 LIQUOR STORE,2450 BARDSTOWN RD ,2450, ,BARDSTOWN,RD,-85.6865750285,38.2232996626,2019/07/31 03:59:59+00,LIQ,Liquor Store,2015-09-23 08:23:24,40205,8,BELKNAP,(C2),LP,Quota Retail Package,ACTIVE,2015-09-23 08:23:24,Codes and Regulations,1227735.0,266616.0
1803,1640,32476,Alcoholic Beverage Annual,JOY LIQUORS,1509 CRUMS LN ,1509, ,CRUMS,LN,-85.802137228,38.1896105664,2019/02/28 05:00:00+00,LIQ,Liquor Store,2011-05-16 10:38:00,40216,3,JACOBS,C2,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1194334.0,254888.0
1804,1641,15ABC1107,Alcoholic Beverage Annual,WALGREENS #05449,3600 FERN VALLEY RD ,3600, ,FERN VALLEY,RD,-85.6955295242,38.1566558199,2019/08/31 03:59:59+00,DRG,Drug Store,2015-07-29 17:23:41,40219,2,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2015-07-29 17:23:40,Codes and Regulations,1224782.0,242390.0
1805,1642,15ABC1108,Alcoholic Beverage Annual,WALGREENS #07315,13807 ENGLISH VILLA DR ,13807, ,ENGLISH VILLA,DR,-85.4954514679,38.2405554594,2019/08/31 03:59:59+00,DRG,Drug Store,2015-07-29 17:30:24,40245,20,,C1,LP,Quota Retail Package,ACTIVE,2015-07-29 17:30:24,Codes and Regulations,1282720.0,272100.0
1806,1643,32615,Alcoholic Beverage Annual,THIRD STREET DIVE,442 S 3RD ST ,442,S,3RD,ST,-85.755976019,38.2513361468,2019/11/30 05:00:00+00,BAR,Bar,2011-06-07 13:51:38,40202,4,CENTRAL BUSINESS DISTRICT,(C3),LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1207967.0,277143.0
1807,1644,32615,Alcoholic Beverage Annual,THIRD STREET DIVE,442 S 3RD ST ,442,S,3RD,ST,-85.755976019,38.2513361468,2019/11/30 05:00:00+00,BAR,Bar,2011-06-07 13:51:38,40202,4,CENTRAL BUSINESS DISTRICT,(C3),LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,,Codes and Regulations,1207967.0,277143.0
1808,1645,16ABC1041,Alcoholic Beverage Annual,JB's PIZZA BURGERS & BREWS,307 CENTRAL AVE ,307, ,CENTRAL,AVE,-85.7645519365,38.2051436838,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2016-04-12 15:25:14,40208,15,SOUTH LOUISVILLE,C2,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1205228.0,260364.0
1809,1646,32685,Alcoholic Beverage Annual,DERBY CITY PIZZA COMPANY #2,5603 GREENWOOD RD ,5603, ,GREENWOOD,RD,-85.8598099543,38.1447404773,2019/09/30 14:21:00+00,RST,Restaurant / Cafe,2011-07-06 09:06:00,40258,12,,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1177475.0,238835.0
1810,1647,32685,Alcoholic Beverage Annual,DERBY CITY PIZZA COMPANY #2,5603 GREENWOOD RD ,5603, ,GREENWOOD,RD,-85.8598099543,38.1447404773,2019/09/30 14:21:00+00,RST,Restaurant / Cafe,2011-07-06 09:06:00,40258,12,,C2,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1177475.0,238835.0
1811,1648,16ABC1094,Alcoholic Beverage Annual,WAYSIDE CHRISTIAN MISSION,432 E JEFFERSON ST ,432,E,JEFFERSON,ST,-85.7449806437,38.2521640024,2019/11/30 05:00:00+00,CAT,Catering,2016-06-20 09:20:06,40202,4,PHOENIX HILL,C2,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1211129.0,277393.0
1812,1649,20920,Alcoholic Beverage Annual,WEST GROCERY AND LIQUOR STORE,1001 W BROADWAY ,1001,W,BROADWAY, ,-85.7683975824,38.2476050211,2019/10/31 03:59:59+00,GRO,Grocery / Food Mart,2008-07-14 12:03:00,40203,4,RUSSELL,C2,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1204378.0,275843.0
1813,1650,16ABC1102,Alcoholic Beverage Annual,TOTAL WINE SPIRITS BEER & MORE,4320 SUMMIT PLAZA DR ,4320, ,SUMMIT PLAZA,DR,-85.5765868454,38.3097113811,2020/01/31 05:00:00+00,LIQ,Liquor Store,2016-09-19 13:18:35,40241,16,,C2,LD,Quota Retail Drink,ACTIVE,2016-09-19 13:18:35,Codes and Regulations,1259782.0,297607.0
1814,1861,14ABC1013,Alcoholic Beverage Annual,LIQUOR WORLD #2,5406 ANTLE DR 111,5406, ,ANTLE,DR,-85.6651143934,38.086304531,2020/01/31 05:00:00+00,LIQ,Liquor Store,2014-02-03 11:30:06,40229,13,,C1,LP2,Quota Retail Package (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1233133.0,216638.0
1815,1917,15ABC1078,Alcoholic Beverage Annual,GALAXIE,732 E MARKET ST ,732,E,MARKET,ST,-85.7387321422,38.2529935755,2019/11/30 05:00:00+00,BAR,Bar,2015-06-03 11:19:10,40202,4,PHOENIX HILL,C2,MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),INACTIVE,2015-06-03 11:19:09,Codes and Regulations,1212928.0,277666.0
1816,1862,14ABC1014,Alcoholic Beverage Annual,LIQUOR WORLD #1,2403 S SHELBY ST ,2403,S,SHELBY,ST,-85.7416855427,38.213993131,2020/01/31 05:00:00+00,LIQ,Liquor Store,2014-02-03 11:22:53,40217,10,SCHNITZELBURG,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1211850.0,263479.0
1817,1963,6877,Alcoholic Beverage Annual,AIR DEVILS INN,2802 TAYLORSVILLE RD ,2802, ,TAYLORSVILLE,RD,-85.6680119043,38.2225571497,2020/01/31 05:00:00+00,BAR,Bar,2004-11-05 08:53:00,40205,8,HAWTHORNE,C1,LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,,Codes and Regulations,1233063.0,266263.0
1818,1712,16727,Alcoholic Beverage Annual,BEVERAGE WAREHOUSE,3139 S 2ND ST ,3139,S,2ND,ST,-85.7615200323,38.2036202929,2019/05/31 03:59:59+00,LIQ,Liquor Store,2006-07-17 08:41:00,40208,15,WILDER PARK,EZ1,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1206090.0,259795.0
1819,1863,14ABC1014,Alcoholic Beverage Annual,LIQUOR WORLD #1,2403 S SHELBY ST ,2403,S,SHELBY,ST,-85.7416855427,38.213993131,2020/01/31 05:00:00+00,LIQ,Liquor Store,2014-02-03 11:22:53,40217,10,SCHNITZELBURG,C1,LP2,Quota Retail Package (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1211850.0,263479.0
1820,1918,15ABC1078,Alcoholic Beverage Annual,GALAXIE,732 E MARKET ST ,732,E,MARKET,ST,-85.7387321422,38.2529935755,2019/11/30 05:00:00+00,BAR,Bar,2015-06-03 11:19:10,40202,4,PHOENIX HILL,C2,SD,Sunday Drink,ACTIVE,2015-06-03 11:19:09,Codes and Regulations,1212928.0,277666.0
1821,1964,16ABC1140,Alcoholic Beverage Annual,GLEN OAKS GOLF & COUNTRY CLUB,10601 WORTHINGTON LN ,10601, ,WORTHINGTON,LN,-85.5544281664,38.3326860542,2020/02/28 05:00:00+00,GLF,Golf Course,2016-09-29 09:17:56,40059,16,,R4,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1266258.0,305882.0
1822,1765,6849,Alcoholic Beverage Annual,STEVIE RAY'S BLUES BAR,230 E MAIN ST ,230,E,MAIN,ST,-85.7487203811,38.2555023448,2019/11/30 05:00:00+00,BAR,Bar,2004-11-02 16:01:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1210075.0,278626.0
1823,1965,16ABC1141,Alcoholic Beverage Annual,SAMUEL CULBERTSON MANSION BED AND BREAKFAST,1432 S 3RD ST ,1432,S,3RD,ST,-85.760377519,38.2278581954,2019/05/31 03:59:59+00,HOT,Hotels,2016-09-23 14:39:02,40208,6,OLD LOUISVILLE,TNZD,PC,NQ3 Retail Drink (Private Club),ACTIVE,2016-09-23 14:39:02,Codes and Regulations,1206563.0,268615.0
1824,1864,33752,Alcoholic Beverage Annual,MARK'S FEED STORE,6501 BARDSTOWN RD ,6501, ,BARDSTOWN,RD,-85.587812174,38.1523412845,2019/07/31 03:59:59+00,RST,Restaurant / Cafe,2011-12-01 16:28:39,40291,22,,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1255729.0,240351.0
1825,1919,15ABC1142,Alcoholic Beverage Annual,ALOFT LOUISVILLE DOWNTOWN,102 W MAIN ST ,102,W,MAIN,ST,-85.7518449588,38.2558576863,2019/11/30 05:00:00+00,HOT,Hotels,2015-10-13 10:21:14,40202,4,CENTRAL BUSINESS DISTRICT,(C3),LP2,Quota Retail Package (12 AM - 2 AM),INACTIVE,2015-10-13 10:21:13,Codes and Regulations,1209180.0,278770.0
1826,1966,6877,Alcoholic Beverage Annual,AIR DEVILS INN,2802 TAYLORSVILLE RD ,2802, ,TAYLORSVILLE,RD,-85.6680119043,38.2225571497,2020/01/31 05:00:00+00,BAR,Bar,2004-11-05 08:53:00,40205,8,HAWTHORNE,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1233063.0,266263.0
1827,1766,6849,Alcoholic Beverage Annual,STEVIE RAY'S BLUES BAR,230 E MAIN ST ,230,E,MAIN,ST,-85.7487203811,38.2555023448,2019/11/30 05:00:00+00,BAR,Bar,2004-11-02 16:01:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1210075.0,278626.0
1828,1713,16740,Alcoholic Beverage Annual,FIESTA MEXICANA III,4507 BARDSTOWN RD ,4507, ,BARDSTOWN,RD,-85.6290821188,38.1832072665,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2006-07-31 13:19:00,40218,2,,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1244031.0,251765.0
1829,1865,5052,Alcoholic Beverage Annual,KROGER L-729,3616 BUECHEL BYP ,3616, ,BUECHEL,BYP,-85.6636002907,38.1981819553,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 09:37:50,40218,10,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1234194.0,257368.0
1830,1920,15ABC1151,Alcoholic Beverage Annual,BEVERAGE WAREHOUSE,3327 BARDSTOWN RD 101,3327, ,BARDSTOWN,RD,-85.6670159244,38.2070112235,2020/01/31 05:00:00+00,LIQ,Liquor Store,2015-12-17 10:39:34,40218,26,BON AIR,C2,MBCO,NQ Retail Malt Beverage Combo (Package and Drink),ACTIVE,2015-12-17 10:39:34,Codes and Regulations,1233262.0,260598.0
1831,1767,14ABC1168,Alcoholic Beverage Annual,LIQUOR WORLD #6,3303 BARBOUR LN ,3303, ,BARBOUR,LN,-85.6022663033,38.2961745283,2020/01/31 05:00:00+00,LIQ,Liquor Store,2014-11-10 14:08:58,40241,16,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1252342.0,292785.0
1832,1714,30769,Alcoholic Beverage Annual,DECCA,812 E MARKET ST ,812,E,MARKET,ST,-85.7374420955,38.2529248749,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2012-02-13 10:38:00,40206,4,PHOENIX HILL,CM,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1213298.0,277635.0
1833,1866,5052,Alcoholic Beverage Annual,KROGER L-729,3616 BUECHEL BYP ,3616, ,BUECHEL,BYP,-85.6636002907,38.1981819553,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-02 09:37:50,40218,10,,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1234194.0,257368.0
1834,1967,16ABC1143,Alcoholic Beverage Annual,MARCUS BROTHERS IMPORTS,200 DISTILLERY COMMONS 200,200, ,DISTILLERY COMMONS, ,-85.7226132174,38.2505641698,2019/09/30 03:59:59+00,DST,Distributor / Wholesaler,2016-09-29 16:39:12,40206,4,IRISH HILL,PD,WH,Wholesaler,ACTIVE,2016-09-29 16:39:12,Codes and Regulations,1217542.0,276707.0
1835,1768,15ABC1179,Alcoholic Beverage Annual,QUICK STOP LIQUORS,8116 BLUE LICK RD ,8116, ,BLUE LICK,RD,-85.6875158414,38.1325511351,2019/02/28 05:00:00+00,LIQ,Liquor Store,2015-11-06 10:11:47,40219,24,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,2015-11-06 10:11:47,Codes and Regulations,1226949.0,233577.0
1836,1921,5920,Alcoholic Beverage Annual,LOUISVILLE COUNTRY CLUB,25 MOCKINGBIRD VALLEY TRL ,25, ,MOCKINGBIRD VALLEY,TRL,-85.6771979467,38.2793877277,2019/09/30 03:59:59+00,CLB,Country Club,2004-08-25 16:43:00,40207,7,,R1,SBPC,NQ3 Supplemental Bar -(Private Club),ACTIVE,,Codes and Regulations,1230745.0,286997.0
1837,1769,15ABC1186,Alcoholic Beverage Annual,CIRCLE K  #3363,12415 TAYLORSVILLE RD ,12415, ,TAYLORSVILLE,RD,-85.5242793623,38.1877410907,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2015-11-17 09:48:45,40299,11,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,2015-11-17 09:48:45,Codes and Regulations,1274175.0,252982.0
1838,1867,36193,Alcoholic Beverage Annual,TEDDY BEAR BAR & GRILL,1148 GARVIN PL ,1148, ,GARVIN,PL,-85.7620831246,38.2355342246,2019/10/31 03:59:59+00,BAR,Bar,2012-10-29 13:50:00,40203,6,LIMERICK,TNZD,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1206119.0,271418.0
1839,1922,15ABC1157,Alcoholic Beverage Annual,WEST MAIN STREET LIQUOR,1901 W MAIN ST ,1901,W,MAIN,ST,-85.7814739465,38.259628221,2019/10/31 03:59:59+00,LIQ,Liquor Store,2015-10-26 12:20:44,40203,4,PORTLAND,C2,LP,Quota Retail Package,ACTIVE,2015-10-26 12:20:44,Codes and Regulations,1200696.0,280283.0
1840,1770,15ABC1191,Alcoholic Beverage Annual,THE HUB LOUISVILLE,2235 FRANKFORT AVE 101,2235, ,FRANKFORT,AVE,-85.7048096966,38.253690188,2019/09/30 03:59:59+00,BAR,Bar,2015-12-18 11:20:35,40206,9,CLIFTON,C2,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1222672.0,277764.0
1841,1715,6936,Alcoholic Beverage Annual,FERN & MOODY'S,3903 BARDSTOWN RD ,3903, ,BARDSTOWN,RD,-85.6534372738,38.1957862194,2020/01/31 05:00:00+00,LIQ,Liquor Store,2004-11-10 09:30:34,40218,10,,C1,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1237101.0,256451.0
1842,1968,6439,Alcoholic Beverage Annual,"DANIEL BOONE POST  NO. 1, AMVETS",1111 SWAN ST ,1111, ,SWAN,ST,-85.7368555423,38.2344822598,2019/10/31 03:59:59+00,PRI,Private Club,2004-10-04 10:15:00,40204,4,GERMANTOWN,C1,PC2,NQ3 Private Club  (12 am till 2 am),INACTIVE,,Codes and Regulations,1213358.0,270917.0
