OBJECTID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,SECLEVEL,FACTYPE,AGENCY,INMATE_MEN,INMATE_WOM,INMATE_JUV,INMATE_COE,CAPACITY,TOTALPOP,EMERPHONE,PERM_ID,GNIS_ID,PS
90,10171584,UNCLASSIFIED,JUNCTION CITY POLICE DEPARTMENT / MUNICIPAL JAIL,541-998-1245,672 GREENWOOD STREET, ,JUNCTION CITY,OR,97448,1626,LANE,41039,E SIDE OF GREENWOOD ST BETWEEN W 7TH AVE AND W 6TH AVE, , , ,2006/06/28 00:00:00+00,PHONE,2006/06/28 00:00:00+00,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),86648031,-123.2023381,44.2198266,NAVTEQ,2006Q3,ONENTITY,YES,TGS, , ,LOCAL, ,YES,YES,NO,YES,0,0, , , ,Y
91,10171586,UNCLASSIFIED,PORTLAND POLICE DEPARTMENT,503-823-0097,1111 SOUTHWEST 2ND AVENUE, ,PORTLAND,OR,97204,3232,MULTNOMAH,41051,NW SIDE OF SW 2ND AVE BETWEEN SW MADISON ST AND SW MAIN ST, , , ,2006/06/28 00:00:00+00,PHONE,2006/06/28 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21307952,-122.6764986,45.5151382,NAVTEQ,2006Q3,ONENTITY,YES,TGS, , ,LOCAL, ,YES,YES,NO,YES,0,0, , , ,Y
92,10448861,UNCLASSIFIED,MULTNOMAH COUNTY JUSTICE CENTER JAIL,503-988-3689,1120 SOUTHWEST 3RD AVENUE, ,PORTLAND,OR,97204,2828,MULTNOMAH,41051,"LOC ON THE SOUTHEAST SIDE OF SW 3RD ST, BETWEEN SW MAIN ST AND SW MADISON ST.", , , ,2008/02/11 00:00:00+00,PHONE,2008/02/26 00:00:00+00,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),21307887,-122.6766292,45.5151863,NAVTEQ,2006Q4,ONENTITY,YES,TGS, , , , , , , , ,0,0, , , ,N
93,10425593,UNCLASSIFIED,WASHINGTON COUNTY SHERIFFS OFFICE - EAST PRECINCT,503-846-5830,3700 SOUTHWEST MURRAY BOULEVARD, ,BEAVERTON,OR,97005,2355,WASHINGTON,41067,ON THE SOUTHWEST CORRNER OF SW MURRAY BLVD AND SW MILLIKAN WAY, , , ,2008/09/15 00:00:00+00,PHONE,2008/09/23 00:00:00+00,MANUAL,922120,SHERIFFS' OFFICES (EXCEPT COURT FUNCTIONS ONLY),21337561,-122.8254619,45.4933903,NAVTEQ,2008Q1,ONENTITY,YES,TGS,WASH_POL14A, , , , , , , ,0,0, , , ,Y
94,10425592,UNCLASSIFIED,KING CITY POLICE DEPARTMENT,503-620-8851,15300 SOUTHWEST 116TH AVENUE, ,KING CITY,OR,97224,2658,WASHINGTON,41067,ON THE SOUTHEAST CORNER OF SW 116TH AVE AND SW CROWN DR, , , ,2008/09/15 00:00:00+00,PHONE,2008/09/15 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21342954,-122.7951029,45.4089419,NAVTEQ,2008Q1,ONENTITY,YES,TGS,WASH_POL12A, , , , , , , ,0,0, , , ,Y
95,10425590,UNCLASSIFIED,TIGARD POLICE DEPARTMENT,503-639-6168,13125 SOUTHWEST HALL BOULEVARD, ,TIGARD,OR,97223,8144,WASHINGTON,41067,ON THE WEST SIDE OF SW HALL BLVD BETWEEN SW OMARA ST AND SW BURNHAM ST, , , ,2008/09/15 00:00:00+00,PHONE,2008/09/15 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),124504509,-122.7673813,45.4252104,NAVTEQ,2008Q1,ONENTITY,YES,TGS,WASH_POL06A, , , , , , , ,0,0, , , ,Y
96,10425588,UNCLASSIFIED,FOREST GROVE POLICE DEPARTMENT,503-992-3260,2102 PACIFIC AVENUE, ,FOREST GROVE,OR,97116,2446,WASHINGTON,41067,ON THE SOUTHEAST CORNER OF PACIFIC AVE AND ASH ST, , , ,2008/09/23 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21365966,-123.10995,45.5194,NAVTEQ,2008Q1,ONENTITY,YES,TGS,WASH_POL03A, , , , , , , ,0,0, , , ,Y
97,10425586,UNCLASSIFIED,HILLSBORO POLICE DEPARTMENT,503-681-6190,250 SOUTHEAST 10TH AVENUE, ,HILLSBORO,OR,97123,4238,WASHINGTON,41067,ON THE SOUTHEAST CORNER OF SE 10TH AVE AND SE WASHINGTON ST, , , ,2008/09/12 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21328105,-122.9732895,45.5208367,NAVTEQ,2008Q1,ONENTITY,YES,TGS,WASH_POL01A, , , , , , , ,0,0, , , ,Y
98,10425579,UNCLASSIFIED,MILTON FREEWATER POLICE DEPARTMENT,541-938-5511,722 SOUTH MAIN STREET, ,MILTON-FREEWATER,OR,97862,1430,UMATILLA,41059,NW CORNER OF SW 8TH AVE AND S MAIN ST, , , ,2008/09/15 00:00:00+00,PHONE,2008/09/15 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),121050892,-118.38572,45.9281105,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UMAT_POL07A, , , , , , , ,0,0, , , ,Y
99,10425578,UNCLASSIFIED,UMATILLA COUNTY SHERIFFS DEPARTMENT / UMATILLA COUNTY JAIL,541-966-3650,4700 NORTHWEST PIONEER PLACE, ,PENDLETON,OR,97801,9038,UMATILLA,41059,LOCATED 0.27 MI SOUTHEAST OF REITH RD ON THE SOUTHEAST END OF NW PIONEER PL., , , ,2008/02/13 00:00:00+00,PHONE,2009/02/11 00:00:00+00,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),109786056,-118.8432148,45.6736635,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UMAT_POL04A, , , , , , , ,0,0, , , ,Y
100,10425577,UNCLASSIFIED,TILLAMOOK COUNTY SHERIFFS OFFICE / TILLAMOOK COUNTY CORRECTIONAL FACILITY,503-842-2561,5995 LONG PRAIRIE ROAD, ,TILLAMOOK,OR,97141,9689,TILLAMOOK,41057,LOCATED .016 MI WEST OF BLIMP BLVD ON SOUTH SIDE OF LONG PRAIRIE RD, , , ,2008/02/14 00:00:00+00,PHONE,2008/02/14 00:00:00+00,MANUAL,922140,CORRECTIONAL INSTITUTIONS,120821450,-123.8046072,45.4248195,NAVTEQ,2006Q4,ONENTITY,YES,TGS,TILL_POL05A, , , , , , , ,0,0, , , ,Y
101,10425569,UNCLASSIFIED,MULTNOMAH COUNTY SHERIFFS OFFICE,503-255-3600,12240 NORTHEAST GLISAN STREET, ,PORTLAND,OR,97230,2117,MULTNOMAH,41051,ON THE SOUTHEAST CORNER OF NE GLISAN ST AND NE 122ND AVE, , , ,2008/09/15 00:00:00+00,PHONE,2008/09/15 00:00:00+00,MANUAL,922120,SHERIFFS' OFFICES (EXCEPT COURT FUNCTIONS ONLY),21292986,-122.5368407,45.5258896,NAVTEQ,2008Q1,ONENTITY,YES,TGS,MULT_POL13A, , , , , , , ,0,0, , , ,Y
102,10425566,UNCLASSIFIED,PORTLAND POLICE BUREAU - NORTHEAST PRECINCT,503-823-5700,449 NORTHEAST EMERSON STREET, ,PORTLAND,OR,97211,3209,MULTNOMAH,41051,LOC ON THE NORTHEAST CORNER OF NE EMERSON ST AND PACIFIC HWY E., , , ,2008/02/11 00:00:00+00,PHONE,2008/02/11 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21302387,-122.6608739,45.5622986,NAVTEQ,2006Q4,ONENTITY,YES,TGS,MULT_POL01A, , , , , , , ,0,0, , , ,Y
103,10425559,UNCLASSIFIED,WOODBURN POLICE DEPARTMENT,503-982-2345,1060 MOUNT HOOD AVENUE, ,WOODBURN,OR,97071,9059,MARION,41047, , , , ,2009/06/15 00:00:00+00,PHONE,2009/06/17 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),124459379,-122.8430865,45.1510571,NAVTEQ,2008Q1,ONENTITY,YES,TGS,MARI_POL16A, , , , , , , ,0,0, , , ,Y
104,10425554,UNCLASSIFIED,ONTARIO CITY POLICE DEPARTMENT,541-889-7266,444 SOUTHWEST 4TH STREET, ,ONTARIO,OR,97914,3401,MALHEUR,41045,ON THE SOUTHEAST CORNER OF SW 4TH ST AND SW 4TH AVE, , , ,2008/09/18 00:00:00+00,PHONE,2008/09/22 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),86653307,-116.9688329,44.023432,NAVTEQ,2008Q1,ONENTITY,YES,TGS,MALH_POL02A, , , , , , , ,0,0, , , ,Y
105,10425548,UNCLASSIFIED,LEBANON POLICE DEPARTMENT,541-451-1751,40 EAST MAPLE STREET, ,LEBANON,OR,97355,3218,LINN,41043,ON THE SOUTH SIDE OF WEST MAPLE STREET BETWEEN SOUTH MAIN STREET AND SOUTH PARK STREET, , , ,2008/09/12 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),86597239,-122.90644,44.5371709,NAVTEQ,2008Q1,ONENTITY,YES,TGS,LINN_POL05A, , , , , , , ,0,0, , , ,Y
106,10425545,UNCLASSIFIED,NEWPORT POLICE DEPARTMENT,541-574-3348,169 SOUTHWEST COAST HIGHWAY, ,NEWPORT,OR,97365,3806,LINCOLN,41041,ON THE SOUTHEAST SIDE OF US 101 BETWEEN SW ANGLE STREET AND SW PINE STREET, , , ,2008/09/12 00:00:00+00,PHONE,2008/09/16 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),121088982,-124.0533471,44.6343625,NAVTEQ,2008Q1,ONENTITY,YES,TGS,LINC_POL04A, , , , , , , ,0,0, , , ,Y
107,10425544,UNCLASSIFIED,LINCOLN COUNTY SHERIFFS OFFICE,541-265-4277,225 WEST OLIVE STREET, ,NEWPORT,OR,97365,3811,LINCOLN,41041,ON THE SOUTH SIDE OF WEST OLIVE STREET BETWEEN SOUTHWEST NYE STREET AND US-101, , , ,2008/09/12 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,SHERIFFS' OFFICES (EXCEPT COURT FUNCTIONS ONLY),86573906,-124.05486,44.63621,NAVTEQ,2008Q1,ONENTITY,NO,TGS,LINC_POL02A, , , , , , , ,0,0, , , ,Y
108,10425536,UNCLASSIFIED,LAKE COUNTY SHERIFFS DEPARTMENT / LAKE COUNTY JAIL,541-947-6956,513 CENTER STREET, ,LAKEVIEW,OR,97630,1539,LAKE,41037,LOCATED ON THE SW CORNER OF S E ST AND CENTER ST., , , ,2008/02/25 00:00:00+00,PHONE,2008/02/25 00:00:00+00,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),86888446,-120.3452121,42.1890154,NAVTEQ,2006Q4,ONENTITY,YES,TGS,LAKE_POL02A, , , , , , , ,0,0, , , ,Y
109,10425516,UNCLASSIFIED,DOUGLAS COUNTY SHERIFFS OFFICE / DOUGLAS COUNTY JAIL,541-440-4450,1036 SOUTHEAST DOUGLAS AVENUE, ,ROSEBURG,OR,97470,3317,DOUGLAS,41019,LOC ON THE NE CORNER OF SE DOUGLAS AVE AND SE MAIN ST, , , ,2008/02/06 00:00:00+00,PHONE,2008/02/06 00:00:00+00,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),86781673,-123.3407951,43.2111989,NAVTEQ,2006Q4,ONENTITY,YES,TGS,DOUG_POL10A, , , , , , , ,0,0, , , ,Y
110,10425514,UNCLASSIFIED,REEDSPORT POLICE DEPARTMENT,541-271-2100,146 NORTH 4TH STREET, ,REEDSPORT,OR,97467,1404,DOUGLAS,41019,LOCATED ON THE WEST CORNER OF NORTH 4TH STREET AND WINCHESTER AVENUE., , , ,2008/09/12 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),86721597,-124.09687,43.7017882,NAVTEQ,2008Q1,ONENTITY,YES,TGS,DOUG_POL08A, , , , , , , ,0,0, , , ,Y
111,10425513,UNCLASSIFIED,SUTHERLIN POLICE DEPARTMENT,541-459-2211,126 EAST CENTRAL AVENUE, ,SUTHERLIN,OR,97479,9556,DOUGLAS,41019,LOCATED ON THE SOUTHWEST CORNER OF EAST CENTRAL AVENUE AND SOUTH UMPQUA STREET., , , ,2008/09/12 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21189802,-123.312,43.3900518,NAVTEQ,2008Q1,ONENTITY,YES,TGS,DOUG_POL07A, , , , , , , ,0,0, , , ,Y
112,10425509,UNCLASSIFIED,DOUGLAS COUNTY SHERIFFS OFFICE - REEDPORT SUBSTATION,541-271-4802,680 FIR AVENUE, ,REEDSPORT,OR,97467,1431,DOUGLAS,41019,LOC ON THE SE SIDE OF FIR AVE BEWTEEN N 7TH ST AND N 6TH ST, , , ,2008/02/06 00:00:00+00,PHONE,2008/02/06 00:00:00+00,MANUAL,922120,SHERIFFS' OFFICES (EXCEPT COURT FUNCTIONS ONLY),120826141,-124.1004969,43.7011634,NAVTEQ,2006Q4,ONENTITY,YES,TGS,DOUG_POL01A, , , , , , , ,0,0, , , ,Y
113,10425504,UNCLASSIFIED,CURRY COUNTY SHERIFFS OFFICE / CURRY COUNTY JAIL,541-247-3242,29821 ELLENSBURG AVENUE, ,GOLD BEACH,OR,97444, ,CURRY,41015,LOC ON THE SE SIDE ELLENSBURG AVE BETWEEN MOORE ST AND GAUNTLETT ST, , , ,2008/02/06 00:00:00+00,PHONE,2008/02/06 00:00:00+00,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),87461086,-124.418947,42.4167355,NAVTEQ,2006Q4,ONENTITY,YES,TGS,CURR_POL06A, , , , , , , ,0,0, , , ,Y
114,10425501,UNCLASSIFIED,BROOKINGS POLICE AND FIRE RESCUE,541-469-3118,898 ELK DRIVE, ,BROOKINGS,OR,97415,9648,CURRY,41015,LOCATED ON THE NORTHEAST CORNER OF ELK DRIVE AND 5TH STREET., , , ,2008/09/12 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,"POLICE AND FIRE DEPARTMENTS, COMBINED",121099760,-124.2874369,42.0553782,NAVTEQ,2008Q1,ONENTITY,YES,TGS,CURR_POL02A, , , , , , , ,0,0, , , ,Y
115,10425488,UNCLASSIFIED,SCAPPOOSE POLICE DEPARTMENT,503-543-3114,33568 EAST COLUMBIA AVENUE, ,SCAPPOOSE,OR,97056,3423,COLUMBIA,41009,ON THE SOUTH SIDE OF E COLUMBIA AVE BETWEEN N 1ST ST AND SE 2ND ST, , , ,2008/09/26 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21344572,-122.87672,45.7574121,NAVTEQ,2008Q1,ONENTITY,YES,TGS,COLU_POL01A, , , , , , , ,0,0, , , ,Y
116,10425480,UNCLASSIFIED,CLACKAMAS COUNTY SHERIFFS OFFICE NORTH STATION,503-722-6790,12800 SOUTHEAST 82ND AVENUE, ,CLACKAMAS,OR,97015,7785,CLACKAMAS,41005,NORTH SIDE OF T INTERSECTION OF SE SUNNYBROOK BLVD AND SE 84TH AVE, , , ,2008/02/15 00:00:00+00,PHONE,2008/02/15 00:00:00+00,MANUAL,922120,SHERIFFS' OFFICES (EXCEPT COURT FUNCTIONS ONLY),21321551,-122.5768926,45.4308595,NAVTEQ,2006Q4,ONENTITY,YES,TGS,CLAC_POL04A, , , , , , , ,0,0, , , ,Y
117,10425474,UNCLASSIFIED,OREGON STATE POLICE - BAKER CITY,541-523-5867,39155 POCAHONTAS ROAD, ,BAKER CITY,OR,97814,8493,BAKER,41001,NW CORNER OF POCAHONTAS RD AND US HWY 30., , , ,2008/09/29 00:00:00+00,PHONE,2008/09/29 00:00:00+00,MANUAL,922120,STATE POLICE,87426854,-117.8446069,44.7965066,NAVTEQ,2008Q1,ONENTITY,YES,TGS,BAKE_POL01A, , , , , , , ,0,0, , , ,Y
118,10425471,UNCLASSIFIED,JEFFERSON COUNTY SHERIFFS DEPARTMENT / JEFFERSON COUNTY JAIL,541-475-6520,675 NORTHWEST CHERRY LANE, ,MADRAS,OR,97741,9409,JEFFERSON,41031,LOC ON THE SOUTHEAST CORNER OF CHERRY LN AND DEMERS ST., , , ,2008/02/06 00:00:00+00,PHONE,2008/02/06 00:00:00+00,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),86566106,-121.1471595,44.6637734,NAVTEQ,2006Q4,ONENTITY,YES,TGS,JEFF_POL04A, , , , , , , ,0,0, , , ,Y
119,10425469,UNCLASSIFIED,CLATSOP COUNTY SHERIFFS DEPARTMENT / CLATSOP COUNTY JAIL,503-325-8635,355 7TH STREET, ,ASTORIA,OR,97103,4533,CLATSOP,41007,ON THE WEST SIDE OF 7TH ST BETWEEN COMMERCIAL ST AND DUANE ST, , , ,2008/09/15 00:00:00+00,PHONE,2008/09/15 00:00:00+00,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),86370917,-123.83634,46.1886717,NAVTEQ,2008Q1,ONENTITY,YES,TGS,CLAT_POL04A, , , , , , , ,0,0, , , ,Y
120,10425466,UNCLASSIFIED,TUALATIN POLICE DEPARTMENT,503-691-4800,8650 SOUTHWEST TUALATIN ROAD, ,TUALATIN,OR,97062,9480,WASHINGTON,41067,ON THE SOUTH SIDE OF SW TUALATIN RD BETWEEN SW SWEEK DR AND SW 86TH AVE, , , ,2008/09/15 00:00:00+00,PHONE,2008/09/15 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),109799242,-122.7657739,45.3861541,NAVTEQ,2008Q1,ONENTITY,YES,TGS,WASH_POL18A, , , , , , , ,0,0, , , ,Y
121,10425465,UNCLASSIFIED,CORNELIUS POLICE DEPARTMENT,503-359-1881,1311 NORTH BARLOW STREET, ,CORNELIUS,OR,97113,8912,WASHINGTON,41067,ON THE EAST SIDE T INTERSECTION OF N BARLOW AND N 13TH AVE, , , ,2008/09/12 00:00:00+00,PHONE,2008/09/23 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21365889,-123.0555077,45.5219845,NAVTEQ,2008Q1,ONENTITY,YES,TGS,WASH_POL04A, , , , , , , ,0,0, , , ,Y
122,10425464,UNCLASSIFIED,MOUNT ANGEL POLICE DEPARTMENT,503-845-9294,5 GARFIELD STREET, ,MOUNT ANGEL,OR,97362,9800,MARION,41047,"LOC ON THE EAST SIDE OF GARFIELD ST, BETWEEN E CHURCH ST AND E CHARLES ST.", , , ,2008/02/07 00:00:00+00,PHONE,2008/02/07 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),31350007,-122.7981636,45.0676913,NAVTEQ,2006Q4,ONENTITY,YES,TGS,MARI_POL12A, , , , , , , ,0,0, , , ,Y
123,10425460,UNCLASSIFIED,CANBY POLICE DEPARTMENT,503-266-1104,122 NORTH HOLLY STREET, ,CANBY,OR,97013,3730,CLACKAMAS,41005,SE SIDE OF N HOLLY ST BETWEEN NW 1ST AVE AND NW 2ND AVE., , , ,2008/09/12 00:00:00+00,PHONE,2008/09/26 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21346947,-122.6937995,45.2627508,NAVTEQ,2008Q1,ONENTITY,YES,TGS,CLAC_POL08A, , , , , , , ,0,0, , , ,Y
124,10425453,UNCLASSIFIED,BEND POLICE DEPARTMENT,541-322-2960,555 NORTHEAST 15TH STREET, ,BEND,OR,97701,4400,DESCHUTES,41017,LOCATED ON THE SOUTHWEST CORNER OF NORTHEAST 15TH STREET AND US 20., , , ,2008/09/12 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),121743556,-121.2846605,44.0559832,NAVTEQ,2008Q1,ONENTITY,YES,TGS,DESC_POL07A, , , , , , , ,0,0, , , ,Y
125,10425439,UNCLASSIFIED,PORTLAND POLICE BUREAU - NORTH PRECINCT,503-823-2120,7214 NORTH PHILADELPHIA AVENUE, ,PORTLAND,OR,97203,4843,MULTNOMAH,41051,LOCATED ON THE SOUTHEAST CORNER OF N PHILADELPHIA AVE AND N SYRACUSE ST., , , ,2008/02/21 00:00:00+00,PHONE,2008/02/26 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21382644,-122.7559056,45.5890055,NAVTEQ,2006Q4,ONENTITY,YES,TGS,MULT_POL07A, , , , , , , ,0,0, , , ,Y
126,10425438,UNCLASSIFIED,KEIZER POLICE DEPARTMENT,503-390-3713,930 CHEMAWA ROAD NORTHEAST, ,KEIZER,OR,97303,3716,MARION,41047,"LOC ON THE EAST SIDE OF BAILEY RD NE, .09 MILES SOUTH OF CHEMAWA RD NE.", , , ,2008/02/07 00:00:00+00,PHONE,2008/02/07 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21369230,-123.0203749,44.9955138,NAVTEQ,2006Q4,ONENTITY,YES,TGS,MARI_POL29A, , , , , , , ,0,0, , , ,Y
127,10425435,UNCLASSIFIED,WALLOWA COUNTY SHERIFFS DEPARTMENT,541-426-3131,104 WEST GREENWOOD STREET, ,ENTERPRISE,OR,97828,1231,WALLOWA,41063,LOCATED ON SOUTHEAST CORNER OF W GREENWOOD ST AND SW 1ST STREET, , , ,2008/02/13 00:00:00+00,PHONE,2008/03/03 00:00:00+00,MANUAL,922120,SHERIFFS' OFFICES (EXCEPT COURT FUNCTIONS ONLY),86437946,-117.2785709,45.4243454,NAVTEQ,2006Q4,ONENTITY,YES,TGS,WALL_POL05A, , , , , , , ,0,0, , , ,Y
128,10425432,UNCLASSIFIED,ASTORIA POLICE DEPARTMENT,503-338-6411,555 30TH STREET, ,ASTORIA,OR,97103,2801,CLATSOP,41007,ON THE EAST SIDE OF 30TH ST .5 MILES NORTH OF MARINE DR, , , ,2008/09/12 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),86370693,-123.81157,46.190904,NAVTEQ,2008Q1,ONENTITY,YES,TGS,CLAT_POL01A, , , , , , , ,0,0, , , ,Y
129,10425431,UNCLASSIFIED,PORTLAND POLICE BUREAU - SOUTHEAST PRECINCT,503-823-2143,4735 EAST BURNSIDE STREET, ,PORTLAND,OR,97215,1144,MULTNOMAH,41051,LOC ON THE NORTHEAST CORNER OF SOUTHEAST BURNSIDE ST AND NE 47TH AVE., , , ,2008/02/11 00:00:00+00,PHONE,2008/02/11 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21293224,-122.6139569,45.5233711,NAVTEQ,2006Q4,ONENTITY,YES,TGS,MULT_POL03A, , , , , , , ,0,0, , , ,Y
130,10425430,UNCLASSIFIED,BAKER COUNTY SHERIFFS OFFICE,541-523-6415,3410 K STREET, ,BAKER CITY,OR,97814,1351,BAKER,41001,ON NE CORNER OF K ST AND 17TH ST., , , ,2008/09/12 00:00:00+00,PHONE,2008/09/12 00:00:00+00,MANUAL,922120,SHERIFFS' OFFICES (EXCEPT COURT FUNCTIONS ONLY),86532902,-117.8486786,44.7920749,NAVTEQ,2008Q1,ONENTITY,YES,TGS,BAKE_POL02A, , , , , , , ,0,0, , , ,Y
131,10425596,UNCLASSIFIED,SHERWOOD POLICE DEPARTMENT,503-625-5523,20495 SOUTHWEST BORCHERS DRIVE, ,SHERWOOD,OR,97140,8760,WASHINGTON,41067,ON THE NORTHWEST CORNER OF SW EDY RD AND SW BORCHERS DR, , , ,2008/09/15 00:00:00+00,PHONE,2008/09/15 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),21367410,-122.8499168,45.3682835,NAVTEQ,2008Q1,ONENTITY,YES,TGS,WASH_POL17A, , , , , , , ,0,0, , , ,Y
132,10171581,UNCLASSIFIED,CANNON BEACH POLICE DEPARTMENT,503-436-2811,163 EAST GOWER STREET, ,CANNON BEACH,OR,97110, ,CLATSOP,41007,LOCATED ON E GOWER ST S SIDE BETWEEN EVERGREEN ST AND S SPRUCE ST., , , ,2006/06/27 00:00:00+00,PHONE,2006/06/27 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),86396523,-123.9609338,45.8897024,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, , ,LOCAL, ,YES,YES,NO,YES,0,0, , , ,Y
133,10425947,UNCLASSIFIED,BENTON COUNTY CORRECTIONAL FACILITY,541-766-6866,190 NORTHWEST 4TH STREET, ,CORVALLIS,OR,97330,4704,BENTON,41003,LOCATED ON NORTHWEST SIDE OF NW 4TH STREET BETWEEN NW JACKSON AVE AND NW MONROE AVE., , , ,2008/02/11 00:00:00+00,PHONE,2008/02/11 00:00:00+00,MANUAL,922140,CORRECTIONAL INSTITUTIONS,87428889,-123.2620145,44.5653784,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, , , , , , , , ,0,0, , , ,Y
134,10171587,UNCLASSIFIED,SPRINGFIELD POLICE DEPARTMENT,541-726-3714,344 A STREET, ,SPRINGFIELD,OR,97477,4604,LANE,41039,N SIDE OF A ST BETWEEN PIONEER PKY E AND 4TH ST, , , ,2006/06/28 00:00:00+00,PHONE,2006/06/28 00:00:00+00,MANUAL,922120,POLICE DEPARTMENTS (EXCEPT AMERICAN INDIAN OR ALASKA NATIVE),37687778,-123.0214379,44.0473248,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, , ,LOCAL, ,YES,YES,NO,YES,0,0, , , ,Y
135,11599479,UNCLASSIFIED,DESCHUTES COUNTY JAIL,541-388-6661,63333 WEST UNITED STATES HIGHWAY 20, ,BEND,OR,97701, ,DESCHUTES,41017, , , , ,2009/10/22 00:00:00+00,PHONE,2009/10/22 00:00:00+00,MANUAL,922140,JAILS (EXCEPT PRIVATE OPERATION OF),124467971,-121.3064807,44.1003592,NAVTEQ,2008Q1,ONENTITY,YES,TGS, , , , , , , , ,0,0, , , ,N
