OBJECTID,AV_LEGEND,CLASS,ACREAGE,SOURCE,SHAPE_Length,SHAPE_Area
1479,Upland,0,0.361, ,450.400847528052,15736.4294265192
1480,Tidal Wetland,111,59.665,OLISP 1995 Air Photos,14448.276996515,2599016.26023382
1481,Tidal Wetland,111,7.441,OLISP 1995 Air Photos,4880.39145719417,324142.171861232
1482,Tidal Wetland,111,1.175,OLISP 1995 Air Photos,1279.27780290251,51182.7120706381
1483,Tidal Wetland,111,0.235,OLISP 1995 Air Photos,536.773752796905,10232.1099693689
1484,Tidal Wetland,111,0.026,OLISP 1995 Air Photos,169.011906212796,1132.35625009811
1485,Tidal Wetland,111,0.632,OLISP 1995 Air Photos,661.478504108731,27511.2142907839
1486,Tidal Wetland,111,0.064,OLISP 1995 Air Photos,264.570081923515,2788.81307353189
1487,Tidal Wetland,111,0.764,OLISP 1995 Air Photos,754.814001225152,33293.4152437003
1488,Tidal Wetland,111,0.676,OLISP 1995 Air Photos,1059.95489018866,29463.4459692119
1489,Tidal Wetland,111,2.99,OLISP 1995 Air Photos,2461.30065580822,130229.801701229
1490,Tidal Wetland,111,0.476,OLISP 1995 Air Photos,1515.76499611646,20734.3087738505
1491,Tidal Wetland,111,2.833,OLISP 1995 Air Photos,1703.16405738411,123397.130291589
1492,Tidal Wetland,111,0.653,OLISP 1995 Air Photos,800.068184324312,28425.7931374187
1493,Tidal Wetland,111,0.812,OLISP 1995 Air Photos,851.590754626322,35375.6700640274
1494,Tidal Wetland,111,0.046,OLISP 1995 Air Photos,206.289028642547,1996.12659169065
1495,Tidal Wetland,111,5.513,OLISP 1995 Air Photos,3789.91782559348,240142.801175256
1496,Tidal Wetland,111,1.024,OLISP 1995 Air Photos,1401.59913153695,44605.9602121422
1497,Upland,0,1.459, ,960.369863179296,63560.0712586538
1498,Tidal Wetland,111,0.06,OLISP 1995 Air Photos,249.963606748452,2628.12994860923
1499,Upland,0,0.648, ,699.739287503208,28213.9329738336
1500,Tidal Wetland,111,1.42,OLISP 1995 Air Photos,1008.72386312061,61842.2074720788
1501,Tidal Wetland,111,6.937,OLISP 1995 Air Photos,3474.54550222179,302171.247836687
1502,Tidal Wetland,111,0.035,OLISP 1995 Air Photos,161.39873075879,1532.52032178624
1503,Tidal Wetland,111,46.1,OLISP 1995 Air Photos,12165.6126975706,2008095.42915452
1504,Tidal Wetland,111,1.545,OLISP 1995 Air Photos,1254.34703654117,67286.4279652146
1505,Tidal Wetland,111,54.463,OLISP 1995 Air Photos,15929.2312681316,2372402.03201098
1506,Tidal Wetland,111,0.488,OLISP 1995 Air Photos,771.51971734874,21252.697202609
1507,Tidal Wetland,111,0.534,OLISP 1995 Air Photos,926.488507833665,23257.459842387
1508,Tidal Wetland,111,126.714,OLISP 1995 Air Photos,22640.4989149117,5519664.39976669
1509,Tidal Wetland,111,1.158,OLISP 1995 Air Photos,1083.8404064926,50449.6954497647
1510,Tidal Wetland,111,0.62,OLISP 1995 Air Photos,1022.176955369,27021.2276057291
1511,Tidal Wetland,111,12.727,OLISP 1995 Air Photos,5452.12877275651,554374.66232308
1512,Tidal Wetland,111,1.634,OLISP 1995 Air Photos,2247.91666197699,71187.0829177728
1513,Tidal Wetland,111,45.833,OLISP 1995 Air Photos,12664.9598595906,1996486.65358862
1514,Tidal Wetland,111,1.945,OLISP 1995 Air Photos,2079.59663333322,84738.1754980477
1515,Tidal Wetland,111,5.674,OLISP 1995 Air Photos,3043.76654623852,247142.199819595
1516,Tidal Wetland,111,375.3,OLISP 1995 Air Photos,57005.9515713277,16348085.4645993
1517,Tidal Wetland,111,28.413,OLISP 1995 Air Photos,7677.5573237184,1237666.98711013
1518,Tidal Wetland,111,0.488,OLISP 1995 Air Photos,660.004707035091,21275.7624566074
1519,Tidal Wetland,111,0.147,OLISP 1995 Air Photos,753.94277207783,6399.40480646818
1520,Tidal Wetland,111,0.046,OLISP 1995 Air Photos,385.544188708196,2000.84846925459
1521,Tidal Wetland,111,1.558,OLISP 1995 Air Photos,992.235106265873,67866.1177242303
1522,Tidal Wetland,111,24.041,OLISP 1995 Air Photos,8951.75592519152,1047210.11236375
1523,Tidal Wetland,111,0.11,OLISP 1995 Air Photos,298.580716614533,4772.37119204664
1524,Tidal Wetland,111,0.954,OLISP 1995 Air Photos,1154.89575732363,41549.8144217096
1525,Upland,0,0.346, ,442.360842672439,15064.9103308034
1526,Tidal Wetland,111,0.408,OLISP 1995 Air Photos,595.14275759473,17773.0321010494
1527,Upland,0,0.096, ,234.280035754127,4161.95358841397
1528,Tidal Wetland,111,48.239,OLISP 1995 Air Photos,16947.2979483082,2101311.68334148
1529,Tidal Wetland,111,0.03,OLISP 1995 Air Photos,146.135479643917,1322.2400204521
1530,Tidal Wetland,111,5.404,OLISP 1995 Air Photos,3029.09570942311,235377.590774818
1531,Tidal Wetland,111,1.152,OLISP 1995 Air Photos,1170.06904682939,50177.7552378161
1532,Tidal Wetland,111,2.12,OLISP 1995 Air Photos,1337.73148927439,92362.5930347413
1533,Tidal Wetland,111,2.594,OLISP 1995 Air Photos,2161.26425834852,112983.035743481
1534,Tidal Wetland,111,26.2,OLISP 1995 Air Photos,9825.30546101699,1141255.56490759
1535,Upland,0,0.134, ,283.141432776352,5838.58648252996
1536,Tidal Wetland,111,0.247,OLISP 1995 Air Photos,638.483150303795,10745.7294179141
1537,Upland,0,0.245, ,635.691377928015,10688.3491016834
1538,Upland,0,0.183, ,642.565303593532,7991.52022576759
1539,Tidal Wetland,111,11.884,OLISP 1995 Air Photos,3910.07256375242,517656.38804335
1540,Tidal Wetland,111,0.323,OLISP 1995 Air Photos,453.953300094498,14055.4489461683
1541,Tidal Wetland,111,0.073,OLISP 1995 Air Photos,337.920509225506,3174.38338188545
1542,Tidal Wetland,111,0.551,OLISP 1995 Air Photos,1363.93108596425,23993.7234043025
1543,Tidal Wetland,111,1.052,OLISP 1995 Air Photos,1531.60226231901,45822.8327997949
1544,Tidal Wetland,111,0.321,OLISP 1995 Air Photos,559.455707550709,13985.8122997632
1545,Upland,0,0.031, ,136.96814009012,1329.10145978662
1546,Tidal Wetland,111,13.736,OLISP 1995 Air Photos,5103.85861886997,598360.970633097
1547,Tidal Wetland,111,0.126,OLISP 1995 Air Photos,321.075856973461,5487.80451317899
1548,Tidal Wetland,111,114.927,OLISP 1995 Air Photos,17273.1455896374,5006212.37726005
1549,Tidal Wetland,111,0.175,OLISP 1995 Air Photos,571.818876316843,7622.89690925457
1550,Upland,0,0.157, ,364.724753254884,6854.76001807334
1551,Tidal Wetland,111,23.592,OLISP 1995 Air Photos,7861.25087438904,1027683.81668752
1552,Upland,0,0.444, ,526.187050677222,19348.9868464973
1553,Upland,0,0.189, ,397.708203336153,8239.02067530781
1554,Tidal Wetland,111,48.293,OLISP 1995 Air Photos,11322.5713546224,2103641.41241264
1555,Upland,0,1.185, ,1134.39043461617,51613.0350676014
1556,Tidal Wetland,111,1.412,OLISP 1995 Air Photos,927.5911338465,61525.3227436573
1557,Tidal Wetland,111,0.794,OLISP 1995 Air Photos,1511.69854742442,34604.5875071678
1558,Tidal Wetland,111,0.527,OLISP 1995 Air Photos,789.762107421733,22971.8007014685
1559,Tidal Wetland,111,0.462,OLISP 1995 Air Photos,1794.63682374616,20137.370459989
1560,Upland,0,1.262, ,1000.09169122427,54984.4953926477
1561,Tidal Wetland,111,0.725,OLISP 1995 Air Photos,897.873836580828,31584.1128063469
1562,Tidal Wetland,111,0.052,OLISP 1995 Air Photos,184.428942618605,2261.50720961084
1563,Tidal Wetland,111,4.306,OLISP 1995 Air Photos,3656.74086542943,187549.891690019
1564,Tidal Wetland,111,0.128,OLISP 1995 Air Photos,536.416362208686,5562.58592592692
1565,Tidal Wetland,111,0.1,OLISP 1995 Air Photos,349.962127031908,4364.49212809435
1566,Upland,0,0.168, ,316.777028720641,7329.48494334567
1567,Upland,0,0.438, ,582.863727109192,19070.4953581511
1568,Tidal Wetland,111,12.727,OLISP 1995 Air Photos,4569.2965923497,554383.630969325
1569,Tidal Wetland,111,1.539,OLISP 1995 Air Photos,2015.82757648871,67019.5820805323
1570,Tidal Wetland,111,5.396,OLISP 1995 Air Photos,2850.68849523366,235032.796432047
1571,Tidal Wetland,111,15.638,OLISP 1995 Air Photos,4203.67668028131,681183.225986545
1572,Tidal Wetland,111,20.137,OLISP 1995 Air Photos,10332.5478302076,877166.555451887
1573,Tidal Wetland,111,4.297,OLISP 1995 Air Photos,4496.52504537131,187156.018075884
1574,Tidal Wetland,111,0.087,OLISP 1995 Air Photos,261.210446799728,3800.25486853531
1575,Upland,0,1.036, ,927.906183184126,45128.7335792639
1576,Upland,0,0.562, ,573.331621472909,24494.9140618577
1577,Tidal Wetland,111,0.083,OLISP 1995 Air Photos,392.776782046155,3603.2295123844
1578,Tidal Wetland,111,0.077,OLISP 1995 Air Photos,220.566305761442,3337.44271293355
1579,Tidal Wetland,111,6.956,OLISP 1995 Air Photos,3991.86205843425,303020.919413705
1580,Upland,0,0.245, ,379.526051795034,10684.9520365124
1581,Upland,0,0.206, ,582.458839521707,8955.51301202202
1582,Tidal Wetland,111,0.521,OLISP 1995 Air Photos,610.06017391227,22706.6942367326
1583,Tidal Wetland,111,0.087,OLISP 1995 Air Photos,327.924365356555,3795.72866060038
1584,Tidal Wetland,111,1.662,OLISP 1995 Air Photos,2562.12831534063,72388.6162237191
1585,Tidal Wetland,111,6.52,OLISP 1995 Air Photos,4244.11870385578,284009.821205558
1586,Tidal Wetland,111,37.628,OLISP 1995 Air Photos,16894.1420961994,1639082.42093904
1587,Tidal Wetland,111,1.138,OLISP 1995 Air Photos,1065.83244840408,49590.9227992108
1588,Tidal Wetland,111,26.33,OLISP 1995 Air Photos,10540.9198042944,1146923.65709774
1589,Tidal Wetland,111,2.084,OLISP 1995 Air Photos,1769.50729411273,90798.9823167806
1590,Tidal Wetland,111,1.297,OLISP 1995 Air Photos,3023.82489502711,56509.1046540208
1591,Tidal Wetland,111,5.606,OLISP 1995 Air Photos,2724.89955593643,244205.871102081
1592,Tidal Wetland,111,25.135,OLISP 1995 Air Photos,9550.57843366193,1094899.98850127
1593,Tidal Wetland,111,1.075,OLISP 1995 Air Photos,1027.90136088246,46823.7453812443
1594,Tidal Wetland,111,0.375,OLISP 1995 Air Photos,629.652369592711,16329.3815473012
1595,Tidal Wetland,111,0.409,OLISP 1995 Air Photos,631.184656457797,17829.3017652866
1596,Tidal Wetland,111,3.081,OLISP 1995 Air Photos,1569.22022860501,134191.702362081
1597,Tidal Wetland,111,0.955,OLISP 1995 Air Photos,1636.34957992844,41615.8179758615
1598,Tidal Wetland,111,0.06,OLISP 1995 Air Photos,285.150968266094,2614.90317291722
1599,Tidal Wetland,111,0.34,OLISP 1995 Air Photos,505.686220681312,14811.5466522903
1600,Tidal Wetland,111,3.226,OLISP 1995 Air Photos,1852.32976825275,140511.890372338
1601,Tidal Wetland,111,0.032,OLISP 1995 Air Photos,210.068295715101,1385.3048263271
1602,Upland,0,0.123, ,271.152176018564,5358.12388259624
1603,Tidal Wetland,111,0.115,OLISP 1995 Air Photos,643.86702791237,5014.3560441728
1604,Tidal Wetland,111,0.058,OLISP 1995 Air Photos,406.07334858251,2535.55747333026
1605,Tidal Wetland,111,17.474,OLISP 1995 Air Photos,5784.01452976807,761177.549331473
1606,Upland,0,0.746, ,685.695925812921,32517.2608285486
1607,Tidal Wetland,111,1.558,OLISP 1995 Air Photos,1160.52050681276,67868.3529159637
1608,Tidal Wetland,111,16.354,OLISP 1995 Air Photos,6610.08550908154,712401.185158389
1609,Tidal Wetland,111,4.889,OLISP 1995 Air Photos,2418.28001027981,212963.627612537
1610,Tidal Wetland,111,0.443,OLISP 1995 Air Photos,2187.26986649599,19317.9511901811
1611,Tidal Wetland,111,0.118,OLISP 1995 Air Photos,472.998805820978,5122.75916052488
1612,Tidal Wetland,111,5.788,OLISP 1995 Air Photos,4442.75987887536,252116.91212025
1613,Tidal Wetland,111,26.18,OLISP 1995 Air Photos,9020.65008190277,1140408.53236188
1614,Tidal Wetland,111,0.519,OLISP 1995 Air Photos,969.461678693516,22608.308173459
1615,Tidal Wetland,111,0.48,OLISP 1995 Air Photos,723.580784464261,20914.5777031555
1616,Tidal Wetland,111,0.91,OLISP 1995 Air Photos,2204.22206010476,39637.8218407374
1617,Tidal Wetland,111,0.532,OLISP 1995 Air Photos,737.931832215792,23173.1400228119
1618,Tidal Wetland,111,16.664,OLISP 1995 Air Photos,6781.87201339435,725870.219379745
1619,Tidal Wetland,111,0.399,OLISP 1995 Air Photos,1335.28220533842,17359.1818826744
1620,Tidal Wetland,111,0.323,OLISP 1995 Air Photos,523.834008334254,14079.0337431423
1621,Upland,0,0.072, ,203.068797084178,3146.37712677217
1622,Tidal Wetland,111,1.075,OLISP 1995 Air Photos,1592.13128555115,46827.2754017251
1623,Tidal Wetland,111,1.147,OLISP 1995 Air Photos,1852.21191491864,49963.2828284443
1624,Tidal Wetland,111,0.821,OLISP 1995 Air Photos,1274.61570844091,35740.9146825939
1625,Tidal Wetland,111,38.261,OLISP 1995 Air Photos,6826.77122480385,1666635.26686885
1626,Upland,0,0.113, ,351.042876475196,4939.25019049452
1627,Tidal Wetland,111,0.038,OLISP 1995 Air Photos,283.449808489983,1672.96008991996
1628,Tidal Wetland,111,1.735,OLISP 1995 Air Photos,1295.854026576,75596.2546804887
1629,Tidal Wetland,111,36.569,OLISP 1995 Air Photos,8616.95016124859,1592940.1624496
1630,Tidal Wetland,111,1.56,OLISP 1995 Air Photos,1127.74365520234,67955.2087648943
1631,Tidal Wetland,111,0.013,OLISP 1995 Air Photos,92.6237453936895,582.525177350697
1632,Tidal Wetland,111,0.306,OLISP 1995 Air Photos,1000.53989197975,13309.6894089519
1633,Tidal Wetland,111,0.305,OLISP 1995 Air Photos,644.004907292596,13302.7368458118
1634,Tidal Wetland,111,1.383,OLISP 1995 Air Photos,1692.57560388995,60259.5571071429
1635,Tidal Wetland,111,0.064,OLISP 1995 Air Photos,285.25837706256,2769.19963538948
1636,Tidal Wetland,111,0.858,OLISP 1995 Air Photos,1559.77617940213,37360.0571615468
1637,Tidal Wetland,111,0.032,OLISP 1995 Air Photos,220.523658508956,1393.63130357111
1638,Tidal Wetland,111,1.199,OLISP 1995 Air Photos,1583.66292039484,52241.7525311857
1639,Tidal Wetland,111,0.068,OLISP 1995 Air Photos,245.642095130573,2960.11812683128
1640,Tidal Wetland,111,1.089,OLISP 1995 Air Photos,1450.08084037762,47420.9884566355
1641,Tidal Wetland,111,0.021,OLISP 1995 Air Photos,127.548568346098,936.442366263498
1642,Tidal Wetland,111,0.387,OLISP 1995 Air Photos,476.41938620043,16837.1844858612
1643,Tidal Wetland,111,0.033,OLISP 1995 Air Photos,191.143782835328,1436.10930031211
1644,Tidal Wetland,111,0.143,OLISP 1995 Air Photos,569.864615719665,6236.73418895248
1645,Tidal Wetland,111,0.288,OLISP 1995 Air Photos,636.173861249225,12553.7289003761
1646,Tidal Wetland,111,0.152,OLISP 1995 Air Photos,556.749720489769,6602.73107303198
1647,Tidal Wetland,111,55.98,OLISP 1995 Air Photos,21912.3393818282,2438475.39181701
1648,Tidal Wetland,111,20.772,OLISP 1995 Air Photos,5463.84522020404,904836.631870347
1649,Tidal Wetland,111,4.967,OLISP 1995 Air Photos,3808.69945380381,216384.401628293
1650,Tidal Wetland,111,35.048,OLISP 1995 Air Photos,5322.0462095226,1526700.11237814
1651,Tidal Wetland,111,1.793,OLISP 1995 Air Photos,1182.37715040952,78089.8752538329
1652,Tidal Wetland,111,6.865,OLISP 1995 Air Photos,4087.48832516188,299058.756741267
1653,Tidal Wetland,111,0.27,OLISP 1995 Air Photos,697.263883140307,11778.7765798301
1654,Tidal Wetland,111,136.215,OLISP 1995 Air Photos,26010.7253984721,5933521.01505303
1655,Upland,0,0.07, ,209.343926708154,3067.44280797971
1656,Tidal Wetland,111,0.045,OLISP 1995 Air Photos,229.230296005955,1958.28227519592
1657,Tidal Wetland,111,0.245,OLISP 1995 Air Photos,444.152348438001,10677.8467964177
1658,Tidal Wetland,111,2.849,OLISP 1995 Air Photos,2151.04423328812,124090.398188463
1659,Tidal Wetland,111,0.067,OLISP 1995 Air Photos,319.982724785124,2923.17694048772
1660,Tidal Wetland,111,0.143,OLISP 1995 Air Photos,560.285068835998,6208.57752731635
1661,Tidal Wetland,111,1.213,OLISP 1995 Air Photos,2313.55252036595,52818.0166917956
1662,Tidal Wetland,111,0.07,OLISP 1995 Air Photos,243.778790053814,3034.89622228096
1663,Tidal Wetland,111,0.116,OLISP 1995 Air Photos,381.843720185643,5055.73332004224
1664,Tidal Wetland,111,2.444,OLISP 1995 Air Photos,2264.81302352928,106472.6541907
1665,Tidal Wetland,111,7.639,OLISP 1995 Air Photos,3834.49558139844,332764.444272622
1666,Tidal Wetland,111,0.425,OLISP 1995 Air Photos,948.940257435917,18520.4644624294
1667,Tidal Wetland,111,1.114,OLISP 1995 Air Photos,1844.9276851678,48542.2121473731
1668,Tidal Wetland,111,2.201,OLISP 1995 Air Photos,3141.73526391769,95865.4968946795
1669,Tidal Wetland,111,0.095,OLISP 1995 Air Photos,280.905877322585,4141.92298810063
1670,Tidal Wetland,111,0.03,OLISP 1995 Air Photos,155.553322612595,1300.24538400048
1671,Tidal Wetland,111,1.007,OLISP 1995 Air Photos,1795.62653551039,43865.9209831226
1672,Tidal Wetland,111,4.198,OLISP 1995 Air Photos,2443.62804327694,182860.378374216
1673,Tidal Wetland,111,0.033,OLISP 1995 Air Photos,205.325013520036,1420.0725679114
1674,Tidal Wetland,111,1.835,OLISP 1995 Air Photos,1941.17216038938,79953.0484106788
1675,Tidal Wetland,111,0.205,OLISP 1995 Air Photos,478.815289200326,8914.04474998105
1676,Tidal Wetland,111,0.02,OLISP 1995 Air Photos,136.850923365694,852.792156442062
1677,Tidal Wetland,111,1.341,OLISP 1995 Air Photos,1156.9205436998,58397.431948938
1678,Tidal Wetland,111,0.11,OLISP 1995 Air Photos,565.25497982686,4782.09025304082
1679,Upland,0,0.025, ,125.098110164635,1081.22649743091
1680,Tidal Wetland,111,0.927,OLISP 1995 Air Photos,982.13309008155,40366.0603771664
1681,Upland,0,2.501, ,1355.51426753151,108936.777799955
1682,Tidal Wetland,111,40.933,OLISP 1995 Air Photos,8067.88204970419,1783035.86343324
1683,Tidal Wetland,111,0.201,OLISP 1995 Air Photos,401.641988047116,8759.26938875989
1684,Tidal Wetland,111,0.337,OLISP 1995 Air Photos,675.917038420845,14677.1652021036
1685,Tidal Wetland,111,0.039,OLISP 1995 Air Photos,167.446411919012,1710.24086748322
1686,Tidal Wetland,111,1.803,OLISP 1995 Air Photos,1417.33507895979,78524.0405292579
1687,Upland,0,1.678, ,1311.454362024,73087.9035188302
1688,Tidal Wetland,111,0.164,OLISP 1995 Air Photos,577.712673216911,7124.40017515878
1689,Tidal Wetland,111,0.024,OLISP 1995 Air Photos,149.833778946105,1041.15428450737
1690,Tidal Wetland,111,0.03,OLISP 1995 Air Photos,142.848020608753,1290.39484428218
1691,Tidal Wetland,111,95.125,OLISP 1995 Air Photos,22753.4075416779,4143641.26569907
1692,Tidal Wetland,111,6.543,OLISP 1995 Air Photos,4385.1749044972,285005.144791064
1693,Tidal Wetland,111,9.196,OLISP 1995 Air Photos,6378.97803265934,400579.806610718
1694,Tidal Wetland,111,0.009,OLISP 1995 Air Photos,83.5875711728957,409.488940003546
1695,Tidal Wetland,111,0.54,OLISP 1995 Air Photos,590.526805439396,23504.8443004276
1696,Tidal Wetland,111,0.025,OLISP 1995 Air Photos,140.73576955714,1073.96609971003
1697,Tidal Wetland,111,0.322,OLISP 1995 Air Photos,1225.29691370128,14035.7586578823
1698,Upland,0,2.951, ,1375.40848134116,128525.103857775
1699,Upland,0,0.629, ,804.464792453851,27413.4684576129
1700,Tidal Wetland,111,0.039,OLISP 1995 Air Photos,180.977200253694,1691.75227115698
1701,Tidal Wetland,111,0.082,OLISP 1995 Air Photos,458.55793532859,3572.14093146023
1702,Tidal Wetland,111,0.342,OLISP 1995 Air Photos,1012.20599267848,14917.9679028871
1703,Tidal Wetland,111,0.059,OLISP 1995 Air Photos,185.304968842494,2590.05455468465
1704,Tidal Wetland,111,0.028,OLISP 1995 Air Photos,235.830555789933,1198.58345471328
1705,Tidal Wetland,111,0.086,OLISP 1995 Air Photos,358.055185523585,3732.6524639948
1706,Tidal Wetland,111,2.725,OLISP 1995 Air Photos,1656.10340856383,118717.376599755
1707,Tidal Wetland,111,22.696,OLISP 1995 Air Photos,7237.46261062633,988620.307821874
1708,Tidal Wetland,111,0.063,OLISP 1995 Air Photos,244.664081687339,2760.88195516987
1709,Tidal Wetland,111,0.035,OLISP 1995 Air Photos,212.025200907922,1542.26087572009
1710,Tidal Wetland,111,0.035,OLISP 1995 Air Photos,193.306931298973,1512.37040130624
1711,Tidal Wetland,111,0.061,OLISP 1995 Air Photos,301.886191504052,2660.77192476588
1712,Tidal Wetland,111,8.033,OLISP 1995 Air Photos,4041.67765591541,349912.116675973
1713,Tidal Wetland,111,0.102,OLISP 1995 Air Photos,293.536841628339,4430.49539597892
1714,Upland,0,0.068, ,214.644349465903,2958.21041324327
1715,Tidal Wetland,111,0.75,OLISP 1995 Air Photos,1370.02778843338,32679.1920463195
1716,Tidal Wetland,111,0.07,OLISP 1995 Air Photos,274.619535264653,3029.72816199895
1717,Tidal Wetland,111,1.318,OLISP 1995 Air Photos,1035.33780443626,57422.1986749646
1718,Upland,0,0.238, ,397.55411906799,10351.2546193856
1719,Tidal Wetland,111,4.379,OLISP 1995 Air Photos,2505.04092499617,190770.122913692
1720,Tidal Wetland,111,3.972,OLISP 1995 Air Photos,1758.203991895,173034.733381529
1721,Upland,0,0.03, ,136.164896290639,1294.12260733588
1722,Tidal Wetland,111,9.328,OLISP 1995 Air Photos,6384.88414303193,406347.853663311
1723,Tidal Wetland,111,14.412,OLISP 1995 Air Photos,5033.87734290048,627805.509687084
1724,Tidal Wetland,111,0.127,OLISP 1995 Air Photos,310.025147550352,5533.29616457043
1725,Tidal Wetland,111,3.013,OLISP 1995 Air Photos,2581.52138867704,131239.036283379
1726,Tidal Wetland,111,0.229,OLISP 1995 Air Photos,721.717996001706,9966.74075735037
1727,Tidal Wetland,111,2.673,OLISP 1995 Air Photos,2098.5238047374,116445.684934682
1728,Tidal Wetland,111,1.485,OLISP 1995 Air Photos,1948.34786353441,64674.1687498785
1729,Tidal Wetland,111,1.251,OLISP 1995 Air Photos,1124.19212483874,54498.7154072993
1730,Tidal Wetland,111,0.014,OLISP 1995 Air Photos,110.233085051786,594.555108189532
1731,Tidal Wetland,111,2.059,OLISP 1995 Air Photos,1508.85072685728,89672.5604104661
1732,Tidal Wetland,111,8.726,OLISP 1995 Air Photos,4119.64900035179,380085.579630785
1733,Tidal Wetland,111,0.022,OLISP 1995 Air Photos,127.186059344854,944.887260719982
1734,Tidal Wetland,111,0.02,OLISP 1995 Air Photos,111.845445207839,868.158621255371
1735,Tidal Wetland,111,13.269,OLISP 1995 Air Photos,7612.98828495541,577978.165141798
1736,Tidal Wetland,111,0.036,OLISP 1995 Air Photos,186.429368159934,1574.98718448924
1737,Tidal Wetland,111,2.008,OLISP 1995 Air Photos,1772.21244471562,87474.5966847894
1738,Tidal Wetland,111,0.469,OLISP 1995 Air Photos,750.354145776575,20445.0149070679
1739,Tidal Wetland,111,0.041,OLISP 1995 Air Photos,184.74797597504,1789.91548354762
1740,Tidal Wetland,111,0.065,OLISP 1995 Air Photos,266.888006110712,2843.3566451022
1741,Upland,0,0.206, ,410.326422525553,8970.94130878078
1742,Tidal Wetland,111,0.098,OLISP 1995 Air Photos,482.136162055587,4257.1394011277
1743,Tidal Wetland,111,0.143,OLISP 1995 Air Photos,711.879055661266,6213.068657014
1744,Tidal Wetland,111,0.255,OLISP 1995 Air Photos,503.211030504846,11115.000006393
1745,Tidal Wetland,111,0.043,OLISP 1995 Air Photos,204.75486410566,1872.40083661156
1746,Tidal Wetland,111,0.031,OLISP 1995 Air Photos,137.129532793514,1344.67106401643
1747,Tidal Wetland,111,7.887,OLISP 1995 Air Photos,4691.42711997812,343564.487733885
1748,Tidal Wetland,111,0.186,OLISP 1995 Air Photos,360.589535023235,8110.02090363252
1749,Tidal Wetland,111,0.332,OLISP 1995 Air Photos,692.055029399859,14476.3716274526
1750,Tidal Wetland,111,0.343,OLISP 1995 Air Photos,521.189658932211,14920.3643158262
1751,Tidal Wetland,111,0.17,OLISP 1995 Air Photos,411.707839408981,7409.08881190641
1752,Tidal Wetland,111,0.28,OLISP 1995 Air Photos,529.72365127297,12192.3061087263
1753,Upland,0,0.081, ,228.889180041906,3528.65215250375
1754,Tidal Wetland,111,0.019,OLISP 1995 Air Photos,141.470251484307,840.202198996877
1755,Tidal Wetland,111,0.126,OLISP 1995 Air Photos,303.316565819927,5474.5415662376
1756,Tidal Wetland,111,0.131,OLISP 1995 Air Photos,300.437531926188,5726.30134435583
1757,Tidal Wetland,111,0.015,OLISP 1995 Air Photos,103.752432688278,664.358255393535
1758,Tidal Wetland,111,2.38,OLISP 1995 Air Photos,3383.79743993943,103689.771676987
1759,Upland,0,0.034, ,143.7044315565,1499.85874287822
1760,Tidal Wetland,111,14.479,OLISP 1995 Air Photos,4675.69133152795,630722.63109506
1761,Tidal Wetland,111,0.106,OLISP 1995 Air Photos,467.13166625909,4596.7731776747
1762,Upland,0,0.538, ,649.41306721181,23421.2625980971
1763,Tidal Wetland,111,0.042,OLISP 1995 Air Photos,235.28931372794,1839.08824436153
1764,Tidal Wetland,111,0.111,OLISP 1995 Air Photos,356.508082774837,4831.10582417803
1765,Tidal Wetland,111,0.593,OLISP 1995 Air Photos,887.929922154836,25845.008173375
1766,Tidal Wetland,111,14.789,OLISP 1995 Air Photos,4495.49286925975,644198.952850971
1767,Tidal Wetland,111,0.029,OLISP 1995 Air Photos,232.201641221761,1282.76072967732
1768,Upland,0,0.083, ,239.980603482935,3627.97289271364
1769,Tidal Wetland,111,0.56,OLISP 1995 Air Photos,1786.33634934534,24411.5234311742
1770,Tidal Wetland,111,0.681,OLISP 1995 Air Photos,1520.38047504347,29653.312509824
1771,Tidal Wetland,111,0.048,OLISP 1995 Air Photos,184.453234128483,2080.5960234427
1772,Tidal Wetland,111,0.286,OLISP 1995 Air Photos,652.215004953032,12469.7349551751
1773,Tidal Wetland,111,0.083,OLISP 1995 Air Photos,439.181022777458,3627.40073293888
1774,Tidal Wetland,111,0.341,OLISP 1995 Air Photos,833.686065875762,14841.4326124846
1775,Tidal Wetland,111,0.268,OLISP 1995 Air Photos,712.762817811957,11675.3630849413
1776,Tidal Wetland,111,0.567,OLISP 1995 Air Photos,701.480046842326,24686.6934417711
1777,Tidal Wetland,111,0.146,OLISP 1995 Air Photos,314.390535751515,6366.36364210847
1778,Tidal Wetland,111,1.391,OLISP 1995 Air Photos,1855.22516252122,60606.3074717105
1779,Tidal Wetland,111,0.21,OLISP 1995 Air Photos,473.785322605815,9129.52611586016
1780,Tidal Wetland,111,8.35,OLISP 1995 Air Photos,3613.16128765002,363714.723185471
1781,Tidal Wetland,111,0.059,OLISP 1995 Air Photos,445.349674775347,2583.49981574783
1782,Tidal Wetland,111,37.755,OLISP 1995 Air Photos,12608.2044069357,1644599.95769801
1783,Tidal Wetland,111,0.393,OLISP 1995 Air Photos,615.704204969102,17137.7364386493
1784,Tidal Wetland,111,0.054,OLISP 1995 Air Photos,264.439179723645,2333.58921394414
1785,Tidal Wetland,111,0.208,OLISP 1995 Air Photos,551.979514785377,9044.82807038904
1786,Tidal Wetland,111,13.247,OLISP 1995 Air Photos,6354.7252589539,577039.938040748
1787,Tidal Wetland,111,0.133,OLISP 1995 Air Photos,540.897960039589,5801.3077142527
