OBJECTID,CYCLE,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,Shape__Length
469,2010,Silver Brook (Orange)-01,"From mouth at confluence with Indian River (just US of Indian Lake, parallel to Indian River Road), US to confluence with Trout Brook (just US of Smith Farm Road crossing), Orange.",1.6,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8466.58299788664
472,2010,Naugatuck River-08,"From confluence with Torrington WPCF (just US of bend, north of plant), Harwinton/Torrington town border, US to headwaters at confluence of East and West Branches of Naugatuck River (just US of East Albert Street crossing), Torrington.",1.36,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7166.32152478811
475,2010,Great Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (east bank, DS of West Liberty Street crossing), US to Great Brook Reservoir at Belleview Lake outlet dam (Reservoir in 2 sections, split bt Lakewood Drive), Waterbury. Most of segment in culvert under city.",1.98,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10475.0848469139
477,2010,Hockanum Brook (Beacon Falls)-01,"From mouth at confluence with Naugatuck River (just DS of Main Street (Route 42) crossing), Beacon Falls, US to headwaters at Simpson Lake outlet dam (parallel to Beacon Road (Route 42)), Bethany.",3.17,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,16713.2042865267
481,2010,East Branch Naugatuck River-01,"From mouth at confluence with West Branch Naugatuck River, above Naugatuck River (just DS of Franklin Drive crossing), US to North Elm Street Road (Route 4) crossing, Torrington.",1.33,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7046.70867186734
487,2010,Branch Brook-01,"From mouth at confluence with Naugatuck River (DS of Route 8 crossing), US to Black Rock Dam outlet (along south side of Route 109), Watertown-Thomaston.",2.06,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10863.3571756839
490,2010,Hop Brook (Naugatuck)-01,"From mouth at confluence with Naugatuck River (DS of Bridge Street (Route 68) crossing and RailRoad crossing), Naugatuck, US to Hop Brook Lake outlet dam (flood control area along eastern side of Curch Street (Route 63)), Naugatuck/Waterbury town line.",1.44,1100005,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7626.10024443351
491,2010,Long Meadow Pond Brook-01,"From mouth at confluence with Naugatuck River (DS of Elm Street crossing and RailRoad crossing), US to outlet of Naugatuck Ice Company Pond Dam (just US of Rubber Avenue crossing), Naugatuck.",0.94,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4937.81752008287
492,2010,Bladens River-01,"From mouth at confluence with Naugatuck River (just DS of New Haven Avenue (Route 8) and Derby Avenue (Route 67) crossings), US to North Street crossing (upper end of industrial area), Seymour.",0.68,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3616.05949545992
497,2010,Pequonnock River-05,"From INLET to unnamed impoundment (northeastern portion of pond), US to headwaters at Stepney Pond outlet dam (just US of West Maiden Lane crossing), Monroe.",2.35,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,12415.686400772
498,2010,Rooster River-01,"From mouth at confluence with Ash Creek (US of I95 crossing, in area near end of Fairchild Avenue), Fairfield/Bridgeport town border, US to headwaters at confluence of Londons Brook and Horse Tavern Brook (US of Cornell Road crossing), Fairfield.",2.69,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,14214.4889525421
500,2010,Mill River (Fairfield/Easton)-02a,"From INLET to Samp Mortar Reservoir, Fairfield, US to confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), Easton. (Segment does NOT include Lake Mohegan).",3.57,1100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18833.4890706311
501,2010,Mill River (Fairfield/Easton)-02b,"From confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), US to Easton Reservoir outlet dam (Lakeview Drive crossing on dam), Easton.",0.54,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2846.68299458734
503,2010,"Unnamed tributary, Easton Reservoir (Snow Farm)-02","From confluence with unnamed tributary to Easton Reservoir (east of Sport Hill Road (Route 59)), US to outlet of pond on Phil Snow's farm, Easton. (Unnamed tributary flows into Easton Reservoir from western side)",0.3,1100006,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,1605.40627678319
504,2010,"Unnamed tributary, Sasco Brook-01","From mouth at Sasco Brook (US of Old Road crossing), Westport/Fairfield town border, US to headwaters (US of Bulkley Avenue crossing), Westport.",0.34,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1789.99972105614
506,2010,Unnamed tributary Hawleys Brook-02 ,"From confluence with main unnamed tributay to Hawleys Brook, US to private property (Golf course), Easton. (Entire segement is west of Blackrock Turnpike (Route 58), AND wset of golf course)",0.56,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2946.37193932681
507,2010,Norwalk River-03b,"From confluence with Georgetown POTW outfall, US to EXIT of undergound (pipe) section (just US of RailRoad crossing), Redding.",0.2,1100006,Insufficient Information,Not Supporting,Not Assessed,Water Not Classified For Drinking Supply,1053.59583890791
509,2010,Norwalk River-04,"From INLET to Factory Pond (just DS of Danbury Road (Route 7) crossing), Wilton, US to confluence with Cooper Pond Brook (DS of Branchville Road, east of intersection with Route 7), Ridgefield.",0.7,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3677.92504349379
510,2010,Silvermine River-02,"From Merritt Parkway (Route 15) crossing), Norwalk, US to Grupes Reservoir outlet dam (US of Valley Road crossing), New Canaan.",5.49,1100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,28990.6062859059
511,2010,Unnamed tributary Belden Hill Brook-01,"From mouth at confluence with Beldon Hill Brook (DS of Belden Hill Brook crossing of New Canaan Road (Route 106), DS of South Norwalk Reservoir), US to discharge source at Sisters of Notre Dame (discharge of private STPl), Wilton.",0.4,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2115.11118281832
513,2010,Fivemile River (New Canaan)-02,"From Old Norwalk Road crossing (0.2 Mi DS of POTW), US to confluence with New Canaan POTW outfall, New Canaan.",0.23,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1218.1845614038
514,2010,Fivemile River (New Canaan)-03,"From confluence with New Canaan POTW outfall, US to confluence with unnamed tributary (US of New Norwalk Road (Route 123) crossing, on northeastern side of Parade Hill Road, near Cemetary), New Canaan.",1.82,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9602.98082352152
516,2010,Noroton River-01,"From Post Road (Route 1) crossing (saltwater limit at head of Holly Pond), US to southwestern corner of St. John's Cemetary (river bend to west), Stamford/Darien town border.",2.3,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12119.474888656
517,2010,Noroton River-02,"From southwestern corner of St. John's Cemetary (river bend to west), Stamford/Darien town border, US to Merritt Parkway (Route 15) crossing (US of Raymonds Pond), New Canaan.",2.61,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13759.6110144372
519,2010,Rippowam River-01,"From Rippowam River West Branch dam (head of tide, US of Route 1 and Main Street crossings), US to Merritt Parkway (Route 15) crossing (mid-way between exit 34 and exit 35), Stamford.",5.22,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,27587.9719430856
520,2010,Rippowam River-02,"From Merritt Parkway (Route 15) crossing (mid-way between exit 34 and exit 35), US to North Stamford Reservoir dam outlet (US of Interlaken Road crossing), Stamford.",2.09,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11022.5222139136
524,2010,Horseneck Brook-01,"From mouth at Greenwich Harbor (just DS of I95 crossing, at exit 3 offramp), US to Putnam Lake Reservoir outlet dam (just US of Dewart Road crossing), Greenwich.",5.78,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,30519.5700625021
529,2010,Farmington River-01,"From mouth at Connecticut River, US to Rainbow Reservoir dam outlet, Windsor.",8.59,1080207,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,45356.1111301595
530,2010,Farmington River-02,"From inlet to Rainbow Reservoir (Route 187 crossing), Bloomfield, US to confluence with the Pequabuck River, Farmington.",19.38,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,102347.68567544
534,2010,Perkins Brook-01,"From mouth on Farmington River at Rainbow Reservoir, Windsor, US to former Combustion Engineering outfall approximately 50 feet DS of Goodwin Pond outlet.",0.67,1080207,Not Supporting,Not Assessed,Not Assessed,Water Not Classified For Drinking Supply,3560.93654077556
535,2010,Rainbow Brook-01,"From mouth at Farmington River (just DS of Island below Rainbow Reservoir Dam), Windsor, US to headwaters, southwest portion of Bradley International Airport, Windsor Locks.",1.74,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9198.97511167793
538,2010,Roaring Brook (Glastonbury)-01,From mouth at Connecticut River US to Angus Park Pond dam at outlet (Angus Park Pond NOT included).,6.73,1080205,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,35512.054834223
540,2010,Seymour Hollow Brook-01,"From mouth at Farmington River, Windsor (formerly tributary to Rainbow Brook, now channelized to Farmington, Gazetteer # based upon Rainbow Brook), US to headwaters, southest portion of Bradley International Airport, Windsor Locks.",1.36,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7191.91739627194
541,2010,Mad River (Winchester)-01,"From mouth at Still River, US to Mad River Dam outlet, Winchester.",2.24,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,11833.2860808946
542,2010,Mad River (Winchester)-02a,"From Mad River Dam outlet, Wincheter, US to outlet from Rugg Brook Reservoir.",1.77,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,9359.92736806814
543,2010,Mad River (Winchester)-02b,"From confluence with  Rugg Brook Reservoir outlet, US to diversion entrance for Rugg Brook Reservoir.",0.63,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3339.15225235532
544,2010,Mad River (Winchester)-03,"From diversion entrance for Rugg Brook Reservoir (boundary of drinking water watershed), US to headwaters at Spaulding Pond outlet dam, Norfolk.",5.17,1080207,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,27294.1661885795
546,2010,Still River (Colebrook)-02,"From confluence with Sandy Brook, Colebrook, US to Winchester (Winsted) POTW (east side of Route 8), Winsted.",2.67,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,14119.5811178692
547,2010,Still River (Winsted)-03,"From Winchester (Winsted) POTW, US to confuence with Mad River (just US of Route 44/183 crossing).",1.67,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,8825.17828221614
550,2010,Hop Brook (Simsbury)-01,"From mouth at Farmington River, US to headwaters at Tuller Reservoir, Simsbury.",6.74,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,35608.9124224251
553,2010,Salmon Brook (East Granby)-01,"From mouth at confluence with Farmington River (DS of Floydville Road crossing), East Granby, US to Massachusetts border (includes Salmon Brook and East Branch Salmon Brook sections), Granby.",13.55,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,71530.3188512644
557,2010,Broad Brook(East Windsor)-01,"From mouth at Scantic River, US to Broad Brook Mill Pond, East Windsor, just US of Main Street (Route 191) crossing.",1.01,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5323.01487067922
558,2010,Broad Brook (East Windsor-Ellington)-02,"From Broad Brook Mill Pond inlet, East Windsor, US to headwaters, Ellington, just US of Snipsic Forest Road crossing.",9.01,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,47587.2889735273
559,2010,Park river-01,"From mouth at Connecticut River, US to confuence with North Branch Park River, just DS of I84 crossing at opening of conduit (US of Willow Street crossing).",2.39,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,12627.8238532814
560,2010,South Branch Park River-01,"From mouth at confluence with Park River, US to enterance of conduit (entire segment in pipe underground).",0.32,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1678.19690162575
561,2010,South Branch Park River-02,"From entrance of conduit (segment-01), US to confluence with Piper and Trout Brooks, between railroad tracks and Route 173 (New Britian avenue).",2.62,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,13846.0928976944
562,2010,Piper Brook-01,"From mouth at confluence with Trout brook, above South Branch Park River, West Hartford, US (under New Britian Avenue), to conduit opening, US side of New Britain Ave (segment completely in conduit).",0.05,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,288.881867194062
563,2010,Piper Brook-02,"From conduit entrance (segment-01) US side of New Britain Avenue, West Hartford, US into St. Marys Cemetary (just US of railroad crossing and parallel with Route 9) where pipe emerges from ground, New Britain.",5.81,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,30686.5575954669
564,2010,Trout Brook-01,"From mouth at confluence with Piper Brook, above South Branch Park River (just DS of railroad crossing, near New Britian Avenue), West Hartford, US under Route 84 exit 42 (Trout Brook Drive) ramp.",1.07,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5635.47659276639
565,2010,Hockanum River-05,"From marsh exit (approximatly one mile DS of Dart Hill Road crossing, parallel to Route 83, near Neak Road), Vernon, US to Vernon POTW (just DS of Route 74 crossing).",2.48,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,13075.5071041585
566,2010,Hockanum River-06a,"From Vernon POTW (just DS of Route 74 crossing), Vernon, US to Windsor Avenue crossing (Route 74), Vernon.",3.03,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,15999.4665356625
567,2010,Hockanum River-06b,"From Windsor Avenue crossing (Route 74), Vernon, US to Vernon Ave, Vernon (Rockville).",0.93,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4927.45652532867
568,2010,Hockanum River-07,"From Vernon Ave (outlet of culvert), Rockville, US to Paper Mill Pond outlet dam (inlet to culvert).",0.52,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2770.42113133987
569,2010,Hockanum river-08,"From Paper Mill Pond outlet dam, Rockville, US to Shenipsit Lake outlet dam.",0.59,1080205,Not Supporting,Fully Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3089.31491859525
570,2010,Charters Brook-01,From mouth at Shenipsit Lake Tolland US to headwaters near Webster Rd Ellington,6.22,1080205,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,32821.0028545928
571,2010,Tankerhoosen River-01,"From mouth at Hockanum River, Vernon (DS of Route 83/03 crossing near Manchester border ), US to Tankerhoosen Lake outlet dam, Vernon.",1.51,1080205,Not Supporting,Fully Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7997.23688075796
574,2010,Mattabesset River-01,"From mouth at Connecticut River, Cromwell, US to Route 3 crossing (south of Route 372 intersection).",3.31,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,17463.2806172985
575,2010,Mattabesset River-02,"From Route 3 crossing, Cromwell and Middletown Townline, US to High Pond Dam (just US of Berlin Street crossing), East Berlin.",3.65,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,19259.9857357954
576,2010,Mattabesset River-03,"From High Pond Dam just US of Berlin Street crossing,  East Berlin, US to confluence with Willow Brook.",3.6,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,19000.9040556538
577,2010,Spruce Brook (Berlin)-01,"From mouth at Mattabasset River US to headwaters at confluence of East/West Spruce Brooks, above Lamentation Brook (Lamentation Mountain area).",4.17,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22025.1423879933
578,2010,Coles Brook-01,"From mouth at Mattabasset River, US to headwaters above Shunpike Road (Route 3) crossing, Cromwell.",3.1,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,16370.4878269845
579,2010,Miner Brook-01,"From mouth at confluence with Mattabasset River, Cromwell/Middletown border, US to headwaters (in marsh just US (south) of Westfield Street crossing, parallel with Route 217), Middletown.",2.92,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,15426.134413554
580,2010,Willow Brook (Cromwell)-01,"From mouth at confluence with Mattabasset River (DS of Berlin Road (Route 372) crossing, US to headwaters, just US of Coles Road crossing (near junctin of Coles Road and Willow Brook Road), Cromwell.",1.38,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7306.9364673124
581,2010,East Branch Willow Brook-01,"From mouth at confluence with Willow brook (DS of Evergreen Road crossing), US to headwaters (in marsh US of Route 9 crossing, along west side of Shunpike Road (Route 3) area), Cromwell.",0.76,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4022.62939748246
582,2010,Belcher Brook-01,"From mouth at Mattabasset River US to source at Silver Lake, Berlin.",3.74,1080205,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,19729.8275967961
584,2010,Crooked Brook (Berlin)-02,"From Swede Pond INLET, US to Elton Rd crossing, Berlin.",0.34,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1779.21514490007
586,2010,Webster Brook-01,"From mouth at Mattabasset River, US to headwaters between Railroad track and Stamm Road, just US of Route 174 crossing, Newington.",3.42,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18061.2401298027
587,2010,Sawmill Brook (Middletown)-01,"From mouth at Mattabasset River, US to headwater above Atkin Street Pond (Highland Pond) Middletown.",4.18,1080205,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22064.6407252519
589,2010,Coginchaug River-02,"From downstream side of Route 3 crossing, US to downstream side of Route 66 crossing (just US of Veterans Memorial Park), Middletown.",0.75,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3936.45517483884
590,2010,Coginchaug River-03,"From downstream side of Route 66 crossing (just US of Veterans Memorial Park), US to Starr Mill Pond dam, Middletown.",0.6,1080205,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3183.58220704186
591,2010,Coginchaug River-04,"From Starr Mill Pond Inlet, US (past Wadsworth Falls) to Strictland Road crossing, Middlefield.",4.19,1080205,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22145.196981431
596,2010,Mill Brook (Windsor)-01,"From mouth at confluence with Farmington River (DS of Palisado Avenue and RailRoad crossings), Windsor, US to Barber Pond Outlet dam (just US of Old Winsor Road (Route 305) crossing), Bloomfield.",4.56,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,24064.0976646817
619,2010,Hancock Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (segment-04) DS of Huntingdon Avenue and RailRoad crossings, US to Hancock Pond outlet dam (between Sheffield Street and RailRoad), Waterbury.",1.06,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5605.08923864889
628,2010,Muddy Brook (Westport)-01,"From mouth at confluence with Mill Creek (LIS Estuary segment) on DS side of I95 Exit 18 ramp, US to HW (just US of Route 15 crossing), Westport.",4.17,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,22023.227671408
636,2010,Watchaug Brook (Somers)-01,"From mouth at confluence with Scantic River (DS of Watchaug Road crossing), US to CT/MA state border, Somers.",2.1,1080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,11072.1869049528
637,2010,Buckhorn Brook (Enfield)-01,"From mouth at confluence with Scantic River, US to marsh (US of Town Farm Road crossing) near inlet from Tobacco Pond No 2, Enfield.",2.02,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10680.3845369063
638,2010,Munnisunk Brook (Simsbury)-01,"From mouth at confluence with Farmington River, US to Lake Basile outlet dam (US of Wolcott Road and RailRoad crossings), Simsbury.",0.89,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4680.17839832846
639,2010,Cherry Brook (Canton)-02,"From Barbourtown road crossing (segment-01), US to confluence with unnamed tributary (outlet stream for Linsey Pond), just US of Meadow Road crossing, Canton.",0.66,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3501.08132434867
640,2010,"Salmon Brook, West Branch (Granby)-01a","From mouth at confluence with East Branch Salmon Brook (part of Salmon Brook mainstem), DS of Route 10/202 crossing, just to West of Route 189, Granby, US to Bissell Brook (just US of Route 10/202 crossing), Granby.",1.4,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7404.3610447004
641,2010,Miry Brook (Danbury)-01,"From mouth at confluence with Still River (just DS of Backus Avenue crossing), Danbury, US to HW at North Ridgebury Pond outlet dam (just US of Aarons Court crossing), Ridgefield.",3.42,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18049.6346059446
642,2010,Kohanza Brook (Danbury)-01,"From mouth at confluence with Padanaram Brook (DS of North Street crossing), US to Ridgewood Country Culb Pond outlet dam (adjacent to Franklin Street), Danbury.",1.14,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6008.51611712085
643,2010,East Swamp Brook (Bethel)-01,"From mouth at confluence with Limekiln Brook (DS of Shelter Rock Road crossing), US to confluence with Wolf Pit Brook (DS of Taylor Road crossing), Bethel.",2.34,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,12345.0325423061
646,2010,Wewaka Brook (Bridgewater)-01,"From mouth at confluence with Housatonic River (Lake Lillinonah) just DS of Route 133 crossing, US along Route 133 to outlet of Cider Millpond (dam washed out), Bridgewater.",0.64,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3358.91958642984
648,2010,Oil Mill Brook (East Lyme/Waterford)-01,"Mouth on Niantic River, parallel to Oil Mill Road, Waterford/East Lyme town line, US to Route I95 crossing, Waterford. ",0.26,1100003,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1397.45321041734
649,2010,Stony Brook (Waterford)-01,"Mouth on Niantic River, DS of Oswegatchie Road crossing, US to ponded section on US side of Route 1 crossing, Waterford.",0.23,1100003,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1197.80565684249
673,2010,Minister Brook (Simsbury)-01,"Mouth on Farmington River, DS of Route 202/10 crossing, US to HW just east of Pine Glen Road, Simsbury.",1.82,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,9613.87883255328
674,2010,Russell Brook (Simsbury)-01,"Mouth on Farmington River, DS of Route 10 (202) road crossing, US to HW at White Fondation Pond, parallel to Deer Park Road, Simsbury.",1.25,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6625.66563566861
675,2010,Owens Brook (Simsbury)-01,"Mouth on Farmington River, DS of Route 10 (202) road crossing, US to HW parallel to Owens Brook Blvd, between Musket Trail and Winterset Lane intersections with Owens Brook Blvd, Simsbury.",1.05,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5553.07838804511
681,2010,Sandy Brook (Barkhamsted/Colebrook)-01a,"From mouth at confluence with Farmington River, Barkhamsted, US to confluence with Still River, Colebrook. NOTE this portion was formerly called Still River-01 (CT4303-00_01).",1.35,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7129.59550983988
704,2010,Ogden Brook (Vernon)-01,"Mouth on Hockanum River, just DS of Thrall Road crossing, US to HW at JR High Pond, near Inland Drive, Vernon.",2.42,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12801.0255889792
706,2010,Lydall Brook (Manchester)-02,"Route 83 crossing (end of underground conduit), US to outlet of Salters Pond, parallel to Lydall Street at Coleman Road intersection, Manchester.",1.05,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5518.2607312593
710,2010,South Fork Hockanum River (Manchester)-01,"Mouth on Hockanum River, just DS of Thrall Road crossing, US to Folly Pond outlet, just US of Bidwell Street crossing, Manchester.",1.51,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7989.06443525318
718,2010,Lyman Meadow Brook (Middlefield)-01,"Mouth on Coginchaug River, US of Coginchaug River crossing of Miller Road, US to outlet of South Street Pond, US of RailRoad crossinf, Middlefield.",1.43,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7557.06943560683
721,2010,Laurel Brook (Middletown)-01,"Mouth on Coginchaug River, in Wadsworth Falls State Park, parallel to swimming area, near Route 157, US to unnamed pond outlet, just US of Red Road crossing, Middletown.",1.17,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6154.16498496873
742,2010,Meetinghouse Brook (Wallingford)-01,"Mouth on Quinnipiac River, at Route 68 crossing, US to confluence with Spruce Glen Brook, parallel to Route 15, Wallingford.",1.15,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6078.52293132149
751,2010,Twomile Brook (Derby/Orange)-01,"Mouth on Housatonic River, DS of Derby Milford Road crossing, Derby/Orange town line, US to HW near Osborne Lane, Ansonia.",5.67,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,29946.9079124926
773,2010,Bruce Brook (Bridgeport/Stratford)-02,"Inlet to Bruce Pond, US to Barnum Avenue crossing, Bridgeport/Stratford town line.",0.22,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1150.24957079724
781,2010,Race Brook-01,"From mouth at confluence with Wepawaug River near Mulberry Lane (about .5 miles DS of Route 152 crossing) Orange, US to headwaters, just US of Route 114 crossing, Woodbridge.",5.81,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,30677.4433505483
