Fiscal Year,Vendor Name,Street Address,Vendor Address City,Vendor Address State,Vendor Address Zip Code,Issue Date,Payment Amount,Department Description,Business Unit,Account Description
2010,WEST BUSINESS SERV LLC  #2,11808 MIRACLE HILLS DR,OMAHA,NE,68154,12/15/2009,$13389.58,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,WILLBROS ENGINEERS (US) LLC,2087 E 71ST ST,TULSA,OK,74136,10/15/2009,$17805.00,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,WILLBROS ENGINEERS (US) LLC,2087 E 71ST ST,TULSA,OK,74136,12/15/2009,$23619.66,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,WILLIAMS COMPANIES,ONE WILLIAMS COMPANY MD 48,TULSA,OK,74172,08/17/2009,$78372.53,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,WILLIAMS COMPANIES,ONE WILLIAMS COMPANY MD 48,TULSA,OK,74172,11/16/2009,$107827.75,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,WILLIAMS COMPANIES,ONE WILLIAMS COMPANY MD 48,TULSA,OK,74172,02/16/2010,$116327.98,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,WILLIAMS COMPANIES,ONE WILLIAMS COMPANY MD 48,TULSA,OK,74172,05/17/2010,$175605.63,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,WORLEY PARSONS GROUP INC,7645 E 63RD ST,TULSA,OK,74133,07/15/2009,$76588.61,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,WORLEY PARSONS GROUP INC,7645 E 63RD ST,TULSA,OK,74133,09/15/2009,$74932.54,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,WORLEY PARSONS GROUP INC,7645 E 63RD ST,TULSA,OK,74133,01/14/2010,$61942.36,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,WORLEY PARSONS GROUP INC,7645 E 63RD ST,TULSA,OK,74133,03/15/2010,$73512.01,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,XTREME POWER GROVE LLC,1120 GOFORTH RD,KYLE,TX,78640,08/17/2009,$11267.54,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,XTREME POWER GROVE LLC,1120 GOFORTH RD,KYLE,TX,78640,11/16/2009,$11677.93,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,XTREME POWER GROVE LLC,1120 GOFORTH RD,KYLE,TX,78640,02/16/2010,$13143.62,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,XTREME POWER GROVE LLC,1120 GOFORTH RD,KYLE,TX,78640,04/15/2010,$14264.54,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,YUBA HEAT TRANSFER LLC,2121 N 161ST EAST AVE,TULSA,OK,74116,08/17/2009,$9794.97,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,ZEECO INC,22151 E 91ST ST,BROKEN ARROW,OK,74014,08/17/2009,$69980.98,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,ZEECO INC,22151 E 91ST ST,BROKEN ARROW,OK,74014,11/16/2009,$74910.51,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,ZEECO INC,22151 E 91ST ST,BROKEN ARROW,OK,74014,02/16/2010,$92572.36,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,ZEECO INC,22151 E 91ST ST,BROKEN ARROW,OK,74014,05/17/2010,$79933.31,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,ZELEDYNE LLC,17333 FEDERAL DR    STE 230,ALLEN PARK,MI,48101,08/17/2009,$285983.22,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,ZELEDYNE LLC,17333 FEDERAL DR    STE 230,ALLEN PARK,MI,48101,11/16/2009,$304852.61,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,ZELEDYNE LLC,17333 FEDERAL DR    STE 230,ALLEN PARK,MI,48101,02/16/2010,$347349.94,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2010,ZELEDYNE LLC,17333 FEDERAL DR    STE 230,ALLEN PARK,MI,48101,05/17/2010,$288741.93,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,A G EQUIPMENT CO,3401 W ALBANY,BROKEN ARROW,OK,74012,08/16/2010,$85436.78,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,A G EQUIPMENT CO,3401 W ALBANY,BROKEN ARROW,OK,74012,11/15/2010,$137129.28,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,A G EQUIPMENT CO,3401 W ALBANY,BROKEN ARROW,OK,74012,03/15/2011,$103623.56,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,A G EQUIPMENT CO,3401 W ALBANY,BROKEN ARROW,OK,74012,05/16/2011,$76105.51,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ABB INC,7051 INDUSTRIAL BLVD,BARTLESVILLE,OK,74006,09/16/2010,$34846.65,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ABB INC,7051 INDUSTRIAL BLVD,BARTLESVILLE,OK,74006,05/16/2011,$34373.70,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ABB INC,7051 INDUSTRIAL BLVD,BARTLESVILLE,OK,74006,05/16/2011,$41776.65,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADFITECH INC,3001 TECHNOLOGY DRIVE,EDMOND,OK,73013,07/15/2010,$89271.25,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADFITECH INC,3001 TECHNOLOGY DRIVE,EDMOND,OK,73013,10/14/2010,$117435.36,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADFITECH INC,3001 TECHNOLOGY DRIVE,EDMOND,OK,73013,01/13/2011,$110849.00,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADFITECH INC,3001 TECHNOLOGY DRIVE,EDMOND,OK,73013,05/16/2011,$87833.86,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADV ENVIRONMENTAL RECYC TECH,914 N JEFFERSON,SPRINGDALE,AR,72764,01/13/2011,$7243.50,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADV ENVIRONMENTAL RECYC TECH,914 N JEFFERSON,SPRINGDALE,AR,72764,01/13/2011,$5752.50,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADV ENVIRONMENTAL RECYC TECH,914 N JEFFERSON,SPRINGDALE,AR,72764,02/15/2011,$5726.98,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADV ENVIRONMENTAL RECYC TECH,914 N JEFFERSON,SPRINGDALE,AR,72764,06/14/2011,$9912.30,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADVANCE FOOD CO #1 & #3,201 S RALEIGH RD,ENID,OK,73701,01/13/2011,$243556.89,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADVANCE FOOD CO #1 & #3,201 S RALEIGH RD,ENID,OK,73701,01/13/2011,$194500.35,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADVANCE FOOD CO #1 & #3,201 S RALEIGH RD,ENID,OK,73701,01/13/2011,$175030.29,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADVANCE FOOD CO #1 & #3,201 S RALEIGH RD,ENID,OK,73701,01/13/2011,$181816.98,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADVANCE FOOD CO #1 & #3,201 S RALEIGH RD,ENID,OK,73701,02/15/2011,$198249.97,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADVANCED SUBROGATION SERV LLC,615 N CLASSEN BLVD  /M FARLEY,OKLAHOMA CITY,OK,73106,09/16/2010,$4224.29,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADVANCED SUBROGATION SERV LLC,615 N CLASSEN BLVD  /M FARLEY,OKLAHOMA CITY,OK,73106,11/15/2010,$5421.60,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADVANCED SUBROGATION SERV LLC,615 N CLASSEN BLVD  /M FARLEY,OKLAHOMA CITY,OK,73106,02/15/2011,$7234.13,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ADVANCED SUBROGATION SERV LLC,615 N CLASSEN BLVD  /M FARLEY,OKLAHOMA CITY,OK,73106,05/16/2011,$6376.24,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AEGIS FOOD TEST LABS OKLA LLC,3532 SW 2ND ST  BLDG D,OKLAHOMA CITY,OK,73108,08/16/2010,$3038.49,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AEGIS FOOD TEST LABS OKLA LLC,3532 SW 2ND ST  BLDG D,OKLAHOMA CITY,OK,73108,11/15/2010,$4833.65,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AEGIS FOOD TEST LABS OKLA LLC,3532 SW 2ND ST  BLDG D,OKLAHOMA CITY,OK,73108,02/15/2011,$5773.12,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AEGIS FOOD TEST LABS OKLA LLC,3532 SW 2ND ST  BLDG D,OKLAHOMA CITY,OK,73108,05/16/2011,$4992.24,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AFFINIA PRODUCTS CORP LLC,5500 S HATTIE AVE,OKLAHOMA CITY,OK,73129,11/15/2010,$43734.77,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AFFINIA PRODUCTS CORP LLC,5500 S HATTIE AVE,OKLAHOMA CITY,OK,73129,11/15/2010,$55634.40,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AFFINIA PRODUCTS CORP LLC,5500 S HATTIE AVE,OKLAHOMA CITY,OK,73129,12/14/2010,$56713.82,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AFFINIA PRODUCTS CORP LLC,5500 S HATTIE AVE,OKLAHOMA CITY,OK,73129,03/15/2011,$63645.18,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AGIO LLC,201 DAVID L BOREN BLD  STE 250,NORMAN,OK,73072,09/16/2010,$6651.10,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AGIO LLC,201 DAVID L BOREN BLD  STE 250,NORMAN,OK,73072,09/16/2010,$26967.52,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AGIO LLC,201 DAVID L BOREN BLD  STE 250,NORMAN,OK,73072,10/14/2010,$37236.75,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AGIO LLC,201 DAVID L BOREN BLD  STE 250,NORMAN,OK,73072,02/15/2011,$61891.48,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AGIO LLC,201 DAVID L BOREN BLD  STE 250,NORMAN,OK,73072,05/16/2011,$34613.20,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ALL STATE TANK MFG LLC,511 INDUSTRIAL PARK  RD A,GROVE,OK,74344,09/16/2010,$15515.45,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ALLTRA CORP,1600 PARTRIDGE RD,DEWEY,OK,74029,08/16/2010,$3143.68,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ALLTRA CORP,1600 PARTRIDGE RD,DEWEY,OK,74029,03/15/2011,$4157.93,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ALLTRA CORP,1600 PARTRIDGE RD,DEWEY,OK,74029,03/15/2011,$6416.42,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ALLTRA CORP,1600 PARTRIDGE RD,DEWEY,OK,74029,05/16/2011,$5944.40,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERI-TI INC,5785 BIRD CREED AVE,CATOOSA,OK,74015,07/15/2010,$7084.99,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERICAN BANKERS INSURANCE CO,6501 W GORE,LAWTON,OK,73505,11/15/2010,$129175.23,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERICAN BANKERS INSURANCE CO,6501 W GORE,LAWTON,OK,73505,01/13/2011,$122058.27,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERICAN BANKERS INSURANCE CO,6501 W GORE,LAWTON,OK,73505,02/15/2011,$108468.69,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERICAN CANCER SOCIETY INC,1599 CLIFTON RD NE,ATLANTA,GA,30329,09/16/2010,$80656.93,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERICAN CANCER SOCIETY INC,1599 CLIFTON RD NE,ATLANTA,GA,30329,12/14/2010,$66015.07,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERICAN CANCER SOCIETY INC,1599 CLIFTON RD NE,ATLANTA,GA,30329,02/15/2011,$75056.01,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERICAN CASTINGS LLC,PO BOX 69,PRYOR,OK,74362,08/16/2010,$100372.97,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERICAN CASTINGS LLC,PO BOX 69,PRYOR,OK,74362,11/15/2010,$120629.99,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERICAN CASTINGS LLC,PO BOX 69,PRYOR,OK,74362,01/13/2011,$90213.68,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AMERICAN CASTINGS LLC,PO BOX 69,PRYOR,OK,74362,04/14/2011,$98264.84,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ARINC INC #2,6400 S E 59TH ST,OKLAHOMA CITY,OK,73135,09/16/2010,$65200.08,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ARKANSAS BOX LLC,#1 ARCHERY LANE,POCOLA,OK,74902,08/16/2010,$11100.99,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ARKANSAS BOX LLC,#1 ARCHERY LANE,POCOLA,OK,74902,11/15/2010,$11340.23,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ARKANSAS BOX LLC,#1 ARCHERY LANE,POCOLA,OK,74902,02/15/2011,$12014.23,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ARKANSAS BOX LLC,#1 ARCHERY LANE,POCOLA,OK,74902,05/16/2011,$10836.33,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ARROW ENGINE CO,2301 E INDEPENDENCE,TULSA,OK,74110,05/16/2011,$622.16,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,ARROW ENGINE CO,2301 E INDEPENDENCE,TULSA,OK,74110,06/14/2011,$8399.92,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AVERY BUSINESS INDUSTRIES LLC,2102 W SKELLY DR,TULSA,OK,74107,03/15/2011,$644.58,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AVERY BUSINESS INDUSTRIES LLC,2102 W SKELLY DR,TULSA,OK,74107,05/16/2011,$3371.38,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AXH AIR-COOLERS LLC,401 E LOWRY RD,CLAREMORE,OK,74017,08/16/2010,$114264.95,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AXH AIR-COOLERS LLC,401 E LOWRY RD,CLAREMORE,OK,74017,11/15/2010,$156643.92,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AXH AIR-COOLERS LLC,401 E LOWRY RD,CLAREMORE,OK,74017,02/15/2011,$189697.33,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,AXH AIR-COOLERS LLC,401 E LOWRY RD,CLAREMORE,OK,74017,05/16/2011,$175764.44,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,BALON CORP,3256 S HATTIE AVE,OKLAHOMA CITY,OK,73129,08/16/2010,$25952.37,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,BALON CORP,3256 S HATTIE AVE,OKLAHOMA CITY,OK,73129,01/13/2011,$43957.47,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,BALON CORP,3256 S HATTIE AVE,OKLAHOMA CITY,OK,73129,03/15/2011,$55474.02,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,BALON CORP,3256 S HATTIE AVE,OKLAHOMA CITY,OK,73129,06/14/2011,$56979.40,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2011,BAMA COMPANIES INC #1,2745 E 11TH ST,TULSA,OK,74159,07/15/2010,$108905.75,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
