OBJECTID_12_13,PIN,MAJOR,MINOR,ADDRESS,APT_CONV,B_COM_GRSSQF,B_OTH_GRSSQF,B_PRKG_GRSSQF,B_RES_GRSSQF,BLDG_AV,BLDG_DESC,COM_GRSSQF,EFF_YEAR_MAX,GRSS_SQFT,HOUSE,JURIS_NAME,KCA_AREA,LAND_AV,LEVY_CD,LOT_SQFT,LU_GEN_CAT,LU_GEN_DESC,LU_PLN_CAT,LU_PLN_DESC,NR_BLDGS,NR_STORIES_MAX,NR_UNITS,OTH_GRSSQF,PRES_USE,PRKG_GRSSQF,PROP_NAME,PROP_TYPE,PUB_OWN_CATEGORY,PUB_OWN_TYPE,PUC,RES_GRSSQF,ROLL_YR,STR_ZIP,SUBAREA,TAXPAYER,TAX_ADDRESS,TAX_ATTENTION,TAX_CITY,TAX_ZIP,TAX_STATUS,USE_CATEGORY,YR_BUILT_MAX,YR_RENOV_MAX,GEOM_AREA,GEOM_PERIMETER,BUFFER,TC_ID,OBJECTID,TC_ID_1,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,OBJECTID_1,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,TC_Land_A_1,Gain,Loss,No_Change,TreeCanopy_2016_Area,TreeCanopy_2021_Area,Change_Area,Change_PercentChange,TreeCanopy_2016_Percent,TreeCanopy_2021_Percent,Change_Percent_AbsDiff,TC_ID_12,OBJECTID_12,TC_ID_12_13,Shape__Area,Shape__Length
54,5129000050,512900,50,7201   BEACON AVE S, ,0,4560,0,0,2602800,ELEMENTARY SCHOOL,0,1960,71148,7201,SEATTLE,36,7146300,10,204182,6,Major Institution And Public Facilities/Utilities,16,Schools,2,2,0,66588,School(Public),0,VAN ASSELT SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98108,50,SEATTLE SCHOOL DISTRICT #1,P O BOX 34165 MS 33-343, ,SEATTLE  WA,98124,X,O,1950,1960,248403.21106201,2374.70061408,Y,54,54,,412392,40601,223165,0,0,77417,0,71209,263766,148626,9.84524433063687,54.1147742924208,0.0,0.0,18.7726726027663,0.0,17.267308774176,63.9600186230577,36.0399813769423,,40601,223165,412392,71209,294374,9.84524433063687,54.1147742924208,71.3820830665968,17.267308774176,,5144,2484,35457,37941,40601,2660,7.01088532194723,9.20022696851539,9.84524433063687,0.645017362121477,,,,412407.080993652,2865.15958034266
55,9528103775,952810,3775,520  NE RAVENNA BLVD, ,0,0,0,0,9326400,John Marshall School,0,1980,88304,520,SEATTLE,19,23548500,10,138521,6,Major Institution And Public Facilities/Utilities,16,Schools,1,3,0,88304,School(Public),0,JOHN MARSHALL SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98115,60,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1946,1980,140088.09828585,1525.34032941,Y,55,55,,141310,19221,18548,0,0,50294,1,53246,37769,103541,13.6020097657632,13.1257518930012,0.0,0.0,35.591253272946,0.0007076640011322,37.6802774042884,26.7277616587644,73.2722383412356,,19221,18548,141310,53246,71794,13.6020097657632,13.1257518930012,50.8060292972896,37.6802774042884,,2137,473,17084,17557,19221,1664,9.47770120179985,12.4244568678791,13.6020097657632,1.17755289788408,,,,141292.88949585,1621.09208580811
56,7972603210,797260,3210,1012  SW TRENTON ST, ,0,0,0,0,8751200,HIGHLAND PARK SCHOOL,0,1999,51600,1012,SEATTLE,45,4059300,10,162372,6,Major Institution And Public Facilities/Utilities,16,Schools,1,1,0,51600,School(Public),0,HIGHLAND PARK SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98106,15,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1999,1999,162306.62060702,1783.58497659,Y,56,56,,162288,9017,30805,0,0,59650,0,62816,39822,122466,5.55617174405994,18.9816868776496,0.0,0.0,36.7556442867002,0.0,38.7064970915903,24.5378586217096,75.4621413782905,,9017,30805,162288,62816,93621,5.55617174405994,18.9816868776496,57.6881839692399,38.7064970915903,,2139,253,6878,7131,9017,1886,26.4479035198429,4.39404022478557,5.55617174405994,1.16213151927438,,,,162305.972976685,1783.58152526566
57,1102000138,110200,138,5101  S GRAHAM ST, ,0,0,0,0,6550400,ELEMENTARY SCHOOL,0,1995,60800,5101,SEATTLE,36,7877200,10,196930,6,Major Institution And Public Facilities/Utilities,16,Schools,1,2,0,60800,School(Public),0,GRAHAM HILL ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98118,50,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1961,1995,196626.85487508,2250.92298262,Y,57,57,,196631,35388,50539,9567,0,40909,1305,58923,95494,101137,17.997162197212,25.7024579033825,4.86545865097569,0.0,20.8049595435104,0.663679684281726,29.9662820206376,48.5650787515702,51.4349212484298,,35388,50539,196631,68490,119029,17.997162197212,25.7024579033825,60.5341985749958,34.8317406716133,,3722,2866,31666,34532,35388,856,2.47886018765203,17.5618290096679,17.997162197212,0.435333187544181,,,,196626.055648804,2250.91860690061
58,5364200330,536420,330,4530   46TH AVE NE, ,0,0,0,0,2362500,SCHOOL,0,1975,45398,4530,SEATTLE,17,10657400,10,118416,6,Major Institution And Public Facilities/Utilities,16,Schools,2,2,0,45398,School(Public),0,LAURELHURST ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98105,100,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1955,1975,118288.94108716,1595.17453198,Y,58,58,,118287,8268,12617,4893,0,48343,0,44166,25778,92509,6.98977909660402,10.6664299542638,4.13654924040681,0.0,40.8692417594495,0.0,37.3379999492759,21.7927582912746,78.2072417087254,,8268,12617,118287,49059,61676,6.98977909660402,10.6664299542638,52.1409791439465,41.4745491896827,,1318,1914,6950,8864,8268,-596,-6.72382671480144,7.49363835417248,6.98977909660402,-0.503859257568457,,,,118288.44720459,1595.17075724685
59,2123700235,212370,235,4525  S CLOVERDALE ST, ,0,0,0,0,10490900,PUBLIC ELEMENTARY SCHOOL,0,2001,73411,4525,SEATTLE,36,7435500,10,212444,6,Major Institution And Public Facilities/Utilities,16,Schools,2,2,0,73411,School(Public),0,DUNLAP ELEMENTARY SCHOOL (SEATTLE PUBLIC SCHOOL),C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98118,50,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,2001,2001,212724.30310478,2192.00943286,Y,59,59,,212721,26239,52186,0,0,54788,881,78627,78425,134296,12.3349363720554,24.5326037391701,0.0,0.0,25.7558022010051,0.414157511482176,36.9625001762873,36.8675401112255,63.1324598887745,,26239,52186,212721,78627,130813,12.3349363720554,24.5326037391701,61.4951039154573,36.9625001762873,,3035,968,23204,24172,26239,2067,8.551216283303,11.3632410528345,12.3349363720554,0.971695319220951,,,,212723.420532227,2192.00545783672
60,3352401300,335240,1300,11236   BEACON AVE S, ,0,0,0,0,3700000,SCHOOL,0,1990,34408,11236,SEATTLE,36,9676000,10,387040,6,Major Institution And Public Facilities/Utilities,16,Schools,1,1,0,34408,School(Public),0,RAINIER VIEW ELEMENTARY,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98178,70,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1961,1990,384059.7528286,2999.2033339,Y,60,60,,404370,32983,215555,0,0,48272,3789,103771,248538,155832,8.15663872196256,53.3063778222915,0.0,0.0,11.9375819175508,0.937013131537948,25.6623884066573,61.463016544254,38.536983455746,,32983,215555,404370,103771,319326,8.15663872196256,53.3063778222915,78.9687662289487,25.6623884066573,,3083,1787,29900,31687,32983,1296,4.09000536497617,7.83614016865742,8.15663872196256,0.32049855330514,,,,404381.998916626,2999.35928509987
61,7857000410,785700,410,2820  S ORCAS ST, ,0,0,0,0,1540900,SCHOOL,4248,1970,37132,2820,SEATTLE,40,8279400,10,413972,6,Major Institution And Public Facilities/Utilities,16,Schools,2,2,0,32884,School(Public),0,DEARBORN PK ELEMENTARY,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98108,60,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1970,1970,414258.71349204,4599.47453892,Y,61,61,,414259,229951,103945,1196,0,41924,2160,35083,335092,79167,55.5089931661111,25.0917904016569,0.288708271878221,0.0,10.1202387878115,0.521412932489095,8.4688564400532,80.8894918396462,19.1105081603538,,229951,103945,414259,36279,140224,55.5089931661111,25.0917904016569,33.8493551135884,8.75756471193142,,8157,21230,221794,243024,229951,-13073,-5.37930410165251,58.6647483820508,55.5089931661111,-3.15575521593979,,,,414257.133361816,4599.46460078625
62,7950302375,795030,2375,4100   39TH AVE S, ,0,0,0,0,4064700,ELEMENTARY SCHOOL,0,1989,35372,4100,SEATTLE,40,2109000,10,84360,6,Major Institution And Public Facilities/Utilities,16,Schools,1,3,0,35372,School(Public),0,HAWTHORNE ELEMENTARY,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98118,60,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1989,1989,84301.69016477,1361.24358013,Y,62,62,,114509,11699,45209,2440,0,30265,0,24896,59348,55161,10.2166641923342,39.4807395051917,2.13083687745068,0.0,26.4302369246085,0.0,21.7415225004148,51.8282405749766,48.1717594250234,,11699,45209,114509,27336,72545,10.2166641923342,39.4807395051917,63.3530988830572,23.8723593778655,,1809,334,9890,10224,11699,1475,14.4268388106416,8.92855583403925,10.2166641923342,1.28810835829498,,,,114495.696090698,1541.14751668759
63,148000064,14800,64,5817  SW STEVENS ST, ,0,0,0,0,2594100,SCHOOL,0,1980,60580,5817,SEATTLE,45,7966200,10,61279,6,Major Institution And Public Facilities/Utilities,16,Schools,3,2,0,60580,School(Public),0,ALKI ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98116,20,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1900,1980,62571.67646139,1017.57292481,Y,63,63,,62572,12666,6189,0,0,35566,0,8151,18855,43717,20.2422808924119,9.89100556159304,0.0,0.0,56.8401201815509,0.0,13.0265933644442,30.133286454005,69.866713545995,,12666,6189,62572,8151,14340,20.2422808924119,9.89100556159304,22.9175989260372,13.0265933644442,,1417,580,11249,11829,12666,837,7.07583058584834,18.9046218755993,20.2422808924119,1.33765901681263,,,,62571.4217681885,1017.57076769152
64,1932300245,193230,245,7740   34TH AVE SW, ,0,0,0,0,3208300,ELEMENTARY SCHOOL,0,1985,44324,7740,SEATTLE,45,4018400,10,160736,6,Major Institution And Public Facilities/Utilities,16,Schools,1,3,0,44324,School(Public),0,E.C. HUGHES ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98126,15,SEATTLE PUBLIC SCHOOLS,PO BOX 34165  M/S 23-365, ,SEATTLE  WA,98124,X,O,1926,1985,161727.99663119,1745.49787647,Y,64,64,,161735,3650,11478,7075,0,34779,0,104753,22203,139532,2.25677806288064,7.09679413855999,4.37443966983028,0.0,21.5036943147742,0.0,64.7682938139549,13.7280118712709,86.2719881287291,,3650,11478,161735,111828,123306,2.25677806288064,7.09679413855999,76.2395276223452,69.1427334837852,,808,2198,2842,5040,3650,-1390,-27.5793650793651,3.11620861285436,2.25677806288064,-0.859430549973722,,,,161727.291793823,1745.49445089403
65,4083301505,408330,1505,1610  N 41ST ST, ,0,14585,0,0,12620200,SCHOOL,0,2000,120579,1610,SEATTLE,17,8892000,10,88920,6,Major Institution And Public Facilities/Utilities,16,Schools,1,3,0,105994,School(Public),0,HAMILTON MIDDLE SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98103,10,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1928,2000,89655.81632615,1242.33954739,Y,65,65,,89658,425,11417,0,0,65978,0,11838,11842,77816,0.474023511566174,12.7339445448259,0.0,0.0,73.5885252849718,0.0,13.2035066586361,13.2079680563921,86.7920319436079,,425,11417,89658,11838,23255,0.474023511566174,12.7339445448259,25.937451203462,13.2035066586361,,227,84,198,282,425,143,50.709219858156,0.314528541792143,0.474023511566174,0.15949496977403,,,,89655.4287414551,1242.33700220071
66,4206901020,420690,1020,400  NE 42ND ST, ,0,0,0,0,2436300,SCHOOL,0,1990,56382,400,SEATTLE,17,9600000,10,96000,6,Major Institution And Public Facilities/Utilities,16,Schools,2,2,0,56382,School(Public),0,LATONA ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98105,10,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1918,1990,96210.65259323,1361.38950097,Y,66,66,,96212,13397,19247,4239,0,30385,0,28944,36883,59329,13.9244584875068,20.0047811083857,4.40589531451378,0.0,31.5812996299838,0.0,30.08356545961,38.3351349104062,61.6648650895938,,13397,19247,96212,33183,52430,13.9244584875068,20.0047811083857,54.4942418825095,34.4894607741238,,2266,588,11131,11719,13397,1678,14.3186278692721,12.1803932981333,13.9244584875068,1.74406518937347,,,,96210.2399902344,1361.38687717964
67,8827900180,882790,180,3311  NE 60TH ST, ,0,0,0,0,6673900,ELEMENTARY SCHOOL,0,1985,75072,3311,SEATTLE,17,12255500,10,144183,6,Major Institution And Public Facilities/Utilities,16,Schools,1,3,0,75072,School(Public),0,BRYANT ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98105,80,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1926,1985,144111.87743101,1687.165664,Y,67,67,,144111,22827,63912,6209,0,48043,0,3120,92948,51163,15.839873430897,44.3491475321107,4.30848443213911,0.0,33.3374967906683,0.0,2.1649978141849,64.4975053951468,35.5024946048532,,22827,63912,144111,9329,73241,15.839873430897,44.3491475321107,50.8226297784347,6.47348224632401,,2439,660,20388,21048,22827,1779,8.4521094640821,14.6054083310781,15.839873430897,1.23446509981889,,,,144111.273345947,1687.16262973337
68,9344400300,934440,300,2401  S IRVING ST, ,0,0,0,0,5959500,SCHOOL,0,1991,62716,2401,SEATTLE,40,19645600,10,196456,6,Major Institution And Public Facilities/Utilities,16,Schools,2,2,0,62716,School(Public),0,THURGOOD MARSHALL ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98144,20,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1991,1991,200668.55144163,2534.87844769,Y,68,68,,200689,10896,87731,10513,0,53039,0,38510,109140,91549,5.42929607502155,43.7149021620517,5.23845352759743,0.0,26.4284539760525,0.0,19.1888942592768,54.3826517646707,45.6173482353293,,10896,87731,200689,49023,136754,5.42929607502155,43.7149021620517,68.142249948926,24.4273477868742,,2396,1126,8500,9626,10896,1270,13.193434448369,4.79647613969874,5.42929607502155,0.632819935322813,,,,200667.830444336,2534.87329772497
69,8702100050,870210,50,3000   CALIFORNIA AVE SW, ,0,0,0,0,33757100,PUBLIC HIGH SCHOOL,0,2002,197000,3000,SEATTLE,45,17503600,10,350073,6,Major Institution And Public Facilities/Utilities,16,Schools,1,2,0,197000,School(Public),0,WEST SEATTLE HIGH SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98116,35,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1920,2002,350658.7494262,2672.65372714,Y,69,69,,350668,51404,64868,0,0,139627,4170,90599,116272,234396,14.6588796240318,18.4984087512975,0.0,0.0,39.8174341542428,1.18915897658184,25.836118493846,33.1572883753294,66.8427116246706,,51404,64868,350668,90599,155467,14.6588796240318,18.4984087512975,44.3345272451436,25.836118493846,,5832,2356,45572,47928,51404,3476,7.25254548489401,13.6676286401953,14.6588796240318,0.991250983836563,,,,350657.475097656,2672.64875888539
70,4443801580,444380,1580,7735   25TH AVE NW, ,0,6873,0,0,14028300,ELEMENTARY SCHOOL (Building B),0,2017,140613,7735,SEATTLE,19,11156300,10,123959,6,Major Institution And Public Facilities/Utilities,16,Schools,2,2,0,133740,School(Public),0,LOYAL HEIGHTS SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98117,50,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,2017,2017,124072.86690612,1624.30679411,Y,70,70,,124071,7604,13317,0,0,59105,0,44045,20921,103150,6.12874886153896,10.7333704088788,0.0,0.0,47.6380459575566,0.0,35.4998347720257,16.8621192704177,83.1378807295823,,7604,13317,124071,44045,57362,6.12874886153896,10.7333704088788,46.2332051809045,35.4998347720257,,1181,8254,6423,14677,7604,-7073,-48.1910472167337,11.8295169701219,6.12874886153896,-5.70076810858299,,,,124072.3621521,1624.30340935571
71,6852700355,685270,355,1058  E MERCER ST, ,0,8936,0,0,2209200,LOWELL ELEMENTARY SCHOOL,0,1960,70627,1058,SEATTLE,25,10181100,10,52211,6,Major Institution And Public Facilities/Utilities,16,Schools,3,2,0,61691,School(Public),0,LOWELL ELEMENTARY,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98102,46,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1919,1960,52277.54403702,922.72102433,Y,71,71,,66864,12097,3082,0,0,49217,0,2468,15179,51685,18.0919478344101,4.60935630533621,0.0,0.0,73.607621440536,0.0,3.69107441971764,22.7013041397464,77.2986958602537,,12097,3082,66864,2468,5550,18.0919478344101,4.60935630533621,8.30043072505384,3.69107441971764,,890,458,11207,11665,12097,432,3.70338619802829,17.4458602536492,18.0919478344101,0.646087580760948,,,,66871.1363220215,1114.03196814596
72,7974200250,797420,250,7047   50TH AVE NE, ,0,0,0,0,1611500,SCHOOL,0,1965,47779,7047,SEATTLE,17,35756000,10,397289,6,Major Institution And Public Facilities/Utilities,16,Schools,2,1,0,47779,School(Public),0,VIEW RIDGE SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98115,100,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1960,1965,397906.18354379,3148.76029994,Y,72,72,,397937,43931,204692,21813,0,72606,314,54581,270436,127501,11.0396871866652,51.4382929961275,5.48152094427007,0.0,18.2456016907199,0.0789069626599185,13.7159902195574,67.9595011270628,32.0404988729372,,43931,204692,397937,76394,281086,11.0396871866652,51.4382929961275,70.635804159955,19.1975111638274,,4236,7441,39695,47136,43931,-3205,-6.7994738628649,11.8450910571271,11.0396871866652,-0.805403870461907,,,,397904.561126709,3148.75400986435
73,2726049114,272604,9114,4030  NE 109TH ST, ,0,0,0,0,1314300,School,0,1970,40352,4030,SEATTLE,10,5494600,10,392475,6,Major Institution And Public Facilities/Utilities,16,Schools,1,1,0,40352,School(Public),0,JOHN ROGERS ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98125,10,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1955,1970,402676.73910902,3157.39867429,Y,73,73,,402671,94440,233667,22340,0,42526,7652,2046,350447,52224,23.4533899883528,58.0292596188948,5.54795354023508,0.0,10.5609790623114,1.90031067546459,0.508107114741315,87.0306031474827,12.9693968525173,,94440,233667,402671,24386,258053,23.4533899883528,58.0292596188948,64.0853202738712,6.0560606549764,,10141,7983,84299,92282,94440,2158,2.33848421143885,22.9174686034008,23.4533899883528,0.535921384951983,,,,402675.164611816,3157.39224869029
74,2095200005,209520,5,5013 SW Dakota St., ,0,0,0,0,19859800,GENESEE HILL ELEMENTARY SCHOOL,0,2016,94294, ,SEATTLE,45,7281900,10,182049,6,Major Institution And Public Facilities/Utilities,16,Schools,1,3,0,94294,School(Public),0,GENESEE HILL ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019, ,25,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,2016,2016,177426.75736003,1802.63748703,Y,74,74,,282830,49679,46780,78790,0,64797,0,42784,175249,107581,17.5649683555493,16.5399710073189,27.8577237209631,0.0,22.9102287593254,0.0,15.1271081568433,61.9626630838313,38.0373369161687,,49679,46780,282830,121574,168354,17.5649683555493,16.5399710073189,59.5248028851253,42.9848318778065,,5347,3853,44332,48185,49679,1494,3.10054996368164,17.0367358483895,17.5649683555493,0.528232507159782,,,,282835.387069702,2153.62669167886
75,3526039024,352603,9024,9018   24TH AVE NW, ,0,0,0,0,1463700,SEATTLE PUBLIC ELEMENTARY SCHOOL,7000,1980,31391,9018,SEATTLE,19,20947200,10,299247,6,Major Institution And Public Facilities/Utilities,16,Schools,1,1,0,24391,School(Public),0,NORTH BEACH SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98117,50,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1958,1980,301161.3281543,2597.78560419,Y,75,75,,301169,18127,139618,18084,0,53389,0,71951,175829,125340,6.01887976518168,46.3586889752929,6.00460206727784,0.0,17.7272561252984,0.0,23.8905730669491,58.3821708077525,41.6178291922475,,18127,139618,301169,90035,229653,6.01887976518168,46.3586889752929,76.2538641095199,29.895175134227,,5623,2791,12504,15295,18127,2832,18.5158548545276,5.0785439404454,6.01887976518168,0.940335824736278,,,,301160.084197998,2597.78038810857
76,5318100820,531810,820,1617   38TH AVE E, ,0,0,0,0,4205000,MCGILVRA SCHOOL,0,1995,34796,1617,SEATTLE,25,8100000,10,108000,6,Major Institution And Public Facilities/Utilities,16,Schools,2,3,0,34796,School(Public),0,MCGILVRA SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98112,47,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1900,1995,108164.25422084,1321.11602674,Y,76,76,,108162,14207,49344,3467,0,25785,0,15359,67018,41144,13.1349272387715,45.6204582015865,3.20537711950593,0.0,23.8392411382926,0.0,14.1999963018435,61.9607625598639,38.0392374401361,,14207,49344,108162,18826,68170,13.1349272387715,45.6204582015865,63.025831622936,17.4053734213495,,1268,991,12939,13930,14207,277,1.98851399856425,12.8788299032932,13.1349272387715,0.256097335478263,,,,108163.799560547,1321.11311939881
77,8826900005,882690,5,1410  NE 66TH ST, ,0,84423,0,0,58583400,ROOSEVELT HIGH SCHOOL,0,2004,382762,1410,SEATTLE,17,26452000,10,311200,6,Major Institution And Public Facilities/Utilities,16,Schools,4,3,0,293761,School(Public),0,ROOSEVELT HIGH SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98115,80,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,2004,2004,310180.11956077,2202.60608848,Y,77,77,,415264,28849,139328,0,0,126676,0,120411,168177,247087,6.94714687524081,33.5516683362873,0.0,0.0,30.5049318024197,0.0,28.9962529860522,40.4988152115281,59.5011847884719,,28849,139328,415264,120411,259739,6.94714687524081,33.5516683362873,62.5479213223395,28.9962529860522,,5363,4825,23486,28311,28849,538,1.90032142983293,6.81759073745858,6.94714687524081,0.12955613778223,,,,415258.800994873,2647.3472877849
78,9528104870,952810,4870,6500   SUNNYSIDE AVE N, ,0,10000,0,0,3924300,ELEMENTARY SCHOOL (PUBLIC),0,1990,47677,6500,SEATTLE,19,12529000,10,147401,6,Major Institution And Public Facilities/Utilities,16,Schools,1,1,0,37677,School(Public),0,GREENLAKE ELEMENTARY SCHOOL DIST #1,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98103,60,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1970,1990,145469.23112976,1799.09315947,Y,78,78,,145469,28815,32473,4025,0,49050,0,31106,65313,80156,19.8083440458104,22.3229691549402,2.76691253806653,0.0,33.7185242216555,0.0,21.3832500395273,44.8982257388172,55.1017742611828,,28815,32473,145469,35131,67604,19.8083440458104,22.3229691549402,46.4731317325341,24.1501625775938,,2451,2114,26364,28478,28815,337,1.183369618653,19.576679567468,19.8083440458104,0.231664478342463,,,,145468.63494873,1799.08976812671
79,7234600635,723460,635,1700 E Union St, ,0,0,0,0,9525300,Original School (Built 1940),0,2010,56661, ,SEATTLE,25,30269600,10,159314,6,Major Institution And Public Facilities/Utilities,16,Schools,3,2,0,56661,School(Public),0,Seattle World School,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019, ,45,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1960,2010,159314.54380742,1605.02719076,Y,79,79,,159312,16062,54192,3925,0,50675,0,34458,74179,85133,10.0821030430853,34.0162699608316,2.46371899166416,0.0,31.8086522044793,0.0,21.6292557999397,46.562091995581,53.437908004419,,16062,54192,159312,38383,92575,10.0821030430853,34.0162699608316,58.1092447524355,24.0929747916039,,2230,6732,13832,20564,16062,-4502,-21.892627893406,12.9080044190017,10.0821030430853,-2.82590137591644,,,,159313.915679932,1605.02419530436
80,2518400005,251840,5,3701 SW 104th St, ,0,0,0,0,16753000,ARBOR HEIGHTS ELEMENTARY SCHOOL,0,2016,78972, ,SEATTLE,45,2064700,16,103237,6,Major Institution And Public Facilities/Utilities,16,Schools,1,3,0,78972,School(Public),0,ARBOR HEIGHTS ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019, ,45,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,2016,2016,103451.19443556,1290.63772506,Y,80,80,,245813,13740,101502,0,0,57731,0,72840,115242,130571,5.58961486984008,41.2923645209977,0.0,0.0,23.4857391594423,0.0,29.6322814497199,46.8819793908377,53.1180206091623,,13740,101502,245813,72840,174342,5.58961486984008,41.2923645209977,70.9246459707176,29.6322814497199,,1647,603,12093,12696,13740,1044,8.22306238185255,5.16490177492647,5.58961486984008,0.424713094913614,,,,245810.379516602,2256.56536245503
