OBJECTID,VRI_CLASS,DISTANCE_ZONE,VRI_SCENIC,VRI_SENSITIVITY,VRI_AREA_ID,BLM_ORG_CD,GIS_ACRES,SHAPE_Length,SHAPE_Area
8804,III,FM,B,MOD,VRIORN000000783,ORN00,29.66613039,0.0193987342141755,1.34496338611569e-05
8805,III,FM,B,MOD,VRIORN000000783,ORN00,12.21844223,0.0107383289990952,5.53924088599739e-06
8806,IV,SS,B,MOD,VRIORN000000898,ORN00,441.28953009,0.0771825847025877,0.0002000787619621
8807,IV,SS,B,MOD,VRIORN000000898,ORN00,0.0041082,0.0002549149952924,1.8625163547323402e-09
8808,III,SS,B,HIGH,VRIORN000000528,ORN00,3.59685858,0.0075172703366466,1.63064457772156e-06
8809,III,SS,B,HIGH,VRIORN000000529,ORN00,1.17839535,0.0052292157557581,5.34222531684761e-07
8810,II,FM,B,HIGH,VRIORN000000713,ORN00,9.38784554,0.0116951723986357,4.25600700667821e-06
8811,IV,SS,B,MOD,VRIORN000000903,ORN00,630.84162087,0.0694776485664337,0.0002860239272915
8812,III,SS,B,HIGH,VRIORN000000518,ORN00,282.45917078,0.0590317014064624,0.0001280741310745
8813,II,FM,B,HIGH,VRIORN000000710,ORN00,4.59621145,0.007854922531812,2.08411994798589e-06
8814,II,FM,B,HIGH,VRIORN000000713,ORN00,270.94121951,0.0598375333207415,0.0001228403033524
8815,III,SS,B,HIGH,VRIORN000000518,ORN00,7.37534308,0.0123795939517019,3.34436403117585e-06
8816,III,SS,B,HIGH,VRIORN000000518,ORN00,5.93506474,0.0119646135079177,2.69124482597654e-06
8817,III,SS,B,HIGH,VRIORN000000518,ORN00,0.03855056,0.0006197379538128,1.74808028193736e-08
8818,III,BG,B,HIGH,VRIORN000000615,ORN00,7.52508595,0.0119592228644143,3.41221094861474e-06
8819,II,FM,B,HIGH,VRIORN000000713,ORN00,554.92605733,0.0879298018985269,0.0002516056427155
8820,III,SS,B,HIGH,VRIORN000000523,ORN00,21.29659378,0.0233072796324782,9.65681103793179e-06
8821,III,SS,B,HIGH,VRIORN000000525,ORN00,204.28361706,0.0423070199487689,9.26170541819681e-05
8822,II,FM,B,HIGH,VRIORN000000713,ORN00,393.68494817,0.0755112394604957,0.0001785006063032
8823,IV,SS,B,MOD,VRIORN000000900,ORN00,79.33429419,0.0275773390880483,3.59753865547545e-05
8824,III,FM,B,MOD,VRIORN000000783,ORN00,39.51512641,0.0169883981034434,1.79188650370987e-05
8825,IV,SS,B,MOD,VRIORN000000895,ORN00,0.09821456,0.0010808845463431,4.45385104066389e-08
8826,IV,SS,B,LOW,VRIORC000000296,ORC00,853.95950944,0.142674098384998,0.0003871420017532
8827,IV,,,,VRIORC000000569,ORC00,0.09348093,0.0299737559540359,4.06291746667249e-08
8828,UNK,,C,LOW,VRIORP000000095,ORP00,248.71494438,0.0461333778510345,0.0001126905998861
8829,III,FM,B,MOD,VRIORN000000765,ORN00,82.13189684,0.0247288405375808,3.72454098731012e-05
8830,III,FM,B,MOD,VRIORN000000783,ORN00,16.59283467,0.0134352529684058,7.52476627957574e-06
8831,IV,SS,B,MOD,VRIORN000000895,ORN00,24.70672335,0.0128744886712866,1.12043612904195e-05
8832,IV,BG,B,MOD,VRIORN000000690,ORN00,119.88216082,0.03801605852001,5.43600436892982e-05
8833,IV,BG,B,MOD,VRIORN000000693,ORN00,138.01337715,0.0462853053131265,6.25612283887024e-05
8834,IV,SS,B,MOD,VRIORN000000900,ORN00,2124.5596855,0.315977998880605,0.0009632202804077
8835,IV,SS,B,MOD,VRIORN000000900,ORN00,4.81298664,0.006489699045962,2.18155198935527e-06
8836,III,FM,B,MOD,VRIORN000000765,ORN00,4.06629103,0.0065407111499348,1.84414400391034e-06
8837,III,SS,B,HIGH,VRIORN000000520,ORN00,150.62042518,0.0343936283832218,6.83011134638079e-05
8838,IV,SS,B,LOW,VRIORN000000808,ORN00,455.06292017,0.0663557120924599,0.0002063463204118
8839,IV,SS,B,MOD,VRIORN000000936,ORN00,32.47009375,0.0228838303011379,1.47250270496952e-05
8840,III,FM,B,MOD,VRIORN000000754,ORN00,2.86036932,0.0063459752790522,1.29734455069949e-06
8841,IV,SS,B,MOD,VRIORN000000912,ORN00,156.83909664,0.0336231609320251,7.11321520993103e-05
8842,IV,BG,B,MOD,VRIORN000000691,ORN00,574.53998335,0.127233636466983,0.000260490190049
8843,III,FM,B,MOD,VRIORN000000765,ORN00,1175.71947475,0.183101562909808,0.0005331710754184
8844,III,FM,B,MOD,VRIORN000000765,ORN00,49.31180161,0.0210302819625288,2.23651604192237e-05
8845,IV,SS,B,MOD,VRIORN000000889,ORN00,22.37658021,0.0173834789786825,1.01445937622979e-05
8846,IV,SS,B,MOD,VRIORN000000897,ORN00,167.6750069,0.0504924922074053,7.60437869441147e-05
8847,III,FM,B,MOD,VRIORN000000765,ORN00,120.60733801,0.0319536343677827,5.46983717710125e-05
8848,III,FM,B,MOD,VRIORN000000765,ORN00,637.13164546,0.0688670962494739,0.0002889463140744
8849,III,FM,B,MOD,VRIORN000000783,ORN00,91.21532634,0.0392779824826782,4.13638281516381e-05
8850,IV,SS,B,MOD,VRIORN000000912,ORN00,546.10371498,0.0673516694106407,0.0002476663416338
8851,III,FM,B,MOD,VRIORN000000783,ORN00,364.19893032,0.0903859821122769,0.000165171578176
8852,IV,SS,B,MOD,VRIORN000000903,ORN00,12.07537477,0.0127066141466058,5.47681754970637e-06
8853,IV,SS,B,MOD,VRIORN000000903,ORN00,245.22505028,0.0541284651432704,0.0001112067803588
8854,IV,SS,B,MOD,VRIORN000000898,ORN00,33.69930976,0.0215905601385569,1.52827934824113e-05
8855,III,SS,B,HIGH,VRIORN000000518,ORN00,137.15987127,0.0412839838694734,6.22060548532543e-05
8856,III,SS,B,HIGH,VRIORN000000518,ORN00,257.01605088,0.0514747098329651,0.0001165589985587
8857,III,SS,B,HIGH,VRIORN000000518,ORN00,21.97417104,0.0201318839509308,9.96442131706601e-06
8858,III,BG,B,HIGH,VRIORN000000615,ORN00,255.44314247,0.0662904436199852,0.0001158437869961
8859,III,SS,B,HIGH,VRIORN000000518,ORN00,158.85326631,0.0487479812137929,7.20436652095115e-05
8860,II,FM,B,HIGH,VRIORN000000713,ORN00,463.9382518,0.0958514768835551,0.0002103961845315
8861,III,SS,B,HIGH,VRIORN000000521,ORN00,21.64525498,0.0172223567011119,9.81501580161811e-06
8862,III,SS,B,HIGH,VRIORN000000522,ORN00,179.45780235,0.0772835042625634,8.13822709025087e-05
8863,III,SS,B,HIGH,VRIORN000000522,ORN00,184.53248938,0.0422931606148586,8.36292512604836e-05
8864,III,SS,B,HIGH,VRIORN000000522,ORN00,66.27963522,0.0219430256286987,3.00371350002001e-05
8865,III,SS,B,HIGH,VRIORN000000524,ORN00,325.81126557,0.0801633336391092,0.00014770246584
8866,III,SS,B,HIGH,VRIORN000000530,ORN00,201.99773624,0.0507843217689031,9.15585779619517e-05
8867,III,SS,B,HIGH,VRIORN000000530,ORN00,20.30991898,0.0130662497740863,9.20525518250071e-06
8868,II,FM,B,HIGH,VRIORN000000713,ORN00,188.96137994,0.0727158053050433,8.5699590034937e-05
8869,II,FM,B,HIGH,VRIORN000000713,ORN00,145.25941596,0.0408701283469648,6.58629337001193e-05
8870,II,FM,B,HIGH,VRIORN000000713,ORN00,3.56252811,0.0065965065793597,1.6150461820634e-06
8871,II,FM,B,HIGH,VRIORN000000713,ORN00,271.49234266,0.0721174402361457,0.0001230652931359
8872,II,FM,B,HIGH,VRIORN000000713,ORN00,3.72531739,0.0055365777140902,1.68848322437711e-06
8873,IV,SS,B,LOW,VRIORN000000807,ORN00,2580.05455481,0.245764935179961,0.0011695214015878
8874,IV,SS,B,LOW,VRIORN000000807,ORN00,601.15086461,0.066803498135963,0.0002723639318762
8875,IV,SS,B,LOW,VRIORN000000808,ORN00,91.73201258,0.0337665723788062,4.15714640464138e-05
8876,IV,BG,B,LOW,VRIORC000000393,ORC00,212.33222485,0.082619462502248,9.60431201355609e-05
8877,III,SS,B,HIGH,VRIORC000000287,ORC00,17.18785998,0.0248817771760915,7.76930678989451e-06
8878,III,SS,B,HIGH,VRIORC000000287,ORC00,32.7053766,0.0337312309938413,1.47828983879426e-05
8879,III,SS,B,HIGH,VRIORC000000287,ORC00,1.31861718,0.0045447438783303,5.95944723327751e-07
8880,III,SS,B,HIGH,VRIORC000000287,ORC00,7.81274746,0.0090926079543481,3.53082429138569e-06
8881,II,FM,B,HIGH,VRIORC000000410,ORC00,96.7793218,0.0692344983700011,4.37433510739247e-05
8882,IV,SS,B,LOW,VRIORC000000306,ORC00,318.8122875,0.048811487972583,0.000144472064271
8883,IV,SS,B,LOW,VRIORC000000306,ORC00,627.17881467,0.0682660271500811,0.0002840630398767
8884,IV,SS,B,LOW,VRIORC000000306,ORC00,38.98403088,0.016966955073407,1.7658013272009e-05
8885,IV,SS,B,LOW,VRIORC000000306,ORC00,1350.64390818,0.196900743071119,0.0006115294550267
8886,IV,SS,B,LOW,VRIORC000000306,ORC00,136.89890755,0.0440836344900266,6.19885922250524e-05
8887,IV,SS,B,LOW,VRIORC000000306,ORC00,127.75148698,0.0304875017311871,5.78466535101759e-05
8888,IV,SS,B,LOW,VRIORC000000306,ORC00,0.20747725,0.0017805291790504,9.39372425808437e-08
8889,IV,SS,B,LOW,VRIORC000000306,ORC00,46.37576833,0.0285001822787682,2.0995017910659e-05
8890,IV,SS,B,LOW,VRIORC000000306,ORC00,7427.3856984,0.736951946492906,0.0033597281718426
8891,IV,SS,B,LOW,VRIORC000000306,ORC00,1297.55114299,0.184540061561483,0.0005872023228101
8892,IV,SS,B,LOW,VRIORC000000306,ORC00,434.65993158,0.065662149929314,0.0001966226156087
8893,IV,SS,B,LOW,VRIORC000000306,ORC00,58.75677361,0.0350485335052329,2.65772842104779e-05
8894,IV,SS,B,LOW,VRIORC000000306,ORC00,373.25921108,0.0673142884867357,0.0001688175917627
8895,IV,SS,B,LOW,VRIORC000000306,ORC00,269.81682033,0.0489336710937888,0.000121949677445
8896,IV,FM,B,LOW,VRIORC000000430,ORC00,9.31383676,0.011750451613376,4.2176064274913e-06
8897,IV,FM,B,LOW,VRIORC000000430,ORC00,92.11988027,0.0410807951178774,4.17098833813787e-05
8898,IV,FM,B,LOW,VRIORC000000430,ORC00,13.68056188,0.0159536222116873,6.19439367513015e-06
8899,IV,FM,B,LOW,VRIORC000000430,ORC00,1375.56715128,0.312801601091873,0.0006226580980342
8900,IV,FM,B,LOW,VRIORC000000430,ORC00,5.51674029,0.0069836983717241,2.49763422319078e-06
8901,IV,FM,B,LOW,VRIORC000000430,ORC00,47.32625088,0.025802346099738,2.14246654814978e-05
8902,IV,FM,B,LOW,VRIORC000000430,ORC00,13.43944151,0.0133055695393838,6.08412554553565e-06
8903,IV,FM,B,LOW,VRIORC000000430,ORC00,135.75315497,0.0363346462329103,6.14519903945654e-05
8904,IV,FM,B,LOW,VRIORC000000430,ORC00,7.31426243,0.0086267559120663,3.31074144076546e-06
8905,IV,FM,B,LOW,VRIORC000000430,ORC00,25.75209992,0.0216192005878305,1.16565281722157e-05
8906,IV,FM,B,LOW,VRIORC000000430,ORC00,0.68509117,0.0031812163204133,3.09680967222763e-07
8907,IV,FM,B,LOW,VRIORC000000430,ORC00,18.33575138,0.0118245581359542,8.28706048537641e-06
8908,IV,FM,B,LOW,VRIORR000000300,ORR00,83.89813446,0.0378401858216382,3.79814218604265e-05
8909,IV,FM,B,LOW,VRIORR000000301,ORR00,79.41391752,0.0324541996201673,3.59202764362222e-05
8910,IV,SS,B,LOW,VRIORR000000606,ORR00,73.17478589,0.0232045291182933,3.31033998454665e-05
8911,IV,SS,B,LOW,VRIORR000000609,ORR00,88.13214562,0.028378810187673,3.98801826292965e-05
8912,IV,SS,B,LOW,VRIORR000000610,ORR00,23.18190228,0.0148099965752747,1.04938342206479e-05
8913,IV,SS,B,LOW,VRIORR000000612,ORR00,113.79436516,0.0334492212624695,5.15246266321324e-05
8914,IV,SS,B,LOW,VRIORR000000613,ORR00,13012.60553585,1.21363403446454,0.0058892016872667
8915,IV,SS,B,LOW,VRIORR000000613,ORR00,2.79358094,0.0065379942330664,1.26504679119019e-06
8916,IV,SS,B,LOW,VRIORR000000613,ORR00,0.00856383,0.0003341140833451,3.877821741082231e-09
8917,IV,SS,B,LOW,VRIORR000000613,ORR00,492.31548066,0.0868254912566646,0.0002226731594101
8918,IV,SS,B,LOW,VRIORR000000614,ORR00,92.74461601,0.031639678298302,4.19961950247096e-05
8919,IV,SS,B,LOW,VRIORR000000614,ORR00,14.33320984,0.0117906678027611,6.48959587741668e-06
8920,IV,SS,B,LOW,VRIORR000000614,ORR00,3.8760635,0.0059000914805633,1.7548563610171e-06
8921,IV,SS,B,LOW,VRIORR000000615,ORR00,117.65788676,0.038991266715036,5.32805616552011e-05
8922,IV,SS,B,LOW,VRIORR000000616,ORR00,168.66891963,0.0399520307366799,7.63872239449388e-05
8923,IV,SS,B,LOW,VRIORR000000617,ORR00,45.74504859,0.0269744934023531,2.07205383111332e-05
8924,IV,SS,B,LOW,VRIORR000000618,ORR00,316.88335836,0.0539452197666179,0.0001435945240578
8925,IV,SS,B,LOW,VRIORR000000618,ORR00,2932.51544896,0.2899692565925,0.001328607424162
8926,IV,SS,B,LOW,VRIORR000000618,ORR00,0.20184466,0.0069738421850911,9.14557312423885e-08
8927,IV,SS,B,LOW,VRIORR000000618,ORR00,0.17023396,0.0020767725686742,7.71136443988888e-08
8928,IV,SS,B,LOW,VRIORR000000618,ORR00,0.82830667,0.002971252438075,3.75209907555758e-07
8929,IV,SS,B,LOW,VRIORR000000618,ORR00,3.35955986,0.0052330970150364,1.52173633101766e-06
8930,IV,SS,B,LOW,VRIORR000000618,ORR00,29.22684332,0.0257241275289589,1.32367491855904e-05
8931,III,SS,B,HIGH,VRIORR000000332,ORR00,0.56090246,0.0258773205080647,2.53515057568682e-07
8932,II,FM,B,HIGH,VRIORR000000490,ORR00,0.07513625,0.0020625168091936,3.39627073647546e-08
8933,IV,FM,B,LOW,VRIORR000000899,ORR00,53.64429847,0.0218575610500606,2.43024683431205e-05
8934,IV,FM,B,LOW,VRIORR000000899,ORR00,3445.10129877,0.458674726033748,0.00155974082122
8935,IV,FM,B,LOW,VRIORR000000899,ORR00,1029.79438627,0.205191710819878,0.0004663643891797
8936,IV,FM,B,LOW,VRIORR000000899,ORR00,153.9416855,0.0583324738729611,6.97212669225726e-05
8937,IV,FM,B,LOW,VRIORR000000899,ORR00,164.21318011,0.0621352002153123,7.43669162955189e-05
8938,IV,FM,B,LOW,VRIORR000000899,ORR00,74.12819113,0.0353493888809584,3.35689255515217e-05
8939,IV,FM,B,LOW,VRIORR000000899,ORR00,21.51481867,0.0146460843435827,9.74271235531418e-06
8940,IV,FM,B,LOW,VRIORR000000899,ORR00,18.45331247,0.0183683478152935,8.35622586950078e-06
8941,IV,FM,B,LOW,VRIORR000000899,ORR00,292.22500406,0.0566081396023367,0.0001323111329798
8942,IV,FM,B,LOW,VRIORR000000899,ORR00,4.97102109,0.0069724109432035,2.25080917618339e-06
8943,IV,FM,B,LOW,VRIORR000000899,ORR00,149.82998281,0.063898541957562,6.78219080788096e-05
8944,IV,FM,B,LOW,VRIORR000000899,ORR00,0.02336711,0.0020294398993568,1.0577857071317e-08
8945,IV,FM,B,LOW,VRIORR000000899,ORR00,366.61476527,0.0777990837534164,0.0001659033675613
8946,IV,FM,B,LOW,VRIORR000000899,ORR00,1.44868426,0.0053690861357746,6.55607687319459e-07
8947,IV,FM,B,LOW,VRIORR000000899,ORR00,261.69247141,0.0650431663962057,0.0001183938688148
8948,III,SS,B,HIGH,VRIORN000000521,ORN00,168.93285323,0.0423885150330016,7.66117141195866e-05
8949,III,SS,B,HIGH,VRIORN000000523,ORN00,63.65518235,0.0278729141751021,2.88658504108009e-05
8950,II,FM,B,HIGH,VRIORN000000713,ORN00,381.41830104,0.0672516673770538,0.0001729780518274
8951,III,SS,B,HIGH,VRIORN000000522,ORN00,392.90193776,0.101837847626906,0.0001781545906966
8952,III,SS,B,HIGH,VRIORN000000522,ORN00,209.12677757,0.0456347828209248,9.48200226604304e-05
8953,II,FM,B,HIGH,VRIORN000000709,ORN00,171.89825825,0.0406682230324561,7.79347664920526e-05
8954,II,FM,B,HIGH,VRIORN000000713,ORN00,112.82692291,0.0727187812589493,5.11692938770404e-05
8955,II,FM,B,HIGH,VRIORN000000713,ORN00,1.05455238,0.0038948573613285,4.7818449754735e-07
8956,III,FM,B,MOD,VRIORN000000753,ORN00,152.73543666,0.0692644046249276,6.9269469329318e-05
8957,IV,SS,B,LOW,VRIORN000000807,ORN00,92.64135179,0.043560898171766,4.19979482809217e-05
8958,IV,SS,B,MOD,VRIORN000000907,ORN00,108.48077289,0.0331352172329077,4.91991533397152e-05
8959,IV,SS,B,MOD,VRIORN000000907,ORN00,37.44716433,0.0230857064098217,1.69818189295175e-05
8960,III,FM,B,MOD,VRIORN000000783,ORN00,40.01338237,0.0172704748268076,1.81491651804863e-05
8961,IV,BG,B,MOD,VRIORN000000689,ORN00,9.15349847,0.0097508009657442,4.15176861583991e-06
8962,III,FM,B,MOD,VRIORN000000765,ORN00,70.04294422,0.0260789600724219,3.17700199157001e-05
8963,III,FM,B,MOD,VRIORN000000755,ORN00,36.98624009,0.0174639420855236,1.67760762047522e-05
8964,IV,SS,B,MOD,VRIORN000000900,ORN00,3.58849441,0.0081789661604831,1.62764121786528e-06
8965,IV,SS,B,MOD,VRIORN000000900,ORN00,0.15412792,0.0015925425401919,6.99060512101717e-08
8966,IV,SS,B,LOW,VRIORC000000296,ORC00,342.26176431,0.0843334599886209,0.0001552164077884
8967,II,FM,B,HIGH,VRIORN000000713,ORN00,79.68289671,0.0271826035200246,3.6141927519872e-05
8968,III,FM,B,MOD,VRIORN000000767,ORN00,144.78715388,0.0331550286309194,6.56731307625048e-05
8969,IV,SS,B,MOD,VRIORN000000919,ORN00,15.56688774,0.014003464355141,7.06121715660832e-06
8970,III,FM,B,MOD,VRIORN000000765,ORN00,79.0817522,0.0243436740727011,3.58729204972131e-05
8971,III,FM,B,MOD,VRIORN000000765,ORN00,40.29053885,0.0173438464948584,1.82771114243814e-05
8972,IV,BG,B,MOD,VRIORN000000689,ORN00,6.83046703,0.0072508036294994,3.09810617507901e-06
8973,III,FM,B,MOD,VRIORN000000765,ORN00,114.57387666,0.0310545207558479,5.19715853846961e-05
8974,IV,SS,B,MOD,VRIORN000000901,ORN00,0.13489207,0.002308180900106,6.11928843947098e-08
8975,III,FM,B,MOD,VRIORN000000783,ORN00,393.3204377,0.0682864623648344,0.0001784089391328
8976,IV,SS,B,MOD,VRIORN000000902,ORN00,1.67848249,0.0059404724747964,7.61349294316382e-07
8977,IV,SS,B,MOD,VRIORN000000947,ORN00,10.74241365,0.0120201255752187,4.87315411728546e-06
8978,IV,SS,B,MOD,VRIORN000000936,ORN00,646.88187302,0.0693398075124049,0.000293402296922
8979,IV,SS,B,LOW,VRIORC000000306,ORC00,0.94019832,0.0219756770611061,4.26452960693412e-07
8980,III,FM,B,MOD,VRIORN000000765,ORN00,249.28578407,0.0511536732642593,0.0001130844731954
8981,III,FM,B,MOD,VRIORN000000765,ORN00,44.46855136,0.0431137332468917,2.01696748640507e-05
8982,IV,SS,B,MOD,VRIORN000000906,ORN00,49.44762106,0.0227766041624067,2.24319019924445e-05
8983,IV,SS,B,MOD,VRIORN000000897,ORN00,178.72554291,0.0478777708005153,8.10673317246461e-05
8984,III,FM,B,MOD,VRIORN000000783,ORN00,91.27926287,0.0362061142127183,4.14029193536614e-05
8985,IV,SS,B,MOD,VRIORN000000912,ORN00,299.78959032,0.0470514069923247,0.0001359905846426
8986,IV,SS,B,MOD,VRIORN000000912,ORN00,84.97521165,0.0346398064760206,3.85441612379986e-05
8987,III,FM,B,MOD,VRIORN000000765,ORN00,312.27314135,0.0783634254436346,0.0001416557911503
8988,III,FM,B,MOD,VRIORN000000754,ORN00,148.6727157,0.0706505856632292,6.7438293434153e-05
8989,IV,SS,B,MOD,VRIORN000000912,ORN00,158.39898811,0.0524601841604556,7.18532948166926e-05
8990,IV,SS,B,MOD,VRIORN000000912,ORN00,245.74611319,0.0468547160401772,0.0001114729362033
8991,IV,BG,B,MOD,VRIORN000000688,ORN00,20.104488,0.0194447624348252,9.12065663890946e-06
8992,III,FM,B,MOD,VRIORN000000783,ORN00,17.06432988,0.0110972702170013,7.73994065440091e-06
8993,IV,SS,B,MOD,VRIORN000000912,ORN00,399.87092365,0.0891580256138102,0.0001813856881616
8994,IV,SS,B,MOD,VRIORN000000919,ORN00,120.05691692,0.0372110154058706,5.44643263150719e-05
8995,III,SS,B,HIGH,VRIORN000000518,ORN00,395.38891019,0.0574135670484959,0.000179317846433
8996,III,BG,B,HIGH,VRIORN000000616,ORN00,0.2675075,0.0018819790425292,1.21343710327298e-07
8997,II,FM,B,HIGH,VRIORN000000710,ORN00,79.57238414,0.0366356697288545,3.60840475501382e-05
8998,II,FM,B,HIGH,VRIORN000000711,ORN00,6.06068436,0.0078019808829649,2.74927349214481e-06
8999,III,FM,B,MOD,VRIORN000000783,ORN00,315.40877448,0.0741128544291909,0.0001430738634738
9000,III,FM,B,MOD,VRIORN000000783,ORN00,11.64214401,0.0106063450874839,5.28159663681235e-06
9001,IV,SS,B,MOD,VRIORN000000903,ORN00,309.95907622,0.0950422401044703,0.0001405755120633
9002,IV,SS,B,MOD,VRIORN000000947,ORN00,16.63316041,0.0129226467354443,7.54578916006478e-06
9003,IV,SS,B,MOD,VRIORN000000947,ORN00,190.72784923,0.0457141319145244,8.65214857382945e-05
9004,III,SS,B,HIGH,VRIORN000000518,ORN00,571.79890443,0.0801090134173486,0.0002593785579625
9005,III,BG,B,HIGH,VRIORN000000616,ORN00,38.63652661,0.0258727754264389,1.75256387934579e-05
9006,II,FM,B,HIGH,VRIORN000000711,ORN00,8.3468022,0.0086695801308715,3.78627752267853e-06
9007,III,SS,B,HIGH,VRIORN000000518,ORN00,0.04493229,0.00115015712501,2.0384559266204e-08
9008,III,SS,B,HIGH,VRIORN000000518,ORN00,172.1905261,0.0435060560089965,7.81092747099766e-05
9009,II,FM,B,HIGH,VRIORN000000713,ORN00,459.37280029,0.0725674740090778,0.0002083764927119
9010,III,SS,B,HIGH,VRIORN000000518,ORN00,593.35925887,0.0688714647417177,0.0002691581428755
9011,II,FM,B,HIGH,VRIORN000000713,ORN00,33.19633008,0.0213727088531924,1.50570847392865e-05
9012,II,FM,B,HIGH,VRIORN000000713,ORN00,624.70265202,0.0683202202832042,0.0002833721408158
9013,III,SS,B,HIGH,VRIORN000000516,ORN00,0.01335229,0.0004593969745699,6.05759891670163e-09
9014,II,FM,B,HIGH,VRIORN000000713,ORN00,79.81799238,0.0271321032346524,3.62097983115839e-05
9015,IV,BG,B,MOD,VRIORN000000688,ORN00,2.51147861,0.0057189374850481,1.13939856763248e-06
9016,III,FM,B,MOD,VRIORN000000783,ORN00,37.56165434,0.0164458853324017,1.70411182025395e-05
9017,III,FM,B,MOD,VRIORN000000765,ORN00,25.54551379,0.0241558818274038,1.15899796367159e-05
9018,III,FM,B,MOD,VRIORN000000765,ORN00,385.78493101,0.0628853096400809,0.0001750329019197
9019,IV,SS,B,MOD,VRIORN000000909,ORN00,11.64084786,0.0138891516957471,5.28201188651095e-06
9020,IV,SS,B,MOD,VRIORN000000909,ORN00,0.17510643,0.0015693169384107,7.94553645559565e-08
9021,III,FM,B,MOD,VRIORN000000783,ORN00,55.08582591,0.0285709179796319,2.49942930406404e-05
9022,IV,SS,B,MOD,VRIORN000000912,ORN00,104.77918921,0.0463817244242562,4.75405474841253e-05
9023,III,FM,B,MOD,VRIORN000000783,ORN00,284.05551194,0.0525120291221245,0.0001288788355403
9024,IV,SS,B,MOD,VRIORN000000908,ORN00,7.07808867,0.0078330198023826,3.2112554512761e-06
9025,IV,SS,B,MOD,VRIORN000000912,ORN00,197.78857217,0.0516227272228406,8.97370686967131e-05
9026,II,FM,B,HIGH,VRIORN000000713,ORN00,106.54793763,0.0401592735639985,4.83399189922678e-05
9027,III,FM,B,MOD,VRIORN000000757,ORN00,284.0171611,0.0650769444685874,0.0001288360437038
9028,III,FM,B,MOD,VRIORN000000759,ORN00,1.83474827,0.0043134452310242,8.32475137573314e-07
9029,IV,SS,B,LOW,VRIORN000000808,ORN00,98.9039266,0.0262260975262786,4.48565365498746e-05
9030,IV,SS,B,LOW,VRIORN000000808,ORN00,54.46883269,0.0284250469365663,2.46967866959914e-05
9031,IV,SS,B,MOD,VRIORN000000936,ORN00,1630.34189495,0.215462762894579,0.0007394487400822
9032,IV,SS,B,MOD,VRIORN000000936,ORN00,632.10358748,0.0684993921870345,0.0002867688370872
9033,III,FM,B,MOD,VRIORN000000783,ORN00,0.02494722,0.0005914712937412,1.13207020105518e-08
9034,III,FM,B,MOD,VRIORN000000783,ORN00,12.87180641,0.011482001672209,5.84080807908043e-06
9035,IV,SS,B,MOD,VRIORN000000912,ORN00,26.99140386,0.0139052015031835,1.22477741519533e-05
9036,IV,SS,B,MOD,VRIORN000000912,ORN00,40.30472509,0.017319526102389,1.82889753707746e-05
9037,III,SS,B,HIGH,VRIORN000000518,ORN00,641.4874416,0.0691998953084385,0.000291056617974
9038,III,SS,B,HIGH,VRIORN000000518,ORN00,8.59510862,0.0093737096538736,3.89943150384831e-06
9039,IV,SS,B,MOD,VRIORN000000947,ORN00,623.79076698,0.0671328521573002,0.0002830305209383
9040,III,SS,B,HIGH,VRIORN000000518,ORN00,271.66242872,0.0570256491738586,0.0001232581437939
9041,III,SS,B,HIGH,VRIORN000000518,ORN00,27.15261744,0.0153642979210687,1.23186428372397e-05
9042,III,BG,B,HIGH,VRIORN000000617,ORN00,209.2639812,0.0617235457030313,9.494752425989e-05
9043,IV,BG,B,MOD,VRIORN000000687,ORN00,63.2959317,0.0341985016174648,2.87212825964943e-05
9044,IV,SS,B,MOD,VRIORN000000947,ORN00,42.37889508,0.0184727403970247,1.92297100018177e-05
9045,III,SS,B,HIGH,VRIORN000000516,ORN00,213.95756403,0.0482316466069967,9.70804436072793e-05
9046,III,SS,B,HIGH,VRIORN000000518,ORN00,78.51490332,0.0250686217421663,3.56261799681506e-05
9047,II,FM,B,HIGH,VRIORN000000713,ORN00,299.219659,0.0712185000771144,0.0001357581562544
9048,II,FM,B,HIGH,VRIORN000000713,ORN00,0.25454916,0.0019681702792357,1.15493713271191e-07
9049,III,SS,B,HIGH,VRIORN000000516,ORN00,59.04015185,0.0252471241100688,2.67901266692723e-05
9050,III,SS,B,HIGH,VRIORN000000516,ORN00,94.24030926,0.0318978440000753,4.27602104761748e-05
9051,III,SS,B,HIGH,VRIORN000000516,ORN00,3.63408423,0.0058235942131423,1.64887355752018e-06
9052,III,SS,B,HIGH,VRIORN000000516,ORN00,4.00535744,0.0066849478097753,1.81724548645084e-06
9053,II,FM,B,HIGH,VRIORN000000713,ORN00,472.97090216,0.0782628381353973,0.0002145927301241
9054,III,FM,B,MOD,VRIORV040001683,ORV04,79.29143083,0.0244121683051155,3.59780930832929e-05
9055,II,FM,B,HIGH,VRIORN000000713,ORN00,637.33122499,0.0689023988727619,0.0002891709104797
9056,III,FM,B,MOD,VRIORN000000762,ORN00,0.35177478,0.0138769246022002,1.59619511822741e-07
9057,III,FM,B,MOD,VRIORN000000765,ORN00,117.27957338,0.0368966296009734,5.32207234397487e-05
9058,IV,SS,B,MOD,VRIORV040000913,ORV04,16.93806176,0.0111279273672238,7.68564675994401e-06
9059,IV,BG,B,MOD,VRIORV040001215,ORV04,59.36722941,0.0231590281148499,2.69378924664063e-05
