ObjectId,ID,Permit_Number,Permit_Subtype,Permit_Description,Street_Address,City,State,ZIP_Code,Date_Issued,Project_Start_Date,Project_End_Date,Permit_Type_Code,Subtype_Code
3510,3310,14ASB1266,Long-Term Abatement,GERMANTOWN MILL LOFTS,946 GOSS AVE,LOUISVILLE,KY,40217,2014-09-15 15:40:55,2014-09-15 00:00:00,2015-10-31 00:00:00,ASBESTOS,LONGTERM
3511,3311,14ASB1323,Regulated Abatement for Renov.,FREEDOM HALL- EMERGENCY CHILLER ROOM,937 PHILLIPS LN,LOUISVILLE,KY,40209,2014-08-18 11:09:33,2014-08-11 00:00:00,2014-08-12 00:00:00,ASBESTOS,RENOABATE
3512,3312,14ASB1330,Regulated Abatement for Renov.,REYNOLDS PACKAGING GROUP,2827 HALE AVE,LOUISVILLE,KY,40211,2014-08-18 14:58:41,2014-08-27 00:00:00,2014-10-25 00:00:00,ASBESTOS,RENOABATE
3513,3313,14ASB1339,Long-Term Abatement,COSMOPLITAN BUILDING,981 S 3RD ST,LOUISVILLE,KY,40203,2014-08-26 13:52:39,2014-09-05 00:00:00,2015-06-01 00:00:00,ASBESTOS,LONGTERM
3514,3314,14ASB1363,Regulated Abatement for Renov.,QUIETER HOME - 824 Melford Ave,824 MELFORD AVE,PARKWAY VILLAGE,KY,40217,2014-09-16 11:51:48,2014-09-18 00:00:00,2014-10-03 00:00:00,ASBESTOS,RENOABATE
3515,3315,ASB916023,Regulated Abatement for Demo,MSD-2218 MAPLE STREET,2218 MAPLE ST,LOUISVILLE,KY,40211,2014-09-19 11:21:32,2014-09-25 00:00:00,2014-09-30 00:00:00,ASBESTOS,DEMOABATE
3516,3316,ASB918548,Regulated Abatement for Demo,GOODWILL - 931 EAST GRAY STREET,931 E GRAY ST,LOUISVILLE,KY,40204,2014-10-06 16:18:04,2014-10-07 00:00:00,2014-10-11 00:00:00,ASBESTOS,DEMOABATE
3517,3317,ASB918929,Regulated Abatement for Renov.,LC INDUSTRIES,1900 BROWNSBORO RD,LOUISVILLE,KY,40206,2014-10-09 15:12:34,2014-10-17 00:00:00,2014-10-24 00:00:00,ASBESTOS,RENOABATE
3518,3318,ASB920762,Regulated Abatement for Demo,STORAGE BUILDING,2935 ST XAVIER ST,LOUISVILLE,KY,40212,2014-10-31 15:55:42,2014-10-31 00:00:00,2014-11-14 00:00:00,ASBESTOS,DEMOABATE
3519,3319,ASB920816,Regulated Abatement for Demo,METRO-1348 SALE AVENUE,1348 SALE AVE,LOUISVILLE,KY,40215,2014-10-24 16:31:54,2014-10-29 00:00:00,2014-11-14 00:00:00,ASBESTOS,DEMOABATE
3520,3320,14ASB1107,Regulated Abatement for Renov.,KY State Fair Board,937 PHILLIPS LN,LOUISVILLE,KY,40209,2014-04-04 16:57:09,2014-03-10 00:00:00,2014-03-10 00:00:00,ASBESTOS,RENOABATE
3521,3321,14ASB1117,Regulated Abatement for Renov.,JCPS Gheens Academy,4425 PRESTON HWY,LOUISVILLE,KY,40213,2014-04-15 12:22:30,2014-05-23 00:00:00,2014-06-23 00:00:00,ASBESTOS,RENOABATE
3522,3322,14ASB1122,Regulated Abatement for Renov.,Freedom Hall,937 PHILLIPS LN,LOUISVILLE,KY,40209,2014-04-07 16:56:34,2014-04-08 00:00:00,2014-04-15 00:00:00,ASBESTOS,RENOABATE
3523,3323,14ASB1150,Regulated Abatement for Renov.,Dreams with Wings,2106 BARDSTOWN RD,LOUISVILLE,KY,40205,2014-04-23 11:32:28,2014-05-01 00:00:00,2014-05-31 00:00:00,ASBESTOS,RENOABATE
3524,3324,14ASB1157,Regulated Abatement for Demo,Metro Residence,4921 BROADMOOR BLVD,LOUISVILLE,KY,40218,2014-04-22 09:58:07,2014-05-05 00:00:00,2014-05-30 00:00:00,ASBESTOS,DEMOABATE
3525,3325,ASB926019,Regulated Abatement for Renov.,ZEON CHEMICAL INC,4100 BELLS LN,LOUISVILLE,KY,40211,2014-12-12 15:04:48,2014-12-15 00:00:00,2014-12-19 00:00:00,ASBESTOS,RENOABATE
3526,3326,14ASB1173,Regulated Abatement for Renov.,Tarc Union Station,1000 W BROADWAY,LOUISVILLE,KY,40203,2014-05-12 13:21:59,2014-05-14 00:00:00,2014-05-28 00:00:00,ASBESTOS,RENOABATE
3527,3327,ASB915638,Regulated Abatement for Renov.,River City Housing - 1603 STAFFORD AVENUE,1603 STAFFORD AVE,LOUISVILLE,KY,40216,2014-09-16 11:41:48,2014-09-23 00:00:00,2014-09-30 00:00:00,ASBESTOS,RENOABATE
3528,3328,ASB920403,Blanket Abatement,EI DUPONT FRIABLE BLANKET,4200 CAMP GROUND RD,LOUISVILLE,KY,40216,2014-10-27 11:56:23,2014-11-03 00:00:00,2015-11-02 00:00:00,ASBESTOS,BLANKET
3529,3329,14ASB1130,Regulated Abatement for Demo,MSD Residence,724 S 22ND ST,LOUISVILLE,KY,40211,2014-04-08 11:29:14,2014-04-17 00:00:00,2014-04-19 00:00:00,ASBESTOS,DEMOABATE
3530,3330,14ASB1189,Regulated Abatement for Renov.,Mall St Matthews,5000 SHELBYVILLE RD,ST MATTHEWS,KY,40207,2014-05-22 15:22:14,2014-05-27 00:00:00,2014-05-27 00:00:00,ASBESTOS,RENOABATE
3531,3331,14ASB1206,Regulated Abatement for Renov.,Thornton Residential House Demo,2809 WESTPORT CIR,ROLLING HILLS,KY,40241,2014-06-02 14:07:07,2014-06-09 00:00:00,2014-06-13 00:00:00,ASBESTOS,RENOABATE
3532,3332,14ASB1210,Regulated Abatement for Demo,Metro - 2813 Portland Ave,2813 PORTLAND AVE,LOUISVILLE,KY,40212,2014-06-05 13:45:10,2014-06-03 00:00:00,2014-06-03 00:00:00,ASBESTOS,DEMOABATE
3533,3333,14ASB1220,Regulated Abatement for Renov.,"DEANS FOODS, LOUISVILLE DIVISION",4420 BISHOP LN,WATTERSON PARK,KY,40218,2014-06-16 15:24:05,2014-06-23 00:00:00,2014-06-28 00:00:00,ASBESTOS,RENOABATE
3534,3334,14ASB1288,Regulated Abatement for Renov.,6201 PRESTON HWY SUITE B,6201 PRESTON HWY,LOUISVILLE,KY,40219,2014-07-24 15:53:38,2014-07-28 00:00:00,2014-08-08 00:00:00,ASBESTOS,RENOABATE
3535,3335,ASB919062,Regulated Abatement for Renov.,ASRC - Warehouse Window Project,4500 CAMP GROUND RD,LOUISVILLE,KY,40216,2014-10-09 10:49:49,2014-11-10 00:00:00,2014-12-10 00:00:00,ASBESTOS,RENOABATE
3536,3336,ASB919368,Regulated Abatement for Renov.,QUIETER HOME -830 READING ROAD,830 READING RD,PARKWAY VILLAGE,KY,40217,2014-10-15 13:47:29,2014-10-21 00:00:00,2014-11-04 00:00:00,ASBESTOS,RENOABATE
3537,3337,ASB919440,Regulated Abatement for Demo,MSD- 2321-2323 MAPLE STREET,2323 MAPLE ST,LOUISVILLE,KY,40211,2014-10-15 14:43:33,2014-10-22 00:00:00,2014-10-31 00:00:00,ASBESTOS,DEMOABATE
3538,3338,ASB919946,Blanket Abatement,UofL BELKNAP CAMPUS - NON-FRIA BLK PERMIT,2301 S 3RD ST,LOUISVILLE,KY,40208,2014-10-17 10:39:21,2014-10-26 00:00:00,2015-10-25 00:00:00,ASBESTOS,BLANKET
3539,3339,ASB919957,Blanket Abatement,UOFL SHELBY CAMPUS NON-FRIA BLK PERMIT,9000 SHELBYVILLE RD,HURSTBOURNE,KY,40222,2014-10-17 10:47:55,2014-10-26 00:00:00,2015-10-25 00:00:00,ASBESTOS,BLANKET
3540,3340,ASB921680,Regulated Abatement for Renov.,River City Housing - 5410 Camino Way,5410 CAMINO WAY,LOUISVILLE,KY,40216,2014-10-31 10:40:07,2014-11-11 00:00:00,2014-11-16 00:00:00,ASBESTOS,RENOABATE
3541,3341,ASB924761,Regulated Abatement for Renov.,COUNTY CLERK OFFICE,531 COURT PL,LOUISVILLE,KY,40202,2014-11-26 10:51:01,2014-12-05 00:00:00,2014-12-15 00:00:00,ASBESTOS,RENOABATE
3542,3342,ASB925350,Regulated Abatement for Demo,METRO- 3317 HUDSON AVENUE,3317 HUDSON AVE,LOUISVILLE,KY,40211,2014-12-08 10:26:35,2014-12-08 00:00:00,2014-12-19 00:00:00,ASBESTOS,DEMOABATE
3543,3343,ASB926985,Regulated Abatement for Renov.,UofL MEDICAL DENTAL APARTMENT,627 S PRESTON ST,LOUISVILLE,KY,40202,2014-12-18 09:03:20,2014-12-29 00:00:00,2015-01-06 00:00:00,ASBESTOS,RENOABATE
3544,3344,14ASB1046,Blanket Abatement,Kosmos-Friable,15301 DIXIE HWY,LOUISVILLE,KY,40272,2014-02-24 15:27:58,2014-02-25 00:00:00,2015-02-24 00:00:00,ASBESTOS,BLANKET
3545,3345,14ASB1055,Regulated Abatement for Renov.,AAK,2520 7TH STREET RD,SHIVELY,KY,40208,2014-02-25 15:33:49,2014-02-26 00:00:00,2014-02-28 00:00:00,ASBESTOS,RENOABATE
3546,3346,14ASB1124,Long-Term Abatement,Ford KTP,3001 CHAMBERLAIN LN,LOUISVILLE,KY,40241,2014-04-08 13:59:05,2014-04-18 00:00:00,2014-09-30 00:00:00,ASBESTOS,LONGTERM
3547,3347,14ASB1126,Blanket Abatement,Polyone Corp Blanket-Fri,4250 BELLS LN,LOUISVILLE,KY,40211,2014-04-09 13:54:22,2014-04-20 00:00:00,2015-04-19 00:00:00,ASBESTOS,BLANKET
3548,3348,14ASB1146,Regulated Abatement for Renov.,Bellarmine University-Pasteur Hall,2001 NEWBURG RD,LOUISVILLE,KY,40205,2014-04-21 10:12:28,2014-05-01 00:00:00,2014-05-02 00:00:00,ASBESTOS,RENOABATE
3549,3349,14ASB1165,Long-Term Abatement,JCPS Ballard HS,6000 BROWNSBORO RD,LOUISVILLE,KY,40222,2014-04-25 09:20:37,2014-06-10 00:00:00,2015-06-10 00:00:00,ASBESTOS,LONGTERM
3550,3350,14ASB1164,Regulated Abatement for Renov.,JCPS JTOWN HS,9600 OLD SIX MILE LN,JEFFERSONTOWN,KY,40299,2014-04-25 09:33:30,2014-06-24 00:00:00,2014-08-13 00:00:00,ASBESTOS,RENOABATE
3551,3351,14ASB1177,Regulated Abatement for Renov.,Swifty Gas Station,4946 U S HIGHWAY 42,NORTHFIELD,KY,40222,2014-05-14 14:56:18,2014-05-19 00:00:00,2014-05-30 00:00:00,ASBESTOS,RENOABATE
3552,3352,14ASB1188,Regulated Abatement for Renov.,RAA - 806 Packard Ave,806 PACKARD AVE,PARKWAY VILLAGE,KY,40217,2014-05-19 16:58:02,2014-05-22 00:00:00,2014-05-25 00:00:00,ASBESTOS,RENOABATE
3553,3353,14ASB1251,Regulated Abatement for Renov.,LRAA-3037 WIRTH AVE.,3037 WIRTH AVE,LOUISVILLE,KY,40217,2014-07-08 15:09:10,2014-07-11 00:00:00,2014-07-12 00:00:00,ASBESTOS,RENOABATE
3554,3354,14ASB1278,Regulated Abatement for Demo,METRO-2657 DIXDALE AVE,2657 DIXDALE AVE,LOUISVILLE,KY,40210,2014-07-18 10:51:49,2014-07-23 00:00:00,2014-08-08 00:00:00,ASBESTOS,DEMOABATE
3555,3355,14ASB1297,Long-Term Abatement,GERMANTOWN  MILL LOFT,946 GOSS AVE,LOUISVILLE,KY,40217,2014-09-26 13:40:19,2014-10-01 00:00:00,2015-04-01 00:00:00,ASBESTOS,LONGTERM
3556,3356,14ASB1298,Regulated Abatement for Demo,MSD - 2417 MAPLE STREET,2417 MAPLE ST,LOUISVILLE,KY,40211,2014-07-29 11:46:36,2014-07-31 00:00:00,2014-08-08 00:00:00,ASBESTOS,DEMOABATE
3557,3357,14ASB1344,Regulated Abatement for Renov.,JCPS MIDDLETOWN ELEMENTARY SCHOOL,218 N MADISON AVE,MIDDLETOWN,KY,40243,2014-08-26 15:37:36,2014-09-12 00:00:00,2014-09-17 00:00:00,ASBESTOS,RENOABATE
3558,3358,14ASB1352,Regulated Abatement for Renov.,QUIETER HOME PROGRAM- 836 MILFORD CT,836 MILFORD CT,ST MATTHEWS,KY,40207,2014-09-03 15:37:06,2014-09-17 00:00:00,2014-10-01 00:00:00,ASBESTOS,RENOABATE
3559,3359,ASB920811,Regulated Abatement for Demo,METRO-1379 DIXIE HIGHWAY,1379 DIXIE HWY,LOUISVILLE,KY,40210,2014-10-24 16:27:20,2014-10-29 00:00:00,2014-11-14 00:00:00,ASBESTOS,DEMOABATE
3560,3360,ASB921504,Blanket Abatement,BAE SYSTEMS  NON-FRIABLE BLANKET,163 ROCHESTER DR,LOUISVILLE,KY,40214,2014-10-29 11:19:19,2014-11-01 00:00:00,2015-10-31 00:00:00,ASBESTOS,BLANKET
3561,3361,ASB921815,Regulated Abatement for Demo,423 LYMAN DEMOLITION,423 LYMAN AVE,LOUISVILLE,KY,40214,2014-11-05 17:25:24,2014-11-10 00:00:00,2014-11-17 00:00:00,ASBESTOS,DEMOABATE
3562,3362,ASB921884,Regulated Abatement for Renov.,LMHA-PARKWAY PLACE UNITS:1730P & 1631F,1622 S 13TH ST,LOUISVILLE,KY,40210,2014-11-03 16:41:46,2014-11-10 00:00:00,2014-11-21 00:00:00,ASBESTOS,RENOABATE
3563,3363,ASB921885,Regulated Abatement for Demo,METRO -2101 ORMSBY AVE,2102 W ORMSBY AVE,LOUISVILLE,KY,40210,2014-11-03 17:16:02,2014-11-11 00:00:00,2014-11-21 00:00:00,ASBESTOS,DEMOABATE
3564,3364,ASB922399,Regulated Abatement for Renov.,PARALLEL PRODUCTS,1620 BERNHEIM LN,SHIVELY,KY,40210,2014-11-06 17:23:21,2014-11-17 00:00:00,2014-11-23 00:00:00,ASBESTOS,RENOABATE
3565,3365,ASB922531,Regulated Abatement for Renov.,RESIDENCE-4116 ALANA DRIVE,4116 ALANA DR,SHIVELY,KY,40216,2014-11-06 17:31:08,2014-11-11 00:00:00,2014-11-21 00:00:00,ASBESTOS,RENOABATE
3566,3366,ASB925619,Regulated Abatement for Renov.,CLAGG LIFT SPAN,1427 PORTLAND AVE,LOUISVILLE,KY,40203,2014-12-08 15:09:21,2014-12-09 00:00:00,2015-02-08 00:00:00,ASBESTOS,RENOABATE
3567,3367,ASB925705,Regulated Abatement for Renov.,LG&E OHIO FALLS STATION,811 N 27TH ST,LOUISVILLE,KY,40212,2014-12-12 14:49:34,2014-12-15 00:00:00,2015-01-17 00:00:00,ASBESTOS,RENOABATE
3568,3368,ASB926992,Regulated Abatement for Demo,MSD 980 SCHILLER AVE,980 SCHILLER AVE,LOUISVILLE,KY,40204,2014-12-18 10:12:46,2014-12-29 00:00:00,2014-12-31 00:00:00,ASBESTOS,DEMOABATE
3569,3369,ASB927181,Blanket Abatement,LG&E PADDYS  RUN -FRIABLE BLANKET,4512 BELLS LN,LOUISVILLE,KY,40211,2015-01-21 11:23:58,2015-01-01 00:00:00,2015-12-31 00:00:00,ASBESTOS,BLANKET
3570,3370,14ASB1051,Regulated Abatement for Renov.,Southern Baptist Seminary,2825 LEXINGTON RD,LOUISVILLE,KY,40206,2014-02-24 13:44:56,2014-02-25 00:00:00,2014-02-25 00:00:00,ASBESTOS,RENOABATE
3571,3371,14ASB1176,Long-Term Abatement,JCPS Southern High School Phase I &II 2014-15,8620 PRESTON HWY,LOUISVILLE,KY,40219,2014-05-13 13:30:42,2014-05-16 00:00:00,2015-05-14 00:00:00,ASBESTOS,LONGTERM
3572,3372,14ASB1187,Regulated Abatement for Renov.,Brown-Forman,850 DIXIE HWY,LOUISVILLE,KY,40210,2014-05-22 10:19:56,2014-05-30 00:00:00,2014-06-02 00:00:00,ASBESTOS,RENOABATE
3573,3373,14ASB1196,Regulated Abatement for Renov.,Saint Rita School,8709 PRESTON HWY,LOUISVILLE,KY,40219,2014-06-03 11:36:09,2014-06-03 00:00:00,2014-06-07 00:00:00,ASBESTOS,RENOABATE
3574,3374,14ASB1201,Regulated Abatement for Renov.,St. Edward Flooring Project,9610 SUE HELEN DR,JEFFERSONTOWN,KY,40299,2014-05-29 11:20:02,2014-06-09 00:00:00,2014-06-14 00:00:00,ASBESTOS,RENOABATE
3575,3375,14ASB1229,Regulated Abatement for Renov.,Diageo Warehouse Z Project,3860 FITZGERALD RD,SHIVELY,KY,40216,2014-06-16 12:53:14,2014-06-18 00:00:00,2014-06-25 00:00:00,ASBESTOS,RENOABATE
3576,3376,14ASB1337,Regulated Abatement for Renov.,SULLIVAN UNIVERSITY,3101 BARDSTOWN RD,LOUISVILLE,KY,40205,2014-08-26 13:22:22,2014-09-03 00:00:00,2014-09-19 00:00:00,ASBESTOS,RENOABATE
3577,3377,ASB919139,Regulated Abatement for Renov.,AT&T BUILDING,2404 BARDSTOWN RD,LOUISVILLE,KY,40205,2014-10-09 16:18:37,2014-10-17 00:00:00,2014-10-20 00:00:00,ASBESTOS,RENOABATE
3578,3378,ASB919153,Regulated Abatement for Renov.,JCPS PRP HIGH SCHOOL,5901 GREENWOOD RD,LOUISVILLE,KY,40258,2014-10-09 16:26:05,2014-10-17 00:00:00,2014-10-20 00:00:00,ASBESTOS,RENOABATE
3579,3379,ASB919915,Regulated Abatement Other,CLARIANT SOUTH PLANT-RADIATION AREA,4900 CRITTENDEN DR,LOUISVILLE,KY,40209,2014-10-16 13:54:20,2014-10-14 00:00:00,2014-10-20 00:00:00,ASBESTOS,OTHERABATE
3580,3380,ASB920660,Regulated Abatement for Demo,METRO- 649 S.28TH STREET,649 S 28TH ST,LOUISVILLE,KY,40211,2014-10-24 14:31:21,2014-10-28 00:00:00,2014-11-14 00:00:00,ASBESTOS,DEMOABATE
3581,3381,14ASB1275,Regulated Abatement for Demo,METRO- 3801 POWELL AVE,3801 POWELL AVE,LOUISVILLE,KY,40215,2014-07-18 09:20:45,2014-09-03 00:00:00,2014-09-30 00:00:00,ASBESTOS,DEMOABATE
3582,3382,14ASB1276,Regulated Abatement for Renov.,UofL EDUCATION BUILDING,1905 S 1ST ST,LOUISVILLE,KY,40208,2014-07-18 10:08:46,2014-07-23 00:00:00,2014-07-24 00:00:00,ASBESTOS,RENOABATE
3583,3383,14ASB1280,Regulated Abatement for Demo,METRO- 1724 W. GAULBERT,1724 W GAULBERT AVE,LOUISVILLE,KY,40210,2014-07-18 11:44:23,2014-07-23 00:00:00,2014-08-08 00:00:00,ASBESTOS,DEMOABATE
3584,3384,14ASB1281,Regulated Abatement for Demo,METRO- 726 IOWA,726 IOWA AVE,LOUISVILLE,KY,40208,2014-07-18 11:30:43,2014-07-23 00:00:00,2014-08-08 00:00:00,ASBESTOS,DEMOABATE
3585,3385,14ASB1279,Regulated Abatement for Demo,METRO- 2113 S. 39TH,2113 S 39TH ST,LOUISVILLE,KY,40211,2014-07-18 10:22:13,2014-07-23 00:00:00,2014-08-08 00:00:00,ASBESTOS,DEMOABATE
3586,3386,14ASB1336,Regulated Abatement for Demo,FORMER RESIDENCE 4105 RALPH AVE,4105 RALPH AVE,LOUISVILLE,KY,40211,2014-08-26 09:57:08,2014-09-02 00:00:00,2014-09-04 00:00:00,ASBESTOS,DEMOABATE
3587,3387,14ASB1057,Regulated Abatement for Renov.,Dean Foods,4420 BISHOP LN,WATTERSON PARK,KY,40218,2014-02-27 16:46:29,2014-02-28 00:00:00,2014-03-08 00:00:00,ASBESTOS,RENOABATE
3588,3388,14ASB1175,Regulated Abatement for Renov.,JCPS Dunn Elementary School,2010 RUDY LN,INDIAN HILLS,KY,40207,2014-05-14 13:09:49,2014-05-16 00:00:00,2014-08-15 00:00:00,ASBESTOS,RENOABATE
3589,3389,ASB921669,Regulated Abatement for Renov.,River City Housing - 3441 Park Row Drive,3441 PARK ROW DR,SHIVELY,KY,40216,2014-10-31 10:29:23,2014-11-10 00:00:00,2014-11-14 00:00:00,ASBESTOS,RENOABATE
3590,3390,14ASB1154,Regulated Abatement for Renov.,Newman Hall,2417 URSULINE RD,LOUISVILLE,KY,40205,2014-05-02 10:30:06,2014-05-08 00:00:00,2014-05-09 00:00:00,ASBESTOS,RENOABATE
3591,3391,ASB922891,Blanket Abatement,BROWN-FORMAN DISTILLERY NON-FRIABLE BLK,2921 DIXIE HWY,SHIVELY,KY,40216,2014-11-11 15:51:11,2014-11-30 00:00:00,2015-11-29 00:00:00,ASBESTOS,BLANKET
3592,3392,14ASB1050,Regulated Abatement for Demo,Metro Vacant,1423 LONGFIELD AVE,LOUISVILLE,KY,40215,2014-02-20 17:24:13,2014-02-24 00:00:00,2014-03-31 00:00:00,ASBESTOS,DEMOABATE
3593,3393,14ASB1304,Regulated Abatement for Renov.,LRAA 806 PERENNIAL AVE,806 PERENNIAL DR,PARKWAY VILLAGE,KY,40217,,2014-08-04 00:00:00,2014-08-06 00:00:00,ASBESTOS,RENOABATE
3594,3394,14ASB1181,Regulated Abatement for Renov.,Uof L Miller Hall,2010 S AVERY COURT WALK,LOUISVILLE,KY,40208,2014-05-08 12:54:00,2014-05-19 00:00:00,2014-06-20 00:00:00,ASBESTOS,RENOABATE
3595,3395,14ASB1182,Regulated Abatement for Renov.,USPS,4600 SHELBYVILLE RD,ST MATTHEWS,KY,40207,2014-05-22 15:04:20,2014-05-27 00:00:00,2014-06-02 00:00:00,ASBESTOS,RENOABATE
3596,3396,14ASB1183,Regulated Abatement for Renov.,Lubrizol,4200 BELLS LN,LOUISVILLE,KY,40211,2014-05-22 08:04:58,2014-05-27 00:00:00,2014-06-27 00:00:00,ASBESTOS,RENOABATE
3597,3397,14ASB1286,Regulated Abatement for Renov.,UofL DAVIDSON HALL,2010 S AVERY COURT WALK,LOUISVILLE,KY,40208,2014-07-22 15:52:59,2014-07-24 00:00:00,2014-08-15 00:00:00,ASBESTOS,RENOABATE
3598,3398,14ASB1287,Regulated Abatement for Renov.,LRAA-3026 WIRTH AVE,3026 WIRTH AVE,LOUISVILLE,KY,40217,2014-07-24 14:15:34,2014-07-25 00:00:00,2014-07-26 00:00:00,ASBESTOS,RENOABATE
3599,3399,14ASB1284,Regulated Abatement for Renov.,OXMOOR MALL- SPACE A08/09,7900 SHELBYVILLE RD,LOUISVILLE,KY,40222,2014-07-22 14:49:20,2014-07-24 00:00:00,2014-08-15 00:00:00,ASBESTOS,RENOABATE
3600,3400,14ASB1283,Regulated Abatement for Demo,Old House-12600 Taylorsville Road,12600 TAYLORSVILLE RD,LOUISVILLE,KY,40299,2014-07-22 14:25:56,2014-07-24 00:00:00,2014-07-25 00:00:00,ASBESTOS,DEMOABATE
3601,3851,ASB929055,Regulated Abatement for Demo,Churchill Downs - 906  HOMEVIEW,906 HOMEVIEW DR,LOUISVILLE,KY,40215,2015-01-20 15:46:01,2015-01-21 00:00:00,2015-01-30 00:00:00,ASBESTOS,DEMOABATE
3602,3852,ASB929119,Regulated Abatement for Renov.,NEWBURG COMMUNITY CENTER,4810 EXETER AVE,LOUISVILLE,KY,40218,2015-01-13 13:45:17,2015-01-21 00:00:00,2015-01-31 00:00:00,ASBESTOS,RENOABATE
3603,3853,ASB934102,Regulated Abatement for Renov.,Edison Building - Window Demonstration,1228 S 7TH ST,LOUISVILLE,KY,40203,2015-03-10 16:21:16,2015-03-18 00:00:00,2015-03-19 00:00:00,ASBESTOS,RENOABATE
3604,3951,ASB953767,Regulated Abatement for Demo,Metro Project,2417 CEDAR ST,LOUISVILLE,KY,40212,2015-08-26 11:36:03,2015-09-03 00:00:00,2015-09-17 00:00:00,ASBESTOS,DEMOABATE
3605,3651,ASB940408,Regulated Abatement for Renov.,Ascension Parish - RECTORY HOUSE,4301 LINCOLN RD,ST REGIS PARK,KY,40220,2015-05-13 13:51:16,2015-05-21 00:00:00,2015-05-23 00:00:00,ASBESTOS,RENOABATE
3606,3854,ASB936463,Blanket Abatement,Polyone Corporation Friable Blanket,4250 BELLS LN,LOUISVILLE,KY,40211,2015-04-08 16:26:30,2015-04-20 00:00:00,2016-04-19 00:00:00,ASBESTOS,BLANKET
3607,3855,ASB940228,Long-Term Abatement,Uof L HOSPITAL AMBULATORY CARE BUILDING,550 S JACKSON ST,LOUISVILLE,KY,40202,2015-05-22 12:32:27,2015-05-28 00:00:00,2015-09-30 00:00:00,ASBESTOS,LONGTERM
3608,3856,ASB946286,Regulated Abatement Other,Sullivan University,2100 GARDINER LN,LOUISVILLE,KY,40205,2015-09-02 14:25:44,2015-08-26 00:00:00,2015-08-28 00:00:00,ASBESTOS,OTHERABATE
3609,3857,ASB947321,Regulated Abatement for Renov.,LRAA - Quieter Home Project,832 PACKARD AVE,PARKWAY VILLAGE,KY,40217,2015-07-09 13:16:10,2015-07-21 00:00:00,2015-08-10 00:00:00,ASBESTOS,RENOABATE
3610,3858,ASB949412,Regulated Abatement for Demo,METRO PROPERTY,670 S 35TH ST,LOUISVILLE,KY,40211,2015-07-31 15:11:38,2015-08-05 00:00:00,2015-08-07 00:00:00,ASBESTOS,DEMOABATE
3611,3859,ASB951129,Regulated Abatement for Renov.,UofL - SCHNEIDER HALL,2300 S FIRST STREET WALK,LOUISVILLE,KY,40208,2015-08-14 14:31:50,2015-08-21 00:00:00,2015-08-26 00:00:00,ASBESTOS,RENOABATE
3612,3860,ASB952029,Regulated Abatement for Demo,Metro Project,1629 W ORMSBY AVE,LOUISVILLE,KY,40210,2015-08-14 14:09:35,2015-08-20 00:00:00,2015-09-10 00:00:00,ASBESTOS,DEMOABATE
3613,3861,ASB954787,Regulated Abatement for Renov.,Pitt Academy,7515 WESTPORT RD,GRAYMOOR/DEVONDALE,KY,40222,2015-09-03 16:48:11,2015-09-12 00:00:00,2015-09-20 00:00:00,ASBESTOS,RENOABATE
3614,3862,ASB956984,Regulated Abatement for Renov.,Veterans Administration Medical Center,800 ZORN AVE,LOUISVILLE,KY,40206,2015-09-25 11:46:08,2015-09-28 00:00:00,2015-09-30 00:00:00,ASBESTOS,RENOABATE
3615,3863,ASB959018,Regulated Abatement for Demo,WILDWOOD CONDOMINIUMS,7082 WILDWOOD CIR,LOUISVILLE,KY,40291,2015-10-12 09:20:08,2015-10-12 00:00:00,2015-10-14 00:00:00,ASBESTOS,DEMOABATE
3616,3864,ASB958224,Regulated Abatement for Renov.,Grace Immanuel United Church of Christ,1612 STORY AVE,LOUISVILLE,KY,40206,2015-10-01 17:07:45,2015-10-05 00:00:00,2015-10-11 00:00:00,ASBESTOS,RENOABATE
3617,3865,ASB959639,Regulated Abatement for Renov.,L&N Building,908 W BROADWAY,LOUISVILLE,KY,40203,2015-11-06 14:08:53,2015-10-16 00:00:00,2015-11-30 00:00:00,ASBESTOS,RENOABATE
3618,3866,ASB960967,Regulated Abatement for Demo,General Electric Conveyor Tunnel,4000 BUECHEL BANK RD,LOUISVILLE,KY,40225,2015-10-26 14:31:02,2015-10-26 00:00:00,2015-10-30 00:00:00,ASBESTOS,DEMOABATE
3619,3867,ASB961486,Blanket Abatement,CHEMOURS NON-FRIABLE BLANKET,4200 CAMP GROUND RD,LOUISVILLE,KY,40216,2015-11-19 09:33:30,2015-10-27 00:00:00,2016-10-26 00:00:00,ASBESTOS,BLANKET
3620,3868,ASB961992,Regulated Abatement for Demo,Metro Emergency/Ordered Demolition,5308 BUCKNER AVE,LOUISVILLE,KY,40214,2015-10-20 13:59:20,2015-10-21 00:00:00,2015-10-30 00:00:00,ASBESTOS,DEMOABATE
3621,3869,ASB962906,Regulated Abatement for Renov.,UofL Medical School Tower 55A,500 S PRESTON ST,LOUISVILLE,KY,40202,2015-10-29 14:24:51,2015-11-05 00:00:00,2015-11-08 00:00:00,ASBESTOS,RENOABATE
3622,3870,ASB927327,Regulated Abatement for Renov.,VETERANS ADMINISTRATION MEDICAL CTR,800 ZORN AVE,LOUISVILLE,KY,40206,2014-12-22 15:48:20,2015-01-24 00:00:00,2015-01-27 00:00:00,ASBESTOS,RENOABATE
