inci_no,Alm_Date,Address,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved,ObjectId
19-0036858,2019/11/14 05:00:00+00,2210 ARTHUR Louisville KY 40208,131 - Passenger vehicle fire,500.0,3500.0,4000,3500,-500,1541
19-0027996,2019/08/29 04:00:00+00,422 HEYWOOD Louisville KY 40208,111 - Building fire,500.0,4000.0,4500,1839880,1835380,1542
19-0032010,2019/10/01 04:00:00+00,1718 W OAK Louisville KY 40210,111 - Building fire,,5000.0,5000,33750,28750,1543
19-0036881,2019/11/14 05:00:00+00,E MARKET Louisville KY 40206,131 - Passenger vehicle fire,0.0,1000.0,1000,10000,9000,1544
19-0036886,2019/11/14 05:00:00+00,2338 S 25TH Louisville KY 40210,"151 - Outside rubbish, trash or waste fire",,5000.0,5000,20000,15000,1545
19-0036972,2019/11/15 05:00:00+00,1131 DIXIE 4 Louisville KY 40210,111 - Building fire,1000.0,500.0,1500,200000,198500,1546
19-0037051,2019/11/16 05:00:00+00,2005 E CHESTNUT Louisville KY 40202,111 - Building fire,,500.0,500,10000000,9999500,1547
19-0037166,2019/11/17 05:00:00+00,734 LOGAN Louisville KY 40204,111 - Building fire,,27150.0,27150,27150,0,1548
19-0037175,2019/11/17 05:00:00+00,2712 HALE Louisville KY 40211,111 - Building fire,10000.0,30000.0,40000,39220,-780,1549
19-0037166,2019/11/17 05:00:00+00,732 LOGAN Louisville KY 40204,111 - Building fire,,29310.0,29310,29310,0,1550
19-0037166,2019/11/17 05:00:00+00,736 LOGAN Louisville KY 40204,111 - Building fire,2500.0,15000.0,17500,28380,10880,1551
19-0037175,2019/11/17 05:00:00+00,2714 HALE Louisville KY 40211,111 - Building fire,,1000.0,1000,43200,42200,1552
19-0037240,2019/11/18 05:00:00+00,217 W ST CATHERINE Louisville KY 40203,"160 - Special outside fire, other",0.0,200.0,200,200,0,1553
19-0037245,2019/11/18 05:00:00+00,GHEENS Louisville KY 40214,131 - Passenger vehicle fire,0.0,3500.0,3500,3500,0,1554
19-0037304,2019/11/18 05:00:00+00,654 EASTLAWN Louisville KY 40211,111 - Building fire,1000.0,,1000,65000,64000,1555
19-0037332,2019/11/18 05:00:00+00,1503 PAWTUXET Louisville KY 40211,"113 - Cooking fire, confined to container",500.0,,500,60000,59500,1556
19-0037403,2019/11/19 05:00:00+00,2602 W KENTUCKY Louisville KY 40211,111 - Building fire,,500.0,500,25690,25190,1557
19-0037419,2019/11/19 05:00:00+00,2516 CEDAR Louisville KY 40212,"113 - Cooking fire, confined to container",500.0,0.0,500,25000,24500,1558
19-0037433,2019/11/19 05:00:00+00,3755 WOODGREEN 3 Louisville KY 40215,111 - Building fire,,5000.0,5000,100000,95000,1559
19-0037442,2019/11/20 05:00:00+00,2009 CRUMS 37 Shively KY 40216,111 - Building fire,1000.0,3000.0,4000,200000,196000,1560
19-0037485,2019/11/20 05:00:00+00,2003 TERRIL 9 Louisville KY 40218,"113 - Cooking fire, confined to container",5.0,,5,300000,299995,1561
19-0037545,2019/11/21 05:00:00+00,1420 DIXIE Louisville KY 40210,111 - Building fire,5000.0,5000.0,10000,10000,0,1562
19-0037545,2019/11/21 05:00:00+00,1420 DIXIE Louisville KY 40210,111 - Building fire,5000.0,5000.0,10000,10000,0,1563
19-0037573,2019/11/21 05:00:00+00,4407 ELLIOTT 11 Louisville KY 40211,"113 - Cooking fire, confined to container",500.0,,500,120000,119500,1564
19-0037601,2019/11/21 05:00:00+00,City of Louisville KY 40202,131 - Passenger vehicle fire,1000.0,2000.0,3000,2000,-1000,1565
19-0037767,2019/11/22 05:00:00+00,CENTRAL Louisville KY 40214,154 - Dumpster or other outside trash receptacle fire,0.0,150.0,150,150,0,1566
19-0037779,2019/11/23 05:00:00+00,752 BARRET Louisville KY 40204,111 - Building fire,1000.0,,1000,2737780,2736780,1567
19-0037914,2019/11/24 05:00:00+00,1707 PATTON J Louisville KY 40210,111 - Building fire,5000.0,2000.0,7000,91210,84210,1568
19-0037934,2019/11/24 05:00:00+00,641 E HILL Louisville KY 40217,111 - Building fire,1000.0,5000.0,6000,800000,794000,1569
19-0038360,2019/11/28 05:00:00+00,2802 CONESTOGA Louisville KY 40210,111 - Building fire,,1000.0,1000,70000,69000,1570
19-0038359,2019/11/28 05:00:00+00,637 MIX Louisville KY 40208,111 - Building fire,,18880.0,18880,22880,4000,1571
19-0038359,2019/11/28 05:00:00+00,639 MIX Louisville KY 40208,111 - Building fire,,5000.0,5000,24230,19230,1572
19-0038386,2019/11/28 05:00:00+00,509 CREEL Louisville KY 40208,"113 - Cooking fire, confined to container",500.0,,500,500,0,1573
19-0038537,2019/11/29 05:00:00+00,S 2ND Louisville KY 40208,131 - Passenger vehicle fire,0.0,5000.0,5000,5000,0,1574
19-0038591,2019/11/30 05:00:00+00,3201 LEITH 212 Louisville KY 40218,111 - Building fire,1200.0,2500.0,3700,1000000,996300,1575
19-0038595,2019/11/30 05:00:00+00,6733 STRAWBERRY Louisville KY 40214,111 - Building fire,500.0,,500,0,-500,1576
19-0038698,2019/12/01 05:00:00+00,I-264 Louisville KY 40216,131 - Passenger vehicle fire,0.0,10000.0,10000,10000,0,1577
19-0038734,2019/12/01 05:00:00+00,1800 W Muhammad Ali Louisville KY 40203,131 - Passenger vehicle fire,0.0,5000.0,5000,100000,95000,1578
19-0038764,2019/12/02 05:00:00+00,815 DRESDEN Louisville KY 40215,111 - Building fire,5000.0,10000.0,15000,83250,68250,1579
19-0038883,2019/12/03 05:00:00+00,2551 GLENMARY 4 Louisville KY 40204,"113 - Cooking fire, confined to container",1000.0,1500.0,2500,525490,522990,1580
19-0038954,2019/12/03 05:00:00+00,I-65 South Louisville KY 40213,131 - Passenger vehicle fire,,6000.0,6000,6000,0,1581
19-0032045,2019/10/01 04:00:00+00,1150 LOUIS COLEMAN JR Louisville KY 40211,"321 - EMS call, excluding vehicle accident with injury",0.0,200.0,200,10000,9800,1582
19-0032062,2019/10/01 04:00:00+00,2916 PORTLAND 1 Louisville KY 40212,"113 - Cooking fire, confined to container",500.0,0.0,500,45000,44500,1583
19-0032065,2019/10/01 04:00:00+00,4111 HALE Louisville KY 40211,131 - Passenger vehicle fire,0.0,150.0,150,8000,7850,1584
19-0028016,2019/08/29 04:00:00+00,1123 LOUIS COLEMAN JR Louisville KY 40211,131 - Passenger vehicle fire,500.0,5000.0,5500,5000,-500,1585
19-0032138,2019/10/02 04:00:00+00,I 264 W City of Louisville KY 40214,143 - Grass fire,,100.0,100,100,0,1586
19-0028201,2019/08/31 04:00:00+00,721 CALDWELL Louisville KY 40203,111 - Building fire,0.0,14000.0,14000,25500,11500,1587
19-0032164,2019/10/02 04:00:00+00,3313 W MARKET Louisville KY 40212,111 - Building fire,1000.0,5000.0,6000,24000,18000,1588
19-0028194,2019/08/31 04:00:00+00,2305 W MADISON Louisville KY 40211,131 - Passenger vehicle fire,0.0,2073.0,2073,2073,0,1589
19-0032178,2019/10/02 04:00:00+00,EASTERN Louisville KY 40217,131 - Passenger vehicle fire,2500.0,6000.0,8500,6000,-2500,1590
19-0028201,2019/08/31 04:00:00+00,725 CALDWELL Louisville KY 40203,111 - Building fire,5000.0,14000.0,19000,25500,6500,1591
19-0028195,2019/08/31 04:00:00+00,1208 E BRECKINRIDGE Louisville KY 40204,111 - Building fire,3000.0,20000.0,23000,188450,165450,1592
19-0028201,2019/08/31 04:00:00+00,723 CALDWELL Louisville KY 40203,111 - Building fire,5000.0,14000.0,19000,25500,6500,1593
19-0028311,2019/09/01 04:00:00+00,STRATTON Louisville KY 40211,131 - Passenger vehicle fire,500.0,22000.0,22500,22000,-500,1594
19-0028388,2019/09/01 04:00:00+00,W BROADWAY Louisville KY 40203,142 - Brush or brush-and-grass mixture fire,,25.0,25,25,0,1595
19-0028390,2019/09/01 04:00:00+00,3811 DIXIE Shively KY 40216,111 - Building fire,5000.0,20000.0,25000,150000,125000,1596
19-0028529,2019/09/02 04:00:00+00,DR W J HODGE Louisville KY 40203,131 - Passenger vehicle fire,0.0,500.0,500,500,0,1597
19-0028432,2019/09/02 04:00:00+00,317 W OAK Louisville KY 40203,111 - Building fire,15000.0,10000.0,25000,367980,342980,1598
19-0028644,2019/09/03 04:00:00+00,2637 GARDINER Louisville KY 40205,111 - Building fire,,4000.0,4000,150000,146000,1599
19-0028627,2019/09/03 04:00:00+00,1520 MCKAY Louisville KY 40213,112 - Fires in structure other than in a building,,100.0,100,140000,139900,1600
20-0008078,2020/03/14 04:00:00+00,1576 LONEY Shively KY 40216,111 - Building fire,80000.0,20000.0,100000,20000,-80000,1601
20-0008162,2020/03/15 04:00:00+00,3320 BARDSTOWN Louisville KY 40218,111 - Building fire,15000.0,25000.0,40000,42000,2000,1602
20-0008174,2020/03/15 04:00:00+00,S 3RD Louisville KY 40214,131 - Passenger vehicle fire,0.0,2000.0,2000,5000,3000,1603
20-0008185,2020/03/15 04:00:00+00,3725 WARREN Louisville KY 40215,131 - Passenger vehicle fire,,2500.0,2500,4500,2000,1604
20-0008218,2020/03/16 04:00:00+00,102 COLONIAL OAKS 2 Louisville KY 40214,111 - Building fire,,3000.0,3000,500000,497000,1605
20-0008264,2020/03/16 04:00:00+00,3640 NICHOLS MEADOW Louisville KY 40215,"113 - Cooking fire, confined to container",200.0,,200,106960,106760,1606
20-0008378,2020/03/17 04:00:00+00,I-65 North City of Louisville KY 40213,131 - Passenger vehicle fire,0.0,1500.0,1500,1500,0,1607
20-0008339,2020/03/17 04:00:00+00,422 HEYWOOD Louisville KY 40208,111 - Building fire,1000.0,1000.0,2000,10000,8000,1608
20-0008405,2020/03/17 04:00:00+00,635 E OAK Louisville KY 40203,111 - Building fire,0.0,23500.0,23500,23500,0,1609
20-0008401,2020/03/17 04:00:00+00,GHEENS Louisville KY 40214,131 - Passenger vehicle fire,500.0,1000.0,1500,1000,-500,1610
20-0008405,2020/03/17 04:00:00+00,639 E OAK Louisville KY 40203,111 - Building fire,0.0,23500.0,23500,23500,0,1611
20-0008405,2020/03/17 04:00:00+00,637 E OAK Louisville KY 40203,111 - Building fire,0.0,23500.0,23500,23500,0,1612
20-0008417,2020/03/17 04:00:00+00,3106 GRAND Louisville KY 40211,111 - Building fire,10000.0,30000.0,40000,40800,800,1613
20-0008699,2020/03/20 04:00:00+00,530 AMY Louisville KY 40211,"113 - Cooking fire, confined to container",500.0,,500,97590,97090,1614
20-0008763,2020/03/21 04:00:00+00,1000 S 28TH Louisville KY 40211,131 - Passenger vehicle fire,,4000.0,4000,4000,0,1615
20-0008763,2020/03/21 04:00:00+00,1000 S 28TH Louisville KY 40211,131 - Passenger vehicle fire,,1000.0,1000,6000,5000,1616
20-0008777,2020/03/21 04:00:00+00,1344 ELLISON Louisville KY 40204,"118 - Trash or rubbish fire, contained",150.0,0.0,150,603000,602850,1617
20-0008823,2020/03/21 04:00:00+00,1513 HOMEVIEW Louisville KY 40215,"118 - Trash or rubbish fire, contained",0.0,500.0,500,50000,49500,1618
20-0008927,2020/03/22 04:00:00+00,E LEE Louisville KY 40208,131 - Passenger vehicle fire,,500.0,500,6000,5500,1619
19-0039072,2019/12/05 05:00:00+00,616 VILLAGE WEST Louisville KY 40203,111 - Building fire,500.0,1000.0,1500,3500000,3498500,1620
20-0003424,2020/02/01 05:00:00+00,1318 S BROOK 4 Louisville KY 40208,111 - Building fire,5000.0,25000.0,30000,140060,110060,1621
20-0016942,2020/06/02 04:00:00+00,2208 GOLDSMITH Louisville KY 40218,111 - Building fire,50000.0,50000.0,100000,631220,531220,1622
20-0010874,2020/04/09 04:00:00+00,665 S 38th Louisville KY 40211,161 - Outside storage fire,0.0,1000.0,1000,5000,4000,1623
20-0013938,2020/05/09 04:00:00+00,I264 East City of Louisville KY 40213,131 - Passenger vehicle fire,,4000.0,4000,4000,0,1624
20-0009332,2020/03/26 04:00:00+00,3036 WILSON Louisville KY 40211,"151 - Outside rubbish, trash or waste fire",0.0,200.0,200,2000,1800,1625
20-0009385,2020/03/27 04:00:00+00,3401 W MUHAMMAD ALI Louisville KY 40212,111 - Building fire,5000.0,10000.0,15000,60000,45000,1626
20-0009462,2020/03/27 04:00:00+00,2747 MONTANA Louisville KY 40208,112 - Fires in structure other than in a building,0.0,500.0,500,1000,500,1627
20-0009650,2020/03/29 04:00:00+00,2035 LYTLE Louisville KY 40203,111 - Building fire,0.0,100.0,100,5000,4900,1628
20-0009747,2020/03/30 04:00:00+00,3511 FINCASTLE Louisville KY 40213,"113 - Cooking fire, confined to container",200.0,1000.0,1200,500000,498800,1629
20-0009800,2020/03/30 04:00:00+00,1909 NEWBURG Louisville KY 40205,111 - Building fire,0.0,10000.0,10000,200000,190000,1630
20-0009892,2020/03/31 04:00:00+00,2717 WILSON Louisville KY 40211,111 - Building fire,500.0,5000.0,5500,20080,14580,1631
20-0009960,2020/04/01 04:00:00+00,1206 HOMEVIEW Louisville KY 40215,111 - Building fire,300.0,500.0,800,10000,9200,1632
20-0010063,2020/04/02 04:00:00+00,5 Colonial Oaks Louisville KY 40214,111 - Building fire,100.0,300.0,400,300000,299600,1633
20-0010092,2020/04/02 04:00:00+00,1367 S 4TH Louisville KY 40208,111 - Building fire,500.0,500.0,1000,1000,0,1634
20-0010219,2020/04/03 04:00:00+00,2225 BANK Louisville KY 40212,111 - Building fire,,22660.0,22660,22660,0,1635
20-0010114,2020/04/03 04:00:00+00,4037 PARTHENIA Louisville KY 40215,111 - Building fire,10000.0,60000.0,70000,60000,-10000,1636
20-0010223,2020/04/03 04:00:00+00,1838 GREENWOOD Louisville KY 40210,111 - Building fire,500.0,5000.0,5500,23750,18250,1637
20-0010129,2020/04/03 04:00:00+00,708 S COKE Louisville KY 40203,111 - Building fire,0.0,7420.0,7420,7420,0,1638
20-0010136,2020/04/03 04:00:00+00,N CLIFTON Louisville KY 40206,138 - Off-road vehicle or heavy equipment fire,10000.0,,10000,10000,0,1639
20-0010150,2020/04/03 04:00:00+00,City of Louisville KY 40213,131 - Passenger vehicle fire,250.0,5000.0,5250,5000,-250,1640
20-0010157,2020/04/03 04:00:00+00,4759 DIXIE Louisville KY 40216,131 - Passenger vehicle fire,500.0,500.0,1000,500,-500,1641
20-0010183,2020/04/03 04:00:00+00,2626 W KENTUCKY Louisville KY 40211,111 - Building fire,500.0,1500.0,2000,23560,21560,1642
20-0010252,2020/04/04 04:00:00+00,3809 BANK Louisville KY 40212,111 - Building fire,30.0,0.0,30,45870,45840,1643
20-0010374,2020/04/05 04:00:00+00,I64 City of Louisville KY 40206,131 - Passenger vehicle fire,0.0,4500.0,4500,4500,0,1644
20-0010392,2020/04/05 04:00:00+00,1512 S 31ST Louisville KY 40211,131 - Passenger vehicle fire,,500.0,500,3500,3000,1645
20-0010395,2020/04/05 04:00:00+00,3306 RIVER CHASE Louisville KY 40218,111 - Building fire,5000.0,25000.0,30000,2000000,1970000,1646
20-0010399,2020/04/05 04:00:00+00,222 CECIL Louisville KY 40212,111 - Building fire,2000.0,10000.0,12000,62000,50000,1647
20-0010403,2020/04/05 04:00:00+00,1844 W HILL Louisville KY 40210,111 - Building fire,14130.0,10000.0,24130,34130,10000,1648
20-0010419,2020/04/05 04:00:00+00,5447 NEW CUT Louisville KY 40214,131 - Passenger vehicle fire,200.0,2500.0,2700,2500,-200,1649
20-0010511,2020/04/06 04:00:00+00,2430 NICHOLS VIEW Louisville KY 40215,131 - Passenger vehicle fire,500.0,,500,5000,4500,1650
20-0010528,2020/04/06 04:00:00+00,2861 GRINSTEAD Louisville KY 40206,111 - Building fire,500.0,500.0,1000,450000,449000,1651
20-0010722,2020/04/08 04:00:00+00,SOUTHSIDE Louisville KY 40214,131 - Passenger vehicle fire,500.0,3000.0,3500,3500,0,1652
20-0010755,2020/04/08 04:00:00+00,S EWING Louisville KY 40206,131 - Passenger vehicle fire,,1000.0,1000,1000,0,1653
20-0010790,2020/04/08 04:00:00+00,1035 S SHELBY Louisville KY 40203,111 - Building fire,5000.0,40000.0,45000,137000,92000,1654
20-0010831,2020/04/09 04:00:00+00,3025 W Madison Louisville KY 40211,111 - Building fire,,5000.0,5000,830930,825930,1655
20-0019014,2020/06/19 04:00:00+00,3025 W MADISON Louisville KY 40211,111 - Building fire,,1183880.0,1183880,1183880,0,1656
20-0003447,2020/02/01 05:00:00+00,808 S FLOYD Louisville KY 40203,111 - Building fire,7500.0,25000.0,32500,115000,82500,1657
19-0039125,2019/12/05 05:00:00+00,3728 CLIFF Louisville KY 40215,131 - Passenger vehicle fire,100.0,500.0,600,500,-100,1658
20-0014219,2020/05/11 04:00:00+00,1235 DIXIE Louisville KY 40210,111 - Building fire,0.0,24210.0,24210,24210,0,1659
20-0019078,2020/06/19 04:00:00+00,1394 S 3RD Louisville KY 40208,111 - Building fire,150000.0,350000.0,500000,451700,-48300,1660
20-0016833,2020/06/02 04:00:00+00,1320 WINTER Louisville KY 40204,111 - Building fire,0.0,10000.0,10000,142000,132000,1661
20-0010888,2020/04/09 04:00:00+00,5305 S 3RD Louisville KY 40214,111 - Building fire,,4000.0,4000,135000,131000,1662
20-0003514,2020/02/02 05:00:00+00,400S S 8TH Louisville KY 40203,111 - Building fire,400.0,,400,5000000,4999600,1663
20-0000639,2020/01/06 05:00:00+00,4218 HAZELWOOD Louisville KY 40215,111 - Building fire,2000.0,50000.0,52000,50000,-2000,1664
19-0039170,2019/12/05 05:00:00+00,3806 LARKWOOD Louisville KY 40212,111 - Building fire,3000.0,10000.0,13000,24330,11330,1665
19-0039522,2019/12/08 05:00:00+00,3635 TAYLOR Louisville KY 40215,131 - Passenger vehicle fire,,12000.0,12000,12000,0,1666
19-0039791,2019/12/11 05:00:00+00,3742 LENTZ Louisville KY 40215,111 - Building fire,1000.0,2000.0,3000,75000,72000,1667
19-0039803,2019/12/11 05:00:00+00,2823 FRANKFORT Louisville KY 40206,"113 - Cooking fire, confined to container",1000.0,,1000,100000,99000,1668
19-0039816,2019/12/11 05:00:00+00,2233 DUNCAN Louisville KY 40212,111 - Building fire,400.0,0.0,400,50000,49600,1669
19-0039835,2019/12/11 05:00:00+00,3115 REDBUD Louisville KY 40220,131 - Passenger vehicle fire,0.0,3500.0,3500,3500,0,1670
19-0039970,2019/12/12 05:00:00+00,3640 MANSLICK 16 Louisville KY 40215,111 - Building fire,1.0,2500.0,2501,365310,362809,1671
19-0040115,2019/12/13 05:00:00+00,2538 ROWAN Louisville KY 40212,"113 - Cooking fire, confined to container",350.0,250.0,600,31730,31130,1672
19-0040269,2019/12/15 05:00:00+00,2025 BROWNSBORO 208 Louisville KY 40206,111 - Building fire,,200.0,200,3450000,3449800,1673
19-0040355,2019/12/16 05:00:00+00,101 S LONGWORTH Louisville KY 40212,111 - Building fire,30000.0,68000.0,98000,68000,-30000,1674
19-0040369,2019/12/16 05:00:00+00,1101 W OAK Louisville KY 40210,138 - Off-road vehicle or heavy equipment fire,0.0,60000.0,60000,80000,20000,1675
19-0040355,2019/12/16 05:00:00+00,101 N LONGWORTH Louisville KY 40212,111 - Building fire,10000.0,25000.0,35000,46000,11000,1676
19-0040507,2019/12/17 05:00:00+00,434 EASTERN Louisville KY 40217,131 - Passenger vehicle fire,,500.0,500,500,0,1677
19-0040532,2019/12/17 05:00:00+00,990 Ormsby West Louisville KY 40203,111 - Building fire,,5000.0,5000,1022460,1017460,1678
19-0040620,2019/12/18 05:00:00+00,4009 POPLAR LEVEL Louisville KY 40213,131 - Passenger vehicle fire,,2000.0,2000,3500,1500,1679
19-0040717,2019/12/19 05:00:00+00,2308 W MARKET Louisville KY 40212,111 - Building fire,2500.0,25000.0,27500,27800,300,1680
19-0041056,2019/12/22 05:00:00+00,427 N 25TH Louisville KY 40212,111 - Building fire,1000.0,1000.0,2000,27600,25600,1681
19-0041071,2019/12/22 05:00:00+00,839 S 28TH Louisville KY 40211,111 - Building fire,1000.0,5000.0,6000,25000,19000,1682
19-0041161,2019/12/23 05:00:00+00,413 E MUHAMMAD ALI 201 Louisville KY 40202,111 - Building fire,500.0,2000.0,2500,6110640,6108140,1683
19-0041194,2019/12/23 05:00:00+00,SWAN Louisville KY 40204,154 - Dumpster or other outside trash receptacle fire,25.0,100.0,125,500,375,1684
19-0041202,2019/12/23 05:00:00+00,2014 PEABODY Louisville KY 40218,131 - Passenger vehicle fire,100.0,2000.0,2100,2000,-100,1685
19-0041214,2019/12/23 05:00:00+00,1803 BASHFORD MANOR 8 Louisville KY 40218,"113 - Cooking fire, confined to container",,75.0,75,320000,319925,1686
19-0041310,2019/12/24 05:00:00+00,3031 S 4TH Louisville KY 40208,111 - Building fire,0.0,1000.0,1000,208000,207000,1687
19-0041395,2019/12/25 05:00:00+00,402 N 39TH Louisville KY 40212,"151 - Outside rubbish, trash or waste fire",0.0,50.0,50,50,0,1688
19-0041356,2019/12/25 05:00:00+00,2309 W LEE 1 Louisville KY 40210,111 - Building fire,300.0,500.0,800,80000,79200,1689
19-0041402,2019/12/25 05:00:00+00,I-71 South City of Louisville KY 40206,131 - Passenger vehicle fire,500.0,2500.0,3000,5000,2000,1690
19-0041363,2019/12/25 05:00:00+00,879 EASTERN Louisville KY 40217,111 - Building fire,8000.0,15000.0,23000,15000,-8000,1691
19-0041511,2019/12/26 05:00:00+00,910 PLACE BLEU Louisville KY 40203,111 - Building fire,1500.0,5000.0,6500,10000,3500,1692
19-0041567,2019/12/26 05:00:00+00,642 N 29TH Louisville KY 40212,138 - Off-road vehicle or heavy equipment fire,0.0,500.0,500,500,0,1693
19-0041571,2019/12/26 05:00:00+00,200 ABRAHAM FLEXNER Louisville KY 40202,111 - Building fire,2000.0,2000.0,4000,2000,-2000,1694
19-0041691,2019/12/27 05:00:00+00,I264W City of Louisville KY 40209,131 - Passenger vehicle fire,0.0,2000.0,2000,2000,0,1695
19-0041742,2019/12/28 05:00:00+00,2500 W JEFFERSON 1 Louisville KY 40212,"113 - Cooking fire, confined to container",300.0,,300,60000,59700,1696
19-0041896,2019/12/29 05:00:00+00,2226 LIVERPOOL 214 Louisville KY 40218,"113 - Cooking fire, confined to container",25.0,,25,333796,333771,1697
19-0041897,2019/12/29 05:00:00+00,2206 OSAGE Louisville KY 40210,"116 - Fuel burner/boiler malfunction, fire confined",500.0,500.0,1000,500,-500,1698
19-0042010,2019/12/30 05:00:00+00,1401 BICKNELL Louisville KY 40215,131 - Passenger vehicle fire,2000.0,1000.0,3000,6000,3000,1699
20-0000058,2020/01/01 05:00:00+00,I-264 East City of Louisville KY 40220,131 - Passenger vehicle fire,0.0,4000.0,4000,4000,0,1700
20-0000070,2020/01/01 05:00:00+00,1518 MAGAZINE Louisville KY 40203,"160 - Special outside fire, other",0.0,500.0,500,500,0,1701
20-0000112,2020/01/02 05:00:00+00,4018 CHEVIOT Shively KY 40216,111 - Building fire,4000.0,25000.0,29000,77890,48890,1702
20-0000174,2020/01/02 05:00:00+00,BARRET Louisville KY 40204,162 - Outside equipment fire,200.0,200.0,400,3000,2600,1703
20-0000328,2020/01/03 05:00:00+00,7426 3RD STREET City of Louisville KY 40214,111 - Building fire,10000.0,,10000,1000000,990000,1704
20-0000214,2020/01/03 05:00:00+00,674 S 39TH Louisville KY 40211,111 - Building fire,0.0,50000.0,50000,50000,0,1705
20-0000214,2020/01/03 05:00:00+00,676 S 39TH Louisville KY 40211,111 - Building fire,0.0,10000.0,10000,51470,41470,1706
20-0000226,2020/01/03 05:00:00+00,1101 W OAK Louisville KY 40210,131 - Passenger vehicle fire,200.0,3000.0,3200,3000,-200,1707
20-0000214,2020/01/03 05:00:00+00,672 S 39TH Louisville KY 40211,111 - Building fire,0.0,2000.0,2000,12000,10000,1708
20-0000308,2020/01/03 05:00:00+00,3525 NANZ Louisville KY 40207,131 - Passenger vehicle fire,0.0,500.0,500,14000,13500,1709
20-0000540,2020/01/06 05:00:00+00,2718 NEW HIGH Louisville KY 40209,111 - Building fire,3000.0,25000.0,28000,75490,47490,1710
20-0000582,2020/01/06 05:00:00+00,City of Louisville KY 40215,"130 - Mobile property (vehicle) fire, other",,500.0,500,60000,59500,1711
20-0000613,2020/01/06 05:00:00+00,72 COLLEGE Louisville KY 40203,"113 - Cooking fire, confined to container",300.0,0.0,300,0,-300,1712
20-0014219,2020/05/11 04:00:00+00,1237 DIXIE Louisville KY 40210,111 - Building fire,0.0,24210.0,24210,24210,0,1713
20-0000655,2020/01/07 05:00:00+00,2012 LYTLE Louisville KY 40203,111 - Building fire,0.0,32120.0,32120,32120,0,1714
20-0003626,2020/02/03 05:00:00+00,3500 GRAND Louisville KY 40211,111 - Building fire,500.0,500.0,1000,38240,37240,1715
20-0017087,2020/06/04 04:00:00+00,1227 BEECH Louisville KY 40211,"120 - Fire in mobile prop. used as a fixed struc., other",0.0,1000.0,1000,1000,0,1716
20-0000771,2020/01/08 05:00:00+00,S 1ST Louisville KY 40202,154 - Dumpster or other outside trash receptacle fire,,50.0,50,50,0,1717
20-0019065,2020/06/19 04:00:00+00,1127 S 17TH Louisville KY 40210,111 - Building fire,,6000.0,6000,383720,377720,1718
20-0003776,2020/02/04 05:00:00+00,627 SOUTHWESTERN Louisville KY 40211,111 - Building fire,500.0,500.0,1000,54980,53980,1719
20-0014316,2020/05/12 04:00:00+00,1309 BERRY Louisville KY 40215,131 - Passenger vehicle fire,,3000.0,3000,3000,0,1720
20-0010899,2020/04/09 04:00:00+00,I-65 south City of Louisville KY 40202,131 - Passenger vehicle fire,200.0,5000.0,5200,5000,-200,1721
20-0003900,2020/02/05 05:00:00+00,2204 ST XAVIER Louisville KY 40212,"150 - Outside rubbish fire, other",0.0,1000.0,1000,18800,17800,1722
20-0014331,2020/05/12 04:00:00+00,1530 S 4TH Louisville KY 40208,111 - Building fire,5000.0,75000.0,80000,180000,100000,1723
20-0017189,2020/06/04 04:00:00+00,E BROADWAY Louisville KY 40202,131 - Passenger vehicle fire,,2000.0,2000,2000,0,1724
20-0000774,2020/01/08 05:00:00+00,S 1ST Louisville KY 40202,154 - Dumpster or other outside trash receptacle fire,,200.0,200,200,0,1725
20-0004064,2020/02/06 05:00:00+00,217 S 28TH Louisville KY 40212,111 - Building fire,0.0,15000.0,15000,20000,5000,1726
20-0011041,2020/04/11 04:00:00+00,2900 SOUTHERN Louisville KY 40211,131 - Passenger vehicle fire,,6000.0,6000,6000,0,1727
20-0019101,2020/06/19 04:00:00+00,2010 STANDARD Louisville KY 40210,111 - Building fire,0.0,1000.0,1000,23630,22630,1728
20-0014449,2020/05/13 04:00:00+00,4513 WINNROSE Louisville KY 40211,111 - Building fire,1000.0,8000.0,9000,50000,41000,1729
20-0017240,2020/06/05 04:00:00+00,3511 YOUNG Louisville KY 40211,131 - Passenger vehicle fire,,2500.0,2500,2500,0,1730
20-0000856,2020/01/09 05:00:00+00,1810 FRANKFORT 102 Louisville KY 40206,111 - Building fire,2000.0,5000.0,7000,500000,493000,1731
20-0004113,2020/02/07 05:00:00+00,627 S 42ND Louisville KY 40211,111 - Building fire,,3000.0,3000,73640,70640,1732
20-0011084,2020/04/11 04:00:00+00,3319 PALMER Louisville KY 40218,111 - Building fire,,1500.0,1500,96670,95170,1733
20-0019122,2020/06/20 04:00:00+00,S 22ND Louisville KY 40210,131 - Passenger vehicle fire,,5000.0,5000,5000,0,1734
20-0014456,2020/05/13 04:00:00+00,3526 DUTCHMANS Louisville KY 40205,111 - Building fire,4000.0,5000.0,9000,500000,491000,1735
20-0017287,2020/06/05 04:00:00+00,264W City of Louisville KY 40211,131 - Passenger vehicle fire,0.0,500.0,500,7000,6500,1736
20-0000866,2020/01/09 05:00:00+00,1810 FRANKFORT 102 Louisville KY 40206,111 - Building fire,2000.0,5000.0,7000,500000,493000,1737
