County,District,School_Name,Program,Application_Number,Applicant,Preliminary_Grant_Application,Full_Grant_Application,Site_and_Design_Application,Site_Only_Application,Design_Only_Application,Environmental_Hardship_Application,Reduced_to_Costs_Incurred,Number_of_Elementary_School_Pupil_Grants_Requested,Number_of_Middle_School_Pupil_Grants_Requested,Number_of_High_School_Pupil_Grants_Requested,Number_of_Non_Severe_School_Pupil_Grants_Requested,Number_of_Severe_School_Pupil_Grants_Requested,Grade_Level_of_Project,State_Share_of_Funding,Site_Acquisition,Financial_Hardship,CSFA_Lease_Amount,CTEFP_Loan_Amount,Type_of_Joint_Use_Facility,Type_of_Joint_Use_Partner,Industry_Sector,Portables_Replaced,Last_SAB_Date,Status
Los Angeles,Los Angeles County Office Of Education,Community  #8,New Construction,50/10199-00-060,,,,,,253012.0,,RCI,,,14.0,,,HI,413747.2,,413747.24,,,,,,,8/27/2003,75% Completed
Los Angeles,Los Angeles County Office Of Education,La Merced Elementary At Montebello Unified,New Construction,50/10199-00-061,,,,,,119990.0,,RCI,50.0,,,,1.0,MI,15132.0,,15132.0,,,,,,,9/26/2007,15% Completed
Los Angeles,Los Angeles County Office Of Education,Rosewood Elementary Addition-montebello,New Construction,50/10199-00-062,,,,,,129427.0,,RCI,,,,,18.0,EL,24932.0,,24932.0,,,,,,,4/23/2008,75% Completed
Los Angeles,Los Angeles County Office Of Education,Edgewood Middle,New Construction,50/10199-00-064,,,556933.0,,,194141.0,,,,,,,18.0,MI,1246368.0,,1246368.0,,,,,,,8/25/2010,Closed
Los Angeles,Los Angeles County Office Of Education,Selacoe High,New Construction,50/10199-00-065,,,2749583.0,,,388282.0,,,,,,,70.0,HI,6275732.0,,6275728.0,,,,,,,11/3/2010,Closed
Los Angeles,Los Angeles County Office Of Education,Bella Vista Elementary,New Construction,50/10199-00-067,,,,,,258853.5,,RCI,,,,,36.0,EL,37362.5,,37362.5,,,,,,,4/23/2008,10% Completed
Los Angeles,Los Angeles County Office Of Education,Willowood Elementary,New Construction,50/10199-00-069,,,1320157.0,,,129427.0,,,,,,,36.0,EL,8697504.0,,6156384.0,,,,,,,3/26/2008,Closed
Los Angeles,Los Angeles County Office Of Education,Covina Community,New Construction,50/10199-00-070,,,37186.05,,,233774.95,,RCI,,,81.0,,,HI,107385.0,,,,,,,,,12/10/2008,Funds Released
Los Angeles,Los Angeles County Office Of Education,Palmdale Community (former Lapuente),New Construction,50/10199-00-071,,,,,,541922.0,,RCI,,,162.0,,,HI,107838.0,,,,,,,,,12/10/2008,2% Completed
Los Angeles,Los Angeles County Office Of Education,South Los Angeles Community,New Construction,50/10199-00-072,,,,,,361282.0,,RCI,,,108.0,,,HI,111382.0,,,,,,,,,12/10/2008,Funds Released
Los Angeles,Los Angeles County Office Of Education,San Fernando Valley Community Day,New Construction,50/10199-00-073,,,,,,632243.0,,RCI,,,189.0,,,HI,64814.0,,,,,,,,,12/10/2008,Closed
Los Angeles,Los Angeles County Office Of Education,Los Angeles Co. High For The Arts,New Construction,50/10199-00-074,,,31899495.27,,,2329668.0,,,,,567.0,,,HI,254340720.0,400000.0,254740720.0,,,,,,,10/26/2022,Closed
Los Angeles,Los Angeles County Office Of Education,International Polytechnic High,New Construction,50/10199-00-075,,,40087059.3,,,2329668.0,,,,,567.0,,,HI,187212540.0,,187212540.0,,,,,,,10/26/2022,Closed
Madera,Madera County Office Of Education,Enterprise High,New Construction,50/10207-00-002,,,307372.0,,,,,,,,,,13.0,HI,614744.0,,,,,,,,,9/27/2000,Closed
Madera,Madera County Office Of Education,New K-8 Elementary,New Construction,50/10207-00-006,,,1528242.23,,,,,,,,,,36.0,EL,1626364.0,,1430120.46,,,,,,,8/24/2011,Closed
Madera,Madera County Office Of Education,Gould Learning Center,New Construction,50/10207-00-007,,,2122544.36,,,,,,,,,,36.0,EL,2128466.0,,2116622.72,,,,,,,8/24/2011,Closed
Madera,Madera County Office Of Education,Madera South High,New Construction,50/10207-00-008,,,2518695.0,,,,,,,,,,45.0,HI,7556082.0,,7556088.0,,,,,,,1/25/2012,Closed
Madera,Madera County Office Of Education,Special Ed. Liberty High,New Construction,50/10207-00-009,,,1247166.0,,,155340.0,,,,,,,18.0,HI,1347819.0,,1347822.0,,,,,,,2/24/2015,Closed
Madera,Madera County Office Of Education,Pioneer Technical,New Construction,50/10207-00-010,,,2263825.0,,,381323.0,,,,,81.0,,9.0,HI,3722670.0,,3722670.0,,,,,,,2/24/2015,Closed
Madera,Madera County Office Of Education,Challenger Day School,New Construction,50/10207-00-011,,,302286.0,,,,,,8.0,7.0,,,,MI,252208.0,,252208.0,,,,,,,6/23/2010,Closed
Madera,Madera County Office Of Education,Greenhills Elementary#1,New Construction,50/10207-00-012,,,985694.0,,,77670.0,,,,,,,9.0,EL,1200312.0,,1200315.0,,,,,,,2/24/2015,Closed
Madera,Madera County Office Of Education,Oak Creek Intermediate,New Construction,50/10207-00-015,,,834738.0,,,77670.0,,,,,,,9.0,MI,1368612.0,,1368612.0,,,,,,,1/26/2011,Closed
Madera,Madera County Office Of Education,Gould Education,New Construction,50/10207-00-016,,,1059614.0,,,77670.0,,,,,,,9.0,EL,1705926.0,,1705926.0,,,,,,,1/26/2011,Closed
Madera,Madera County Office Of Education,Chowchilla High,New Construction,50/10207-00-017,,,1909358.0,,,155340.0,,,,,,,18.0,HI,4238418.0,,4238424.0,,,,,,,2/24/2015,Closed
Madera,Madera County Office Of Education,Enterprise Secondary,New Construction,50/10207-00-018,,,955844.0,,,156556.0,,,7.0,26.0,15.0,,,HI,2128320.0,,2128320.0,,,,,,,11/25/2014,Closed
Marin,Marin County Office Of Education,Marin County Community School,New Construction,50/10215-00-001,,,1535781.0,,,,,,,,81.0,,,HI,1535781.0,,,,,,,,,4/24/2019,Closed
Merced,Merced County Office Of Education,Merced College Special Education,New Construction,50/10249-00-001,,,1762345.0,,,194141.0,,RCI,,,,,27.0,HI,139918.32,,139918.32,,,,,,,1/26/2005,Funds Released
Merced,Merced County Office Of Education,Le Grand High,New Construction,50/10249-00-004,,,216538.0,,,64714.0,,,,,,,7.0,HI,843756.0,,843756.0,,,,,,,11/3/2010,Closed
Merced,Merced County Office Of Education,Livingston High,New Construction,50/10249-00-006,,,230670.0,,,64714.0,,,,,,,7.0,HI,590768.0,,582953.68,,,,,,,8/23/2006,Closed
Merced,Merced County Office Of Education,Franklin Elementary,New Construction,50/10249-00-007,,,,,,64714.0,,RCI,,,,,7.0,EL,24435.72,,24435.76,,,,,,,3/26/2003,Funds Released
Merced,Merced County Office Of Education,Sparkes (frank) Elementary,New Construction,50/10249-00-008,,,237422.0,,,64714.0,,,,,,,7.0,EL,604272.0,,594693.0,,,,,,,8/23/2006,Closed
Merced,Merced County Office Of Education,Dos Palos Elementary,New Construction,50/10249-00-009,,,226208.0,,,64714.0,,,,,,,7.0,EL,581844.0,,536449.64,,,,,,,9/27/2006,Closed
Merced,Merced County Office Of Education,Livingston Intermediate,New Construction,50/10249-00-010,,,229370.0,,,64714.0,,,,,,,7.0,MI,588168.0,,539161.64,,,,,,,8/23/2006,Closed
Merced,Merced County Office Of Education,Donn B. Chenoweth Elementary,New Construction,50/10249-00-012,,,223790.0,,,64714.0,,,,,,,7.0,EL,577008.0,,559320.36,,,,,,,8/23/2006,Closed
Merced,Merced County Office Of Education,Merced High,New Construction,50/10249-00-015,,,457661.0,,,129427.0,,,,,,,14.0,HI,1174176.0,,1129829.04,,,,,,,9/27/2006,Closed
Merced,Merced County Office Of Education,Los Banos High,New Construction,50/10249-00-016,,,130759.0,,,,,,,,,,4.0,HI,184308.0,,318690.76,,,,,,,2/23/2005,Closed
Merced,Merced County Office Of Education,Volta Elementary (yr),New Construction,50/10249-00-017,,,139147.0,,,,,,,,,,4.0,EL,217612.0,,271452.4,,,,,,,2/23/2005,Closed
Merced,Merced County Office Of Education,Ada Givens Elementary,New Construction,50/10249-00-018,,,174154.0,,,,,,,,,,5.0,EL,277668.0,,243393.4,,,,,,,1/26/2005,Closed
Merced,Merced County Office Of Education,Mitchell Intermediate,New Construction,50/10249-00-019,,,179717.0,,,,,,,,,,5.0,MI,299908.0,,293560.16,,,,,,,1/26/2005,Closed
Merced,Merced County Office Of Education,Rudolph Rivera Intermediate,New Construction,50/10249-00-020,,,138813.0,,,,,,,,,,4.0,MI,214124.0,,225231.16,,,,,,,1/26/2005,Closed
Merced,Merced County Office Of Education,Hoover Middle,New Construction,50/10249-00-021,,,338789.0,,,69304.0,,,,,,,9.0,MI,2448552.0,,2448564.0,,,,,,,4/27/2011,Closed
Merced,Merced County Office Of Education,Miano (r.m.) Elementary,New Construction,50/10249-00-022,,,1776841.0,,,201031.0,,,,,,,27.0,EL,2844489.0,,2844486.0,,,,,,,12/15/2010,Closed
Merced,Merced County Office Of Education,Lorena Falasco,New Construction,50/10249-00-023,,,444742.0,,,69304.0,,,,,,,9.0,EL,454299.0,,454299.0,,,,,,,12/15/2010,Closed
Merced,Merced County Office Of Education,Valley Los Banos Community Day,New Construction,50/10249-00-024,,,923683.0,,,138607.0,,,,,,,18.0,HI,1925720.0,,1925715.0,,,,,,,10/24/2012,Closed
Merced,Merced County Office Of Education,Valley Community  - Atwater,New Construction,50/10249-00-025,,,,,,24362.5,,RCI,,,,,27.0,HI,48725.0,,,,,,,,,8/23/2006,Funds Released
Merced,Merced County Office Of Education,Delhi Special Ed.,New Construction,50/10249-00-027,,,2624682.0,,,277214.0,,,,,,,36.0,HI,7401582.0,,7401582.0,,,,,,,12/9/2015,Closed
Merced,Merced County Office Of Education,Uc Merced Special Ed,New Construction,50/10249-00-028,,,,,,116.34,,RCI,,,,,45.0,EL,174.51,,174.51,,,,,,,8/23/2006,Funds Released
Merced,Merced County Office Of Education,Winton Special Ed,New Construction,50/10249-00-029,,,1585121.0,,,233009.0,,,,,,,27.0,EL,13265505.0,,13265505.0,,,,,,,10/26/2022,Closed
Merced,Merced County Office Of Education,Clark (galen),New Construction,50/10249-00-030,,,1470888.0,,,77670.0,,,,,,,9.0,EL,9867816.0,,9867816.0,,,,,,,10/26/2022,Closed
Merced,Merced County Office Of Education,Livingston New,New Construction,50/10249-00-031,,,,,,233010.0,,RCI,,,,,27.0,EL,127086.0,,127086.0,,,,,,,5/22/2013,100% Completed
Merced,Merced County Office Of Education,Atwater High,New Construction,50/10249-00-032,,,507116.0,,,81259.0,,,,,,,9.0,HI,2941880.0,,2941870.0,,,,,,,7/25/2012,Closed
Merced,Merced County Office Of Education,Ranchero New,New Construction,50/10249-00-034,,,1954501.62,,,243778.0,,,,,,,27.0,EL,17471280.0,,17471280.0,,,,,,,10/26/2022,Closed
Merced,Merced County Office Of Education,New Special Education Facility,New Construction,50/10249-00-035,,,,,,250438.0,,RCI,,,,,45.0,EL,250438.0,,250438.0,,,,,,,4/15/2015,100% Completed
Merced,Merced County Office Of Education,Winton Middle,New Construction,50/10249-00-036,,,785184.0,,,81259.0,,,,,,,9.0,MI,1299666.0,,1299663.0,,,,,,,7/25/2012,Closed
Merced,Merced County Office Of Education,Gustine New School,New Construction,50/10249-00-037,,,,,,81259.0,,RCI,,,,,9.0,EL,37630.0,,,,,,,,,7/22/2009,1% Completed
Merced,Merced County Office Of Education,Schelby,New Construction,50/10249-00-039,,,2081849.0,,,173275.0,,,,,,,18.0,EL,6532296.0,,6532296.0,,,,,,,1/27/2016,Closed
Merced,Merced County Office Of Education,Valley Community  - Atwater,New Construction,50/10249-99-001,,,,,,386941.0,,RCI,16.0,32.0,219.0,,,HI,130004.64,,130004.64,,,,,,,1/22/2003,Funds Released
Merced,Merced County Office Of Education,Valley Community - Merced Addition,New Construction,50/10249-99-003,,,493097.0,,,101218.0,,,,,27.0,,,HI,891471.0,,891474.0,,,,,,,4/27/2011,Closed
Merced,Merced County Office Of Education,Valley Community School (los Banos),New Construction,50/10249-99-004,,,9914181.0,546774.0,,386941.0,,,16.0,32.0,219.0,,,HI,30710688.0,1833000.0,32543688.0,,,,,,,12/10/2003,Closed
Merced,Merced County Office Of Education,Valley Community School (livingston),New Construction,50/10249-99-005,,,,,,386941.0,,RCI,16.0,32.0,219.0,,,HI,142106.64,,142106.68,,,,,,,1/22/2003,Funds Released
Merced,Merced County Office Of Education,Valley Community School-merced,New Construction,50/10249-99-006,,,3579614.0,472500.0,,698630.0,,,,,216.0,,,HI,14252232.0,,14252232.0,,,,,,,4/27/2011,Closed
Merced,Merced County Office Of Education,Valley Community  - Atwater,New Construction,50/10249-99-007,,,,,,936656.0,,RCI,,,280.0,,,HI,1090978.48,,1090978.52,,,,,,,11/4/2009,55% Completed
Merced,Merced County Office Of Education,Atwater Valley Community,New Construction,50/10249-99-008,,,17502274.0,,,1872352.0,,,,,459.0,,,HI,34275256.0,4458612.0,38733868.0,,,,,,,2/28/2018,Closed
Merced,Merced County Office Of Education,Valley Community - Merced Addition #2,New Construction,50/10249-99-009,,,2252879.0,,,428813.0,,,47.0,81.0,,,,EL,3011160.0,,3011160.0,,,,,,,1/27/2016,Closed
Modoc,Modoc County Office Of Education,Alturas Community School,New Construction,50/10256-00-001,,,,,,54185.0,,RCI,,7.0,12.0,,,HI,41122.74,,41122.74,,,,,,,9/22/2004,Funds Released
Modoc,Modoc County Office Of Education,Modoc High,New Construction,50/10256-00-002,,,840481.0,,,50333.0,,,,,,,18.0,HI,1336221.0,,1336221.0,,,,,,,9/24/2003,Closed
Modoc,Modoc County Office Of Education,Tulelake Basin Elementary,New Construction,50/10256-00-003,,,,,,31881.0,,RCI,12.0,,,1.0,,EL,6666.66,,6666.68,,,,,,,9/22/2004,Funds Released
Modoc,Modoc County Office Of Education,Tulelake High,New Construction,50/10256-00-004,,,,,,50333.0,,RCI,,,,,7.0,HI,10000.0,,10000.0,,,,,,,9/22/2004,Funds Released
Mono,Mono County Office Of Education,Mono County Community,New Construction,50/10264-00-001,,,2266107.0,,,,,,22.0,10.0,16.0,,,HI,4532214.0,,,,,,,,,4/25/2001,Closed
Monterey,Monterey County Office Of Education,Rogge Rd Middle - Special Ed,New Construction,50/10272-00-003,,,2706906.0,,,268042.0,,RCI,,,,,36.0,MI,266798.54,,266798.54,,,,,,,6/27/2007,9% Completed
Monterey,Monterey County Office Of Education,Mckinnon Special Education,New Construction,50/10272-00-004,,,3184295.87,,,402062.0,,,,,,,54.0,EL,7213576.0,,7114471.48,,,,,,,5/27/2009,Closed
Monterey,Monterey County Office Of Education,Salinas Community,New Construction,50/10272-00-005,,,,,,362856.0,,RCI,9.0,34.0,76.0,,,HI,7257.12,,7257.12,,,,,,,3/28/2007,1% Completed
Monterey,Monterey County Office Of Education,La Gloria Elementary,New Construction,50/10272-00-006,,,,,,3575.0,,RCI,,,,,18.0,EL,3575.0,,3575.0,,,,,,,5/25/2011,1% Completed
Monterey,Monterey County Office Of Education,King City Middle,New Construction,50/10272-00-007,,,,,,3576.0,,RCI,,,,,18.0,MI,3576.0,,3576.0,,,,,,,2/22/2012,1% Completed
Monterey,Monterey County Office Of Education,King City High,New Construction,50/10272-00-008,,,,,,3575.0,,RCI,,,,,18.0,HI,3575.0,,3575.0,,,,,,,5/25/2011,1% Completed
Monterey,Monterey County Office Of Education,Bolsa Knolls Middle School Special Education,New Construction,50/10272-00-009,,,3796690.0,,,357610.0,,,,,,,36.0,MI,28981335.0,,28021005.0,,,,,,,10/26/2022,Closed
Monterey,Monterey County Office Of Education,Fairview Elementary,New Construction,50/10272-00-010,,,,,,46164.0,,RCI,,,,,18.0,EL,49740.0,,42588.0,,,,,,,1/25/2017,Funds Released
Monterey,Monterey County Office Of Education,Salinas Community,New Construction,50/10272-00-011,,,7465545.0,789401.0,,735600.0,,,,7.0,78.0,,,HI,10716165.0,3286551.0,12968922.0,,,,,,,9/25/2019,100% Completed
Napa,Napa County Office Of Education,Napa County Community,New Construction,50/10280-00-001,,,194041.0,,,,,,,18.0,,,,MI,194041.0,,,,,,,,,12/10/2008,Closed
Orange,Orange County Office Of Education,Euclid Ave. High,New Construction,50/10306-00-001,,,,,,614992.0,,RCI,,,,,90.0,EL,930455.94,,914520.06,,,,,,,10/6/2010,30% Completed
Orange,Orange County Office Of Education,Community School #1,New Construction,50/10306-00-002,,,377673.88,5314225.12,,881896.0,,RCI,,,294.0,,,HI,2204740.0,14323185.0,16341053.3,,,,,,,8/27/2008,30% Completed
Orange,Orange County Office Of Education,Community School #2,New Construction,50/10306-00-003,,,,,,865815.92,,RCI,33.0,36.0,231.0,,,EL,1322844.0,,1274603.76,,,,,,,7/27/2005,Funds Released
Orange,Orange County Office Of Education,Community School #3,New Construction,50/10306-00-004,,,,,,881896.0,,RCI,33.0,36.0,231.0,,,EL,51366.52,,51366.52,,,,,,,9/22/2004,Funds Released
Orange,Orange County Office Of Education,Community School #4,New Construction,50/10306-00-005,,,,,,35111.71,,RCI,33.0,36.0,231.0,,,EL,70223.44,,70223.4,,,,,,,12/8/2004,Funds Released
Orange,Orange County Office Of Education,Mann Elementary,New Construction,50/10306-00-006,,,8517851.0,3420485.0,,711850.0,,,,,,,108.0,EL,25459512.0,12491046.0,37950558.0,,,,,,,2/23/2005,Closed
Orange,Orange County Office Of Education,University High,New Construction,50/10306-00-007,,,11793990.0,,,905990.0,,,,,,,126.0,HI,44941600.0,213360.0,45154968.0,,,,,,,8/17/2016,Closed
Orange,Orange County Office Of Education,Crown Valley Elementary,New Construction,50/10306-00-009,,,85605.0,,,14891.0,,,,,,,2.0,EL,150744.0,,149790.99,,,,,,,4/26/2006,Closed
Orange,Orange County Office Of Education,Reilly Elementary,New Construction,50/10306-00-011,,,31541.0,,,14891.0,,,,,,,1.0,EL,46432.0,,46432.0,,,,,,,10/26/2005,Closed
Orange,Orange County Office Of Education,Community School#5,New Construction,50/10306-00-012,,,,,,1872813.0,,RCI,33.0,50.0,517.0,,,HI,0.0,,1564.2,,,,,,,1/25/2006,Funds Released
Orange,Orange County Office Of Education,Community School #6,New Construction,50/10306-00-013,,,9229553.0,,,1872813.0,,RCI,,,300.0,,,HI,588551.0,,1872813.0,,,,,,,8/27/2008,30% Completed
Orange,Orange County Office Of Education,Community School #7,New Construction,50/10306-00-014,,,,,,1937.79,,RCI,33.0,50.0,517.0,,,HI,1937.78,,1937.8,,,,,,,12/15/2005,Funds Released
Orange,Orange County Office Of Education,Community School #8,New Construction,50/10306-00-016,,,,,,72708.0,,RCI,,,351.0,,,HI,72708.0,,72708.0,,,,,,,8/24/2011,1% Completed
Orange,Orange County Office Of Education,Community School #10,New Construction,50/10306-00-018,,,26084195.0,,,,,,,,546.0,,,HI,139576008.0,,139576008.0,,,,,,,10/26/2022,Closed
Orange,Orange County Office Of Education,Community School #9,New Construction,50/10306-00-019,,,11033938.0,3960391.0,,1467916.0,,,,,378.0,,,HI,21524037.0,6866250.0,20996448.0,,,,,,,5/27/2020,99% Completed
Placer,Placer County Office Of Education,Cathryn Gates Elementary,New Construction,50/10314-00-002,,,750814.0,,,,,,,,,,16.0,EL,961602.0,,1290840.0,,,,,,,1/3/2001,Closed
Placer,Placer County Office Of Education,Eich Intermediate,New Construction,50/10314-00-003,,,110662.0,,,43754.0,,,,,,,3.0,MI,231624.0,,231624.0,,,,,,,1/22/2003,Closed
Placer,Placer County Office Of Education,Newcastle Elementary,New Construction,50/10314-00-004,,,947582.0,,,43754.0,,,,,,,13.0,EL,2415950.0,,2415950.0,,,,,,,6/23/2010,Closed
Placer,Placer County Office Of Education,Secret Ravine,New Construction,50/10314-00-005,,,3376930.0,,,284044.0,,,,,,,45.0,EL,13970776.0,,14848744.0,,,,,,,12/9/2015,Closed
Placer,Placer County Office Of Education,Sierra Elementary,New Construction,50/10314-00-006,,,2488294.0,,,150998.0,,,,,,,36.0,MI,15158748.0,,15158748.0,,,,,,,10/26/2022,Closed
Placer,Placer County Office Of Education,Quail Glen Elementary,New Construction,50/10314-00-007,,,1051018.0,,,,,RCI,,,,,18.0,EL,3123114.0,,3135042.0,,,,,,,10/17/2016,Closed
Placer,Placer County Office Of Education,Olive Ranch Special Education,New Construction,50/10314-00-008,,,1419138.43,,,207911.0,,,,,,,27.0,EL,3386964.0,,2738306.58,,,,,,,5/27/2015,Closed
Placer,Placer County Office Of Education,Creekview Ranch Middle,New Construction,50/10314-00-009,,,1320618.0,,,,,,,,,26.0,,MI,1290144.0,,1290146.0,,,,,,,3/20/2013,Closed
Placer,Placer County Office Of Education,Secret Ravine,New Construction,50/10314-00-010,,,,,,78374.0,,RCI,,,,,18.0,EL,117561.0,,117561.0,,,,,,,10/17/2016,41% Completed
Riverside,Riverside County Office Of Education,Acacia Middle,New Construction,50/10330-98-002,,,753182.0,,,,,,,,,,18.0,MI,1401264.0,,1569940.0,,,,,,,4/23/2008,Closed
Riverside,Riverside County Office Of Education,Dune Palms Elem,New Construction,50/10330-98-003,,,920212.0,,,,,,,,,,18.0,EL,1840424.0,,1797408.4,,,,,,,2/22/2006,Closed
Riverside,Riverside County Office Of Education,La Quinta Middle,New Construction,50/10330-98-004,,,1131234.0,,,,,,,,,,18.0,MI,2262468.0,,2122867.44,,,,,,,2/27/2008,Closed
Riverside,Riverside County Office Of Education,Mountain Shadows Middle,New Construction,50/10330-98-005,,,553957.87,,,,,,,,,,9.0,MI,2215832.0,,2184278.96,,,,,,,12/12/2007,Closed
Riverside,Riverside County Office Of Education,Ysmael Villegas Middle,New Construction,50/10330-98-007,,,848644.0,,,,,,,,,,18.0,MI,1272966.0,,1254919.47,,,,,,,3/26/2008,Closed
Riverside,Riverside County Office Of Education,Enchanted Valley Elementary,New Construction,50/10330-98-008,,,1124674.0,,,,,,,,,,27.0,EL,2136424.0,,2263634.16,,,,,,,7/23/2008,Closed
Riverside,Riverside County Office Of Education,Patriot High,New Construction,50/10330-98-009,,,1009108.0,,,,,,,,,,18.0,HI,2684286.0,,2684292.0,,,,,,,5/28/2014,Closed
