_Household_ID,Date_Added,Housing_Type,Household_Type,Household_Size,Annual_Income,ZIP_Code,OBJECTID
37292,10/25/2018 13:09,Owns Home,Single Person,1.0,"$3,600 ",40212.0,14328
37914,10/25/2018 15:42,Rent/Subsidized,Single Person,1.0,"$10,968 ",40212.0,14329
38161,10/25/2018 17:26,Rent/Non-Subsidized,Single Person,1.0,"$9,528 ",40212.0,14330
38857,10/26/2018 12:59,Owns Home,Single Person,1.0,"$6,972 ",40212.0,14331
39426,10/26/2018 15:30,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40212.0,14332
39676,10/26/2018 17:33,Owns Home,Single Person,1.0,"$13,776 ",40212.0,14333
39752,10/26/2018 17:56,Rent/Non-Subsidized,Single Person,1.0,"$7,807.20 ",40212.0,14334
39774,10/26/2018 18:05,Owns Home,Single Person,1.0,"$15,462 ",40212.0,14335
39822,10/26/2018 18:19,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40212.0,14336
40260,10/29/2018 13:09,Rent/Non-Subsidized,Single Person,1.0,"$15,204 ",40212.0,14337
40506,10/29/2018 14:33,Rent/Non-Subsidized,Single Person,1.0,"$6,624 ",40212.0,14338
41080,10/29/2018 18:23,Owns Home,Single Person,1.0,"$12,036 ",40212.0,14339
41495,10/30/2018 12:32,Rent/Subsidized,Single Person,1.0,"$10,092 ",40212.0,14340
41552,10/30/2018 12:55,Owns Home,Single Person,1.0,"$8,484 ",40212.0,14341
41600,10/30/2018 13:11,Rent/Non-Subsidized,Single Person,4.0,"$20,712 ",40212.0,14342
41939,10/30/2018 14:47,Rent/Non-Subsidized,Single Person,1.0,"$13,560 ",40212.0,14343
42047,10/30/2018 15:13,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40212.0,14344
42369,10/30/2018 17:24,Rent/Non-Subsidized,Single Person,1.0,"$10,968 ",40212.0,14345
42790,10/30/2018 19:25,Rent/Subsidized,Single Person,1.0,"$8,052 ",40212.0,14346
42873,10/30/2018 20:02,Rent/Subsidized,Single Person,1.0,"$11,208 ",40212.0,14347
43025,10/31/2018 13:02,Rent/Non-Subsidized,Single Person,1.0,"$9,684 ",40212.0,14348
43081,10/31/2018 13:17,Rent/Subsidized,Single Person,1.0,"$9,096 ",40212.0,14349
43323,10/31/2018 14:33,Rent/Subsidized,Single Person,1.0,"$10,068 ",40212.0,14350
43724,10/31/2018 17:11,Owns Home,Single Person,1.0,"$9,324 ",40212.0,14351
44216,10/31/2018 19:50,Rent/Non-Subsidized,Single Person,1.0,"$11,136 ",40212.0,14352
44255,10/31/2018 20:27,Owns Home,Single Person,1.0,"$10,164 ",40212.0,14353
46847,11/5/2018 17:04,Rent/Subsidized,Single Person,4.0,"$15,804 ",40212.0,14354
47305,11/5/2018 20:13,Owns Home,Single Person,3.0,"$83,630.16 ",40212.0,14355
47761,11/6/2018 13:53,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40212.0,14356
47820,11/6/2018 14:08,Rent/Subsidized,Single Person,1.0,"$10,332 ",40212.0,14357
48039,11/6/2018 14:58,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14358
48201,11/6/2018 15:35,Rent/Non-Subsidized,Single Person,4.0,"$1,596 ",40212.0,14359
48908,11/6/2018 19:04,Rent/Subsidized,Single Person,1.0,"$8,544 ",40212.0,14360
49136,11/6/2018 19:59,Rent/Non-Subsidized,Single Person,2.0,"$21,362.04 ",40212.0,14361
49468,11/7/2018 13:10,Rent/Subsidized,Single Person,1.0,"$13,584 ",40212.0,14362
49510,11/7/2018 13:25,Owns Home,Single Person,1.0,$0 ,40212.0,14363
49659,11/7/2018 13:59,Owns Home,Single Person,1.0,"$12,996 ",40212.0,14364
50657,11/7/2018 16:54,Rent/Subsidized,Single Person,1.0,"$10,332 ",40212.0,14365
51258,11/7/2018 19:26,Rent/Subsidized,Single Person,1.0,$0 ,40212.0,14366
51501,11/7/2018 20:15,Rent/Subsidized,Single Person,1.0,$0 ,40212.0,14367
51673,11/7/2018 21:18,Owns Home,Single Person,1.0,"$10,428 ",40212.0,14368
51817,11/8/2018 13:33,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14369
52053,11/8/2018 14:33,Owns Home,Single Person,1.0,"$13,632 ",40212.0,14370
52485,11/8/2018 16:04,Rent/Subsidized,Single Person,1.0,$0 ,40212.0,14371
53012,11/8/2018 18:46,Rent/Subsidized,Single Person,5.0,"$20,424 ",40212.0,14372
53126,11/8/2018 19:11,Rent/Non-Subsidized,Single Person,1.0,"$12,384 ",40212.0,14373
53232,11/8/2018 19:29,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14374
53602,11/8/2018 21:12,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14375
54067,11/9/2018 14:26,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14376
54717,11/9/2018 16:22,Owns Home,Single Person,1.0,$0 ,40212.0,14377
54813,11/9/2018 16:39,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14378
54822,11/9/2018 16:41,Rent/Non-Subsidized,Single Person,1.0,$540 ,40212.0,14379
54913,11/9/2018 16:58,Rent/Subsidized,Single Person,4.0,$0 ,40212.0,14380
55199,11/9/2018 18:25,Rent/Subsidized,Single Person,1.0,"$9,528 ",40212.0,14381
55402,11/9/2018 19:14,Rent/Non-Subsidized,Single Person,1.0,"$12,720 ",40212.0,14382
55775,11/12/2018 13:53,Rent/Subsidized,Single Person,3.0,"$15,900 ",40212.0,14383
55802,11/12/2018 14:24,Owns Home,Single Person,1.0,"$10,452 ",40212.0,14384
55867,11/12/2018 15:25,Rent/Non-Subsidized,Single Person,2.0,"$17,784 ",40212.0,14385
55978,11/12/2018 18:23,Rent/Subsidized,Single Person,1.0,$0 ,40212.0,14386
57882,11/13/2018 15:33,Rent/Subsidized,Single Person,1.0,"$19,500 ",40212.0,14387
58026,11/13/2018 16:02,Rent/Non-Subsidized,Single Person,1.0,"$10,968 ",40212.0,14388
58798,11/13/2018 18:57,Rent/Non-Subsidized,Single Person,4.0,$0 ,40212.0,14389
59232,11/13/2018 20:19,Rent/Subsidized,Single Person,7.0,"$35,484 ",40212.0,14390
59233,11/13/2018 20:19,Rent/Non-Subsidized,Single Person,1.0,"$9,322.80 ",40212.0,14391
59402,11/13/2018 21:05,Rent/Non-Subsidized,Single Person,5.0,"$20,796 ",40212.0,14392
59699,11/14/2018 13:51,Rent/Subsidized,Single Person,1.0,"$11,196 ",40212.0,14393
61060,11/14/2018 19:02,Rent/Non-Subsidized,Single Person,2.0,"$10,092 ",40212.0,14394
61111,11/14/2018 19:11,Owns Home,Single Person,1.0,$0 ,40212.0,14395
61151,11/14/2018 19:20,Owns Home,Single Person,1.0,"$1,380 ",40212.0,14396
61275,11/14/2018 19:47,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14397
61281,11/14/2018 19:49,Rent/Non-Subsidized,Single Person,1.0,"$10,992 ",40212.0,14398
61386,11/14/2018 20:11,Rent/Non-Subsidized,Single Person,1.0,"$15,820.80 ",40212.0,14399
61539,11/14/2018 21:01,Rent/Non-Subsidized,Single Person,2.0,"$10,968 ",40212.0,14400
61602,11/14/2018 21:43,Rent/Non-Subsidized,Single Person,1.0,"$10,968 ",40212.0,14401
61627,11/14/2018 22:49,Rent/Non-Subsidized,Single Person,1.0,"$10,332 ",40212.0,14402
61695,11/15/2018 13:27,Rent/Subsidized,Single Person,1.0,"$10,968 ",40212.0,14403
62076,11/15/2018 14:58,Owns Home,Single Person,1.0,"$4,572 ",40212.0,14404
62115,11/15/2018 15:08,Rent/Non-Subsidized,Single Person,1.0,"$11,268 ",40212.0,14405
62366,11/15/2018 16:03,Owns Home,Single Person,1.0,"$13,704 ",40212.0,14406
63037,11/15/2018 19:24,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14407
63254,11/15/2018 20:13,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14408
63445,11/15/2018 21:51,Rent/Subsidized,Single Person,1.0,"$7,392 ",40212.0,14409
63453,11/15/2018 22:04,Owns Home,Single Person,1.0,"$8,832 ",40212.0,14410
63475,11/15/2018 23:40,Owns Home,Single Person,1.0,"$15,996 ",40212.0,14411
63645,11/16/2018 13:59,Owns Home,Single Person,1.0,$0 ,40212.0,14412
64100,11/16/2018 15:35,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14413
64342,11/16/2018 16:24,Rent/Subsidized,Single Person,1.0,$0 ,40212.0,14414
64785,11/16/2018 18:27,Owns Home,Single Person,1.0,"$11,004 ",40212.0,14415
64870,11/16/2018 18:51,Rent/Non-Subsidized,Single Person,1.0,"$11,208 ",40212.0,14416
64968,11/16/2018 19:13,Rent/Non-Subsidized,Single Person,1.0,"$15,312 ",40212.0,14417
65092,11/16/2018 19:42,Rent/Non-Subsidized,Single Person,1.0,"$9,936 ",40212.0,14418
65476,11/19/2018 13:48,Rent/Non-Subsidized,Single Person,1.0,"$14,544 ",40212.0,14419
65654,11/19/2018 14:24,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40212.0,14420
65724,11/19/2018 14:37,Rent/Subsidized,Single Person,4.0,"$9,084 ",40212.0,14421
65748,11/19/2018 14:40,Rent/Non-Subsidized,Single Person,2.0,"$3,660 ",40212.0,14422
66046,11/19/2018 15:36,Owns Home,Single Person,1.0,"$6,504 ",40212.0,14423
66149,11/19/2018 15:54,Rent/Non-Subsidized,Single Person,1.0,"$30,636 ",40212.0,14424
66845,11/19/2018 18:38,Rent/Non-Subsidized,Single Person,1.0,"$12,984 ",40212.0,14425
66882,11/19/2018 18:47,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40212.0,14426
66933,11/19/2018 18:58,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14427
67116,11/19/2018 19:32,Rent/Subsidized,Single Person,1.0,"$10,968 ",40212.0,14428
67404,11/19/2018 20:36,Rent/Subsidized,Single Person,3.0,$0 ,40212.0,14429
68005,11/20/2018 14:56,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14430
69703,11/21/2018 14:00,Rent/Subsidized,Single Person,1.0,"$34,560 ",40212.0,14431
69922,11/21/2018 15:16,Owns Home,Single Person,1.0,"$9,528 ",40212.0,14432
70336,11/21/2018 18:26,Rent/Non-Subsidized,Single Person,5.0,"$20,496 ",40212.0,14433
70634,11/21/2018 20:50,Rent/Non-Subsidized,Single Person,3.0,"$12,604.80 ",40212.0,14434
70663,11/21/2018 21:30,Rent/Non-Subsidized,Single Person,4.0,"$15,240 ",40212.0,14435
72938,11/26/2018 18:35,Rent/Non-Subsidized,Single Person,1.0,"$12,756 ",40212.0,14436
73144,11/26/2018 19:29,Rent/Subsidized,Single Person,4.0,"$16,380 ",40212.0,14437
73296,11/26/2018 20:03,Rent/Non-Subsidized,Single Person,5.0,"$24,696 ",40212.0,14438
73500,11/26/2018 22:12,Rent/Non-Subsidized,Single Person,1.0,"$9,768 ",40212.0,14439
73624,11/27/2018 13:48,Owns Home,Single Person,1.0,"$6,852 ",40212.0,14440
73681,11/27/2018 14:06,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14441
74014,11/27/2018 15:38,Rent/Non-Subsidized,Single Person,1.0,"$10,332 ",40212.0,14442
74291,11/27/2018 16:44,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14443
74644,11/27/2018 19:01,Rent/Non-Subsidized,Single Person,5.0,"$21,657.48 ",40212.0,14444
74771,11/27/2018 19:34,Rent/Non-Subsidized,Single Person,1.0,"$11,208 ",40212.0,14445
75485,11/28/2018 15:16,Rent/Subsidized,Single Person,4.0,"$9,564 ",40212.0,14446
76191,11/28/2018 18:47,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14447
76591,11/28/2018 20:37,Rent/Non-Subsidized,Single Person,1.0,"$14,880 ",40212.0,14448
79886,11/30/2018 19:22,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40212.0,14449
79927,11/30/2018 19:33,Owns Home,Single Person,1.0,"$1,200 ",40212.0,14450
79991,11/30/2018 19:56,Rent/Subsidized,Single Person,1.0,$0 ,40212.0,14451
80936,12/3/2018 16:27,Owns Home,Single Person,1.0,"$17,652 ",40212.0,14452
82298,12/4/2018 14:49,Owns Home,Single Person,1.0,$0 ,40212.0,14453
82580,12/4/2018 15:58,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40212.0,14454
83175,12/4/2018 19:05,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40212.0,14455
83272,12/4/2018 19:29,Owns Home,Single Person,1.0,"$4,032 ",40212.0,14456
83991,12/5/2018 15:01,Rent/Non-Subsidized,Single Person,2.0,"$19,296 ",40212.0,14457
84074,12/5/2018 15:24,Owns Home,Single Person,1.0,"$13,164 ",40212.0,14458
84637,12/5/2018 18:23,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14459
84674,12/5/2018 18:37,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14460
86704,12/6/2018 19:53,Owns Home,Single Person,1.0,"$13,776 ",40212.0,14461
86777,12/6/2018 20:18,Rent/Non-Subsidized,Single Person,1.0,"$16,704 ",40212.0,14462
88398,12/7/2018 19:27,Rent/Non-Subsidized,Single Person,1.0,"$8,940 ",40212.0,14463
89713,12/10/2018 18:12,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14464
90123,12/10/2018 19:57,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40212.0,14465
90151,12/10/2018 20:05,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14466
90214,12/10/2018 20:23,Rent/Non-Subsidized,Single Person,1.0,"$9,768 ",40212.0,14467
90487,12/11/2018 13:45,Rent/Subsidized,Single Person,1.0,"$10,344 ",40212.0,14468
90862,12/11/2018 15:11,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14469
91267,12/11/2018 16:37,Rent/Non-Subsidized,Single Person,3.0,"$40,950 ",40212.0,14470
92694,12/12/2018 15:05,Owns Home,Single Person,1.0,$0 ,40212.0,14471
93944,12/12/2018 20:03,Owns Home,Single Person,1.0,$852 ,40212.0,14472
94442,12/13/2018 14:49,Owns Home,Single Person,1.0,"$14,844 ",40212.0,14473
95702,12/13/2018 21:20,Rent/Non-Subsidized,Single Person,4.0,"$1,752 ",40212.0,14474
95718,12/13/2018 21:39,Rent/Non-Subsidized,Single Person,1.0,"$13,644 ",40212.0,14475
96999,12/14/2018 18:54,Rent/Non-Subsidized,Single Person,1.0,"$15,168 ",40212.0,14476
98186,12/19/2018 14:57,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14477
98500,12/21/2018 19:54,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14478
98544,12/26/2018 19:21,Rent/Non-Subsidized,Single Person,1.0,$0 ,40212.0,14479
S1300015575HH,,Unknown,Single Person,1.0,"$10,824 ",40212.0,14480
S1300073463HH,,Unknown,Single Person,1.0,"$24,000 ",40212.0,14481
S1300444353HH,,Unknown,Single Person,1.0,"$16,788 ",40212.0,14482
S1300571695HH,,Unknown,Single Person,1.0,,40212.0,14483
S1300731522HH,,Unknown,Single Person,1.0,"$9,960 ",40212.0,14484
S1301194489HH,,Unknown,Single Person,1.0,"$8,400 ",40212.0,14485
S1301260686HH,,Unknown,Single Person,1.0,"$9,324 ",40212.0,14486
S1302655023HH,,Unknown,Single Person,1.0,"$26,991 ",40212.0,14487
S1303845334HH,,Unknown,Single Person,1.0,"$15,600 ",40212.0,14488
S1303859019HH,,Unknown,Single Person,1.0,"$12,072 ",40212.0,14489
S1305424082HH,,Unknown,Single Person,1.0,"$10,800 ",40212.0,14490
S1306298208HH,,Unknown,Single Person,1.0,"$10,848 ",40212.0,14491
S1306939667HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14492
S1307758687HH,,Unknown,Single Person,1.0,"$19,200 ",40212.0,14493
S1308264553HH,,Unknown,Single Person,1.0,"$10,092 ",40212.0,14494
S1308469767HH,,Unknown,Single Person,1.0,,40212.0,14495
S1308973825HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14496
S1310570741HH,,Unknown,Single Person,1.0,"$9,396 ",40212.0,14497
S1311218929HH,,Unknown,Single Person,1.0,"$20,592 ",40212.0,14498
S1312394577HH,,Unknown,Single Person,1.0,"$11,172 ",40212.0,14499
S1312703246HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14500
S1312718431HH,,Unknown,Single Person,1.0,,40212.0,14501
S1314054239HH,,Unknown,Single Person,1.0,"$12,744 ",40212.0,14502
S1315000087HH,,Unknown,Single Person,1.0,"$6,000 ",40212.0,14503
S1317659837HH,,Unknown,Single Person,1.0,"$10,092 ",40212.0,14504
S1319930583HH,,Unknown,Single Person,1.0,"$14,220 ",40212.0,14505
S1320488351HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14506
S1321482404HH,,Unknown,Single Person,1.0,"$11,220 ",40212.0,14507
S1322876644HH,,Unknown,Single Person,1.0,"$9,456 ",40212.0,14508
S1323814600HH,,Unknown,Single Person,1.0,"$10,800 ",40212.0,14509
S1324732858HH,,Unknown,Single Person,1.0,"$16,800 ",40212.0,14510
S1325894822HH,,Unknown,Single Person,1.0,"$12,696 ",40212.0,14511
S1327390861HH,,Unknown,Single Person,1.0,"$30,000 ",40212.0,14512
S1328367794HH,,Unknown,Single Person,1.0,,40212.0,14513
S1331996458HH,,Unknown,Single Person,1.0,"$9,768 ",40212.0,14514
S1333167314HH,,Unknown,Single Person,1.0,"$14,268 ",40212.0,14515
S1333314316HH,,Unknown,Single Person,1.0,,40212.0,14516
S1334800869HH,,Unknown,Single Person,1.0,"$13,176 ",40212.0,14517
S1336363941HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14518
S1337067465HH,,Unknown,Single Person,1.0,"$18,540 ",40212.0,14519
S1337255716HH,,Unknown,Single Person,1.0,"$9,396 ",40212.0,14520
S1338505005HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14521
S1339409041HH,,Unknown,Single Person,1.0,"$11,964 ",40212.0,14522
S1340692248HH,,Unknown,Single Person,1.0,"$10,860 ",40212.0,14523
S1340927922HH,,Unknown,Single Person,1.0,"$10,800 ",40212.0,14524
S1344677919HH,,Unknown,Single Person,1.0,$0 ,40212.0,14525
S1345419156HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14526
S1345964431HH,,Unknown,Single Person,1.0,"$15,600 ",40212.0,14527
S1347764968HH,,Unknown,Single Person,1.0,"$10,800 ",40212.0,14528
S1348657483HH,,Unknown,Single Person,1.0,"$12,132 ",40212.0,14529
S1349359250HH,,Unknown,Single Person,1.0,"$18,000 ",40212.0,14530
S1349371069HH,,Unknown,Single Person,1.0,"$24,000 ",40212.0,14531
S1349744808HH,,Unknown,Single Person,1.0,"$11,184 ",40212.0,14532
S1349964189HH,,Unknown,Single Person,1.0,"$10,776 ",40212.0,14533
S1351900444HH,,Unknown,Single Person,1.0,"$10,284 ",40212.0,14534
S1352475517HH,,Unknown,Single Person,1.0,"$9,600 ",40212.0,14535
S1352813488HH,,Unknown,Single Person,1.0,"$12,072 ",40212.0,14536
S1353804408HH,,Unknown,Single Person,1.0,"$9,600 ",40212.0,14537
S1354188549HH,,Unknown,Single Person,1.0,"$14,388 ",40212.0,14538
S1355463766HH,,Unknown,Single Person,1.0,"$24,000 ",40212.0,14539
S1356687009HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14540
S1357523357HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14541
S1358693498HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14542
S1358987045HH,,Unknown,Single Person,1.0,"$10,884 ",40212.0,14543
S1360267585HH,,Unknown,Single Person,1.0,"$6,408 ",40212.0,14544
S1362055212HH,,Unknown,Single Person,1.0,"$9,624 ",40212.0,14545
S1363558679HH,,Unknown,Single Person,1.0,"$24,000 ",40212.0,14546
S1363788789HH,,Unknown,Single Person,1.0,"$12,132 ",40212.0,14547
S1365974612HH,,Unknown,Single Person,1.0,"$9,636 ",40212.0,14548
S1366572284HH,,Unknown,Single Person,1.0,"$9,900 ",40212.0,14549
S1366876321HH,,Unknown,Single Person,1.0,"$9,768 ",40212.0,14550
S1366985195HH,,Unknown,Single Person,1.0,"$15,360 ",40212.0,14551
S1367356091HH,,Unknown,Single Person,1.0,"$18,900 ",40212.0,14552
S1367418178HH,,Unknown,Single Person,1.0,"$21,600 ",40212.0,14553
S1368101811HH,,Unknown,Single Person,1.0,"$22,740 ",40212.0,14554
S1368962210HH,,Unknown,Single Person,1.0,"$15,648 ",40212.0,14555
S1372304683HH,,Unknown,Single Person,1.0,"$10,200 ",40212.0,14556
S1373524188HH,,Unknown,Single Person,1.0,"$8,400 ",40212.0,14557
S1373726033HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14558
S1374979775HH,,Unknown,Single Person,1.0,"$17,916 ",40212.0,14559
S1375118916HH,,Unknown,Single Person,1.0,"$36,000 ",40212.0,14560
S1377012216HH,,Unknown,Single Person,1.0,"$11,280 ",40212.0,14561
S1377747708HH,,Unknown,Single Person,1.0,"$8,040 ",40212.0,14562
S1383173995HH,,Unknown,Single Person,1.0,"$10,944 ",40212.0,14563
S1383454835HH,,Unknown,Single Person,1.0,"$10,884 ",40212.0,14564
S1384343278HH,,Unknown,Single Person,1.0,"$10,080 ",40212.0,14565
S1385034888HH,,Unknown,Single Person,1.0,"$9,000 ",40212.0,14566
S1385678241HH,,Unknown,Single Person,1.0,"$22,800 ",40212.0,14567
S1386108731HH,,Unknown,Single Person,1.0,"$14,400 ",40212.0,14568
S1386612009HH,,Unknown,Single Person,1.0,"$14,400 ",40212.0,14569
S1391578155HH,,Unknown,Single Person,1.0,"$21,972 ",40212.0,14570
S1391866004HH,,Unknown,Single Person,1.0,"$19,404 ",40212.0,14571
S1391973894HH,,Unknown,Single Person,1.0,"$15,600 ",40212.0,14572
S1392815976HH,,Unknown,Single Person,1.0,"$9,600 ",40212.0,14573
S1394012504HH,,Unknown,Single Person,1.0,,40212.0,14574
S1394244640HH,,Unknown,Single Person,1.0,"$13,200 ",40212.0,14575
S1395894574HH,,Unknown,Single Person,1.0,,40212.0,14576
S1396617990HH,,Unknown,Single Person,1.0,"$18,000 ",40212.0,14577
S1397508728HH,,Unknown,Single Person,1.0,"$9,252 ",40212.0,14578
S1397621863HH,,Unknown,Single Person,1.0,"$11,460 ",40212.0,14579
S1398280394HH,,Unknown,Single Person,1.0,"$12,000 ",40212.0,14580
S1399195169HH,,Unknown,Single Person,1.0,"$9,792 ",40212.0,14581
S410282860HH,,Unknown,Single Person,1.0,"$10,896 ",40212.0,14582
S624345094HH,,Unknown,Single Person,1.0,"$12,132 ",40212.0,14583
100173,1/7/2019 15:10,Rent/Non-Subsidized,Single Parent Female,3.0,"$11,520 ",40213.0,14584
100528,1/7/2019 18:46,Rent/Non-Subsidized,Two Parent Household,6.0,$0 ,40213.0,14585
100847,1/8/2019 14:06,Rent/Non-Subsidized,Single Parent Female,4.0,$0 ,40213.0,14586
101506,1/9/2019 13:35,Rent/Non-Subsidized,Multigenerational Household,1.0,"$8,568 ",40213.0,14587
102130,1/9/2019 20:09,Rent/Subsidized,Single Parent Female,5.0,"$30,843.12 ",40213.0,14588
104509,1/15/2019 14:43,Owns Home,Single Parent Female,3.0,"$37,128 ",40213.0,14589
105681,1/16/2019 18:51,Rent/Non-Subsidized,Single Parent Female,3.0,"$14,916 ",40213.0,14590
105770,1/16/2019 19:37,Rent/Non-Subsidized,Two Parent Household,2.0,"$10,092 ",40213.0,14591
105996,1/17/2019 14:04,Rent/Non-Subsidized,Single Parent Female,3.0,$0 ,40213.0,14592
106002,1/17/2019 14:07,Owns Home,Two Parent Household,2.0,"$12,336 ",40213.0,14593
107104,1/18/2019 18:32,Rent/Subsidized,Single Parent Female,5.0,$0 ,40213.0,14594
108724,1/23/2019 19:23,Rent/Non-Subsidized,Multigenerational Household,6.0,"$15,096 ",40213.0,14595
11032,9/25/2018 17:24,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40213.0,14596
111048,1/29/2019 13:44,Rent/Non-Subsidized,Two Adults No Children,2.0,"$20,256 ",40213.0,14597
111219,1/29/2019 15:36,Rent/Non-Subsidized,Single Parent Female,4.0,$0 ,40213.0,14598
111423,1/29/2019 18:14,Owns Home,Two Parent Household,3.0,$0 ,40213.0,14599
114643,2/6/2019 18:21,Rent/Non-Subsidized,Single Parent Female,3.0,"$21,060 ",40213.0,14600
117417,2/14/2019 19:18,Rent/Subsidized,Single Parent Female,3.0,"$23,400 ",40213.0,14601
117928,2/18/2019 19:28,Rent/Subsidized,Single Parent Female,5.0,"$35,184 ",40213.0,14602
118674,2/20/2019 16:49,Rent/Non-Subsidized,Two Adults No Children,1.0,"$16,488 ",40213.0,14603
120737,2/27/2019 19:21,Owns Home,Multigenerational Household,2.0,"$16,266.72 ",40213.0,14604
120942,2/28/2019 16:20,Rent/Non-Subsidized,Single Parent Female,2.0,"$12,564 ",40213.0,14605
122051,3/5/2019 22:48,Rent/Non-Subsidized,Single Parent Female,3.0,"$32,597.52 ",40213.0,14606
125566,3/25/2019 14:08,Rent/Non-Subsidized,Two Parent Household,3.0,"$24,840 ",40213.0,14607
126110,3/27/2019 15:06,Rent/Non-Subsidized,Multigenerational Household,8.0,"$55,638 ",40213.0,14608
126423,3/28/2019 18:37,Rent/Subsidized,Single Parent Male,2.0,"$30,631.68 ",40213.0,14609
126503,3/29/2019 13:03,Rent/Non-Subsidized,Single Parent Female,5.0,$0 ,40213.0,14610
128633,4/4/2019 17:20,Rent/Subsidized,Single Parent Female,4.0,"$9,528 ",40213.0,14611
129571,4/10/2019 17:49,Rent/Non-Subsidized,Single Parent Female,4.0,"$10,968 ",40213.0,14612
130522,4/17/2019 13:11,Rent/Subsidized,Single Parent Female,3.0,"$37,800 ",40213.0,14613
132043,4/29/2019 15:22,Owns Home,Single Parent Female,2.0,$0 ,40213.0,14614
132208,4/30/2019 13:30,Rent/Subsidized,Single Parent Male,2.0,"$8,760 ",40213.0,14615
136775,7/12/2019 14:13,Rent/Non-Subsidized,Other,5.0,"$38,100.60 ",40213.0,14616
138124,7/26/2019 20:32,Rent/Non-Subsidized,Single Parent Female,2.0,"$10,092 ",40213.0,14617
139180,8/6/2019 14:57,Rent/Non-Subsidized,Single Parent Male,1.0,"$14,400 ",40213.0,14618
141970,8/27/2019 14:19,Rent/Non-Subsidized,Single Parent Female,5.0,$0 ,40213.0,14619
142255,8/29/2019 13:07,Owns Home,Single Parent Female,3.0,"$29,232 ",40213.0,14620
142280,8/29/2019 14:44,Rent/Non-Subsidized,Single Parent Female,5.0,"$4,500 ",40213.0,14621
142663,9/4/2019 15:28,Rent/Non-Subsidized,Single Parent Female,3.0,"$19,955.40 ",40213.0,14622
142829,9/5/2019 19:04,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40213.0,14623
144096,9/19/2019 19:39,Rent/Non-Subsidized,Single Parent Female,4.0,"$19,788 ",40213.0,14624
148095,10/15/2019 14:49,Rent/Non-Subsidized,Single Parent Female,3.0,$0 ,40213.0,14625
154905,11/6/2019 18:47,Rent/Non-Subsidized,Single Parent Female,5.0,$0 ,40213.0,14626
155640,11/7/2019 21:06,Rent/Non-Subsidized,Single Parent Female,4.0,$0 ,40213.0,14627
156234,11/11/2019 13:34,Rent/Subsidized,Single Parent Female,3.0,$0 ,40213.0,14628
161937,11/25/2019 17:31,Rent/Non-Subsidized,Single Parent Female,3.0,$0 ,40213.0,14629
161996,11/25/2019 18:44,Rent/Non-Subsidized,Single Parent Female,4.0,"$33,524.76 ",40213.0,14630
