Agency Number,Agency Name,Account - Major Class,Account Description - Major Class,Account - Sub-Class,Account Description - Sub-Class,Account,Account Description,Fiscal Year,Accounting Period,Amount
34000,STATE DEPARTMENT OF HEALTH,400700,Taxes and Interest Income,415100,MOTOR VEHICLE & RELATED TAXES ,415125,TAG AGENT REMITTANCE,2011,10,$-210788.50
34000,STATE DEPARTMENT OF HEALTH,400700,Taxes and Interest Income,415100,MOTOR VEHICLE & RELATED TAXES ,415125,TAG AGENT REMITTANCE,2011,12,$-240804.74
34000,STATE DEPARTMENT OF HEALTH,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,2,$-1356.68
34000,STATE DEPARTMENT OF HEALTH,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,3,$-114.05
34000,STATE DEPARTMENT OF HEALTH,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,6,$-651.47
34000,STATE DEPARTMENT OF HEALTH,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,7,$-1652.32
34000,STATE DEPARTMENT OF HEALTH,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,8,$-787.67
34000,STATE DEPARTMENT OF HEALTH,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,10,$-1324.37
34000,STATE DEPARTMENT OF HEALTH,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,12,$-99.38
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,3,$596.61
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,1,$-399514.00
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,2,$-399514.00
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,3,$-400110.61
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,4,$-399514.00
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,5,$-399514.00
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,6,$-399514.00
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,7,$-399514.00
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,10,$-399514.00
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,12,$-399510.00
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400500,Federal Grants,455600,FED.FDS FROM OTHER STATE AGS. ,455601,FED.FDS FROM OTHER STATE AGS.,2011,1,$-1072.05
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400500,Federal Grants,455600,FED.FDS FROM OTHER STATE AGS. ,455601,FED.FDS FROM OTHER STATE AGS.,2011,2,$-1072.03
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400500,Federal Grants,455600,FED.FDS FROM OTHER STATE AGS. ,455601,FED.FDS FROM OTHER STATE AGS.,2011,3,$-1072.03
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400500,Federal Grants,455600,FED.FDS FROM OTHER STATE AGS. ,455601,FED.FDS FROM OTHER STATE AGS.,2011,5,$-2163.66
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400500,Federal Grants,455600,FED.FDS FROM OTHER STATE AGS. ,455601,FED.FDS FROM OTHER STATE AGS.,2011,7,$-2221.06
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400500,Federal Grants,455600,FED.FDS FROM OTHER STATE AGS. ,455601,FED.FDS FROM OTHER STATE AGS.,2011,10,$-3572.03
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400500,Federal Grants,455600,FED.FDS FROM OTHER STATE AGS. ,455601,FED.FDS FROM OTHER STATE AGS.,2011,12,$-3572.03
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,1,$-160956.51
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,2,$-149007.00
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,3,$-162066.89
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,5,$-333473.50
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,7,$-304102.99
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,10,$-195018.43
34200,BD. OF MEDICOLEGAL INVESTIGATIONS,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,12,$-148904.50
34300,ST. BD. OF EXAMINERS OF PERFUSIONISTS,400600,Lic/Permits/Tuition/Fees/Oth,425400,MEDICAL PROFESSIONAL          ,425471,PERFUSIONIST BD LICENSE/FEE,2011,3,$-500.00
34300,ST. BD. OF EXAMINERS OF PERFUSIONISTS,400600,Lic/Permits/Tuition/Fees/Oth,425400,MEDICAL PROFESSIONAL          ,425471,PERFUSIONIST BD LICENSE/FEE,2011,6,$-500.00
34300,ST. BD. OF EXAMINERS OF PERFUSIONISTS,400600,Lic/Permits/Tuition/Fees/Oth,425400,MEDICAL PROFESSIONAL          ,425471,PERFUSIONIST BD LICENSE/FEE,2011,7,$-300.00
34300,ST. BD. OF EXAMINERS OF PERFUSIONISTS,400600,Lic/Permits/Tuition/Fees/Oth,425400,MEDICAL PROFESSIONAL          ,425471,PERFUSIONIST BD LICENSE/FEE,2011,10,$-900.00
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,1,$119132791.80
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,2,$104233261.50
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,3,$77458998.33
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,4,$73545100.26
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,5,$67012035.06
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,6,$78244095.78
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,7,$84359498.18
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,8,$9810976.48
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,10,$61944019.26
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,12,$77797935.63
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,1,$-119132791.80
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,2,$-104233261.50
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,3,$-66501035.27
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,4,$-50911305.03
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,5,$-67012035.06
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,6,$-49366870.73
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,7,$-59500437.06
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,8,$-9810976.48
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,10,$-61944019.26
34500,DEPARTMENT OF TRANSPORTATION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,12,$-77797935.63
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,1,$-89478517.43
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,2,$-82153889.01
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,3,$-116437647.40
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,4,$-84878807.10
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,5,$-59862685.62
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,6,$-69964072.20
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,7,$-38954549.09
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,8,$-13695010.98
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,10,$-55547819.19
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,12,$-93142389.08
34500,DEPARTMENT OF TRANSPORTATION,400500,Federal Grants,455500,FED.FDS REC'D FROM NON-GOV.AG.,455501,FED.FDS REC'D FROM NON-GOV.AG.,2011,6,$-1316540.67
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423200,SECRETARY OF STATE            ,423299,OTHER FEES,2011,6,$-3742.78
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423400,VEHICLE RELATED               ,423437,MOTOR FUEL SPECIAL ASSESSMENT,2011,1,$-500000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423400,VEHICLE RELATED               ,423437,MOTOR FUEL SPECIAL ASSESSMENT,2011,2,$-500000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423400,VEHICLE RELATED               ,423437,MOTOR FUEL SPECIAL ASSESSMENT,2011,3,$-500000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423400,VEHICLE RELATED               ,423437,MOTOR FUEL SPECIAL ASSESSMENT,2011,4,$-500000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423400,VEHICLE RELATED               ,423437,MOTOR FUEL SPECIAL ASSESSMENT,2011,5,$-500000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423400,VEHICLE RELATED               ,423437,MOTOR FUEL SPECIAL ASSESSMENT,2011,6,$-500000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423400,VEHICLE RELATED               ,423437,MOTOR FUEL SPECIAL ASSESSMENT,2011,7,$-500000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423400,VEHICLE RELATED               ,423437,MOTOR FUEL SPECIAL ASSESSMENT,2011,8,$-500000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423400,VEHICLE RELATED               ,423437,MOTOR FUEL SPECIAL ASSESSMENT,2011,10,$-500000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,423400,VEHICLE RELATED               ,423437,MOTOR FUEL SPECIAL ASSESSMENT,2011,12,$-500000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,2,$-295.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,3,$-270.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,4,$-1120.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,5,$-3353.03
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,6,$-2065.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,7,$-6744.40
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,8,$-2345.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,10,$-1490.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,12,$-4455.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,2,$-100196.08
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,3,$-83340.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,4,$-381678.20
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,5,$-94717.08
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,6,$-247792.98
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,7,$-129792.03
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,8,$-350169.52
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,10,$-116537.67
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,12,$-171479.47
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451111,DEFICIENCY JUDGEMENTS,2011,2,$-181545.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451111,DEFICIENCY JUDGEMENTS,2011,3,$-119225.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451111,DEFICIENCY JUDGEMENTS,2011,4,$-284152.19
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451111,DEFICIENCY JUDGEMENTS,2011,5,$-5124.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451111,DEFICIENCY JUDGEMENTS,2011,6,$-32000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451111,DEFICIENCY JUDGEMENTS,2011,7,$-30316.78
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451111,DEFICIENCY JUDGEMENTS,2011,8,$-8544.68
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451111,DEFICIENCY JUDGEMENTS,2011,10,$-355792.60
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451111,DEFICIENCY JUDGEMENTS,2011,12,$-11350.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,452000,REIMB FOR GENERAL EXPENSES    ,452005,REIMB FOR ADMIN EXPENSES,2011,3,$-690.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,452100,REIMB FOR DATA PROCESSING     ,452117,REIMB FOR DATA PROCESSING EXP,2011,7,$-13932.40
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454101,CO-OPERATIVE PROJECTS,2011,2,$-388063.55
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454101,CO-OPERATIVE PROJECTS,2011,3,$-668510.15
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454101,CO-OPERATIVE PROJECTS,2011,4,$-6274564.27
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454101,CO-OPERATIVE PROJECTS,2011,5,$-1664637.61
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454101,CO-OPERATIVE PROJECTS,2011,6,$-660928.62
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454101,CO-OPERATIVE PROJECTS,2011,7,$-1717688.44
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454101,CO-OPERATIVE PROJECTS,2011,8,$-7218342.21
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454101,CO-OPERATIVE PROJECTS,2011,10,$-721335.70
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454101,CO-OPERATIVE PROJECTS,2011,12,$-2541394.50
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454102,REIMBURSEMENT OF FUNDS SPENT,2011,10,$-2412.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454102,REIMBURSEMENT OF FUNDS SPENT,2011,12,$-5524.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2011,2,$-544608.58
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2011,3,$-20693.22
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2011,4,$-181522.70
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2011,5,$-15699.70
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2011,6,$-9789.10
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2011,7,$-120265.33
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2011,8,$-59269.93
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2011,10,$-62804.01
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2011,12,$-179285.73
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,474100,SALE OF DOCUMENTS& MERCHANDISE,474141,PRINTING INCL.SALE OF PUBLCTNS,2011,2,$-58059.38
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,474100,SALE OF DOCUMENTS& MERCHANDISE,474141,PRINTING INCL.SALE OF PUBLCTNS,2011,3,$-78148.14
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,474100,SALE OF DOCUMENTS& MERCHANDISE,474141,PRINTING INCL.SALE OF PUBLCTNS,2011,4,$-62839.44
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,474100,SALE OF DOCUMENTS& MERCHANDISE,474141,PRINTING INCL.SALE OF PUBLCTNS,2011,5,$-59757.91
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,474100,SALE OF DOCUMENTS& MERCHANDISE,474141,PRINTING INCL.SALE OF PUBLCTNS,2011,6,$-40544.79
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,474100,SALE OF DOCUMENTS& MERCHANDISE,474141,PRINTING INCL.SALE OF PUBLCTNS,2011,7,$-3698.14
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,474100,SALE OF DOCUMENTS& MERCHANDISE,474141,PRINTING INCL.SALE OF PUBLCTNS,2011,8,$-65952.95
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,474100,SALE OF DOCUMENTS& MERCHANDISE,474141,PRINTING INCL.SALE OF PUBLCTNS,2011,10,$-38343.86
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,474100,SALE OF DOCUMENTS& MERCHANDISE,474141,PRINTING INCL.SALE OF PUBLCTNS,2011,12,$-51525.41
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478105,REGISTRATION FEES,2011,1,$-30000.00
34500,DEPARTMENT OF TRANSPORTATION,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478105,REGISTRATION FEES,2011,2,$-2512.65
