OBJECTID,ID,SURFACE_MATERIAL,MAINTENANCE_RESPONSIBILITY,WIDTH,COMMENTS,GLOBALID,PLAN_NUM,MAPNUM,DEEDBOOK,DEEDPAGE,TRAIL_NAME,ADDITION_TRAIL_NAME,TRAILOWNER,TRAILNAME,SOURCEDATE,SOURCETYPE,ADA,SIGNAGE,RESTRICTION,PARK_REGISTRY_ID,TRIRIGA_ID,SENSITIVE_RESOURCE,DIFFICULTY,STEPS,PARK_NAME,SUPERVISOR_DISTRICT,PLANNING_DISTRICT,MAINTENANCE_AREA,CreationDate,Creator,EditDate,Editor,Shape__Length
84,805407,Asphalt,Fairfax County Park Authority,6.0,,210c14bb-2d86-4892-835f-0f1b090a037f,,0562,,,,,,,2011/06/06 00:00:00+00,GPS,,,,394.0,PA394-TRL-A,,,F,Carney,Braddock,Fairfax,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,673.409565964815
85,802122,Gravel,Fairfax County Park Authority,6.0,,71bd05c1-9480-48c2-b16b-17025ede100f,,0543,,,,,,,2007/03/21 00:00:00+00,GPS,,,,273.0,PA273-TRL-G,, ,F,Rocky Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,478.854165829493
86,805433,Asphalt,Fairfax County Park Authority,6.0, ,33749d99-7b48-409d-ad9e-85292ce3e7fb,,0703,,,,,,,2011/11/14 00:00:00+00,GPS,,,,163.0,PA162-TRL-A,,EASY,F,Kings Park,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,247.081091080638
87,803739,Asphalt,Fairfax County Park Authority,6.0,,1c4cb63c-76b3-4a57-9870-46e68877ee24,,0711,,,,,,,2007/04/12 00:00:00+00,GPS,,,,10.0,PA10-TRL-A,, ,F,Backlick,Mason,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,36.0252340723833
89,802328,Asphalt,Fairfax County Park Authority,8.0,CCT,25911919-0366-4d08-bf7d-1019d11c7d07,,0984,,,Cross County Trail,,,,2011/07/05 00:00:00+00,GPS,,,,259.0,PA259-TRL-A,,,F,,Mount Vernon,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,557.207104076943
90,804023,Asphalt,Fairfax County Park Authority,6.0,,a410ca39-043d-4e85-8c0a-2378c9891b24,,0582,,,,,,,2007/04/17 00:00:00+00,GPS,,,,73.0,PA73-TRL-A,, ,F,Eakin (Mantua Section),Providence,Fairfax,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,75.0429841283011
91,803285,Asphalt,Fairfax County Park Authority,6.0,,868f7260-0b0e-405a-bbeb-07c078e3858d,,0931,,,,,,,2007/04/06 00:00:00+00,GPS,,,,30.0,PA30-TRL-A,, ,F,Bucknell Manor,Mount Vernon,Mount Vernon,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,61.4366217178808
93,801960,Asphalt,Fairfax County Park Authority,6.0,,49fd6911-08f9-48ca-8e99-5700a4782c2c,,0532,,,,,,,2007/03/20 00:00:00+00,GPS,,,,61.0,PA61-TRL-A,, ,F,Cub Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,48.2096989591098
94,804420,Natural,Fairfax County Park Authority,4.0,,0a6bf368-846b-488b-90c4-510216e3690e,,0314,,,,,,,2007/04/23 00:00:00+00,GPS,,,,202.0,PA202-TRL-N,, ,F,Marie Butler Leven Preserve,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,308.589667019084
95,802771,Bridge,Fairfax County Park Authority,6.0,,4599fe38-d018-4f1b-b12d-e22b73db9d63,,0781,,,,,,,2007/03/28 00:00:00+00,GPS,,,,279.0,PA279-TRL-BG,, ,F,Royal Lake,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,29.5637559611141
96,801142,Asphalt,Fairfax County Park Authority,6.0,,713929f3-0636-435e-8c3a-a1a303c846f0,,0382,,,,,,,2007/03/07 00:00:00+00,GPS,,,,99.0,PA99-TRL-A,, ,F,Foxstone,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,227.162321088007
97,800816,Natural,Fairfax County Park Authority,4.0,,af48226c-e256-4e4f-990e-b9677e84eeb7,,0111,,,,,,,2007/03/08 00:00:00+00,GPS,,,,304.0,PA304-TRL-N,, ,F,Sugarland Run Stream Valley,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,122.402452121336
98,802642,Natural,Fairfax County Park Authority,6.0,,baf1ded2-1f7f-4d4c-adee-ca87f8e2e860,,0891,,,,,,,2007/03/29 00:00:00+00,GPS,,,,259.0,PA259-TRL-N,, ,F,Pohick Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,333.448109757449
99,803420,Asphalt,Fairfax County Park Authority,6.0,,521e901f-526c-4ee2-bebe-3b37cc9f8aea,,0931,,,,,,,2007/04/06 00:00:00+00,GPS,,,,221.0,PA221-TRL-A,, ,F,Mount Vernon District,Mount Vernon,Mount Vernon,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,54.5913638429665
100,803697,Brick,Fairfax County Park Authority,6.0,,5140ef72-92ad-4994-af74-7114f1eaa608,,0721,,,,,,,2011/06/21 00:00:00+00,GPS,,,,120.0,PA120-TRL-B,,,F,Green Spring Gardens,Mason,Lincolnia,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,53.4940052496779
101,802638,Other,Fairfax County Park Authority,8.0,,b48a4cc0-1683-4431-bd6a-a032c3f794df,,0794,,,,,,,2007/03/30 00:00:00+00,GPS,,,,1.0,PA1-TRL-O,, ,T,Lake Accotink,Franconia,Springfield,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,24.8083501160145
103,805389,Asphalt,Fairfax County Park Authority,8.0,,d42264f3-46eb-4d7e-982d-5781e1b08246,009237-SAB -002-2 ,0671,,,,,,,2011/06/06 00:00:00+00,GPS,,,,393.0,PA393-TRL-A,,EASY,F,Patriot,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,134.595842859916
104,805279,Asphalt,Fairfax County Park Authority,8.0, ,9cbf8be7-0cbe-4ad5-9c22-2c0df0dedac4,,1073,,,,,,,2008/11/07 00:00:00+00,GPS,,,,392.0,PA392-TRL-A,,MODERATE,F,Laurel Hill,Mount Vernon,Lower Potomac,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,1012.50840684848
105,804184,Asphalt,Fairfax County Park Authority,6.0,,99f58e6c-3bca-43d6-b847-f8368bafb0c3,,0601,,,,,,,2011/06/20 00:00:00+00,GPS,,,,278.0,PA2798-TRL-A,,,F,Roundtree,Mason,Jefferson,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,99.0602697616797
106,803595,Stonedust,Fairfax County Park Authority,6.0,,888e5426-d588-4fa8-bc1c-a051b341068e,,0712,,,,,,,2007/04/16 00:00:00+00,GPS,,,,205.0,PA205-TRL-SD,, ,F,Mason District,Mason,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,608.9388204352
107,802319,Asphalt,Fairfax County Park Authority,6.0,,b43e27c5-68ae-46bb-a811-0610788735d2,,0983,,,,,,,2007/04/04 00:00:00+00,GPS,,,,230.0,PA230-TRL-A,, ,F,Newington Heights,Mount Vernon,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,517.78388557204
109,804012,Asphalt,Fairfax County Park Authority,6.0,,53d23f8c-0e9f-42c0-b39e-e025e9153a28,,0582,,,,,,,2007/04/17 00:00:00+00,GPS,,,,73.0,PA73-TRL-A,, ,F,Eakin (Mantua Section),Providence,Fairfax,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,64.6140847484906
110,803680,Bridge,Fairfax County Park Authority,6.0,,1b157fa0-4463-43ce-80f5-88e210b1be15,,0721,,,,,,,2011/06/22 00:00:00+00,GPS,,,,120.0,PA120-TRL-BG,,,F,Green Spring Gardens,Mason,Lincolnia,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,16.6417655279105
111,804733,Asphalt,Fairfax County Park Authority,6.0,,5ee63653-9b0a-4b6c-9c78-76cb1481f1ea,,0292,,,,,,,2007/05/23 00:00:00+00,GPS,,,,212.0,PA212-TRL-A,, ,F,McLean Hunt Estates,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,194.946910782088
112,802060,Asphalt,Fairfax County Park Authority,6.0,,42cd013d-01cb-4753-9a9b-2b4aa4591e16,,0334,,,,,,,2011/06/24 00:00:00+00,GPS,,,,387.0,PA387-TRL-A,,,F,Cub Run Rec Center,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,871.962742065678
113,804541,Asphalt,Fairfax County Park Authority,6.0,,e2f4cea7-5a30-4039-bec0-cee3c2523f6a,,0302,,,,,,,2007/04/20 00:00:00+00,GPS,,,,209.0,PA209-TRL-A,, ,F,McLean Central,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,69.3252001400088
114,803077,Stonedust,Fairfax County Park Authority,6.0,,8b386c84-e0df-46f6-b952-136d652cf153,,0703,,,,,,,2007/03/30 00:00:00+00,GPS,,,,196.0,PA196-TRL-SD,, ,F,Canterbury Woods,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,584.691980679934
115,801577,Asphalt,Fairfax County Park Authority,6.0,,385283ae-8a9e-4b85-9ba3-1c6f4416530b,,0542,,,,,,,2007/03/27 00:00:00+00,GPS,,,,273.0,PA273-TRL-A,, ,F,Rocky Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,1161.98914752301
116,803289,Stonedust,Fairfax County Park Authority,6.0,,d10fd352-c7ea-4113-9d4d-a949a3202b6e,,0911,,,,,,,2011/06/24 00:00:00+00,GPS,,,,297.0,PA297-TRL-SD,,,F,Springfield Forest,Franconia,Springfield,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,251.20324215944
117,804946,Asphalt,Fairfax County Park Authority,6.0,,57355bd5-6240-4f31-9507-d5b22249c605,,0481,,,,,,,2007/04/19 00:00:00+00,GPS,,,,232.0,PA232-TRL-A,, ,F,Nottoway,Providence,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,287.006359354888
118,804356,Asphalt,Fairfax County Park Authority,6.0,,588259a5-587d-4c08-a220-ef2e9f4a5a6d,,0311,,,,,,,2007/04/23 00:00:00+00,GPS,,,,378.0,PA378-TRL-A,,MODERATE,F,Clemyjontri,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,72.5000125661904
119,803743,Asphalt,Fairfax County Park Authority,8.0,,82efeccf-f133-41a9-9ef0-fb587c85f408,,0711,,,,,,,2007/04/12 00:00:00+00,GPS,,,,10.0,PA10-TRL-A,, ,F,Backlick,Mason,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,65.7155975909299
121,803138,Natural,Fairfax County Park Authority,4.0,,ea781676-9408-4ac0-a5db-b50fbfcbeb13,,0931,,,,,,,2007/04/10 00:00:00+00,GPS,,,,341.0,PA341-TRL-N,, ,F,White Oaks,Mount Vernon,Mount Vernon,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,118.580361813756
122,805575,Natural,Fairfax County Park Authority,4.0,,d8b55bff-abf3-4d9a-a4a0-21b0269f9a19,,0401,,,,,,,,,,,,,,,,,Pimmit Run Stream Valley,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,351.125529618034
123,802809,Asphalt,Fairfax County Park Authority,6.0,,970cf176-e26a-474b-84de-42ee640b0214,,0883,,,,,,,2007/04/05 00:00:00+00,GPS,,,,292.0,PA292-TRL-A,, ,F,South Run District,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,22.1959268685809
124,804138,Bridge,Fairfax County Park Authority,6.0,,9b95d9a0-3ead-4378-b066-3fe3a7d59a03,,0592,,,,,,,2007/04/13 00:00:00+00,GPS,,,,141.0,PA141-TRL-BG,, ,F,Holmes Run Stream Valley,Mason,Jefferson,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,40.1402193326186
125,802141,Natural,Fairfax County Park Authority,4.0,,ec38a1e7-8608-478e-9f7d-88ed146c212d,,0683,,,,,,,2007/03/29 00:00:00+00,GPS,,,,215.0,PA215-TRL-N,, ,F,Middleridge,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,229.512668175311
126,801780,Asphalt,Fairfax County Park Authority,6.0,,7401f290-7d8c-4444-b844-25a4ff06d6a0,,0562,,,,,,,2007/03/22 00:00:00+00,GPS,,,,394.0,PA394-TRL-A,, ,F,Carney,Braddock,Fairfax,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,267.418789288327
127,800294,Natural,Fairfax County Park Authority,6.0,,eecf33cb-7707-4818-af64-16c3318aa0f2,,0792,,,,,,,2007/01/30 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,160.066953343645
128,804890,Bridge,Fairfax County Park Authority,6.0,,7d03e5aa-ad98-4371-9b2e-5e07afd81227,,0372,,,,,,,2007/04/19 00:00:00+00,GPS,,,,160.0,PA160-TRL-BG,, ,F,Kemper,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,39.5452410543008
129,800636,Gravel,Fairfax County Park Authority,8.0,,2b614162-0e2a-4d5e-872a-08246041d522,,0251,,,,,,,2007/03/15 00:00:00+00,GPS,,,,109.0,PA109-TRL-G,, ,F,Frying Pan Farm,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,214.064285687607
130,802982,Asphalt,Fairfax County Park Authority,6.0,,3559ade4-e128-47f1-ba72-a4c78d0bee2a,,0883,,,,,,,2007/04/05 00:00:00+00,GPS,,,,293.0,PA293-TRL-A,, ,F,South Run Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,361.472523770174
131,803418,Asphalt,Fairfax County Park Authority,4.0,,95873530-6850-40a5-afb9-3ac17cc26d82,,0813,,,,,,,2007/04/09 00:00:00+00,GPS,,,,101.0,PA101-TRL-A,,,F,Grove Point,Franconia,Springfield,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,49.6253966664819
132,800038,Concrete,Fairfax County Park Authority,4.0,,b67ddfaa-e498-4c75-b68b-a209e8337b56,,0792,,,,,,,2007/02/21 00:00:00+00,GPS,,,,167.0,PA167-TRL-C,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,80.995359861654
133,803446,Gravel,Fairfax County Park Authority,6.0,,4c9a0815-ad4c-44f0-be1b-a76b3006be99,,0921,,,,,,,2007/04/06 00:00:00+00,GPS,,,,177.0,PA177-TRL-G,, ,F,Franconia,Franconia,Rose Hill,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,30.0077296850854
134,800155,Natural,Fairfax County Park Authority,4.0,,346eba33-945e-48a2-8176-5d0f8854e4bf,,0791,,,,,,,2007/02/08 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,442.367370689271
135,801473,Asphalt,Fairfax County Park Authority,6.0,,54555fac-036a-4afc-81d3-1d3d36a31a2d,,0534,,,,,,,2007/03/20 00:00:00+00,GPS,,,,61.0,PA61-TRL-A,, ,F,Cub Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,80.0145055487557
136,801071,Natural,Fairfax County Park Authority,4.0,,f6d56149-1584-4069-ae58-db6f2301ac36,,0361,,,,,,,2007/03/14 00:00:00+00,GPS,,,,97.0,PA97-TRL-N,, ,F,Fred Crabtree,Sully,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,468.58921796492
138,802778,Gravel,Fairfax County Park Authority,6.0,,bd6ae488-d55d-4c70-b61e-59c208e47776,,0781,,,,,,,2007/03/28 00:00:00+00,GPS,,,,279.0,PA279-TRL-G,, ,F,Royal Lake,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,59.6233485301965
139,801367,Bridge,Fairfax County Park Authority,4.0,,24b1000b-81b3-45d8-8184-66df05cb6ff3,,0442,,,,,,,2007/03/20 00:00:00+00,GPS,,,,108.0,PA108-TRL-BG,, ,F,Frog Branch Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,41.4682035950671
140,802137,Asphalt,Fairfax County Park Authority,6.0,,c0b54a9e-359d-4913-aa45-86cb8eb0f1c1,,0683,,,,,,,2007/03/29 00:00:00+00,GPS,,,,215.0,PA215-TRL-A,, ,F,Middleridge,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,549.828612447569
141,803489,Concrete,Fairfax County Park Authority,6.0,,581079ea-f15d-4db4-8ded-b36c059201a1,,0704,,,,,,,2007/04/17 00:00:00+00,GPS,,,,328.0,PA328-TRL-C,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,260.582322465625
142,804001,Asphalt,Fairfax County Park Authority,6.0,,39d75e66-328a-4c52-a004-0e027c8e3c62,,0704,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-A,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,96.9507075217555
143,801069,Natural,Fairfax County Park Authority,6.0,,37c9413f-f844-42ea-8d5e-476d6ddfef73,,0211,,,Stubblefield Falls Overlook Trail,,,,2007/03/13 00:00:00+00,GPS,,,,284.0,PA284-TRL-N,, ,F,Scotts Run Nature Preserve,Dranesville,McLean,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,1336.73701066318
144,804740,Natural,Fairfax County Park Authority,4.0,,b4f7ce40-fecf-4670-bc37-ff34fded59a1,,0204,,,,,,,2011/06/20 00:00:00+00,GPS,,,,295.0,PA295-TRL-N,,,F,Spring Hill,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,347.267054752125
145,805091,Concrete,Fairfax County Park Authority,6.0,CCT,91fdd619-0a00-4a44-9fc2-8610367f50aa,,0894,,,Cross County Trail,,,,, ,,,,1.0,PA1-TRL-X,, ,F,,Franconia,Springfield,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,10.1244276044197
146,804312,Stonedust,Fairfax County Park Authority,6.0,,344eb7a4-d06f-4584-9deb-d39c1c76ab00,,0704,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-SD,, ,T,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,21.5359321731332
147,804899,Asphalt,Fairfax County Park Authority,6.0,,6fbfc264-1cf8-42c7-a1d4-bdf4116f9ab0,,0383,,,,,,,2007/04/19 00:00:00+00,GPS,,,,246.0,PA246-TRL-A,, ,F,Peterson Lane,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,34.0909288711247
148,804804,Gravel,Fairfax County Park Authority,6.0,,f01719fb-9192-4c68-a7c2-f84e403210fe,,0484,,,,,,,2007/04/19 00:00:00+00,GPS,,,,326.0,PA326-TRL-G,, ,F,Villa Lee,Providence,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,168.338764641984
149,801267,Bridge,Fairfax County Park Authority,6.0,,7d5b7fe3-c833-4063-9150-922cf8606743,,0091,,,,,,,2007/03/01 00:00:00+00,GPS,,,,272.0,PA272-TRL-BG,, ,F,Riverbend,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,18.4393907738422
150,804180,Bridge,Fairfax County Park Authority,6.0,,c26729f8-b772-46f9-8845-242dc94da106,,0601,,,,,,,2011/06/20 00:00:00+00,GPS,,,,278.0,PA278-TRL-BG,,,T,Roundtree,Mason,Jefferson,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,26.1042112840448
151,805204,Bridge,Fairfax County Park Authority,4.0, ,965b5935-48f1-4f58-8874-5b9495b04e64,,0304,,,,,,,,,,,,,,,,,Pimmit Run Stream Valley,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,27.5795880113512
152,804423,Asphalt,Fairfax County Park Authority,6.0,,73ec5204-865e-402d-abcc-54cb8acd7f20,,0313,,,,,,,2007/04/23 00:00:00+00,GPS,,,,187.0,PA187-TRL-A,, ,F,Linway Terrace,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,852.593743082
153,800052,Concrete,Fairfax County Park Authority,6.0,,56b51afd-8d13-4c5a-8819-815c1b7cad09,,0792,,,,,,,2007/02/21 00:00:00+00,GPS,,,,167.0,PA167-TRL-C,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,25.2495703269218
154,800869,Natural,Fairfax County Park Authority,6.0,,2890abee-9b58-4603-af3e-5e876d5c05e8,,0211,,,Potomac Heritage Trail,,,,2007/03/13 00:00:00+00,GPS,,,,284.0,PA284-TRL-N,, ,F,Scotts Run Nature Preserve,Dranesville,McLean,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,1368.62656996688
155,801389,Gravel,Fairfax County Park Authority,6.0,,3c91c0a3-86cf-49a2-9be3-4d8baabc2d09,,0554,,,,,,,2007/03/22 00:00:00+00,GPS,,,,273.0,PA273-TRL-G,, ,F,Rocky Run Stream Valley,Springfield,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,67.3737421935112
156,803957,Asphalt,Fairfax County Park Authority,4.0,,34724271-a4d8-40bf-b526-22736fb43cba,,0614,,,,,,,2011/06/20 00:00:00+00,GPS,,,,70.0,PA70-TRL-A,,,F,Dowden Terrace,Mason,Baileys,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,124.085337457657
157,800330,Natural,Fairfax County Park Authority,4.0,,694543fe-b6e7-4331-9e16-06e28aeac6df,,0791,,,,,,,2007/02/08 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,162.263769360502
158,802435,Asphalt,Fairfax County Park Authority,6.0,,4612ac92-67e0-4e9d-a494-3f49ad2d92ab,,0773,,,,,,,2007/04/04 00:00:00+00,GPS,,,,293.0,PA293-TRL-A,, ,F,South Run Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,680.481665438535
159,801166,Natural,Fairfax County Park Authority,6.0,,55f0d63b-890d-45a1-8316-6b062e2158cb,,0091,,,Follow The Hollows Trail,,,,2007/02/27 00:00:00+00,GPS,,,,272.0,PA272-TRL-N,, ,F,Riverbend,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,99.9917465831914
160,802610,Bridge,Fairfax County Park Authority,6.0,,457d6b85-ba6e-4b05-b7a0-4f73581478f2,,0884,,,,,,,2007/04/04 00:00:00+00,GPS,,,,150.0,PA150-TRL-BG,, ,F,Huntsman,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,38.9404744655112
162,802721,Gravel,Fairfax County Park Authority,8.0,,5593d308-c4d6-4c8e-8600-0114e86adb80,,0703,,,,,,,2007/03/30 00:00:00+00,GPS,,,,196.0,PA196-TRL-G,, ,F,Long Branch Stream Valley,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,500.46588062509
163,802438,Asphalt,Fairfax County Park Authority,6.0,FFX Co Parkway Trail ,fcc65eb0-7f4c-4670-98ca-8a5afe5155ce,,0884,,,Fairfax County Parkway Trail,,,,2007/04/05 00:00:00+00,GPS,,,,292.0,PA292-TRL-A,, ,F,South Run District,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,915.900612953647
