OBJECTID,GNLCCCODE,NORWEST,PATCH_ID,MEANTEMPC,SLOPE,LENGTH_KM,CT_0BRK,CT_25BRK,CT_50BRK,CT_75BRK,CT_100BRK,NHDVERSION,SHAPELEN
325400,SP_3127,SpoKoot,3127,9.69,4.19,12.66,0.965937,0.909216,0.7796,0.555414,0.306146,1,0.12483532441874
325401,SP_3128,SpoKoot,3128,10.3,14.44,2.5,0.504227,0.504227,0.504227,0.504227,0.504227,1,0.0256220964564952
325402,SP_3129,SpoKoot,3129,9.96,9.31,5.5,0.861039,0.834839,0.804818,0.770838,0.732906,1,0.0692409502473338
325403,SP_3130,SpoKoot,3130,9.77,10.2,4.89,0.803931,0.803931,0.803931,0.803931,0.803931,1,0.0512398021909318
325404,SP_3132,SpoKoot,3132,10.69,9.86,1.5,0.704435,0.685919,0.666792,0.647099,0.626893,1,0.0164741705041958
325405,SP_3134,SpoKoot,3134,10.64,8.2,2.5,0.808144,0.748189,0.676987,0.596509,0.510478,1,0.0309321296818823
325406,SP_3135,SpoKoot,3135,10.24,5.52,5.02,0.918268,0.837624,0.703134,0.520957,0.333029,1,0.052393133749721
325407,SP_3136,SpoKoot,3136,9.64,7.98,19.0,0.986599,0.977855,0.963617,0.940779,0.905018,1,0.201937745444095
325408,SP_3138,SpoKoot,3138,10.89,14.68,1.5,0.527876,0.527876,0.527876,0.527876,0.527876,1,0.01422842915846
325409,SP_3140,SpoKoot,3140,9.09,9.83,9.63,0.893026,0.877231,0.85947,0.83961,0.817538,1,0.102303930823479
325410,SP_3141,SpoKoot,3141,10.66,6.24,1.79,0.838268,0.731543,0.588928,0.429622,0.283672,1,0.0230931375572675
325411,SP_3142,SpoKoot,3142,9.2,14.53,5.04,0.441459,0.441459,0.441459,0.441459,0.441459,1,0.0499827768861198
325412,SP_3143,SpoKoot,3143,10.23,11.63,4.11,0.756577,0.756577,0.756577,0.756577,0.756577,1,0.0482191465354472
325413,SP_3144,SpoKoot,3144,10.12,7.14,13.31,0.973306,0.952603,0.917212,0.859296,0.770982,1,0.147462330589206
325414,SP_3145,SpoKoot,3145,10.04,10.37,1.85,0.66674,0.66674,0.66674,0.66674,0.66674,1,0.0236736228674438
325415,SP_3146,SpoKoot,3146,9.83,12.15,1.96,0.523256,0.523256,0.523256,0.523256,0.523256,1,0.0224603389128046
325416,SP_3147,SpoKoot,3147,10.29,6.62,2.67,0.863109,0.77708,0.658384,0.515862,0.370713,1,0.032048361206656
325417,SP_3148,SpoKoot,3148,8.09,11.41,4.14,0.47775,0.47775,0.47775,0.47775,0.47775,1,0.0510339148353585
325418,SP_3150,SpoKoot,3150,10.43,13.42,4.11,0.726112,0.726112,0.726112,0.726112,0.726112,1,0.0472660363062667
325419,SP_3151,SpoKoot,3151,9.26,13.88,4.5,0.466241,0.466241,0.466241,0.466241,0.466241,1,0.0516466689946558
325420,SP_3153,SpoKoot,3153,9.33,13.33,5.5,0.60397,0.60397,0.60397,0.60397,0.60397,1,0.0690994184067812
325421,SP_3154,SpoKoot,3154,10.03,11.76,5.78,0.815906,0.815906,0.815906,0.815906,0.815906,1,0.0723872469947231
325422,SP_3156,SpoKoot,3156,9.99,12.97,2.26,0.511138,0.511138,0.511138,0.511138,0.511138,1,0.0274586677962201
325423,SP_3157,SpoKoot,3157,9.65,11.06,3.84,0.702002,0.702002,0.702002,0.702002,0.702002,1,0.046742309772339
325424,SP_3158,SpoKoot,3158,10.79,10.93,2.54,0.738066,0.738066,0.738066,0.738066,0.738066,1,0.0264304875559336
325425,SP_3159,SpoKoot,3159,10.28,14.17,1.84,0.450276,0.450276,0.450276,0.450276,0.450276,1,0.0176490666297587
325426,SP_3161,SpoKoot,3161,9.83,10.93,5.02,0.786504,0.786504,0.786504,0.786504,0.786504,1,0.0504208300791478
325427,SP_3162,SpoKoot,3162,9.86,8.45,12.34,0.964611,0.948701,0.926186,0.894885,0.852424,1,0.140490262059782
325428,SP_3163,SpoKoot,3163,10.43,11.28,2.32,0.678611,0.678611,0.678611,0.678611,0.678611,1,0.0275166788478536
325429,SP_3164,SpoKoot,3164,9.24,7.19,50.86,0.99948,0.99875,0.996999,0.992812,0.982883,1,0.570528942490129
325430,SP_3166,SpoKoot,3166,9.06,13.88,3.5,0.343477,0.343477,0.343477,0.343477,0.343477,1,0.0453078624587782
325431,SP_3168,SpoKoot,3168,10.21,3.21,19.06,0.975015,0.91865,0.765689,0.486031,0.214854,1,0.161584150824869
325432,SP_3170,SpoKoot,3170,10.0,12.74,3.67,0.643097,0.643097,0.643097,0.643097,0.643097,1,0.0422290860888868
325433,SP_3171,SpoKoot,3171,10.52,13.59,2.62,0.610179,0.610179,0.610179,0.610179,0.610179,1,0.02743170846664
325434,SP_3172,SpoKoot,3172,9.1,8.28,10.76,0.931444,0.900958,0.858968,0.803068,0.731925,1,0.122173866327513
325435,SP_3173,SpoKoot,3173,9.2,9.6,14.39,0.958316,0.948223,0.93585,0.920767,0.902507,1,0.180201230740801
325436,SP_3174,SpoKoot,3174,9.85,10.7,3.64,0.732371,0.732371,0.732371,0.732371,0.732371,1,0.0412252159106695
325437,SP_3175,SpoKoot,3175,10.37,6.05,3.29,0.884531,0.794368,0.660801,0.495567,0.331296,1,0.0331874774131526
325438,SP_3176,SpoKoot,3176,10.8,10.84,1.5,0.671048,0.671048,0.671048,0.671048,0.671048,1,0.0137771209718375
325439,SP_3181,SpoKoot,3181,9.48,10.96,11.52,0.936596,0.936596,0.936596,0.936596,0.936596,1,0.140751462256938
325440,SP_3182,SpoKoot,3182,8.78,7.86,124.57,1.0,0.999999,0.999995,0.99998,0.999924,1,1.45124625838095
325441,SP_3183,SpoKoot,3183,10.42,12.75,2.5,0.620799,0.620799,0.620799,0.620799,0.620799,1,0.0266271101618659
325442,SP_3184,SpoKoot,3184,10.88,9.16,1.5,0.73489,0.695156,0.652284,0.606793,0.559372,1,0.0172278791806002
325443,SP_3185,SpoKoot,3185,9.73,6.76,32.6,0.997605,0.994671,0.988184,0.974009,0.943794,1,0.362415953197844
325444,SP_3186,SpoKoot,3186,10.4,11.61,4.32,0.788044,0.788044,0.788044,0.788044,0.788044,1,0.0457436766045055
325445,SP_3188,SpoKoot,3188,9.32,8.33,54.79,0.999934,0.999863,0.999714,0.999402,0.998754,1,0.611156019789094
325446,SP_3189,SpoKoot,3189,9.85,11.58,6.11,0.815208,0.815208,0.815208,0.815208,0.815208,1,0.0620836597405193
325447,SP_3195,SpoKoot,3195,10.94,9.62,1.5,0.721225,0.695612,0.668726,0.640692,0.611664,1,0.0178909077968265
325448,SP_3197,SpoKoot,3197,10.49,11.9,3.6,0.747037,0.747037,0.747037,0.747037,0.747037,1,0.0372396636146815
325449,SP_3199,SpoKoot,3199,7.88,14.94,1.5,0.051427,0.051427,0.051427,0.051427,0.051427,1,0.0193306232622099
325450,SP_3200,SpoKoot,3200,8.79,10.59,4.5,0.676316,0.676316,0.676316,0.676316,0.676316,1,0.0538297861303422
325451,SP_3201,SpoKoot,3201,9.18,8.07,26.73,0.992793,0.987491,0.978374,0.962861,0.936938,1,0.290104318733763
325452,SP_3202,SpoKoot,3202,9.9,5.49,7.28,0.941243,0.877913,0.763474,0.59166,0.394089,1,0.0867230216851148
325453,SP_3204,SpoKoot,3204,8.35,11.21,8.95,0.736861,0.736861,0.736861,0.736861,0.736861,1,0.102098247163533
325454,SP_3205,SpoKoot,3205,9.96,2.52,4.85,0.957741,0.868338,0.657443,0.358357,0.139803,1,0.0553006804032236
325455,SP_3206,SpoKoot,3206,9.24,6.89,21.97,0.983824,0.967947,0.937476,0.881582,0.787072,1,0.25276593733231
325456,SP_3207,SpoKoot,3207,9.57,6.12,18.42,0.979892,0.956698,0.909229,0.819541,0.673097,1,0.202602533123946
325457,SP_3208,SpoKoot,3208,8.08,10.11,4.7,0.661525,0.661525,0.661525,0.661525,0.661525,1,0.0487574660982815
325458,SP_3209,SpoKoot,3209,9.11,10.56,29.31,0.997818,0.997818,0.997818,0.997818,0.997818,1,0.345297700174198
325459,SP_3211,SpoKoot,3211,10.3,8.17,8.49,0.939591,0.912408,0.874624,0.823692,0.757799,1,0.0855434215812134
325460,SP_3212,SpoKoot,3212,9.44,7.81,59.84,0.999962,0.999912,0.999793,0.999515,0.998862,1,0.695073397628729
325461,SP_3213,SpoKoot,3213,10.93,14.51,1.5,0.544246,0.544246,0.544246,0.544246,0.544246,1,0.0193485177726157
325462,SP_3214,SpoKoot,3214,9.09,8.86,11.43,0.931664,0.908391,0.878227,0.839882,0.792318,1,0.120838407017525
325463,SP_3215,SpoKoot,3215,9.47,8.34,18.51,0.983593,0.974467,0.960468,0.939272,0.907802,1,0.20356866368241
325464,SP_3216,SpoKoot,3216,9.64,7.29,34.41,0.998413,0.996693,0.993124,0.985759,0.970737,1,0.377877619314428
325465,SP_3217,SpoKoot,3217,10.52,13.99,2.91,0.617932,0.617932,0.617932,0.617932,0.617932,1,0.0337591425691803
325466,SP_3219,SpoKoot,3219,10.12,9.57,9.85,0.948286,0.937686,0.925084,0.910178,0.89265,1,0.110535906685625
325467,SP_3220,SpoKoot,3220,9.66,6.47,15.11,0.973089,0.946668,0.89705,0.810509,0.677386,1,0.166479501083024
325468,SP_3221,SpoKoot,3221,9.19,8.97,30.95,0.997385,0.995897,0.993567,0.989929,0.984264,1,0.333290931270962
325469,SP_3222,SpoKoot,3222,8.88,8.28,29.36,0.992396,0.986955,0.977707,0.962156,0.93646,1,0.308704851470744
325470,SP_3223,SpoKoot,3223,9.2,10.15,23.62,0.993302,0.993302,0.993302,0.993302,0.993302,1,0.262838664160571
325471,SP_348,SpoKoot,348,9.99,11.35,3.53,0.705816,0.705816,0.705816,0.705816,0.705816,1,0.0420140829467677
325472,SP_349,SpoKoot,349,10.58,11.03,2.62,0.722426,0.722426,0.722426,0.722426,0.722426,1,0.0301804683575225
325473,SP_350,SpoKoot,350,9.57,11.98,7.82,0.840328,0.840328,0.840328,0.840328,0.840328,1,0.091722371400273
325474,SP_351,SpoKoot,351,9.07,8.05,22.6,0.985339,0.975396,0.95899,0.932401,0.890542,1,0.255404678670164
325475,SP_352,SpoKoot,352,10.3,13.33,1.5,0.475063,0.475063,0.475063,0.475063,0.475063,1,0.0183644320549038
325476,SP_353,SpoKoot,353,9.9,12.63,3.5,0.618544,0.618544,0.618544,0.618544,0.618544,1,0.0411449012772171
325477,SP_354,SpoKoot,354,9.4,11.35,6.38,0.781009,0.781009,0.781009,0.781009,0.781009,1,0.0651671666202451
325478,SP_355,SpoKoot,355,10.0,12.62,2.5,0.556962,0.556962,0.556962,0.556962,0.556962,1,0.0298576483820826
325479,SP_356,SpoKoot,356,9.09,9.5,20.57,0.984336,0.979168,0.972343,0.963365,0.951618,1,0.237356000297184
325480,SP_357,SpoKoot,357,8.62,7.73,10.36,0.921327,0.878497,0.816982,0.733762,0.629846,1,0.119468839698359
325481,SP_358,SpoKoot,358,10.25,11.87,3.95,0.7398,0.7398,0.7398,0.7398,0.7398,1,0.0392484494332511
325482,SP_359,SpoKoot,359,9.65,14.78,2.67,0.339488,0.339488,0.339488,0.339488,0.339488,1,0.0255682447896786
325483,SP_360,SpoKoot,360,9.25,7.15,26.93,0.991412,0.982877,0.966148,0.934171,0.87587,1,0.299911519330724
325484,SP_361,SpoKoot,361,10.04,14.37,2.5,0.444974,0.444974,0.444974,0.444974,0.444974,1,0.0261417819513997
325485,SP_362,SpoKoot,362,9.86,7.75,5.5,0.892407,0.842143,0.774334,0.688182,0.586695,1,0.0651547815552657
325486,SP_363,SpoKoot,363,10.02,10.08,4.37,0.805053,0.805053,0.805053,0.805053,0.805053,1,0.0473373723269901
325487,SP_364,SpoKoot,364,9.95,10.85,1.5,0.605237,0.605237,0.605237,0.605237,0.605237,1,0.0177422722917223
325488,SP_365,SpoKoot,365,9.55,10.64,5.18,0.779464,0.779464,0.779464,0.779464,0.779464,1,0.060080194264706
325489,SP_366,SpoKoot,366,9.81,9.36,4.5,0.823703,0.794858,0.762654,0.72713,0.68846,1,0.0551019942851973
325490,SP_367,SpoKoot,367,9.53,13.43,2.95,0.443227,0.443227,0.443227,0.443227,0.443227,1,0.0306820016549632
325491,SP_368,SpoKoot,368,9.31,12.44,3.37,0.517894,0.517894,0.517894,0.517894,0.517894,1,0.0394418299820815
325492,SP_369,SpoKoot,369,9.99,13.8,3.44,0.558419,0.558419,0.558419,0.558419,0.558419,1,0.040095661403983
325493,SP_370,SpoKoot,370,8.45,8.96,26.36,0.981266,0.971827,0.957836,0.937345,0.907854,1,0.295242872225844
325494,SP_371,SpoKoot,371,9.94,10.41,3.84,0.762859,0.762859,0.762859,0.762859,0.762859,1,0.0412655402861995
325495,SP_372,SpoKoot,372,9.53,14.75,2.15,0.275847,0.275847,0.275847,0.275847,0.275847,1,0.0231644661367564
325496,SP_373,SpoKoot,373,9.26,14.95,3.1,0.271569,0.271569,0.271569,0.271569,0.271569,1,0.0347634933911433
325497,SP_374,SpoKoot,374,8.98,14.04,3.58,0.317624,0.317624,0.317624,0.317624,0.317624,1,0.0355080571568621
325498,SP_375,SpoKoot,375,9.26,8.29,55.91,0.999928,0.999848,0.999678,0.999318,0.998557,1,0.621388229124256
325499,SP_376,SpoKoot,376,10.25,6.19,4.87,0.907727,0.833569,0.718307,0.564888,0.397946,1,0.0532632382261081
325500,SP_377,SpoKoot,377,10.47,7.1,2.5,0.840828,0.758917,0.652284,0.527831,0.39982,1,0.0276420958159682
325501,SP_378,SpoKoot,378,10.16,14.26,1.98,0.431365,0.431365,0.431365,0.431365,0.431365,1,0.0215783847449746
325502,SP_379,SpoKoot,379,8.56,6.76,40.49,0.98927,0.974917,0.942482,0.873544,0.744391,1,0.449453935896083
325503,SP_380,SpoKoot,380,10.7,13.33,2.86,0.676118,0.676118,0.676118,0.676118,0.676118,1,0.0303396838718721
325504,SP_381,SpoKoot,381,10.45,7.45,2.5,0.831499,0.756338,0.661307,0.551205,0.435845,1,0.0289262193779409
325505,SP_382,SpoKoot,382,9.24,6.26,14.39,0.964806,0.929126,0.862433,0.749876,0.589102,1,0.161822523889669
325506,SP_383,SpoKoot,383,10.68,11.75,2.08,0.666986,0.666986,0.666986,0.666986,0.666986,1,0.0194911467112065
325507,SP_384,SpoKoot,384,10.35,10.03,5.5,0.866024,0.866024,0.866024,0.866024,0.866024,1,0.0627958082202118
325508,SP_385,SpoKoot,385,10.53,14.08,2.28,0.554178,0.554178,0.554178,0.554178,0.554178,1,0.0221133230021398
325509,SP_386,SpoKoot,386,10.98,12.12,1.5,0.641536,0.641536,0.641536,0.641536,0.641536,1,0.0146230893234575
325510,SP_387,SpoKoot,387,10.44,13.26,2.5,0.598421,0.598421,0.598421,0.598421,0.598421,1,0.0240021659353549
325511,SP_388,SpoKoot,388,10.47,11.82,3.18,0.719876,0.719876,0.719876,0.719876,0.719876,1,0.0339787445131435
325512,SP_389,SpoKoot,389,10.07,14.37,2.1,0.415053,0.415053,0.415053,0.415053,0.415053,1,0.0217619398372442
325513,SP_390,SpoKoot,390,10.48,10.71,1.5,0.654092,0.654092,0.654092,0.654092,0.654092,1,0.0159407225352219
325514,SP_391,SpoKoot,391,8.72,8.8,17.6,0.960765,0.943939,0.920493,0.888401,0.845529,1,0.187277234493127
325515,SP_392,SpoKoot,392,10.26,10.55,2.0,0.679873,0.679873,0.679873,0.679873,0.679873,1,0.0242432637849676
325516,SP_393,SpoKoot,393,10.67,10.04,2.31,0.74441,0.74441,0.74441,0.74441,0.74441,1,0.0235813576789098
325517,SP_394,SpoKoot,394,9.6,8.43,9.35,0.931385,0.903824,0.866778,0.818329,0.757197,1,0.10787092544012
325518,SP_395,SpoKoot,395,9.07,7.83,38.85,0.998009,0.996048,0.992173,0.984557,0.969757,1,0.422539900681976
325519,SP_396,SpoKoot,396,10.05,11.59,3.5,0.699468,0.699468,0.699468,0.699468,0.699468,1,0.0427902747300947
325520,SP_397,SpoKoot,397,10.14,7.66,3.0,0.843269,0.776846,0.692535,0.593057,0.485314,1,0.0359765021080258
325521,SP_398,SpoKoot,398,10.58,13.5,1.5,0.517594,0.517594,0.517594,0.517594,0.517594,1,0.0171481195956447
325522,SP_399,SpoKoot,399,10.66,13.75,1.82,0.552339,0.552339,0.552339,0.552339,0.552339,1,0.0205749654404782
325523,SP_400,SpoKoot,400,9.95,11.75,6.92,0.85497,0.85497,0.85497,0.85497,0.85497,1,0.0700606062669837
325524,SP_401,SpoKoot,401,9.97,10.2,3.41,0.75488,0.75488,0.75488,0.75488,0.75488,1,0.0405389202286284
325525,SP_402,SpoKoot,402,10.09,12.84,4.67,0.726203,0.726203,0.726203,0.726203,0.726203,1,0.0553385569917596
325526,SP_403,SpoKoot,403,9.64,14.13,5.15,0.602184,0.602184,0.602184,0.602184,0.602184,1,0.0499880576282031
325527,SP_404,SpoKoot,404,9.93,10.04,4.5,0.805455,0.805455,0.805455,0.805455,0.805455,1,0.0541124825288432
325528,SP_405,SpoKoot,405,10.05,11.04,2.5,0.665538,0.665538,0.665538,0.665538,0.665538,1,0.0289838564295503
325529,SP_406,SpoKoot,406,9.37,9.42,13.89,0.961288,0.950739,0.937502,0.921004,0.900613,1,0.144096209482445
325530,SP_407,SpoKoot,407,10.49,13.4,1.59,0.515756,0.515756,0.515756,0.515756,0.515756,1,0.0161711730503284
325531,SP_408,SpoKoot,408,9.54,10.86,3.5,0.685292,0.685292,0.685292,0.685292,0.685292,1,0.032540332476997
325532,SP_409,SpoKoot,409,10.73,14.46,1.5,0.500493,0.500493,0.500493,0.500493,0.500493,1,0.0172364540985601
325533,SP_410,SpoKoot,410,9.82,7.1,2.95,0.865818,0.793038,0.694701,0.574699,0.445198,1,0.0287361017093816
325534,SP_411,SpoKoot,411,8.86,9.14,20.04,0.976084,0.96666,0.953699,0.936031,0.912243,1,0.209008471967186
325535,SP_412,SpoKoot,412,10.19,7.91,4.0,0.860766,0.804801,0.73331,0.647116,0.550153,1,0.043081267591711
325536,SP_413,SpoKoot,413,9.51,8.26,5.43,0.873824,0.828156,0.770305,0.700032,0.618896,1,0.060986878262209
325537,SP_414,SpoKoot,414,10.02,14.32,1.88,0.386872,0.386872,0.386872,0.386872,0.386872,1,0.0210057440085612
325538,SP_415,SpoKoot,415,11.35,12.06,9.31,0.980447,0.980447,0.980447,0.980447,0.980447,1,0.103077686267112
325539,SP_416,SpoKoot,416,9.95,12.83,7.38,0.853332,0.853332,0.853332,0.853332,0.853332,1,0.0799643805908831
325540,SP_417,SpoKoot,417,10.6,10.27,1.69,0.695168,0.695168,0.695168,0.695168,0.695168,1,0.01651322590797
325541,SP_418,SpoKoot,418,9.29,8.05,10.48,0.937253,0.906298,0.862317,0.802197,0.724222,1,0.111803145603058
325542,SP_419,SpoKoot,419,10.27,8.26,5.5,0.889084,0.847892,0.794931,0.729414,0.652125,1,0.0605038629676616
325543,SP_421,SpoKoot,421,10.18,12.55,2.5,0.590667,0.590667,0.590667,0.590667,0.590667,1,0.0262543682275302
325544,SP_422,SpoKoot,422,10.51,11.33,1.5,0.624037,0.624037,0.624037,0.624037,0.624037,1,0.0162665820255891
325545,SP_423,SpoKoot,423,9.14,9.2,6.2,0.844964,0.813021,0.776239,0.734585,0.688289,1,0.0648743723938376
325546,SP_424,SpoKoot,424,10.88,10.02,1.5,0.706112,0.706112,0.706112,0.706112,0.706112,1,0.0165272055448756
325547,SP_425,SpoKoot,425,10.46,8.28,2.5,0.806235,0.748238,0.679776,0.602585,0.519928,1,0.0268656835183718
325548,SP_426,SpoKoot,426,8.72,9.29,20.79,0.974912,0.965616,0.953041,0.936172,0.91379,1,0.218597441311686
325549,SP_427,SpoKoot,427,10.97,7.06,1.5,0.793029,0.695906,0.577489,0.44944,0.327759,1,0.0188335384048256
325550,SP_429,SpoKoot,429,9.65,9.55,14.55,0.97355,0.966746,0.958268,0.947745,0.93475,1,0.15016584500909
325551,SP_430,SpoKoot,430,10.96,7.67,2.5,0.817031,0.743793,0.653665,0.550972,0.443742,1,0.0310018951707002
325552,SP_431,SpoKoot,431,9.35,7.47,8.24,0.925073,0.881589,0.817837,0.730265,0.620147,1,0.0830626387004843
325553,SP_433,SpoKoot,433,9.24,9.57,7.09,0.857712,0.834928,0.809306,0.780751,0.749245,1,0.0701634589767305
325554,SP_434,SpoKoot,434,10.91,8.51,5.77,0.905319,0.8733,0.832456,0.781736,0.720811,1,0.0715536714950408
325555,SP_435,SpoKoot,435,10.94,7.29,1.5,0.788368,0.697443,0.587874,0.468845,0.353258,1,0.0185608279936433
325556,SP_436,SpoKoot,436,10.71,6.16,2.5,0.854615,0.752162,0.610423,0.447198,0.294613,1,0.0308628714409519
325557,SP_437,SpoKoot,437,10.95,9.39,2.5,0.782715,0.752989,0.720648,0.685839,0.648806,1,0.0266428101322995
325558,SP_438,SpoKoot,438,10.29,9.49,3.36,0.796816,0.769899,0.740578,0.708934,0.675122,1,0.0408534837096418
325559,SP_439,SpoKoot,439,10.1,12.78,5.21,0.765997,0.765997,0.765997,0.765997,0.765997,1,0.0538018471401933
325560,SP_440,SpoKoot,440,10.49,7.98,4.5,0.87331,0.822226,0.756293,0.675556,0.582825,1,0.0546202992320165
325561,SP_441,SpoKoot,441,9.59,13.34,2.76,0.447368,0.447368,0.447368,0.447368,0.447368,1,0.0276048876815587
325562,SP_442,SpoKoot,442,10.32,9.33,2.5,0.766988,0.733931,0.698032,0.659536,0.618812,1,0.031172377738081
325563,SP_443,SpoKoot,443,10.32,7.38,2.5,0.836512,0.760844,0.664212,0.551548,0.433334,1,0.02971677433952
325564,SP_445,SpoKoot,445,10.12,8.2,3.27,0.83309,0.77772,0.710369,0.632259,0.546532,1,0.0305830268029737
325565,SP_446,SpoKoot,446,10.48,13.65,2.5,0.586109,0.586109,0.586109,0.586109,0.586109,1,0.0233443364718176
325566,SP_448,SpoKoot,448,9.06,9.19,16.08,0.964726,0.952795,0.937093,0.916625,0.890277,1,0.175348480466304
325567,SP_449,SpoKoot,449,8.77,10.37,5.87,0.745264,0.745264,0.745264,0.745264,0.745264,1,0.0618707549375601
325568,SP_450,SpoKoot,450,10.43,6.5,2.5,0.857776,0.766264,0.640543,0.492028,0.344907,1,0.0286013198066453
325569,SP_451,SpoKoot,451,10.02,8.05,4.5,0.867871,0.816734,0.751473,0.672298,0.581931,1,0.0530855435237113
325570,SP_452,SpoKoot,452,10.35,10.67,2.49,0.710489,0.710489,0.710489,0.710489,0.710489,1,0.0312023374866894
325571,SP_454,SpoKoot,454,10.55,10.07,1.5,0.689791,0.689791,0.689791,0.689791,0.689791,1,0.0178347077349103
325572,SP_455,SpoKoot,455,9.79,12.77,4.67,0.675156,0.675156,0.675156,0.675156,0.675156,1,0.0542113439190832
325573,SP_456,SpoKoot,456,10.53,6.88,2.5,0.844907,0.758375,0.64391,0.510239,0.375088,1,0.0279704611260935
325574,SP_457,SpoKoot,457,9.79,9.34,9.72,0.935844,0.920526,0.901934,0.87956,0.852916,1,0.109874504299839
325575,SP_458,SpoKoot,458,10.17,11.91,5.75,0.826364,0.826364,0.826364,0.826364,0.826364,1,0.0634718741980817
325576,SP_459,SpoKoot,459,7.65,11.19,1.89,0.372223,0.372223,0.372223,0.372223,0.372223,1,0.0194767357915681
325577,SP_460,SpoKoot,460,10.44,6.5,2.5,0.857237,0.765664,0.640019,0.491726,0.344876,1,0.0283493876200269
325578,SP_461,SpoKoot,461,10.0,9.73,4.43,0.81734,0.79715,0.775342,0.751919,0.726914,1,0.0517530276467548
325579,SP_462,SpoKoot,462,8.13,10.61,2.08,0.512401,0.512401,0.512401,0.512401,0.512401,1,0.0250098944075393
325580,SP_463,SpoKoot,463,9.17,9.45,8.05,0.877075,0.853677,0.826706,0.795951,0.761314,1,0.0949845988832017
325581,SP_464,SpoKoot,464,10.2,9.06,2.5,0.77532,0.735127,0.690613,0.642258,0.590824,1,0.0256006949569254
325582,SP_465,SpoKoot,465,9.15,7.97,10.81,0.93662,0.904099,0.857429,0.793243,0.709935,1,0.112535845228857
325583,SP_466,SpoKoot,466,9.68,8.75,3.5,0.813764,0.768746,0.716635,0.658006,0.594117,1,0.0425370986275002
325584,SP_467,SpoKoot,467,8.78,11.08,14.9,0.934681,0.934681,0.934681,0.934681,0.934681,1,0.164064478745605
325585,SP_468,SpoKoot,468,9.53,14.36,2.02,0.294468,0.294468,0.294468,0.294468,0.294468,1,0.0218830142745517
325586,SP_469,SpoKoot,469,9.86,10.35,2.17,0.675027,0.675027,0.675027,0.675027,0.675027,1,0.0251334148727774
325587,SP_470,SpoKoot,470,8.63,8.35,1.5,0.785796,0.727327,0.659808,0.585108,0.506278,1,0.0120726568926228
325588,SP_471,SpoKoot,471,10.65,8.94,1.5,0.740606,0.694328,0.643764,0.589777,0.533538,1,0.0144650158155549
325589,SP_473,SpoKoot,473,10.12,7.36,3.74,0.868764,0.802634,0.714144,0.605482,0.485285,1,0.0416769132574473
325590,SP_475,SpoKoot,475,10.84,7.63,1.5,0.782663,0.700986,0.604139,0.498372,0.392751,1,0.0176509770683629
325591,SP_476,SpoKoot,476,9.79,8.87,3.7,0.816847,0.775305,0.727484,0.673768,0.615066,1,0.0394817536419391
325592,SP_477,SpoKoot,477,10.54,7.61,4.07,0.868762,0.808186,0.728391,0.630575,0.520711,1,0.0485930940735953
325593,SP_478,SpoKoot,478,10.31,7.76,3.5,0.851934,0.790183,0.711402,0.617364,0.513633,1,0.0329415623642496
325594,SP_479,SpoKoot,479,9.07,7.52,30.63,0.993634,0.987621,0.976065,0.954224,0.914201,1,0.339418158861085
325595,SP_480,SpoKoot,480,9.57,9.19,8.17,0.905003,0.881992,0.854305,0.821437,0.783037,1,0.0828555610943424
325596,SP_482,SpoKoot,482,10.54,7.12,2.5,0.838426,0.756314,0.649897,0.526125,0.399057,1,0.0303216696700912
325597,SP_483,SpoKoot,483,10.09,6.46,6.06,0.920224,0.85841,0.761134,0.626132,0.468147,1,0.0670268067522802
325598,SP_485,SpoKoot,485,10.44,9.64,1.5,0.706401,0.680429,0.653286,0.625109,0.596058,1,0.0142440474118009
325599,SP_486,SpoKoot,486,9.51,10.29,1.95,0.645567,0.645567,0.645567,0.645567,0.645567,1,0.0195242571496406
325600,SP_487,SpoKoot,487,10.26,8.85,5.04,0.868375,0.834312,0.79353,0.74577,0.691259,1,0.0537076387685652
325601,SP_488,SpoKoot,488,9.98,8.2,6.18,0.897969,0.857822,0.805304,0.739283,0.660317,1,0.0716091019594399
325602,SP_489,SpoKoot,489,7.58,9.47,3.95,0.686803,0.649761,0.61082,0.570412,0.529044,1,0.0445481483213429
325603,SP_490,SpoKoot,490,8.74,6.41,15.67,0.959209,0.91926,0.846449,0.727444,0.563744,1,0.154611345183969
325604,SP_492,SpoKoot,492,9.56,10.9,2.63,0.636379,0.636379,0.636379,0.636379,0.636379,1,0.0305893760305833
325605,SP_493,SpoKoot,493,10.72,8.31,1.5,0.763643,0.699984,0.627542,0.548881,0.467699,1,0.0139823976197646
325606,SP_494,SpoKoot,494,9.35,9.94,5.37,0.802325,0.784917,0.766421,0.746848,0.726221,1,0.0586067394332642
325607,SP_495,SpoKoot,495,10.14,8.94,9.26,0.942949,0.925287,0.902722,0.874267,0.838974,1,0.102434934563549
325608,SP_496,SpoKoot,496,9.4,7.53,11.17,0.948714,0.916697,0.867483,0.795674,0.69848,1,0.121058954464287
325609,SP_497,SpoKoot,497,10.27,7.31,3.68,0.867235,0.799435,0.708643,0.597447,0.475239,1,0.0452320128592459
325610,SP_498,SpoKoot,498,9.23,6.76,29.93,0.992621,0.984021,0.965745,0.928093,0.855256,1,0.315641812924385
325611,SP_499,SpoKoot,499,10.23,10.6,4.25,0.79706,0.79706,0.79706,0.79706,0.79706,1,0.0483623641409637
