ObjectId,Permit_Number,Effective_Date,Expiration_Date,Permit_Type,Applicant,Street_Address,City,State,ZIP_Code,Permit_Subtype,Permit_Description,Permit_Type_Code,Subtype_Code,ID
214,24533,2014-05-30 00:00:00,2019-05-30 00:00:00,APCD Gasoline Dispense Permit,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,HURSTBOURNE,KY,40222,Gas Dispen Facility Stage I,HURSTBOURNE COUNTRY CLUB,GAS,STG1,937
215,24534,2014-06-16 00:00:00,2016-06-16 00:00:00,APCD Gasoline Dispense Permit,JEFFERSON COUNTY PUBLIC SCHOOL,3001 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage II,JCPS C B YOUNG SERVICE CENTER,GAS,STG2,938
216,24535,2011-11-15 00:00:00,2016-11-15 00:00:00,APCD Gasoline Dispense Permit,STOP N GO FOOD MART #1,5401 INDIAN OAKS CIR,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,STOP N GO FOOD MART #1,GAS,STG2,939
217,24536,2014-04-02 00:00:00,2019-04-02 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,10207 MARY DELL LN,LOUISVILLE,KY,40299,Gas Dispen Facility Stage I,METRO PARKS-C VETTINER PARK,GAS,STG1,940
218,24537,2011-01-02 00:00:00,2016-01-02 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,2112 DUNCAN ST,LOUISVILLE,KY,40212,Gas Dispen Facility Stage II,SPEEDWAY #9648,GAS,STG2,941
219,24538,2012-03-01 00:00:00,2017-02-28 00:00:00,APCD Gasoline Dispense Permit,"INNER PLANT SYSTEMS, INC.",3500 BELLS LN,LOUISVILLE,KY,40211,Gas Dispen Facility Stage I,INNER PLANT SYSTEMS,GAS,STG1,942
220,24539,2013-10-31 00:00:00,2018-10-31 00:00:00,APCD Gasoline Dispense Permit,CATHOLIC CEMETERIES,1600 NEWBURG RD,LOUISVILLE,KY,40205,Gas Dispen Facility Stage I,CALVARY CEMETERY,GAS,STG1,943
221,24540,2014-03-30 00:00:00,2019-03-30 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,1501 RUNDILL RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,METRO PARKS-IROQUOIS PARK GOLF,GAS,STG1,944
222,24541,2014-05-21 00:00:00,2016-05-21 00:00:00,APCD Gasoline Dispense Permit,GANSHYAM FOOD MART,1506 S SHELBY ST,LOUISVILLE,KY,40217,Gas Dispen Facility Stage II,CAPS FOOD MART & Deli,GAS,STG2,945
223,24541,2014-05-21 00:00:00,2016-05-21 00:00:00,APCD Gasoline Dispense Permit,Ganshyam Food Inc,1506 S SHELBY ST,LOUISVILLE,KY,40217,Gas Dispen Facility Stage II,CAPS FOOD MART & Deli,GAS,STG2,946
224,24542,2016-01-15 00:00:00,2018-01-15 00:00:00,APCD Gasoline Dispense Permit,SALEM GAS COMPANY,8003 SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,NEIGHBORHOOD MART,GAS,STG2,947
225,24542,2016-01-15 00:00:00,2018-01-15 00:00:00,APCD Gasoline Dispense Permit,SANJAY TAXAKS,8003 SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,NEIGHBORHOOD MART,GAS,STG2,948
226,24543,2014-01-01 00:00:00,2016-01-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,1422 POPLAR LEVEL RD,LOUISVILLE,KY,40217,Gas Dispen Facility Stage II,SPEEDWAY #9653,GAS,STG2,949
227,24545,2015-11-02 00:00:00,2017-11-02 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,5339 DIXIE HWY,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,SPEEDWAY #9655,GAS,STG2,950
228,24546,2012-01-10 00:00:00,2017-01-10 00:00:00,APCD Gasoline Dispense Permit,JACOBUS ENERGY,11900 WESTPORT RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,JACK COOPER TRANSPORT,GAS,STG1,951
229,24549,2014-12-02 00:00:00,2016-12-02 00:00:00,APCD Gasoline Dispense Permit,CARDINAL MARKET,7312 ST ANDREWS CHURCH RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,CARDINAL MARKET,GAS,STG2,952
230,24550,2011-09-01 00:00:00,2016-09-01 00:00:00,APCD Gasoline Dispense Permit,JC'S CIGARETTE OUTLET LLC,6620 SIX MILE LN,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,JC'S CIGARETTE OUTLET SIX MILE,GAS,STG2,953
231,24551,2015-11-02 00:00:00,2017-11-02 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4300 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage II,SPEEDWAY #9662,GAS,STG2,954
232,24554,2011-08-31 00:00:00,2016-08-31 00:00:00,APCD Gasoline Dispense Permit,JC'S CIGARETTE OUTLET LLC,2714 CRUMS LN,SHIVELY,KY,40216,Gas Dispen Facility Stage II,JC'S CIGARETTE OUTLET CRUMS LN,GAS,STG2,955
233,24555,2015-11-01 00:00:00,2020-11-01 00:00:00,APCD Gasoline Dispense Permit,CARMAX AUTO SUPERSTORE INC,9550 BLUEGRASS PKY,FOREST HILLS,KY,40299,Gas Dispen Facility Stage I,CARMAX #7174,GAS,STG1,956
234,24556,2015-11-02 00:00:00,2017-11-02 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,3030 TAYLOR BLVD,LOUISVILLE,KY,40208,Gas Dispen Facility Stage II,SPEEDWAY #9678,GAS,STG2,957
235,24558,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,12304 HOLSCLAW HILL RD,LOUISVILLE,KY,40118,Gas Dispen Facility Stage I,JEFFERSON FOREST HORINE,GAS,STG1,958
236,24559,2012-01-01 00:00:00,2017-01-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,306 W AMHERST AVE,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,SPEEDWAY #9684,GAS,STG2,959
237,24560,2012-03-30 00:00:00,2017-03-30 00:00:00,APCD Gasoline Dispense Permit,CITY OF JEFFERSONTOWN PUBLIC W,10317 GRAND AVE,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,JEFFERSONTOWN PUBLIC WORKS,GAS,STG1,960
238,24561,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,1297 TREVILIAN WAY,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,JOE CREASON PARK,GAS,STG1,961
239,24562,2011-01-02 00:00:00,2016-01-02 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,5510 BARDSTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,SPEEDWAY #9685,GAS,STG2,962
240,24564,2011-04-30 00:00:00,2016-04-30 00:00:00,APCD Gasoline Dispense Permit,CAVE HILL CEMETERY,701 BAXTER AVE,LOUISVILLE,KY,40204,Gas Dispen Facility Stage I,CAVE HILL CEMETERY,GAS,STG1,963
241,24565,2014-02-01 00:00:00,2019-02-01 00:00:00,APCD Gasoline Dispense Permit,Kentucky Indiana Lumber US LBM.LLC,4025 COLLINS LN,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,K & I LUMBER COMPANY,GAS,STG1,964
242,24566,2011-09-01 00:00:00,2016-09-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,6821 SOUTHSIDE DR,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,SPEEDWAY #9686,GAS,STG2,965
243,24567,2012-04-30 00:00:00,2017-04-30 00:00:00,APCD Gasoline Dispense Permit,KENTUCKIANA AUTO STORAGE POOL,4420 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,KENTUCKIANA AUTO STORAGE,GAS,STG1,966
244,24569,2015-12-01 00:00:00,2020-12-01 00:00:00,APCD Gasoline Dispense Permit,KENTUCKY COUNTRY DAY SCHOOL,4100 SPRINGDALE RD,LOUISVILLE,KY,40241,Gas Dispen Facility Stage I,KENTUCKY COUNTRY DAY SCHOOL,GAS,STG1,967
245,24570,2014-10-08 00:00:00,2019-10-08 00:00:00,APCD Gasoline Dispense Permit,"Kentucky Kingdom,LLP",937 PHILLIPS LN,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,KENTUCKY KINGDOM,GAS,STG1,968
246,24571,2012-02-01 00:00:00,2017-02-01 00:00:00,APCD Gasoline Dispense Permit,"KEYSTOPS INC, DBA KEY OIL CO",7520 DISTRIBUTION DR,LOUISVILLE,KY,40258,Gas Dispen Facility Stage II,KEY OIL CO FUEL CENTER,GAS,STG2,969
247,24572,2014-06-30 00:00:00,2016-06-30 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,7505 TERRY RD,LOUISVILLE,KY,40258,Gas Dispen Facility Stage II,KROGER FUEL L-292,GAS,STG2,970
248,24573,2013-07-01 00:00:00,2015-07-01 00:00:00,APCD Gasoline Dispense Permit,CECIL'S SERVICE CENTER,447 S 8TH ST,LOUISVILLE,KY,40203,Gas Dispen Facility Stage II,CECIL'S CHEVRON,GAS,STG2,971
249,24574,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,9812 LINN STATION RD,JEFFERSONTOWN,KY,40223,Gas Dispen Facility Stage II,KROGER FUEL L-309,GAS,STG2,972
250,24575,2011-12-01 00:00:00,2016-12-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,8510 NATIONAL TPKE,LOUISVILLE,KY,40118,Gas Dispen Facility Stage II,SPEEDWAY #9701,GAS,STG2,973
251,24690,2012-02-28 00:00:00,2017-02-28 00:00:00,APCD Gasoline Dispense Permit,MEIJER GREAT LAKES LP,9901 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,MEIJER #162,GAS,STG2,1174
252,24691,2014-07-05 00:00:00,2016-07-05 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,4516 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,THORNTON OIL #096,GAS,STG2,1175
253,24692,2012-02-28 00:00:00,2017-02-28 00:00:00,APCD Gasoline Dispense Permit,MEIJER GREAT LAKES LP,10701 FISCHER PARK DR,LOUISVILLE,KY,40241,Gas Dispen Facility Stage II,MEIJER #164,GAS,STG2,1176
254,24693,2011-01-16 00:00:00,2016-01-16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,5389 NEW CUT RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,SWIFTY OIL #0188,GAS,STG2,1177
255,24695,2013-01-31 00:00:00,2018-01-31 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,1605 FLAT ROCK RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,METRO PARKS-LONG RUN GOLF,GAS,STG1,1178
256,24696,2012-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,5520 BARDSTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,SWIFTY OIL #267,GAS,STG2,1179
257,24698,2014-04-30 00:00:00,2016-04-30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,5035 MUD LN,LOUISVILLE,KY,40229,Gas Dispen Facility Stage II,DAIRY MART #3238,GAS,STG2,1180
258,24699,2010-12-16 00:00:00,2015-12-16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,4946 BROWNSBORO RD,LOUISVILLE,KY,40222,Gas Dispen Facility Stage II,SWIFTY OIL #0274,GAS,STG2,1181
259,24701,2014-02-12 00:00:00,2016-02-12 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,4500 SHELBYVILLE RD,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage II,THORNTON OIL #097,GAS,STG2,1182
260,24702,2010-07-01 00:00:00,2015-07-09 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,2300 PEE WEE REESE RD,LOUISVILLE,KY,40205,Gas Dispen Facility Stage I,METRO PARKS-SENECA GOLF,GAS,STG1,1183
261,24703,2008-12-16 00:00:00,2013-12-16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,4243 PRESTON HWY,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,SWIFTY OIL #0281,GAS,STG2,1184
262,24704,2010-05-01 00:00:00,2015-05-01 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,460 NORTHWESTERN PKY,LOUISVILLE,KY,40212,Gas Dispen Facility Stage I,METRO PARKS-SHAWNEE GOLF,GAS,STG1,1185
263,24706,2008-12-16 00:00:00,2013-12-16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,12000 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,SWIFTY OIL #0254,GAS,STG2,1186
264,24707,2013-02-01 00:00:00,2018-02-01 00:00:00,APCD Gasoline Dispense Permit,METROPOLITAN SEWER DISTRICT,3050 COMMERCE CENTER PL,LOUISVILLE,KY,40211,Gas Dispen Facility Stage I,METRO SEWER DISTRICT COMMERCE,GAS,STG1,1187
265,24708,2015-12-15 00:00:00,2017-12-15 00:00:00,APCD Gasoline Dispense Permit,"HAMMCO, INC",12620 SHELBYVILLE RD,MIDDLETOWN,KY,40243,Gas Dispen Facility Stage II,MAHI FOOD MART,GAS,STG2,1188
266,24708,2015-12-15 00:00:00,2017-12-15 00:00:00,APCD Gasoline Dispense Permit,JAI MATASHADHI INC,12620 SHELBYVILLE RD,MIDDLETOWN,KY,40243,Gas Dispen Facility Stage II,MAHI FOOD MART,GAS,STG2,1189
267,24709,2014-07-01 00:00:00,2016-07-01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,4136 CANE RUN RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,THORNTON OIL #098,GAS,STG2,1190
268,24710,2014-12-31 00:00:00,2016-12-31 00:00:00,APCD Gasoline Dispense Permit,THORNTON INC,3909 TAYLORSVILLE RD,LOUISVILLE,KY,40220,Gas Dispen Facility Stage II,THORNTON  #102,GAS,STG2,1191
269,24711,2014-05-14 00:00:00,2016-05-14 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,3726 TAYLORSVILLE RD,LOUISVILLE,KY,40220,Gas Dispen Facility Stage II,THORNTON OIL #024,GAS,STG2,1192
270,24712,2013-12-30 00:00:00,2018-12-30 00:00:00,APCD Gasoline Dispense Permit,"MIDLAND TRAIL GOLF CLUB, INC",15360 SHELBYVILLE RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,MIDLAND TRAIL GOLF CLUB,GAS,STG1,1193
271,24713,2011-07-04 00:00:00,2016-07-04 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,7920 BARDSTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,THORNTON OIL #151,GAS,STG2,1194
272,24715,2016-04-30 00:00:00,2021-04-30 00:00:00,APCD Gasoline Dispense Permit,TDSI,7900 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,TDSI,GAS,STG1,1195
273,24716,2015-10-02 00:00:00,2017-10-02 00:00:00,APCD Gasoline Dispense Permit,MURPHY OIL USA INC,2018 BASHFORD MANOR LN,WEST BUECHEL,KY,40218,Gas Dispen Facility Stage II,MURPHY OIL #7157,GAS,STG2,1196
274,24717,2015-11-01 00:00:00,2016-01-22 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,3301 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,THORNTON OIL #025,GAS,STG2,1197
275,24719,2015-06-01 00:00:00,2017-06-01 00:00:00,APCD Gasoline Dispense Permit,MURPHY OIL USA INC,3818 RUCKRIEGEL PKY,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,MURPHY OIL USA #6963 J-TOWN,GAS,STG2,1198
276,24721,2014-03-01 00:00:00,2016-03-01 00:00:00,APCD Gasoline Dispense Permit,MURPHY OIL USA INC,7100 CEDAR SPRINGS BLVD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,MURPHY USA #6793,GAS,STG2,1199
277,24722,2014-09-01 00:00:00,2016-09-01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,14101 SHELBYVILLE RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage II,THORNTON OIL #026,GAS,STG2,1200
278,24723,2016-01-01 00:00:00,2021-01-01 00:00:00,APCD Gasoline Dispense Permit,ENTERPRISE HOLDINGS SERVICE CT,4221 PARK BLVD,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,National Car Rental.,GAS,STG1,1201
279,24723,2016-01-01 00:00:00,2021-01-01 00:00:00,APCD Gasoline Dispense Permit,EAN Holdings LLC,4221 PARK BLVD,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,National Car Rental.,GAS,STG1,1202
280,24725,2012-04-15 00:00:00,2017-04-15 00:00:00,APCD Gasoline Dispense Permit,JAY GANESH LLC,5620 S 3RD ST,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,THIRD ST. MARATHON,GAS,STG2,1203
281,24726,2014-08-29 00:00:00,2016-08-29 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,1830 BLANKENBAKER PKY,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,SPEEDWAY #9669,GAS,STG2,1204
282,24727,2015-06-30 00:00:00,2017-06-30 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,2007 BROWNSBORO RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage II,THORNTON OIL #027,GAS,STG2,1205
283,24790,2012-02-01 00:00:00,2017-02-01 00:00:00,APCD Gasoline Dispense Permit,"SHORTY'S DIXIE # 2, LLC",2133 DIXIE HWY,LOUISVILLE,KY,40210,Gas Dispen Facility Stage II,SHORTY'S DIXIE #2 LLC,GAS,STG2,1206
284,24791,2015-12-02 00:00:00,2017-12-02 00:00:00,APCD Gasoline Dispense Permit,SHREE SAI CORPORATION,6000 MANSLICK RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,Food Center,GAS,STG2,1207
285,24791,2015-12-02 00:00:00,2017-12-02 00:00:00,APCD Gasoline Dispense Permit,Manslick Marathon Inc.,6000 MANSLICK RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,Food Center,GAS,STG2,1208
286,24792,2015-07-18 00:00:00,2017-07-18 00:00:00,APCD Gasoline Dispense Permit,UPS LOUISVILLE CENTENNIAL HUB,8100 AIR COMMERCE DR,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,UPS-CENTENNIAL HUB,GAS,STG2,1209
287,24793,2014-12-02 00:00:00,2016-12-02 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4417 DIXIE HWY,SHIVELY,KY,40216,Gas Dispen Facility Stage II,SPEEDWAY #5043,GAS,STG2,1210
288,24797,2012-10-30 00:00:00,2017-10-30 00:00:00,APCD Gasoline Dispense Permit,USHER TRANSPORT INC.,3801 SHANKS LN,LOUISVILLE,KY,40216,Gas Dispen Facility Stage I,USHER TRANSPORT,GAS,STG1,1211
289,24801,2016-01-15 00:00:00,2021-01-15 00:00:00,APCD Gasoline Dispense Permit,WHAYNE SUPPLY COMPANY,1400 CECIL AVE,LOUISVILLE,KY,40211,Gas Dispen Facility Stage I,WHAYNE SUPPLY CO.,GAS,STG1,1212
290,24802,2014-02-01 00:00:00,2019-02-01 00:00:00,APCD Gasoline Dispense Permit,PGA of America,15503 SHELBYVILLE RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,VALHALLA GOLF COURSE,GAS,STG1,1213
291,24803,2011-12-31 00:00:00,2017-01-01 00:00:00,APCD Gasoline Dispense Permit,WATERFRONT DEVELOPMENT CORP,105 N FLOYD ST,LOUISVILLE,KY,40202,Gas Dispen Facility Stage I,WATERFRONT DEVELOPMENT,GAS,STG1,1214
292,24804,2014-03-01 00:00:00,2019-03-01 00:00:00,APCD Gasoline Dispense Permit,"WOODHAVEN COUNTRY CLUB, INC.",7200 WOODHAVEN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage I,WOODHAVEN COUNTRY CLUB,GAS,STG1,1215
293,24805,2015-08-01 00:00:00,2020-08-01 00:00:00,APCD Gasoline Dispense Permit,WEHR CONSTRUCTORS INC,2517 PLANTSIDE DR,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,WEHR CONSTRUCTION,GAS,STG1,1216
294,24805,2015-08-01 00:00:00,2020-08-01 00:00:00,APCD Gasoline Dispense Permit,WEHR CONSTRUCTORS INC,2517 PLANTSIDE DR,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,WEHR CONSTRUCTION,GAS,STG1,1217
295,24806,2015-07-01 00:00:00,2017-07-01 00:00:00,APCD Gasoline Dispense Permit,Yellow Cab Company,1601 S PRESTON ST,LOUISVILLE,KY,40217,Gas Dispen Facility Stage II,YELLOW CAB CO,GAS,STG2,1218
296,24807,2013-08-30 00:00:00,2018-08-30 00:00:00,APCD Gasoline Dispense Permit,US Postal Service,1420 GARDINER LN,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,US POSTAL SERVICE GARDINER LN,GAS,STG1,1219
297,24808,2008-08-31 00:00:00,2013-08-31 00:00:00,APCD Gasoline Dispense Permit,U S POSTAL OFFICE,4772 ALLMOND AVE,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,US POSTAL SERVICE ALLMOND AVE,GAS,STG1,1220
298,24809,2011-10-31 00:00:00,2016-10-31 00:00:00,APCD Gasoline Dispense Permit,VALLEY CREST LANDSCAPE MANAGEM,4510 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,VALLEYCREST LANDSCAPE,GAS,STG1,1221
299,24868,2014-03-01 00:00:00,2019-03-01 00:00:00,APCD Gasoline Dispense Permit,GREENSCAPES LAWN & LANDSCAPING,8200 CEDAR CREEK RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage I,Greenscapes Lawn & Landscaping,GAS,STG1,1222
300,24869,2015-06-01 00:00:00,2017-06-01 00:00:00,APCD Gasoline Dispense Permit,DINO'S DISCOUNT TOBACCO OUTLET,2532 W BROADWAY,LOUISVILLE,KY,40211,Gas Dispen Facility Stage II,TONY'S CONVENIENT MART,GAS,STG2,1223
301,24386,2016-05-01 00:00:00,2021-05-01 00:00:00,APCD Gasoline Dispense Permit,ANHEUSER-BUSCH INCORPORATED,4400 PRODUCE RD,WATTERSON PARK,KY,40218,Gas Dispen Facility Stage I,Standard Sales,GAS,STG1,874
302,24386,2016-05-01 00:00:00,2021-05-01 00:00:00,APCD Gasoline Dispense Permit,Standard Sales,4400 PRODUCE RD,WATTERSON PARK,KY,40218,Gas Dispen Facility Stage I,Standard Sales,GAS,STG1,875
303,24387,2012-03-30 00:00:00,2017-03-30 00:00:00,APCD Gasoline Dispense Permit,REGIONAL AIRPORT AUTHORITY,3345 ROGER E SCHUPP ST,LOUISVILLE,KY,40205,Gas Dispen Facility Stage I,BOWMAN FIELD MAINT. (RAA),GAS,STG1,876
304,24388,2009-07-01 00:00:00,2014-07-01 00:00:00,APCD Gasoline Dispense Permit,DS GOLF CENTERS LLC,500 MARLOWS FORD RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,DIFFERENT STROKES ENGLISH STA.,GAS,STG1,877
305,24389,2011-11-15 00:00:00,2015-11-15 00:00:00,APCD Gasoline Dispense Permit,ASHLEY'S CHEVRON SVC,5924 BARDSTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,ASHLEY'S CHEVRON,GAS,STG2,878
306,24390,2013-12-15 00:00:00,2018-12-15 00:00:00,APCD Gasoline Dispense Permit,RENAISSANCE FUN PARK,201 PARK PLACE DR,MIDDLETOWN,KY,40223,Gas Dispen Facility Stage I,RENAISSANCE FUN PARK,GAS,STG1,879
307,24393,2015-12-15 00:00:00,2017-12-15 00:00:00,APCD Gasoline Dispense Permit,DINO'S FOOD MART #2,2601 W BROADWAY,LOUISVILLE,KY,40211,Gas Dispen Facility Stage II,DINO'S FOOD MART,GAS,STG2,880
308,24393,2015-12-15 00:00:00,2017-12-15 00:00:00,APCD Gasoline Dispense Permit,Bader & Sager Inc.,2601 W BROADWAY,LOUISVILLE,KY,40211,Gas Dispen Facility Stage II,DINO'S FOOD MART,GAS,STG2,881
309,24397,2016-02-20 00:00:00,2021-02-20 00:00:00,APCD Gasoline Dispense Permit,ALBERT OIL CO.,4400 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,RESTHAVEN MEMORIAL PARK,GAS,STG1,882
310,24398,2013-10-01 00:00:00,2018-10-01 00:00:00,APCD Gasoline Dispense Permit,AUDUBON COUNTRY CLUB INC,3265 ROBIN RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,AUDUBON COUNTRY CLUB,GAS,STG1,883
311,24399,2014-07-18 00:00:00,2019-07-18 00:00:00,APCD Gasoline Dispense Permit,AVIS RENT-A-CAR INC,4401 PARK BLVD,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,AVIS RENT A CAR,GAS,STG1,884
312,24399,2014-07-18 00:00:00,2019-07-18 00:00:00,APCD Gasoline Dispense Permit,"AVIS RENT-A-CAR SYSTEM, LLC",4401 PARK BLVD,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,AVIS RENT A CAR,GAS,STG1,885
313,24401,2004-05-31 00:00:00,2008-05-31 00:00:00,APCD Gasoline Dispense Permit,ROHM AND HAAS CHEMICALS LLC,4300 CAMP GROUND RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage I,ROHM & HAAS CO LOUISVILLE,GAS,STG1,886
314,24402,2011-12-15 00:00:00,2016-12-15 00:00:00,APCD Gasoline Dispense Permit,SINGH PETRO 1,3002 RIVER RD,LOUISVILLE,KY,40207,Gas Dispen Facility Stage II,RIVER RD SHELL,GAS,STG2,887
315,24402,2011-12-15 00:00:00,2016-12-15 00:00:00,APCD Gasoline Dispense Permit,SINGH PETRO 1,3002 RIVER RD,LOUISVILLE,KY,40207,Gas Dispen Facility Stage II,RIVER RD SHELL,GAS,STG2,888
316,24403,2011-07-01 00:00:00,2016-07-01 00:00:00,APCD Gasoline Dispense Permit,AXTON CANDY & TOBACCO,1001 LOGAN ST,LOUISVILLE,KY,40204,Gas Dispen Facility Stage I,AXTON CANDY & TOBACCO,GAS,STG1,889
317,24405,2008-08-31 00:00:00,2013-10-01 00:00:00,APCD Gasoline Dispense Permit,ROLLER DIE & FORMING,1172 INDUSTRIAL BLVD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,ROLLER DIE/FORMING CO,GAS,STG1,890
318,24406,2014-06-01 10:38:00,2019-08-01 00:00:00,APCD Gasoline Dispense Permit,A&M OIL CO,4630 JENNINGS LN,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,EASY FUEL,GAS,STG1,891
319,24407,2008-07-31 00:00:00,2013-07-31 00:00:00,APCD Gasoline Dispense Permit,ROUCK PLUMBING CO.,930 W MAIN ST,LOUISVILLE,KY,40202,Gas Dispen Facility Stage I,ROUCK PLUMBING,GAS,STG1,892
320,24408,2011-09-09 00:00:00,2016-02-01 00:00:00,APCD Gasoline Dispense Permit,AYT CORPORATION,1420 W BROADWAY,LOUISVILLE,KY,40203,Gas Dispen Facility Stage II,EXPRESSWAY FOOD MART,GAS,STG2,893
