OBJECTID,CYCLE,ID305B,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,Shape__Length
456,2008,CT6806-00_02,Transylvania Brook-02,"From confluence with Spruce Brook (just US side of Southbury Training School STP), US to Gravel Pit Pond outlet dam (US of South Britian Road (Route 172) crossing), Southbury.",0.31553488,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1666.02418124888
458,2008,CT4315-00_05,Pequabuck River-05,"From entrance to box culvert, center Bristol, US to Plymouth POTW (just DS of Canal Street (Route 72) crossing), Plymouth.",2.70142575,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,14263.5279612174
459,2008,CT4315-00_06,Pequabuck River-06,"From Plymouth POTW (just DS of Canal Street (Route72) crossing), US to headwaters, South of Rocky Road, Harwinton.",5.46333283,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,28846.3978373302
464,2008,CT5306-01_01,Silver Brook (Orange)-01,"From mouth at confluence with Indian River (just US of Indian Lake, parallel to Indian River Road), US to confluence with Trout Brook (just US of Smith Farm Road crossing), Orange.",1.60351943,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8466.58299788664
467,2008,CT6900-00_08,Naugatuck River-08,"From confluence with Torrington WPCF (just US of bend, north of plant), Harwinton/Torrington town border, US to headwaters at confluence of East and West Branches of Naugatuck River (just US of East Albert Street crossing), Torrington.",1.35725787,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7166.32152478811
470,2008,CT6900-22_01,Great Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (east bank, DS of West Liberty Street crossing), US to Great Brook Reservoir at Belleview Lake outlet dam (Reservoir in 2 sections, split bt Lakewood Drive), Waterbury. Most of segment in culvert under city.",1.98391762,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10475.0848469139
472,2008,CT6900-28_01,Hockanum Brook (Beacon Falls)-01,"From mouth at confluence with Naugatuck River (just DS of Main Street (Route 42) crossing), Beacon Falls, US to headwaters at Simpson Lake outlet dam (parallel to Beacon Road (Route 42)), Bethany.",3.16537942,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,16713.2042865267
476,2008,CT6905-00_01,East Branch Naugatuck River-01,"From mouth at confluence with West Branch Naugatuck River, above Naugatuck River (just DS of Franklin Drive crossing), US to North Elm Street Road (Route 4) crossing, Torrington.",1.33460389,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7046.70867186734
482,2008,CT6910-00_01,Branch Brook-01,"From mouth at confluence with Naugatuck River (DS of Route 8 crossing), US to Black Rock Dam outlet (along south side of Route 109), Watertown-Thomaston.",2.05745402,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10863.3571756839
485,2008,CT6916-00_01,Hop Brook (Naugatuck)-01,"From mouth at confluence with Naugatuck River (DS of Bridge Street (Route 68) crossing and RailRoad crossing), Naugatuck, US to Hop Brook Lake outlet dam (flood control area along eastern side of Curch Street (Route 63)), Naugatuck/Waterbury town line.",1.44433721,1100005,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7626.10024443351
486,2008,CT6917-00_01,Long Meadow Pond Brook-01,"From mouth at confluence with Naugatuck River (DS of Elm Street crossing and RailRoad crossing), US to outlet of Naugatuck Ice Company Pond Dam (just US of Rubber Avenue crossing), Naugatuck.",0.93519273,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4937.81752008287
487,2008,CT6919-00_01,Bladens River-01,"From mouth at confluence with Naugatuck River (just DS of New Haven Avenue (Route 8) and Derby Avenue (Route 67) crossings), US to North Street crossing (upper end of industrial area), Seymour.",0.68485971,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3616.05949545992
493,2008,CT7106-00_01,Rooster River-01,"From mouth at confluence with Ash Creek (US of I95 crossing, in area near end of Fairchild Avenue), Fairfield/Bridgeport town border, US to headwaters at confluence of Londons Brook and Horse Tavern Brook (US of Cornell Road crossing), Fairfield.",2.69213798,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,14214.4889525421
495,2008,CT7108-00_02a,Mill River (Fairfield/Easton)-02a,"From INLET to Samp Mortar Reservoir, Fairfield, US to confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), Easton. (Segment does NOT include Lake Mohegan).",3.56694871,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18833.4890706311
496,2008,CT7108-00_02b,Mill River (Fairfield/Easton)-02b,"From confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), US to Easton Reservoir outlet dam (Lakeview Drive crossing on dam), Easton.",0.53914444,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2846.68299458734
498,2008,CT7108-05_02,"Unnamed tributary, Easton Reservoir (Snow Farm)-02","From confluence with unnamed tributary to Easton Reservoir (east of Sport Hill Road (Route 59)), US to outlet of pond on Phil Snow's farm, Easton. (Unnamed tributary flows into Easton Reservoir from western side)",0.3040542,1100006,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,1605.40627678319
499,2008,CT7109-00-trib_01,"Unnamed tributary, Sasco Brook-01","From mouth at Sasco Brook (US of Old Road crossing), Westport/Fairfield town border, US to headwaters (US of Bulkley Avenue crossing), Westport.",0.33901504,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1789.99972105614
501,2008,CT7200-20-trib_02,Unnamed tributary Hawleys Brook-02 ,"From confluence with main unnamed tributay to Hawleys Brook, US to private property (Golf course), Easton. (Entire segement is west of Blackrock Turnpike (Route 58), AND wset of golf course)",0.55802503,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2946.37193932681
502,2008,CT7300-00_03b,Norwalk River-03b,"From confluence with Georgetown POTW outfall, US to EXIT of undergound (pipe) section (just US of RailRoad crossing), Redding.",0.1995447,1100006,Not Assessed,Not Supporting,Not Assessed,Water Not Classified For Drinking Supply,1053.59583890791
504,2008,CT7300-00_04,Norwalk River-04,"From INLET to Factory Pond (just DS of Danbury Road (Route 7) crossing), Wilton, US to confluence with Cooper Pond Brook (DS of Branchville Road, east of intersection with Route 7), Ridgefield.",0.69657669,1100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3677.92504349379
505,2008,CT7302-00_02,Silvermine River-02,"From Merritt Parkway (Route 15) crossing), Norwalk, US to Grupes Reservoir outlet dam (US of Valley Road crossing), New Canaan.",5.4906452,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,28990.6062859059
506,2008,CT7302-13_trib_01,Unnamed tributary Belden Hill Brook-01,"From mouth at confluence with Beldon Hill Brook (DS of Belden Hill Brook crossing of New Canaan Road (Route 106), DS of South Norwalk Reservoir), US to discharge source at Sisters of Notre Dame (discharge of private STPl), Wilton.",0.40058929,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2115.11118281832
508,2008,CT7401-00_02,Fivemile River (New Canaan)-02,"From Old Norwalk Road crossing (0.2 Mi DS of POTW), US to confluence with New Canaan POTW outfall, New Canaan.",0.23071676,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1218.1845614038
509,2008,CT7401-00_03,Fivemile River (New Canaan)-03,"From confluence with New Canaan POTW outfall, US to confluence with unnamed tributary (US of New Norwalk Road (Route 123) crossing, on northeastern side of Parade Hill Road, near Cemetary), New Canaan.",1.81874638,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9602.98082352152
511,2008,CT7403-00_01,Noroton River-01,"From Post Road (Route 1) crossing (saltwater limit at head of Holly Pond), US to southwestern corner of St. John's Cemetary (river bend to west), Stamford/Darien town border.",2.29535511,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12119.474888656
512,2008,CT7403-00_02,Noroton River-02,"From southwestern corner of St. John's Cemetary (river bend to west), Stamford/Darien town border, US to Merritt Parkway (Route 15) crossing (US of Raymonds Pond), New Canaan.",2.60598698,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13759.6110144372
514,2008,CT7405-00_01,Rippowam River-01,"From Rippowam River West Branch dam (head of tide, US of Route 1 and Main Street crossings), US to Merritt Parkway (Route 15) crossing (mid-way between exit 34 and exit 35), Stamford.",5.22499473,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,27587.9719430856
524,2008,CT4300-00_01,Farmington River-01,"From mouth at Connecticut River, US to Rainbow Reservoir dam outlet, Windsor.",8.59017265,1080207,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,45356.1111301595
529,2008,CT4300-48_01,Perkins Brook-01,"From mouth on Farmington River at Rainbow Reservoir, Windsor, US to former Combustion Engineering outfall approximately 50 feet DS of Goodwin Pond outlet.",0.67441966,1080207,Not Supporting,Not Assessed,Not Assessed,Water Not Classified For Drinking Supply,3560.93654077556
530,2008,CT4300-50_01,Rainbow Brook-01,"From mouth at Farmington River (just DS of Island below Rainbow Reservoir Dam), Windsor, US to headwaters, southwest portion of Bradley International Airport, Windsor Locks.",1.74223014,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9198.97511167793
533,2008,CT4009-00_01,Roaring Brook (Glastonbury)-01,From mouth at Connecticut River US to Angus Park Pond dam at outlet (Angus Park Pond NOT included).,6.72576779,1080205,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,35512.054834223
535,2008,CT4300-51_01,Seymour Hollow Brook-01,"From mouth at Farmington River, Windsor (formerly tributary to Rainbow Brook, now channelized to Farmington, Gazetteer # based upon Rainbow Brook), US to headwaters, southest portion of Bradley International Airport, Windsor Locks.",1.36210574,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7191.91739627194
536,2008,CT4302-00_01,Mad River (Winchester)-01,"From mouth at Still River, US to Mad River Dam outlet, Winchester.",2.24115269,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,11833.2860808946
537,2008,CT4302-00_02a,Mad River (Winchester)-02a,"From Mad River Dam outlet, Wincheter, US to outlet from Rugg Brook Reservoir.",1.77271357,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,9359.92736806814
538,2008,CT4302-00_02b,Mad River (Winchester)-02b,"From confluence with  Rugg Brook Reservoir outlet, US to diversion entrance for Rugg Brook Reservoir.",0.6324152,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3339.15225235532
542,2008,CT4303-00_02,Still River (Colebrook)-02,"From confluence with Sandy Brook, Colebrook, US to Winchester (Winsted) POTW (east side of Route 8), Winsted.",2.67416309,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,14119.5811178692
543,2008,CT4303-00_03,Still River (Winsted)-03,"From Winchester (Winsted) POTW, US to confuence with Mad River (just US of Route 44/183 crossing).",1.67143521,1080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,8825.17828221614
549,2008,CT4320-00_01,Salmon Brook (East Granby)-01,"From mouth at confluence with Farmington River (DS of Floydville Road crossing), East Granby, US to Massachusetts border (includes Salmon Brook and East Branch Salmon Brook sections), Granby.",13.5474088,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,71530.3188512644
553,2008,CT4206-00_01,Broad Brook(East Windsor)-01,"From mouth at Scantic River, US to Broad Brook Mill Pond, East Windsor, just US of Main Street (Route 191) crossing.",1.00814676,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5323.01487067922
554,2008,CT4206-00_02,Broad Brook (East Windsor-Ellington)-02,"From Broad Brook Mill Pond inlet, East Windsor, US to headwaters, Ellington, just US of Snipsic Forest Road crossing.",9.01274423,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,47587.2889735273
555,2008,CT4400-00_01,Park river-01,"From mouth at Connecticut River, US to confuence with North Branch Park River, just DS of I84 crossing at opening of conduit (US of Willow Street crossing).",2.39163332,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,12627.8238532814
556,2008,CT4400-01_01,South Branch Park River-01,"From mouth at confluence with Park River, US to enterance of conduit (entire segment in pipe underground).",0.31784035,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1678.19690162575
557,2008,CT4400-01_02,South Branch Park River-02,"From entrance of conduit (segment-01), US to confluence with Piper and Trout Brooks, between railroad tracks and Route 173 (New Britian avenue).",2.62236616,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,13846.0928976944
558,2008,CT4402-00_01,Piper Brook-01,"From mouth at confluence with Trout brook, above South Branch Park River, West Hartford, US (under New Britian Avenue), to conduit opening, US side of New Britain Ave (segment completely in conduit).",0.05471247,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,288.881867194062
559,2008,CT4402-00_02,Piper Brook-02,"From conduit entrance (segment-01) US side of New Britain Avenue, West Hartford, US into St. Marys Cemetary (just US of railroad crossing and parallel with Route 9) where pipe emerges from ground, New Britain.",5.81184815,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,30686.5575954669
560,2008,CT4403-00_01,Trout Brook-01,"From mouth at confluence with Piper Brook, above South Branch Park River (just DS of railroad crossing, near New Britian Avenue), West Hartford, US under Route 84 exit 42 (Trout Brook Drive) ramp.",1.06732504,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5635.47659276639
561,2008,CT4500-00_05,Hockanum River-05,"From marsh exit (approximatly one mile DS of Dart Hill Road crossing, parallel to Route 83, near Neak Road), Vernon, US to Vernon POTW (just DS of Route 74 crossing).",2.47642191,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,13075.5071041585
562,2008,CT4500-00_06a,Hockanum River-06a,"From Vernon POTW (just DS of Route 74 crossing), Vernon, US to Windsor Avenue crossing (Route 74), Vernon.",3.03020194,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,15999.4665356625
563,2008,CT4500-00_06b,Hockanum River-06b,"From Windsor Avenue crossing (Route 74), Vernon, US to Vernon Ave, Vernon (Rockville).",0.93323037,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4927.45652532867
564,2008,CT4500-00_07,Hockanum River-07,"From Vernon Ave (outlet of culvert), Rockville, US to Paper Mill Pond outlet dam (inlet to culvert).",0.524701,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2770.42113133987
565,2008,CT4500-00_08,Hockanum river-08,"From Paper Mill Pond outlet dam, Rockville, US to Shenipsit Lake outlet dam.",0.5850975,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3089.31491859525
566,2008,CT4501-00_01,Charters Brook-01,From mouth at Shenipsit Lake Tolland US to headwaters near Webster Rd Ellington,6.21609904,1080205,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,32821.0028545928
567,2008,CT4503-00_01,Tankerhoosen River-01,"From mouth at Hockanum River, Vernon (DS of Route 83/03 crossing near Manchester border ), US to Tankerhoosen Lake outlet dam, Vernon.",1.5146282,1080205,Not Supporting,Fully Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7997.23688075796
570,2008,CT4600-00_01,Mattabesset River-01,"From mouth at Connecticut River, Cromwell, US to Route 3 crossing (south of Route 372 intersection).",3.30743949,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,17463.2806172985
571,2008,CT4600-00_02,Mattabesset River-02,"From Route 3 crossing, Cromwell and Middletown Townline, US to High Pond Dam (just US of Berlin Street crossing), East Berlin.",3.64772458,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,19259.9857357954
572,2008,CT4600-00_03,Mattabesset River-03,"From High Pond Dam just US of Berlin Street crossing,  East Berlin, US to confluence with Willow Brook.",3.59865605,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,19000.9040556538
573,2008,CT4600-13_01,Spruce Brook (Berlin)-01,"From mouth at Mattabasset River US to headwaters at confluence of East/West Spruce Brooks, above Lamentation Brook (Lamentation Mountain area).",4.17142849,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22025.1423879933
574,2008,CT4600-22_01,Coles Brook-01,"From mouth at Mattabasset River, US to headwaters above Shunpike Road (Route 3) crossing, Cromwell.",3.10047106,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,16370.4878269845
575,2008,CT4600-26_01,Miner Brook-01,"From mouth at confluence with Mattabasset River, Cromwell/Middletown border, US to headwaters (in marsh just US (south) of Westfield Street crossing, parallel with Route 217), Middletown.",2.92161634,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,15426.134413554
576,2008,CT4600-27_01,Willow Brook (Cromwell)-01,"From mouth at confluence with Mattabasset River (DS of Berlin Road (Route 372) crossing, US to headwaters, just US of Coles Road crossing (near junctin of Coles Road and Willow Brook Road), Cromwell.",1.38388951,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7306.9364673124
577,2008,CT4600-27_trib_01,East Branch Willow Brook-01,"From mouth at confluence with Willow brook (DS of Evergreen Road crossing), US to headwaters (in marsh US of Route 9 crossing, along west side of Shunpike Road (Route 3) area), Cromwell.",0.76186164,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4022.62939748246
578,2008,CT4601-00_01,Belcher Brook-01,"From mouth at Mattabasset River US to source at Silver Lake, Berlin.",3.73671002,1080205,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,19729.8275967961
580,2008,CT4601-01_02,Crooked Brook (Berlin)-02,"From Swede Pond INLET, US to Elton Rd crossing, Berlin.",0.33697262,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1779.21514490007
582,2008,CT4603-00_01,Webster Brook-01,"From mouth at Mattabasset River, US to headwaters between Railroad track and Stamm Road, just US of Route 174 crossing, Newington.",3.42068937,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18061.2401298027
583,2008,CT4604-00_01,Sawmill Brook (Middletown)-01,"From mouth at Mattabasset River, US to headwater at Atkin Street Pond (Highland Pond) Middletown.",4.17890923,1080205,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22064.6407252519
585,2008,CT4607-00_02,Coginchaug River-02,"From downstream side of Route 3 crossing, US to downstream side of Route 66 crossing (just US of Veterans Memorial Park), Middletown.",0.74554073,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3936.45517483884
586,2008,CT4607-00_03,Coginchaug River-03,"From downstream side of Route 66 crossing (just US of Veterans Memorial Park), US to Starr Mill Pond dam, Middletown.",0.60295123,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3183.58220704186
587,2008,CT4607-00_04,Coginchaug River-04,"From Starr Mill Pond Inlet, US (past Wadsworth Falls) to Strictland Road crossing, Middlefield.",4.1941662,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22145.196981431
592,2008,CT4321-00_01,Mill Brook (Windsor)-01,"From mouth at confluence with Farmington River (DS of Palisado Avenue and RailRoad crossings), Windsor, US to Barber Pond Outlet dam (just US of Old Winsor Road (Route 305) crossing), Bloomfield.",4.5575942,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,24064.0976646817
615,2008,CT6911-00_01,Hancock Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (segment-04) DS of Huntingdon Avenue and RailRoad crossings, US to Hancock Pond outlet dam (between Sheffield Street and RailRoad), Waterbury.",1.0615699,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5605.08923864889
624,2008,CT7000-16_01,Muddy Brook (Westport)-01,"From mouth at confluence with Mill Creek (LIS Estuary segment) on DS side of I95 Exit 18 ramp, US to HW (just US of Route 15 crossing), Westport.",4.17106578,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,22023.227671408
629,2008,CT5302-00_01,Mill River (Hamden)-01,"From Footbridge  off of Park Road (US extent of saltwater influence), US to Lake Whitney outlet dam, Hamden. (Segment is tidally affected, but not saltwater).",0.40521211,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2139.5201147382
632,2008,CT4201-00_01,Watchaug Brook (Somers)-01,"From mouth at confluence with Scantic River (DS of Watchaug Road crossing), US to CT/MA state border, Somers.",2.0970051,1080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,11072.1869049528
633,2008,CT4205-00_01,Buckhorn Brook (Enfield)-01,"From mouth at confluence with Scantic River, US to marsh (US of Town Farm Road crossing) near inlet from Tobacco Pond No 2, Enfield.",2.02280035,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10680.3845369063
634,2008,CT4300-44_01,Munnisunk Brook (Simsbury)-01,"From mouth at confluence with Farmington River, US to Lake Basile outlet dam (US of Wolcott Road and RailRoad crossings), Simsbury.",0.88639737,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4680.17839832846
635,2008,CT4309-00_02,Cherry Brook (Canton)-02,"From Barbourtown road crossing (segment-01), US to confluence with unnamed tributary (outlet stream for Linsey Pond), just US of Meadow Road crossing, Canton.",0.66308369,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3501.08132434867
636,2008,CT4319-00_01a,"Salmon Brook, West Branch (Granby)-01a","From mouth at confluence with East Branch Salmon Brook (part of Salmon Brook mainstem), DS of Route 10/202 crossing, just to West of Route 189, Granby, US to Bissell Brook (just US of Route 10/202 crossing), Granby.",1.40234122,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7404.3610447004
637,2008,CT6601-00_01,Miry Brook (Danbury)-01,"From mouth at confluence with Still River (just DS of Backus Avenue crossing), Danbury, US to HW at North Ridgebury Pond outlet dam (just US of Aarons Court crossing), Ridgefield.",3.41849145,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18049.6346059446
638,2008,CT6602-00_01,Kohanza Brook (Danbury)-01,"From mouth at confluence with Padanaram Brook (DS of North Street crossing), US to Ridgewood Country Culb Pond outlet dam (adjacent to Franklin Street), Danbury.",1.13797651,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6008.51611712085
639,2008,CT6605-00_01,East Swamp Brook (Bethel)-01,"From mouth at confluence with Limekiln Brook (DS of Shelter Rock Road crossing), US to confluence with Wolf Pit Brook (DS of Taylor Road crossing), Bethel.",2.3380742,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,12345.0325423061
642,2008,CT6000-45_01,Wewaka Brook (Bridgewater)-01,"From mouth at confluence with Housatonic River (Lake Lillinonah) just DS of Route 133 crossing, US along Route 133 to outlet of Cider Millpond (dam washed out), Bridgewater.",0.63615903,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3358.91958642984
