rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days Other,Total Days Total,Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges Title Other,Total Discharges Total,SNF Average Length of Stay Title V,SNF Average Length of Stay Title XVIII,SNF Average Length of Stay Title XIX,SNF Average Length of Stay Total,SNF Admissions Title V,SNF Admissions Title XVIII,SNF Admissions Title XIX,SNF Admissions Other,SNF Admissions Total,SNF Days Title V,SNF Days Title XVIII,SNF Days Title XIX,SNF Days Other,SNF Days Total,SNF Number of Beds,SNF Bed Days Available,SNF Discharges Title V,SNF Discharges Title XVIII,SNF Discharges Title XIX,SNF Discharges Title Other,SNF Discharges Total,NF Number of Beds,NF Bed Days Available,NF Days Title V,NF Days Title XIX,NF Days Other,NF Days Total,NF Discharges Title V,NF Discharges Title XIX,NF Discharges Title Other,NF Discharges Total,NF Average Length of Stay Title V,NF Average Length of Stay Title XIX,NF Average Length of Stay Total,NF Admissions Title V,NF Admissions Title XIX,NF Admissions Other,NF Admissions Total,Total RUG Days,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Total Charges,Total Costs,Wage-related Costs (core),Total Salaries (adjusted),Contract Labor,Cash on hand and in banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for uncollectible notes and accounts receivable,Inventory,Prepaid expenses,Other current assets,Total Current Assets,Land,Land improvements,Buildings,Leasehold improvements,Fixed equipment,Major movable equipment,Minor equipment depreciable,Total fixed Assets,Investments,Other Assets,Total other Assets,Total Assets,Accounts payable,"Salaries, wages, and fees payable",Payroll taxes payable,Notes and Loans Payable (short term),Deferred income,Other current liabilities,Total current liabilities,Mortgage payable,Notes Payable,Unsecured Loans,Other long term liabilities,Total long term liabilities,Total liabilities,General fund balance,Total fund balances,Total Liabilities and fund balances,Total General Inpatient Care Services Revenue,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Less Contractual Allowance and discounts on patients' accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from service to patients,Total Other Income,Total Income,Net Income,Inpatient PPS Amount,Nursing and Allied Health Education Activities,Allowable Bad Debts
1239568,325100,CLAYTON,419 HARDING STREET,CLAYTON,NM,88415,UNION,99932.0,R,11/01/2018,12/31/2018,4.0,,139.0,1422.0,372.0,1933.0,45.0,2745.0,,3.0,3.0,3.0,9.0,,46.33,474.0,214.78,,6.0,3.0,1.0,10.0,,139.0,1422.0,372.0,1933.0,45.0,2745.0,,3.0,3.0,3.0,9.0,,,,,,,,,,,,,,,,,,139.0,145339.0,245554.0,120416.0,78173.0,22920.0,145339.0,,1800.0,,,356597.0,,10887.0,,,365179.0,,,,14822.0,,7646.0,,22468.0,,-209482.0,-205047.0,182600.0,106547.0,37893.0,,,4187.0,18029.0,166656.0,,,,,,166656.0,15944.0,15944.0,182600.0,387504.0,507920.0,,507920.0,100374.0,407546.0,390893.0,16653.0,,16653.0,16653.0,48770.0,,
1239613,445495,COLLIERVILLE NURSING AND REHABILITAT,490 W POPLAR AVENUE,COLLIERVILLE,TN,38017,SHELBY,32820.0,U,10/13/2018,12/31/2018,4.0,,976.0,5371.0,505.0,6852.0,114.0,9120.0,,,,,,,,,,,,,,,,976.0,5371.0,505.0,6852.0,114.0,9120.0,,,,,,,,,,,,,,,,,,,,,,,976.0,996180.0,1192932.0,200282.0,391866.0,117629.0,996180.0,,-62583.0,,,1963315.0,,,255919.0,,2617430.0,,,,,20197.0,,,365406.0,,,14437.0,2997273.0,844220.0,99826.0,10931.0,1779684.0,,71166.0,2784798.0,,,,,,2784798.0,212475.0,212475.0,2997273.0,2212908.0,2367875.0,,2367875.0,132529.0,2235346.0,2189112.0,46234.0,,46234.0,46234.0,544573.0,,
1239646,45297,MANILA NURSING CENTER,814 NORTH DAVIS,MANILA,AR,72442,MISSISSIPPI,99904.0,R,11/01/2018,12/31/2018,4.0,,202.0,2049.0,399.0,2650.0,70.0,4270.0,,4.0,4.0,2.0,10.0,,50.5,512.25,265.0,,5.0,5.0,4.0,14.0,,202.0,2049.0,399.0,2650.0,70.0,4270.0,,4.0,4.0,2.0,10.0,,,,,,,,,,,,,,,,,,202.0,244976.0,346619.0,117904.0,61566.0,37981.0,244976.0,36550.0,-14607.0,,,469188.0,,,16285.0,,427817.0,,,,,3813.0,,,3772.0,,,,431589.0,260845.0,57240.0,,150000.0,,1859.0,469944.0,,,,,,469944.0,-38355.0,-38355.0,431589.0,570515.0,688419.0,,688419.0,135179.0,553240.0,591595.0,-38355.0,,-38355.0,-38355.0,91267.0,,
1239898,325091,SILVER CITY,3514 FOWLER AVENUE,SILVER CITY,NM,88061,GRANT,99932.0,R,11/01/2018,12/31/2018,4.0,,252.0,3880.0,626.0,4758.0,100.0,6100.0,,10.0,9.0,28.0,47.0,,25.2,431.11,101.23,,17.0,25.0,22.0,64.0,,252.0,3880.0,626.0,4758.0,100.0,6100.0,,10.0,9.0,28.0,47.0,,,,,,,,,,,,,,,,,,252.0,435776.0,497343.0,442223.0,128708.0,74320.0,435776.0,,2000.0,,,758426.0,,24194.0,,,778994.0,,,,71851.0,,13935.0,,85786.0,,-526732.0,-517232.0,347548.0,238567.0,93648.0,,,9643.0,43777.0,385635.0,,,,13392.0,13392.0,399027.0,-51479.0,-51479.0,347548.0,1131840.0,1574063.0,,1574063.0,692423.0,881640.0,933119.0,-51479.0,,-51479.0,-51479.0,128875.0,,17431.0
1239932,525386,ASHLAND HEALTH AND REHAB CENTER,1319 BEASER AVE,ASHLAND,WI,54806,ASHLAND,99952.0,R,01/01/2019,01/31/2019,4.0,,246.0,1255.0,420.0,1921.0,117.0,3627.0,,7.0,3.0,11.0,21.0,,35.14,418.33,91.48,,9.0,4.0,4.0,17.0,,246.0,1255.0,420.0,1921.0,117.0,3627.0,,7.0,3.0,11.0,21.0,,,,,,,,,,,,,,,,,,246.0,216650.0,328660.0,111173.0,98787.0,34119.0,216650.0,,54979.0,,,,,,7635.0,,699044.0,,,5262856.0,700762.0,367491.0,,,4690328.0,,922.0,323162.0,5712534.0,435789.0,73868.0,92749.0,,,86082.0,688488.0,5371504.0,,,-1384290.0,3987214.0,4675702.0,1036832.0,1036832.0,5712534.0,1342782.0,1453955.0,,1453955.0,982359.0,471596.0,545310.0,-73714.0,-39.0,-73753.0,-73753.0,129623.0,,
1239977,45315,LAKESIDE NURSING CENTER,1207 WILLOW RUN ROAD,LAKE CITY,AR,72437-0578,CRAIGHEAD,27860.0,U,11/01/2018,12/31/2018,4.0,,142.0,2133.0,1066.0,3341.0,75.0,4575.0,,8.0,9.0,4.0,21.0,,17.75,237.0,159.1,,12.0,3.0,5.0,20.0,,142.0,2133.0,1066.0,3341.0,75.0,4575.0,,8.0,9.0,4.0,21.0,,,,,,,,,,,,,,,,,,142.0,321249.0,373552.0,105621.0,61165.0,45206.0,321249.0,24764.0,-13794.0,,,507069.0,,-1.0,20089.0,,439125.0,,,,,5390.0,,,5330.0,,,,444455.0,249524.0,71579.0,,150000.0,,5428.0,476531.0,,,,,,476531.0,-32076.0,-32076.0,444455.0,674934.0,780555.0,,780555.0,117830.0,662725.0,694801.0,-32076.0,,-32076.0,-32076.0,76584.0,,
1240036,155229,THE WOODLANDS,3820 W. JACKSON STREET,MUNCIE,IN,47304,DELAWARE,34620.0,U,12/01/2018,12/31/2018,9.0,,262.0,1921.0,269.0,2452.0,96.0,2976.0,,4.0,6.0,6.0,16.0,,65.5,320.17,153.25,,10.0,6.0,6.0,22.0,,262.0,1921.0,269.0,2452.0,96.0,2976.0,,4.0,6.0,6.0,16.0,,,,,,,,,,,,,,,,,,262.0,281733.0,378600.0,106439.0,69941.0,42379.0,281733.0,9490.0,238206.0,,,472070.0,9816.0,,101935.0,,798471.0,,,,,,,,,,36370.0,37356.0,835827.0,607992.0,33781.0,,,,228.0,642001.0,,,,149881.0,150137.0,792138.0,43689.0,43689.0,835827.0,595221.0,704035.0,,704035.0,,704035.0,660389.0,43646.0,44.0,43690.0,43690.0,125886.0,,670.0
1240098,335765,TEN BROECK COMMONS,ONE COMMONS DRIVE,LAKE KATRINE,NY,12449,ULSTER,28740.0,U,10/01/2018,12/31/2018,4.0,,2195.0,18213.0,2947.0,23355.0,258.0,23736.0,,47.0,26.0,34.0,107.0,,46.7,700.5,218.27,,77.0,6.0,22.0,105.0,,2195.0,18213.0,2947.0,23355.0,258.0,23736.0,,47.0,26.0,34.0,107.0,,,,,,,,,,,,,,,,,,2195.0,3596470.0,2926361.0,720200.0,720036.0,834853.0,3596470.0,100926.0,778296.0,,,3613148.0,105000.0,,521687.0,123854.0,4931985.0,,,,755992.0,,613764.0,,1344962.0,,,1755000.0,8031947.0,1483688.0,1289056.0,,1416216.0,149709.0,-286596.0,4052073.0,,1800000.0,,,1800000.0,5852073.0,2179874.0,2179874.0,8031947.0,6417103.0,7137303.0,,7137303.0,561577.0,6575726.0,6522831.0,52895.0,276979.0,329874.0,329874.0,1211186.0,,
1240129,385137,MARQUIS PLUM RIDGE POST ACUTE REHAB,1401 BRYANT WILLIAMS DR,KLAMATH FALLS,OR,97601,KLAMATH,38170.0,U,10/01/2018,12/31/2018,4.0,,2252.0,3145.0,1768.0,7165.0,95.0,8740.0,,54.0,12.0,49.0,115.0,,41.7,262.08,62.3,,70.0,5.0,37.0,112.0,,2252.0,3145.0,1768.0,7165.0,95.0,8740.0,,54.0,12.0,49.0,115.0,,,,,,,,,,,,,,,,,,2252.0,1062532.0,2079579.0,3726151.0,963963.0,136892.0,1062532.0,535104.0,944293.0,,,2570881.0,,20156.0,1302.0,,3096917.0,,33154.0,,476534.0,294504.0,826185.0,,466852.0,,,40000.0,3603769.0,837961.0,244347.0,114705.0,,,173837.0,1370850.0,,962947.0,,,962947.0,2333797.0,1269972.0,1269972.0,3603769.0,3311771.0,7037922.0,,7037922.0,3724473.0,3313449.0,3142111.0,171338.0,21998.0,193336.0,193336.0,1417425.0,,
1240139,395290,PLEASANT ACRES NURSING AND REHAB,118 PLEASANT ACRES ROAD,YORK,PA,17402,YORK,49620.0,U,10/03/2018,12/31/2018,4.0,,1379.0,29408.0,4313.0,35100.0,407.0,36630.0,,28.0,91.0,51.0,170.0,,49.25,323.16,196.21,,68.0,51.0,43.0,162.0,,1379.0,29408.0,2373.0,33160.0,375.0,33750.0,,28.0,91.0,50.0,169.0,,,,,,,,,,,,,,,,,,1379.0,2000548.0,5672171.0,576794.0,622160.0,405161.0,2000548.0,,607045.0,,,5170597.0,81448.0,,196239.0,,5892433.0,,,,6100.0,,163448.0,,164037.0,,5070475.0,5070475.0,11126945.0,3274573.0,676262.0,,,,5312820.0,9263655.0,,1420646.0,,,1420646.0,10684301.0,442644.0,442644.0,11126945.0,7436972.0,7932518.0,,7932518.0,-175128.0,8107646.0,7672719.0,434927.0,7717.0,442644.0,442644.0,659906.0,,
1240197,45275,ADVANCED HEALTH AND REHAB OF UNION C,1700 SHORT EAST HILLBORO,EL DORADO,AR,71730,UNION,99904.0,R,10/01/2018,12/31/2018,4.0,,82.0,4546.0,829.0,5457.0,122.0,11224.0,,4.0,3.0,3.0,10.0,,20.5,1515.33,545.7,,6.0,4.0,6.0,16.0,,82.0,4546.0,829.0,5457.0,122.0,11224.0,,4.0,3.0,3.0,10.0,,,,,,,,,,,,,,,,,,82.0,457527.0,559661.0,132238.0,60364.0,89953.0,457527.0,,97222.0,,,282890.0,9380.0,,15335.0,,334221.0,,,,,,26989.0,,79983.0,,25878.0,25878.0,440082.0,195332.0,92195.0,,,,120467.0,407994.0,,48194.0,,9948.0,58142.0,466136.0,-26054.0,-26054.0,440082.0,868770.0,1001008.0,,1001008.0,494.0,1000514.0,1026568.0,-26054.0,,-26054.0,-26054.0,34341.0,,
1240237,145699,AVANTARA OF ELGIN,1950 LARKIN AVENUE,ELGIN,IL,60123,KANE,20994.0,U,10/01/2018,12/31/2018,6.0,,2013.0,550.0,3093.0,5656.0,112.0,10304.0,,87.0,5.0,113.0,205.0,,23.14,110.0,27.59,,110.0,2.0,99.0,211.0,,2013.0,550.0,3093.0,5656.0,112.0,10304.0,,87.0,5.0,113.0,205.0,,,,,,,,,,,,,,,,,,2013.0,862600.0,1790685.0,1899799.0,632670.0,183481.0,862600.0,500748.0,764.0,,,2157051.0,53423.0,,105977.0,5598.0,2215967.0,,,,23652.0,,78397.0,,102049.0,,30000.0,39830.0,2357846.0,996067.0,124932.0,6659.0,640000.0,,693623.0,2461281.0,,,,,,2461281.0,-103435.0,-103435.0,2357846.0,2280653.0,4180452.0,,4180452.0,1633465.0,2546987.0,2653285.0,-106298.0,2863.0,-103435.0,-103435.0,1226023.0,,
1240267,245186,BROOKVIEW  A VILLA CENTER,7505 COUNTRY CLUB DR,GOLDEN VALLEY,MN,55427-0000,HENNEPIN,33460.0,U,10/01/2018,12/31/2018,6.0,,267.0,5496.0,157.0,5920.0,144.0,13248.0,,6.0,39.0,3.0,48.0,,44.5,140.92,123.33,,9.0,13.0,3.0,25.0,,267.0,5496.0,157.0,5920.0,144.0,13248.0,,6.0,39.0,3.0,48.0,,,,,,,,,,,,,,,,,,267.0,887229.0,1297965.0,264646.0,113011.0,158557.0,887229.0,124366.0,505.0,,,873889.0,70221.0,,23441.0,93429.0,929243.0,,,,12035.0,,117198.0,,94518.0,,13350.0,13350.0,1037111.0,266519.0,287255.0,,496910.0,,1525312.0,2575996.0,,,,760742.0,760742.0,3336738.0,-2299627.0,-2299627.0,1037111.0,1647008.0,1911654.0,,1911654.0,191982.0,1719672.0,2185194.0,-465522.0,12.0,-465510.0,-473085.0,143437.0,,25617.0
1240373,75322,ESSEX MEADOWS HEALTH CENTER,30 BOKUM ROAD,ESSEX,CT,06426,MIDDLESEX,25540.0,U,11/20/2018,12/31/2018,5.0,,171.0,,1383.0,1554.0,45.0,1890.0,,8.0,,7.0,15.0,,21.38,,103.6,,9.0,,5.0,14.0,,171.0,,1383.0,1554.0,45.0,1890.0,,8.0,,7.0,15.0,,,,,,,,,,,,,,,,,,171.0,1140904.0,2011830.0,79769.0,85103.0,285592.0,1140904.0,33398.0,2158726.0,,,897547.0,,88082.0,376946.0,2176223.0,5697524.0,4930363.0,,46043138.0,,,1721212.0,,52587788.0,,6664207.0,6664207.0,64949519.0,672058.0,861301.0,,,376655.0,1203605.0,3113619.0,,,,41375897.0,41375897.0,44489516.0,20460003.0,20460003.0,64949519.0,678931.0,758700.0,,758700.0,226718.0,531982.0,3152734.0,-2620752.0,10067790.0,7447038.0,7447038.0,121096.0,,
1240384,145524,GENERATIONS AT RIVERVIEW  LLC,500 CENTENNIAL DRIVE,EAST PEORIA,IL,61611,TAZEWELL,37900.0,U,11/01/2018,12/31/2018,6.0,,1294.0,299.0,696.0,2289.0,71.0,4331.0,,65.0,5.0,41.0,111.0,,19.91,59.8,20.62,,72.0,2.0,30.0,104.0,,1294.0,299.0,696.0,2289.0,71.0,4331.0,,65.0,5.0,41.0,111.0,,,,,,,,,,,,,,,,,,1294.0,435761.0,697145.0,1122929.0,353368.0,104770.0,435761.0,203272.0,7558.0,,,1044512.0,,,57417.0,,1126574.0,,,,,33162.0,,,87077.0,,,4189.0,1217840.0,527541.0,86690.0,14030.0,576036.0,,82684.0,1286981.0,,,,,,1286981.0,-69141.0,-69141.0,1217840.0,1001188.0,2124116.0,,2124116.0,1060353.0,1063763.0,1132906.0,-69143.0,,-69143.0,-69143.0,500696.0,,
1240456,375499,EMERALD CARE CENTER CLAREMORE  LLC,2800 N HICKORY,CLAREMORE,OK,74017,ROGERS,46140.0,U,11/01/2018,12/31/2018,5.0,,1139.0,4625.0,1006.0,6770.0,129.0,7869.0,,42.0,15.0,14.0,71.0,,27.12,308.33,95.35,,47.0,11.0,12.0,70.0,,1139.0,4625.0,1006.0,6770.0,129.0,7869.0,,42.0,15.0,14.0,71.0,,,,,,,,,,,,,,,,,,1139.0,751316.0,710696.0,277361.0,247563.0,129615.0,751316.0,,204834.0,,,955078.0,22578.0,,,,1137334.0,,,,,,1784.0,,1742.0,,30038.0,30038.0,1169114.0,313696.0,189102.0,10756.0,410470.0,,60453.0,984477.0,,,141432.0,,141432.0,1125909.0,43205.0,43205.0,1169114.0,1481178.0,1724097.0,,1724097.0,218883.0,1505214.0,1462012.0,43202.0,6.0,43208.0,43208.0,590875.0,,
1240493,555910,TRELLIS CHINO,5454 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,40140.0,U,10/10/2018,12/31/2018,4.0,,979.0,,125.0,1104.0,59.0,4897.0,,42.0,,4.0,46.0,,23.31,,24.0,,53.0,,8.0,61.0,,979.0,,125.0,1104.0,59.0,4897.0,,42.0,,4.0,46.0,,,,,,,,,,,,,,,,,,979.0,654854.0,615255.0,412240.0,313180.0,114609.0,654854.0,,22486.0,,,714191.0,30716.0,,9962.0,1029.0,967806.0,,,,,,,10895.0,10895.0,,1685989.0,1685989.0,2664690.0,180248.0,162655.0,46617.0,,,17000.0,2104733.0,,1250000.0,,,1250000.0,3354733.0,-690043.0,-690043.0,2664690.0,948361.0,1360675.0,,1360675.0,780830.0,579845.0,1270109.0,-690264.0,224.0,-690040.0,-690040.0,615222.0,,
1240592,275132,WHITEFISH CENTER,1305 E. SEVENTH STREET,WHITEFISH,MT,59937,FLATHEAD,99927.0,R,11/01/2018,12/31/2018,6.0,,633.0,2776.0,854.0,4263.0,100.0,6100.0,,22.0,15.0,14.0,51.0,,28.77,185.07,83.59,,25.0,8.0,15.0,48.0,,633.0,2776.0,854.0,4263.0,100.0,6100.0,,22.0,15.0,14.0,51.0,,,,,,,,,,,,,,,,,,633.0,420890.0,697501.0,127793.0,132744.0,110289.0,420890.0,,43974.0,,,874378.0,17218.0,3875.0,45911.0,21462.0,526372.0,,,,,,47111.0,,44014.0,,,,570386.0,391468.0,111054.0,32419.0,,,62087.0,597028.0,,,,,,597028.0,-26642.0,-26642.0,570386.0,1184755.0,1312398.0,,1312398.0,221052.0,1091346.0,1118391.0,-27045.0,404.0,-26641.0,-26641.0,2.0,,
1240593,285058,RIVER CITY NURSING & REHABILITATION,7410 MERCY ROAD,OMAHA,NE,68124,DOUGLAS,36540.0,U,10/04/2018,12/31/2018,4.0,,891.0,,7323.0,8214.0,174.0,15486.0,,24.0,,18.0,42.0,,37.13,,195.57,,22.0,,27.0,49.0,,891.0,,7323.0,8214.0,174.0,15486.0,,24.0,,18.0,42.0,,,,,,,,,,,,,,,,,,891.0,842295.0,1250938.0,767436.0,319361.0,176488.0,842295.0,,72259.0,,,1785368.0,20197.0,,149859.0,50000.0,2037289.0,,,,6809.0,,864.0,5169.0,12564.0,,244092.0,244092.0,2293945.0,585798.0,107869.0,1495.0,1658266.0,,34215.0,2387643.0,,,,,,2387643.0,-93698.0,-93698.0,2293945.0,1852936.0,2620372.0,,2620372.0,620988.0,1999384.0,2093233.0,-93849.0,150.0,-93699.0,-93699.0,461787.0,,
1240599,325070,RED ROCKS,3720 CHURCH ROCK ROAD,GALLUP,NM,87301,MCKINLEY,99932.0,R,11/01/2018,12/31/2018,4.0,,713.0,4387.0,813.0,5913.0,102.0,6222.0,,22.0,10.0,27.0,59.0,,32.41,438.7,100.22,,39.0,24.0,5.0,68.0,,713.0,4387.0,813.0,5913.0,102.0,6222.0,,22.0,10.0,27.0,59.0,,,,,,,,,,,,,,,,,,713.0,523316.0,529402.0,444184.0,178836.0,84602.0,523316.0,,1000.0,,,1046169.0,,24677.0,,,1057671.0,,,,45166.0,,11104.0,,56029.0,,-622315.0,-622315.0,491385.0,198464.0,111906.0,,,6383.0,41794.0,358547.0,,,,66948.0,66948.0,425495.0,65890.0,65890.0,491385.0,1050400.0,1494584.0,,1494584.0,375159.0,1119425.0,1052718.0,66707.0,,66707.0,66707.0,337441.0,,837.0
1240615,395564,RIVERSIDE HEALTHCARE & REHAB,500 WEST HOSPITAL STREET,TAYLOR,PA,18517,LACKAWANNA,42540.0,U,12/01/2018,12/31/2018,4.0,,212.0,3237.0,460.0,3909.0,161.0,4991.0,,6.0,,,6.0,,35.33,,651.5,,,,,,,212.0,3237.0,460.0,3909.0,161.0,4991.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,,212.0,368213.0,633531.0,298525.0,140081.0,61626.0,368213.0,158302.0,13345.0,,,897320.0,,,173971.0,,1084636.0,,,-10000.0,1910.0,,60004.0,,50668.0,,,,1135304.0,179128.0,374940.0,,,,,554068.0,,504747.0,,,504747.0,1058815.0,76489.0,76489.0,1135304.0,1386720.0,1685668.0,,1685668.0,680407.0,1005261.0,1001744.0,3517.0,72971.0,76488.0,76489.0,113908.0,,
1240661,45366,HERITAGE SQUARE NURSING CENTER,710 NORTH RUDDLE ROAD,BLYTHEVILLE,AR,72316,MISSISSIPPI,99904.0,R,11/01/2018,12/31/2018,4.0,,272.0,2504.0,375.0,3151.0,86.0,5246.0,,6.0,4.0,1.0,11.0,,45.33,626.0,286.45,,4.0,2.0,6.0,12.0,,272.0,2504.0,375.0,3151.0,86.0,5246.0,,6.0,4.0,1.0,11.0,,,,,,,,,,,,,,,,,,272.0,329979.0,437802.0,178427.0,89703.0,51447.0,329979.0,48649.0,-11786.0,,,599948.0,,,19951.0,,575579.0,,,,,2694.0,,,2672.0,,,,578251.0,314875.0,76313.0,,244000.0,,3193.0,638381.0,,,,,,638381.0,-60130.0,-60130.0,578251.0,764461.0,942888.0,,942888.0,235237.0,707651.0,767781.0,-60130.0,,-60130.0,-60130.0,126894.0,,
1240663,45439,GOSNELL THERAPY AND LIVING CENTER,700 MOODY STREET,GOSNELL,AR,72319,MISSISSIPPI,99904.0,R,11/01/2018,12/31/2018,4.0,,317.0,2678.0,789.0,3784.0,70.0,4270.0,,10.0,6.0,4.0,20.0,,31.7,446.33,189.2,,9.0,4.0,4.0,17.0,,317.0,2678.0,789.0,3784.0,70.0,4270.0,,10.0,6.0,4.0,20.0,,,,,,,,,,,,,,,,,,317.0,326673.0,472816.0,259056.0,138883.0,47205.0,326673.0,89170.0,10190.0,,,671369.0,,,19074.0,,749967.0,,,,,459.0,,,446.0,,,,750413.0,343879.0,115042.0,,235000.0,,2376.0,696297.0,,,,,,696297.0,54116.0,54116.0,750413.0,871551.0,1130607.0,,1130607.0,277002.0,853605.0,799489.0,54116.0,,54116.0,54116.0,165194.0,,
1240664,45440,HARRIS HEALTH AND REHAB,287 SOUTH COUNTRY CLUB RD.,OSCEOLA,AR,72370,MISSISSIPPI,99904.0,R,11/01/2018,12/31/2018,4.0,,334.0,2450.0,646.0,3430.0,115.0,7015.0,,8.0,15.0,11.0,34.0,,41.75,163.33,100.88,,17.0,16.0,9.0,42.0,,334.0,2450.0,646.0,3430.0,115.0,7015.0,,8.0,15.0,11.0,34.0,,,,,,,,,,,,,,,,,,334.0,319171.0,520133.0,212009.0,96946.0,45882.0,319171.0,62211.0,3631.0,,,616025.0,,,19302.0,,663878.0,,,,,1704.0,,,1685.0,,,,665563.0,384908.0,115299.0,,220000.0,,5728.0,725935.0,,,,,,725935.0,-60372.0,-60372.0,665563.0,821999.0,1034008.0,,1034008.0,255076.0,778932.0,839304.0,-60372.0,,-60372.0,-60372.0,144618.0,,
1240709,155343,LIFE CARE CENTER OF LAGRANGE,0770 NORTH 75 EAST,LAGRANGE,IN,46761,LAGRANGE,99915.0,R,10/01/2018,12/31/2018,9.0,,314.0,3288.0,1042.0,4644.0,83.0,7636.0,,18.0,13.0,11.0,42.0,,17.44,252.92,110.57,,15.0,11.0,16.0,42.0,,314.0,3288.0,1042.0,4644.0,83.0,7636.0,,18.0,13.0,11.0,42.0,,,,,,,,,,,,,,,,,,314.0,515759.0,738037.0,189251.0,116040.0,86738.0,515759.0,21115.0,84837.0,,,756077.0,10693.0,,79940.0,,912799.0,,,,,,,,,,10172.0,30080.0,942879.0,729164.0,38465.0,,2818.0,,2482.0,772929.0,,2267.0,,104809.0,105052.0,877981.0,64898.0,64898.0,942879.0,1146620.0,1325220.0,,1325220.0,6751.0,1318469.0,1253870.0,64599.0,293.0,64892.0,64892.0,147458.0,,21105.0
1240996,366312,LITTLE SISTERS OF THE POOR,5942 RENAISSANCE PL  SUITE A,TOLEDO,OH,43623,LUCAS,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241068,676457,THE BARTLETT SKILLED NURSING,221 BARLETT DRIVE,EL PASO,TX,79912,EL PASO,21340.0,U,11/02/2018,12/31/2018,5.0,,22.0,11.0,287.0,320.0,58.0,3480.0,,1.0,1.0,3.0,5.0,,22.0,11.0,64.0,,1.0,1.0,13.0,15.0,,22.0,11.0,287.0,320.0,58.0,3480.0,,1.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,22.0,256403.0,445531.0,5140.0,27326.0,41334.0,256403.0,,-18870.0,,,-112388.0,,,,,-131258.0,,,974.0,,,-40179.0,,-51283.0,,,,-182541.0,52692.0,50805.0,,,,52316.0,155813.0,,310000.0,,,310000.0,465813.0,-648354.0,-648354.0,-182541.0,52600.0,52600.0,,52600.0,-979.0,53579.0,701934.0,-648355.0,,-648355.0,-648355.0,11897.0,,
1241121,275103,BUTTE CENTER,2400 CONTINENTAL DRIVE,BUTTE,MT,59701,SILVER BOW,99927.0,R,11/01/2018,12/31/2018,6.0,,451.0,2875.0,743.0,4069.0,100.0,6100.0,,5.0,9.0,9.0,23.0,,90.2,319.44,176.91,,1.0,16.0,5.0,22.0,,451.0,2875.0,743.0,4069.0,100.0,6100.0,,5.0,9.0,9.0,23.0,,,,,,,,,,,,,,,,,,451.0,370181.0,787621.0,240820.0,163248.0,109627.0,370181.0,,33326.0,,,854672.0,18132.0,8512.0,47431.0,22001.0,534398.0,,,,,,43766.0,,40806.0,,,,575204.0,484058.0,112140.0,30018.0,,,59869.0,686085.0,,,,,,686085.0,-110881.0,-110881.0,575204.0,1074809.0,1309545.0,,1309545.0,263099.0,1046446.0,1157802.0,-111356.0,474.0,-110882.0,-110882.0,2.0,,
1241127,325066,BLOOMFIELD,803 HACIENDA LANE,BLOOMFIELD,NM,87413,SAN JUAN,22140.0,U,11/01/2018,12/31/2018,4.0,,356.0,4740.0,509.0,5605.0,95.0,5795.0,,356.0,7.0,14.0,377.0,,1.0,677.14,14.87,,22.0,29.0,3.0,54.0,,356.0,4740.0,509.0,5605.0,95.0,5795.0,,356.0,7.0,14.0,377.0,,,,,,,,,,,,,,,,,,356.0,461242.0,537700.0,479568.0,120009.0,76455.0,461242.0,,1900.0,,,964277.0,,20565.0,,,961264.0,,,,23594.0,,21700.0,,45294.0,,-591804.0,-579827.0,426731.0,191201.0,93923.0,,,,41625.0,326749.0,,,,66944.0,66944.0,393693.0,33038.0,33038.0,426731.0,1039785.0,1519353.0,,1519353.0,486819.0,1032534.0,998942.0,33592.0,,33592.0,33592.0,156179.0,,
